CAN Message; 0x1a7:000041b02d43bd08
1739209841.9676094;-35.57807855764607
1739209841.96761;-38.13080360867914
1739209841.9676104;-38.13080360867914
1739209841.9676108;-38.13080360867914
1739209841.9676113;-35.57807855764607
1739209841.9676118;-38.13080360867914
1739209841.9676123;-45.120503652039325
1739209841.9676127;-45.120503652039325
1739209841.9676132;-38.13080360867914
1739209841.9676137;-38.13080360867914
1739209841.9676144;-45.120503652039325
1739209841.967615;-45.120503652039325
1739209841.9676154;-38.13080360867914
1739209841.9676158;-38.13080360867914
1739209841.9676163;-45.120503652039325
1739209841.9676168;-38.13080360867914
1739209841.9676173;-38.13080360867914
1739209841.9676178;-45.120503652039325
1739209841.9676182;-38.13080360867914
1739209841.9676187;-38.13080360867914
1739209841.9676192;-38.13080360867914
1739209841.9676197;-45.120503652039325
1739209841.9676201;-45.120503652039325
1739209841.9676206;-45.120503652039325
1739209841.9676213;-45.120503652039325
1739209841.9676218;-45.120503652039325
1739209841.9676223;-45.120503652039325
1739209841.9676228;-45.120503652039325
1739209841.9676232;-45.120503652039325
1739209841.9676237;-45.120503652039325
1739209841.9676242;-38.13080360867914
1739209841.9676247;-33.981070128970906
1739209841.9676251;-45.120503652039325
1739209841.9676256;-45.120503652039325
1739209841.967626;-26.487275050834715
1739209841.9676266;-32.816014438256545
1739209841.967627;-45.120503652039325
1739209841.9676278;-45.120503652039325
1739209841.9676282;-45.120503652039325
1739209841.9676287;-38.13080360867914
1739209841.9676292;-45.120503652039325
1739209841.9676297;-38.13080360867914
1739209841.9676301;-45.120503652039325
1739209841.9676306;-45.120503652039325
1739209841.967631;-38.13080360867914
1739209841.9676316;-38.13080360867914
1739209841.967632;-45.120503652039325
1739209841.9676325;-33.981070128970906
1739209841.967633;-38.13080360867914
1739209841.9676335;-45.120503652039325
1739209841.9676342;-45.120503652039325
1739209841.9676347;-45.120503652039325
1739209841.9676352;-38.13080360867914
1739209841.9676356;-45.120503652039325
1739209841.967636;-45.120503652039325
1739209841.9676366;-35.57807855764607
1739209841.967637;-35.57807855764607
1739209841.9676375;-38.13080360867914
1739209841.967638;-35.57807855764607
1739209841.9676385;-38.13080360867914
1739209841.967639;-38.13080360867914
1739209841.9676394;-38.13080360867914
1739209841.96764;-45.120503652039325
1739209841.9676406;-38.13080360867914
1739209841.967641;-38.13080360867914
1739209841.9676416;-45.120503652039325
1739209841.967642;-45.120503652039325
1739209841.9676425;-45.120503652039325
1739209841.967643;-38.13080360867914
1739209841.9676435;-38.13080360867914
1739209841.967644;-45.120503652039325
1739209841.9676445;-35.57807855764607
1739209841.967645;-35.57807855764607
1739209841.9676454;-45.120503652039325
1739209841.967646;-38.13080360867914
1739209841.9676464;-38.13080360867914
1739209841.967647;-45.120503652039325
1739209841.9676476;-45.120503652039325
1739209841.967648;-45.120503652039325
1739209841.9676485;-45.120503652039325
1739209841.967649;-38.13080360867914
1739209841.9676495;-45.120503652039325
1739209841.96765;-38.13080360867914
1739209841.9676504;-33.981070128970906
1739209841.967651;-45.120503652039325
1739209841.9676514;-45.120503652039325
1739209841.9676518;-32.816014438256545
1739209841.9676523;-38.13080360867914
1739209841.9676528;-45.120503652039325
1739209841.9676535;-45.120503652039325
1739209841.967654;-38.13080360867914
1739209841.9676545;-38.13080360867914
1739209841.967655;-45.120503652039325
1739209841.9676554;-38.13080360867914
1739209841.967656;-45.120503652039325
1739209841.9676564;-45.120503652039325
1739209841.9676569;-45.120503652039325
1739209841.9676573;-45.120503652039325
1739209841.9676578;-35.57807855764607
1739209841.9676583;-38.13080360867914
1739209841.9676588;-45.120503652039325
1739209841.9676592;-38.13080360867914
1739209841.96766;-38.13080360867914
1739209841.9676604;-38.13080360867914
1739209841.967661;-45.120503652039325
1739209841.9676614;-38.13080360867914
1739209841.9676619;-38.13080360867914
1739209841.9676623;-38.13080360867914
1739209841.9676628;-35.57807855764607
1739209841.9676633;-38.13080360867914
1739209841.9676638;-38.13080360867914
1739209841.9676642;-33.981070128970906
1739209841.9676647;-45.120503652039325
1739209841.9676652;-38.13080360867914
1739209841.9676657;-45.120503652039325
1739209841.9676661;-31.14110356531892
1739209841.9676669;-33.981070128970906
1739209841.9676673;-38.13080360867914
1739209841.9676678;-45.120503652039325
1739209841.9676683;-45.120503652039325
1739209841.9676688;-45.120503652039325
1739209841.9676692;-45.120503652039325
1739209841.9676697;-45.120503652039325
1739209841.9676702;-27.267205301931607
1739209841.9676707;-32.816014438256545
1739209841.9676712;-38.13080360867914
1739209841.9676716;-45.120503652039325
1739209841.967672;-33.981070128970906
1739209841.9676726;-38.13080360867914
1739209841.9676733;-45.120503652039325
1739209841.9676738;-45.120503652039325
1739209841.9676743;-38.13080360867914
1739209841.9676747;-35.57807855764607
1739209841.9676752;-38.13080360867914
1739209841.9676757;-45.120503652039325
1739209841.9676762;-38.13080360867914
1739209841.9676766;-35.57807855764607
1739209841.967677;-45.120503652039325
1739209841.9676776;-45.120503652039325
1739209841.967678;-45.120503652039325
1739209841.9676785;-33.981070128970906
1739209841.967679;-38.13080360867914
1739209841.9676797;-45.120503652039325
1739209841.9676802;-38.13080360867914
1739209841.9676807;-38.13080360867914
1739209841.9676812;-38.13080360867914
1739209841.9676816;-45.120503652039325
1739209841.9676821;-33.981070128970906
1739209841.9676826;-33.981070128970906
1739209841.967683;-38.13080360867914
1739209841.9676836;-38.13080360867914
1739209841.967684;-33.981070128970906
1739209841.9676845;-45.120503652039325
1739209841.967685;-38.13080360867914
1739209841.9676855;-35.57807855764607
1739209841.9676862;-35.57807855764607
1739209841.9676867;-45.120503652039325
1739209841.9676871;-45.120503652039325
1739209841.9676876;-38.13080360867914
1739209841.967688;-38.13080360867914
1739209841.9676886;-45.120503652039325
1739209841.967689;-38.13080360867914
1739209841.9676895;-45.120503652039325
1739209841.96769;-32.816014438256545
1739209841.9676905;-28.58837851428586
1739209841.967691;-45.120503652039325
1739209841.9676914;-33.981070128970906
1739209841.967692;-38.13080360867914
1739209841.9676926;-45.120503652039325
1739209841.967693;-45.120503652039325
1739209841.9676936;-38.13080360867914
1739209841.967694;-45.120503652039325
1739209841.9676945;-38.13080360867914
1739209841.967695;-38.13080360867914
1739209841.9676955;-45.120503652039325
1739209841.967696;-45.120503652039325
1739209841.9676964;-38.13080360867914
1739209841.967697;-38.13080360867914
1739209841.9676974;-45.120503652039325
1739209841.9676979;-38.13080360867914
1739209841.9676983;-35.57807855764607
1739209841.967699;-38.13080360867914
1739209841.9676995;-38.13080360867914
1739209841.9677;-45.120503652039325
1739209841.9677005;-45.120503652039325
1739209841.967701;-38.13080360867914
1739209841.9677014;-45.120503652039325
1739209841.967702;-38.13080360867914
1739209841.9677024;-32.816014438256545
1739209841.9677029;-38.13080360867914
1739209841.9677033;-45.120503652039325
1739209841.9677038;-38.13080360867914
1739209841.9677043;-38.13080360867914
1739209841.9677048;-45.120503652039325
1739209841.9677055;-45.120503652039325
1739209841.967706;-45.120503652039325
1739209841.9677064;-45.120503652039325
1739209841.967707;-38.13080360867914
1739209841.9677074;-45.120503652039325
1739209841.9677079;-45.120503652039325
1739209841.9677083;-33.981070128970906
1739209841.9677088;-33.981070128970906
1739209841.9677093;-45.120503652039325
1739209841.9677098;-38.13080360867914
1739209841.9677103;-32.816014438256545
1739209841.9677107;-45.120503652039325
1739209841.9677112;-35.57807855764607
1739209841.967712;-38.13080360867914
1739209841.9677124;-35.57807855764607
1739209841.9677129;-45.120503652039325
1739209841.9677134;-38.13080360867914
1739209841.9677138;-38.13080360867914
1739209841.9677143;-45.120503652039325
1739209841.9677148;-38.13080360867914
1739209841.9677153;-38.13080360867914
1739209841.9677157;-38.13080360867914
1739209841.9677162;-32.816014438256545
1739209841.9677167;-45.120503652039325
1739209841.9677172;-38.13080360867914
1739209841.9677176;-45.120503652039325
1739209841.9677181;-38.13080360867914
1739209841.9677188;-33.981070128970906
1739209841.9677193;-45.120503652039325
1739209841.9677198;-45.120503652039325
1739209841.9677203;-45.120503652039325
1739209841.9677207;-35.57807855764607
1739209841.9677212;-38.13080360867914
1739209841.9677217;-38.13080360867914
1739209841.9677222;-38.13080360867914
1739209841.9677227;-45.120503652039325
1739209841.9677231;-45.120503652039325
1739209841.9677236;-45.120503652039325
1739209841.967724;-45.120503652039325
1739209841.9677246;-45.120503652039325
1739209841.9677253;-45.120503652039325
1739209841.9677258;-45.120503652039325
1739209841.9677262;-45.120503652039325
1739209841.9677267;-45.120503652039325
1739209841.9677272;-45.120503652039325
1739209841.9677277;-45.120503652039325
1739209841.9677281;-32.816014438256545
1739209841.9677286;-38.13080360867914
1739209841.967729;-45.120503652039325
1739209841.9677296;-38.13080360867914
1739209841.96773;-35.57807855764607
1739209841.9677305;-33.981070128970906
1739209841.967731;-45.120503652039325
1739209841.9677317;-38.13080360867914
1739209841.9677322;-45.120503652039325
1739209841.9677327;-45.120503652039325
1739209841.9677331;-45.120503652039325
1739209841.9677336;-38.13080360867914
1739209841.967734;-45.120503652039325
1739209841.9677346;-35.57807855764607
1739209841.967735;-38.13080360867914
1739209841.9677355;-35.57807855764607
1739209841.967736;-38.13080360867914
1739209841.9677365;-45.120503652039325
1739209841.967737;-38.13080360867914
1739209841.9677374;-45.120503652039325
1739209841.9677382;-33.981070128970906
1739209841.9677386;-31.141103565318915
1739209841.967739;-45.120503652039325
1739209841.9677396;-45.120503652039325
1739209841.96774;-38.13080360867914
1739209841.9677405;-35.57807855764607
1739209841.967741;-35.57807855764607
1739209841.9677415;-38.13080360867914
1739209841.967742;-45.120503652039325
1739209841.9677424;-45.120503652039325
1739209841.967743;-32.816014438256545
1739209841.9677434;-35.57807855764607
1739209841.9677439;-45.120503652039325
1739209841.9677446;-45.120503652039325
1739209841.967745;-38.13080360867914
1739209841.9677455;-45.120503652039325
1739209841.967746;-38.13080360867914
1739209841.9677465;-32.816014438256545
1739209841.967747;-45.120503652039325
1739209841.9677474;-38.13080360867914
1739209841.967748;-38.13080360867914
1739209841.9677484;-45.120503652039325
1739209841.9677489;-45.120503652039325
1739209841.9677494;-45.120503652039325
1739209841.9677498;-38.13080360867914
1739209841.9677503;-30.49652367304973
1739209841.967751;-45.120503652039325
1739209841.9677515;-45.120503652039325
1739209841.967752;-35.57807855764607
1739209841.9677525;-33.981070128970906
1739209841.967753;-38.13080360867914
1739209841.9677534;-45.120503652039325
1739209841.967754;-45.120503652039325
1739209841.9677544;-33.981070128970906
1739209841.9677548;-45.120503652039325
1739209841.9677553;-38.13080360867914
1739209841.9677558;-32.816014438256545
1739209841.9677563;-38.13080360867914
1739209841.9677567;-45.120503652039325
1739209841.9677575;-33.981070128970906
1739209841.967758;-33.981070128970906
1739209841.9677584;-45.120503652039325
1739209841.967759;-45.120503652039325
1739209841.9677594;-38.13080360867914
1739209841.9677598;-35.57807855764607
1739209841.9677603;-33.981070128970906
1739209841.9677608;-45.120503652039325
1739209841.9677613;-38.13080360867914
1739209841.9677618;-38.13080360867914
1739209841.9677622;-38.13080360867914
1739209841.9677627;-45.120503652039325
1739209841.9677632;-38.13080360867914
1739209841.967764;-35.57807855764607
1739209841.9677644;-38.13080360867914
1739209841.9677649;-38.13080360867914
1739209841.9677653;-45.120503652039325
1739209841.9677658;-38.13080360867914
1739209841.9677663;-33.981070128970906
1739209841.9677668;-45.120503652039325
1739209841.9677672;-45.120503652039325
1739209841.9677677;-35.57807855764607
1739209841.9677682;-45.120503652039325
1739209841.9677687;-45.120503652039325
1739209841.9677691;-45.120503652039325
1739209841.9677696;-45.120503652039325
1739209841.96777;-38.13080360867914
1739209841.9677708;-35.57807855764607
1739209841.9677713;-38.13080360867914
1739209841.9677718;-45.120503652039325
1739209841.9677722;-38.13080360867914
1739209841.9677727;-35.57807855764607
1739209841.9677732;-38.13080360867914
1739209841.9677737;-45.120503652039325
1739209841.9677742;-38.13080360867914
1739209841.9677746;-31.141103565318893
1739209841.967775;-38.13080360867914
1739209841.9677756;-45.120503652039325
1739209841.967776;-38.13080360867914
1739209841.9677765;-35.57807855764607
1739209841.9677773;-45.120503652039325
1739209841.9677777;-38.13080360867914
1739209841.9677782;-45.120503652039325
1739209841.9677787;-38.13080360867914
1739209841.9677792;-38.13080360867914
1739209841.9677796;-45.120503652039325
1739209841.96778;-38.13080360867914
1739209841.9677806;-45.120503652039325
1739209841.967781;-45.120503652039325
1739209841.9677815;-45.120503652039325
1739209841.967782;-38.13080360867914
1739209841.9677825;-32.816014438256545
1739209841.967783;-45.120503652039325
1739209841.9677837;-38.13080360867914
1739209841.9677842;-38.13080360867914
1739209841.9677846;-35.57807855764607
1739209841.9677851;-38.13080360867914
1739209841.9677856;-35.57807855764607
1739209841.967786;-38.13080360867914
1739209841.9677866;-45.120503652039325
1739209841.967787;-45.120503652039325
1739209841.9677875;-35.57807855764607
1739209841.967788;-38.13080360867914
1739209841.9677885;-45.120503652039325
1739209841.967789;-38.13080360867914
1739209841.9677894;-35.57807855764607
1739209841.9677901;-38.13080360867914
1739209841.9677906;-45.120503652039325
1739209841.967791;-38.13080360867914
1739209841.9677916;-33.981070128970906
1739209841.967792;-38.13080360867914
1739209841.9677925;-45.120503652039325
1739209841.967793;-38.13080360867914
1739209841.9677958;-35.57807855764607
1739209841.9677985;-38.13080360867914
1739209841.9678013;-29.438486411369333
1739209841.9678042;-35.57807855764607
1739209841.9678068;-33.981070128970906
1739209841.9678097;-45.120503652039325
1739209841.9678125;-45.120503652039325
1739209841.9678152;-33.981070128970906
1739209841.967818;-35.57807855764607
1739209841.967821;-38.13080360867914
1739209841.9678235;-35.57807855764607
1739209841.9678264;-45.120503652039325
1739209841.9678292;-38.13080360867914
1739209841.9678319;-38.13080360867914
1739209841.9678347;-45.120503652039325
1739209841.9678376;-45.120503652039325
1739209841.9678402;-45.120503652039325
1739209841.967843;-35.57807855764607
1739209841.967846;-35.57807855764607
1739209841.9678485;-38.13080360867914
1739209841.9678514;-45.120503652039325
1739209841.9678543;-38.13080360867914
1739209841.967857;-35.57807855764607
1739209841.9678597;-45.120503652039325
1739209841.9678626;-45.120503652039325
1739209841.9678652;-45.120503652039325
1739209841.967868;-38.13080360867914
1739209841.967871;-45.120503652039325
1739209841.9678736;-45.120503652039325
1739209841.9678764;-38.13080360867914
1739209841.9678793;-31.141103565318893
1739209841.967882;-38.13080360867914
1739209841.9678848;-45.120503652039325
1739209841.9678876;-38.13080360867914
1739209841.9678903;-45.120503652039325
1739209841.9678931;-45.120503652039325
1739209841.967896;-45.120503652039325
1739209841.9678986;-33.981070128970906
1739209841.9679015;-45.120503652039325
1739209841.9679043;-38.13080360867914
1739209841.967907;-45.120503652039325
1739209841.9679098;-38.13080360867914
1739209841.9679127;-25.826314394896354
1739209841.9679153;-33.981070128970906
1739209841.9679182;-45.120503652039325
1739209841.967921;-45.120503652039325
1739209841.9679236;-35.57807855764607
1739209841.9679265;-45.120503652039325
1739209841.9679294;-45.120503652039325
1739209841.967932;-38.13080360867914
1739209841.9679348;-45.120503652039325
1739209841.9679377;-45.120503652039325
1739209841.9679403;-38.13080360867914
1739209841.9679432;-45.120503652039325
1739209841.967946;-38.13080360867914
1739209841.9679487;-38.13080360867914
1739209841.9679515;-38.13080360867914
1739209841.9679544;-35.57807855764607
1739209841.967957;-45.120503652039325
1739209841.96796;-45.120503652039325
1739209841.9679627;-33.981070128970906
1739209841.9679654;-45.120503652039325
1739209841.9679682;-45.120503652039325
1739209841.9679708;-45.120503652039325
1739209841.9679737;-45.120503652039325
1739209841.9679766;-38.13080360867914
1739209841.9679792;-38.13080360867914
1739209841.967982;-35.57807855764607
1739209841.967985;-38.13080360867914
1739209841.9679875;-45.120503652039325
1739209841.9679904;-38.13080360867914
1739209841.9679933;-33.981070128970906
1739209841.967996;-45.120503652039325
1739209841.9679987;-38.13080360867914
1739209841.9680016;-45.120503652039325
1739209841.9680042;-45.120503652039325
1739209841.968007;-35.57807855764607
1739209841.96801;-45.120503652039325
1739209841.9680126;-45.120503652039325
1739209841.9680154;-45.120503652039325
1739209841.9680183;-35.57807855764607
1739209841.968021;-38.13080360867914
1739209841.9680238;-38.13080360867914
1739209841.9680266;-35.57807855764607
1739209841.9680293;-35.57807855764607
1739209841.9680321;-38.13080360867914
1739209841.968035;-32.816014438256545
1739209841.9680376;-45.120503652039325
1739209841.9680405;-38.13080360867914
1739209841.9680433;-38.13080360867914
1739209841.968046;-38.13080360867914
1739209841.9680488;-33.981070128970906
1739209841.9680517;-38.13080360867914
1739209841.9680543;-45.120503652039325
1739209841.9680572;-38.13080360867914
1739209841.96806;-35.57807855764607
1739209841.9680626;-38.13080360867914
1739209841.9680655;-38.13080360867914
1739209841.9680684;-45.120503652039325
1739209841.968071;-38.13080360867914
1739209841.9680738;-45.120503652039325
1739209841.9680767;-45.120503652039325
1739209841.9680793;-45.120503652039325
1739209841.9680822;-45.120503652039325
1739209841.968085;-38.13080360867914
1739209841.9680877;-38.13080360867914
1739209841.9680905;-38.13080360867914
1739209841.9680934;-33.981070128970906
1739209841.968096;-38.13080360867914
1739209841.9680989;-45.120503652039325
1739209841.9681017;-45.120503652039325
1739209841.9681044;-38.13080360867914
1739209841.9681072;-45.120503652039325
1739209841.96811;-38.13080360867914
1739209841.9681127;-35.57807855764607
1739209841.9681156;-38.13080360867914
1739209841.9681184;-45.120503652039325
1739209841.968121;-38.13080360867914
1739209841.968124;-45.120503652039325
1739209841.9681268;-33.981070128970906
1739209841.9681294;-45.120503652039325
1739209841.9681323;-38.13080360867914
1739209841.968135;-32.816014438256545
1739209841.9681377;-38.13080360867914
1739209841.9681406;-45.120503652039325
1739209841.9681435;-45.120503652039325
1739209841.968146;-45.120503652039325
1739209841.968149;-38.13080360867914
1739209841.9681518;-45.120503652039325
1739209841.9681544;-38.13080360867914
1739209841.9681573;-45.120503652039325
1739209841.9681602;-31.141103565318915
1739209841.9681628;-31.141103565318915
1739209841.9681656;-38.13080360867914
1739209841.9681685;-45.120503652039325
1739209841.9681711;-38.13080360867914
1739209841.968174;-38.13080360867914
1739209841.9681768;-45.120503652039325
1739209841.9681795;-33.981070128970906
1739209841.9681823;-45.120503652039325
1739209841.9681852;-38.13080360867914
1739209841.9681878;-45.120503652039325
1739209841.9681907;-45.120503652039325
1739209841.9681935;-45.120503652039325
1739209841.9681962;-38.13080360867914
1739209841.968199;-35.57807855764607
1739209841.9682019;-45.120503652039325
1739209841.9682045;-33.981070128970906
1739209841.9682074;-31.141103565318915
1739209841.9682102;-45.120503652039325
1739209841.9682128;-45.120503652039325
1739209841.9682157;-38.13080360867914
1739209841.9682186;-38.13080360867914
1739209841.9682212;-45.120503652039325
1739209841.968224;-45.120503652039325
1739209841.968227;-38.13080360867914
1739209841.9682295;-35.57807855764607
1739209841.9682324;-45.120503652039325
1739209841.9682353;-45.120503652039325
1739209841.9682379;-38.13080360867914
1739209841.9682407;-38.13080360867914
1739209841.9682436;-45.120503652039325
1739209841.9682462;-45.120503652039325
1739209841.968249;-45.120503652039325
1739209841.968252;-45.120503652039325
1739209841.9682546;-38.13080360867914
1739209841.9682574;-45.120503652039325
1739209841.9682603;-45.120503652039325
1739209841.968263;-38.13080360867914
1739209841.9682658;-35.57807855764607
1739209841.9682686;-45.120503652039325
1739209841.9682713;-33.981070128970906
1739209841.968274;-26.991370085610736
1739209841.968277;-45.120503652039325
1739209841.9682796;-45.120503652039325
1739209841.9682825;-38.13080360867914
1739209841.9682853;-38.13080360867914
1739209841.968288;-38.13080360867914
1739209841.9682908;-45.120503652039325
1739209841.9682937;-45.120503652039325
1739209841.9682963;-45.120503652039325
1739209841.9682992;-45.120503652039325
1739209841.968302;-45.120503652039325
1739209841.9683046;-45.120503652039325
1739209841.9683075;-45.120503652039325
1739209841.9683104;-45.120503652039325
1739209841.968313;-35.57807855764607
1739209841.9683158;-45.120503652039325
1739209841.9683187;-45.120503652039325
1739209841.9683213;-35.57807855764607
1739209841.9683242;-35.57807855764607
1739209841.968327;-45.120503652039325
1739209841.9683297;-38.13080360867914
1739209841.9683325;-35.57807855764607
1739209841.9683352;-38.13080360867914
1739209841.968338;-35.57807855764607
1739209841.9683409;-38.13080360867914
1739209841.9683435;-45.120503652039325
1739209841.9683464;-38.13080360867914
1739209841.9683492;-38.13080360867914
1739209841.9683518;-45.120503652039325
1739209841.9683547;-45.120503652039325
1739209841.9683576;-31.141103565318893
1739209841.9683602;-45.120503652039325
1739209841.968363;-45.120503652039325
1739209841.968366;-45.120503652039325
1739209841.9683685;-45.120503652039325
1739209841.9683714;-45.120503652039325
1739209841.9683743;-32.816014438256545
1739209841.9683769;-45.120503652039325
1739209841.9683797;-38.13080360867914
1739209841.9683826;-45.120503652039325
1739209841.9683852;-38.13080360867914
1739209841.968388;-31.141103565318915
1739209841.968391;-45.120503652039325
1739209841.9683936;-45.120503652039325
1739209841.9683964;-45.120503652039325
1739209841.9683993;-38.13080360867914
1739209841.968402;-45.120503652039325
1739209841.9684048;-38.13080360867914
1739209841.9684076;-38.13080360867914
1739209841.9684103;-45.120503652039325
1739209841.968413;-45.120503652039325
1739209841.968416;-38.13080360867914
1739209841.9684186;-38.13080360867914
1739209841.9684215;-45.120503652039325
1739209841.9684243;-45.120503652039325
1739209841.968427;-45.120503652039325
1739209841.9684298;-38.13080360867914
1739209841.9684327;-38.13080360867914
1739209841.9684353;-45.120503652039325
1739209841.9684381;-38.13080360867914
1739209841.968441;-32.816014438256545
1739209841.9684436;-33.981070128970906
1739209841.9684465;-45.120503652039325
1739209841.9684494;-38.13080360867914
1739209841.968452;-38.13080360867914
1739209841.9684548;-45.120503652039325
1739209841.9684577;-38.13080360867914
1739209841.9684603;-38.13080360867914
1739209841.9684632;-45.120503652039325
1739209841.968466;-45.120503652039325
1739209841.9684687;-38.13080360867914
1739209841.9684715;-38.13080360867914
1739209841.9684744;-38.13080360867914
1739209841.968477;-35.57807855764607
1739209841.9684799;-45.120503652039325
1739209841.9684827;-45.120503652039325
1739209841.9684854;-33.981070128970906
1739209841.9684882;-45.120503652039325
1739209841.968491;-38.13080360867914
1739209841.9684937;-38.13080360867914
1739209841.9684966;-33.981070128970906
1739209841.9684994;-31.141103565318915
1739209841.968502;-32.816014438256545
1739209841.968505;-38.13080360867914
1739209841.9685078;-38.13080360867914
1739209841.9685104;-33.981070128970906
1739209841.9685133;-38.13080360867914
1739209841.968516;-45.120503652039325
1739209841.9685187;-45.120503652039325
1739209841.9685216;-38.13080360867914
1739209841.9685245;-33.981070128970906
1739209841.968527;-38.13080360867914
1739209841.96853;-45.120503652039325
1739209841.9685328;-45.120503652039325
1739209841.9685354;-38.13080360867914
1739209841.9685383;-45.120503652039325
1739209841.9685411;-35.57807855764607
1739209841.9685438;-45.120503652039325
1739209841.9685466;-38.13080360867914
1739209841.9685495;-38.13080360867914
1739209841.968552;-35.57807855764607
1739209841.968555;-38.13080360867914
1739209841.9685578;-38.13080360867914
1739209841.9685605;-32.816014438256545
1739209841.9685633;-38.13080360867914
1739209841.9685662;-30.49652367304973
1739209841.9685688;-38.13080360867914
1739209841.9685717;-45.120503652039325
1739209841.9685745;-38.13080360867914
1739209841.9685771;-33.981070128970906
1739209841.96858;-38.13080360867914
1739209841.9685829;-45.120503652039325
1739209841.9685855;-45.120503652039325
1739209841.9685884;-31.141103565318915
1739209841.9685912;-45.120503652039325
1739209841.9685938;-45.120503652039325
1739209841.9685967;-45.120503652039325
1739209841.9685996;-38.13080360867914
1739209841.9686022;-45.120503652039325
1739209841.968605;-45.120503652039325
1739209841.968608;-38.13080360867914
1739209841.9686105;-38.13080360867914
1739209841.9686134;-45.120503652039325
1739209841.9686162;-45.120503652039325
1739209841.9686189;-45.120503652039325
1739209841.9686217;-38.13080360867914
1739209841.9686246;-45.120503652039325
1739209841.9686272;-38.13080360867914
1739209841.96863;-35.57807855764607
1739209841.968633;-33.981070128970906
1739209841.9686356;-45.120503652039325
1739209841.9686384;-38.13080360867914
1739209841.9686413;-38.13080360867914
1739209841.968644;-35.57807855764607
1739209841.9686468;-35.57807855764607
1739209841.9686496;-33.981070128970906
1739209841.9686522;-35.57807855764607
1739209841.968655;-38.13080360867914
1739209841.968658;-45.120503652039325
1739209841.9686606;-45.120503652039325
1739209841.9686635;-45.120503652039325
1739209841.9686663;-45.120503652039325
1739209841.968669;-45.120503652039325
1739209841.9686718;-45.120503652039325
1739209841.9686747;-45.120503652039325
1739209841.9686773;-38.13080360867914
1739209841.9686801;-45.120503652039325
1739209841.9686828;-38.13080360867914
1739209841.9686856;-45.120503652039325
1739209841.9686885;-35.57807855764607
1739209841.968691;-33.981070128970906
1739209841.968694;-45.120503652039325
1739209841.9686968;-45.120503652039325
1739209841.9686995;-38.13080360867914
1739209841.9687023;-35.57807855764607
1739209841.9687052;-38.13080360867914
1739209841.9687078;-45.120503652039325
1739209841.9687107;-45.120503652039325
1739209841.9687135;-38.13080360867914
1739209841.9687161;-35.57807855764607
1739209841.968719;-45.120503652039325
1739209841.9687219;-45.120503652039325
1739209841.9687245;-45.120503652039325
1739209841.9687274;-38.13080360867914
1739209841.9687302;-45.120503652039325
1739209841.9687328;-38.13080360867914
1739209841.9687357;-45.120503652039325
1739209841.9687386;-38.13080360867914
1739209841.9687412;-45.120503652039325
1739209841.968744;-38.13080360867914
1739209841.968747;-31.141103565318893
1739209841.9687495;-38.13080360867914
1739209841.9687524;-45.120503652039325
1739209841.9687552;-38.13080360867914
1739209841.9687579;-32.816014438256545
1739209841.9687607;-45.120503652039325
1739209841.9687636;-45.120503652039325
1739209841.9687662;-38.13080360867914
1739209841.968769;-45.120503652039325
1739209841.968772;-45.120503652039325
1739209841.9687746;-38.13080360867914
1739209841.9687774;-38.13080360867914
1739209841.9687803;-45.120503652039325
1739209841.968783;-45.120503652039325
1739209841.9687858;-35.57807855764607
1739209841.9687886;-38.13080360867914
1739209841.9687912;-45.120503652039325
1739209841.968794;-38.13080360867914
1739209841.968797;-35.57807855764607
1739209841.9687996;-38.13080360867914
1739209841.9688025;-45.120503652039325
1739209841.9688053;-38.13080360867914
1739209841.968808;-45.120503652039325
1739209841.9688108;-38.13080360867914
1739209841.9688137;-31.141103565318893
1739209841.9688163;-38.13080360867914
1739209841.9688191;-35.57807855764607
1739209841.968822;-45.120503652039325
1739209841.9688246;-45.120503652039325
1739209841.9688275;-38.13080360867914
1739209841.9688303;-38.13080360867914
1739209841.968833;-45.120503652039325
1739209841.9688358;-35.57807855764607
1739209841.9688387;-45.120503652039325
1739209841.9688413;-35.57807855764607
1739209841.9688442;-45.120503652039325
1739209841.968847;-45.120503652039325
1739209841.9688497;-38.13080360867914
1739209841.9688525;-45.120503652039325
1739209841.9688554;-38.13080360867914
1739209841.968858;-26.991370085610736
1739209841.9688609;-38.13080360867914
1739209841.9688637;-45.120503652039325
1739209841.9688663;-38.13080360867914
1739209841.9688692;-35.57807855764607
1739209841.968872;-45.120503652039325
1739209841.9688747;-45.120503652039325
1739209841.9688776;-38.13080360867914
1739209841.9688804;-45.120503652039325
1739209841.968883;-45.120503652039325
1739209841.968886;-45.120503652039325
1739209841.9688888;-45.120503652039325
1739209841.9688914;-45.120503652039325
1739209841.9688942;-45.120503652039325
1739209841.968897;-45.120503652039325
1739209841.9688997;-33.981070128970906
1739209841.9689026;-45.120503652039325
1739209841.9689054;-38.13080360867914
1739209841.968908;-38.13080360867914
1739209841.968911;-38.13080360867914
1739209841.9689138;-45.120503652039325
1739209841.9689164;-45.120503652039325
1739209841.9689193;-45.120503652039325
1739209841.9689221;-45.120503652039325
1739209841.9689248;-30.49652367304973
1739209841.9689276;-33.981070128970906
1739209841.9689305;-45.120503652039325
1739209841.968933;-38.13080360867914
1739209841.968936;-38.13080360867914
1739209841.9689388;-38.13080360867914
1739209841.9689415;-45.120503652039325
1739209841.9689443;-35.57807855764607
1739209841.9689472;-33.981070128970956
