CAN Message; 0x77:6949e6e5ecea8852
1739209650.2142842;-35.57807855764607
1739209650.2142901;-38.13080360867914
1739209650.2142959;-38.13080360867914
1739209650.2143018;-35.57807855764607
1739209650.2143078;-38.13080360867914
1739209650.2143137;-45.120503652039325
1739209650.2143197;-45.120503652039325
1739209650.2143254;-45.120503652039325
1739209650.2143314;-45.120503652039325
1739209650.2143373;-45.120503652039325
1739209650.2143433;-45.120503652039325
1739209650.2143493;-38.13080360867914
1739209650.2143552;-38.13080360867914
1739209650.214361;-35.57807855764607
1739209650.214367;-45.120503652039325
1739209650.2143729;-38.13080360867914
1739209650.2143788;-35.57807855764607
1739209650.2143848;-35.57807855764607
1739209650.2143908;-45.120503652039325
1739209650.2143965;-38.13080360867914
1739209650.2144024;-38.13080360867914
1739209650.2144084;-45.120503652039325
1739209650.2144144;-35.57807855764607
1739209650.2144203;-35.57807855764607
1739209650.2144263;-45.120503652039325
1739209650.214432;-45.120503652039325
1739209650.214438;-32.816014438256545
1739209650.214444;-33.981070128970906
1739209650.21445;-38.13080360867914
1739209650.2144558;-33.981070128970906
1739209650.2144618;-38.13080360867914
1739209650.2144675;-38.13080360867914
1739209650.2144735;-45.120503652039325
1739209650.2144794;-38.13080360867914
1739209650.2144854;-33.981070128970906
1739209650.2144914;-28.992665084841942
1739209650.2144973;-31.141103565318915
1739209650.214503;-45.120503652039325
1739209650.214509;-45.120503652039325
1739209650.214515;-38.13080360867914
1739209650.214521;-38.13080360867914
1739209650.214527;-45.120503652039325
1739209650.2145329;-38.13080360867914
1739209650.2145386;-33.981070128970906
1739209650.2145445;-38.13080360867914
1739209650.2145505;-45.120503652039325
1739209650.2145565;-38.13080360867914
1739209650.2145624;-35.57807855764607
1739209650.2145681;-45.120503652039325
1739209650.214574;-45.120503652039325
1739209650.21458;-45.120503652039325
1739209650.214586;-38.13080360867914
1739209650.214592;-32.816014438256545
1739209650.214598;-45.120503652039325
1739209650.2146037;-38.13080360867914
1739209650.2146096;-35.57807855764607
1739209650.2146156;-38.13080360867914
1739209650.2146215;-45.120503652039325
1739209650.2146275;-38.13080360867914
1739209650.2146335;-45.120503652039325
1739209650.2146392;-38.13080360867914
1739209650.2146451;-45.120503652039325
1739209650.214651;-38.13080360867914
1739209650.214657;-38.13080360867914
1739209650.214663;-38.13080360867914
1739209650.214669;-45.120503652039325
1739209650.2146747;-38.13080360867914
1739209650.2146807;-38.13080360867914
1739209650.2146866;-45.120503652039325
1739209650.2146926;-45.120503652039325
1739209650.2146986;-38.13080360867914
1739209650.2147045;-35.57807855764607
1739209650.2147102;-45.120503652039325
1739209650.2147162;-45.120503652039325
1739209650.2147222;-33.981070128970906
1739209650.214728;-33.981070128970906
1739209650.214734;-33.981070128970906
1739209650.21474;-35.57807855764607
1739209650.2147458;-45.120503652039325
1739209650.2147517;-45.120503652039325
1739209650.2147577;-32.816014438256545
1739209650.2147636;-38.13080360867914
1739209650.2147696;-45.120503652039325
1739209650.2147753;-45.120503652039325
1739209650.2147813;-33.981070128970906
1739209650.2147872;-45.120503652039325
1739209650.2147932;-45.120503652039325
1739209650.2147992;-38.13080360867914
1739209650.2148051;-38.13080360867914
1739209650.2148108;-45.120503652039325
1739209650.2148168;-38.13080360867914
1739209650.2148228;-45.120503652039325
1739209650.2148287;-45.120503652039325
1739209650.2148347;-38.13080360867914
1739209650.2148407;-38.13080360867914
1739209650.2148464;-45.120503652039325
1739209650.2148523;-35.57807855764607
1739209650.2148583;-32.816014438256545
1739209650.2148643;-45.120503652039325
1739209650.2148702;-45.120503652039325
1739209650.2148762;-33.981070128970906
1739209650.214882;-45.120503652039325
1739209650.2148879;-45.120503652039325
1739209650.2148938;-45.120503652039325
1739209650.2148998;-38.13080360867914
1739209650.2149057;-45.120503652039325
1739209650.2149117;-38.13080360867914
1739209650.2149174;-45.120503652039325
1739209650.2149234;-45.120503652039325
1739209650.2149293;-38.13080360867914
1739209650.2149353;-38.13080360867914
1739209650.2149413;-45.120503652039325
1739209650.2149472;-38.13080360867914
1739209650.214953;-38.13080360867914
1739209650.214959;-45.120503652039325
1739209650.2149649;-45.120503652039325
1739209650.2149708;-38.13080360867914
1739209650.2149768;-33.981070128970906
1739209650.2149827;-45.120503652039325
1739209650.2149885;-45.120503652039325
1739209650.2149944;-45.120503652039325
1739209650.2150004;-38.13080360867914
1739209650.2150064;-45.120503652039325
1739209650.2150123;-45.120503652039325
1739209650.215018;-38.13080360867914
1739209650.215024;-45.120503652039325
1739209650.21503;-38.13080360867914
1739209650.215036;-45.120503652039325
1739209650.2150419;-38.13080360867914
1739209650.2150478;-45.120503652039325
1739209650.2150536;-38.13080360867914
1739209650.2150595;-45.120503652039325
1739209650.2150655;-32.816014438256545
1739209650.2150714;-31.141103565318915
1739209650.2150774;-35.57807855764607
1739209650.2150834;-38.13080360867914
1739209650.215089;-35.57807855764607
1739209650.215095;-35.57807855764607
1739209650.215101;-45.120503652039325
1739209650.215107;-45.120503652039325
1739209650.215113;-45.120503652039325
1739209650.215119;-45.120503652039325
1739209650.2151246;-45.120503652039325
1739209650.2151306;-45.120503652039325
1739209650.2151365;-45.120503652039325
1739209650.2151425;-45.120503652039325
1739209650.2151484;-38.13080360867914
1739209650.2151544;-45.120503652039325
1739209650.2151601;-45.120503652039325
1739209650.215166;-38.13080360867914
1739209650.215172;-45.120503652039325
1739209650.215178;-45.120503652039325
1739209650.215184;-35.57807855764607
1739209650.21519;-31.141103565318893
1739209650.2151957;-45.120503652039325
1739209650.2152016;-45.120503652039325
1739209650.2152076;-35.57807855764607
1739209650.2152135;-28.58837851428586
1739209650.2152195;-38.13080360867914
1739209650.2152255;-45.120503652039325
1739209650.2152312;-45.120503652039325
1739209650.2152371;-45.120503652039325
1739209650.215243;-45.120503652039325
1739209650.215249;-38.13080360867914
1739209650.215255;-38.13080360867914
1739209650.2152607;-38.13080360867914
1739209650.2152667;-45.120503652039325
1739209650.2152727;-45.120503652039325
1739209650.2152786;-38.13080360867914
1739209650.2152846;-38.13080360867914
1739209650.2152905;-45.120503652039325
1739209650.2152963;-45.120503652039325
1739209650.2153022;-38.13080360867914
1739209650.2153082;-28.992665084841942
1739209650.2153141;-38.13080360867914
1739209650.21532;-45.120503652039325
1739209650.215326;-38.13080360867914
1739209650.2153318;-38.13080360867914
1739209650.2153378;-45.120503652039325
1739209650.2153437;-35.57807855764607
1739209650.2153497;-38.13080360867914
1739209650.2153556;-38.13080360867914
1739209650.2153616;-38.13080360867914
1739209650.2153673;-45.120503652039325
1739209650.2153733;-38.13080360867914
1739209650.2153792;-38.13080360867914
1739209650.2153852;-45.120503652039325
1739209650.2153912;-38.13080360867914
1739209650.2153971;-45.120503652039325
1739209650.2154028;-38.13080360867914
1739209650.2154088;-38.13080360867914
1739209650.2154148;-32.816014438256545
1739209650.2154207;-38.13080360867914
1739209650.2154267;-38.13080360867914
1739209650.2154326;-38.13080360867914
1739209650.2154384;-35.57807855764607
1739209650.2154443;-45.120503652039325
1739209650.2154503;-38.13080360867914
1739209650.2154562;-32.816014438256545
1739209650.2154622;-35.57807855764607
1739209650.2154682;-45.120503652039325
1739209650.215474;-45.120503652039325
1739209650.2154799;-38.13080360867914
1739209650.2154858;-45.120503652039325
1739209650.2154918;-38.13080360867914
1739209650.2154977;-38.13080360867914
1739209650.2155035;-33.981070128970906
1739209650.2155094;-32.816014438256545
1739209650.2155154;-45.120503652039325
1739209650.2155213;-38.13080360867914
1739209650.2155273;-38.13080360867914
1739209650.2155333;-33.981070128970906
1739209650.215539;-45.120503652039325
1739209650.215545;-31.141103565318915
1739209650.215551;-33.981070128970906
1739209650.2155569;-45.120503652039325
1739209650.2155628;-38.13080360867914
1739209650.2155688;-45.120503652039325
1739209650.2155745;-35.57807855764607
1739209650.2155805;-35.57807855764607
1739209650.2155864;-38.13080360867914
1739209650.2155924;-32.816014438256545
1739209650.2155983;-30.49652367304973
1739209650.2156043;-38.13080360867914
1739209650.21561;-38.13080360867914
1739209650.215616;-38.13080360867914
1739209650.215622;-38.13080360867914
1739209650.215628;-38.13080360867914
1739209650.2156339;-45.120503652039325
1739209650.2156398;-33.981070128970906
1739209650.2156456;-32.816014438256545
1739209650.2156515;-38.13080360867914
1739209650.2156575;-45.120503652039325
1739209650.2156634;-45.120503652039325
1739209650.2156694;-30.49652367304973
1739209650.2156754;-35.57807855764607
1739209650.215681;-38.13080360867914
1739209650.215687;-38.13080360867914
1739209650.215693;-33.981070128970906
1739209650.215699;-38.13080360867914
1739209650.215705;-38.13080360867914
1739209650.2157106;-38.13080360867914
1739209650.2157166;-38.13080360867914
1739209650.2157226;-38.13080360867914
1739209650.2157285;-38.13080360867914
1739209650.2157345;-45.120503652039325
1739209650.2157404;-45.120503652039325
1739209650.2157462;-38.13080360867914
1739209650.2157521;-38.13080360867914
1739209650.215758;-45.120503652039325
1739209650.215764;-33.981070128970906
1739209650.21577;-38.13080360867914
1739209650.215776;-45.120503652039325
1739209650.2157817;-38.13080360867914
1739209650.2157876;-38.13080360867914
1739209650.2157936;-38.13080360867914
1739209650.2157996;-38.13080360867914
1739209650.2158055;-45.120503652039325
1739209650.2158115;-35.57807855764607
1739209650.2158172;-38.13080360867914
1739209650.2158232;-45.120503652039325
1739209650.2158291;-35.57807855764607
1739209650.215835;-33.981070128970906
1739209650.215841;-45.120503652039325
1739209650.215847;-38.13080360867914
1739209650.2158527;-38.13080360867914
1739209650.2158587;-45.120503652039325
1739209650.2158647;-45.120503652039325
1739209650.2158706;-38.13080360867914
1739209650.2158766;-38.13080360867914
1739209650.2158825;-38.13080360867914
1739209650.2158883;-35.57807855764607
1739209650.2158942;-38.13080360867914
1739209650.2159002;-45.120503652039325
1739209650.2159061;-38.13080360867914
1739209650.215912;-38.13080360867914
1739209650.215918;-45.120503652039325
1739209650.2159238;-38.13080360867914
1739209650.2159297;-38.13080360867914
1739209650.2159357;-45.120503652039325
1739209650.2159417;-45.120503652039325
1739209650.2159476;-38.13080360867914
1739209650.2159534;-45.120503652039325
1739209650.2159593;-38.13080360867914
1739209650.2159653;-45.120503652039325
1739209650.2159712;-38.13080360867914
1739209650.2159772;-45.120503652039325
1739209650.2159832;-45.120503652039325
1739209650.2159889;-38.13080360867914
1739209650.2159948;-45.120503652039325
1739209650.2160008;-38.13080360867914
1739209650.2160068;-45.120503652039325
1739209650.2160127;-45.120503652039325
1739209650.2160187;-45.120503652039325
1739209650.2160244;-38.13080360867914
1739209650.2160304;-35.57807855764607
1739209650.2160363;-38.13080360867914
1739209650.2160423;-38.13080360867914
1739209650.2160482;-38.13080360867914
1739209650.2160542;-35.57807855764607
1739209650.21606;-45.120503652039325
1739209650.216066;-45.120503652039325
1739209650.2160718;-45.120503652039325
1739209650.2160778;-45.120503652039325
1739209650.2160838;-38.13080360867914
1739209650.2160897;-45.120503652039325
1739209650.2160954;-38.13080360867914
1739209650.2161014;-38.13080360867914
1739209650.2161074;-38.13080360867914
1739209650.2161133;-38.13080360867914
1739209650.2161193;-35.57807855764607
1739209650.2161252;-35.57807855764607
1739209650.216131;-38.13080360867914
1739209650.216137;-35.57807855764607
1739209650.216143;-38.13080360867914
1739209650.2161489;-35.57807855764607
1739209650.2161548;-33.981070128970906
1739209650.2161608;-38.13080360867914
1739209650.2161665;-45.120503652039325
1739209650.2161725;-45.120503652039325
1739209650.2161784;-38.13080360867914
1739209650.2161844;-35.57807855764607
1739209650.2161903;-45.120503652039325
1739209650.216196;-45.120503652039325
1739209650.216202;-38.13080360867914
1739209650.216208;-38.13080360867914
1739209650.216214;-38.13080360867914
1739209650.21622;-45.120503652039325
1739209650.2162259;-38.13080360867914
1739209650.2162316;-38.13080360867914
1739209650.2162375;-32.816014438256545
1739209650.2162435;-35.57807855764607
1739209650.2162495;-38.13080360867914
1739209650.2162554;-38.13080360867914
1739209650.2162614;-35.57807855764607
1739209650.216267;-29.438486411369333
1739209650.216273;-35.57807855764607
1739209650.216279;-38.13080360867914
1739209650.216285;-38.13080360867914
1739209650.216291;-45.120503652039325
1739209650.216297;-38.13080360867914
1739209650.2163026;-45.120503652039325
1739209650.2163086;-45.120503652039325
1739209650.2163146;-38.13080360867914
1739209650.2163205;-45.120503652039325
1739209650.2163265;-45.120503652039325
1739209650.2163324;-38.13080360867914
1739209650.2163382;-45.120503652039325
1739209650.216344;-38.13080360867914
1739209650.21635;-38.13080360867914
1739209650.216356;-38.13080360867914
1739209650.216362;-25.62660358559016
1739209650.216368;-38.13080360867914
1739209650.2163737;-38.13080360867914
1739209650.2163796;-45.120503652039325
1739209650.2163856;-38.13080360867914
1739209650.2163916;-45.120503652039325
1739209650.2163975;-45.120503652039325
1739209650.2164035;-38.13080360867914
1739209650.2164092;-38.13080360867914
1739209650.2164152;-45.120503652039325
1739209650.2164211;-45.120503652039325
1739209650.216427;-38.13080360867914
1739209650.216433;-38.13080360867914
1739209650.2164388;-45.120503652039325
1739209650.2164447;-45.120503652039325
1739209650.2164507;-38.13080360867914
1739209650.2164567;-26.991370085610722
1739209650.2164626;-38.13080360867914
1739209650.2164686;-45.120503652039325
1739209650.2164743;-33.981070128970906
1739209650.2164803;-33.981070128970906
1739209650.2164862;-38.13080360867914
1739209650.2164922;-45.120503652039325
1739209650.2164981;-35.57807855764607
1739209650.216504;-38.13080360867914
1739209650.2165098;-45.120503652039325
1739209650.2165158;-45.120503652039325
1739209650.2165217;-38.13080360867914
1739209650.2165277;-45.120503652039325
1739209650.2165337;-45.120503652039325
1739209650.2165396;-45.120503652039325
1739209650.2165453;-38.13080360867914
1739209650.2165513;-35.57807855764607
1739209650.2165573;-38.13080360867914
1739209650.2165632;-45.120503652039325
1739209650.2165692;-38.13080360867914
1739209650.2165751;-32.816014438256545
1739209650.2165809;-45.120503652039325
1739209650.2165868;-45.120503652039325
1739209650.2165928;-38.13080360867914
1739209650.2165987;-31.141103565318915
1739209650.2166047;-33.981070128970906
1739209650.2166107;-45.120503652039325
1739209650.2166164;-38.13080360867914
1739209650.2166224;-38.13080360867914
1739209650.2166283;-38.13080360867914
1739209650.2166343;-45.120503652039325
1739209650.2166402;-38.13080360867914
1739209650.216646;-38.13080360867914
1739209650.216652;-38.13080360867914
1739209650.2166579;-45.120503652039325
1739209650.2166638;-38.13080360867914
1739209650.2166698;-38.13080360867914
1739209650.2166758;-45.120503652039325
1739209650.2166815;-45.120503652039325
1739209650.2166874;-38.13080360867914
1739209650.2166934;-31.141103565318915
1739209650.2166994;-31.141103565318915
1739209650.2167053;-45.120503652039325
1739209650.2167113;-38.13080360867914
1739209650.216717;-38.13080360867914
1739209650.216723;-38.13080360867914
1739209650.216729;-45.120503652039325
1739209650.216735;-38.13080360867914
1739209650.2167408;-33.981070128970906
1739209650.2167468;-33.981070128970906
1739209650.2167525;-45.120503652039325
1739209650.2167585;-45.120503652039325
1739209650.2167645;-45.120503652039325
1739209650.2167704;-45.120503652039325
1739209650.2167764;-45.120503652039325
1739209650.2167823;-45.120503652039325
1739209650.216788;-38.13080360867914
1739209650.216794;-33.981070128970906
1739209650.2168;-33.981070128970906
1739209650.216806;-45.120503652039325
1739209650.216812;-38.13080360867914
1739209650.2168179;-33.981070128970906
1739209650.2168236;-38.13080360867914
1739209650.2168295;-38.13080360867914
1739209650.2168355;-45.120503652039325
1739209650.2168415;-38.13080360867914
1739209650.2168474;-38.13080360867914
1739209650.2168534;-45.120503652039325
1739209650.216859;-45.120503652039325
1739209650.216865;-38.13080360867914
1739209650.216871;-35.57807855764607
1739209650.216877;-38.13080360867914
1739209650.216883;-45.120503652039325
1739209650.2168887;-33.981070128970906
1739209650.2168946;-38.13080360867914
1739209650.2169006;-38.13080360867914
1739209650.2169065;-38.13080360867914
1739209650.2169125;-38.13080360867914
1739209650.2169185;-38.13080360867914
1739209650.2169242;-38.13080360867914
1739209650.2169302;-45.120503652039325
1739209650.216936;-38.13080360867914
1739209650.216942;-38.13080360867914
1739209650.216948;-38.13080360867914
1739209650.216954;-45.120503652039325
1739209650.2169597;-32.816014438256545
1739209650.2169657;-35.57807855764607
1739209650.2169716;-45.120503652039325
1739209650.2169776;-38.13080360867914
1739209650.2169836;-33.981070128970906
1739209650.2169895;-35.57807855764607
1739209650.2169952;-45.120503652039325
1739209650.2170012;-45.120503652039325
1739209650.2170072;-45.120503652039325
1739209650.2170131;-45.120503652039325
1739209650.217019;-38.13080360867914
1739209650.217025;-38.13080360867914
1739209650.2170308;-45.120503652039325
1739209650.2170367;-45.120503652039325
1739209650.2170427;-45.120503652039325
1739209650.2170486;-45.120503652039325
1739209650.2170546;-38.13080360867914
1739209650.2170606;-38.13080360867914
1739209650.2170663;-45.120503652039325
1739209650.2170722;-45.120503652039325
1739209650.2170782;-35.57807855764607
1739209650.2170842;-35.57807855764607
1739209650.2170901;-45.120503652039325
1739209650.217096;-45.120503652039325
1739209650.2171018;-45.120503652039325
1739209650.2171078;-38.13080360867914
1739209650.2171137;-38.13080360867914
1739209650.2171197;-38.13080360867914
1739209650.2171257;-38.13080360867914
1739209650.2171314;-45.120503652039325
1739209650.2171373;-38.13080360867914
1739209650.2171433;-38.13080360867914
1739209650.2171493;-38.13080360867914
1739209650.2171552;-45.120503652039325
1739209650.2171612;-38.13080360867914
1739209650.217167;-45.120503652039325
1739209650.2171729;-35.57807855764607
1739209650.2171788;-30.49652367304973
1739209650.2171848;-38.13080360867914
1739209650.2171907;-35.57807855764607
1739209650.2171967;-38.13080360867914
1739209650.2172024;-38.13080360867914
1739209650.2172084;-45.120503652039325
1739209650.2172143;-45.120503652039325
1739209650.2172203;-45.120503652039325
1739209650.2172263;-45.120503652039325
1739209650.2172322;-38.13080360867914
1739209650.217238;-33.981070128970906
1739209650.217244;-45.120503652039325
1739209650.2172499;-45.120503652039325
1739209650.2172558;-38.13080360867914
1739209650.2172618;-45.120503652039325
1739209650.2172678;-45.120503652039325
1739209650.2172735;-31.141103565318915
1739209650.2172794;-38.13080360867914
1739209650.2172854;-38.13080360867914
1739209650.2172914;-38.13080360867914
1739209650.2172973;-32.816014438256545
1739209650.2173033;-45.120503652039325
1739209650.217309;-45.120503652039325
1739209650.217315;-45.120503652039325
1739209650.217321;-45.120503652039325
1739209650.2173269;-38.13080360867914
1739209650.2173328;-35.57807855764607
1739209650.2173386;-45.120503652039325
1739209650.2173445;-45.120503652039325
1739209650.2173505;-38.13080360867914
1739209650.2173564;-38.13080360867914
1739209650.2173624;-38.13080360867914
1739209650.2173684;-38.13080360867914
1739209650.217374;-45.120503652039325
1739209650.21738;-38.13080360867914
1739209650.217386;-38.13080360867914
1739209650.217392;-38.13080360867914
1739209650.217398;-38.13080360867914
1739209650.217404;-33.981070128970906
1739209650.2174096;-38.13080360867914
1739209650.2174156;-38.13080360867914
1739209650.2174215;-35.57807855764607
1739209650.2174275;-35.57807855764607
1739209650.2174335;-45.120503652039325
1739209650.2174394;-45.120503652039325
1739209650.2174451;-35.57807855764607
1739209650.217451;-35.57807855764607
1739209650.217457;-45.120503652039325
1739209650.217463;-38.13080360867914
1739209650.217469;-33.981070128970906
1739209650.217475;-35.57807855764607
1739209650.2174807;-38.13080360867914
1739209650.2174866;-45.120503652039325
1739209650.2174926;-33.981070128970906
1739209650.2174985;-45.120503652039325
1739209650.2175045;-38.13080360867914
1739209650.2175105;-28.992665084841942
1739209650.2175162;-38.13080360867914
1739209650.2175221;-35.57807855764607
1739209650.217528;-38.13080360867914
1739209650.217534;-45.120503652039325
1739209650.21754;-33.981070128970906
1739209650.217546;-38.13080360867914
1739209650.2175517;-38.13080360867914
1739209650.2175577;-32.81601443825658
1739209650.2175636;-33.981070128970906
1739209650.2175696;-45.120503652039325
1739209650.2175756;-45.120503652039325
1739209650.2175813;-45.120503652039325
1739209650.2175872;-38.13080360867914
1739209650.2175932;-38.13080360867914
1739209650.2175992;-35.57807855764607
1739209650.217605;-33.981070128970906
1739209650.217611;-38.13080360867914
1739209650.2176168;-38.13080360867914
1739209650.2176228;-45.120503652039325
1739209650.2176287;-38.13080360867914
1739209650.2176347;-38.13080360867914
1739209650.2176406;-45.120503652039325
1739209650.2176466;-38.13080360867914
1739209650.2176523;-45.120503652039325
1739209650.2176583;-38.13080360867914
1739209650.2176642;-38.13080360867914
1739209650.2176702;-38.13080360867914
1739209650.2176762;-45.120503652039325
1739209650.2176821;-45.120503652039325
1739209650.2176878;-45.120503652039325
1739209650.2176938;-45.120503652039325
1739209650.2176998;-38.13080360867914
1739209650.2177057;-38.13080360867914
1739209650.2177117;-45.120503652039325
1739209650.2177176;-38.13080360867914
1739209650.2177234;-45.120503652039325
1739209650.2177293;-45.120503652039325
1739209650.2177353;-45.120503652039325
1739209650.2177413;-45.120503652039325
1739209650.2177472;-38.13080360867914
1739209650.2177532;-35.57807855764607
1739209650.217759;-38.13080360867914
1739209650.2177649;-45.120503652039325
1739209650.2177708;-38.13080360867914
1739209650.2177768;-38.13080360867914
1739209650.2177827;-45.120503652039325
1739209650.2177887;-38.13080360867914
1739209650.2177944;-38.13080360867914
1739209650.2178004;-38.13080360867914
1739209650.2178063;-45.120503652039325
1739209650.2178123;-45.120503652039325
1739209650.2178183;-38.13080360867914
1739209650.217824;-45.120503652039325
1739209650.21783;-45.120503652039325
1739209650.217836;-38.13080360867914
1739209650.2178419;-33.981070128970906
1739209650.2178478;-30.49652367304973
1739209650.2178538;-45.120503652039325
1739209650.2178595;-35.57807855764607
1739209650.2178655;-35.57807855764607
1739209650.2178714;-38.13080360867914
1739209650.2178774;-45.120503652039325
1739209650.2178833;-35.57807855764607
1739209650.2178893;-38.13080360867914
1739209650.217895;-31.141103565318915
1739209650.217901;-45.120503652039325
1739209650.217907;-45.120503652039325
1739209650.217913;-38.13080360867914
1739209650.2179189;-45.120503652039325
1739209650.2179248;-45.120503652039325
1739209650.2179306;-38.13080360867914
1739209650.2179365;-33.981070128970906
1739209650.2179425;-38.13080360867914
1739209650.2179484;-45.120503652039325
1739209650.2179544;-38.13080360867914
1739209650.2179604;-35.57807855764607
1739209650.217966;-45.120503652039325
1739209650.217972;-45.120503652039325
1739209650.217978;-33.981070128970906
1739209650.217984;-38.13080360867914
1739209650.21799;-45.120503652039325
1739209650.217996;-38.13080360867914
1739209650.2180016;-45.120503652039325
1739209650.2180076;-38.13080360867914
1739209650.2180135;-38.13080360867914
1739209650.2180195;-45.120503652039325
