CAN Message; 0x1d3:0000274dafd79ecf
1739209681.7553515;-45.120503652039325
1739209681.7553585;-38.13080360867914
1739209681.7553656;-32.81601443825658
1739209681.7553725;-45.120503652039325
1739209681.7553797;-38.13080360867914
1739209681.7553866;-38.13080360867914
1739209681.7553937;-38.13080360867914
1739209681.755401;-32.816014438256545
1739209681.7554078;-38.13080360867914
1739209681.755415;-38.13080360867914
1739209681.7554219;-30.49652367304973
1739209681.755429;-35.57807855764607
1739209681.755436;-45.120503652039325
1739209681.755443;-35.57807855764607
1739209681.7554502;-45.120503652039325
1739209681.7554572;-45.120503652039325
1739209681.7554643;-32.816014438256545
1739209681.7554712;-38.13080360867914
1739209681.7554784;-38.13080360867914
1739209681.7554853;-38.13080360867914
1739209681.7554924;-38.13080360867914
1739209681.7554996;-33.981070128970906
1739209681.7555065;-45.120503652039325
1739209681.7555137;-45.120503652039325
1739209681.7555206;-38.13080360867914
1739209681.7555277;-38.13080360867914
1739209681.7555346;-45.120503652039325
1739209681.7555418;-45.120503652039325
1739209681.755549;-38.13080360867914
1739209681.7555559;-38.13080360867914
1739209681.755563;-45.120503652039325
1739209681.75557;-45.120503652039325
1739209681.755577;-33.981070128970906
1739209681.7555842;-45.120503652039325
1739209681.7555912;-38.13080360867914
1739209681.7555983;-38.13080360867914
1739209681.7556052;-45.120503652039325
1739209681.7556124;-38.13080360867914
1739209681.7556193;-45.120503652039325
1739209681.7556264;-45.120503652039325
1739209681.7556336;-45.120503652039325
1739209681.7556405;-38.13080360867914
1739209681.7556477;-45.120503652039325
1739209681.7556546;-38.13080360867914
1739209681.7556617;-32.816014438256545
1739209681.7556686;-45.120503652039325
1739209681.7556758;-45.120503652039325
1739209681.755683;-38.13080360867914
1739209681.7556899;-45.120503652039325
1739209681.755697;-45.120503652039325
1739209681.755704;-35.57807855764607
1739209681.755711;-35.57807855764607
1739209681.755718;-38.13080360867914
1739209681.7557251;-32.816014438256545
1739209681.7557323;-38.13080360867914
1739209681.7557392;-45.120503652039325
1739209681.7557464;-38.13080360867914
1739209681.7557533;-35.57807855764607
1739209681.7557604;-45.120503652039325
1739209681.7557673;-45.120503652039325
1739209681.7557745;-45.120503652039325
1739209681.7557817;-45.120503652039325
1739209681.7557886;-38.13080360867914
1739209681.7557957;-35.57807855764607
1739209681.7558026;-45.120503652039325
1739209681.7558098;-45.120503652039325
1739209681.755817;-38.13080360867914
1739209681.7558239;-35.57807855764607
1739209681.755831;-38.13080360867914
1739209681.755838;-38.13080360867914
1739209681.755845;-38.13080360867914
1739209681.755852;-38.13080360867914
1739209681.7558591;-38.13080360867914
1739209681.7558663;-45.120503652039325
1739209681.7558732;-38.13080360867914
1739209681.7558804;-45.120503652039325
1739209681.7558873;-45.120503652039325
1739209681.7558944;-45.120503652039325
1739209681.7559013;-38.13080360867914
1739209681.7559085;-35.57807855764607
1739209681.7559156;-45.120503652039325
1739209681.7559226;-45.120503652039325
1739209681.7559297;-38.13080360867914
1739209681.7559366;-31.141103565318915
1739209681.7559438;-38.13080360867914
1739209681.7559507;-45.120503652039325
1739209681.7559578;-45.120503652039325
1739209681.755965;-38.13080360867914
1739209681.755972;-38.13080360867914
1739209681.755979;-38.13080360867914
1739209681.755986;-38.13080360867914
1739209681.7559931;-38.13080360867914
1739209681.756;-38.13080360867914
1739209681.7560072;-38.13080360867914
1739209681.7560143;-45.120503652039325
1739209681.7560213;-45.120503652039325
1739209681.7560284;-38.13080360867914
1739209681.7560353;-38.13080360867914
1739209681.7560425;-35.57807855764607
1739209681.7560494;-45.120503652039325
1739209681.7560565;-45.120503652039325
1739209681.7560637;-38.13080360867914
1739209681.7560706;-45.120503652039325
1739209681.7560778;-35.57807855764607
1739209681.7560847;-35.57807855764607
1739209681.7560918;-38.13080360867914
1739209681.756099;-38.13080360867914
1739209681.756106;-33.981070128970906
1739209681.756113;-38.13080360867914
1739209681.75612;-38.13080360867914
1739209681.756127;-45.120503652039325
1739209681.756134;-45.120503652039325
1739209681.7561412;-38.13080360867914
1739209681.7561483;-32.816014438256545
1739209681.7561553;-38.13080360867914
1739209681.7561624;-31.14110356531892
1739209681.7561693;-33.981070128970906
1739209681.7561765;-33.981070128970906
1739209681.7561834;-38.13080360867914
1739209681.7561905;-45.120503652039325
1739209681.7561977;-45.120503652039325
1739209681.7562046;-38.13080360867914
1739209681.7562118;-38.13080360867914
1739209681.7562187;-33.981070128970906
1739209681.7562258;-33.981070128970906
1739209681.7562327;-38.13080360867914
1739209681.75624;-45.120503652039325
1739209681.756247;-45.120503652039325
1739209681.756254;-38.13080360867914
1739209681.756261;-38.13080360867914
1739209681.756268;-38.13080360867914
1739209681.7562752;-38.13080360867914
1739209681.756282;-38.13080360867914
1739209681.7562892;-38.13080360867914
1739209681.7562964;-38.13080360867914
1739209681.7563033;-45.120503652039325
1739209681.7563105;-38.13080360867914
1739209681.7563174;-38.13080360867914
1739209681.7563245;-45.120503652039325
1739209681.7563314;-45.120503652039325
1739209681.7563386;-38.13080360867914
1739209681.7563457;-38.13080360867914
1739209681.7563527;-38.13080360867914
1739209681.7563598;-45.120503652039325
1739209681.7563667;-45.120503652039325
1739209681.756374;-38.13080360867914
1739209681.756381;-45.120503652039325
1739209681.756388;-31.141103565318915
1739209681.756395;-33.981070128970906
1739209681.756402;-35.57807855764607
1739209681.7564092;-38.13080360867914
1739209681.756416;-38.13080360867914
1739209681.7564232;-38.13080360867914
1739209681.7564304;-45.120503652039325
1739209681.7564373;-45.120503652039325
1739209681.7564445;-33.981070128970906
1739209681.7564514;-27.267205301931607
1739209681.7564585;-45.120503652039325
1739209681.7564654;-38.13080360867914
1739209681.7564726;-35.57807855764607
1739209681.7564797;-38.13080360867914
1739209681.7564867;-45.120503652039325
1739209681.7564938;-45.120503652039325
1739209681.7565007;-38.13080360867914
1739209681.7565079;-38.13080360867914
1739209681.7565148;-38.13080360867914
1739209681.756522;-38.13080360867914
1739209681.756529;-38.13080360867914
1739209681.756536;-38.13080360867914
1739209681.7565432;-45.120503652039325
1739209681.75655;-45.120503652039325
1739209681.7565572;-38.13080360867914
1739209681.7565641;-45.120503652039325
1739209681.7565713;-45.120503652039325
1739209681.7565784;-38.13080360867914
1739209681.7565854;-38.13080360867914
1739209681.7565925;-38.13080360867914
1739209681.7565994;-38.13080360867914
1739209681.7566066;-45.120503652039325
1739209681.7566135;-38.13080360867914
1739209681.7566206;-38.13080360867914
1739209681.7566278;-45.120503652039325
1739209681.7566347;-35.57807855764607
1739209681.7566419;-35.57807855764607
1739209681.7566488;-45.120503652039325
1739209681.756656;-45.120503652039325
1739209681.756663;-45.120503652039325
1739209681.75667;-45.120503652039325
1739209681.7566772;-38.13080360867914
1739209681.756684;-38.13080360867914
1739209681.7566912;-38.13080360867914
1739209681.7566981;-38.13080360867914
1739209681.7567053;-38.13080360867914
1739209681.7567124;-38.13080360867914
1739209681.7567194;-45.120503652039325
1739209681.7567265;-33.981070128970906
1739209681.7567334;-33.981070128970906
1739209681.7567406;-45.120503652039325
1739209681.7567475;-45.120503652039325
1739209681.7567546;-35.57807855764607
1739209681.7567618;-45.120503652039325
1739209681.7567687;-45.120503652039325
1739209681.7567759;-45.120503652039325
1739209681.7567828;-45.120503652039325
1739209681.75679;-45.120503652039325
1739209681.7567968;-45.120503652039325
1739209681.756804;-38.13080360867914
1739209681.7568111;-45.120503652039325
1739209681.756818;-38.13080360867914
1739209681.7568252;-38.13080360867914
1739209681.7568321;-38.13080360867914
1739209681.7568393;-38.13080360867914
1739209681.7568462;-38.13080360867914
1739209681.7568533;-45.120503652039325
1739209681.7568605;-45.120503652039325
1739209681.7568674;-45.120503652039325
1739209681.7568746;-45.120503652039325
1739209681.7568815;-45.120503652039325
1739209681.7568886;-35.57807855764607
1739209681.7568958;-38.13080360867914
1739209681.7569027;-45.120503652039325
1739209681.7569098;-45.120503652039325
1739209681.7569168;-45.120503652039325
1739209681.756924;-45.120503652039325
1739209681.7569308;-35.57807855764607
1739209681.756938;-35.57807855764607
1739209681.7569451;-38.13080360867914
1739209681.756952;-38.13080360867914
1739209681.7569592;-45.120503652039325
1739209681.756966;-32.816014438256545
1739209681.7569733;-38.13080360867914
1739209681.7569802;-38.13080360867914
1739209681.7569873;-38.13080360867914
1739209681.7569945;-33.981070128970906
1739209681.7570014;-45.120503652039325
1739209681.7570086;-45.120503652039325
1739209681.7570155;-45.120503652039325
1739209681.7570226;-45.120503652039325
1739209681.7570295;-38.13080360867914
1739209681.7570367;-45.120503652039325
1739209681.7570438;-33.981070128970906
1739209681.7570508;-38.13080360867914
1739209681.757058;-45.120503652039325
1739209681.7570648;-38.13080360867914
1739209681.757072;-38.13080360867914
1739209681.757079;-30.49652367304973
1739209681.757086;-45.120503652039325
1739209681.7570932;-38.13080360867914
1739209681.7571;-45.120503652039325
1739209681.7571073;-33.981070128970906
1739209681.7571142;-45.120503652039325
1739209681.7571213;-45.120503652039325
1739209681.7571282;-38.13080360867914
1739209681.7571354;-45.120503652039325
1739209681.7571425;-45.120503652039325
1739209681.7571495;-45.120503652039325
1739209681.7571566;-33.981070128970906
1739209681.7571635;-38.13080360867914
1739209681.7571707;-45.120503652039325
1739209681.7571778;-45.120503652039325
1739209681.7571847;-45.120503652039325
1739209681.757192;-35.57807855764607
1739209681.7571988;-38.13080360867914
1739209681.757206;-45.120503652039325
1739209681.7572129;-38.13080360867914
1739209681.75722;-35.57807855764607
1739209681.7572272;-45.120503652039325
1739209681.757234;-38.13080360867914
1739209681.7572412;-35.57807855764607
1739209681.7572482;-33.981070128970906
1739209681.7572553;-38.13080360867914
1739209681.7572622;-38.13080360867914
1739209681.7572694;-45.120503652039325
1739209681.7572765;-45.120503652039325
1739209681.7572834;-38.13080360867914
1739209681.7572906;-45.120503652039325
1739209681.7572975;-45.120503652039325
1739209681.7573047;-33.981070128970956
1739209681.7573116;-45.120503652039325
1739209681.7573187;-38.13080360867914
1739209681.757326;-45.120503652039325
1739209681.7573328;-45.120503652039325
1739209681.75734;-38.13080360867914
1739209681.7573469;-45.120503652039325
1739209681.757354;-45.120503652039325
1739209681.757361;-27.267205301931607
1739209681.757368;-35.57807855764607
1739209681.7573752;-38.13080360867914
1739209681.7573822;-45.120503652039325
1739209681.7573893;-35.57807855764607
1739209681.7573962;-38.13080360867914
1739209681.7574034;-45.120503652039325
1739209681.7574103;-45.120503652039325
1739209681.7574174;-38.13080360867914
1739209681.7574246;-38.13080360867914
1739209681.7574315;-45.120503652039325
1739209681.7574387;-45.120503652039325
1739209681.7574456;-45.120503652039325
1739209681.7574527;-35.57807855764607
1739209681.7574599;-35.57807855764607
1739209681.7574668;-45.120503652039325
1739209681.757474;-45.120503652039325
1739209681.7574809;-45.120503652039325
1739209681.757488;-45.120503652039325
1739209681.757495;-45.120503652039325
1739209681.757502;-45.120503652039325
1739209681.7575092;-45.120503652039325
1739209681.7575161;-31.141103565318915
1739209681.7575233;-45.120503652039325
1739209681.7575302;-33.981070128970906
1739209681.7575374;-33.981070128970906
1739209681.7575443;-45.120503652039325
1739209681.7575514;-45.120503652039325
1739209681.7575586;-38.13080360867914
1739209681.7575655;-38.13080360867914
1739209681.7575727;-45.120503652039325
1739209681.7575796;-38.13080360867914
1739209681.7575867;-31.14110356531892
1739209681.7575936;-31.141103565318915
1739209681.7576008;-45.120503652039325
1739209681.757608;-45.120503652039325
1739209681.7576149;-38.13080360867914
1739209681.757622;-38.13080360867914
1739209681.757629;-38.13080360867914
1739209681.757636;-38.13080360867914
1739209681.757643;-28.992665084841942
1739209681.7576501;-31.141103565318915
1739209681.7576573;-38.13080360867914
1739209681.7576642;-38.13080360867914
1739209681.7576714;-33.981070128970906
1739209681.7576783;-38.13080360867914
1739209681.7576854;-38.13080360867914
1739209681.7576926;-45.120503652039325
1739209681.7576995;-38.13080360867914
1739209681.7577066;-38.13080360867914
1739209681.7577136;-45.120503652039325
1739209681.7577207;-38.13080360867914
1739209681.7577276;-38.13080360867914
1739209681.7577348;-38.13080360867914
1739209681.757742;-45.120503652039325
1739209681.7577488;-38.13080360867914
1739209681.757756;-38.13080360867914
1739209681.757763;-38.13080360867914
1739209681.75777;-38.13080360867914
1739209681.757777;-38.13080360867914
1739209681.7577841;-38.13080360867914
1739209681.7577913;-45.120503652039325
1739209681.7577982;-45.120503652039325
1739209681.7578053;-38.13080360867914
1739209681.7578123;-38.13080360867914
1739209681.7578194;-33.981070128970906
1739209681.7578263;-38.13080360867914
1739209681.7578335;-38.13080360867914
1739209681.7578406;-33.981070128970906
1739209681.7578475;-32.816014438256545
1739209681.7578547;-38.13080360867914
1739209681.7578616;-38.13080360867914
1739209681.7578688;-35.57807855764607
1739209681.7578757;-33.981070128970906
1739209681.7578828;-45.120503652039325
1739209681.75789;-45.120503652039325
1739209681.757897;-38.13080360867914
1739209681.757904;-45.120503652039325
1739209681.757911;-45.120503652039325
1739209681.7579181;-45.120503652039325
1739209681.757925;-38.13080360867914
1739209681.7579322;-45.120503652039325
1739209681.7579393;-45.120503652039325
1739209681.7579463;-35.57807855764607
1739209681.7579534;-38.13080360867914
1739209681.7579603;-38.13080360867914
1739209681.7579675;-35.57807855764607
1739209681.7579746;-45.120503652039325
1739209681.7579815;-45.120503652039325
1739209681.7579887;-38.13080360867914
1739209681.7579956;-38.13080360867914
1739209681.7580028;-45.120503652039325
1739209681.7580097;-45.120503652039325
1739209681.7580168;-38.13080360867914
1739209681.758024;-35.57807855764607
1739209681.758031;-45.120503652039325
1739209681.758038;-45.120503652039325
1739209681.758045;-45.120503652039325
1739209681.758052;-45.120503652039325
1739209681.758059;-45.120503652039325
1739209681.7580662;-38.13080360867914
1739209681.7580733;-38.13080360867914
1739209681.7580802;-38.13080360867914
1739209681.7580874;-38.13080360867914
1739209681.7580943;-45.120503652039325
1739209681.7581015;-32.816014438256545
1739209681.7581084;-32.816014438256545
1739209681.7581155;-45.120503652039325
1739209681.7581227;-45.120503652039325
1739209681.7581296;-35.57807855764607
1739209681.7581367;-35.57807855764607
1739209681.7581437;-45.120503652039325
1739209681.7581508;-45.120503652039325
1739209681.7581577;-45.120503652039325
1739209681.758165;-45.120503652039325
1739209681.758172;-45.120503652039325
1739209681.758179;-45.120503652039325
1739209681.758186;-45.120503652039325
1739209681.758193;-45.120503652039325
1739209681.7582002;-45.120503652039325
1739209681.758207;-45.120503652039325
1739209681.7582142;-45.120503652039325
1739209681.7582214;-45.120503652039325
1739209681.7582283;-38.13080360867914
1739209681.7582355;-45.120503652039325
1739209681.7582424;-38.13080360867914
1739209681.7582495;-45.120503652039325
1739209681.7582567;-38.13080360867914
1739209681.7582636;-33.981070128970906
1739209681.7582707;-32.816014438256545
1739209681.7582777;-28.21854285175415
1739209681.7582848;-45.120503652039325
1739209681.7582917;-45.120503652039325
1739209681.7582989;-38.13080360867914
1739209681.758306;-45.120503652039325
1739209681.758313;-45.120503652039325
1739209681.75832;-38.13080360867914
1739209681.758327;-38.13080360867914
1739209681.7583342;-33.981070128970956
1739209681.758341;-38.13080360867914
1739209681.7583482;-38.13080360867914
1739209681.7583554;-45.120503652039325
1739209681.7583623;-45.120503652039325
1739209681.7583694;-38.13080360867914
1739209681.7583764;-35.57807855764607
1739209681.7583835;-35.57807855764607
1739209681.7583904;-30.49652367304973
1739209681.7583976;-38.13080360867914
1739209681.7584047;-45.120503652039325
1739209681.7584116;-38.13080360867914
1739209681.7584188;-38.13080360867914
1739209681.7584257;-38.13080360867914
1739209681.7584329;-38.13080360867914
1739209681.7584398;-38.13080360867914
1739209681.758447;-38.13080360867914
1739209681.758454;-38.13080360867914
1739209681.758461;-38.13080360867914
1739209681.7584682;-38.13080360867914
1739209681.758475;-45.120503652039325
1739209681.7584822;-45.120503652039325
1739209681.7584891;-38.13080360867914
1739209681.7584963;-45.120503652039325
1739209681.7585034;-31.141103565318943
1739209681.7585104;-38.13080360867914
1739209681.7585175;-32.816014438256545
1739209681.7585244;-45.120503652039325
1739209681.7585316;-45.120503652039325
1739209681.7585387;-35.57807855764607
1739209681.7585456;-38.13080360867914
1739209681.7585528;-35.57807855764607
1739209681.7585597;-28.58837851428586
1739209681.7585669;-45.120503652039325
1739209681.7585738;-38.13080360867914
1739209681.758581;-38.13080360867914
1739209681.758588;-45.120503652039325
1739209681.758595;-38.13080360867914
1739209681.7586021;-33.981070128970906
1739209681.758609;-45.120503652039325
1739209681.7586162;-33.981070128970956
1739209681.7586231;-45.120503652039325
1739209681.7586303;-33.981070128970906
1739209681.7586374;-45.120503652039325
1739209681.7586443;-45.120503652039325
1739209681.7586515;-38.13080360867914
1739209681.7586584;-35.57807855764607
1739209681.7586656;-38.13080360867914
1739209681.7586725;-31.141103565318915
1739209681.7586796;-38.13080360867914
1739209681.7586868;-45.120503652039325
1739209681.7586937;-33.981070128970906
1739209681.7587008;-38.13080360867914
1739209681.7587078;-38.13080360867914
1739209681.758715;-38.13080360867914
1739209681.7587218;-45.120503652039325
1739209681.758729;-45.120503652039325
1739209681.7587361;-38.13080360867914
1739209681.758743;-38.13080360867914
1739209681.7587502;-45.120503652039325
1739209681.758757;-38.13080360867914
1739209681.7587643;-38.13080360867914
1739209681.7587714;-45.120503652039325
1739209681.7587783;-45.120503652039325
1739209681.7587855;-45.120503652039325
1739209681.7587924;-45.120503652039325
1739209681.7587996;-38.13080360867914
1739209681.7588065;-35.57807855764607
1739209681.7588136;-45.120503652039325
1739209681.7588208;-45.120503652039325
1739209681.7588277;-38.13080360867914
1739209681.7588348;-38.13080360867914
1739209681.7588418;-33.981070128970906
1739209681.758849;-38.13080360867914
1739209681.7588558;-38.13080360867914
1739209681.758863;-35.57807855764607
1739209681.7588701;-30.49652367304973
1739209681.758877;-38.13080360867914
1739209681.7588842;-38.13080360867914
1739209681.758891;-38.13080360867914
1739209681.7588983;-38.13080360867914
1739209681.7589052;-45.120503652039325
1739209681.7589123;-38.13080360867914
1739209681.7589195;-33.981070128970906
1739209681.7589264;-32.816014438256545
1739209681.7589335;-45.120503652039325
1739209681.7589405;-45.120503652039325
1739209681.7589476;-33.981070128970906
1739209681.7589545;-38.13080360867914
1739209681.7589617;-38.13080360867914
1739209681.7589688;-38.13080360867914
1739209681.7589757;-38.13080360867914
1739209681.758983;-38.13080360867914
1739209681.7589898;-45.120503652039325
1739209681.758997;-38.13080360867914
1739209681.7590039;-38.13080360867914
1739209681.759011;-38.13080360867914
1739209681.7590182;-38.13080360867914
1739209681.759025;-45.120503652039325
1739209681.7590322;-38.13080360867914
1739209681.7590392;-38.13080360867914
1739209681.7590463;-33.981070128970906
1739209681.7590535;-45.120503652039325
1739209681.7590604;-35.57807855764607
1739209681.7590675;-32.816014438256545
1739209681.7590744;-45.120503652039325
1739209681.7590816;-45.120503652039325
1739209681.7590885;-33.981070128970906
1739209681.7590957;-38.13080360867914
1739209681.7591028;-45.120503652039325
1739209681.7591097;-45.120503652039325
1739209681.759117;-38.13080360867914
1739209681.7591238;-38.13080360867914
1739209681.759131;-33.981070128970906
1739209681.7591379;-45.120503652039325
1739209681.759145;-45.120503652039325
1739209681.7591522;-33.981070128970906
1739209681.759159;-38.13080360867914
1739209681.7591662;-38.13080360867914
1739209681.7591732;-38.13080360867914
1739209681.7591803;-38.13080360867914
1739209681.7591872;-45.120503652039325
1739209681.7591944;-38.13080360867914
1739209681.7592015;-38.13080360867914
1739209681.7592084;-45.120503652039325
1739209681.7592156;-45.120503652039325
1739209681.7592225;-38.13080360867914
1739209681.7592297;-38.13080360867914
1739209681.7592366;-45.120503652039325
1739209681.7592437;-45.120503652039325
1739209681.7592509;-45.120503652039325
1739209681.7592578;-45.120503652039325
1739209681.759265;-38.13080360867914
1739209681.7592719;-38.13080360867914
1739209681.759279;-45.120503652039325
1739209681.759286;-33.981070128970906
1739209681.759293;-45.120503652039325
1739209681.7593002;-32.816014438256545
1739209681.7593071;-38.13080360867914
1739209681.7593143;-38.13080360867914
1739209681.7593212;-38.13080360867914
1739209681.7593284;-38.13080360867914
1739209681.7593355;-45.120503652039325
1739209681.7593424;-38.13080360867914
1739209681.7593496;-38.13080360867914
1739209681.7593565;-38.13080360867914
1739209681.7593637;-45.120503652039325
1739209681.7593706;-38.13080360867914
1739209681.7593777;-45.120503652039325
1739209681.7593849;-45.120503652039325
1739209681.7593918;-38.13080360867914
1739209681.759399;-35.57807855764607
1739209681.7594059;-38.13080360867914
1739209681.759413;-27.8777449560314
1739209681.75942;-32.816014438256545
1739209681.759427;-45.120503652039325
1739209681.7594342;-45.120503652039325
1739209681.7594411;-32.816014438256545
1739209681.7594483;-35.57807855764607
1739209681.7594552;-38.13080360867914
1739209681.7594624;-38.13080360867914
1739209681.7594693;-45.120503652039325
1739209681.7594764;-45.120503652039325
1739209681.7594836;-45.120503652039325
1739209681.7594905;-45.120503652039325
1739209681.7594976;-45.120503652039325
1739209681.7595046;-38.13080360867914
1739209681.7595117;-38.13080360867914
1739209681.7595186;-45.120503652039325
1739209681.7595258;-45.120503652039325
1739209681.759533;-38.13080360867914
1739209681.7595398;-38.13080360867914
1739209681.759547;-38.13080360867914
1739209681.759554;-38.13080360867914
1739209681.759561;-38.13080360867914
1739209681.7595682;-38.13080360867914
1739209681.7595751;-45.120503652039325
1739209681.7595823;-29.438486411369333
1739209681.7595892;-26.991370085610736
1739209681.7595963;-45.120503652039325
1739209681.7596033;-45.120503652039325
1739209681.7596104;-35.57807855764607
1739209681.7596176;-32.816014438256545
1739209681.7596245;-45.120503652039325
1739209681.7596316;-45.120503652039325
1739209681.7596385;-45.120503652039325
1739209681.7596457;-45.120503652039325
1739209681.7596526;-38.13080360867914
1739209681.7596598;-45.120503652039325
1739209681.759667;-33.981070128970906
1739209681.7596738;-33.981070128970906
1739209681.759681;-38.13080360867914
1739209681.759688;-45.120503652039325
1739209681.759695;-35.57807855764607
1739209681.759702;-30.49652367304973
1739209681.7597091;-45.120503652039325
1739209681.7597163;-45.120503652039325
1739209681.7597232;-45.120503652039325
1739209681.7597303;-38.13080360867914
1739209681.7597373;-38.13080360867914
1739209681.7597444;-45.120503652039325
1739209681.7597513;-35.57807855764607
1739209681.7597585;-32.816014438256545
1739209681.7597656;-45.120503652039325
1739209681.7597725;-45.120503652039325
1739209681.7597797;-38.13080360867914
1739209681.7597866;-32.816014438256545
1739209681.7597938;-45.120503652039325
1739209681.7598007;-45.120503652039325
1739209681.7598078;-45.120503652039325
1739209681.759815;-45.120503652039325
1739209681.759822;-38.13080360867914
1739209681.759829;-38.13080360867914
1739209681.759836;-45.120503652039325
1739209681.759843;-38.13080360867914
1739209681.7598503;-38.13080360867914
1739209681.7598572;-45.120503652039325
1739209681.7598643;-38.13080360867914
1739209681.7598712;-32.816014438256545
1739209681.7598784;-45.120503652039325
1739209681.7598853;-45.120503652039325
1739209681.7598925;-45.120503652039325
1739209681.7598996;-38.13080360867914
1739209681.7599065;-45.120503652039325
1739209681.7599137;-45.120503652039325
1739209681.7599206;-45.120503652039325
1739209681.7599277;-45.120503652039325
1739209681.7599347;-38.13080360867914
1739209681.7599418;-38.13080360867914
1739209681.759949;-38.13080360867914
1739209681.759956;-38.13080360867914
1739209681.759963;-35.57807855764607
1739209681.75997;-38.13080360867914
1739209681.759977;-45.120503652039325
1739209681.759984;-38.13080360867914
1739209681.7599912;-38.13080360867914
1739209681.7599983;-38.13080360867914
1739209681.7600052;-38.13080360867914
1739209681.7600124;-45.120503652039325
1739209681.7600193;-38.13080360867914
1739209681.7600265;-35.57807855764607
1739209681.7600334;-45.120503652039325
1739209681.7600405;-38.13080360867914
1739209681.7600477;-33.981070128970906
1739209681.7600546;-38.13080360867914
1739209681.7600617;-45.120503652039325
1739209681.7600687;-38.13080360867914
1739209681.7600758;-35.57807855764607
1739209681.7600827;-35.57807855764607
1739209681.7600899;-38.13080360867914
1739209681.760097;-45.120503652039325
1739209681.760104;-38.13080360867914
1739209681.760111;-45.120503652039325
1739209681.760118;-45.120503652039325
1739209681.7601252;-45.120503652039325
1739209681.7601323;-45.120503652039325
1739209681.7601392;-45.120503652039325
1739209681.7601464;-45.120503652039325
1739209681.7601533;-38.13080360867914
1739209681.7601604;-31.141103565318915
1739209681.7601674;-38.13080360867914
1739209681.7601745;-45.120503652039325
1739209681.7601817;-38.13080360867914
1739209681.7601886;-38.13080360867914
1739209681.7601957;-45.120503652039325
1739209681.7602026;-45.120503652039325
1739209681.7602098;-33.981070128970906
1739209681.7602167;-33.981070128970906
1739209681.7602239;-45.120503652039325
1739209681.760231;-38.13080360867914
1739209681.760238;-45.120503652039325
1739209681.760245;-45.120503652039325
1739209681.760252;-45.120503652039325
1739209681.7602592;-38.13080360867914
1739209681.760266;-35.57807855764607
1739209681.7602732;-45.120503652039325
1739209681.7602804;-45.120503652039325
1739209681.7602873;-38.13080360867914
1739209681.7602944;-38.13080360867914
1739209681.7603014;-33.981070128970906
1739209681.7603085;-45.120503652039325
1739209681.7603154;-38.13080360867914
1739209681.7603226;-38.13080360867914
1739209681.7603297;-38.13080360867914
1739209681.7603366;-45.120503652039325
1739209681.7603438;-45.120503652039325
1739209681.7603507;-38.13080360867914
1739209681.7603579;-38.13080360867914
1739209681.760365;-45.120503652039325
1739209681.760372;-33.981070128970906
1739209681.760379;-38.13080360867914
1739209681.760386;-32.81601443825658
1739209681.7603931;-45.120503652039325
1739209681.7604;-33.981070128970906
1739209681.7604072;-38.13080360867914
