CAN Message; 0x77:ecbbd90c03526f04
1739209627.3591025;-38.13080360867914
1739209627.3591096;-38.13080360867914
1739209627.3591168;-38.13080360867914
1739209627.3591237;-45.120503652039325
1739209627.3591309;-33.981070128970906
1739209627.359138;-38.13080360867914
1739209627.3591452;-38.13080360867914
1739209627.359152;-38.13080360867914
1739209627.3591592;-45.120503652039325
1739209627.3591664;-38.13080360867914
1739209627.3591735;-38.13080360867914
1739209627.3591805;-38.13080360867914
1739209627.3591876;-38.13080360867914
1739209627.3591948;-33.981070128970906
1739209627.359202;-38.13080360867914
1739209627.3592088;-35.57807855764607
1739209627.359216;-38.13080360867914
1739209627.3592231;-45.120503652039325
1739209627.3592303;-45.120503652039325
1739209627.3592372;-45.120503652039325
1739209627.3592443;-38.13080360867914
1739209627.3592515;-28.992665084841942
1739209627.3592587;-38.13080360867914
1739209627.3592658;-45.120503652039325
1739209627.3592727;-38.13080360867914
1739209627.3592799;-33.981070128970906
1739209627.359287;-45.120503652039325
1739209627.3592942;-45.120503652039325
1739209627.359301;-45.120503652039325
1739209627.3593082;-31.141103565318943
1739209627.3593154;-45.120503652039325
1739209627.3593225;-45.120503652039325
1739209627.3593295;-45.120503652039325
1739209627.3593366;-38.13080360867914
1739209627.3593438;-38.13080360867914
1739209627.359351;-45.120503652039325
1739209627.3593578;-38.13080360867914
1739209627.359365;-28.58837851428586
1739209627.3593721;-33.981070128970906
1739209627.3593793;-38.13080360867914
1739209627.3593862;-38.13080360867914
1739209627.3593934;-38.13080360867914
1739209627.3594005;-45.120503652039325
1739209627.3594077;-38.13080360867914
1739209627.3594148;-45.120503652039325
1739209627.3594217;-38.13080360867914
1739209627.359429;-45.120503652039325
1739209627.359436;-35.57807855764607
1739209627.3594432;-45.120503652039325
1739209627.35945;-45.120503652039325
1739209627.3594573;-38.13080360867914
1739209627.3594644;-45.120503652039325
1739209627.3594716;-45.120503652039325
1739209627.3594785;-30.49652367304973
1739209627.3594856;-38.13080360867914
1739209627.3594928;-38.13080360867914
1739209627.3595;-38.13080360867914
1739209627.3595068;-38.13080360867914
1739209627.359514;-38.13080360867914
1739209627.3595212;-38.13080360867914
1739209627.3595283;-45.120503652039325
1739209627.3595352;-45.120503652039325
1739209627.3595424;-38.13080360867914
1739209627.3595495;-45.120503652039325
1739209627.3595567;-45.120503652039325
1739209627.3595636;-32.816014438256545
1739209627.3595707;-38.13080360867914
1739209627.359578;-38.13080360867914
1739209627.359585;-35.57807855764607
1739209627.3595922;-45.120503652039325
1739209627.359599;-45.120503652039325
1739209627.3596063;-38.13080360867914
1739209627.3596134;-45.120503652039325
1739209627.3596206;-45.120503652039325
1739209627.3596275;-38.13080360867914
1739209627.3596346;-38.13080360867914
1739209627.3596418;-45.120503652039325
1739209627.359649;-31.141103565318893
1739209627.3596559;-35.57807855764607
1739209627.359663;-45.120503652039325
1739209627.3596702;-33.981070128970906
1739209627.3596773;-45.120503652039325
1739209627.3596842;-45.120503652039325
1739209627.3596914;-45.120503652039325
1739209627.3596985;-45.120503652039325
1739209627.3597057;-45.120503652039325
1739209627.3597126;-38.13080360867914
1739209627.3597198;-45.120503652039325
1739209627.359727;-45.120503652039325
1739209627.359734;-33.981070128970906
1739209627.359741;-38.13080360867914
1739209627.3597481;-38.13080360867914
1739209627.3597553;-45.120503652039325
1739209627.3597624;-45.120503652039325
1739209627.3597696;-38.13080360867914
1739209627.3597765;-38.13080360867914
1739209627.3597836;-45.120503652039325
1739209627.3597908;-45.120503652039325
1739209627.359798;-45.120503652039325
1739209627.3598049;-45.120503652039325
1739209627.359812;-45.120503652039325
1739209627.3598192;-45.120503652039325
1739209627.3598263;-45.120503652039325
1739209627.3598332;-38.13080360867914
1739209627.3598404;-45.120503652039325
1739209627.3598475;-35.57807855764607
1739209627.3598547;-38.13080360867914
1739209627.3598616;-38.13080360867914
1739209627.3598688;-35.57807855764607
1739209627.359876;-45.120503652039325
1739209627.359883;-31.141103565318915
1739209627.35989;-45.120503652039325
1739209627.3598971;-38.13080360867914
1739209627.3599043;-45.120503652039325
1739209627.3599114;-33.981070128970906
1739209627.3599186;-35.57807855764607
1739209627.3599255;-45.120503652039325
1739209627.3599327;-45.120503652039325
1739209627.3599398;-33.981070128970906
1739209627.359947;-45.120503652039325
1739209627.3599539;-38.13080360867914
1739209627.359961;-38.13080360867914
1739209627.3599682;-38.13080360867914
1739209627.3599753;-38.13080360867914
1739209627.3599823;-38.13080360867914
1739209627.3599894;-45.120503652039325
1739209627.3599966;-31.141103565318915
1739209627.3600037;-38.13080360867914
1739209627.3600106;-45.120503652039325
1739209627.3600178;-45.120503652039325
1739209627.360025;-45.120503652039325
1739209627.360032;-38.13080360867914
1739209627.360039;-45.120503652039325
1739209627.3600461;-45.120503652039325
1739209627.3600533;-33.981070128970906
1739209627.3600605;-38.13080360867914
1739209627.3600674;-38.13080360867914
1739209627.3600745;-38.13080360867914
1739209627.3600817;-32.816014438256545
1739209627.3600888;-38.13080360867914
1739209627.360096;-38.13080360867914
1739209627.360103;-45.120503652039325
1739209627.36011;-31.141103565318915
1739209627.3601172;-38.13080360867914
1739209627.3601243;-38.13080360867914
1739209627.3601313;-38.13080360867914
1739209627.3601384;-45.120503652039325
1739209627.3601456;-45.120503652039325
1739209627.3601527;-45.120503652039325
1739209627.3601596;-45.120503652039325
1739209627.3601668;-38.13080360867914
1739209627.360174;-38.13080360867914
1739209627.360181;-45.120503652039325
1739209627.360188;-45.120503652039325
1739209627.3601952;-38.13080360867914
1739209627.3602023;-35.57807855764607
1739209627.3602095;-38.13080360867914
1739209627.3602164;-45.120503652039325
1739209627.3602235;-38.13080360867914
1739209627.3602307;-38.13080360867914
1739209627.3602378;-38.13080360867914
1739209627.360245;-38.13080360867914
1739209627.360252;-38.13080360867914
1739209627.360259;-38.13080360867914
1739209627.3602662;-38.13080360867914
1739209627.3602734;-45.120503652039325
1739209627.3602803;-38.13080360867914
1739209627.3602874;-38.13080360867914
1739209627.3602946;-45.120503652039325
1739209627.3603017;-45.120503652039325
1739209627.3603086;-38.13080360867914
1739209627.3603158;-35.57807855764607
1739209627.360323;-32.816014438256545
1739209627.36033;-45.120503652039325
1739209627.360337;-33.981070128970906
1739209627.3603442;-31.141103565318915
1739209627.3603513;-33.981070128970906
1739209627.3603585;-45.120503652039325
1739209627.3603654;-38.13080360867914
1739209627.3603725;-35.57807855764607
1739209627.3603797;-38.13080360867914
1739209627.3603868;-38.13080360867914
1739209627.3603938;-38.13080360867914
1739209627.360401;-38.13080360867914
1739209627.360408;-38.13080360867914
1739209627.3604152;-45.120503652039325
1739209627.3604224;-45.120503652039325
1739209627.3604293;-45.120503652039325
1739209627.3604364;-45.120503652039325
1739209627.3604436;-45.120503652039325
1739209627.3604507;-31.141103565318915
1739209627.3604577;-28.992665084841942
1739209627.3604648;-33.981070128970906
1739209627.360472;-45.120503652039325
1739209627.360479;-38.13080360867914
1739209627.360486;-38.13080360867914
1739209627.3604932;-45.120503652039325
1739209627.3605003;-33.981070128970906
1739209627.3605075;-45.120503652039325
1739209627.3605144;-32.81601443825658
1739209627.3605216;-38.13080360867914
1739209627.3605287;-45.120503652039325
1739209627.3605359;-45.120503652039325
1739209627.3605428;-45.120503652039325
1739209627.36055;-38.13080360867914
1739209627.360557;-45.120503652039325
1739209627.3605642;-38.13080360867914
1739209627.3605714;-33.981070128970906
1739209627.3605783;-45.120503652039325
1739209627.3605855;-45.120503652039325
1739209627.3605926;-38.13080360867914
1739209627.3605998;-45.120503652039325
1739209627.3606067;-45.120503652039325
1739209627.3606138;-38.13080360867914
1739209627.360621;-45.120503652039325
1739209627.3606281;-38.13080360867914
1739209627.360635;-38.13080360867914
1739209627.3606422;-45.120503652039325
1739209627.3606493;-38.13080360867914
1739209627.3606565;-38.13080360867914
1739209627.3606634;-45.120503652039325
1739209627.3606706;-45.120503652039325
1739209627.3606777;-45.120503652039325
1739209627.3606849;-45.120503652039325
1739209627.3606918;-38.13080360867914
1739209627.360699;-38.13080360867914
1739209627.360706;-45.120503652039325
1739209627.3607132;-45.120503652039325
1739209627.3607202;-38.13080360867914
1739209627.3607273;-45.120503652039325
1739209627.3607345;-45.120503652039325
1739209627.3607416;-28.58837851428586
1739209627.3607488;-45.120503652039325
1739209627.3607557;-38.13080360867914
1739209627.3607628;-35.57807855764607
1739209627.36077;-38.13080360867914
1739209627.3607771;-45.120503652039325
1739209627.360784;-45.120503652039325
1739209627.3607912;-38.13080360867914
1739209627.3607984;-31.141103565318943
1739209627.3608055;-45.120503652039325
1739209627.3608124;-32.816014438256545
1739209627.3608196;-38.13080360867914
1739209627.3608267;-45.120503652039325
1739209627.360834;-45.120503652039325
1739209627.3608408;-38.13080360867914
1739209627.360848;-35.57807855764607
1739209627.360855;-27.8777449560314
1739209627.3608623;-38.13080360867914
1739209627.3608692;-38.13080360867914
1739209627.3608763;-38.13080360867914
1739209627.3608835;-35.57807855764607
1739209627.3608906;-38.13080360867914
1739209627.3608975;-32.816014438256545
1739209627.3609047;-32.816014438256545
1739209627.3609118;-33.981070128970956
1739209627.360919;-45.120503652039325
1739209627.3609262;-38.13080360867914
1739209627.360933;-45.120503652039325
1739209627.3609402;-45.120503652039325
1739209627.3609474;-45.120503652039325
1739209627.3609545;-38.13080360867914
1739209627.3609614;-35.57807855764607
1739209627.3609686;-45.120503652039325
1739209627.3609757;-38.13080360867914
1739209627.360983;-35.57807855764607
1739209627.3609898;-35.57807855764607
1739209627.360997;-45.120503652039325
1739209627.361004;-45.120503652039325
1739209627.3610113;-35.57807855764607
1739209627.3610182;-38.13080360867914
1739209627.3610253;-35.57807855764607
1739209627.3610325;-38.13080360867914
1739209627.3610396;-38.13080360867914
1739209627.3610466;-32.816014438256545
1739209627.3610537;-35.57807855764607
1739209627.3610609;-38.13080360867914
1739209627.361068;-45.120503652039325
1739209627.3610752;-38.13080360867914
1739209627.361082;-45.120503652039325
1739209627.3610892;-45.120503652039325
1739209627.3610964;-38.13080360867914
1739209627.3611035;-38.13080360867914
1739209627.3611104;-45.120503652039325
1739209627.3611176;-45.120503652039325
1739209627.3611248;-45.120503652039325
1739209627.361132;-45.120503652039325
1739209627.3611388;-45.120503652039325
1739209627.361146;-45.120503652039325
1739209627.3611531;-38.13080360867914
1739209627.3611603;-38.13080360867914
1739209627.3611672;-35.57807855764607
1739209627.3611743;-38.13080360867914
1739209627.3611815;-45.120503652039325
1739209627.3611887;-33.981070128970906
1739209627.3611956;-45.120503652039325
1739209627.3612027;-45.120503652039325
1739209627.3612099;-35.57807855764607
1739209627.361217;-35.57807855764607
1739209627.361224;-45.120503652039325
1739209627.361231;-38.13080360867914
1739209627.3612382;-35.57807855764607
1739209627.3612454;-45.120503652039325
1739209627.3612525;-33.981070128970906
1739209627.3612595;-32.816014438256545
1739209627.3612666;-32.816014438256545
1739209627.3612738;-31.141103565318915
1739209627.361281;-38.13080360867914
1739209627.3612878;-33.981070128970906
1739209627.361295;-32.816014438256545
1739209627.3613021;-33.981070128970906
1739209627.3613093;-45.120503652039325
1739209627.3613162;-45.120503652039325
1739209627.3613234;-32.816014438256545
1739209627.3613305;-38.13080360867914
1739209627.3613377;-45.120503652039325
1739209627.3613446;-45.120503652039325
1739209627.3613517;-38.13080360867914
1739209627.361359;-38.13080360867914
1739209627.361366;-38.13080360867914
1739209627.361373;-45.120503652039325
1739209627.36138;-45.120503652039325
1739209627.3613873;-38.13080360867914
1739209627.3613944;-45.120503652039325
1739209627.3614016;-38.13080360867914
1739209627.3614085;-38.13080360867914
1739209627.3614156;-38.13080360867914
1739209627.3614228;-45.120503652039325
1739209627.36143;-38.13080360867914
1739209627.3614368;-32.816014438256545
1739209627.361444;-38.13080360867914
1739209627.3614511;-45.120503652039325
1739209627.3614583;-38.13080360867914
1739209627.3614652;-35.57807855764607
1739209627.3614724;-38.13080360867914
1739209627.3614795;-45.120503652039325
1739209627.3614867;-45.120503652039325
1739209627.3614936;-38.13080360867914
1739209627.3615007;-38.13080360867914
1739209627.361508;-45.120503652039325
1739209627.361515;-45.120503652039325
1739209627.361522;-38.13080360867914
1739209627.361529;-45.120503652039325
1739209627.3615363;-45.120503652039325
1739209627.3615434;-33.981070128970906
1739209627.3615503;-33.981070128970906
1739209627.3615575;-38.13080360867914
1739209627.3615646;-45.120503652039325
1739209627.3615718;-38.13080360867914
1739209627.361579;-38.13080360867914
1739209627.3615859;-45.120503652039325
1739209627.361593;-38.13080360867914
1739209627.3616002;-45.120503652039325
1739209627.3616073;-38.13080360867914
1739209627.3616142;-45.120503652039325
1739209627.3616214;-45.120503652039325
1739209627.3616285;-38.13080360867914
1739209627.3616357;-45.120503652039325
1739209627.3616426;-45.120503652039325
1739209627.3616498;-38.13080360867914
1739209627.361657;-38.13080360867914
1739209627.361664;-38.13080360867914
1739209627.361671;-38.13080360867914
1739209627.3616781;-45.120503652039325
1739209627.3616853;-38.13080360867914
1739209627.3616924;-38.13080360867914
1739209627.3616993;-45.120503652039325
1739209627.3617065;-45.120503652039325
1739209627.3617136;-38.13080360867914
1739209627.3617208;-38.13080360867914
1739209627.361728;-45.120503652039325
1739209627.3617349;-38.13080360867914
1739209627.361742;-38.13080360867914
1739209627.3617492;-45.120503652039325
1739209627.3617563;-38.13080360867914
1739209627.3617632;-38.13080360867914
1739209627.3617704;-38.13080360867914
1739209627.3617775;-45.120503652039325
1739209627.3617847;-33.981070128970906
1739209627.3617916;-38.13080360867914
1739209627.3617988;-38.13080360867914
1739209627.361806;-45.120503652039325
1739209627.361813;-38.13080360867914
1739209627.36182;-45.120503652039325
1739209627.3618271;-33.981070128970906
1739209627.3618343;-31.141103565318915
1739209627.3618414;-38.13080360867914
1739209627.3618484;-35.57807855764607
1739209627.3618555;-38.13080360867914
1739209627.3618627;-45.120503652039325
1739209627.3618698;-45.120503652039325
1739209627.3618767;-45.120503652039325
1739209627.3618839;-45.120503652039325
1739209627.361891;-31.141103565318943
1739209627.3618982;-45.120503652039325
1739209627.3619053;-35.57807855764607
1739209627.3619123;-45.120503652039325
1739209627.3619194;-45.120503652039325
1739209627.3619266;-45.120503652039325
1739209627.3619337;-38.13080360867914
1739209627.3619406;-35.57807855764607
1739209627.3619478;-31.141103565318915
1739209627.361955;-45.120503652039325
1739209627.361962;-45.120503652039325
1739209627.361969;-45.120503652039325
1739209627.3619761;-38.13080360867914
1739209627.3619833;-45.120503652039325
1739209627.3619905;-45.120503652039325
1739209627.3619974;-33.981070128970906
1739209627.3620045;-45.120503652039325
1739209627.3620117;-38.13080360867914
1739209627.3620188;-35.57807855764607
1739209627.3620257;-38.13080360867914
1739209627.362033;-45.120503652039325
1739209627.36204;-38.13080360867914
1739209627.3620472;-38.13080360867914
1739209627.3620543;-38.13080360867914
1739209627.3620613;-45.120503652039325
1739209627.3620684;-45.120503652039325
1739209627.3620756;-38.13080360867914
1739209627.3620827;-38.13080360867914
1739209627.3620896;-45.120503652039325
1739209627.3620968;-45.120503652039325
1739209627.362104;-45.120503652039325
1739209627.362111;-45.120503652039325
1739209627.362118;-32.816014438256545
1739209627.3621252;-38.13080360867914
1739209627.3621323;-45.120503652039325
1739209627.3621395;-33.981070128970906
1739209627.3621464;-33.981070128970906
1739209627.3621535;-45.120503652039325
1739209627.3621607;-38.13080360867914
1739209627.3621678;-45.120503652039325
1739209627.3621747;-33.981070128970956
1739209627.362182;-45.120503652039325
1739209627.362189;-35.57807855764607
1739209627.3621962;-38.13080360867914
1739209627.3622031;-45.120503652039325
1739209627.3622103;-38.13080360867914
1739209627.3622174;-38.13080360867914
1739209627.3622246;-38.13080360867914
1739209627.3622317;-29.438486411369333
1739209627.3622386;-35.57807855764607
1739209627.3622458;-38.13080360867914
1739209627.362253;-45.120503652039325
1739209627.36226;-38.13080360867914
1739209627.362267;-45.120503652039325
1739209627.3622742;-45.120503652039325
1739209627.3622813;-45.120503652039325
1739209627.3622885;-45.120503652039325
1739209627.3622954;-45.120503652039325
1739209627.3623025;-45.120503652039325
1739209627.3623097;-45.120503652039325
1739209627.3623168;-35.57807855764607
1739209627.3623238;-45.120503652039325
1739209627.362331;-45.120503652039325
1739209627.362338;-45.120503652039325
1739209627.3623452;-45.120503652039325
1739209627.3623521;-45.120503652039325
1739209627.3623593;-45.120503652039325
1739209627.3623664;-45.120503652039325
1739209627.3623736;-45.120503652039325
1739209627.3623805;-38.13080360867914
1739209627.3623877;-45.120503652039325
1739209627.3623948;-45.120503652039325
1739209627.362402;-31.141103565318893
1739209627.362409;-35.57807855764607
1739209627.362416;-45.120503652039325
1739209627.3624232;-38.13080360867914
1739209627.3624303;-38.13080360867914
1739209627.3624375;-45.120503652039325
1739209627.3624444;-45.120503652039325
1739209627.3624516;-38.13080360867914
1739209627.3624587;-38.13080360867914
1739209627.3624659;-38.13080360867914
1739209627.3624728;-45.120503652039325
1739209627.36248;-45.120503652039325
1739209627.362487;-38.13080360867914
1739209627.3624942;-38.13080360867914
1739209627.3625011;-45.120503652039325
1739209627.3625083;-45.120503652039325
1739209627.3625154;-35.57807855764607
1739209627.3625226;-35.57807855764607
1739209627.3625295;-45.120503652039325
1739209627.3625367;-38.13080360867914
1739209627.3625438;-38.13080360867914
1739209627.362551;-38.13080360867914
1739209627.3625581;-38.13080360867914
1739209627.362565;-45.120503652039325
1739209627.3625722;-45.120503652039325
1739209627.3625793;-45.120503652039325
1739209627.3625865;-45.120503652039325
1739209627.3625934;-45.120503652039325
1739209627.3626006;-35.57807855764607
1739209627.3626077;-35.57807855764607
1739209627.3626149;-45.120503652039325
1739209627.3626218;-38.13080360867914
1739209627.362629;-38.13080360867914
1739209627.362636;-38.13080360867914
1739209627.3626432;-35.57807855764607
1739209627.3626502;-35.57807855764607
1739209627.3626573;-45.120503652039325
1739209627.3626645;-38.13080360867914
1739209627.3626716;-38.13080360867914
1739209627.3626785;-45.120503652039325
1739209627.3626857;-45.120503652039325
1739209627.3626928;-38.13080360867914
1739209627.3627;-38.13080360867914
1739209627.362707;-38.13080360867914
1739209627.362714;-38.13080360867914
1739209627.3627212;-35.57807855764607
1739209627.3627284;-45.120503652039325
1739209627.3627355;-45.120503652039325
1739209627.3627424;-45.120503652039325
1739209627.3627496;-33.981070128970906
1739209627.3627567;-38.13080360867914
1739209627.362764;-38.13080360867914
1739209627.3627708;-35.57807855764607
1739209627.362778;-38.13080360867914
1739209627.362785;-45.120503652039325
1739209627.3627923;-45.120503652039325
1739209627.3627992;-35.57807855764607
1739209627.3628063;-38.13080360867914
1739209627.3628135;-45.120503652039325
1739209627.3628206;-45.120503652039325
1739209627.3628275;-45.120503652039325
1739209627.3628347;-38.13080360867914
1739209627.3628418;-45.120503652039325
1739209627.362849;-38.13080360867914
1739209627.362856;-45.120503652039325
1739209627.362863;-33.981070128970906
1739209627.3628702;-38.13080360867914
1739209627.3628774;-45.120503652039325
1739209627.3628845;-38.13080360867914
1739209627.3628914;-33.981070128970906
1739209627.3628986;-45.120503652039325
1739209627.3629057;-45.120503652039325
1739209627.362913;-38.13080360867914
1739209627.3629198;-31.141103565318915
1739209627.362927;-38.13080360867914
1739209627.362934;-38.13080360867914
1739209627.3629413;-38.13080360867914
1739209627.3629482;-45.120503652039325
1739209627.3629553;-38.13080360867914
1739209627.3629625;-35.57807855764607
1739209627.3629696;-38.13080360867914
1739209627.3629766;-31.141103565318915
1739209627.3629837;-33.981070128970906
1739209627.3629909;-45.120503652039325
1739209627.362998;-38.13080360867914
1739209627.363005;-38.13080360867914
1739209627.363012;-38.13080360867914
1739209627.3630192;-45.120503652039325
1739209627.3630264;-31.141103565318915
1739209627.3630333;-33.981070128970906
1739209627.3630404;-38.13080360867914
1739209627.3630476;-38.13080360867914
1739209627.3630548;-35.57807855764607
1739209627.363062;-38.13080360867914
1739209627.3630688;-38.13080360867914
1739209627.363076;-38.13080360867914
1739209627.3630831;-35.57807855764607
1739209627.3630903;-35.57807855764607
1739209627.3630972;-38.13080360867914
1739209627.3631043;-45.120503652039325
1739209627.3631115;-35.57807855764607
1739209627.3631186;-38.13080360867914
1739209627.3631256;-45.120503652039325
1739209627.3631327;-45.120503652039325
1739209627.3631399;-38.13080360867914
1739209627.363147;-45.120503652039325
1739209627.363154;-45.120503652039325
1739209627.363161;-38.13080360867914
1739209627.3631682;-35.57807855764607
1739209627.3631754;-33.981070128970906
1739209627.3631823;-45.120503652039325
1739209627.3631895;-38.13080360867914
1739209627.3631966;-32.816014438256545
1739209627.3632038;-38.13080360867914
1739209627.363211;-45.120503652039325
1739209627.3632178;-45.120503652039325
1739209627.363225;-35.57807855764607
1739209627.3632321;-38.13080360867914
1739209627.3632393;-45.120503652039325
1739209627.3632462;-38.13080360867914
1739209627.3632534;-45.120503652039325
1739209627.3632605;-38.13080360867914
1739209627.3632677;-33.981070128970906
1739209627.3632746;-45.120503652039325
1739209627.3632817;-38.13080360867914
1739209627.3632889;-32.816014438256545
1739209627.363296;-38.13080360867914
1739209627.363303;-45.120503652039325
1739209627.36331;-38.13080360867914
1739209627.3633173;-45.120503652039325
1739209627.3633244;-33.981070128970956
1739209627.3633313;-38.13080360867914
1739209627.3633385;-38.13080360867914
1739209627.3633456;-45.120503652039325
1739209627.3633528;-45.120503652039325
1739209627.3633597;-45.120503652039325
1739209627.3633668;-45.120503652039325
1739209627.363374;-33.981070128970906
1739209627.3633811;-28.58837851428586
1739209627.3633883;-38.13080360867914
1739209627.3633952;-35.57807855764607
1739209627.3634024;-38.13080360867914
1739209627.3634095;-32.816014438256545
1739209627.3634167;-45.120503652039325
1739209627.3634236;-38.13080360867914
1739209627.3634307;-38.13080360867914
1739209627.363438;-38.13080360867914
1739209627.363445;-45.120503652039325
1739209627.363452;-32.816014438256545
1739209627.363459;-38.13080360867914
1739209627.3634663;-45.120503652039325
1739209627.3634734;-38.13080360867914
1739209627.3634803;-45.120503652039325
1739209627.3634875;-45.120503652039325
1739209627.3634946;-29.438486411369333
1739209627.3635018;-38.13080360867914
1739209627.3635087;-45.120503652039325
1739209627.3635159;-38.13080360867914
1739209627.363523;-45.120503652039325
1739209627.3635302;-45.120503652039325
1739209627.363537;-32.816014438256545
1739209627.3635442;-38.13080360867914
1739209627.3635514;-45.120503652039325
1739209627.3635585;-45.120503652039325
1739209627.3635657;-45.120503652039325
1739209627.3635726;-45.120503652039325
1739209627.3635798;-45.120503652039325
1739209627.363587;-38.13080360867914
1739209627.363594;-38.13080360867914
1739209627.363601;-35.57807855764607
1739209627.3636081;-45.120503652039325
1739209627.3636153;-45.120503652039325
1739209627.3636224;-38.13080360867914
1739209627.3636293;-35.57807855764607
1739209627.3636365;-45.120503652039325
1739209627.3636436;-38.13080360867914
1739209627.3636508;-38.13080360867914
1739209627.3636577;-45.120503652039325
1739209627.3636649;-35.57807855764607
1739209627.363672;-38.13080360867914
1739209627.3636792;-38.13080360867914
1739209627.363686;-38.13080360867914
1739209627.3636932;-38.13080360867914
1739209627.3637004;-45.120503652039325
1739209627.3637075;-45.120503652039325
1739209627.3637147;-38.13080360867914
1739209627.3637216;-45.120503652039325
1739209627.3637288;-45.120503652039325
1739209627.363736;-38.13080360867914
1739209627.363743;-45.120503652039325
1739209627.36375;-45.120503652039325
1739209627.3637571;-38.13080360867914
1739209627.3637643;-33.981070128970906
1739209627.3637714;-38.13080360867914
1739209627.3637784;-38.13080360867914
1739209627.3637855;-33.981070128970906
1739209627.3637927;-33.981070128970906
1739209627.3637998;-38.13080360867914
1739209627.3638067;-38.13080360867914
1739209627.3638139;-38.13080360867914
1739209627.363821;-45.120503652039325
1739209627.3638282;-45.120503652039325
1739209627.363835;-45.120503652039325
1739209627.3638422;-45.120503652039325
1739209627.3638494;-45.120503652039325
1739209627.3638566;-38.13080360867914
1739209627.3638635;-38.13080360867914
1739209627.3638706;-38.13080360867914
1739209627.3638778;-38.13080360867914
1739209627.363885;-38.13080360867914
1739209627.363892;-45.120503652039325
1739209627.363899;-38.13080360867914
1739209627.3639061;-38.13080360867914
1739209627.3639133;-45.120503652039325
1739209627.3639205;-38.13080360867914
1739209627.3639274;-38.13080360867914
1739209627.3639345;-38.13080360867914
1739209627.3639417;-45.120503652039325
1739209627.3639488;-45.120503652039325
1739209627.3639557;-45.120503652039325
1739209627.363963;-45.120503652039325
1739209627.36397;-45.120503652039325
1739209627.3639772;-38.13080360867914
1739209627.363984;-38.13080360867914
1739209627.3639913;-45.120503652039325
