CAN Message; 0x1d3:00005a213f27b35b
Timestamp;Amplitude
1739209599.4156969;-33.981070128970906
1739209599.415707;-38.13080360867914
1739209599.4157174;-33.981070128970906
1739209599.4157276;-33.981070128970906
1739209599.415738;-45.120503652039325
1739209599.4157484;-45.120503652039325
1739209599.4157586;-38.13080360867914
1739209599.4157689;-32.816014438256545
1739209599.415779;-31.141103565318915
1739209599.4157894;-45.120503652039325
1739209599.4157996;-38.13080360867914
1739209599.4158099;-38.13080360867914
1739209599.4158201;-45.120503652039325
1739209599.4158304;-45.120503652039325
1739209599.4158406;-38.13080360867914
1739209599.4158509;-38.13080360867914
1739209599.4158611;-38.13080360867914
1739209599.4158714;-38.13080360867914
1739209599.4158816;-33.981070128970906
1739209599.415892;-33.981070128970906
1739209599.4159021;-45.120503652039325
1739209599.4159124;-38.13080360867914
1739209599.4159226;-38.13080360867914
1739209599.4159331;-45.120503652039325
1739209599.4159434;-45.120503652039325
1739209599.4159536;-45.120503652039325
1739209599.415964;-38.13080360867914
1739209599.4159741;-35.57807855764607
1739209599.4159844;-38.13080360867914
1739209599.4159946;-45.120503652039325
1739209599.416005;-45.120503652039325
1739209599.4160151;-38.13080360867914
1739209599.4160254;-38.13080360867914
1739209599.4160357;-38.13080360867914
1739209599.416046;-32.816014438256545
1739209599.4160562;-28.992665084841942
1739209599.4160664;-38.13080360867914
1739209599.4160767;-38.13080360867914
1739209599.416087;-35.57807855764607
1739209599.4160972;-45.120503652039325
1739209599.4161074;-45.120503652039325
1739209599.4161177;-35.57807855764607
1739209599.4161282;-33.981070128970906
1739209599.4161384;-38.13080360867914
1739209599.4161487;-45.120503652039325
1739209599.416159;-45.120503652039325
1739209599.4161692;-45.120503652039325
1739209599.4161794;-38.13080360867914
1739209599.4161897;-45.120503652039325
1739209599.4162;-45.120503652039325
1739209599.4162102;-38.13080360867914
1739209599.4162204;-38.13080360867914
1739209599.4162307;-45.120503652039325
1739209599.416241;-45.120503652039325
1739209599.4162512;-45.120503652039325
1739209599.4162614;-45.120503652039325
1739209599.4162717;-38.13080360867914
1739209599.416282;-45.120503652039325
1739209599.4162922;-38.13080360867914
1739209599.4163024;-33.981070128970906
1739209599.4163127;-45.120503652039325
1739209599.4163232;-45.120503652039325
1739209599.4163334;-45.120503652039325
1739209599.4163437;-35.57807855764607
1739209599.416354;-45.120503652039325
1739209599.4163642;-35.57807855764607
1739209599.4163744;-38.13080360867914
1739209599.4163847;-45.120503652039325
1739209599.416395;-45.120503652039325
1739209599.4164052;-35.57807855764607
1739209599.4164155;-38.13080360867914
1739209599.4164257;-38.13080360867914
1739209599.416436;-35.57807855764607
1739209599.4164462;-45.120503652039325
1739209599.4164565;-32.816014438256545
1739209599.4164667;-33.981070128970906
1739209599.416477;-45.120503652039325
1739209599.4164872;-45.120503652039325
1739209599.4164975;-45.120503652039325
1739209599.4165077;-32.816014438256545
1739209599.4165182;-45.120503652039325
1739209599.4165285;-45.120503652039325
1739209599.4165387;-45.120503652039325
1739209599.416549;-45.120503652039325
1739209599.4165592;-45.120503652039325
1739209599.4165695;-32.816014438256545
1739209599.4165797;-38.13080360867914
1739209599.41659;-38.13080360867914
1739209599.4166002;-35.57807855764607
1739209599.4166105;-38.13080360867914
1739209599.4166207;-33.981070128970906
1739209599.416631;-38.13080360867914
1739209599.4166412;-38.13080360867914
1739209599.4166515;-35.57807855764607
1739209599.4166617;-38.13080360867914
1739209599.416672;-45.120503652039325
1739209599.4166822;-45.120503652039325
1739209599.4166925;-45.120503652039325
1739209599.4167027;-45.120503652039325
1739209599.4167132;-38.13080360867914
1739209599.4167235;-45.120503652039325
1739209599.4167337;-45.120503652039325
1739209599.416744;-45.120503652039325
1739209599.4167542;-35.57807855764607
1739209599.4167645;-38.13080360867914
1739209599.4167747;-45.120503652039325
1739209599.416785;-38.13080360867914
1739209599.4167953;-38.13080360867914
1739209599.4168055;-32.816014438256545
1739209599.4168158;-38.13080360867914
1739209599.416826;-38.13080360867914
1739209599.4168363;-45.120503652039325
1739209599.4168465;-38.13080360867914
1739209599.4168568;-38.13080360867914
1739209599.416867;-45.120503652039325
1739209599.4168773;-45.120503652039325
1739209599.4168875;-45.120503652039325
1739209599.4168978;-35.57807855764607
1739209599.4169083;-38.13080360867914
1739209599.4169185;-45.120503652039325
1739209599.4169288;-45.120503652039325
1739209599.416939;-38.13080360867914
1739209599.4169493;-38.13080360867914
1739209599.4169595;-35.57807855764607
1739209599.4169698;-33.981070128970906
1739209599.41698;-38.13080360867914
1739209599.4169903;-38.13080360867914
1739209599.4170005;-38.13080360867914
1739209599.4170108;-38.13080360867914
1739209599.417021;-45.120503652039325
1739209599.4170313;-45.120503652039325
1739209599.4170415;-45.120503652039325
1739209599.4170518;-38.13080360867914
1739209599.417062;-45.120503652039325
1739209599.4170723;-38.13080360867914
1739209599.4170825;-45.120503652039325
1739209599.4170928;-38.13080360867914
1739209599.4171033;-38.13080360867914
1739209599.4171135;-38.13080360867914
1739209599.4171238;-45.120503652039325
1739209599.417134;-38.13080360867914
1739209599.4171443;-45.120503652039325
1739209599.4171546;-45.120503652039325
1739209599.4171648;-38.13080360867914
1739209599.417175;-33.981070128970906
1739209599.4171853;-45.120503652039325
1739209599.4171956;-45.120503652039325
1739209599.4172058;-38.13080360867914
1739209599.417216;-28.992665084841942
1739209599.4172263;-45.120503652039325
1739209599.4172366;-45.120503652039325
1739209599.4172468;-45.120503652039325
1739209599.417257;-45.120503652039325
1739209599.4172673;-33.981070128970906
1739209599.4172776;-33.981070128970906
1739209599.4172878;-45.120503652039325
1739209599.4172983;-29.438486411369354
1739209599.4173086;-38.13080360867914
1739209599.4173188;-38.13080360867914
1739209599.417329;-45.120503652039325
1739209599.4173393;-38.13080360867914
1739209599.4173496;-35.57807855764607
1739209599.4173598;-38.13080360867914
1739209599.41737;-45.120503652039325
1739209599.4173803;-28.992665084841942
1739209599.4173906;-38.13080360867914
1739209599.4174008;-38.13080360867914
1739209599.417411;-35.57807855764607
1739209599.4174213;-33.981070128970906
1739209599.4174316;-45.120503652039325
1739209599.4174418;-45.120503652039325
1739209599.417452;-38.13080360867914
1739209599.4174623;-32.816014438256545
1739209599.4174726;-45.120503652039325
1739209599.4174829;-45.120503652039325
1739209599.4174933;-38.13080360867914
1739209599.4175036;-38.13080360867914
1739209599.4175138;-38.13080360867914
1739209599.417524;-33.981070128970906
1739209599.4175344;-45.120503652039325
1739209599.4175446;-38.13080360867914
1739209599.4175549;-38.13080360867914
1739209599.417565;-38.13080360867914
1739209599.4175754;-45.120503652039325
1739209599.4175856;-38.13080360867914
1739209599.4175959;-45.120503652039325
1739209599.417606;-45.120503652039325
1739209599.4176164;-45.120503652039325
1739209599.4176266;-45.120503652039325
1739209599.4176369;-45.120503652039325
1739209599.4176471;-35.57807855764607
1739209599.4176574;-35.57807855764607
1739209599.4176676;-38.13080360867914
1739209599.4176779;-45.120503652039325
1739209599.4176884;-38.13080360867914
1739209599.4176986;-35.57807855764607
1739209599.4177089;-31.141103565318915
1739209599.4177191;-33.981070128970906
1739209599.4177294;-45.120503652039325
1739209599.4177396;-38.13080360867914
1739209599.41775;-38.13080360867914
1739209599.4177601;-38.13080360867914
1739209599.4177704;-33.981070128970906
1739209599.4177806;-45.120503652039325
1739209599.417791;-35.57807855764607
1739209599.4178011;-33.981070128970906
1739209599.4178114;-45.120503652039325
1739209599.4178216;-45.120503652039325
1739209599.417832;-45.120503652039325
1739209599.4178421;-45.120503652039325
1739209599.4178524;-38.13080360867914
1739209599.4178627;-38.13080360867914
1739209599.417873;-31.141103565318915
1739209599.4178834;-33.981070128970906
1739209599.4178936;-45.120503652039325
1739209599.417904;-45.120503652039325
1739209599.4179142;-38.13080360867914
1739209599.4179244;-38.13080360867914
1739209599.4179347;-45.120503652039325
1739209599.417945;-45.120503652039325
1739209599.4179552;-45.120503652039325
1739209599.4179654;-35.57807855764607
1739209599.4179757;-38.13080360867914
1739209599.417986;-38.13080360867914
1739209599.4179962;-45.120503652039325
1739209599.4180064;-35.57807855764607
1739209599.4180167;-38.13080360867914
1739209599.418027;-45.120503652039325
1739209599.4180372;-31.141103565318915
1739209599.4180474;-26.991370085610722
1739209599.4180577;-33.981070128970906
1739209599.418068;-45.120503652039325
1739209599.4180784;-38.13080360867914
1739209599.4180887;-38.13080360867914
1739209599.418099;-38.13080360867914
1739209599.4181092;-45.120503652039325
1739209599.4181194;-38.13080360867914
1739209599.4181297;-38.13080360867914
1739209599.41814;-45.120503652039325
1739209599.4181502;-38.13080360867914
1739209599.4181604;-38.13080360867914
1739209599.4181707;-35.57807855764607
1739209599.418181;-35.57807855764607
1739209599.4181912;-38.13080360867914
1739209599.4182014;-35.57807855764607
1739209599.4182117;-31.141103565318915
1739209599.418222;-33.981070128970906
1739209599.4182322;-45.120503652039325
1739209599.4182425;-45.120503652039325
1739209599.4182527;-38.13080360867914
1739209599.418263;-38.13080360867914
1739209599.4182734;-45.120503652039325
1739209599.4182837;-38.13080360867914
1739209599.418294;-35.57807855764607
1739209599.4183042;-38.13080360867914
1739209599.4183145;-38.13080360867914
1739209599.4183247;-38.13080360867914
1739209599.418335;-38.13080360867914
1739209599.4183452;-38.13080360867914
1739209599.4183555;-38.13080360867914
1739209599.4183657;-38.13080360867914
1739209599.418376;-45.120503652039325
1739209599.4183862;-45.120503652039325
1739209599.4183965;-45.120503652039325
1739209599.4184067;-45.120503652039325
1739209599.418417;-45.120503652039325
1739209599.4184272;-38.13080360867914
1739209599.4184375;-45.120503652039325
1739209599.4184477;-45.120503652039325
1739209599.418458;-33.981070128970906
1739209599.4184685;-45.120503652039325
1739209599.4184787;-45.120503652039325
1739209599.418489;-38.13080360867914
1739209599.4184992;-33.981070128970906
1739209599.4185095;-45.120503652039325
1739209599.4185197;-38.13080360867914
1739209599.41853;-45.120503652039325
1739209599.4185402;-45.120503652039325
1739209599.4185505;-45.120503652039325
1739209599.4185607;-45.120503652039325
1739209599.418571;-38.13080360867914
1739209599.4185812;-45.120503652039325
1739209599.4185915;-38.13080360867914
1739209599.4186018;-45.120503652039325
1739209599.418612;-45.120503652039325
1739209599.4186223;-45.120503652039325
1739209599.4186325;-45.120503652039325
1739209599.4186428;-45.120503652039325
1739209599.418653;-45.120503652039325
1739209599.4186635;-32.816014438256545
1739209599.4186738;-45.120503652039325
1739209599.418684;-45.120503652039325
1739209599.4186943;-38.13080360867914
1739209599.4187045;-45.120503652039325
1739209599.4187148;-45.120503652039325
1739209599.418725;-45.120503652039325
1739209599.4187353;-38.13080360867914
1739209599.4187455;-35.57807855764607
1739209599.4187558;-33.981070128970906
1739209599.418766;-38.13080360867914
1739209599.4187763;-35.57807855764607
1739209599.4187865;-35.57807855764607
1739209599.4187968;-35.57807855764607
1739209599.418807;-38.13080360867914
1739209599.4188173;-38.13080360867914
1739209599.4188275;-45.120503652039325
1739209599.4188378;-45.120503652039325
1739209599.418848;-45.120503652039325
1739209599.4188585;-38.13080360867914
1739209599.4188688;-38.13080360867914
1739209599.418879;-38.13080360867914
1739209599.4188893;-45.120503652039325
1739209599.4188995;-45.120503652039325
1739209599.4189098;-35.57807855764607
1739209599.41892;-38.13080360867914
1739209599.4189303;-45.120503652039325
1739209599.4189405;-45.120503652039325
1739209599.4189508;-35.57807855764607
1739209599.418961;-32.816014438256545
1739209599.4189713;-38.13080360867914
1739209599.4189816;-45.120503652039325
1739209599.4189918;-38.13080360867914
1739209599.419002;-45.120503652039325
1739209599.4190123;-38.13080360867914
1739209599.4190226;-38.13080360867914
1739209599.4190328;-45.120503652039325
1739209599.419043;-38.13080360867914
1739209599.4190536;-45.120503652039325
1739209599.4190638;-45.120503652039325
1739209599.419074;-45.120503652039325
1739209599.4190843;-38.13080360867914
1739209599.4190946;-38.13080360867914
1739209599.4191048;-45.120503652039325
1739209599.419115;-45.120503652039325
1739209599.4191253;-33.981070128970906
1739209599.4191356;-38.13080360867914
1739209599.4191458;-45.120503652039325
1739209599.419156;-45.120503652039325
1739209599.4191663;-38.13080360867914
1739209599.4191766;-38.13080360867914
1739209599.4191868;-45.120503652039325
1739209599.419197;-38.13080360867914
1739209599.4192073;-38.13080360867914
1739209599.4192176;-38.13080360867914
1739209599.4192278;-38.13080360867914
1739209599.419238;-45.120503652039325
1739209599.4192486;-38.13080360867914
1739209599.4192588;-45.120503652039325
1739209599.419269;-45.120503652039325
1739209599.4192793;-38.13080360867914
1739209599.4192896;-45.120503652039325
1739209599.4192998;-45.120503652039325
1739209599.41931;-45.120503652039325
1739209599.4193203;-38.13080360867914
1739209599.4193306;-38.13080360867914
1739209599.4193408;-45.120503652039325
1739209599.419351;-38.13080360867914
1739209599.4193614;-45.120503652039325
1739209599.4193716;-33.981070128970906
1739209599.4193819;-38.13080360867914
1739209599.419392;-38.13080360867914
1739209599.4194024;-45.120503652039325
1739209599.4194126;-45.120503652039325
1739209599.4194229;-38.13080360867914
1739209599.419433;-45.120503652039325
1739209599.4194436;-45.120503652039325
1739209599.4194539;-33.981070128970906
1739209599.419464;-38.13080360867914
1739209599.4194744;-45.120503652039325
1739209599.4194846;-45.120503652039325
1739209599.4194949;-45.120503652039325
1739209599.4195051;-45.120503652039325
1739209599.4195154;-45.120503652039325
1739209599.4195256;-35.57807855764607
1739209599.4195359;-28.58837851428586
1739209599.4195461;-35.57807855764607
1739209599.4195564;-38.13080360867914
1739209599.4195666;-45.120503652039325
1739209599.419577;-38.13080360867914
1739209599.4195871;-38.13080360867914
1739209599.4195974;-38.13080360867914
1739209599.4196076;-38.13080360867914
1739209599.419618;-28.992665084841942
1739209599.4196281;-28.992665084841942
1739209599.4196386;-38.13080360867914
1739209599.419649;-45.120503652039325
1739209599.4196591;-33.981070128970906
1739209599.4196694;-38.13080360867914
1739209599.4196796;-45.120503652039325
1739209599.41969;-33.981070128970906
1739209599.4197001;-38.13080360867914
1739209599.4197104;-38.13080360867914
1739209599.4197206;-38.13080360867914
1739209599.419731;-35.57807855764607
1739209599.4197412;-38.13080360867914
1739209599.4197514;-45.120503652039325
1739209599.4197617;-38.13080360867914
1739209599.419772;-38.13080360867914
1739209599.4197822;-38.13080360867914
1739209599.4197924;-38.13080360867914
1739209599.4198027;-38.13080360867914
1739209599.419813;-35.57807855764607
1739209599.4198232;-38.13080360867914
1739209599.4198337;-45.120503652039325
1739209599.419844;-38.13080360867914
1739209599.4198542;-45.120503652039325
1739209599.4198644;-33.981070128970906
1739209599.4198747;-28.992665084841942
1739209599.419885;-38.13080360867914
1739209599.4198952;-38.13080360867914
1739209599.4199054;-33.981070128970906
1739209599.4199157;-38.13080360867914
1739209599.419926;-45.120503652039325
1739209599.4199362;-33.981070128970906
1739209599.4199464;-38.13080360867914
1739209599.4199567;-30.49652367304976
1739209599.419967;-33.981070128970906
1739209599.4199772;-33.981070128970906
1739209599.4199874;-38.13080360867914
1739209599.4199977;-38.13080360867914
1739209599.420008;-38.13080360867914
1739209599.4200182;-45.120503652039325
1739209599.4200287;-38.13080360867914
1739209599.420039;-31.141103565318915
1739209599.4200492;-45.120503652039325
1739209599.4200594;-38.13080360867914
1739209599.4200697;-35.57807855764607
1739209599.42008;-45.120503652039325
1739209599.4200902;-45.120503652039325
1739209599.4201005;-45.120503652039325
1739209599.4201107;-45.120503652039325
1739209599.420121;-45.120503652039325
1739209599.4201312;-45.120503652039325
1739209599.4201415;-35.57807855764607
1739209599.4201517;-35.57807855764607
1739209599.420162;-45.120503652039325
1739209599.4201722;-38.13080360867914
1739209599.4201825;-35.57807855764607
1739209599.4201927;-35.57807855764607
1739209599.420203;-45.120503652039325
1739209599.4202132;-38.13080360867914
1739209599.4202237;-38.13080360867914
1739209599.420234;-38.13080360867914
1739209599.4202442;-45.120503652039325
1739209599.4202545;-38.13080360867914
1739209599.4202647;-38.13080360867914
1739209599.420275;-45.120503652039325
1739209599.4202852;-38.13080360867914
1739209599.4202955;-45.120503652039325
1739209599.4203057;-45.120503652039325
1739209599.420316;-38.13080360867914
1739209599.4203262;-32.816014438256545
1739209599.4203365;-45.120503652039325
1739209599.4203467;-35.57807855764607
1739209599.420357;-45.120503652039325
1739209599.4203672;-45.120503652039325
1739209599.4203775;-33.981070128970906
