CAN Message; 0x1a7:000037e59ac38719
Timestamp;Amplitude
1739209900.178991;-38.13080360867914
1739209900.1789975;-33.981070128970906
1739209900.179004;-38.13080360867914
1739209900.1790104;-45.120503652039325
1739209900.1790168;-38.13080360867914
1739209900.179023;-45.120503652039325
1739209900.1790295;-45.120503652039325
1739209900.179036;-38.13080360867914
1739209900.1790423;-38.13080360867914
1739209900.1790488;-45.120503652039325
1739209900.1790552;-45.120503652039325
1739209900.1790617;-38.13080360867914
1739209900.179068;-38.13080360867914
1739209900.1790745;-35.57807855764607
1739209900.179081;-38.13080360867914
1739209900.1790874;-32.816014438256545
1739209900.1790938;-33.981070128970906
1739209900.1791;-32.816014438256545
1739209900.1791065;-35.57807855764607
1739209900.179113;-45.120503652039325
1739209900.1791193;-45.120503652039325
1739209900.1791258;-45.120503652039325
1739209900.1791322;-45.120503652039325
1739209900.1791387;-45.120503652039325
1739209900.179145;-38.13080360867914
1739209900.1791515;-38.13080360867914
1739209900.179158;-45.120503652039325
1739209900.1791644;-38.13080360867914
1739209900.1791706;-33.981070128970906
1739209900.179177;-45.120503652039325
1739209900.1791835;-45.120503652039325
1739209900.17919;-38.13080360867914
1739209900.1791964;-38.13080360867914
1739209900.1792028;-35.57807855764607
1739209900.1792092;-38.13080360867914
1739209900.1792157;-38.13080360867914
1739209900.179222;-35.57807855764607
1739209900.1792285;-31.141103565318893
1739209900.179235;-35.57807855764607
1739209900.1792412;-45.120503652039325
1739209900.1792476;-45.120503652039325
1739209900.179254;-45.120503652039325
1739209900.1792605;-45.120503652039325
1739209900.179267;-45.120503652039325
1739209900.1792734;-35.57807855764607
1739209900.1792798;-45.120503652039325
1739209900.1792862;-45.120503652039325
1739209900.1792927;-35.57807855764607
1739209900.179299;-45.120503652039325
1739209900.1793056;-45.120503652039325
1739209900.179312;-45.120503652039325
1739209900.1793182;-35.57807855764607
1739209900.1793246;-45.120503652039325
1739209900.179331;-28.21854285175415
1739209900.1793375;-31.141103565318893
1739209900.179344;-45.120503652039325
1739209900.1793504;-38.13080360867914
1739209900.1793568;-38.13080360867914
1739209900.1793633;-38.13080360867914
1739209900.1793697;-45.120503652039325
1739209900.1793761;-45.120503652039325
1739209900.1793826;-45.120503652039325
1739209900.1793888;-45.120503652039325
1739209900.1793952;-38.13080360867914
1739209900.1794016;-38.13080360867914
1739209900.179408;-38.13080360867914
1739209900.1794145;-45.120503652039325
1739209900.179421;-38.13080360867914
1739209900.1794274;-45.120503652039325
1739209900.1794338;-29.438486411369333
1739209900.1794403;-28.58837851428586
1739209900.1794467;-45.120503652039325
1739209900.1794531;-45.120503652039325
1739209900.1794593;-45.120503652039325
1739209900.1794658;-35.57807855764607
1739209900.1794722;-45.120503652039325
1739209900.1794786;-33.981070128970906
1739209900.179485;-38.13080360867914
1739209900.1794915;-45.120503652039325
1739209900.179498;-45.120503652039325
1739209900.1795044;-38.13080360867914
1739209900.1795108;-45.120503652039325
1739209900.1795173;-45.120503652039325
1739209900.1795237;-45.120503652039325
1739209900.1795301;-45.120503652039325
1739209900.1795363;-38.13080360867914
1739209900.1795428;-32.816014438256545
1739209900.1795492;-38.13080360867914
1739209900.1795557;-45.120503652039325
1739209900.179562;-32.816014438256545
1739209900.1795685;-35.57807855764607
1739209900.179575;-45.120503652039325
1739209900.1795814;-38.13080360867914
1739209900.1795878;-38.13080360867914
1739209900.1795943;-38.13080360867914
1739209900.1796007;-45.120503652039325
1739209900.179607;-45.120503652039325
1739209900.1796134;-45.120503652039325
1739209900.1796198;-45.120503652039325
1739209900.1796262;-45.120503652039325
1739209900.1796327;-38.13080360867914
1739209900.179639;-45.120503652039325
1739209900.1796455;-45.120503652039325
1739209900.179652;-45.120503652039325
1739209900.1796584;-45.120503652039325
1739209900.1796649;-33.981070128970906
1739209900.1796713;-38.13080360867914
1739209900.1796777;-38.13080360867914
1739209900.179684;-38.13080360867914
1739209900.1796904;-35.57807855764607
1739209900.1796968;-28.992665084841942
1739209900.1797032;-38.13080360867914
1739209900.1797097;-38.13080360867914
1739209900.179716;-38.13080360867914
1739209900.1797225;-38.13080360867914
1739209900.179729;-45.120503652039325
1739209900.1797354;-38.13080360867914
1739209900.1797419;-38.13080360867914
1739209900.1797483;-38.13080360867914
1739209900.1797545;-38.13080360867914
1739209900.179761;-45.120503652039325
1739209900.1797674;-45.120503652039325
1739209900.1797738;-45.120503652039325
1739209900.1797802;-45.120503652039325
1739209900.1797867;-38.13080360867914
1739209900.1797931;-35.57807855764607
1739209900.1797996;-27.267205301931607
1739209900.179806;-38.13080360867914
1739209900.1798124;-38.13080360867914
1739209900.1798189;-32.816014438256545
1739209900.179825;-38.13080360867914
1739209900.1798315;-45.120503652039325
1739209900.179838;-45.120503652039325
1739209900.1798444;-45.120503652039325
1739209900.1798508;-45.120503652039325
1739209900.1798573;-45.120503652039325
1739209900.1798637;-45.120503652039325
1739209900.1798701;-38.13080360867914
1739209900.1798766;-38.13080360867914
1739209900.179883;-45.120503652039325
1739209900.1798894;-45.120503652039325
1739209900.1798959;-38.13080360867914
1739209900.179902;-45.120503652039325
1739209900.1799085;-45.120503652039325
1739209900.179915;-38.13080360867914
1739209900.1799214;-38.13080360867914
1739209900.1799278;-38.13080360867914
1739209900.1799343;-38.13080360867914
1739209900.1799407;-33.981070128970906
1739209900.1799471;-45.120503652039325
1739209900.1799536;-33.981070128970906
1739209900.17996;-38.13080360867914
1739209900.1799664;-38.13080360867914
1739209900.1799726;-38.13080360867914
1739209900.179979;-38.13080360867914
1739209900.1799855;-33.981070128970906
1739209900.179992;-45.120503652039325
1739209900.1799984;-32.816014438256545
1739209900.1800048;-33.981070128970906
1739209900.1800113;-45.120503652039325
1739209900.1800177;-45.120503652039325
1739209900.1800241;-35.57807855764607
1739209900.1800306;-38.13080360867914
1739209900.180037;-45.120503652039325
1739209900.1800432;-35.57807855764607
1739209900.1800497;-38.13080360867914
1739209900.180056;-38.13080360867914
1739209900.1800625;-38.13080360867914
1739209900.180069;-38.13080360867914
1739209900.1800754;-38.13080360867914
1739209900.1800818;-38.13080360867914
1739209900.1800883;-32.816014438256545
1739209900.1800947;-38.13080360867914
1739209900.1801012;-38.13080360867914
1739209900.1801076;-31.141103565318915
1739209900.180114;-33.981070128970906
1739209900.1801202;-45.120503652039325
1739209900.1801267;-45.120503652039325
1739209900.180133;-32.816014438256545
1739209900.1801395;-45.120503652039325
1739209900.180146;-45.120503652039325
1739209900.1801524;-33.981070128970906
1739209900.1801589;-38.13080360867914
1739209900.1801653;-38.13080360867914
1739209900.1801717;-45.120503652039325
1739209900.1801782;-35.57807855764607
1739209900.1801846;-38.13080360867914
1739209900.1801908;-38.13080360867914
1739209900.1801972;-45.120503652039325
1739209900.1802037;-45.120503652039325
1739209900.18021;-38.13080360867914
1739209900.1802166;-38.13080360867914
1739209900.180223;-38.13080360867914
1739209900.1802294;-38.13080360867914
1739209900.1802359;-45.120503652039325
1739209900.1802423;-45.120503652039325
1739209900.1802487;-38.13080360867914
1739209900.1802552;-45.120503652039325
1739209900.1802616;-45.120503652039325
1739209900.1802678;-38.13080360867914
1739209900.1802742;-38.13080360867914
1739209900.1802807;-45.120503652039325
1739209900.1802871;-38.13080360867914
1739209900.1802936;-38.13080360867914
1739209900.1803;-45.120503652039325
1739209900.1803064;-45.120503652039325
1739209900.1803129;-45.120503652039325
1739209900.1803193;-38.13080360867914
1739209900.1803257;-45.120503652039325
1739209900.1803322;-45.120503652039325
1739209900.1803384;-38.13080360867914
1739209900.1803448;-35.57807855764607
1739209900.1803513;-38.13080360867914
1739209900.1803577;-38.13080360867914
1739209900.1803641;-38.13080360867914
1739209900.1803706;-45.120503652039325
1739209900.180377;-45.120503652039325
1739209900.1803834;-45.120503652039325
1739209900.18039;-45.120503652039325
1739209900.1803963;-38.13080360867914
1739209900.1804028;-45.120503652039325
1739209900.180409;-38.13080360867914
1739209900.1804154;-45.120503652039325
1739209900.1804218;-29.438486411369333
1739209900.1804283;-31.141103565318893
1739209900.1804347;-45.120503652039325
1739209900.1804411;-38.13080360867914
1739209900.1804476;-38.13080360867914
1739209900.180454;-32.816014438256545
1739209900.1804605;-45.120503652039325
1739209900.180467;-38.13080360867914
1739209900.1804733;-45.120503652039325
1739209900.1804798;-45.120503652039325
1739209900.180486;-38.13080360867914
1739209900.1804924;-45.120503652039325
1739209900.1804988;-38.13080360867914
1739209900.1805053;-45.120503652039325
1739209900.1805117;-45.120503652039325
1739209900.1805182;-45.120503652039325
1739209900.1805246;-35.57807855764607
1739209900.180531;-32.816014438256545
1739209900.1805375;-45.120503652039325
1739209900.180544;-45.120503652039325
1739209900.1805503;-38.13080360867914
1739209900.1805565;-31.141103565318915
1739209900.180563;-45.120503652039325
1739209900.1805694;-45.120503652039325
1739209900.1805758;-45.120503652039325
1739209900.1805823;-45.120503652039325
1739209900.1805887;-45.120503652039325
1739209900.1805952;-45.120503652039325
1739209900.1806016;-38.13080360867914
1739209900.180608;-45.120503652039325
1739209900.1806145;-38.13080360867914
1739209900.180621;-45.120503652039325
1739209900.1806273;-33.981070128970906
1739209900.1806335;-31.141103565318915
1739209900.18064;-45.120503652039325
