CAN Message; 0x98:00006d08dd8d4947
Timestamp;Amplitude
1739209910.4373136;-33.981070128970906
1739209910.437321;-45.120503652039325
1739209910.4373283;-45.120503652039325
1739209910.437336;-35.57807855764607
1739209910.4373434;-38.13080360867914
1739209910.4373507;-45.120503652039325
1739209910.4373581;-45.120503652039325
1739209910.4373655;-45.120503652039325
1739209910.437373;-45.120503652039325
1739209910.4373803;-45.120503652039325
1739209910.437388;-45.120503652039325
1739209910.4373953;-45.120503652039325
1739209910.4374027;-38.13080360867914
1739209910.43741;-38.13080360867914
1739209910.4374175;-38.13080360867914
1739209910.437425;-38.13080360867914
1739209910.4374323;-33.981070128970906
1739209910.43744;-38.13080360867914
1739209910.4374473;-35.57807855764607
1739209910.4374547;-27.8777449560314
1739209910.437462;-33.981070128970906
1739209910.4374695;-45.120503652039325
1739209910.4374769;-45.120503652039325
1739209910.4374843;-45.120503652039325
1739209910.437492;-45.120503652039325
1739209910.4374993;-45.120503652039325
1739209910.4375067;-45.120503652039325
1739209910.437514;-45.120503652039325
1739209910.4375215;-38.13080360867914
1739209910.4375288;-45.120503652039325
1739209910.4375362;-45.120503652039325
1739209910.4375439;-45.120503652039325
1739209910.4375513;-45.120503652039325
1739209910.4375587;-45.120503652039325
1739209910.437566;-45.120503652039325
1739209910.4375734;-28.21854285175415
1739209910.4375808;-35.57807855764607
1739209910.4375882;-45.120503652039325
1739209910.4375958;-38.13080360867914
1739209910.4376032;-38.13080360867914
1739209910.4376106;-38.13080360867914
1739209910.437618;-45.120503652039325
1739209910.4376254;-38.13080360867914
1739209910.4376328;-38.13080360867914
1739209910.4376402;-45.120503652039325
1739209910.4376478;-45.120503652039325
1739209910.4376552;-45.120503652039325
1739209910.4376626;-45.120503652039325
1739209910.43767;-45.120503652039325
1739209910.4376774;-38.13080360867914
1739209910.4376848;-38.13080360867914
1739209910.4376922;-32.816014438256545
1739209910.4376998;-35.57807855764607
1739209910.4377072;-45.120503652039325
1739209910.4377146;-45.120503652039325
1739209910.437722;-32.816014438256545
1739209910.4377294;-38.13080360867914
1739209910.4377367;-38.13080360867914
1739209910.4377441;-33.981070128970906
1739209910.4377518;-38.13080360867914
1739209910.4377592;-45.120503652039325
1739209910.4377666;-45.120503652039325
1739209910.437774;-45.120503652039325
1739209910.4377813;-38.13080360867914
1739209910.4377887;-35.57807855764607
1739209910.437796;-45.120503652039325
1739209910.4378037;-45.120503652039325
1739209910.4378111;-45.120503652039325
1739209910.4378185;-45.120503652039325
1739209910.437826;-45.120503652039325
1739209910.4378333;-38.13080360867914
1739209910.4378407;-35.57807855764607
1739209910.437848;-30.49652367304973
1739209910.4378557;-45.120503652039325
1739209910.437863;-45.120503652039325
1739209910.4378705;-29.438486411369333
1739209910.437878;-32.816014438256545
1739209910.4378853;-45.120503652039325
1739209910.4378927;-45.120503652039325
1739209910.4379;-45.120503652039325
1739209910.4379077;-38.13080360867914
1739209910.437915;-45.120503652039325
1739209910.4379225;-38.13080360867914
1739209910.4379299;-38.13080360867914
1739209910.4379373;-45.120503652039325
1739209910.4379447;-45.120503652039325
1739209910.437952;-45.120503652039325
1739209910.4379597;-38.13080360867914
1739209910.437967;-45.120503652039325
1739209910.4379745;-38.13080360867914
1739209910.4379818;-45.120503652039325
1739209910.4379892;-32.816014438256545
1739209910.4379966;-27.267205301931607
1739209910.438004;-45.120503652039325
1739209910.4380116;-38.13080360867914
1739209910.438019;-38.13080360867914
1739209910.4380264;-35.57807855764607
1739209910.4380338;-45.120503652039325
1739209910.4380412;-38.13080360867914
1739209910.4380486;-38.13080360867914
1739209910.438056;-38.13080360867914
1739209910.4380636;-45.120503652039325
1739209910.438071;-38.13080360867914
1739209910.4380784;-38.13080360867914
1739209910.4380858;-45.120503652039325
1739209910.4380932;-33.981070128970906
1739209910.4381006;-45.120503652039325
1739209910.4381082;-38.13080360867914
1739209910.4381156;-28.992665084841942
1739209910.438123;-45.120503652039325
1739209910.4381304;-45.120503652039325
1739209910.4381378;-38.13080360867914
1739209910.4381452;-35.57807855764607
1739209910.4381526;-45.120503652039325
1739209910.4381602;-38.13080360867914
1739209910.4381676;-38.13080360867914
1739209910.438175;-38.13080360867914
1739209910.4381824;-45.120503652039325
1739209910.4381897;-45.120503652039325
1739209910.4381971;-33.981070128970906
1739209910.4382045;-45.120503652039325
1739209910.4382122;-45.120503652039325
1739209910.4382195;-45.120503652039325
1739209910.438227;-45.120503652039325
1739209910.4382343;-38.13080360867914
1739209910.4382417;-45.120503652039325
1739209910.438249;-45.120503652039325
1739209910.4382565;-35.57807855764607
1739209910.4382641;-38.13080360867914
1739209910.4382715;-45.120503652039325
1739209910.438279;-45.120503652039325
1739209910.4382863;-38.13080360867914
1739209910.4382937;-45.120503652039325
1739209910.438301;-45.120503652039325
1739209910.4383085;-38.13080360867914
1739209910.438316;-38.13080360867914
1739209910.4383235;-38.13080360867914
1739209910.438331;-38.13080360867914
1739209910.4383383;-45.120503652039325
1739209910.4383457;-38.13080360867914
1739209910.438353;-38.13080360867914
1739209910.4383605;-45.120503652039325
1739209910.438368;-45.120503652039325
1739209910.4383755;-45.120503652039325
1739209910.4383829;-38.13080360867914
1739209910.4383903;-38.13080360867914
1739209910.4383976;-45.120503652039325
1739209910.438405;-35.57807855764607
1739209910.4384124;-38.13080360867914
1739209910.43842;-45.120503652039325
1739209910.4384274;-45.120503652039325
1739209910.4384348;-45.120503652039325
1739209910.4384422;-33.981070128970906
1739209910.4384496;-45.120503652039325
1739209910.438457;-45.120503652039325
1739209910.4384644;-33.981070128970906
1739209910.438472;-38.13080360867914
1739209910.4384794;-45.120503652039325
1739209910.4384868;-45.120503652039325
1739209910.4384942;-35.57807855764607
1739209910.4385016;-38.13080360867914
1739209910.438509;-45.120503652039325
1739209910.4385164;-45.120503652039325
1739209910.438524;-32.816014438256545
1739209910.4385314;-38.13080360867914
1739209910.4385388;-38.13080360867914
1739209910.4385462;-45.120503652039325
1739209910.4385536;-35.57807855764607
1739209910.438561;-38.13080360867914
1739209910.4385684;-38.13080360867914
1739209910.438576;-38.13080360867914
1739209910.4385834;-38.13080360867914
1739209910.4385908;-38.13080360867914
1739209910.4385982;-45.120503652039325
1739209910.4386055;-45.120503652039325
1739209910.438613;-32.816014438256545
1739209910.4386203;-38.13080360867914
1739209910.438628;-38.13080360867914
1739209910.4386353;-33.981070128970906
1739209910.4386427;-38.13080360867914
1739209910.4386501;-33.981070128970906
1739209910.4386575;-45.120503652039325
1739209910.438665;-45.120503652039325
1739209910.4386723;-35.57807855764607
1739209910.43868;-38.13080360867914
1739209910.4386873;-45.120503652039325
1739209910.4386947;-45.120503652039325
1739209910.438702;-38.13080360867914
1739209910.4387095;-45.120503652039325
1739209910.438717;-38.13080360867914
1739209910.4387243;-38.13080360867914
1739209910.438732;-35.57807855764607
1739209910.4387393;-38.13080360867914
1739209910.4387467;-38.13080360867914
1739209910.438754;-38.13080360867914
1739209910.4387615;-38.13080360867914
1739209910.4387689;-33.981070128970906
1739209910.4387763;-45.120503652039325
1739209910.438784;-45.120503652039325
1739209910.4387913;-38.13080360867914
1739209910.4387987;-38.13080360867914
1739209910.438806;-38.13080360867914
1739209910.4388134;-45.120503652039325
1739209910.4388208;-35.57807855764607
1739209910.4388282;-38.13080360867914
1739209910.4388359;-33.981070128970906
1739209910.4388433;-38.13080360867914
1739209910.4388506;-35.57807855764607
1739209910.438858;-45.120503652039325
1739209910.4388654;-38.13080360867914
1739209910.4388728;-33.981070128970906
1739209910.4388802;-38.13080360867914
1739209910.4388878;-38.13080360867914
1739209910.4388952;-45.120503652039325
1739209910.4389026;-38.13080360867914
1739209910.43891;-38.13080360867914
1739209910.4389174;-33.981070128970906
1739209910.4389248;-45.120503652039325
1739209910.4389322;-45.120503652039325
1739209910.4389398;-38.13080360867914
1739209910.4389472;-45.120503652039325
