CAN Message; 0x24:09ebbb34dd8acc94
1739209771.2840333;-38.13080360867914
1739209771.2840376;-35.57807855764607
1739209771.2840421;-38.13080360867914
1739209771.2840466;-45.120503652039325
1739209771.284051;-38.13080360867914
1739209771.2840555;-38.13080360867914
1739209771.28406;-45.120503652039325
1739209771.2840643;-38.13080360867914
1739209771.2840688;-33.981070128970906
1739209771.2840734;-32.816014438256545
1739209771.2840776;-38.13080360867914
1739209771.2840822;-38.13080360867914
1739209771.2840867;-25.826314394896357
1739209771.284091;-31.141103565318893
1739209771.2840955;-45.120503652039325
1739209771.2841;-45.120503652039325
1739209771.2841043;-35.57807855764607
1739209771.2841089;-35.57807855764607
1739209771.2841134;-45.120503652039325
1739209771.2841177;-45.120503652039325
1739209771.2841222;-33.981070128970956
1739209771.2841268;-45.120503652039325
1739209771.284131;-38.13080360867914
1739209771.2841356;-33.981070128970906
1739209771.28414;-38.13080360867914
1739209771.2841444;-45.120503652039325
1739209771.284149;-38.13080360867914
1739209771.2841535;-45.120503652039325
1739209771.2841578;-31.141103565318915
1739209771.2841623;-38.13080360867914
1739209771.2841668;-45.120503652039325
1739209771.284171;-45.120503652039325
1739209771.2841756;-38.13080360867914
1739209771.2841802;-45.120503652039325
1739209771.2841845;-45.120503652039325
1739209771.284189;-45.120503652039325
1739209771.2841935;-45.120503652039325
1739209771.2841978;-45.120503652039325
1739209771.2842023;-45.120503652039325
1739209771.2842069;-45.120503652039325
1739209771.2842112;-45.120503652039325
1739209771.2842157;-45.120503652039325
1739209771.28422;-38.13080360867914
1739209771.2842245;-32.816014438256545
1739209771.284229;-45.120503652039325
1739209771.2842333;-45.120503652039325
1739209771.2842379;-33.981070128970906
1739209771.2842424;-38.13080360867914
1739209771.2842467;-45.120503652039325
1739209771.2842512;-38.13080360867914
1739209771.2842557;-45.120503652039325
1739209771.28426;-45.120503652039325
1739209771.2842646;-26.487275050834715
1739209771.284269;-29.438486411369333
1739209771.2842734;-45.120503652039325
1739209771.284278;-45.120503652039325
1739209771.2842824;-38.13080360867914
1739209771.2842867;-45.120503652039325
1739209771.2842913;-45.120503652039325
1739209771.2842958;-45.120503652039325
1739209771.2843;-45.120503652039325
1739209771.2843046;-45.120503652039325
1739209771.2843091;-45.120503652039325
1739209771.2843134;-45.120503652039325
1739209771.284318;-35.57807855764607
1739209771.2843225;-35.57807855764607
1739209771.2843268;-35.57807855764607
1739209771.2843313;-38.13080360867914
1739209771.2843359;-31.141103565318915
1739209771.2843401;-31.141103565318893
1739209771.2843447;-45.120503652039325
1739209771.2843492;-45.120503652039325
1739209771.2843535;-38.13080360867914
1739209771.284358;-45.120503652039325
1739209771.2843626;-45.120503652039325
1739209771.2843668;-45.120503652039325
1739209771.2843714;-38.13080360867914
1739209771.284376;-45.120503652039325
1739209771.2843802;-45.120503652039325
1739209771.2843847;-45.120503652039325
1739209771.2843893;-38.13080360867914
1739209771.2843935;-35.57807855764607
1739209771.284398;-38.13080360867914
1739209771.2844026;-45.120503652039325
1739209771.284407;-38.13080360867914
1739209771.2844114;-38.13080360867914
1739209771.284416;-35.57807855764607
1739209771.2844203;-38.13080360867914
1739209771.2844248;-38.13080360867914
1739209771.2844293;-33.981070128970906
1739209771.2844336;-38.13080360867914
1739209771.2844381;-45.120503652039325
1739209771.2844427;-33.981070128970906
1739209771.284447;-32.816014438256545
1739209771.2844515;-38.13080360867914
1739209771.284456;-38.13080360867914
1739209771.2844603;-32.816014438256545
1739209771.2844648;-31.141103565318915
1739209771.2844694;-45.120503652039325
1739209771.2844737;-38.13080360867914
1739209771.2844782;-38.13080360867914
1739209771.2844827;-33.981070128970906
1739209771.284487;-33.981070128970906
1739209771.2844915;-38.13080360867914
1739209771.284496;-45.120503652039325
1739209771.2845004;-33.981070128970906
1739209771.284505;-38.13080360867914
1739209771.2845094;-45.120503652039325
1739209771.2845137;-38.13080360867914
1739209771.2845182;-35.57807855764607
1739209771.2845228;-45.120503652039325
1739209771.284527;-45.120503652039325
1739209771.2845316;-33.981070128970906
1739209771.2845361;-38.13080360867914
1739209771.2845404;-38.13080360867914
1739209771.284545;-38.13080360867914
1739209771.2845495;-45.120503652039325
1739209771.2845538;-38.13080360867914
1739209771.2845583;-38.13080360867914
1739209771.2845628;-45.120503652039325
1739209771.284567;-45.120503652039325
1739209771.2845716;-35.57807855764607
1739209771.2845762;-45.120503652039325
1739209771.2845805;-45.120503652039325
1739209771.284585;-38.13080360867914
1739209771.2845895;-38.13080360867914
1739209771.2845938;-38.13080360867914
1739209771.2845984;-45.120503652039325
1739209771.2846029;-45.120503652039325
1739209771.2846072;-45.120503652039325
1739209771.2846117;-35.57807855764607
1739209771.2846162;-35.57807855764607
1739209771.2846205;-38.13080360867914
1739209771.284625;-38.13080360867914
1739209771.2846296;-31.141103565318915
1739209771.2846339;-38.13080360867914
1739209771.2846384;-38.13080360867914
1739209771.284643;-38.13080360867914
1739209771.2846472;-38.13080360867914
1739209771.2846518;-45.120503652039325
1739209771.2846563;-45.120503652039325
1739209771.2846606;-45.120503652039325
1739209771.284665;-45.120503652039325
1739209771.2846696;-45.120503652039325
1739209771.284674;-38.13080360867914
1739209771.2846785;-38.13080360867914
1739209771.284683;-35.57807855764607
1739209771.2846873;-38.13080360867914
1739209771.2846918;-45.120503652039325
1739209771.2846963;-38.13080360867914
1739209771.2847006;-38.13080360867914
1739209771.2847052;-35.57807855764607
1739209771.2847097;-38.13080360867914
1739209771.284714;-45.120503652039325
1739209771.2847185;-33.981070128970906
1739209771.284723;-31.141103565318893
1739209771.2847273;-38.13080360867914
1739209771.2847319;-38.13080360867914
1739209771.2847364;-31.141103565318915
1739209771.2847407;-33.981070128970906
1739209771.2847452;-45.120503652039325
1739209771.2847497;-38.13080360867914
1739209771.284754;-38.13080360867914
1739209771.2847586;-38.13080360867914
1739209771.284763;-45.120503652039325
1739209771.2847674;-38.13080360867914
1739209771.284772;-31.141103565318915
1739209771.2847764;-38.13080360867914
1739209771.2847807;-45.120503652039325
1739209771.2847853;-38.13080360867914
1739209771.2847898;-38.13080360867914
1739209771.284794;-38.13080360867914
1739209771.2847986;-38.13080360867914
1739209771.2848032;-38.13080360867914
1739209771.2848074;-33.981070128970906
1739209771.284812;-33.981070128970906
1739209771.2848165;-32.816014438256545
1739209771.2848208;-38.13080360867914
1739209771.2848253;-38.13080360867914
1739209771.2848299;-38.13080360867914
1739209771.2848341;-45.120503652039325
1739209771.2848387;-38.13080360867914
1739209771.2848432;-38.13080360867914
1739209771.2848475;-45.120503652039325
1739209771.284852;-45.120503652039325
1739209771.2848566;-45.120503652039325
1739209771.2848608;-38.13080360867914
1739209771.2848654;-45.120503652039325
1739209771.28487;-45.120503652039325
1739209771.2848742;-38.13080360867914
1739209771.2848787;-32.816014438256545
1739209771.2848833;-45.120503652039325
1739209771.2848876;-33.981070128970906
1739209771.284892;-38.13080360867914
1739209771.2848966;-33.981070128970906
1739209771.284901;-38.13080360867914
1739209771.2849054;-45.120503652039325
1739209771.28491;-38.13080360867914
1739209771.2849143;-28.992665084841942
1739209771.2849188;-45.120503652039325
1739209771.2849233;-45.120503652039325
1739209771.2849276;-32.816014438256545
1739209771.2849321;-45.120503652039325
1739209771.2849367;-45.120503652039325
1739209771.284941;-32.816014438256545
1739209771.2849455;-35.57807855764607
1739209771.28495;-38.13080360867914
1739209771.2849543;-45.120503652039325
1739209771.2849588;-45.120503652039325
1739209771.2849634;-45.120503652039325
1739209771.2849677;-45.120503652039325
1739209771.2849722;-38.13080360867914
1739209771.2849767;-45.120503652039325
1739209771.284981;-35.57807855764607
1739209771.2849855;-38.13080360867914
1739209771.28499;-45.120503652039325
1739209771.2849944;-33.981070128970906
1739209771.284999;-45.120503652039325
1739209771.2850034;-38.13080360867914
1739209771.2850077;-35.57807855764607
1739209771.2850122;-35.57807855764607
1739209771.2850168;-35.57807855764607
1739209771.285021;-38.13080360867914
1739209771.2850256;-45.120503652039325
1739209771.2850301;-45.120503652039325
1739209771.2850344;-35.57807855764607
1739209771.285039;-38.13080360867914
1739209771.2850435;-45.120503652039325
1739209771.2850478;-38.13080360867914
1739209771.2850523;-35.57807855764607
1739209771.2850568;-45.120503652039325
1739209771.2850611;-45.120503652039325
1739209771.2850657;-33.981070128970906
1739209771.2850702;-45.120503652039325
1739209771.2850745;-35.57807855764607
1739209771.285079;-35.57807855764607
1739209771.2850835;-45.120503652039325
1739209771.2850878;-45.120503652039325
1739209771.2850924;-38.13080360867914
1739209771.285097;-38.13080360867914
1739209771.2851012;-45.120503652039325
1739209771.2851057;-45.120503652039325
1739209771.2851102;-45.120503652039325
1739209771.2851145;-38.13080360867914
1739209771.285119;-45.120503652039325
1739209771.2851233;-38.13080360867914
1739209771.2851279;-45.120503652039325
1739209771.2851324;-45.120503652039325
1739209771.2851367;-38.13080360867914
1739209771.2851412;-45.120503652039325
1739209771.2851458;-33.981070128970906
1739209771.28515;-38.13080360867914
1739209771.2851546;-38.13080360867914
1739209771.285159;-38.13080360867914
1739209771.2851634;-38.13080360867914
1739209771.285168;-35.57807855764607
1739209771.2851725;-45.120503652039325
1739209771.2851768;-38.13080360867914
1739209771.2851813;-45.120503652039325
1739209771.2851858;-33.981070128970906
1739209771.28519;-38.13080360867914
1739209771.2851946;-45.120503652039325
1739209771.2851992;-45.120503652039325
1739209771.2852035;-45.120503652039325
1739209771.285208;-38.13080360867914
1739209771.2852125;-38.13080360867914
1739209771.2852168;-45.120503652039325
1739209771.2852213;-45.120503652039325
1739209771.2852259;-45.120503652039325
1739209771.2852302;-38.13080360867914
1739209771.2852347;-38.13080360867914
1739209771.2852392;-45.120503652039325
1739209771.2852435;-45.120503652039325
1739209771.285248;-38.13080360867914
1739209771.2852526;-35.57807855764607
1739209771.2852569;-38.13080360867914
1739209771.2852614;-38.13080360867914
1739209771.285266;-38.13080360867914
1739209771.2852702;-45.120503652039325
1739209771.2852747;-31.141103565318915
1739209771.2852793;-35.57807855764607
1739209771.2852836;-35.57807855764607
1739209771.285288;-45.120503652039325
1739209771.2852926;-45.120503652039325
1739209771.285297;-32.816014438256545
1739209771.2853014;-35.57807855764607
1739209771.285306;-45.120503652039325
1739209771.2853103;-33.981070128970956
1739209771.2853148;-38.13080360867914
1739209771.2853193;-32.816014438256545
1739209771.2853236;-45.120503652039325
1739209771.2853281;-45.120503652039325
1739209771.2853327;-45.120503652039325
1739209771.285337;-45.120503652039325
1739209771.2853415;-45.120503652039325
1739209771.285346;-31.141103565318915
1739209771.2853503;-35.57807855764607
1739209771.2853549;-38.13080360867914
1739209771.2853594;-45.120503652039325
1739209771.2853637;-38.13080360867914
1739209771.2853682;-38.13080360867914
1739209771.2853727;-35.57807855764607
1739209771.285377;-45.120503652039325
1739209771.2853816;-45.120503652039325
1739209771.285386;-38.13080360867914
1739209771.2853904;-35.57807855764607
1739209771.285395;-45.120503652039325
1739209771.2853994;-45.120503652039325
1739209771.2854037;-45.120503652039325
1739209771.2854083;-35.57807855764607
1739209771.2854128;-45.120503652039325
1739209771.285417;-31.141103565318943
1739209771.2854216;-33.981070128970906
1739209771.2854261;-38.13080360867914
1739209771.2854304;-35.57807855764607
1739209771.285435;-38.13080360867914
1739209771.2854395;-45.120503652039325
1739209771.2854438;-35.57807855764607
1739209771.2854483;-38.13080360867914
1739209771.2854528;-28.992665084841942
1739209771.2854571;-30.49652367304973
1739209771.2854617;-35.57807855764607
1739209771.2854662;-45.120503652039325
1739209771.2854705;-45.120503652039325
1739209771.285475;-33.981070128970906
1739209771.2854795;-32.816014438256545
1739209771.2854838;-38.13080360867914
1739209771.2854884;-35.57807855764607
1739209771.285493;-38.13080360867914
1739209771.2854972;-32.816014438256545
1739209771.2855017;-45.120503652039325
1739209771.2855062;-45.120503652039325
1739209771.2855105;-45.120503652039325
1739209771.285515;-38.13080360867914
1739209771.2855196;-45.120503652039325
1739209771.285524;-38.13080360867914
1739209771.2855284;-38.13080360867914
1739209771.285533;-45.120503652039325
1739209771.2855372;-45.120503652039325
1739209771.2855418;-38.13080360867914
1739209771.2855463;-45.120503652039325
1739209771.2855506;-38.13080360867914
1739209771.2855551;-45.120503652039325
1739209771.2855597;-38.13080360867914
1739209771.285564;-35.57807855764607
1739209771.2855685;-45.120503652039325
1739209771.285573;-45.120503652039325
1739209771.2855773;-35.57807855764607
1739209771.2855818;-38.13080360867914
1739209771.2855864;-45.120503652039325
1739209771.2855906;-38.13080360867914
1739209771.2855952;-38.13080360867914
1739209771.2855997;-45.120503652039325
1739209771.285604;-45.120503652039325
1739209771.2856085;-38.13080360867914
1739209771.285613;-38.13080360867914
1739209771.2856174;-45.120503652039325
1739209771.285622;-38.13080360867914
1739209771.2856264;-45.120503652039325
1739209771.2856307;-45.120503652039325
1739209771.2856352;-35.57807855764607
1739209771.2856398;-38.13080360867914
1739209771.285644;-38.13080360867914
1739209771.2856486;-38.13080360867914
1739209771.285653;-35.57807855764607
1739209771.2856574;-38.13080360867914
1739209771.285662;-38.13080360867914
1739209771.2856665;-38.13080360867914
1739209771.2856708;-45.120503652039325
1739209771.2856753;-45.120503652039325
1739209771.2856798;-45.120503652039325
1739209771.285684;-38.13080360867914
1739209771.2856886;-35.57807855764607
1739209771.2856932;-38.13080360867914
1739209771.2856975;-45.120503652039325
1739209771.285702;-38.13080360867914
1739209771.2857065;-45.120503652039325
1739209771.2857108;-45.120503652039325
1739209771.2857153;-38.13080360867914
1739209771.2857199;-38.13080360867914
1739209771.2857242;-38.13080360867914
1739209771.2857287;-45.120503652039325
1739209771.2857332;-38.13080360867914
1739209771.2857375;-38.13080360867914
1739209771.285742;-30.49652367304973
1739209771.2857466;-32.816014438256545
1739209771.2857509;-45.120503652039325
1739209771.2857554;-45.120503652039325
1739209771.28576;-35.57807855764607
1739209771.2857642;-38.13080360867914
1739209771.2857687;-38.13080360867914
1739209771.2857733;-45.120503652039325
1739209771.2857776;-45.120503652039325
1739209771.285782;-38.13080360867914
1739209771.2857866;-38.13080360867914
1739209771.285791;-45.120503652039325
1739209771.2857955;-45.120503652039325
1739209771.2858;-38.13080360867914
1739209771.2858043;-38.13080360867914
1739209771.2858088;-45.120503652039325
1739209771.2858133;-38.13080360867914
1739209771.2858176;-35.57807855764607
1739209771.2858222;-38.13080360867914
1739209771.2858267;-45.120503652039325
1739209771.285831;-38.13080360867914
1739209771.2858355;-32.816014438256545
1739209771.28584;-38.13080360867914
1739209771.2858443;-45.120503652039325
1739209771.2858489;-32.816014438256545
1739209771.2858534;-29.438486411369333
1739209771.2858577;-45.120503652039325
1739209771.2858622;-45.120503652039325
1739209771.2858667;-45.120503652039325
1739209771.285871;-33.981070128970906
1739209771.2858756;-33.981070128970906
1739209771.28588;-38.13080360867914
1739209771.2858844;-45.120503652039325
1739209771.285889;-45.120503652039325
1739209771.2858934;-38.13080360867914
1739209771.2858977;-45.120503652039325
1739209771.2859023;-38.13080360867914
1739209771.2859068;-45.120503652039325
1739209771.285911;-38.13080360867914
1739209771.2859156;-45.120503652039325
1739209771.2859201;-30.49652367304973
1739209771.2859244;-26.035653463252796
1739209771.285929;-45.120503652039325
1739209771.2859335;-45.120503652039325
1739209771.2859378;-38.13080360867914
1739209771.2859423;-35.57807855764607
1739209771.2859468;-45.120503652039325
1739209771.2859511;-38.13080360867914
1739209771.2859557;-45.120503652039325
1739209771.2859602;-45.120503652039325
1739209771.2859645;-45.120503652039325
1739209771.285969;-45.120503652039325
1739209771.2859735;-45.120503652039325
1739209771.2859778;-38.13080360867914
1739209771.2859824;-38.13080360867914
1739209771.285987;-45.120503652039325
1739209771.2859912;-45.120503652039325
1739209771.2859957;-38.13080360867914
1739209771.2860003;-38.13080360867914
1739209771.2860045;-45.120503652039325
1739209771.286009;-33.981070128970906
1739209771.2860136;-38.13080360867914
1739209771.286018;-38.13080360867914
1739209771.2860224;-45.120503652039325
1739209771.286027;-35.57807855764607
1739209771.2860312;-28.21854285175415
1739209771.2860358;-45.120503652039325
1739209771.28604;-45.120503652039325
1739209771.2860446;-35.57807855764607
1739209771.2860491;-30.49652367304973
1739209771.2860534;-45.120503652039325
1739209771.286058;-38.13080360867914
1739209771.2860625;-45.120503652039325
1739209771.2860668;-38.13080360867914
1739209771.2860713;-35.57807855764607
1739209771.2860758;-38.13080360867914
1739209771.2860801;-45.120503652039325
1739209771.2860847;-38.13080360867914
1739209771.2860892;-35.57807855764607
1739209771.2860935;-45.120503652039325
1739209771.286098;-35.57807855764607
1739209771.2861025;-29.438486411369333
1739209771.2861068;-45.120503652039325
1739209771.2861114;-45.120503652039325
1739209771.286116;-38.13080360867914
1739209771.2861202;-38.13080360867914
1739209771.2861247;-38.13080360867914
1739209771.2861292;-45.120503652039325
1739209771.2861335;-45.120503652039325
1739209771.286138;-45.120503652039325
1739209771.2861426;-38.13080360867914
1739209771.2861469;-35.57807855764607
1739209771.2861514;-45.120503652039325
1739209771.286156;-35.57807855764607
1739209771.2861602;-38.13080360867914
1739209771.2861648;-38.13080360867914
1739209771.2861693;-45.120503652039325
1739209771.2861736;-45.120503652039325
1739209771.286178;-45.120503652039325
1739209771.2861826;-45.120503652039325
1739209771.286187;-45.120503652039325
1739209771.2861915;-45.120503652039325
1739209771.286196;-35.57807855764607
1739209771.2862003;-38.13080360867914
1739209771.2862048;-45.120503652039325
1739209771.2862093;-32.816014438256545
1739209771.2862136;-33.981070128970906
1739209771.2862182;-35.57807855764607
1739209771.2862227;-38.13080360867914
1739209771.286227;-38.13080360867914
1739209771.2862315;-38.13080360867914
1739209771.286236;-45.120503652039325
1739209771.2862403;-45.120503652039325
1739209771.2862449;-45.120503652039325
1739209771.2862494;-35.57807855764607
1739209771.2862537;-35.57807855764607
1739209771.2862582;-45.120503652039325
1739209771.2862628;-45.120503652039325
1739209771.286267;-38.13080360867914
1739209771.2862716;-45.120503652039325
1739209771.286276;-38.13080360867914
1739209771.2862804;-35.57807855764607
1739209771.286285;-45.120503652039325
1739209771.2862895;-45.120503652039325
1739209771.2862937;-38.13080360867914
1739209771.2862983;-32.816014438256545
1739209771.2863028;-45.120503652039325
1739209771.286307;-45.120503652039325
1739209771.2863116;-45.120503652039325
1739209771.2863162;-45.120503652039325
1739209771.2863204;-45.120503652039325
1739209771.286325;-45.120503652039325
1739209771.2863295;-33.981070128970906
1739209771.2863338;-32.816014438256545
