CAN Message; 0x1b8:00009f2c4d9f7313
1739209683.222591;-30.49652367304973
1739209683.2225938;-33.981070128970906
1739209683.222597;-45.120503652039325
1739209683.2226;-38.13080360867914
1739209683.222603;-32.816014438256545
1739209683.222606;-38.13080360867914
1739209683.222609;-45.120503652039325
1739209683.2226121;-38.13080360867914
1739209683.2226152;-38.13080360867914
1739209683.222618;-45.120503652039325
1739209683.2226212;-45.120503652039325
1739209683.2226243;-38.13080360867914
1739209683.2226272;-35.57807855764607
1739209683.2226303;-45.120503652039325
1739209683.2226334;-45.120503652039325
1739209683.2226365;-38.13080360867914
1739209683.2226393;-38.13080360867914
1739209683.2226424;-33.981070128970906
1739209683.2226455;-33.981070128970906
1739209683.2226486;-38.13080360867914
1739209683.2226515;-45.120503652039325
1739209683.2226546;-45.120503652039325
1739209683.2226577;-35.57807855764607
1739209683.2226608;-45.120503652039325
1739209683.2226636;-38.13080360867914
1739209683.2226667;-31.141103565318915
1739209683.2226698;-45.120503652039325
1739209683.222673;-45.120503652039325
1739209683.2226758;-45.120503652039325
1739209683.222679;-38.13080360867914
1739209683.222682;-35.57807855764607
1739209683.2226849;-38.13080360867914
1739209683.222688;-33.981070128970906
1739209683.222691;-30.49652367304973
1739209683.2226942;-38.13080360867914
1739209683.222697;-38.13080360867914
1739209683.2227;-45.120503652039325
1739209683.2227032;-45.120503652039325
1739209683.2227063;-35.57807855764607
1739209683.2227092;-38.13080360867914
1739209683.2227123;-33.981070128970906
1739209683.2227154;-33.981070128970906
1739209683.2227185;-38.13080360867914
1739209683.2227213;-45.120503652039325
1739209683.2227244;-45.120503652039325
1739209683.2227275;-38.13080360867914
1739209683.2227306;-45.120503652039325
1739209683.2227335;-38.13080360867914
1739209683.2227366;-35.57807855764607
1739209683.2227397;-38.13080360867914
1739209683.2227428;-38.13080360867914
1739209683.2227457;-45.120503652039325
1739209683.2227488;-45.120503652039325
1739209683.2227519;-38.13080360867914
1739209683.2227547;-38.13080360867914
1739209683.2227578;-45.120503652039325
1739209683.222761;-38.13080360867914
1739209683.222764;-38.13080360867914
1739209683.2227669;-45.120503652039325
1739209683.22277;-38.13080360867914
1739209683.222773;-38.13080360867914
1739209683.2227762;-45.120503652039325
1739209683.222779;-45.120503652039325
1739209683.2227821;-45.120503652039325
1739209683.2227852;-45.120503652039325
1739209683.2227883;-38.13080360867914
1739209683.2227912;-35.57807855764607
1739209683.2227943;-38.13080360867914
1739209683.2227974;-33.981070128970906
1739209683.2228005;-32.816014438256545
1739209683.2228034;-33.981070128970906
1739209683.2228065;-45.120503652039325
1739209683.2228096;-45.120503652039325
1739209683.2228124;-33.981070128970906
1739209683.2228155;-45.120503652039325
1739209683.2228186;-38.13080360867914
1739209683.2228217;-35.57807855764607
1739209683.2228246;-45.120503652039325
1739209683.2228277;-38.13080360867914
1739209683.2228308;-45.120503652039325
1739209683.2228339;-45.120503652039325
1739209683.2228367;-45.120503652039325
1739209683.2228398;-45.120503652039325
1739209683.222843;-45.120503652039325
1739209683.222846;-45.120503652039325
1739209683.222849;-33.981070128970906
1739209683.222852;-38.13080360867914
1739209683.222855;-38.13080360867914
1739209683.2228582;-45.120503652039325
1739209683.222861;-35.57807855764607
1739209683.2228642;-31.141103565318893
1739209683.2228673;-45.120503652039325
1739209683.2228703;-38.13080360867914
1739209683.2228732;-38.13080360867914
1739209683.2228763;-35.57807855764607
1739209683.2228794;-38.13080360867914
1739209683.2228823;-38.13080360867914
1739209683.2228854;-45.120503652039325
1739209683.2228885;-45.120503652039325
1739209683.2228916;-35.57807855764607
1739209683.2228944;-38.13080360867914
1739209683.2228975;-33.981070128970906
1739209683.2229006;-45.120503652039325
1739209683.2229037;-38.13080360867914
1739209683.2229066;-45.120503652039325
1739209683.2229097;-35.57807855764607
1739209683.2229128;-32.816014438256545
1739209683.222916;-45.120503652039325
1739209683.2229187;-45.120503652039325
1739209683.2229218;-45.120503652039325
1739209683.222925;-38.13080360867914
1739209683.222928;-38.13080360867914
1739209683.222931;-45.120503652039325
1739209683.222934;-45.120503652039325
1739209683.222937;-45.120503652039325
1739209683.22294;-45.120503652039325
1739209683.222943;-38.13080360867914
1739209683.2229462;-38.13080360867914
1739209683.2229493;-45.120503652039325
1739209683.2229521;-45.120503652039325
1739209683.2229552;-45.120503652039325
1739209683.2229583;-38.13080360867914
1739209683.2229614;-32.816014438256545
1739209683.2229643;-45.120503652039325
1739209683.2229674;-45.120503652039325
1739209683.2229705;-38.13080360867914
1739209683.2229736;-38.13080360867914
1739209683.2229764;-45.120503652039325
1739209683.2229795;-45.120503652039325
1739209683.2229826;-38.13080360867914
1739209683.2229857;-32.816014438256545
1739209683.2229886;-45.120503652039325
1739209683.2229917;-45.120503652039325
1739209683.2229948;-45.120503652039325
1739209683.222998;-45.120503652039325
1739209683.2230008;-45.120503652039325
1739209683.2230039;-45.120503652039325
1739209683.223007;-45.120503652039325
1739209683.2230098;-45.120503652039325
1739209683.223013;-38.13080360867914
1739209683.223016;-38.13080360867914
1739209683.2230191;-45.120503652039325
1739209683.223022;-38.13080360867914
1739209683.223025;-45.120503652039325
1739209683.2230282;-38.13080360867914
1739209683.2230313;-35.57807855764607
1739209683.2230341;-27.8777449560314
1739209683.2230372;-38.13080360867914
1739209683.2230403;-45.120503652039325
1739209683.2230434;-38.13080360867914
1739209683.2230463;-38.13080360867914
1739209683.2230494;-45.120503652039325
1739209683.2230525;-45.120503652039325
1739209683.2230556;-38.13080360867914
1739209683.2230585;-45.120503652039325
1739209683.2230616;-45.120503652039325
1739209683.2230647;-45.120503652039325
1739209683.2230678;-45.120503652039325
1739209683.2230706;-45.120503652039325
1739209683.2230737;-45.120503652039325
1739209683.2230768;-45.120503652039325
1739209683.2230797;-33.981070128970906
1739209683.2230828;-26.991370085610722
1739209683.2230859;-33.981070128970906
1739209683.223089;-38.13080360867914
1739209683.2230918;-45.120503652039325
1739209683.223095;-38.13080360867914
1739209683.223098;-45.120503652039325
1739209683.2231011;-38.13080360867914
1739209683.223104;-38.13080360867914
1739209683.223107;-38.13080360867914
1739209683.2231102;-38.13080360867914
1739209683.2231133;-38.13080360867914
1739209683.2231162;-35.57807855764607
1739209683.2231193;-45.120503652039325
1739209683.2231224;-45.120503652039325
1739209683.2231255;-45.120503652039325
1739209683.2231283;-33.981070128970906
1739209683.2231314;-38.13080360867914
1739209683.2231345;-45.120503652039325
1739209683.2231374;-38.13080360867914
1739209683.2231405;-38.13080360867914
1739209683.2231436;-45.120503652039325
1739209683.2231467;-45.120503652039325
1739209683.2231495;-35.57807855764607
1739209683.2231526;-45.120503652039325
1739209683.2231557;-31.141103565318915
1739209683.2231588;-32.816014438256545
1739209683.2231617;-35.57807855764607
1739209683.2231648;-38.13080360867914
1739209683.223168;-45.120503652039325
1739209683.223171;-38.13080360867914
1739209683.2231739;-38.13080360867914
1739209683.223177;-45.120503652039325
1739209683.22318;-45.120503652039325
1739209683.2231832;-38.13080360867914
1739209683.223186;-45.120503652039325
1739209683.223189;-38.13080360867914
1739209683.2231922;-33.981070128970906
1739209683.2231953;-38.13080360867914
1739209683.2231982;-32.816014438256545
1739209683.2232013;-45.120503652039325
1739209683.2232044;-45.120503652039325
1739209683.2232072;-45.120503652039325
1739209683.2232103;-45.120503652039325
1739209683.2232134;-38.13080360867914
1739209683.2232165;-38.13080360867914
1739209683.2232194;-45.120503652039325
1739209683.2232225;-38.13080360867914
1739209683.2232256;-45.120503652039325
1739209683.2232287;-33.981070128970906
1739209683.2232316;-32.816014438256545
1739209683.2232347;-45.120503652039325
1739209683.2232378;-38.13080360867914
1739209683.2232409;-35.57807855764607
1739209683.2232437;-38.13080360867914
1739209683.2232468;-45.120503652039325
1739209683.22325;-45.120503652039325
1739209683.223253;-45.120503652039325
1739209683.2232559;-45.120503652039325
1739209683.223259;-45.120503652039325
1739209683.223262;-38.13080360867914
1739209683.223265;-35.57807855764607
1739209683.223268;-38.13080360867914
1739209683.2232711;-45.120503652039325
1739209683.2232742;-45.120503652039325
1739209683.223277;-33.981070128970906
1739209683.2232802;-33.981070128970906
1739209683.2232833;-38.13080360867914
1739209683.2232864;-38.13080360867914
1739209683.2232893;-45.120503652039325
1739209683.2232924;-45.120503652039325
1739209683.2232955;-45.120503652039325
1739209683.2232985;-45.120503652039325
1739209683.2233014;-38.13080360867914
1739209683.2233045;-35.57807855764607
1739209683.2233076;-45.120503652039325
1739209683.2233107;-38.13080360867914
1739209683.2233136;-38.13080360867914
1739209683.2233167;-38.13080360867914
1739209683.2233198;-38.13080360867914
1739209683.2233229;-45.120503652039325
1739209683.2233257;-38.13080360867914
1739209683.2233288;-38.13080360867914
1739209683.2191098;-35.57807855764607
1739209683.2191112;-38.13080360867914
1739209683.2191126;-45.120503652039325
1739209683.2191138;-45.120503652039325
1739209683.2191153;-38.13080360867914
1739209683.2191167;-32.81601443825658
1739209683.219118;-45.120503652039325
1739209683.2191195;-33.981070128970906
1739209683.2191207;-32.816014438256545
1739209683.2191222;-38.13080360867914
1739209683.2191236;-45.120503652039325
1739209683.2191248;-33.981070128970906
1739209683.2191262;-45.120503652039325
1739209683.2191277;-28.58837851428586
1739209683.219129;-38.13080360867914
1739209683.2191305;-38.13080360867914
1739209683.2191317;-32.816014438256545
1739209683.2191331;-35.57807855764607
1739209683.2191346;-45.120503652039325
1739209683.2191358;-33.981070128970906
1739209683.2191372;-32.816014438256545
1739209683.2191386;-32.81601443825658
1739209683.21914;-45.120503652039325
1739209683.2191415;-45.120503652039325
1739209683.2191427;-38.13080360867914
1739209683.219144;-38.13080360867914
1739209683.2191455;-45.120503652039325
1739209683.2191467;-35.57807855764607
1739209683.2191482;-35.57807855764607
1739209683.2191496;-38.13080360867914
1739209683.219151;-38.13080360867914
1739209683.2191525;-45.120503652039325
1739209683.2191536;-38.13080360867914
1739209683.219155;-45.120503652039325
1739209683.2191565;-38.13080360867914
1739209683.2191577;-38.13080360867914
1739209683.2191591;-45.120503652039325
1739209683.2191606;-30.49652367304973
1739209683.219162;-30.49652367304973
1739209683.2191634;-45.120503652039325
1739209683.2191646;-45.120503652039325
1739209683.219166;-38.13080360867914
1739209683.2191675;-38.13080360867914
1739209683.2191687;-45.120503652039325
1739209683.21917;-45.120503652039325
1739209683.2191715;-45.120503652039325
1739209683.219173;-45.120503652039325
1739209683.2191744;-38.13080360867914
1739209683.2191756;-45.120503652039325
1739209683.219177;-45.120503652039325
1739209683.2191784;-35.57807855764607
1739209683.2191796;-45.120503652039325
1739209683.219181;-45.120503652039325
1739209683.2191825;-32.816014438256545
1739209683.219184;-32.816014438256545
1739209683.2191854;-38.13080360867914
1739209683.2191865;-38.13080360867914
1739209683.219188;-38.13080360867914
1739209683.2191894;-45.120503652039325
1739209683.2191906;-45.120503652039325
1739209683.219192;-45.120503652039325
1739209683.2191935;-38.13080360867914
1739209683.219195;-32.816014438256545
1739209683.2191963;-38.13080360867914
1739209683.2191975;-45.120503652039325
1739209683.219199;-38.13080360867914
1739209683.2192004;-35.57807855764607
1739209683.2192016;-38.13080360867914
1739209683.219203;-38.13080360867914
1739209683.2192044;-45.120503652039325
1739209683.2192059;-45.120503652039325
1739209683.2192073;-33.981070128970906
1739209683.2192085;-45.120503652039325
1739209683.21921;-45.120503652039325
1739209683.2192113;-33.981070128970906
1739209683.2192125;-35.57807855764607
1739209683.219214;-45.120503652039325
1739209683.2192154;-35.57807855764607
1739209683.2192168;-35.57807855764607
1739209683.2192183;-38.13080360867914
1739209683.2192194;-45.120503652039325
1739209683.2192209;-38.13080360867914
1739209683.2192223;-38.13080360867914
1739209683.2192235;-35.57807855764607
1739209683.219225;-38.13080360867914
1739209683.2192264;-45.120503652039325
1739209683.2192278;-45.120503652039325
1739209683.2192292;-45.120503652039325
1739209683.2192304;-45.120503652039325
1739209683.2192318;-45.120503652039325
1739209683.2192333;-45.120503652039325
1739209683.2192345;-45.120503652039325
1739209683.219236;-38.13080360867914
1739209683.2192373;-45.120503652039325
1739209683.2192388;-38.13080360867914
1739209683.2192402;-35.57807855764607
1739209683.2192414;-38.13080360867914
1739209683.2192428;-38.13080360867914
1739209683.2192442;-38.13080360867914
1739209683.2192454;-38.13080360867914
1739209683.2192469;-45.120503652039325
1739209683.2192483;-38.13080360867914
1739209683.2192497;-38.13080360867914
1739209683.2192512;-38.13080360867914
1739209683.2192523;-45.120503652039325
1739209683.2192538;-38.13080360867914
1739209683.2192552;-38.13080360867914
1739209683.2192564;-45.120503652039325
1739209683.2192578;-38.13080360867914
1739209683.2192593;-45.120503652039325
1739209683.2192607;-38.13080360867914
1739209683.2192621;-35.57807855764607
1739209683.2192633;-38.13080360867914
1739209683.2192647;-45.120503652039325
1739209683.2192662;-45.120503652039325
1739209683.2192674;-38.13080360867914
1739209683.2192688;-38.13080360867914
1739209683.2192702;-38.13080360867914
1739209683.2192717;-45.120503652039325
1739209683.219273;-33.981070128970906
1739209683.2192743;-38.13080360867914
1739209683.2192757;-38.13080360867914
1739209683.2192771;-38.13080360867914
1739209683.2192783;-38.13080360867914
1739209683.2192798;-38.13080360867914
1739209683.2192812;-38.13080360867914
1739209683.2192826;-45.120503652039325
1739209683.219284;-45.120503652039325
1739209683.2192852;-38.13080360867914
1739209683.2192867;-45.120503652039325
1739209683.219288;-38.13080360867914
1739209683.2192893;-45.120503652039325
1739209683.2192907;-38.13080360867914
1739209683.2192922;-45.120503652039325
1739209683.2192936;-38.13080360867914
1739209683.219295;-31.141103565318915
1739209683.2192962;-38.13080360867914
1739209683.2192976;-35.57807855764607
1739209683.219299;-35.57807855764607
1739209683.2193003;-38.13080360867914
1739209683.2193017;-35.57807855764607
1739209683.2193031;-38.13080360867914
1739209683.2193046;-38.13080360867914
1739209683.219306;-31.141103565318915
1739209683.2193072;-45.120503652039325
1739209683.2193086;-38.13080360867914
1739209683.21931;-35.57807855764607
1739209683.2193112;-38.13080360867914
1739209683.2193127;-45.120503652039325
1739209683.219314;-45.120503652039325
1739209683.2193155;-33.981070128970906
1739209683.219317;-31.141103565318915
1739209683.2193182;-45.120503652039325
1739209683.2193196;-38.13080360867914
1739209683.219321;-38.13080360867914
1739209683.2193222;-38.13080360867914
1739209683.2193236;-38.13080360867914
1739209683.219325;-45.120503652039325
1739209683.2193265;-45.120503652039325
1739209683.219328;-38.13080360867914
1739209683.219329;-45.120503652039325
1739209683.2193305;-38.13080360867914
1739209683.219332;-38.13080360867914
1739209683.2193332;-38.13080360867914
1739209683.2193346;-38.13080360867914
1739209683.219336;-38.13080360867914
1739209683.2193375;-38.13080360867914
1739209683.219339;-31.141103565318915
1739209683.21934;-35.57807855764607
1739209683.2193415;-38.13080360867914
1739209683.219343;-45.120503652039325
1739209683.2193441;-38.13080360867914
1739209683.2193456;-38.13080360867914
1739209683.219347;-45.120503652039325
1739209683.2193484;-45.120503652039325
1739209683.2193499;-32.816014438256545
1739209683.219351;-45.120503652039325
1739209683.2193525;-38.13080360867914
1739209683.219354;-45.120503652039325
1739209683.219355;-38.13080360867914
1739209683.2193565;-32.816014438256545
1739209683.219358;-45.120503652039325
1739209683.2193594;-45.120503652039325
1739209683.2193608;-28.992665084841942
1739209683.219362;-32.816014438256545
1739209683.2193635;-38.13080360867914
1739209683.219365;-38.13080360867914
1739209683.219366;-38.13080360867914
1739209683.2193675;-45.120503652039325
1739209683.219369;-45.120503652039325
1739209683.2193704;-45.120503652039325
1739209683.2193718;-45.120503652039325
1739209683.219373;-45.120503652039325
1739209683.2193744;-45.120503652039325
1739209683.2193758;-45.120503652039325
1739209683.219377;-33.981070128970906
1739209683.2193785;-38.13080360867914
1739209683.21938;-45.120503652039325
1739209683.2193813;-45.120503652039325
1739209683.2193828;-38.13080360867914
1739209683.219384;-38.13080360867914
1739209683.2193854;-45.120503652039325
1739209683.2193868;-45.120503652039325
1739209683.219388;-38.13080360867914
1739209683.2193894;-35.57807855764607
1739209683.2193909;-45.120503652039325
1739209683.2193923;-45.120503652039325
1739209683.2193937;-33.981070128970906
1739209683.219395;-35.57807855764607
1739209683.2193964;-38.13080360867914
1739209683.2193978;-45.120503652039325
1739209683.219399;-45.120503652039325
1739209683.2194004;-45.120503652039325
1739209683.2194018;-38.13080360867914
1739209683.2194033;-38.13080360867914
1739209683.2194047;-45.120503652039325
1739209683.219406;-33.981070128970906
1739209683.2194073;-38.13080360867914
1739209683.2194088;-45.120503652039325
1739209683.21941;-45.120503652039325
1739209683.2194114;-30.49652367304973
1739209683.2194128;-38.13080360867914
1739209683.2194142;-45.120503652039325
1739209683.2194157;-33.981070128970906
1739209683.2194169;-38.13080360867914
1739209683.2194183;-45.120503652039325
1739209683.2194197;-45.120503652039325
1739209683.219421;-38.13080360867914
1739209683.2194223;-45.120503652039325
1739209683.2194238;-38.13080360867914
1739209683.2194252;-45.120503652039325
1739209683.2194266;-45.120503652039325
1739209683.2194278;-33.981070128970906
1739209683.2194293;-38.13080360867914
1739209683.2194307;-45.120503652039325
1739209683.2194319;-45.120503652039325
1739209683.2194333;-30.49652367304973
1739209683.2194347;-38.13080360867914
1739209683.2194362;-45.120503652039325
1739209683.2194376;-38.13080360867914
1739209683.2194388;-32.816014438256545
1739209683.2194402;-38.13080360867914
1739209683.2194417;-45.120503652039325
1739209683.2194428;-45.120503652039325
1739209683.2194443;-38.13080360867914
1739209683.2194457;-38.13080360867914
1739209683.2194471;-45.120503652039325
1739209683.2194486;-33.981070128970906
1739209683.2194498;-45.120503652039325
1739209683.2194512;-45.120503652039325
1739209683.2194526;-45.120503652039325
1739209683.2194538;-33.981070128970906
1739209683.2194552;-38.13080360867914
1739209683.2194567;-45.120503652039325
1739209683.219458;-45.120503652039325
1739209683.2194595;-38.13080360867914
1739209683.2194607;-31.141103565318915
1739209683.2194622;-38.13080360867914
1739209683.2194636;-45.120503652039325
1739209683.2194648;-45.120503652039325
1739209683.2194662;-31.141103565318915
1739209683.2194676;-38.13080360867914
1739209683.219469;-45.120503652039325
1739209683.2194705;-38.13080360867914
1739209683.2194717;-45.120503652039325
1739209683.2194731;-45.120503652039325
1739209683.2194746;-45.120503652039325
1739209683.2194757;-38.13080360867914
1739209683.2194772;-38.13080360867914
1739209683.2194786;-45.120503652039325
1739209683.21948;-45.120503652039325
1739209683.2194815;-45.120503652039325
1739209683.2194827;-38.13080360867914
1739209683.219484;-38.13080360867914
1739209683.2194855;-45.120503652039325
1739209683.2194867;-45.120503652039325
1739209683.2194881;-31.141103565318915
1739209683.2194896;-38.13080360867914
1739209683.219491;-45.120503652039325
1739209683.2194924;-45.120503652039325
1739209683.2194936;-33.981070128970906
1739209683.219495;-33.981070128970906
1739209683.2194965;-45.120503652039325
1739209683.2194977;-45.120503652039325
1739209683.219499;-45.120503652039325
1739209683.2195005;-45.120503652039325
1739209683.219502;-45.120503652039325
1739209683.2195034;-35.57807855764607
1739209683.2195046;-38.13080360867914
1739209683.219506;-38.13080360867914
1739209683.2195075;-38.13080360867914
1739209683.2195086;-45.120503652039325
1739209683.21951;-45.120503652039325
1739209683.2195115;-38.13080360867914
1739209683.219513;-33.981070128970906
1739209683.2195144;-45.120503652039325
1739209683.2195156;-31.141103565318915
1739209683.219517;-33.981070128970906
1739209683.2195184;-45.120503652039325
1739209683.2195196;-45.120503652039325
1739209683.219521;-45.120503652039325
1739209683.2195225;-35.57807855764607
1739209683.219524;-38.13080360867914
1739209683.2195253;-33.981070128970906
1739209683.2195265;-35.57807855764607
1739209683.219528;-38.13080360867914
1739209683.2195294;-45.120503652039325
1739209683.2195306;-38.13080360867914
1739209683.219532;-38.13080360867914
1739209683.2195334;-38.13080360867914
1739209683.2195349;-35.57807855764607
1739209683.2195363;-45.120503652039325
1739209683.2195375;-38.13080360867914
1739209683.219539;-45.120503652039325
1739209683.2195404;-38.13080360867914
1739209683.2195415;-38.13080360867914
1739209683.219543;-38.13080360867914
1739209683.2195444;-38.13080360867914
1739209683.2195458;-45.120503652039325
1739209683.2195473;-38.13080360867914
1739209683.2195485;-45.120503652039325
1739209683.21955;-38.13080360867914
1739209683.2195513;-35.57807855764607
1739209683.2195525;-45.120503652039325
1739209683.219554;-38.13080360867914
1739209683.2195554;-38.13080360867914
1739209683.2195568;-45.120503652039325
1739209683.2195582;-38.13080360867914
1739209683.2195594;-38.13080360867914
1739209683.2195609;-33.981070128970906
1739209683.2195623;-45.120503652039325
1739209683.2195635;-38.13080360867914
1739209683.219565;-38.13080360867914
1739209683.2195663;-45.120503652039325
1739209683.2195678;-45.120503652039325
1739209683.2195692;-38.13080360867914
1739209683.2195704;-33.981070128970906
1739209683.2195718;-30.49652367304973
1739209683.2195733;-45.120503652039325
1739209683.2195745;-38.13080360867914
1739209683.219576;-45.120503652039325
1739209683.2195773;-33.981070128970906
1739209683.2195787;-38.13080360867914
1739209683.2195802;-38.13080360867914
1739209683.2195814;-38.13080360867914
1739209683.2195828;-33.981070128970906
1739209683.2195842;-45.120503652039325
1739209683.2195854;-38.13080360867914
1739209683.2195868;-32.816014438256545
1739209683.2195883;-38.13080360867914
1739209683.2195897;-45.120503652039325
1739209683.2195911;-38.13080360867914
1739209683.2195923;-32.816014438256545
1739209683.2195938;-38.13080360867914
1739209683.2195952;-45.120503652039325
1739209683.2195964;-45.120503652039325
1739209683.2195978;-35.57807855764607
1739209683.2195992;-45.120503652039325
1739209683.2196007;-45.120503652039325
1739209683.219602;-38.13080360867914
1739209683.2196033;-38.13080360867914
1739209683.2196047;-38.13080360867914
1739209683.2196062;-38.13080360867914
1739209683.2196074;-38.13080360867914
1739209683.2196088;-38.13080360867914
1739209683.2196102;-32.816014438256545
1739209683.2196116;-33.981070128970906
1739209683.219613;-33.981070128970906
1739209683.2196143;-32.816014438256545
1739209683.2196157;-45.120503652039325
1739209683.2196171;-45.120503652039325
1739209683.2196183;-38.13080360867914
1739209683.2196198;-38.13080360867914
1739209683.2196212;-45.120503652039325
1739209683.2196226;-45.120503652039325
1739209683.219624;-38.13080360867914
1739209683.2196252;-32.816014438256545
1739209683.2196267;-38.13080360867914
1739209683.219628;-45.120503652039325
1739209683.2196293;-38.13080360867914
1739209683.2196307;-35.57807855764607
1739209683.2196321;-33.981070128970906
1739209683.2196336;-45.120503652039325
1739209683.219635;-38.13080360867914
1739209683.2196362;-32.816014438256545
1739209683.2196376;-45.120503652039325
1739209683.219639;-45.120503652039325
1739209683.2196403;-45.120503652039325
1739209683.2196417;-38.13080360867914
1739209683.219643;-38.13080360867914
1739209683.2196445;-38.13080360867914
1739209683.219646;-35.57807855764607
1739209683.2196472;-35.57807855764607
1739209683.2196486;-45.120503652039325
1739209683.21965;-45.120503652039325
1739209683.2196512;-45.120503652039325
1739209683.2196527;-45.120503652039325
1739209683.219654;-38.13080360867914
1739209683.2196555;-45.120503652039325
1739209683.219657;-45.120503652039325
1739209683.2196581;-45.120503652039325
1739209683.2196596;-35.57807855764607
1739209683.219661;-35.57807855764607
1739209683.2196622;-45.120503652039325
1739209683.2196636;-38.13080360867914
1739209683.219665;-38.13080360867914
1739209683.2196665;-45.120503652039325
1739209683.219668;-45.120503652039325
1739209683.219669;-45.120503652039325
1739209683.2196705;-45.120503652039325
1739209683.219672;-45.120503652039325
1739209683.2196732;-38.13080360867914
1739209683.2196746;-45.120503652039325
1739209683.219676;-45.120503652039325
1739209683.2196774;-38.13080360867914
1739209683.2196789;-38.13080360867914
1739209683.21968;-45.120503652039325
1739209683.2196815;-45.120503652039325
1739209683.219683;-45.120503652039325
1739209683.2196841;-38.13080360867914
1739209683.2196856;-45.120503652039325
1739209683.219687;-35.57807855764607
1739209683.2196884;-38.13080360867914
1739209683.2196898;-38.13080360867914
1739209683.219691;-38.13080360867914
1739209683.2196925;-32.816014438256545
1739209683.219694;-26.991370085610736
1739209683.219695;-38.13080360867914
1739209683.2196965;-35.57807855764607
1739209683.219698;-38.13080360867914
1739209683.2196994;-45.120503652039325
1739209683.2197008;-38.13080360867914
1739209683.219702;-32.816014438256545
1739209683.2197034;-45.120503652039325
1739209683.2197049;-45.120503652039325
1739209683.219706;-45.120503652039325
1739209683.2197075;-38.13080360867914
1739209683.219709;-38.13080360867914
1739209683.2197104;-38.13080360867914
1739209683.2197118;-38.13080360867914
1739209683.219713;-38.13080360867914
1739209683.2197144;-38.13080360867914
1739209683.2197158;-45.120503652039325
1739209683.219717;-45.120503652039325
1739209683.2197185;-38.13080360867914
1739209683.21972;-38.13080360867914
1739209683.2197213;-45.120503652039325
1739209683.2197227;-45.120503652039325
1739209683.219724;-45.120503652039325
1739209683.2197254;-35.57807855764607
1739209683.2197268;-27.8777449560314
1739209683.219728;-35.57807855764607
1739209683.2197294;-35.57807855764607
1739209683.2197309;-38.13080360867914
1739209683.2197323;-35.57807855764607
1739209683.2197337;-38.13080360867914
1739209683.219735;-35.57807855764607
1739209683.2197363;-38.13080360867914
1739209683.2197378;-38.13080360867914
1739209683.219739;-45.120503652039325
1739209683.2197404;-45.120503652039325
1739209683.2197418;-45.120503652039325
1739209683.2197433;-38.13080360867914
1739209683.2197447;-38.13080360867914
1739209683.2197459;-45.120503652039325
1739209683.2197473;-45.120503652039325
1739209683.2197487;-30.49652367304973
1739209683.21975;-38.13080360867914
1739209683.2197514;-45.120503652039325
1739209683.2197528;-38.13080360867914
1739209683.2197542;-45.120503652039325
1739209683.2197556;-45.120503652039325
1739209683.2197568;-45.120503652039325
1739209683.2197583;-45.120503652039325
1739209683.2197597;-45.120503652039325
1739209683.219761;-45.120503652039325
1739209683.2197623;-45.120503652039325
1739209683.2197638;-38.13080360867914
1739209683.2197652;-30.49652367304973
1739209683.2197666;-45.120503652039325
1739209683.2197678;-45.120503652039325
1739209683.2197692;-30.49652367304973
1739209683.2197707;-33.981070128970906
1739209683.2197719;-45.120503652039325
1739209683.2197733;-45.120503652039325
1739209683.2197747;-38.13080360867914
1739209683.2197762;-45.120503652039325
1739209683.2197776;-38.13080360867914
1739209683.2197788;-38.13080360867914
1739209683.2197802;-38.13080360867914
1739209683.2197816;-30.49652367304973
1739209683.2197828;-38.13080360867914
1739209683.2197843;-45.120503652039325
1739209683.2197857;-38.13080360867914
1739209683.2197871;-38.13080360867914
1739209683.2197886;-38.13080360867914
1739209683.2197897;-45.120503652039325
1739209683.2197912;-45.120503652039325
1739209683.2197926;-45.120503652039325
1739209683.2197938;-45.120503652039325
1739209683.2197952;-45.120503652039325
1739209683.2197967;-45.120503652039325
1739209683.219798;-38.13080360867914
1739209683.2197995;-38.13080360867914
1739209683.2198007;-38.13080360867914
1739209683.2198021;-45.120503652039325
1739209683.2198036;-38.13080360867914
1739209683.2198048;-38.13080360867914
1739209683.2198062;-45.120503652039325
1739209683.2198076;-38.13080360867914
1739209683.219809;-38.13080360867914
1739209683.2198105;-45.120503652039325
1739209683.2198117;-45.120503652039325
1739209683.219813;-45.120503652039325
1739209683.2198145;-38.13080360867914
1739209683.2198157;-38.13080360867914
1739209683.2198172;-45.120503652039325
1739209683.2198186;-45.120503652039325
1739209683.21982;-33.981070128970906
1739209683.2198215;-35.57807855764607
1739209683.2198226;-38.13080360867914
1739209683.219824;-33.981070128970906
1739209683.2198255;-45.120503652039325
1739209683.2198267;-45.120503652039325
1739209683.2198281;-38.13080360867914
1739209683.2198296;-38.13080360867914
1739209683.219831;-38.13080360867914
1739209683.2198324;-45.120503652039325
1739209683.2198336;-38.13080360867914
1739209683.219835;-38.13080360867914
1739209683.2198365;-45.120503652039325
1739209683.2198377;-31.141103565318915
1739209683.219839;-35.57807855764607
1739209683.2198405;-45.120503652039325
1739209683.219842;-45.120503652039325
1739209683.2198434;-33.981070128970906
1739209683.2198446;-38.13080360867914
1739209683.219846;-45.120503652039325
1739209683.2198474;-45.120503652039325
1739209683.2198486;-45.120503652039325
1739209683.21985;-45.120503652039325
1739209683.2198515;-38.13080360867914
