CAN Message; 0x1a7:0000179daf512388
Timestamp;Amplitude
1739209817.1184745;-45.120503652039325
1739209817.1184766;-38.13080360867914
1739209817.118479;-38.13080360867914
1739209817.1184812;-38.13080360867914
1739209817.1184833;-38.13080360867914
1739209817.1184855;-45.120503652039325
1739209817.1184876;-38.13080360867914
1739209817.11849;-35.57807855764607
1739209817.1184921;-45.120503652039325
1739209817.1184943;-38.13080360867914
1739209817.1184964;-45.120503652039325
1739209817.1184986;-31.141103565318915
1739209817.1185007;-33.981070128970906
1739209817.118503;-35.57807855764607
1739209817.1185052;-45.120503652039325
1739209817.1185074;-45.120503652039325
1739209817.1185095;-33.981070128970906
1739209817.1185117;-35.57807855764607
1739209817.118514;-38.13080360867914
1739209817.1185162;-32.816014438256545
1739209817.1185184;-33.981070128970906
1739209817.1185205;-31.141103565318915
1739209817.1185226;-38.13080360867914
1739209817.118525;-38.13080360867914
1739209817.1185272;-38.13080360867914
1739209817.1185293;-38.13080360867914
1739209817.1185315;-45.120503652039325
1739209817.1185336;-31.141103565318915
1739209817.118536;-33.981070128970906
1739209817.1185381;-32.816014438256545
1739209817.1185403;-45.120503652039325
1739209817.1185424;-45.120503652039325
1739209817.1185446;-45.120503652039325
1739209817.1185467;-45.120503652039325
1739209817.118549;-38.13080360867914
1739209817.1185513;-45.120503652039325
1739209817.1185534;-38.13080360867914
1739209817.1185555;-33.981070128970906
1739209817.1185577;-45.120503652039325
1739209817.11856;-45.120503652039325
1739209817.1185622;-38.13080360867914
1739209817.1185644;-38.13080360867914
1739209817.1185665;-38.13080360867914
1739209817.1185687;-38.13080360867914
1739209817.118571;-38.13080360867914
1739209817.1185732;-45.120503652039325
1739209817.1185753;-45.120503652039325
1739209817.1185775;-38.13080360867914
1739209817.1185796;-38.13080360867914
1739209817.118582;-38.13080360867914
1739209817.1185842;-38.13080360867914
1739209817.1185863;-31.141103565318915
1739209817.1185884;-33.981070128970906
1739209817.1185906;-38.13080360867914
1739209817.1185927;-45.120503652039325
1739209817.1185951;-45.120503652039325
1739209817.1185973;-45.120503652039325
1739209817.1185994;-38.13080360867914
1739209817.1186016;-45.120503652039325
1739209817.1186037;-45.120503652039325
1739209817.118606;-38.13080360867914
1739209817.1186082;-38.13080360867914
1739209817.1186104;-38.13080360867914
1739209817.1186125;-38.13080360867914
1739209817.1186147;-45.120503652039325
1739209817.118617;-45.120503652039325
1739209817.1186192;-45.120503652039325
1739209817.1186213;-45.120503652039325
1739209817.1186235;-45.120503652039325
1739209817.1186256;-45.120503652039325
1739209817.118628;-45.120503652039325
1739209817.1186302;-45.120503652039325
1739209817.1186323;-45.120503652039325
1739209817.1186345;-38.13080360867914
1739209817.1186366;-45.120503652039325
1739209817.1186388;-45.120503652039325
1739209817.1186411;-38.13080360867914
1739209817.1186433;-35.57807855764607
1739209817.1186454;-38.13080360867914
1739209817.1186476;-45.120503652039325
1739209817.1186497;-32.816014438256545
1739209817.118652;-33.981070128970906
1739209817.1186543;-45.120503652039325
1739209817.1186564;-38.13080360867914
1739209817.1186585;-31.141103565318915
1739209817.1186607;-45.120503652039325
1739209817.118663;-45.120503652039325
1739209817.1186652;-45.120503652039325
1739209817.1186674;-38.13080360867914
1739209817.1186695;-45.120503652039325
1739209817.1186717;-45.120503652039325
1739209817.118674;-45.120503652039325
1739209817.1186762;-45.120503652039325
1739209817.1186783;-45.120503652039325
1739209817.1186805;-35.57807855764607
1739209817.1186826;-45.120503652039325
1739209817.1186848;-38.13080360867914
1739209817.1186872;-38.13080360867914
1739209817.1186893;-45.120503652039325
1739209817.1186914;-38.13080360867914
1739209817.1186936;-33.981070128970906
1739209817.1186957;-38.13080360867914
1739209817.1186981;-38.13080360867914
1739209817.1187003;-45.120503652039325
1739209817.1187024;-38.13080360867914
1739209817.1187046;-35.57807855764607
1739209817.1187067;-35.57807855764607
1739209817.118709;-32.816014438256545
1739209817.1187112;-45.120503652039325
1739209817.1187134;-45.120503652039325
1739209817.1187155;-35.57807855764607
1739209817.1187177;-35.57807855764607
1739209817.11872;-45.120503652039325
1739209817.1187222;-45.120503652039325
1739209817.1187243;-38.13080360867914
1739209817.1187265;-38.13080360867914
1739209817.1187286;-35.57807855764607
1739209817.1187308;-35.57807855764607
1739209817.1187332;-38.13080360867914
1739209817.1187353;-45.120503652039325
1739209817.1187375;-33.981070128970906
1739209817.1187396;-32.816014438256545
1739209817.1187418;-38.13080360867914
1739209817.1187441;-38.13080360867914
1739209817.1187463;-35.57807855764607
1739209817.1187484;-35.57807855764607
1739209817.1187506;-45.120503652039325
1739209817.1187527;-45.120503652039325
1739209817.118755;-45.120503652039325
1739209817.1187572;-38.13080360867914
1739209817.1187594;-38.13080360867914
1739209817.1187615;-38.13080360867914
1739209817.1187637;-45.120503652039325
1739209817.118766;-45.120503652039325
1739209817.1187682;-45.120503652039325
1739209817.1187704;-45.120503652039325
1739209817.1187725;-33.981070128970906
1739209817.1187747;-38.13080360867914
1739209817.1187768;-38.13080360867914
1739209817.1187792;-45.120503652039325
1739209817.1187813;-31.141103565318893
1739209817.1187835;-28.21854285175415
1739209817.1187856;-45.120503652039325
1739209817.1187878;-45.120503652039325
1739209817.1187901;-35.57807855764607
1739209817.1187923;-35.57807855764607
1739209817.1187944;-38.13080360867914
1739209817.1187966;-35.57807855764607
1739209817.1187987;-45.120503652039325
1739209817.118801;-45.120503652039325
1739209817.1188033;-32.816014438256545
1739209817.1188054;-35.57807855764607
1739209817.1188076;-45.120503652039325
1739209817.1188097;-45.120503652039325
1739209817.118812;-45.120503652039325
1739209817.1188142;-45.120503652039325
1739209817.1188164;-45.120503652039325
1739209817.1188185;-45.120503652039325
1739209817.1188207;-38.13080360867914
1739209817.1188228;-35.57807855764607
1739209817.1188252;-45.120503652039325
1739209817.1188273;-45.120503652039325
1739209817.1188295;-45.120503652039325
1739209817.1188316;-38.13080360867914
1739209817.1188338;-38.13080360867914
1739209817.1188362;-28.58837851428586
1739209817.1188383;-35.57807855764607
1739209817.1188405;-35.57807855764607
1739209817.1188426;-38.13080360867914
1739209817.1188447;-38.13080360867914
1739209817.1188471;-45.120503652039325
1739209817.1188493;-38.13080360867914
1739209817.1188514;-45.120503652039325
1739209817.1188536;-33.981070128970956
1739209817.1188557;-45.120503652039325
1739209817.118858;-45.120503652039325
1739209817.1188602;-45.120503652039325
1739209817.1188624;-45.120503652039325
1739209817.1188645;-38.13080360867914
1739209817.1188667;-45.120503652039325
1739209817.1188688;-32.816014438256545
1739209817.1188712;-26.991370085610722
1739209817.1188734;-38.13080360867914
1739209817.1188755;-45.120503652039325
1739209817.1188776;-35.57807855764607
1739209817.1188798;-45.120503652039325
1739209817.1188822;-45.120503652039325
1739209817.1188843;-45.120503652039325
1739209817.1188865;-33.981070128970906
1739209817.1188886;-33.981070128970906
1739209817.1188908;-38.13080360867914
1739209817.1188931;-45.120503652039325
1739209817.1188953;-38.13080360867914
1739209817.1188974;-33.981070128970906
1739209817.1188996;-38.13080360867914
1739209817.1189017;-35.57807855764607
1739209817.118904;-38.13080360867914
1739209817.1189063;-38.13080360867914
1739209817.1189084;-45.120503652039325
1739209817.1189106;-45.120503652039325
1739209817.1189127;-38.13080360867914
1739209817.1189148;-45.120503652039325
1739209817.1189172;-38.13080360867914
1739209817.1189194;-45.120503652039325
1739209817.1189215;-45.120503652039325
1739209817.1189237;-38.13080360867914
1739209817.1189258;-38.13080360867914
1739209817.1189282;-45.120503652039325
1739209817.1189303;-45.120503652039325
1739209817.1189325;-38.13080360867914
1739209817.1189346;-45.120503652039325
1739209817.1189368;-38.13080360867914
1739209817.1189392;-38.13080360867914
1739209817.1189413;-38.13080360867914
1739209817.1189435;-45.120503652039325
1739209817.1189456;-45.120503652039325
1739209817.1189477;-45.120503652039325
1739209817.1189501;-45.120503652039325
1739209817.1189523;-38.13080360867914
1739209817.1189544;-45.120503652039325
1739209817.1189566;-45.120503652039325
1739209817.1189587;-38.13080360867914
1739209817.1189609;-38.13080360867914
1739209817.1189632;-38.13080360867914
1739209817.1189654;-38.13080360867914
1739209817.1189675;-45.120503652039325
1739209817.1189697;-45.120503652039325
1739209817.1189718;-38.13080360867914
1739209817.1189742;-35.57807855764607
1739209817.1189764;-38.13080360867914
1739209817.1189785;-27.267205301931607
1739209817.1189806;-38.13080360867914
1739209817.1189828;-45.120503652039325
1739209817.1189852;-38.13080360867914
1739209817.1189873;-38.13080360867914
1739209817.1189895;-38.13080360867914
1739209817.1189916;-45.120503652039325
1739209817.1189938;-45.120503652039325
1739209817.1189961;-45.120503652039325
1739209817.1189983;-45.120503652039325
1739209817.1190004;-45.120503652039325
1739209817.1190026;-38.13080360867914
1739209817.1190047;-45.120503652039325
1739209817.1190069;-45.120503652039325
1739209817.1190093;-45.120503652039325
1739209817.1190114;-35.57807855764607
1739209817.1190135;-35.57807855764607
1739209817.1190157;-45.120503652039325
1739209817.1190178;-45.120503652039325
1739209817.1190202;-45.120503652039325
1739209817.1190224;-38.13080360867914
1739209817.1190245;-38.13080360867914
1739209817.1190267;-45.120503652039325
1739209817.1190288;-38.13080360867914
1739209817.1190312;-32.816014438256545
1739209817.1190333;-45.120503652039325
1739209817.1190355;-45.120503652039325
1739209817.1190376;-38.13080360867914
1739209817.1190398;-38.13080360867914
1739209817.1190422;-38.13080360867914
1739209817.1190443;-38.13080360867914
1739209817.1190464;-45.120503652039325
1739209817.1190486;-33.981070128970956
1739209817.1190507;-38.13080360867914
1739209817.119053;-45.120503652039325
1739209817.1190553;-38.13080360867914
1739209817.1190574;-38.13080360867914
1739209817.1190596;-45.120503652039325
1739209817.1190617;-33.981070128970906
1739209817.1190639;-38.13080360867914
1739209817.1190662;-28.992665084841942
1739209817.1190684;-38.13080360867914
1739209817.1190705;-45.120503652039325
1739209817.1190727;-38.13080360867914
1739209817.1190748;-38.13080360867914
1739209817.1190772;-45.120503652039325
1739209817.1190794;-45.120503652039325
1739209817.1190815;-38.13080360867914
1739209817.1190836;-33.981070128970956
1739209817.1190858;-45.120503652039325
1739209817.1190882;-38.13080360867914
1739209817.1190903;-45.120503652039325
1739209817.1190925;-45.120503652039325
1739209817.1190946;-45.120503652039325
1739209817.1190968;-35.57807855764607
1739209817.119099;-38.13080360867914
1739209817.1191013;-38.13080360867914
1739209817.1191034;-35.57807855764607
1739209817.1191056;-38.13080360867914
1739209817.1191077;-45.120503652039325
1739209817.1191099;-45.120503652039325
1739209817.1191123;-45.120503652039325
1739209817.1191144;-45.120503652039325
1739209817.1191165;-38.13080360867914
1739209817.1191187;-35.57807855764607
1739209817.1191208;-45.120503652039325
1739209817.1191232;-45.120503652039325
1739209817.1191254;-45.120503652039325
1739209817.1191275;-45.120503652039325
1739209817.1191297;-45.120503652039325
1739209817.1191318;-38.13080360867914
1739209817.1191342;-38.13080360867914
1739209817.1191363;-38.13080360867914
1739209817.1191385;-45.120503652039325
1739209817.1191406;-35.57807855764607
1739209817.1191428;-38.13080360867914
1739209817.119145;-45.120503652039325
1739209817.1191473;-38.13080360867914
1739209817.1191494;-38.13080360867914
1739209817.1191516;-38.13080360867914
1739209817.1191537;-31.141103565318893
1739209817.119156;-29.438486411369333
1739209817.1191583;-38.13080360867914
1739209817.1191604;-33.981070128970906
1739209817.1191626;-33.981070128970906
1739209817.1191647;-38.13080360867914
1739209817.1191669;-38.13080360867914
1739209817.1191692;-38.13080360867914
1739209817.1191714;-38.13080360867914
1739209817.1191735;-38.13080360867914
1739209817.1191757;-32.816014438256545
1739209817.1191778;-38.13080360867914
1739209817.1191802;-45.120503652039325
1739209817.1191823;-38.13080360867914
1739209817.1191845;-38.13080360867914
1739209817.1191866;-38.13080360867914
1739209817.1191888;-35.57807855764607
1739209817.119191;-31.141103565318893
1739209817.1191933;-45.120503652039325
1739209817.1191955;-35.57807855764607
1739209817.1191976;-45.120503652039325
1739209817.1191998;-45.120503652039325
1739209817.119202;-38.13080360867914
1739209817.1192043;-33.981070128970906
1739209817.1192064;-38.13080360867914
1739209817.1192086;-38.13080360867914
1739209817.1192107;-38.13080360867914
1739209817.1192129;-45.120503652039325
1739209817.1192153;-35.57807855764607
1739209817.1192174;-35.57807855764607
1739209817.1192195;-45.120503652039325
1739209817.1192217;-38.13080360867914
1739209817.1192238;-38.13080360867914
1739209817.1192262;-45.120503652039325
1739209817.1192284;-45.120503652039325
1739209817.1192305;-38.13080360867914
1739209817.1192327;-38.13080360867914
1739209817.1192348;-38.13080360867914
1739209817.119237;-35.57807855764607
1739209817.1192393;-38.13080360867914
1739209817.1192415;-32.816014438256545
1739209817.1192436;-30.49652367304973
1739209817.1192458;-38.13080360867914
1739209817.119248;-35.57807855764607
1739209817.1192503;-38.13080360867914
1739209817.1192524;-33.981070128970906
1739209817.1192546;-45.120503652039325
1739209817.1192567;-35.57807855764607
1739209817.1192589;-38.13080360867914
1739209817.1192613;-45.120503652039325
1739209817.1192634;-45.120503652039325
1739209817.1192656;-33.981070128970906
1739209817.1192677;-45.120503652039325
1739209817.1192698;-45.120503652039325
1739209817.1192722;-35.57807855764607
1739209817.1192744;-38.13080360867914
1739209817.1192765;-38.13080360867914
1739209817.1192787;-35.57807855764607
1739209817.1192808;-38.13080360867914
1739209817.119283;-33.981070128970906
1739209817.1192853;-38.13080360867914
1739209817.1192875;-45.120503652039325
1739209817.1192896;-38.13080360867914
1739209817.1192918;-33.981070128970906
1739209817.119294;-38.13080360867914
1739209817.1192963;-38.13080360867914
1739209817.1192985;-33.981070128970906
1739209817.1193006;-38.13080360867914
1739209817.1193027;-45.120503652039325
1739209817.119305;-38.13080360867914
1739209817.1193073;-38.13080360867914
1739209817.1193094;-38.13080360867914
1739209817.1193116;-38.13080360867914
1739209817.1193137;-33.981070128970906
1739209817.1193159;-33.981070128970906
1739209817.1193182;-45.120503652039325
1739209817.1193204;-45.120503652039325
1739209817.1193225;-45.120503652039325
1739209817.1193247;-38.13080360867914
1739209817.1193268;-38.13080360867914
1739209817.119329;-38.13080360867914
1739209817.1193314;-33.981070128970906
1739209817.1193335;-33.981070128970906
1739209817.1193357;-38.13080360867914
1739209817.1193378;-45.120503652039325
1739209817.11934;-38.13080360867914
1739209817.1193423;-45.120503652039325
1739209817.1193445;-45.120503652039325
1739209817.1193466;-31.141103565318915
1739209817.1193488;-33.981070128970906
1739209817.119351;-38.13080360867914
