CAN Message; 0x1a7:0000179daf512388
1739209817.1193533;-45.120503652039325
1739209817.1193554;-38.13080360867914
1739209817.1193576;-32.816014438256545
1739209817.1193597;-38.13080360867914
1739209817.1193619;-38.13080360867914
1739209817.1193643;-38.13080360867914
1739209817.1193664;-38.13080360867914
1739209817.1193686;-38.13080360867914
1739209817.1193707;-45.120503652039325
1739209817.1193728;-35.57807855764607
1739209817.119375;-38.13080360867914
1739209817.1193774;-45.120503652039325
1739209817.1193795;-30.49652367304973
1739209817.1193817;-38.13080360867914
1739209817.1193838;-38.13080360867914
1739209817.119386;-28.992665084841942
1739209817.1193883;-38.13080360867914
1739209817.1193905;-45.120503652039325
1739209817.1193926;-45.120503652039325
1739209817.1193948;-45.120503652039325
1739209817.119397;-33.981070128970906
1739209817.1193993;-45.120503652039325
1739209817.1194015;-33.981070128970906
1739209817.1194036;-32.816014438256545
1739209817.1194057;-33.981070128970906
1739209817.119408;-33.981070128970906
1739209817.1194103;-45.120503652039325
1739209817.1194124;-38.13080360867914
1739209817.1194146;-32.816014438256545
1739209817.1194167;-45.120503652039325
1739209817.1194189;-38.13080360867914
1739209817.119421;-25.826314394896357
1739209817.1194234;-38.13080360867914
1739209817.1194255;-38.13080360867914
1739209817.1194277;-45.120503652039325
1739209817.1194298;-45.120503652039325
1739209817.119432;-33.981070128970906
1739209817.1194344;-38.13080360867914
1739209817.1194365;-45.120503652039325
1739209817.1194386;-38.13080360867914
1739209817.1194408;-38.13080360867914
1739209817.119443;-45.120503652039325
1739209817.1194453;-38.13080360867914
1739209817.1194475;-38.13080360867914
1739209817.1194496;-38.13080360867914
1739209817.1194518;-45.120503652039325
1739209817.119454;-45.120503652039325
1739209817.1194563;-38.13080360867914
1739209817.1194584;-38.13080360867914
1739209817.1194606;-35.57807855764607
1739209817.1194627;-35.57807855764607
1739209817.1194649;-45.120503652039325
1739209817.119467;-45.120503652039325
1739209817.1194694;-45.120503652039325
1739209817.1194715;-45.120503652039325
1739209817.1194737;-28.992665084841942
1739209817.1194758;-45.120503652039325
1739209817.119478;-45.120503652039325
1739209817.1194804;-35.57807855764607
1739209817.1194825;-38.13080360867914
1739209817.1194847;-45.120503652039325
1739209817.1194868;-45.120503652039325
1739209817.119489;-45.120503652039325
1739209817.1194913;-38.13080360867914
1739209817.1194935;-45.120503652039325
1739209817.1194956;-45.120503652039325
1739209817.1194978;-38.13080360867914
1739209817.1195;-32.816014438256545
1739209817.1195023;-38.13080360867914
1739209817.1195045;-38.13080360867914
1739209817.1195066;-35.57807855764607
1739209817.1195087;-45.120503652039325
1739209817.119511;-45.120503652039325
1739209817.119513;-38.13080360867914
1739209817.1195154;-35.57807855764607
1739209817.1195176;-45.120503652039325
1739209817.1195197;-45.120503652039325
1739209817.1195219;-38.13080360867914
1739209817.119524;-38.13080360867914
1739209817.1195264;-35.57807855764607
1739209817.1195285;-38.13080360867914
1739209817.1195307;-45.120503652039325
1739209817.1195328;-38.13080360867914
1739209817.119535;-45.120503652039325
1739209817.1195374;-45.120503652039325
1739209817.1195395;-38.13080360867914
1739209817.1195416;-38.13080360867914
1739209817.1195438;-45.120503652039325
1739209817.119546;-38.13080360867914
1739209817.1195483;-45.120503652039325
1739209817.1195505;-45.120503652039325
1739209817.1195526;-45.120503652039325
1739209817.1195548;-30.49652367304973
1739209817.119557;-45.120503652039325
1739209817.119559;-45.120503652039325
1739209817.1195614;-35.57807855764607
1739209817.1195636;-35.57807855764607
1739209817.1195657;-45.120503652039325
1739209817.1195679;-45.120503652039325
1739209817.11957;-38.13080360867914
1739209817.1195724;-38.13080360867914
1739209817.1195745;-45.120503652039325
1739209817.1195767;-45.120503652039325
1739209817.1195788;-38.13080360867914
1739209817.119581;-45.120503652039325
1739209817.1195834;-45.120503652039325
1739209817.1195855;-45.120503652039325
1739209817.1195877;-35.57807855764607
1739209817.1195898;-35.57807855764607
1739209817.119592;-45.120503652039325
1739209817.119594;-45.120503652039325
1739209817.1195965;-45.120503652039325
1739209817.1195986;-38.13080360867914
1739209817.1196008;-38.13080360867914
1739209817.119603;-38.13080360867914
1739209817.119605;-45.120503652039325
1739209817.1196074;-45.120503652039325
1739209817.1196096;-38.13080360867914
1739209817.1196117;-45.120503652039325
1739209817.119614;-45.120503652039325
1739209817.119616;-38.13080360867914
1739209817.1196184;-38.13080360867914
1739209817.1196206;-45.120503652039325
1739209817.1196227;-45.120503652039325
1739209817.1196249;-38.13080360867914
1739209817.119627;-38.13080360867914
1739209817.1196294;-33.981070128970906
1739209817.1196315;-38.13080360867914
1739209817.1196337;-38.13080360867914
1739209817.1196358;-38.13080360867914
1739209817.119638;-33.981070128970906
1739209817.11964;-38.13080360867914
1739209817.1196425;-35.57807855764607
1739209817.1196446;-33.981070128970906
1739209817.1196468;-45.120503652039325
1739209817.119649;-38.13080360867914
1739209817.119651;-38.13080360867914
1739209817.1196535;-45.120503652039325
1739209817.1196556;-45.120503652039325
1739209817.1196578;-33.981070128970906
1739209817.11966;-45.120503652039325
1739209817.119662;-45.120503652039325
1739209817.1196644;-45.120503652039325
1739209817.1196666;-38.13080360867914
1739209817.1196687;-38.13080360867914
1739209817.1196709;-45.120503652039325
1739209817.119673;-38.13080360867914
1739209817.1196754;-38.13080360867914
1739209817.1196775;-45.120503652039325
1739209817.1196797;-45.120503652039325
1739209817.1196818;-45.120503652039325
1739209817.119684;-38.13080360867914
1739209817.1196861;-27.267205301931607
1739209817.1196885;-38.13080360867914
1739209817.1196907;-38.13080360867914
1739209817.1196928;-38.13080360867914
1739209817.119695;-33.981070128970906
1739209817.119697;-38.13080360867914
1739209817.1196995;-45.120503652039325
1739209817.1197016;-33.981070128970906
1739209817.1197038;-33.981070128970906
1739209817.119706;-38.13080360867914
1739209817.119708;-45.120503652039325
1739209817.1197104;-45.120503652039325
1739209817.1197126;-38.13080360867914
1739209817.1197147;-38.13080360867914
1739209817.119717;-45.120503652039325
1739209817.119719;-45.120503652039325
1739209817.1197214;-35.57807855764607
1739209817.1197236;-33.981070128970906
1739209817.1197257;-45.120503652039325
1739209817.1197278;-38.13080360867914
1739209817.11973;-38.13080360867914
1739209817.1197321;-45.120503652039325
1739209817.1197345;-38.13080360867914
1739209817.1197367;-45.120503652039325
1739209817.1197388;-38.13080360867914
1739209817.119741;-38.13080360867914
1739209817.119743;-38.13080360867914
1739209817.1197455;-45.120503652039325
1739209817.1197476;-38.13080360867914
1739209817.1197498;-38.13080360867914
1739209817.119752;-45.120503652039325
1739209817.119754;-45.120503652039325
1739209817.1197565;-38.13080360867914
1739209817.1197586;-35.57807855764607
1739209817.1197608;-38.13080360867914
1739209817.119763;-45.120503652039325
1739209817.119765;-33.981070128970906
1739209817.1197674;-35.57807855764607
1739209817.1197696;-45.120503652039325
1739209817.1197717;-45.120503652039325
1739209817.1197739;-33.981070128970906
1739209817.119776;-45.120503652039325
1739209817.1197782;-45.120503652039325
1739209817.1197805;-45.120503652039325
1739209817.1197827;-45.120503652039325
1739209817.1197848;-45.120503652039325
1739209817.119787;-45.120503652039325
1739209817.1197891;-33.981070128970906
1739209817.1197915;-33.981070128970906
1739209817.1197937;-38.13080360867914
1739209817.1197958;-45.120503652039325
1739209817.119798;-45.120503652039325
1739209817.1198;-45.120503652039325
1739209817.1198025;-38.13080360867914
1739209817.1198046;-45.120503652039325
1739209817.1198068;-45.120503652039325
1739209817.119809;-45.120503652039325
1739209817.119811;-45.120503652039325
1739209817.1198134;-45.120503652039325
1739209817.1198156;-35.57807855764607
1739209817.1198177;-38.13080360867914
1739209817.1198199;-45.120503652039325
1739209817.119822;-38.13080360867914
1739209817.1198242;-45.120503652039325
1739209817.1198266;-38.13080360867914
1739209817.1198287;-45.120503652039325
1739209817.1198308;-45.120503652039325
1739209817.119833;-45.120503652039325
1739209817.1198351;-38.13080360867914
1739209817.1198375;-38.13080360867914
1739209817.1198397;-45.120503652039325
1739209817.1198418;-45.120503652039325
1739209817.119844;-45.120503652039325
1739209817.119846;-32.816014438256545
1739209817.1198485;-35.57807855764607
1739209817.1198506;-45.120503652039325
1739209817.1198528;-45.120503652039325
1739209817.119855;-33.981070128970906
1739209817.119857;-31.141103565318893
1739209817.1198595;-45.120503652039325
1739209817.1198616;-38.13080360867914
1739209817.1198637;-45.120503652039325
1739209817.119866;-45.120503652039325
1739209817.119868;-38.13080360867914
1739209817.1198702;-35.57807855764607
1739209817.1198726;-45.120503652039325
1739209817.1198747;-45.120503652039325
1739209817.1198769;-38.13080360867914
1739209817.119879;-45.120503652039325
1739209817.1198812;-32.816014438256545
1739209817.1198835;-35.57807855764607
1739209817.1198857;-45.120503652039325
1739209817.1198878;-45.120503652039325
1739209817.11989;-45.120503652039325
1739209817.1198921;-38.13080360867914
1739209817.1198945;-38.13080360867914
1739209817.1198967;-45.120503652039325
1739209817.1198988;-45.120503652039325
1739209817.119901;-45.120503652039325
1739209817.119903;-38.13080360867914
1739209817.1199055;-35.57807855764607
1739209817.1199076;-38.13080360867914
1739209817.1199098;-45.120503652039325
1739209817.119912;-38.13080360867914
1739209817.119914;-35.57807855764607
1739209817.1199162;-45.120503652039325
1739209817.1199186;-45.120503652039325
1739209817.1199207;-45.120503652039325
1739209817.1199229;-45.120503652039325
1739209817.119925;-33.981070128970906
1739209817.1199272;-45.120503652039325
1739209817.1199296;-35.57807855764607
1739209817.1199317;-38.13080360867914
1739209817.1199338;-31.141103565318893
1739209817.119936;-30.49652367304973
1739209817.1199381;-45.120503652039325
1739209817.1199405;-38.13080360867914
1739209817.1199427;-38.13080360867914
1739209817.1199448;-45.120503652039325
1739209817.119947;-45.120503652039325
1739209817.119949;-45.120503652039325
1739209817.1199515;-45.120503652039325
1739209817.1199536;-45.120503652039325
1739209817.1199558;-38.13080360867914
1739209817.119958;-45.120503652039325
1739209817.11996;-38.13080360867914
1739209817.1199622;-38.13080360867914
1739209817.1199646;-38.13080360867914
1739209817.1199667;-45.120503652039325
1739209817.119969;-38.13080360867914
1739209817.119971;-38.13080360867914
1739209817.1199732;-45.120503652039325
1739209817.1199756;-45.120503652039325
1739209817.1199777;-38.13080360867914
1739209817.1199799;-35.57807855764607
1739209817.119982;-38.13080360867914
1739209817.1199841;-45.120503652039325
1739209817.1199865;-35.57807855764607
1739209817.1199887;-31.141103565318893
1739209817.1199908;-45.120503652039325
1739209817.119993;-38.13080360867914
1739209817.119995;-38.13080360867914
1739209817.1199975;-38.13080360867914
1739209817.1199996;-45.120503652039325
1739209817.1200018;-38.13080360867914
1739209817.120004;-45.120503652039325
1739209817.120006;-33.981070128970956
1739209817.1200082;-32.816014438256545
1739209817.1200106;-33.981070128970906
1739209817.1200128;-45.120503652039325
1739209817.120015;-45.120503652039325
1739209817.120017;-35.57807855764607
1739209817.1200192;-45.120503652039325
1739209817.1200216;-38.13080360867914
1739209817.1200237;-29.438486411369333
1739209817.1200259;-31.141103565318915
1739209817.120028;-38.13080360867914
1739209817.1200302;-38.13080360867914
1739209817.1200325;-38.13080360867914
1739209817.1200347;-38.13080360867914
1739209817.1200368;-38.13080360867914
1739209817.120039;-45.120503652039325
1739209817.1200411;-45.120503652039325
1739209817.1200435;-33.981070128970906
1739209817.1200457;-31.141103565318915
1739209817.1200478;-38.13080360867914
1739209817.12005;-38.13080360867914
1739209817.120052;-45.120503652039325
1739209817.1200542;-38.13080360867914
1739209817.1200566;-38.13080360867914
1739209817.1200588;-45.120503652039325
1739209817.120061;-38.13080360867914
1739209817.120063;-38.13080360867914
1739209817.1200652;-45.120503652039325
1739209817.1200676;-38.13080360867914
1739209817.1200697;-33.981070128970906
1739209817.120072;-45.120503652039325
1739209817.120074;-45.120503652039325
1739209817.1200762;-38.13080360867914
1739209817.1200786;-38.13080360867914
1739209817.1200807;-45.120503652039325
1739209817.1200829;-45.120503652039325
1739209817.120085;-38.13080360867914
1739209817.1200871;-45.120503652039325
1739209817.1200895;-38.13080360867914
1739209817.1200917;-45.120503652039325
1739209817.1200938;-45.120503652039325
1739209817.120096;-45.120503652039325
1739209817.120098;-45.120503652039325
1739209817.1201003;-35.57807855764607
1739209817.1201026;-35.57807855764607
1739209817.1201048;-45.120503652039325
1739209817.120107;-45.120503652039325
1739209817.120109;-38.13080360867914
1739209817.1201112;-35.57807855764607
1739209817.1201136;-38.13080360867914
1739209817.1201158;-38.13080360867914
1739209817.120118;-38.13080360867914
1739209817.12012;-35.57807855764607
1739209817.1201222;-38.13080360867914
1739209817.1201246;-38.13080360867914
1739209817.1201267;-45.120503652039325
1739209817.1201289;-38.13080360867914
1739209817.120131;-38.13080360867914
1739209817.1201332;-45.120503652039325
1739209817.1201355;-38.13080360867914
1739209817.1201377;-35.57807855764607
1739209817.1201398;-38.13080360867914
1739209817.120142;-45.120503652039325
1739209817.1201441;-33.981070128970906
1739209817.1201463;-35.57807855764607
1739209817.1201487;-38.13080360867914
1739209817.1201508;-45.120503652039325
1739209817.120153;-38.13080360867914
1739209817.120155;-31.141103565318915
1739209817.1201572;-38.13080360867914
1739209817.1201596;-35.57807855764607
1739209817.1201618;-38.13080360867914
1739209817.120164;-38.13080360867914
1739209817.120166;-45.120503652039325
1739209817.1201682;-45.120503652039325
1739209817.1201706;-38.13080360867914
1739209817.1201727;-38.13080360867914
1739209817.120175;-38.13080360867914
1739209817.120177;-45.120503652039325
1739209817.1201792;-35.57807855764607
1739209817.1201816;-38.13080360867914
1739209817.1201837;-45.120503652039325
1739209817.1201859;-45.120503652039325
