CAN Message; 0x39:051e94638dba244a
Timestamp;Amplitude
1739209694.6728754;-33.981070128970906
1739209694.6728854;-45.120503652039325
1739209694.6728952;-45.120503652039325
1739209694.6729052;-45.120503652039325
1739209694.672915;-38.13080360867914
1739209694.672925;-38.13080360867914
1739209694.672935;-38.13080360867914
1739209694.6729448;-31.141103565318915
1739209694.6729548;-38.13080360867914
1739209694.6729646;-45.120503652039325
1739209694.6729746;-38.13080360867914
1739209694.6729844;-35.57807855764607
1739209694.6729944;-33.981070128970906
1739209694.6730044;-38.13080360867914
1739209694.6730142;-45.120503652039325
1739209694.6730242;-28.58837851428586
1739209694.673034;-35.57807855764607
1739209694.673044;-38.13080360867914
1739209694.673054;-38.13080360867914
1739209694.6730638;-38.13080360867914
1739209694.6730738;-35.57807855764607
1739209694.6730835;-45.120503652039325
1739209694.6730936;-45.120503652039325
1739209694.6731036;-38.13080360867914
1739209694.6731133;-38.13080360867914
1739209694.6731234;-38.13080360867914
1739209694.6731331;-45.120503652039325
1739209694.6731431;-45.120503652039325
1739209694.6731532;-45.120503652039325
1739209694.673163;-45.120503652039325
1739209694.673173;-45.120503652039325
1739209694.6731827;-45.120503652039325
1739209694.6731927;-45.120503652039325
1739209694.6732025;-38.13080360867914
1739209694.6732125;-38.13080360867914
1739209694.6732225;-45.120503652039325
1739209694.6732323;-38.13080360867914
1739209694.6732423;-38.13080360867914
1739209694.673252;-38.13080360867914
1739209694.6732621;-38.13080360867914
1739209694.6732721;-45.120503652039325
1739209694.673282;-38.13080360867914
1739209694.673292;-38.13080360867914
1739209694.6733017;-38.13080360867914
1739209694.6733117;-30.49652367304973
1739209694.6733217;-33.981070128970906
1739209694.6733315;-38.13080360867914
1739209694.6733415;-38.13080360867914
1739209694.6733513;-45.120503652039325
1739209694.6733613;-45.120503652039325
1739209694.6733713;-45.120503652039325
1739209694.673381;-45.120503652039325
1739209694.673391;-38.13080360867914
1739209694.6734009;-45.120503652039325
1739209694.673411;-45.120503652039325
1739209694.6734207;-33.981070128970906
1739209694.6734307;-35.57807855764607
1739209694.6734407;-38.13080360867914
1739209694.6734505;-45.120503652039325
1739209694.6734605;-33.981070128970906
1739209694.6734703;-33.981070128970906
1739209694.6734803;-38.13080360867914
1739209694.6734903;-45.120503652039325
1739209694.6735;-38.13080360867914
1739209694.67351;-38.13080360867914
1739209694.6735198;-38.13080360867914
1739209694.6735299;-45.120503652039325
1739209694.6735399;-38.13080360867914
1739209694.6735497;-35.57807855764607
1739209694.6735597;-45.120503652039325
1739209694.6735694;-38.13080360867914
1739209694.6735795;-33.981070128970906
1739209694.6735895;-35.57807855764607
1739209694.6735992;-38.13080360867914
1739209694.6736093;-38.13080360867914
1739209694.673619;-38.13080360867914
1739209694.673629;-45.120503652039325
1739209694.6736388;-45.120503652039325
1739209694.6736488;-45.120503652039325
1739209694.6736588;-45.120503652039325
1739209694.6736686;-45.120503652039325
1739209694.6736786;-45.120503652039325
1739209694.6736884;-45.120503652039325
1739209694.6736984;-45.120503652039325
1739209694.6737084;-38.13080360867914
1739209694.6737182;-38.13080360867914
1739209694.6737282;-38.13080360867914
1739209694.673738;-45.120503652039325
1739209694.673748;-38.13080360867914
1739209694.673758;-38.13080360867914
1739209694.6737678;-35.57807855764607
1739209694.6737778;-45.120503652039325
1739209694.6737876;-38.13080360867914
1739209694.6737976;-38.13080360867914
1739209694.6738076;-35.57807855764607
1739209694.6738174;-38.13080360867914
1739209694.6738274;-45.120503652039325
1739209694.6738372;-38.13080360867914
1739209694.6738472;-38.13080360867914
1739209694.673857;-38.13080360867914
1739209694.673867;-45.120503652039325
1739209694.673877;-45.120503652039325
1739209694.6738868;-35.57807855764607
1739209694.6738968;-38.13080360867914
1739209694.6739066;-33.981070128970906
1739209694.6739166;-35.57807855764607
1739209694.6739266;-33.981070128970906
1739209694.6739364;-38.13080360867914
1739209694.6739464;-45.120503652039325
1739209694.6739562;-45.120503652039325
1739209694.6739662;-45.120503652039325
1739209694.6739762;-45.120503652039325
1739209694.673986;-45.120503652039325
1739209694.673996;-45.120503652039325
1739209694.6740057;-45.120503652039325
1739209694.6740158;-45.120503652039325
1739209694.6740258;-45.120503652039325
1739209694.6740355;-38.13080360867914
1739209694.6740456;-38.13080360867914
1739209694.6740553;-38.13080360867914
1739209694.6740654;-45.120503652039325
1739209694.6740751;-45.120503652039325
1739209694.6740851;-45.120503652039325
1739209694.6740952;-38.13080360867914
1739209694.674105;-31.141103565318893
1739209694.674115;-38.13080360867914
1739209694.6741247;-45.120503652039325
1739209694.6741347;-38.13080360867914
1739209694.6741447;-30.49652367304973
1739209694.6741545;-33.981070128970906
1739209694.6741645;-45.120503652039325
1739209694.6741743;-38.13080360867914
1739209694.6741843;-38.13080360867914
1739209694.6741943;-33.981070128970906
1739209694.674204;-45.120503652039325
1739209694.6742141;-38.13080360867914
1739209694.674224;-45.120503652039325
1739209694.674234;-45.120503652039325
1739209694.674244;-45.120503652039325
1739209694.6742537;-45.120503652039325
1739209694.6742637;-45.120503652039325
1739209694.6742735;-45.120503652039325
1739209694.6742835;-45.120503652039325
1739209694.6742933;-38.13080360867914
1739209694.6743033;-28.58837851428586
1739209694.6743133;-31.141103565318915
1739209694.674323;-35.57807855764607
1739209694.674333;-38.13080360867914
1739209694.6743429;-38.13080360867914
1739209694.674353;-33.981070128970906
1739209694.674363;-38.13080360867914
1739209694.6743727;-38.13080360867914
1739209694.6743827;-38.13080360867914
1739209694.6743925;-35.57807855764607
1739209694.6744025;-38.13080360867914
1739209694.6744125;-38.13080360867914
1739209694.6744223;-45.120503652039325
1739209694.6744323;-45.120503652039325
1739209694.674442;-38.13080360867914
1739209694.674452;-45.120503652039325
1739209694.674462;-31.141103565318915
1739209694.6744719;-28.992665084841942
1739209694.6744819;-45.120503652039325
1739209694.6744916;-45.120503652039325
1739209694.6745017;-35.57807855764607
1739209694.6745114;-38.13080360867914
1739209694.6745214;-45.120503652039325
1739209694.6745315;-38.13080360867914
1739209694.6745412;-45.120503652039325
1739209694.6745512;-45.120503652039325
1739209694.674561;-45.120503652039325
1739209694.674571;-38.13080360867914
1739209694.674581;-38.13080360867914
1739209694.6745908;-45.120503652039325
1739209694.6746008;-45.120503652039325
1739209694.6746106;-45.120503652039325
1739209694.6746206;-33.981070128970906
1739209694.6746306;-33.981070128970906
1739209694.6746404;-45.120503652039325
1739209694.6746504;-45.120503652039325
1739209694.6746602;-38.13080360867914
1739209694.6746702;-38.13080360867914
1739209694.6746802;-45.120503652039325
1739209694.67469;-45.120503652039325
1739209694.6747;-45.120503652039325
1739209694.6747098;-38.13080360867914
1739209694.6747198;-45.120503652039325
1739209694.6747296;-38.13080360867914
1739209694.6747396;-32.816014438256545
1739209694.6747496;-33.981070128970906
1739209694.6747594;-45.120503652039325
1739209694.6747694;-38.13080360867914
1739209694.6747792;-35.57807855764607
1739209694.6747892;-33.981070128970906
1739209694.6747992;-45.120503652039325
1739209694.674809;-38.13080360867914
1739209694.674819;-45.120503652039325
1739209694.6748288;-38.13080360867914
1739209694.6748388;-45.120503652039325
1739209694.6748488;-38.13080360867914
1739209694.6748586;-38.13080360867914
1739209694.6748686;-30.49652367304973
1739209694.6748784;-38.13080360867914
1739209694.6748884;-33.981070128970906
1739209694.6748984;-38.13080360867914
1739209694.6749082;-35.57807855764607
1739209694.6749182;-38.13080360867914
1739209694.674928;-38.13080360867914
1739209694.674938;-45.120503652039325
1739209694.6749477;-28.992665084841942
1739209694.6749578;-38.13080360867914
1739209694.6749678;-45.120503652039325
1739209694.6749775;-45.120503652039325
1739209694.6749876;-33.981070128970906
1739209694.6749973;-45.120503652039325
1739209694.6750073;-45.120503652039325
1739209694.6750174;-38.13080360867914
1739209694.6750271;-31.14110356531892
1739209694.6750371;-38.13080360867914
1739209694.675047;-38.13080360867914
1739209694.675057;-38.13080360867914
1739209694.675067;-35.57807855764607
1739209694.6750767;-45.120503652039325
1739209694.6750867;-45.120503652039325
1739209694.6750965;-38.13080360867914
1739209694.6751065;-33.981070128970906
1739209694.6751165;-35.57807855764607
1739209694.6751263;-38.13080360867914
1739209694.6751363;-38.13080360867914
1739209694.675146;-38.13080360867914
1739209694.675156;-45.120503652039325
1739209694.675166;-45.120503652039325
1739209694.675176;-38.13080360867914
1739209694.675186;-38.13080360867914
1739209694.6751957;-45.120503652039325
1739209694.6752057;-38.13080360867914
1739209694.6752155;-38.13080360867914
1739209694.6752255;-38.13080360867914
1739209694.6752355;-45.120503652039325
1739209694.6752453;-38.13080360867914
1739209694.6752553;-38.13080360867914
1739209694.675265;-45.120503652039325
1739209694.675275;-45.120503652039325
1739209694.675285;-38.13080360867914
1739209694.6752949;-45.120503652039325
1739209694.675305;-45.120503652039325
1739209694.6753147;-32.816014438256545
1739209694.6753247;-45.120503652039325
1739209694.6753347;-45.120503652039325
1739209694.6753445;-33.981070128970906
1739209694.6753545;-38.13080360867914
1739209694.6753643;-45.120503652039325
1739209694.6753743;-38.13080360867914
1739209694.675384;-33.981070128970906
1739209694.675394;-45.120503652039325
1739209694.675404;-45.120503652039325
1739209694.6754138;-38.13080360867914
1739209694.6754239;-38.13080360867914
1739209694.6754336;-33.981070128970906
1739209694.6754436;-38.13080360867914
1739209694.6754537;-45.120503652039325
1739209694.6754634;-45.120503652039325
1739209694.6754735;-32.816014438256545
1739209694.6754832;-45.120503652039325
1739209694.6754932;-45.120503652039325
1739209694.6755033;-38.13080360867914
1739209694.675513;-38.13080360867914
1739209694.675523;-45.120503652039325
1739209694.6755328;-45.120503652039325
1739209694.6755428;-45.120503652039325
1739209694.6755528;-45.120503652039325
1739209694.6755626;-38.13080360867914
1739209694.6755726;-38.13080360867914
1739209694.6755824;-45.120503652039325
1739209694.6755924;-45.120503652039325
1739209694.6756022;-45.120503652039325
1739209694.6756122;-38.13080360867914
1739209694.6756222;-35.57807855764607
1739209694.675632;-45.120503652039325
1739209694.675642;-38.13080360867914
1739209694.6756518;-35.57807855764607
1739209694.6756618;-33.981070128970906
1739209694.6756718;-32.816014438256545
1739209694.6756816;-45.120503652039325
1739209694.6756916;-38.13080360867914
1739209694.6757014;-38.13080360867914
1739209694.6757114;-38.13080360867914
1739209694.6757214;-45.120503652039325
1739209694.6757312;-33.981070128970906
1739209694.6757412;-33.981070128970906
1739209694.675751;-45.120503652039325
1739209694.675761;-45.120503652039325
1739209694.675771;-45.120503652039325
1739209694.6757808;-38.13080360867914
1739209694.6757908;-45.120503652039325
1739209694.6758006;-45.120503652039325
1739209694.6758106;-45.120503652039325
1739209694.6758204;-45.120503652039325
1739209694.6758304;-32.816014438256545
1739209694.6758404;-35.57807855764607
1739209694.6758502;-38.13080360867914
1739209694.6758602;-45.120503652039325
1739209694.67587;-38.13080360867914
1739209694.67588;-38.13080360867914
1739209694.67589;-45.120503652039325
1739209694.6758997;-45.120503652039325
1739209694.6759098;-45.120503652039325
1739209694.6759195;-45.120503652039325
1739209694.6759295;-45.120503652039325
1739209694.6759396;-45.120503652039325
1739209694.6759493;-45.120503652039325
1739209694.6759593;-45.120503652039325
1739209694.6759691;-45.120503652039325
1739209694.6759791;-45.120503652039325
1739209694.6759892;-38.13080360867914
1739209694.675999;-38.13080360867914
1739209694.676009;-38.13080360867914
1739209694.6760187;-38.13080360867914
1739209694.6819403;-35.57807855764607
1739209694.6819422;-28.21854285175415
1739209694.681944;-38.13080360867914
1739209694.6819458;-35.57807855764607
1739209694.6819475;-38.13080360867914
1739209694.6819494;-32.816014438256545
1739209694.681951;-45.120503652039325
1739209694.681953;-28.58837851428586
1739209694.6819546;-45.120503652039325
1739209694.6819563;-33.981070128970956
1739209694.6819582;-35.57807855764607
1739209694.6819599;-31.141103565318893
1739209694.6819618;-45.120503652039325
1739209694.6819634;-45.120503652039325
1739209694.6819654;-38.13080360867914
1739209694.681967;-38.13080360867914
1739209694.681969;-38.13080360867914
1739209694.6819706;-45.120503652039325
1739209694.6819725;-45.120503652039325
1739209694.6819742;-45.120503652039325
1739209694.6819758;-38.13080360867914
1739209694.6819777;-38.13080360867914
1739209694.6819794;-38.13080360867914
1739209694.6819813;-45.120503652039325
1739209694.681983;-38.13080360867914
1739209694.681985;-45.120503652039325
1739209694.6819866;-45.120503652039325
1739209694.6819885;-45.120503652039325
1739209694.6819901;-45.120503652039325
1739209694.6819918;-35.57807855764607
1739209694.6819937;-45.120503652039325
1739209694.6819954;-45.120503652039325
1739209694.6819973;-45.120503652039325
1739209694.681999;-45.120503652039325
1739209694.6820009;-45.120503652039325
1739209694.6820025;-45.120503652039325
1739209694.6820045;-38.13080360867914
1739209694.6820061;-45.120503652039325
1739209694.682008;-45.120503652039325
1739209694.6820097;-33.981070128970906
1739209694.6820114;-38.13080360867914
1739209694.6820133;-31.141103565318915
1739209694.682015;-35.57807855764607
1739209694.6820168;-35.57807855764607
1739209694.6820185;-38.13080360867914
1739209694.6820204;-45.120503652039325
1739209694.682022;-38.13080360867914
1739209694.682024;-38.13080360867914
1739209694.6820257;-33.981070128970906
1739209694.6820273;-38.13080360867914
1739209694.6820292;-33.981070128970906
1739209694.682031;-38.13080360867914
1739209694.6820328;-45.120503652039325
1739209694.6820345;-45.120503652039325
1739209694.6820364;-38.13080360867914
1739209694.682038;-32.816014438256545
1739209694.68204;-38.13080360867914
1739209694.6820416;-35.57807855764607
1739209694.6820436;-38.13080360867914
1739209694.6820452;-38.13080360867914
1739209694.682047;-38.13080360867914
1739209694.6820488;-45.120503652039325
1739209694.6820505;-45.120503652039325
1739209694.6820524;-38.13080360867914
1739209694.682054;-45.120503652039325
1739209694.682056;-38.13080360867914
1739209694.6820576;-33.981070128970906
1739209694.6820595;-33.981070128970906
1739209694.6820612;-45.120503652039325
1739209694.6820629;-33.981070128970906
1739209694.6820648;-45.120503652039325
1739209694.6820664;-45.120503652039325
1739209694.6820683;-32.816014438256545
1739209694.68207;-45.120503652039325
1739209694.682072;-45.120503652039325
1739209694.6820736;-35.57807855764607
1739209694.6820755;-45.120503652039325
1739209694.6820772;-45.120503652039325
1739209694.6820788;-45.120503652039325
1739209694.6820807;-45.120503652039325
1739209694.6820824;-45.120503652039325
1739209694.6820843;-45.120503652039325
1739209694.682086;-38.13080360867914
1739209694.682088;-38.13080360867914
1739209694.6820896;-45.120503652039325
1739209694.6820915;-45.120503652039325
1739209694.6820931;-38.13080360867914
1739209694.682095;-35.57807855764607
1739209694.6820967;-38.13080360867914
1739209694.6820984;-38.13080360867914
1739209694.6821003;-38.13080360867914
1739209694.682102;-35.57807855764607
1739209694.6821039;-38.13080360867914
1739209694.6821055;-45.120503652039325
1739209694.6821074;-35.57807855764607
1739209694.682109;-38.13080360867914
1739209694.682111;-38.13080360867914
1739209694.6821127;-45.120503652039325
1739209694.6821144;-45.120503652039325
1739209694.6821163;-45.120503652039325
1739209694.682118;-38.13080360867914
1739209694.6821198;-38.13080360867914
1739209694.6821215;-38.13080360867914
1739209694.6821234;-33.981070128970906
1739209694.682125;-35.57807855764607
1739209694.682127;-45.120503652039325
1739209694.6821287;-31.141103565318915
1739209694.6821306;-32.816014438256545
1739209694.6821322;-45.120503652039325
1739209694.682134;-45.120503652039325
1739209694.6821358;-33.981070128970906
1739209694.6821375;-35.57807855764607
1739209694.6821394;-38.13080360867914
1739209694.682141;-38.13080360867914
1739209694.682143;-45.120503652039325
1739209694.6821446;-45.120503652039325
1739209694.6821465;-38.13080360867914
1739209694.6821482;-45.120503652039325
1739209694.68215;-45.120503652039325
1739209694.6821518;-45.120503652039325
1739209694.6821535;-38.13080360867914
1739209694.6821554;-45.120503652039325
1739209694.682157;-45.120503652039325
1739209694.682159;-45.120503652039325
1739209694.6821606;-45.120503652039325
1739209694.6821625;-45.120503652039325
1739209694.6821642;-33.981070128970906
1739209694.682166;-45.120503652039325
1739209694.6821678;-38.13080360867914
1739209694.6821694;-38.13080360867914
1739209694.6821713;-28.58837851428586
1739209694.682173;-31.141103565318915
1739209694.682175;-45.120503652039325
1739209694.6821766;-35.57807855764607
1739209694.6821785;-38.13080360867914
1739209694.6821802;-38.13080360867914
1739209694.682182;-38.13080360867914
1739209694.6821837;-33.981070128970906
1739209694.6821854;-45.120503652039325
1739209694.6821873;-38.13080360867914
1739209694.682189;-35.57807855764607
1739209694.682191;-45.120503652039325
1739209694.6821926;-45.120503652039325
1739209694.6821945;-45.120503652039325
1739209694.6821961;-45.120503652039325
1739209694.682198;-45.120503652039325
1739209694.6821997;-38.13080360867914
1739209694.6822014;-35.57807855764607
1739209694.6822033;-45.120503652039325
1739209694.682205;-45.120503652039325
1739209694.6822069;-45.120503652039325
1739209694.6822085;-38.13080360867914
1739209694.6822104;-38.13080360867914
1739209694.682212;-45.120503652039325
1739209694.682214;-35.57807855764607
1739209694.6822157;-33.981070128970906
1739209694.6822176;-38.13080360867914
1739209694.6822193;-35.57807855764607
1739209694.682221;-38.13080360867914
1739209694.6822228;-38.13080360867914
1739209694.6822245;-38.13080360867914
1739209694.6822264;-32.816014438256545
1739209694.682228;-45.120503652039325
1739209694.68223;-38.13080360867914
1739209694.6822317;-32.816014438256545
1739209694.6822336;-35.57807855764607
1739209694.6822352;-45.120503652039325
1739209694.682237;-45.120503652039325
1739209694.6822388;-35.57807855764607
1739209694.6822405;-38.13080360867914
1739209694.6822424;-32.816014438256545
1739209694.682244;-28.21854285175415
1739209694.682246;-38.13080360867914
1739209694.6822476;-45.120503652039325
1739209694.6822495;-38.13080360867914
1739209694.6822512;-38.13080360867914
1739209694.6822531;-38.13080360867914
1739209694.6822548;-38.13080360867914
1739209694.6822565;-38.13080360867914
1739209694.6822584;-45.120503652039325
1739209694.68226;-45.120503652039325
1739209694.682262;-45.120503652039325
1739209694.6822636;-35.57807855764607
1739209694.6822655;-35.57807855764607
1739209694.6822672;-45.120503652039325
1739209694.682269;-45.120503652039325
1739209694.6822708;-45.120503652039325
1739209694.6822724;-38.13080360867914
1739209694.6822743;-38.13080360867914
1739209694.682276;-45.120503652039325
1739209694.682278;-38.13080360867914
1739209694.6822796;-45.120503652039325
1739209694.6822815;-38.13080360867914
1739209694.6822832;-38.13080360867914
1739209694.682285;-38.13080360867914
1739209694.6822867;-32.816014438256545
1739209694.6822884;-45.120503652039325
1739209694.6822903;-38.13080360867914
1739209694.682292;-35.57807855764607
1739209694.682294;-35.57807855764607
1739209694.6822956;-45.120503652039325
1739209694.6822975;-45.120503652039325
1739209694.6822991;-33.981070128970906
1739209694.682301;-45.120503652039325
1739209694.6823027;-45.120503652039325
1739209694.6823046;-45.120503652039325
1739209694.6823063;-45.120503652039325
1739209694.682308;-45.120503652039325
1739209694.6823099;-38.13080360867914
1739209694.6823115;-45.120503652039325
1739209694.6823134;-45.120503652039325
1739209694.682315;-32.816014438256545
1739209694.682317;-38.13080360867914
1739209694.6823187;-38.13080360867914
1739209694.6823206;-38.13080360867914
1739209694.6823223;-33.981070128970906
1739209694.682324;-45.120503652039325
1739209694.6823258;-45.120503652039325
1739209694.6823275;-45.120503652039325
1739209694.6823294;-45.120503652039325
1739209694.682331;-45.120503652039325
1739209694.682333;-45.120503652039325
1739209694.6823347;-33.981070128970906
1739209694.6823366;-45.120503652039325
1739209694.6823382;-38.13080360867914
1739209694.6823401;-35.57807855764607
1739209694.6823418;-38.13080360867914
1739209694.6823435;-45.120503652039325
1739209694.6823454;-38.13080360867914
1739209694.682347;-45.120503652039325
1739209694.682349;-45.120503652039325
1739209694.6823506;-45.120503652039325
1739209694.6823525;-45.120503652039325
1739209694.6823542;-45.120503652039325
1739209694.682356;-45.120503652039325
1739209694.6823578;-45.120503652039325
1739209694.6823595;-38.13080360867914
1739209694.6823614;-45.120503652039325
1739209694.682363;-45.120503652039325
1739209694.682365;-32.816014438256545
1739209694.6823666;-38.13080360867914
1739209694.6823685;-45.120503652039325
1739209694.6823702;-38.13080360867914
1739209694.682372;-33.981070128970906
1739209694.6823738;-38.13080360867914
1739209694.6823757;-45.120503652039325
1739209694.6823773;-38.13080360867914
1739209694.682379;-45.120503652039325
1739209694.682381;-38.13080360867914
1739209694.6823826;-45.120503652039325
1739209694.6823845;-38.13080360867914
1739209694.6823862;-38.13080360867914
1739209694.682388;-38.13080360867914
1739209694.6823897;-38.13080360867914
1739209694.6823916;-38.13080360867914
1739209694.6823933;-35.57807855764607
1739209694.682395;-38.13080360867914
1739209694.682397;-45.120503652039325
1739209694.6823986;-45.120503652039325
1739209694.6824005;-45.120503652039325
1739209694.6824021;-38.13080360867914
1739209694.682404;-45.120503652039325
1739209694.6824057;-45.120503652039325
1739209694.6824076;-45.120503652039325
1739209694.6824093;-38.13080360867914
1739209694.682411;-45.120503652039325
1739209694.6824129;-45.120503652039325
1739209694.6824145;-45.120503652039325
1739209694.6824164;-38.13080360867914
1739209694.682418;-45.120503652039325
1739209694.68242;-45.120503652039325
1739209694.6824217;-45.120503652039325
1739209694.6824236;-38.13080360867914
1739209694.6824253;-32.816014438256545
1739209694.6824272;-38.13080360867914
1739209694.6824288;-38.13080360867914
1739209694.6824305;-28.992665084841942
1739209694.6824324;-32.816014438256545
1739209694.682434;-45.120503652039325
1739209694.682436;-45.120503652039325
1739209694.6824377;-38.13080360867914
1739209694.6824396;-38.13080360867914
1739209694.6824412;-45.120503652039325
1739209694.6824431;-45.120503652039325
1739209694.6824448;-31.14110356531892
1739209694.6824465;-38.13080360867914
1739209694.6824484;-38.13080360867914
1739209694.68245;-38.13080360867914
1739209694.682452;-38.13080360867914
1739209694.6824536;-45.120503652039325
1739209694.6824555;-45.120503652039325
1739209694.6824572;-38.13080360867914
1739209694.682459;-33.981070128970906
1739209694.6824608;-38.13080360867914
1739209694.6824627;-45.120503652039325
1739209694.6824644;-38.13080360867914
1739209694.682466;-38.13080360867914
1739209694.682468;-38.13080360867914
1739209694.6824696;-38.13080360867914
1739209694.6824715;-38.13080360867914
1739209694.6824732;-32.816014438256545
1739209694.682475;-45.120503652039325
1739209694.6824768;-45.120503652039325
1739209694.6824787;-35.57807855764607
1739209694.6824803;-38.13080360867914
1739209694.682482;-45.120503652039325
1739209694.682484;-38.13080360867914
1739209694.6824856;-38.13080360867914
1739209694.6824875;-31.141103565318943
1739209694.6824892;-45.120503652039325
1739209694.682491;-35.57807855764607
1739209694.6824927;-35.57807855764607
1739209694.6824946;-45.120503652039325
1739209694.6824963;-38.13080360867914
1739209694.6824982;-38.13080360867914
1739209694.6825;-45.120503652039325
1739209694.6825016;-28.992665084841942
1739209694.6825035;-35.57807855764607
1739209694.6825051;-45.120503652039325
1739209694.682507;-38.13080360867914
1739209694.6825087;-38.13080360867914
1739209694.6825106;-45.120503652039325
1739209694.6825123;-35.57807855764607
1739209694.6825142;-33.981070128970906
1739209694.6825159;-45.120503652039325
1739209694.6825175;-38.13080360867914
1739209694.6825194;-35.57807855764607
1739209694.682521;-45.120503652039325
1739209694.682523;-38.13080360867914
1739209694.6825247;-35.57807855764607
1739209694.6825266;-45.120503652039325
1739209694.6825283;-45.120503652039325
1739209694.6825302;-33.981070128970906
1739209694.6825318;-35.57807855764607
1739209694.6825335;-45.120503652039325
1739209694.6825354;-45.120503652039325
1739209694.682537;-45.120503652039325
1739209694.682539;-45.120503652039325
1739209694.6825407;-38.13080360867914
1739209694.6825426;-35.57807855764607
1739209694.6825442;-45.120503652039325
1739209694.6825461;-45.120503652039325
1739209694.6825478;-38.13080360867914
1739209694.6825497;-45.120503652039325
1739209694.6825514;-38.13080360867914
1739209694.682553;-38.13080360867914
1739209694.682555;-45.120503652039325
1739209694.6825566;-38.13080360867914
1739209694.6825585;-45.120503652039325
1739209694.6825602;-45.120503652039325
1739209694.682562;-38.13080360867914
1739209694.6825638;-38.13080360867914
1739209694.6825657;-45.120503652039325
1739209694.6825674;-38.13080360867914
1739209694.682569;-35.57807855764607
1739209694.682571;-45.120503652039325
1739209694.6825726;-35.57807855764607
1739209694.6825745;-38.13080360867914
