CAN Message; 0x1bb:00009b45c516744f
1739209734.3327105;-38.13080360867914
1739209734.332717;-38.13080360867914
1739209734.3327234;-31.141103565318915
1739209734.3327298;-31.141103565318915
1739209734.3327363;-45.120503652039325
1739209734.3327427;-33.981070128970906
1739209734.3327491;-38.13080360867914
1739209734.3327558;-45.120503652039325
1739209734.3327622;-38.13080360867914
1739209734.3327687;-38.13080360867914
1739209734.332775;-32.816014438256545
1739209734.3327816;-31.141103565318943
1739209734.332788;-38.13080360867914
1739209734.3327944;-38.13080360867914
1739209734.3328009;-38.13080360867914
1739209734.3328073;-35.57807855764607
1739209734.3328137;-38.13080360867914
1739209734.3328202;-32.816014438256545
1739209734.3328266;-33.981070128970906
1739209734.332833;-31.141103565318915
1739209734.3328397;-38.13080360867914
1739209734.3328462;-38.13080360867914
1739209734.3328526;-35.57807855764607
1739209734.332859;-38.13080360867914
1739209734.3328655;-38.13080360867914
1739209734.332872;-45.120503652039325
1739209734.3328784;-38.13080360867914
1739209734.3328848;-38.13080360867914
1739209734.3328912;-38.13080360867914
1739209734.3328977;-35.57807855764607
1739209734.332904;-33.981070128970906
1739209734.3329105;-45.120503652039325
1739209734.332917;-38.13080360867914
1739209734.3329237;-38.13080360867914
1739209734.33293;-38.13080360867914
1739209734.3329365;-45.120503652039325
1739209734.332943;-45.120503652039325
1739209734.3329494;-45.120503652039325
1739209734.3329558;-45.120503652039325
1739209734.3329623;-38.13080360867914
1739209734.3329687;-38.13080360867914
1739209734.3329751;-45.120503652039325
1739209734.3329816;-35.57807855764607
1739209734.332988;-38.13080360867914
1739209734.3329945;-45.120503652039325
1739209734.333001;-38.13080360867914
1739209734.3330076;-33.981070128970906
1739209734.333014;-45.120503652039325
1739209734.3330204;-45.120503652039325
1739209734.333027;-45.120503652039325
1739209734.3330333;-45.120503652039325
1739209734.3330398;-38.13080360867914
1739209734.3330462;-38.13080360867914
1739209734.3330526;-35.57807855764607
1739209734.333059;-38.13080360867914
1739209734.3330655;-33.981070128970906
1739209734.333072;-32.816014438256545
1739209734.3330784;-38.13080360867914
1739209734.333085;-38.13080360867914
1739209734.3330915;-35.57807855764607
1739209734.333098;-38.13080360867914
1739209734.3331044;-38.13080360867914
1739209734.3331108;-38.13080360867914
1739209734.3331172;-38.13080360867914
1739209734.3331237;-45.120503652039325
1739209734.3331301;-45.120503652039325
1739209734.3331366;-45.120503652039325
1739209734.333143;-45.120503652039325
1739209734.3331494;-45.120503652039325
1739209734.3331559;-45.120503652039325
1739209734.3331623;-38.13080360867914
1739209734.333169;-45.120503652039325
1739209734.3331754;-35.57807855764607
1739209734.3331819;-38.13080360867914
1739209734.3331883;-45.120503652039325
1739209734.3331947;-35.57807855764607
1739209734.3332012;-38.13080360867914
1739209734.3332076;-38.13080360867914
1739209734.333214;-38.13080360867914
1739209734.3332205;-45.120503652039325
1739209734.333227;-45.120503652039325
1739209734.3332334;-45.120503652039325
1739209734.3332398;-45.120503652039325
1739209734.3332462;-45.120503652039325
1739209734.333253;-38.13080360867914
1739209734.3332593;-45.120503652039325
1739209734.3332658;-45.120503652039325
1739209734.3332722;-45.120503652039325
1739209734.3332787;-45.120503652039325
1739209734.333285;-45.120503652039325
1739209734.3332915;-45.120503652039325
1739209734.333298;-45.120503652039325
1739209734.3333044;-45.120503652039325
1739209734.3333108;-45.120503652039325
1739209734.3333173;-38.13080360867914
1739209734.3333237;-45.120503652039325
1739209734.3333302;-45.120503652039325
1739209734.3333368;-38.13080360867914
1739209734.3333433;-38.13080360867914
1739209734.3333497;-45.120503652039325
1739209734.3333561;-45.120503652039325
1739209734.3333626;-45.120503652039325
1739209734.333369;-38.13080360867914
1739209734.3333755;-45.120503652039325
1739209734.333382;-45.120503652039325
1739209734.3333883;-45.120503652039325
1739209734.3333948;-45.120503652039325
1739209734.3334012;-45.120503652039325
1739209734.3334076;-38.13080360867914
1739209734.333414;-38.13080360867914
1739209734.3334208;-45.120503652039325
1739209734.3334272;-45.120503652039325
1739209734.3386652;-45.120503652039325
1739209734.3386674;-38.13080360867914
1739209734.3386698;-31.141103565318893
1739209734.338672;-38.13080360867914
1739209734.3386743;-45.120503652039325
1739209734.3386765;-38.13080360867914
1739209734.3386788;-38.13080360867914
1739209734.338681;-45.120503652039325
1739209734.3386834;-45.120503652039325
1739209734.3386855;-45.120503652039325
1739209734.338688;-38.13080360867914
1739209734.33869;-38.13080360867914
1739209734.3386924;-45.120503652039325
1739209734.3386948;-45.120503652039325
1739209734.338697;-45.120503652039325
1739209734.3386993;-38.13080360867914
1739209734.3387015;-38.13080360867914
1739209734.3387039;-33.981070128970906
1739209734.338706;-33.981070128970906
1739209734.3387084;-38.13080360867914
1739209734.3387105;-45.120503652039325
1739209734.338713;-45.120503652039325
1739209734.338715;-31.141103565318893
1739209734.3387175;-38.13080360867914
1739209734.3387198;-45.120503652039325
1739209734.338722;-45.120503652039325
1739209734.3387244;-32.816014438256545
1739209734.3387265;-45.120503652039325
1739209734.338729;-45.120503652039325
1739209734.338731;-38.13080360867914
1739209734.3387334;-45.120503652039325
1739209734.3387356;-38.13080360867914
1739209734.338738;-45.120503652039325
1739209734.33874;-38.13080360867914
1739209734.3387425;-38.13080360867914
1739209734.3387446;-45.120503652039325
1739209734.338747;-45.120503652039325
1739209734.3387494;-38.13080360867914
1739209734.3387516;-30.49652367304973
1739209734.338754;-38.13080360867914
1739209734.338756;-45.120503652039325
1739209734.3387585;-38.13080360867914
1739209734.3387606;-32.816014438256545
1739209734.338763;-38.13080360867914
1739209734.3387651;-45.120503652039325
1739209734.3387675;-45.120503652039325
1739209734.3387697;-38.13080360867914
1739209734.338772;-38.13080360867914
1739209734.3387742;-45.120503652039325
1739209734.3387766;-45.120503652039325
1739209734.338779;-45.120503652039325
1739209734.338781;-33.981070128970906
1739209734.3387835;-45.120503652039325
1739209734.3387856;-45.120503652039325
1739209734.338788;-38.13080360867914
1739209734.3387902;-45.120503652039325
1739209734.3387926;-38.13080360867914
1739209734.3387947;-45.120503652039325
1739209734.338797;-38.13080360867914
1739209734.3387992;-38.13080360867914
1739209734.3388016;-45.120503652039325
1739209734.3388038;-45.120503652039325
1739209734.3388062;-28.21854285175415
1739209734.3388085;-33.981070128970906
1739209734.3388107;-45.120503652039325
1739209734.338813;-38.13080360867914
1739209734.3388152;-32.816014438256545
1739209734.3388176;-38.13080360867914
1739209734.3388197;-45.120503652039325
1739209734.3388221;-38.13080360867914
1739209734.3388243;-45.120503652039325
1739209734.3388267;-45.120503652039325
1739209734.3388288;-38.13080360867914
1739209734.3388312;-45.120503652039325
1739209734.3388336;-45.120503652039325
1739209734.3388357;-38.13080360867914
1739209734.338838;-45.120503652039325
1739209734.3388402;-38.13080360867914
1739209734.3388426;-35.57807855764607
1739209734.3388448;-38.13080360867914
1739209734.3388472;-45.120503652039325
1739209734.3388493;-38.13080360867914
1739209734.3388517;-35.57807855764607
1739209734.3388538;-45.120503652039325
1739209734.3388562;-38.13080360867914
1739209734.3388584;-45.120503652039325
1739209734.3388608;-38.13080360867914
1739209734.3388631;-45.120503652039325
1739209734.3388653;-45.120503652039325
1739209734.3388677;-38.13080360867914
1739209734.3388698;-35.57807855764607
1739209734.3388722;-35.57807855764607
1739209734.3388743;-45.120503652039325
1739209734.3388767;-33.981070128970906
1739209734.3388789;-38.13080360867914
1739209734.3388813;-35.57807855764607
1739209734.3388834;-35.57807855764607
1739209734.3388858;-38.13080360867914
1739209734.338888;-45.120503652039325
1739209734.3388903;-45.120503652039325
1739209734.3388927;-45.120503652039325
1739209734.3388948;-45.120503652039325
1739209734.3388972;-31.141103565318915
1739209734.3388994;-32.816014438256545
1739209734.3389018;-35.57807855764607
1739209734.338904;-38.13080360867914
1739209734.3389063;-45.120503652039325
1739209734.3389084;-45.120503652039325
1739209734.3389108;-45.120503652039325
1739209734.338913;-45.120503652039325
1739209734.3389153;-45.120503652039325
1739209734.3389175;-38.13080360867914
1739209734.3389199;-35.57807855764607
1739209734.3389223;-38.13080360867914
1739209734.3389244;-45.120503652039325
1739209734.3389268;-38.13080360867914
1739209734.338929;-35.57807855764607
1739209734.3389313;-45.120503652039325
1739209734.3389335;-45.120503652039325
1739209734.3389359;-38.13080360867914
1739209734.338938;-45.120503652039325
1739209734.3389404;-38.13080360867914
1739209734.3389425;-45.120503652039325
1739209734.338945;-45.120503652039325
1739209734.3389473;-38.13080360867914
1739209734.3389494;-38.13080360867914
1739209734.3389518;-45.120503652039325
1739209734.338954;-38.13080360867914
1739209734.3389564;-38.13080360867914
1739209734.3389585;-45.120503652039325
1739209734.338961;-45.120503652039325
1739209734.338963;-38.13080360867914
1739209734.3389654;-38.13080360867914
1739209734.3389676;-38.13080360867914
1739209734.33897;-45.120503652039325
1739209734.338972;-38.13080360867914
1739209734.3389745;-38.13080360867914
1739209734.3389769;-38.13080360867914
1739209734.338979;-45.120503652039325
1739209734.3389814;-45.120503652039325
1739209734.3389835;-38.13080360867914
1739209734.338986;-33.981070128970906
1739209734.338988;-38.13080360867914
1739209734.3389904;-35.57807855764607
1739209734.3389926;-35.57807855764607
1739209734.338995;-35.57807855764607
1739209734.3389971;-38.13080360867914
1739209734.3389995;-33.981070128970906
1739209734.3390017;-38.13080360867914
1739209734.339004;-38.13080360867914
1739209734.3390064;-38.13080360867914
1739209734.3390086;-45.120503652039325
1739209734.339011;-45.120503652039325
1739209734.339013;-45.120503652039325
1739209734.3390155;-45.120503652039325
1739209734.3390176;-38.13080360867914
1739209734.33902;-45.120503652039325
1739209734.3390222;-33.981070128970906
1739209734.3390245;-32.816014438256545
1739209734.3390267;-33.981070128970906
1739209734.339029;-38.13080360867914
1739209734.3390312;-38.13080360867914
1739209734.3390336;-38.13080360867914
1739209734.339036;-35.57807855764607
1739209734.3390381;-45.120503652039325
1739209734.3390405;-45.120503652039325
1739209734.3390427;-32.816014438256545
1739209734.339045;-38.13080360867914
1739209734.3390472;-38.13080360867914
1739209734.3390496;-38.13080360867914
1739209734.3390517;-38.13080360867914
1739209734.339054;-33.981070128970906
1739209734.3390563;-38.13080360867914
1739209734.3390586;-38.13080360867914
1739209734.339061;-38.13080360867914
1739209734.3390632;-33.981070128970906
1739209734.3390656;-45.120503652039325
1739209734.3390677;-45.120503652039325
1739209734.33907;-45.120503652039325
1739209734.3390722;-38.13080360867914
1739209734.3390746;-38.13080360867914
1739209734.3390768;-45.120503652039325
1739209734.3390791;-35.57807855764607
1739209734.3390813;-38.13080360867914
1739209734.3390837;-45.120503652039325
1739209734.3390858;-38.13080360867914
1739209734.3390882;-35.57807855764607
1739209734.3390906;-38.13080360867914
1739209734.3390927;-38.13080360867914
1739209734.339095;-45.120503652039325
1739209734.3390973;-38.13080360867914
1739209734.3390996;-45.120503652039325
1739209734.3391018;-45.120503652039325
1739209734.3391042;-38.13080360867914
1739209734.3391063;-45.120503652039325
1739209734.3391087;-38.13080360867914
1739209734.3391109;-45.120503652039325
1739209734.3391132;-38.13080360867914
1739209734.3391154;-45.120503652039325
1739209734.3391178;-45.120503652039325
1739209734.3391201;-31.141103565318893
1739209734.3391223;-38.13080360867914
1739209734.3391247;-45.120503652039325
1739209734.3391268;-38.13080360867914
1739209734.3391292;-35.57807855764607
1739209734.3391314;-45.120503652039325
1739209734.3391337;-45.120503652039325
1739209734.339136;-38.13080360867914
1739209734.3391383;-45.120503652039325
1739209734.3391404;-38.13080360867914
1739209734.3391428;-45.120503652039325
1739209734.339145;-38.13080360867914
1739209734.3391473;-45.120503652039325
1739209734.3391497;-38.13080360867914
1739209734.3391519;-38.13080360867914
1739209734.3391542;-38.13080360867914
1739209734.3391564;-31.141103565318893
1739209734.3391588;-38.13080360867914
1739209734.339161;-45.120503652039325
1739209734.3391633;-38.13080360867914
1739209734.3391654;-35.57807855764607
1739209734.3391678;-45.120503652039325
1739209734.33917;-45.120503652039325
1739209734.3391724;-38.13080360867914
1739209734.3391747;-45.120503652039325
1739209734.339177;-45.120503652039325
1739209734.3391793;-38.13080360867914
1739209734.3391814;-35.57807855764607
1739209734.3391838;-45.120503652039325
1739209734.339186;-45.120503652039325
1739209734.3391883;-45.120503652039325
1739209734.3391905;-38.13080360867914
1739209734.3391929;-45.120503652039325
1739209734.339195;-45.120503652039325
1739209734.3391974;-45.120503652039325
1739209734.3391995;-45.120503652039325
1739209734.339202;-38.13080360867914
1739209734.3392043;-45.120503652039325
1739209734.3392065;-35.57807855764607
1739209734.3392088;-45.120503652039325
1739209734.339211;-32.816014438256545
1739209734.3392134;-35.57807855764607
1739209734.3392155;-45.120503652039325
1739209734.339218;-45.120503652039325
1739209734.33922;-45.120503652039325
1739209734.3392224;-38.13080360867914
1739209734.3392246;-38.13080360867914
1739209734.339227;-33.981070128970906
1739209734.339229;-33.981070128970956
1739209734.3392315;-45.120503652039325
1739209734.3392339;-35.57807855764607
1739209734.339236;-33.981070128970906
1739209734.3392384;-45.120503652039325
1739209734.3392406;-38.13080360867914
1739209734.339243;-35.57807855764607
1739209734.339245;-38.13080360867914
1739209734.3392475;-30.49652367304973
1739209734.3392496;-35.57807855764607
1739209734.339252;-38.13080360867914
1739209734.3392541;-38.13080360867914
1739209734.3392565;-30.49652367304973
1739209734.3392587;-33.981070128970906
1739209734.339261;-45.120503652039325
1739209734.3392634;-35.57807855764607
1739209734.3392656;-38.13080360867914
1739209734.339268;-45.120503652039325
1739209734.33927;-35.57807855764607
1739209734.3392725;-38.13080360867914
1739209734.3392746;-45.120503652039325
1739209734.339277;-45.120503652039325
1739209734.3392792;-38.13080360867914
1739209734.3392816;-45.120503652039325
1739209734.3392837;-45.120503652039325
1739209734.339286;-45.120503652039325
1739209734.3392885;-45.120503652039325
1739209734.3392906;-45.120503652039325
1739209734.339293;-45.120503652039325
1739209734.3392951;-45.120503652039325
1739209734.3392975;-38.13080360867914
1739209734.3392997;-38.13080360867914
1739209734.339302;-33.981070128970906
1739209734.3393042;-35.57807855764607
1739209734.3393066;-38.13080360867914
1739209734.3393087;-38.13080360867914
1739209734.3393111;-35.57807855764607
1739209734.3393133;-38.13080360867914
1739209734.3393157;-45.120503652039325
1739209734.339318;-38.13080360867914
1739209734.3393202;-45.120503652039325
1739209734.3393226;-45.120503652039325
1739209734.3393247;-45.120503652039325
1739209734.339327;-38.13080360867914
1739209734.3393292;-38.13080360867914
1739209734.3393316;-38.13080360867914
1739209734.3393338;-38.13080360867914
1739209734.3393362;-38.13080360867914
1739209734.3393383;-30.49652367304973
1739209734.3393407;-28.992665084841942
1739209734.3393428;-45.120503652039325
1739209734.3393452;-45.120503652039325
1739209734.3393476;-38.13080360867914
1739209734.3393497;-35.57807855764607
1739209734.3393521;-38.13080360867914
1739209734.3393543;-38.13080360867914
1739209734.3393567;-45.120503652039325
1739209734.3393588;-35.57807855764607
1739209734.3393612;-45.120503652039325
1739209734.3393633;-38.13080360867914
1739209734.3393657;-38.13080360867914
1739209734.3393679;-45.120503652039325
1739209734.3393703;-45.120503652039325
1739209734.3393724;-45.120503652039325
1739209734.3393748;-33.981070128970906
1739209734.3393772;-31.141103565318915
1739209734.3393793;-45.120503652039325
1739209734.3393817;-45.120503652039325
1739209734.3393838;-35.57807855764607
1739209734.3393862;-38.13080360867914
1739209734.3393884;-45.120503652039325
1739209734.3393908;-38.13080360867914
1739209734.339393;-38.13080360867914
1739209734.3393953;-38.13080360867914
1739209734.3393974;-38.13080360867914
1739209734.3393998;-33.981070128970906
1739209734.3394022;-38.13080360867914
1739209734.3394043;-38.13080360867914
1739209734.3394067;-38.13080360867914
1739209734.3394089;-45.120503652039325
1739209734.3394113;-45.120503652039325
1739209734.3394134;-38.13080360867914
1739209734.3394158;-45.120503652039325
1739209734.339418;-45.120503652039325
1739209734.3394203;-45.120503652039325
1739209734.3394225;-38.13080360867914
1739209734.3394248;-38.13080360867914
1739209734.339427;-38.13080360867914
1739209734.3394294;-45.120503652039325
1739209734.3394318;-38.13080360867914
1739209734.339434;-32.816014438256545
1739209734.3394363;-45.120503652039325
1739209734.3394384;-45.120503652039325
1739209734.3394408;-38.13080360867914
1739209734.339443;-35.57807855764607
1739209734.3394454;-38.13080360867914
1739209734.3394475;-45.120503652039325
1739209734.33945;-33.981070128970906
1739209734.339452;-38.13080360867914
1739209734.3394544;-45.120503652039325
1739209734.3394566;-45.120503652039325
1739209734.339459;-38.13080360867914
1739209734.3394613;-38.13080360867914
1739209734.3394635;-38.13080360867914
1739209734.3394659;-38.13080360867914
1739209734.339468;-38.13080360867914
1739209734.3394704;-45.120503652039325
1739209734.3394725;-45.120503652039325
1739209734.339475;-38.13080360867914
1739209734.339477;-33.981070128970906
1739209734.3394794;-35.57807855764607
1739209734.3394816;-38.13080360867914
1739209734.339484;-45.120503652039325
1739209734.3394861;-38.13080360867914
1739209734.3394885;-45.120503652039325
1739209734.339491;-38.13080360867914
1739209734.339493;-38.13080360867914
1739209734.3394954;-45.120503652039325
1739209734.3394976;-45.120503652039325
1739209734.3395;-38.13080360867914
1739209734.339502;-38.13080360867914
1739209734.3395045;-45.120503652039325
1739209734.3395066;-38.13080360867914
1739209734.339509;-38.13080360867914
1739209734.3395112;-45.120503652039325
1739209734.3395135;-38.13080360867914
1739209734.339516;-32.816014438256545
1739209734.339518;-38.13080360867914
1739209734.3395205;-45.120503652039325
1739209734.3395226;-38.13080360867914
1739209734.339525;-38.13080360867914
1739209734.3395271;-38.13080360867914
1739209734.3395295;-45.120503652039325
1739209734.3395317;-45.120503652039325
1739209734.339534;-35.57807855764607
1739209734.3395362;-35.57807855764607
1739209734.3395386;-45.120503652039325
1739209734.3395407;-45.120503652039325
1739209734.339543;-45.120503652039325
1739209734.3395455;-45.120503652039325
1739209734.3395476;-45.120503652039325
1739209734.33955;-38.13080360867914
1739209734.3395522;-45.120503652039325
1739209734.3395545;-38.13080360867914
1739209734.3395567;-45.120503652039325
1739209734.339559;-45.120503652039325
1739209734.3395612;-32.816014438256545
1739209734.3395636;-38.13080360867914
1739209734.3395658;-45.120503652039325
1739209734.3395681;-38.13080360867914
1739209734.3395703;-32.816014438256545
1739209734.3395727;-45.120503652039325
1739209734.339575;-45.120503652039325
1739209734.3395772;-45.120503652039325
1739209734.3395796;-45.120503652039325
1739209734.3395817;-38.13080360867914
1739209734.339584;-45.120503652039325
1739209734.3395863;-45.120503652039325
1739209734.3395886;-45.120503652039325
1739209734.3395908;-38.13080360867914
1739209734.3395932;-45.120503652039325
1739209734.3395953;-38.13080360867914
1739209734.3395977;-45.120503652039325
1739209734.3395998;-45.120503652039325
1739209734.3396022;-45.120503652039325
1739209734.3396046;-38.13080360867914
1739209734.3396068;-32.816014438256545
1739209734.3396091;-45.120503652039325
1739209734.3396113;-45.120503652039325
1739209734.3396137;-38.13080360867914
1739209734.3396158;-35.57807855764607
1739209734.3396182;-45.120503652039325
1739209734.3396204;-38.13080360867914
1739209734.3396227;-38.13080360867914
1739209734.339625;-45.120503652039325
1739209734.3396273;-38.13080360867914
1739209734.3396297;-45.120503652039325
1739209734.3396318;-38.13080360867914
1739209734.3396342;-45.120503652039325
1739209734.3396363;-45.120503652039325
1739209734.3396387;-45.120503652039325
1739209734.3396409;-38.13080360867914
1739209734.3396432;-35.57807855764607
1739209734.3396454;-45.120503652039325
1739209734.3396478;-45.120503652039325
1739209734.33965;-45.120503652039325
1739209734.3396523;-32.816014438256545
1739209734.3396544;-38.13080360867914
1739209734.3396568;-45.120503652039325
1739209734.3396592;-45.120503652039325
1739209734.3396614;-45.120503652039325
1739209734.3396637;-38.13080360867914
1739209734.339666;-35.57807855764607
1739209734.3396683;-38.13080360867914
1739209734.3396704;-33.981070128970956
1739209734.3396728;-45.120503652039325
1739209734.339675;-38.13080360867914
1739209734.3396773;-38.13080360867914
1739209734.3396795;-45.120503652039325
1739209734.3396819;-45.120503652039325
1739209734.339684;-38.13080360867914
1739209734.3396864;-45.120503652039325
1739209734.3396888;-28.58837851428586
1739209734.339691;-32.816014438256545
1739209734.3396933;-35.57807855764607
1739209734.3396955;-45.120503652039325
1739209734.3396978;-38.13080360867914
1739209734.3397;-32.816014438256545
1739209734.3397024;-32.816014438256545
1739209734.3397045;-33.981070128970906
1739209734.339707;-38.13080360867914
1739209734.339709;-45.120503652039325
1739209734.3397114;-38.13080360867914
1739209734.3397136;-45.120503652039325
1739209734.339716;-45.120503652039325
1739209734.3397183;-45.120503652039325
1739209734.3397205;-38.13080360867914
1739209734.3397229;-45.120503652039325
1739209734.339725;-38.13080360867914
1739209734.3397274;-35.57807855764607
1739209734.3397295;-38.13080360867914
1739209734.339732;-45.120503652039325
1739209734.339734;-45.120503652039325
1739209734.3397365;-45.120503652039325
1739209734.3397386;-45.120503652039325
1739209734.339741;-45.120503652039325
1739209734.3397434;-32.816014438256545
1739209734.3397455;-33.981070128970906
1739209734.339748;-35.57807855764607
1739209734.33975;-38.13080360867914
1739209734.3397524;-45.120503652039325
1739209734.3397546;-38.13080360867914
1739209734.339757;-38.13080360867914
1739209734.339759;-33.981070128970906
1739209734.3397615;-38.13080360867914
1739209734.3397636;-35.57807855764607
1739209734.339766;-38.13080360867914
1739209734.3397682;-45.120503652039325
1739209734.3397706;-38.13080360867914
1739209734.339773;-45.120503652039325
1739209734.339775;-38.13080360867914
1739209734.3397775;-45.120503652039325
1739209734.3397796;-33.981070128970906
1739209734.339782;-28.992665084841942
1739209734.3397841;-45.120503652039325
1739209734.3397865;-38.13080360867914
1739209734.3397887;-38.13080360867914
1739209734.339791;-38.13080360867914
1739209734.3397932;-45.120503652039325
1739209734.3397956;-38.13080360867914
1739209734.3397977;-38.13080360867914
1739209734.3398001;-32.816014438256545
1739209734.3398025;-45.120503652039325
1739209734.3398046;-45.120503652039325
1739209734.339807;-35.57807855764607
1739209734.3398092;-45.120503652039325
1739209734.3398116;-45.120503652039325
1739209734.3398137;-38.13080360867914
1739209734.339816;-38.13080360867914
1739209734.3398182;-31.141103565318915
1739209734.3398206;-45.120503652039325
1739209734.3398228;-45.120503652039325
1739209734.3398252;-35.57807855764607
1739209734.3398275;-45.120503652039325
1739209734.3398297;-45.120503652039325
1739209734.339832;-45.120503652039325
1739209734.3398342;-38.13080360867914
1739209734.3398366;-38.13080360867914
1739209734.3398387;-45.120503652039325
1739209734.3398411;-45.120503652039325
1739209734.3398433;-38.13080360867914
1739209734.3398457;-38.13080360867914
1739209734.3398478;-45.120503652039325
1739209734.3398502;-45.120503652039325
1739209734.3398523;-32.816014438256545
1739209734.3398547;-45.120503652039325
1739209734.339857;-45.120503652039325
1739209734.3398592;-45.120503652039325
1739209734.3398616;-45.120503652039325
1739209734.3398638;-45.120503652039325
1739209734.3398662;-45.120503652039325
1739209734.3398683;-38.13080360867914
1739209734.3398707;-45.120503652039325
1739209734.3398728;-38.13080360867914
1739209734.3398752;-38.13080360867914
1739209734.3398774;-45.120503652039325
1739209734.3398798;-38.13080360867914
1739209734.339882;-35.57807855764607
1739209734.3398843;-32.816014438256545
1739209734.3398867;-45.120503652039325
1739209734.3398888;-35.57807855764607
1739209734.3398912;-33.981070128970906
1739209734.3398933;-45.120503652039325
1739209734.3398957;-38.13080360867914
1739209734.3398979;-38.13080360867914
1739209734.3399003;-45.120503652039325
1739209734.3399024;-38.13080360867914
1739209734.3399048;-35.57807855764607
1739209734.339907;-45.120503652039325
1739209734.3399093;-38.13080360867914
1739209734.3399115;-35.57807855764607
1739209734.3399138;-45.120503652039325
1739209734.3399162;-38.13080360867914
1739209734.3399184;-35.57807855764607
1739209734.3399208;-38.13080360867914
1739209734.339923;-45.120503652039325
1739209734.3399253;-45.120503652039325
1739209734.3399274;-38.13080360867914
1739209734.3399298;-35.57807855764607
1739209734.339932;-45.120503652039325
1739209734.3399343;-45.120503652039325
1739209734.3399365;-38.13080360867914
1739209734.3399389;-38.13080360867914
1739209734.3399413;-38.13080360867914
1739209734.3399434;-35.57807855764607
1739209734.3399458;-38.13080360867914
1739209734.339948;-45.120503652039325
1739209734.3399503;-38.13080360867914
1739209734.3399525;-45.120503652039325
1739209734.3399549;-38.13080360867914
1739209734.339957;-45.120503652039325
1739209734.3399594;-45.120503652039325
1739209734.3399615;-38.13080360867914
1739209734.339964;-38.13080360867914
