CAN Message; 0x77:4c8c8f501e4e9ebf
Timestamp;Amplitude
1739209700.5915928;-38.13080360867914
1739209700.5915968;-38.13080360867914
1739209700.5916007;-33.981070128970906
1739209700.5916045;-31.141103565318915
1739209700.5916083;-45.120503652039325
1739209700.591612;-35.57807855764607
1739209700.591616;-38.13080360867914
1739209700.5916197;-45.120503652039325
1739209700.5916235;-45.120503652039325
1739209700.5916276;-45.120503652039325
1739209700.5916314;-45.120503652039325
1739209700.5916352;-45.120503652039325
1739209700.591639;-38.13080360867914
1739209700.5916429;-38.13080360867914
1739209700.5916467;-45.120503652039325
1739209700.5916505;-45.120503652039325
1739209700.5916543;-45.120503652039325
1739209700.591658;-38.13080360867914
1739209700.5916622;-45.120503652039325
1739209700.591666;-38.13080360867914
1739209700.5916698;-35.57807855764607
1739209700.5916736;-35.57807855764607
1739209700.5916774;-38.13080360867914
1739209700.5916812;-38.13080360867914
1739209700.591685;-38.13080360867914
1739209700.5916889;-35.57807855764607
1739209700.591693;-38.13080360867914
1739209700.5916967;-38.13080360867914
1739209700.5917006;-38.13080360867914
1739209700.5917044;-35.57807855764607
1739209700.5917082;-38.13080360867914
1739209700.591712;-45.120503652039325
1739209700.5917158;-45.120503652039325
1739209700.5917196;-45.120503652039325
1739209700.5917237;-38.13080360867914
1739209700.5917275;-45.120503652039325
1739209700.5917313;-45.120503652039325
1739209700.5917351;-45.120503652039325
1739209700.591739;-45.120503652039325
1739209700.5917428;-32.816014438256545
1739209700.5917466;-45.120503652039325
1739209700.5917504;-45.120503652039325
1739209700.5917544;-38.13080360867914
1739209700.5917583;-32.816014438256545
1739209700.591762;-31.141103565318915
1739209700.5917659;-45.120503652039325
1739209700.5917697;-33.981070128970906
1739209700.5917735;-45.120503652039325
1739209700.5917773;-33.981070128970906
1739209700.5917811;-45.120503652039325
1739209700.591785;-38.13080360867914
1739209700.591789;-38.13080360867914
1739209700.5917928;-45.120503652039325
1739209700.5917966;-45.120503652039325
1739209700.5918005;-45.120503652039325
1739209700.5918043;-38.13080360867914
1739209700.591808;-45.120503652039325
1739209700.591812;-45.120503652039325
1739209700.5918157;-45.120503652039325
1739209700.5918198;-32.816014438256545
1739209700.5918236;-33.981070128970906
1739209700.5918274;-45.120503652039325
1739209700.5918312;-38.13080360867914
1739209700.591835;-32.816014438256545
1739209700.5918388;-38.13080360867914
1739209700.5918427;-45.120503652039325
1739209700.5918465;-38.13080360867914
1739209700.5918505;-38.13080360867914
1739209700.5918543;-45.120503652039325
1739209700.5918581;-45.120503652039325
1739209700.591862;-38.13080360867914
1739209700.5918658;-38.13080360867914
1739209700.5918696;-38.13080360867914
1739209700.5918734;-45.120503652039325
1739209700.5918772;-38.13080360867914
1739209700.5918813;-38.13080360867914
1739209700.591885;-45.120503652039325
1739209700.591889;-45.120503652039325
1739209700.5918927;-45.120503652039325
1739209700.5918965;-33.981070128970906
1739209700.5919003;-45.120503652039325
1739209700.5919042;-45.120503652039325
1739209700.591908;-45.120503652039325
1739209700.5919118;-38.13080360867914
1739209700.5919158;-31.141103565318915
1739209700.5919197;-45.120503652039325
1739209700.5919235;-38.13080360867914
1739209700.5919273;-45.120503652039325
1739209700.591931;-38.13080360867914
1739209700.591935;-38.13080360867914
1739209700.5919387;-38.13080360867914
1739209700.5919425;-45.120503652039325
1739209700.5919466;-32.81601443825658
1739209700.5919504;-38.13080360867914
1739209700.5919542;-45.120503652039325
1739209700.591958;-45.120503652039325
1739209700.5919619;-38.13080360867914
1739209700.5919657;-35.57807855764607
1739209700.5919695;-45.120503652039325
1739209700.5919733;-38.13080360867914
1739209700.5919774;-28.992665084841942
1739209700.5919812;-35.57807855764607
1739209700.591985;-38.13080360867914
1739209700.5919888;-45.120503652039325
1739209700.5919926;-33.981070128970906
1739209700.5919964;-38.13080360867914
1739209700.5920002;-38.13080360867914
1739209700.592004;-45.120503652039325
1739209700.592008;-45.120503652039325
1739209700.592012;-38.13080360867914
1739209700.5920157;-38.13080360867914
1739209700.5920196;-45.120503652039325
1739209700.5920234;-35.57807855764607
1739209700.5920272;-35.57807855764607
1739209700.592031;-45.120503652039325
1739209700.5920348;-45.120503652039325
1739209700.5920386;-33.981070128970906
1739209700.5920427;-45.120503652039325
1739209700.5920465;-45.120503652039325
1739209700.5920503;-38.13080360867914
1739209700.5920541;-45.120503652039325
1739209700.592058;-45.120503652039325
1739209700.5920618;-38.13080360867914
1739209700.5920656;-35.57807855764607
1739209700.5920694;-26.991370085610722
1739209700.5920734;-45.120503652039325
1739209700.5920773;-45.120503652039325
1739209700.592081;-45.120503652039325
1739209700.592085;-33.981070128970906
1739209700.5920887;-38.13080360867914
1739209700.5920925;-38.13080360867914
1739209700.5920963;-32.816014438256545
1739209700.5921001;-31.141103565318915
1739209700.5921042;-45.120503652039325
1739209700.592108;-38.13080360867914
1739209700.5921118;-33.981070128970906
1739209700.5921156;-45.120503652039325
1739209700.5921195;-45.120503652039325
1739209700.5921233;-45.120503652039325
1739209700.592127;-35.57807855764607
1739209700.592131;-31.141103565318915
1739209700.592135;-38.13080360867914
1739209700.5921388;-38.13080360867914
1739209700.5921426;-38.13080360867914
1739209700.5921464;-33.981070128970906
1739209700.5921502;-45.120503652039325
1739209700.592154;-38.13080360867914
1739209700.5921578;-32.816014438256545
1739209700.5921617;-45.120503652039325
1739209700.5921655;-45.120503652039325
1739209700.5921695;-38.13080360867914
1739209700.5921733;-38.13080360867914
1739209700.5921772;-38.13080360867914
1739209700.592181;-35.57807855764607
1739209700.5921848;-38.13080360867914
1739209700.5921886;-38.13080360867914
1739209700.5921924;-38.13080360867914
1739209700.5921962;-38.13080360867914
1739209700.5922003;-38.13080360867914
1739209700.592204;-45.120503652039325
1739209700.592208;-38.13080360867914
1739209700.5922117;-45.120503652039325
1739209700.5922155;-45.120503652039325
1739209700.5922194;-30.49652367304973
1739209700.5922232;-33.981070128970906
1739209700.592227;-35.57807855764607
1739209700.592231;-33.981070128970906
1739209700.5922348;-38.13080360867914
1739209700.5922387;-45.120503652039325
1739209700.5922425;-31.141103565318893
1739209700.5922463;-45.120503652039325
1739209700.59225;-38.13080360867914
1739209700.592254;-38.13080360867914
1739209700.5922577;-38.13080360867914
1739209700.5922618;-38.13080360867914
1739209700.5922656;-45.120503652039325
1739209700.5922694;-45.120503652039325
1739209700.5922732;-45.120503652039325
1739209700.592277;-45.120503652039325
1739209700.5922809;-45.120503652039325
1739209700.5922847;-45.120503652039325
1739209700.5922885;-45.120503652039325
1739209700.5922923;-45.120503652039325
1739209700.5922964;-45.120503652039325
1739209700.5923002;-33.981070128970906
1739209700.592304;-38.13080360867914
1739209700.5923078;-45.120503652039325
1739209700.5923116;-33.981070128970906
1739209700.5923154;-38.13080360867914
1739209700.5923193;-35.57807855764607
1739209700.592323;-38.13080360867914
1739209700.592327;-38.13080360867914
1739209700.592331;-38.13080360867914
1739209700.5923347;-38.13080360867914
1739209700.5923386;-38.13080360867914
1739209700.5923424;-35.57807855764607
1739209700.5923462;-33.981070128970906
1739209700.59235;-45.120503652039325
1739209700.5923538;-45.120503652039325
1739209700.5923579;-35.57807855764607
1739209700.5923617;-38.13080360867914
1739209700.5923655;-45.120503652039325
1739209700.5923693;-45.120503652039325
1739209700.5923731;-35.57807855764607
1739209700.592377;-38.13080360867914
1739209700.5923808;-35.57807855764607
1739209700.5923846;-38.13080360867914
1739209700.5923886;-38.13080360867914
1739209700.5923924;-45.120503652039325
1739209700.5923963;-35.57807855764607
1739209700.5924;-35.57807855764607
1739209700.592404;-33.981070128970906
1739209700.5924077;-45.120503652039325
1739209700.5924115;-32.816014438256545
1739209700.5924153;-38.13080360867914
1739209700.5924191;-45.120503652039325
1739209700.5924232;-45.120503652039325
1739209700.592427;-45.120503652039325
1739209700.5924308;-38.13080360867914
1739209700.5924346;-45.120503652039325
1739209700.5924385;-38.13080360867914
1739209700.5924423;-45.120503652039325
1739209700.592446;-45.120503652039325
1739209700.59245;-45.120503652039325
1739209700.592454;-38.13080360867914
1739209700.5924578;-35.57807855764607
1739209700.5924616;-45.120503652039325
1739209700.5924654;-45.120503652039325
1739209700.5924692;-45.120503652039325
1739209700.592473;-26.991370085610736
1739209700.5924768;-33.981070128970906
1739209700.5924807;-45.120503652039325
1739209700.5924847;-38.13080360867914
1739209700.5924885;-38.13080360867914
1739209700.5924923;-38.13080360867914
1739209700.5924962;-35.57807855764607
1739209700.5925;-33.981070128970906
1739209700.5925038;-38.13080360867914
1739209700.5925076;-45.120503652039325
1739209700.5925114;-45.120503652039325
1739209700.5925152;-38.13080360867914
1739209700.5925193;-45.120503652039325
1739209700.592523;-45.120503652039325
1739209700.592527;-45.120503652039325
1739209700.5925307;-45.120503652039325
1739209700.5925345;-30.49652367304973
1739209700.5925384;-32.816014438256545
1739209700.5925422;-45.120503652039325
1739209700.592546;-45.120503652039325
1739209700.59255;-38.13080360867914
1739209700.5925539;-33.981070128970906
1739209700.5925577;-32.816014438256545
1739209700.5925615;-33.981070128970906
1739209700.5925653;-45.120503652039325
1739209700.592569;-35.57807855764607
1739209700.592573;-32.816014438256545
1739209700.5925767;-38.13080360867914
1739209700.5925808;-45.120503652039325
1739209700.5925846;-38.13080360867914
1739209700.5925884;-38.13080360867914
1739209700.5925922;-45.120503652039325
1739209700.592596;-45.120503652039325
1739209700.5925999;-45.120503652039325
1739209700.5926037;-35.57807855764607
1739209700.5926075;-38.13080360867914
1739209700.5926116;-45.120503652039325
1739209700.5926154;-38.13080360867914
1739209700.5926192;-35.57807855764607
1739209700.592623;-38.13080360867914
1739209700.5926268;-33.981070128970906
1739209700.5926306;-30.49652367304973
1739209700.5926344;-35.57807855764607
1739209700.5926383;-38.13080360867914
1739209700.592642;-38.13080360867914
1739209700.5926461;-33.981070128970906
1739209700.59265;-45.120503652039325
1739209700.5926538;-33.981070128970906
1739209700.5926576;-45.120503652039325
1739209700.5926614;-35.57807855764607
1739209700.5926652;-32.816014438256545
1739209700.592669;-38.13080360867914
1739209700.5926728;-45.120503652039325
1739209700.5926769;-45.120503652039325
1739209700.5926807;-38.13080360867914
1739209700.5926845;-45.120503652039325
1739209700.5926883;-38.13080360867914
1739209700.5926921;-28.992665084841942
1739209700.592696;-35.57807855764607
1739209700.5926998;-38.13080360867914
1739209700.5927036;-35.57807855764607
1739209700.5927076;-35.57807855764607
1739209700.5927114;-38.13080360867914
1739209700.5927153;-38.13080360867914
1739209700.592719;-45.120503652039325
1739209700.592723;-38.13080360867914
1739209700.5927267;-38.13080360867914
1739209700.5927305;-45.120503652039325
1739209700.5927343;-35.57807855764607
1739209700.5927384;-38.13080360867914
1739209700.5927422;-45.120503652039325
1739209700.592746;-45.120503652039325
1739209700.5927498;-45.120503652039325
1739209700.5927536;-45.120503652039325
1739209700.5927575;-45.120503652039325
1739209700.5927613;-45.120503652039325
1739209700.592765;-38.13080360867914
1739209700.592769;-45.120503652039325
1739209700.592773;-38.13080360867914
1739209700.5927768;-45.120503652039325
1739209700.5927806;-38.13080360867914
1739209700.5927844;-33.981070128970906
1739209700.5927882;-45.120503652039325
1739209700.592792;-45.120503652039325
1739209700.5927958;-45.120503652039325
1739209700.5927997;-45.120503652039325
1739209700.5928037;-33.981070128970906
1739209700.5928075;-38.13080360867914
1739209700.5928113;-45.120503652039325
1739209700.5928152;-38.13080360867914
1739209700.592819;-38.13080360867914
1739209700.5928228;-45.120503652039325
1739209700.5928266;-45.120503652039325
1739209700.5928304;-45.120503652039325
1739209700.5928345;-35.57807855764607
1739209700.5928383;-45.120503652039325
1739209700.592842;-45.120503652039325
1739209700.592846;-45.120503652039325
1739209700.5928497;-38.13080360867914
1739209700.5928535;-38.13080360867914
1739209700.5928574;-45.120503652039325
1739209700.5928612;-38.13080360867914
1739209700.5928652;-38.13080360867914
1739209700.592869;-33.981070128970906
1739209700.5928729;-45.120503652039325
1739209700.5928767;-33.981070128970906
1739209700.5928805;-30.49652367304973
1739209700.5928843;-38.13080360867914
1739209700.592888;-45.120503652039325
1739209700.592892;-38.13080360867914
1739209700.5928957;-32.816014438256545
1739209700.5928998;-45.120503652039325
1739209700.5929036;-45.120503652039325
1739209700.5929074;-45.120503652039325
1739209700.5929112;-45.120503652039325
1739209700.592915;-35.57807855764607
1739209700.5929189;-45.120503652039325
1739209700.5929227;-38.13080360867914
1739209700.5929265;-45.120503652039325
1739209700.5929306;-38.13080360867914
1739209700.5929344;-45.120503652039325
1739209700.5929382;-35.57807855764607
1739209700.592942;-32.816014438256545
1739209700.5929458;-45.120503652039325
1739209700.5929496;-45.120503652039325
1739209700.5929534;-38.13080360867914
1739209700.5929573;-38.13080360867914
1739209700.5929613;-38.13080360867914
1739209700.5929651;-32.816014438256545
1739209700.592969;-45.120503652039325
1739209700.5929728;-45.120503652039325
1739209700.5929766;-45.120503652039325
1739209700.5929804;-45.120503652039325
1739209700.5929842;-45.120503652039325
1739209700.592988;-45.120503652039325
1739209700.592992;-38.13080360867914
1739209700.592996;-45.120503652039325
1739209700.5929997;-33.981070128970906
1739209700.5930035;-35.57807855764607
1739209700.5930073;-38.13080360867914
1739209700.5930111;-45.120503652039325
1739209700.593015;-33.981070128970906
1739209700.5930188;-45.120503652039325
1739209700.5930226;-38.13080360867914
1739209700.5930266;-32.816014438256545
1739209700.5930305;-45.120503652039325
1739209700.5930343;-30.49652367304973
1739209700.593038;-38.13080360867914
1739209700.593042;-45.120503652039325
1739209700.5930457;-33.981070128970906
1739209700.5930495;-45.120503652039325
1739209700.5930533;-45.120503652039325
1739209700.5930574;-45.120503652039325
1739209700.5930612;-45.120503652039325
1739209700.593065;-38.13080360867914
1739209700.5930688;-45.120503652039325
1739209700.5930727;-45.120503652039325
1739209700.5930765;-38.13080360867914
1739209700.5930803;-45.120503652039325
1739209700.593084;-45.120503652039325
1739209700.5930882;-38.13080360867914
1739209700.593092;-35.57807855764607
1739209700.5930958;-24.292649948874775
1739209700.5930996;-35.57807855764607
1739209700.5931034;-45.120503652039325
1739209700.5931072;-38.13080360867914
1739209700.593111;-32.816014438256545
1739209700.5931149;-45.120503652039325
1739209700.593119;-45.120503652039325
1739209700.5931227;-45.120503652039325
1739209700.5931265;-45.120503652039325
1739209700.5931304;-45.120503652039325
1739209700.5931342;-35.57807855764607
1739209700.593138;-45.120503652039325
1739209700.5931418;-45.120503652039325
1739209700.5931456;-38.13080360867914
1739209700.5931494;-38.13080360867914
1739209700.5931535;-38.13080360867914
1739209700.5931573;-35.57807855764607
1739209700.593161;-38.13080360867914
1739209700.593165;-45.120503652039325
1739209700.5931687;-38.13080360867914
1739209700.5931726;-38.13080360867914
1739209700.5931764;-33.981070128970906
1739209700.5931802;-45.120503652039325
1739209700.5931842;-45.120503652039325
1739209700.593188;-25.826314394896354
1739209700.5931919;-32.816014438256545
1739209700.5931957;-45.120503652039325
1739209700.5931995;-45.120503652039325
1739209700.5932033;-35.57807855764607
1739209700.5932071;-45.120503652039325
1739209700.593211;-45.120503652039325
1739209700.593215;-38.13080360867914
1739209700.5932188;-38.13080360867914
1739209700.5932226;-45.120503652039325
1739209700.5932264;-35.57807855764607
1739209700.5932302;-38.13080360867914
1739209700.593234;-45.120503652039325
1739209700.5932379;-38.13080360867914
1739209700.5932417;-45.120503652039325
1739209700.5932457;-45.120503652039325
1739209700.5932496;-35.57807855764607
1739209700.5932534;-45.120503652039325
1739209700.5932572;-35.57807855764607
1739209700.593261;-38.13080360867914
1739209700.5932648;-45.120503652039325
1739209700.5932686;-45.120503652039325
1739209700.5932724;-45.120503652039325
1739209700.5932763;-45.120503652039325
1739209700.5932803;-38.13080360867914
1739209700.5932841;-33.981070128970906
1739209700.593288;-35.57807855764607
1739209700.5932918;-38.13080360867914
1739209700.5932956;-32.816014438256545
1739209700.5932994;-35.57807855764607
1739209700.5933032;-45.120503652039325
1739209700.593307;-38.13080360867914
1739209700.593311;-45.120503652039325
1739209700.593315;-45.120503652039325
1739209700.5933187;-45.120503652039325
1739209700.5933225;-38.13080360867914
1739209700.5933263;-45.120503652039325
1739209700.5933301;-33.981070128970906
1739209700.593334;-45.120503652039325
1739209700.5933378;-45.120503652039325
1739209700.5933418;-33.981070128970906
1739209700.5933456;-33.981070128970906
1739209700.5933495;-45.120503652039325
1739209700.5933533;-38.13080360867914
1739209700.593357;-35.57807855764607
1739209700.593361;-38.13080360867914
1739209700.5933647;-45.120503652039325
1739209700.5933685;-38.13080360867914
1739209700.5933723;-38.13080360867914
1739209700.5933764;-38.13080360867914
1739209700.5933802;-35.57807855764607
1739209700.593384;-45.120503652039325
1739209700.5933878;-38.13080360867914
1739209700.5933917;-38.13080360867914
1739209700.5933955;-35.57807855764607
1739209700.5933993;-38.13080360867914
1739209700.593403;-38.13080360867914
1739209700.5934072;-38.13080360867914
1739209700.593411;-38.13080360867914
1739209700.5934148;-35.57807855764607
1739209700.5934186;-38.13080360867914
1739209700.5934224;-45.120503652039325
1739209700.5934262;-38.13080360867914
1739209700.59343;-38.13080360867914
1739209700.5934339;-38.13080360867914
1739209700.593438;-33.981070128970906
1739209700.5934417;-45.120503652039325
1739209700.5934455;-38.13080360867914
1739209700.5934494;-38.13080360867914
1739209700.5934532;-38.13080360867914
1739209700.593457;-38.13080360867914
1739209700.5934608;-38.13080360867914
1739209700.5934646;-38.13080360867914
1739209700.5934687;-38.13080360867914
1739209700.5934725;-38.13080360867914
1739209700.5934763;-45.120503652039325
1739209700.59348;-45.120503652039325
1739209700.593484;-45.120503652039325
1739209700.5934877;-38.13080360867914
1739209700.5934916;-45.120503652039325
1739209700.5934954;-45.120503652039325
1739209700.5934992;-38.13080360867914
1739209700.5935032;-45.120503652039325
1739209700.593507;-45.120503652039325
1739209700.5935109;-38.13080360867914
1739209700.5935147;-33.981070128970906
1739209700.5935185;-32.816014438256545
1739209700.5935223;-33.981070128970906
1739209700.5935261;-45.120503652039325
1739209700.59353;-38.13080360867914
1739209700.593534;-45.120503652039325
1739209700.5935378;-38.13080360867914
1739209700.5935416;-45.120503652039325
1739209700.5935454;-38.13080360867914
1739209700.5935493;-45.120503652039325
1739209700.593553;-45.120503652039325
1739209700.593557;-38.13080360867914
1739209700.5935607;-38.13080360867914
1739209700.5935647;-38.13080360867914
1739209700.5935686;-45.120503652039325
1739209700.5935724;-38.13080360867914
1739209700.5935762;-38.13080360867914
1739209700.59358;-38.13080360867914
1739209700.5935838;-45.120503652039325
1739209700.5935876;-45.120503652039325
1739209700.5935915;-31.141103565318915
1739209700.5935955;-33.981070128970906
1739209700.5935993;-38.13080360867914
1739209700.5936031;-38.13080360867914
1739209700.593607;-45.120503652039325
1739209700.5936108;-38.13080360867914
1739209700.5936146;-45.120503652039325
1739209700.5936184;-32.816014438256545
1739209700.5936222;-32.816014438256545
1739209700.593626;-33.981070128970956
1739209700.59363;-35.57807855764607
1739209700.593634;-38.13080360867914
1739209700.5936377;-45.120503652039325
1739209700.5936415;-38.13080360867914
1739209700.5936453;-45.120503652039325
1739209700.5936491;-35.57807855764607
1739209700.593653;-35.57807855764607
1739209700.5936568;-45.120503652039325
1739209700.5936608;-38.13080360867914
1739209700.5936646;-45.120503652039325
1739209700.5936685;-38.13080360867914
1739209700.5936723;-38.13080360867914
1739209700.593676;-45.120503652039325
1739209700.59368;-45.120503652039325
1739209700.5936837;-38.13080360867914
1739209700.5936875;-35.57807855764607
1739209700.5936916;-38.13080360867914
1739209700.5936954;-38.13080360867914
1739209700.5936992;-45.120503652039325
1739209700.593703;-38.13080360867914
1739209700.5937068;-38.13080360867914
1739209700.5937107;-45.120503652039325
1739209700.5937145;-45.120503652039325
1739209700.5937183;-45.120503652039325
1739209700.5937223;-38.13080360867914
1739209700.5937262;-45.120503652039325
1739209700.59373;-45.120503652039325
1739209700.5937338;-38.13080360867914
1739209700.5937376;-33.981070128970906
1739209700.5937414;-45.120503652039325
1739209700.5937452;-35.57807855764607
1739209700.593749;-28.58837851428586
1739209700.5937529;-45.120503652039325
1739209700.593757;-45.120503652039325
1739209700.5937607;-45.120503652039325
1739209700.5937645;-45.120503652039325
1739209700.5937684;-38.13080360867914
1739209700.5937722;-32.816014438256545
1739209700.593776;-38.13080360867914
1739209700.5937798;-45.120503652039325
1739209700.5937836;-45.120503652039325
1739209700.5937877;-38.13080360867914
1739209700.5937915;-38.13080360867914
1739209700.5937953;-33.981070128970906
1739209700.593799;-45.120503652039325
1739209700.593803;-38.13080360867914
1739209700.5938067;-38.13080360867914
1739209700.5938106;-45.120503652039325
1739209700.5938144;-38.13080360867914
1739209700.5938184;-32.816014438256545
1739209700.5938222;-38.13080360867914
1739209700.593826;-38.13080360867914
1739209700.5938299;-38.13080360867914
1739209700.5938337;-38.13080360867914
1739209700.5938375;-38.13080360867914
1739209700.5938413;-35.57807855764607
1739209700.5938451;-38.13080360867914
1739209700.5938492;-38.13080360867914
1739209700.593853;-33.981070128970906
1739209700.5938568;-45.120503652039325
1739209700.5938606;-45.120503652039325
1739209700.5938644;-38.13080360867914
1739209700.5938683;-38.13080360867914
1739209700.593872;-45.120503652039325
1739209700.593876;-38.13080360867914
1739209700.5938797;-29.438486411369333
1739209700.5938838;-38.13080360867914
1739209700.5938876;-45.120503652039325
1739209700.5938914;-35.57807855764607
1739209700.5938952;-35.57807855764607
1739209700.593899;-45.120503652039325
1739209700.5939028;-45.120503652039325
1739209700.5939066;-45.120503652039325
1739209700.5939105;-38.13080360867914
1739209700.5939145;-45.120503652039325
1739209700.5939183;-45.120503652039325
1739209700.5939221;-33.981070128970906
1739209700.593926;-45.120503652039325
