CAN Message; 0x1d3:00006797e9c12c86
Timestamp;Amplitude
1739209598.687314;-38.13080360867914
1739209598.6873198;-33.981070128970906
1739209598.6873255;-35.57807855764607
1739209598.6873312;-38.13080360867914
1739209598.687337;-38.13080360867914
1739209598.6873426;-38.13080360867914
1739209598.6873484;-38.13080360867914
1739209598.687354;-45.120503652039325
1739209598.6873598;-33.981070128970906
1739209598.6873655;-35.57807855764607
1739209598.6873713;-38.13080360867914
1739209598.687377;-45.120503652039325
1739209598.6873827;-38.13080360867914
1739209598.6873884;-35.57807855764607
1739209598.6873941;-38.13080360867914
1739209598.6873999;-35.57807855764607
1739209598.6874056;-38.13080360867914
1739209598.6874113;-45.120503652039325
1739209598.687417;-45.120503652039325
1739209598.6874228;-38.13080360867914
1739209598.6874285;-38.13080360867914
1739209598.6874342;-45.120503652039325
1739209598.68744;-45.120503652039325
1739209598.6874456;-45.120503652039325
1739209598.6874514;-38.13080360867914
1739209598.687457;-38.13080360867914
1739209598.6874628;-45.120503652039325
1739209598.6874685;-45.120503652039325
1739209598.6874743;-38.13080360867914
1739209598.68748;-35.57807855764607
1739209598.6874857;-38.13080360867914
1739209598.6874914;-45.120503652039325
1739209598.6874971;-45.120503652039325
1739209598.6875029;-38.13080360867914
1739209598.6875086;-35.57807855764607
1739209598.6875143;-38.13080360867914
1739209598.68752;-45.120503652039325
1739209598.6875257;-38.13080360867914
1739209598.6875315;-32.816014438256545
1739209598.6875372;-38.13080360867914
1739209598.687543;-38.13080360867914
1739209598.6875486;-33.981070128970906
1739209598.6875546;-33.981070128970906
1739209598.6875603;-45.120503652039325
1739209598.687566;-33.981070128970906
1739209598.6875718;-38.13080360867914
1739209598.6875775;-45.120503652039325
1739209598.6875832;-45.120503652039325
1739209598.687589;-31.141103565318915
1739209598.6875947;-33.981070128970906
1739209598.6876004;-45.120503652039325
1739209598.687606;-38.13080360867914
1739209598.6876118;-38.13080360867914
1739209598.6876175;-45.120503652039325
1739209598.6876233;-45.120503652039325
1739209598.687629;-38.13080360867914
1739209598.6876347;-32.816014438256545
1739209598.6876404;-31.141103565318915
1739209598.6876462;-45.120503652039325
1739209598.6876519;-45.120503652039325
1739209598.6876576;-38.13080360867914
1739209598.6876633;-38.13080360867914
1739209598.687669;-38.13080360867914
1739209598.6876748;-45.120503652039325
1739209598.6876805;-33.981070128970906
1739209598.6876862;-30.49652367304973
1739209598.687692;-35.57807855764607
1739209598.6876976;-45.120503652039325
1739209598.6877034;-38.13080360867914
1739209598.687709;-38.13080360867914
1739209598.6877148;-35.57807855764607
1739209598.6877205;-38.13080360867914
1739209598.6877263;-45.120503652039325
1739209598.687732;-33.981070128970906
1739209598.6877377;-32.816014438256545
1739209598.6877434;-45.120503652039325
1739209598.6877491;-45.120503652039325
1739209598.6877549;-45.120503652039325
1739209598.6877606;-45.120503652039325
1739209598.6877663;-45.120503652039325
1739209598.687772;-45.120503652039325
1739209598.6877778;-33.981070128970906
1739209598.6877835;-45.120503652039325
1739209598.6877892;-38.13080360867914
1739209598.687795;-38.13080360867914
1739209598.6878006;-38.13080360867914
1739209598.6878064;-45.120503652039325
1739209598.687812;-38.13080360867914
1739209598.6878178;-33.981070128970906
1739209598.6878235;-32.816014438256545
1739209598.6878293;-38.13080360867914
1739209598.687835;-38.13080360867914
1739209598.6878407;-45.120503652039325
1739209598.6878464;-38.13080360867914
1739209598.6878521;-38.13080360867914
1739209598.6878579;-38.13080360867914
1739209598.6878636;-38.13080360867914
1739209598.6878693;-31.141103565318915
1739209598.687875;-45.120503652039325
1739209598.6878808;-45.120503652039325
1739209598.6878865;-45.120503652039325
1739209598.6878922;-38.13080360867914
1739209598.687898;-45.120503652039325
1739209598.6879036;-45.120503652039325
1739209598.6879094;-45.120503652039325
1739209598.687915;-45.120503652039325
1739209598.6879208;-38.13080360867914
1739209598.6879265;-45.120503652039325
1739209598.6879323;-45.120503652039325
1739209598.687938;-33.981070128970906
1739209598.6879437;-45.120503652039325
1739209598.6879494;-38.13080360867914
1739209598.6879551;-38.13080360867914
1739209598.6879609;-45.120503652039325
1739209598.6879666;-45.120503652039325
1739209598.6879723;-38.13080360867914
1739209598.687978;-35.57807855764607
1739209598.6879838;-38.13080360867914
1739209598.6879895;-45.120503652039325
1739209598.6879952;-45.120503652039325
1739209598.688001;-45.120503652039325
1739209598.6880066;-38.13080360867914
1739209598.6880124;-45.120503652039325
1739209598.688018;-38.13080360867914
1739209598.6880238;-38.13080360867914
1739209598.6880295;-33.981070128970906
1739209598.6880352;-45.120503652039325
1739209598.6880412;-45.120503652039325
1739209598.688047;-45.120503652039325
1739209598.6880527;-45.120503652039325
1739209598.6880584;-33.981070128970906
1739209598.688064;-38.13080360867914
1739209598.6880698;-45.120503652039325
1739209598.6880755;-38.13080360867914
1739209598.6880813;-32.816014438256545
1739209598.688087;-45.120503652039325
1739209598.6880927;-45.120503652039325
1739209598.6880984;-33.981070128970906
1739209598.6881042;-38.13080360867914
1739209598.6881099;-45.120503652039325
1739209598.6881156;-35.57807855764607
1739209598.6881213;-45.120503652039325
1739209598.688127;-45.120503652039325
1739209598.6881328;-38.13080360867914
1739209598.6881385;-38.13080360867914
1739209598.6881442;-45.120503652039325
1739209598.68815;-45.120503652039325
1739209598.6881557;-38.13080360867914
1739209598.6881614;-45.120503652039325
1739209598.688167;-38.13080360867914
1739209598.6881728;-38.13080360867914
1739209598.6881785;-38.13080360867914
1739209598.6881843;-45.120503652039325
1739209598.68819;-38.13080360867914
1739209598.6881957;-30.49652367304973
1739209598.6882014;-45.120503652039325
1739209598.6882071;-45.120503652039325
1739209598.6882129;-45.120503652039325
1739209598.6882186;-33.981070128970906
1739209598.6882243;-45.120503652039325
1739209598.68823;-45.120503652039325
1739209598.6882358;-45.120503652039325
1739209598.6882415;-45.120503652039325
1739209598.6882472;-45.120503652039325
1739209598.688253;-45.120503652039325
1739209598.6882586;-38.13080360867914
1739209598.6882644;-45.120503652039325
1739209598.68827;-45.120503652039325
1739209598.6882758;-45.120503652039325
1739209598.6882815;-38.13080360867914
1739209598.6882873;-31.141103565318915
1739209598.688293;-35.57807855764607
1739209598.6882987;-35.57807855764607
1739209598.6883044;-35.57807855764607
1739209598.6883101;-35.57807855764607
1739209598.6883159;-38.13080360867914
1739209598.6883216;-38.13080360867914
1739209598.6883273;-45.120503652039325
1739209598.688333;-32.816014438256545
1739209598.6883388;-45.120503652039325
1739209598.6883445;-45.120503652039325
1739209598.6883502;-45.120503652039325
1739209598.688356;-45.120503652039325
1739209598.6883616;-38.13080360867914
1739209598.6883674;-45.120503652039325
1739209598.688373;-45.120503652039325
1739209598.6883788;-38.13080360867914
1739209598.6883845;-45.120503652039325
1739209598.6883903;-45.120503652039325
1739209598.688396;-35.57807855764607
1739209598.6884017;-32.816014438256545
1739209598.6884074;-45.120503652039325
1739209598.6884131;-45.120503652039325
1739209598.6884189;-38.13080360867914
1739209598.6884246;-26.991370085610722
1739209598.6884303;-38.13080360867914
1739209598.688436;-45.120503652039325
1739209598.6884418;-45.120503652039325
1739209598.6884475;-38.13080360867914
1739209598.6884532;-32.816014438256545
1739209598.688459;-38.13080360867914
1739209598.6884646;-45.120503652039325
1739209598.6884704;-31.141103565318943
1739209598.688476;-38.13080360867914
1739209598.6884818;-45.120503652039325
1739209598.6884875;-45.120503652039325
1739209598.6884933;-45.120503652039325
1739209598.688499;-38.13080360867914
1739209598.6885047;-38.13080360867914
1739209598.6885104;-35.57807855764607
1739209598.6885161;-30.49652367304973
1739209598.6885219;-38.13080360867914
1739209598.6885276;-45.120503652039325
1739209598.6885335;-38.13080360867914
1739209598.6885393;-33.981070128970906
1739209598.688545;-45.120503652039325
1739209598.6885507;-45.120503652039325
1739209598.6885564;-38.13080360867914
1739209598.6885622;-33.981070128970906
1739209598.6885679;-38.13080360867914
1739209598.6885736;-45.120503652039325
1739209598.6885793;-38.13080360867914
1739209598.688585;-38.13080360867914
1739209598.6885908;-38.13080360867914
1739209598.6885965;-38.13080360867914
1739209598.6886022;-35.57807855764607
1739209598.688608;-38.13080360867914
1739209598.6886137;-45.120503652039325
1739209598.6886194;-45.120503652039325
1739209598.688625;-45.120503652039325
1739209598.6886308;-38.13080360867914
1739209598.6886365;-45.120503652039325
1739209598.6886423;-33.981070128970906
1739209598.688648;-45.120503652039325
1739209598.6886537;-31.141103565318915
1739209598.6886594;-33.981070128970906
1739209598.6886652;-45.120503652039325
1739209598.6886709;-45.120503652039325
1739209598.6886766;-45.120503652039325
1739209598.6886823;-33.981070128970906
1739209598.688688;-35.57807855764607
1739209598.6886938;-45.120503652039325
1739209598.6886995;-38.13080360867914
1739209598.6887052;-38.13080360867914
1739209598.688711;-45.120503652039325
1739209598.6887167;-45.120503652039325
1739209598.6887224;-38.13080360867914
1739209598.688728;-38.13080360867914
1739209598.6887338;-45.120503652039325
1739209598.6887395;-38.13080360867914
1739209598.6887453;-38.13080360867914
1739209598.688751;-45.120503652039325
1739209598.6887567;-45.120503652039325
1739209598.6887624;-45.120503652039325
1739209598.6887681;-38.13080360867914
1739209598.6887739;-45.120503652039325
1739209598.6887796;-45.120503652039325
1739209598.6887853;-45.120503652039325
1739209598.688791;-45.120503652039325
1739209598.6887968;-35.57807855764607
1739209598.6888025;-35.57807855764607
1739209598.6888082;-45.120503652039325
1739209598.688814;-33.981070128970906
1739209598.6888196;-32.816014438256545
1739209598.6888254;-35.57807855764607
1739209598.688831;-38.13080360867914
1739209598.6888368;-38.13080360867914
1739209598.6888425;-38.13080360867914
1739209598.6888483;-33.981070128970906
1739209598.688854;-38.13080360867914
1739209598.6888597;-45.120503652039325
1739209598.6888654;-45.120503652039325
1739209598.6888711;-38.13080360867914
1739209598.6888769;-45.120503652039325
1739209598.6888826;-38.13080360867914
1739209598.6888883;-38.13080360867914
1739209598.688894;-45.120503652039325
1739209598.6888998;-45.120503652039325
1739209598.6889055;-38.13080360867914
1739209598.6889112;-38.13080360867914
1739209598.688917;-45.120503652039325
1739209598.6889226;-35.57807855764607
1739209598.6889284;-35.57807855764607
1739209598.688934;-45.120503652039325
1739209598.6889398;-45.120503652039325
1739209598.6889455;-38.13080360867914
1739209598.6889513;-38.13080360867914
1739209598.688957;-45.120503652039325
1739209598.6889627;-45.120503652039325
1739209598.6889684;-38.13080360867914
1739209598.6889741;-38.13080360867914
1739209598.6889799;-38.13080360867914
1739209598.6889856;-38.13080360867914
1739209598.6889913;-38.13080360867914
1739209598.688997;-45.120503652039325
1739209598.6890028;-38.13080360867914
1739209598.6890085;-45.120503652039325
1739209598.6890142;-45.120503652039325
1739209598.6890202;-45.120503652039325
1739209598.6890259;-38.13080360867914
1739209598.6890316;-38.13080360867914
1739209598.6890373;-45.120503652039325
1739209598.689043;-45.120503652039325
1739209598.6890488;-38.13080360867914
1739209598.6890545;-45.120503652039325
1739209598.6890602;-45.120503652039325
1739209598.689066;-38.13080360867914
1739209598.6890717;-45.120503652039325
1739209598.6890774;-45.120503652039325
1739209598.689083;-38.13080360867914
1739209598.6890888;-35.57807855764607
1739209598.6890945;-45.120503652039325
1739209598.6891003;-45.120503652039325
1739209598.689106;-45.120503652039325
1739209598.6891117;-38.13080360867914
1739209598.6891174;-35.57807855764607
1739209598.6891232;-38.13080360867914
1739209598.6891289;-38.13080360867914
1739209598.6891346;-38.13080360867914
1739209598.6891403;-38.13080360867914
1739209598.689146;-38.13080360867914
1739209598.6891518;-38.13080360867914
1739209598.6891575;-35.57807855764607
1739209598.6891632;-45.120503652039325
1739209598.689169;-38.13080360867914
1739209598.6891747;-45.120503652039325
1739209598.6891804;-45.120503652039325
1739209598.689186;-38.13080360867914
1739209598.6891918;-45.120503652039325
1739209598.6891975;-45.120503652039325
1739209598.6892033;-38.13080360867914
1739209598.689209;-38.13080360867914
1739209598.6892147;-38.13080360867914
1739209598.6892204;-38.13080360867914
1739209598.6892262;-45.120503652039325
1739209598.6892319;-33.981070128970906
1739209598.6892376;-35.57807855764607
1739209598.6892433;-45.120503652039325
1739209598.689249;-45.120503652039325
1739209598.6892548;-32.816014438256545
1739209598.6892605;-29.438486411369333
1739209598.6892662;-45.120503652039325
1739209598.689272;-38.13080360867914
1739209598.6892776;-38.13080360867914
1739209598.6892834;-45.120503652039325
1739209598.689289;-45.120503652039325
1739209598.6892948;-35.57807855764607
1739209598.6893005;-45.120503652039325
1739209598.6893063;-38.13080360867914
1739209598.689312;-33.981070128970906
1739209598.6893177;-33.981070128970906
1739209598.6893234;-45.120503652039325
1739209598.6893291;-45.120503652039325
1739209598.6893349;-38.13080360867914
1739209598.6893406;-45.120503652039325
1739209598.6893463;-33.981070128970906
1739209598.689352;-31.141103565318893
1739209598.6893578;-45.120503652039325
1739209598.6893635;-45.120503652039325
1739209598.6893692;-45.120503652039325
1739209598.689375;-33.981070128970906
1739209598.6893806;-45.120503652039325
1739209598.6893864;-45.120503652039325
1739209598.689392;-45.120503652039325
1739209598.6893978;-45.120503652039325
1739209598.6894035;-45.120503652039325
1739209598.6894093;-45.120503652039325
1739209598.689415;-45.120503652039325
1739209598.6894207;-45.120503652039325
1739209598.6894264;-45.120503652039325
1739209598.6894321;-45.120503652039325
1739209598.6894379;-38.13080360867914
1739209598.6894436;-38.13080360867914
1739209598.6894493;-38.13080360867914
1739209598.689455;-38.13080360867914
1739209598.6894608;-38.13080360867914
1739209598.6894665;-45.120503652039325
1739209598.6894722;-38.13080360867914
1739209598.689478;-38.13080360867914
1739209598.6894836;-38.13080360867914
1739209598.6894894;-32.816014438256545
1739209598.689495;-38.13080360867914
1739209598.6895008;-38.13080360867914
1739209598.6895065;-45.120503652039325
1739209598.6895125;-38.13080360867914
1739209598.6895182;-38.13080360867914
1739209598.689524;-38.13080360867914
1739209598.6895297;-45.120503652039325
1739209598.6895354;-31.141103565318943
1739209598.689541;-45.120503652039325
1739209598.6895468;-45.120503652039325
1739209598.6895525;-45.120503652039325
1739209598.6895583;-45.120503652039325
1739209598.689564;-38.13080360867914
1739209598.6895697;-45.120503652039325
1739209598.6895754;-45.120503652039325
1739209598.6895812;-31.141103565318915
1739209598.6895869;-38.13080360867914
1739209598.6895926;-45.120503652039325
1739209598.6895983;-45.120503652039325
1739209598.689604;-38.13080360867914
1739209598.6896098;-45.120503652039325
1739209598.6896155;-45.120503652039325
1739209598.6896212;-38.13080360867914
1739209598.689627;-38.13080360867914
1739209598.6896327;-38.13080360867914
1739209598.6896384;-45.120503652039325
1739209598.689644;-45.120503652039325
1739209598.6896498;-45.120503652039325
1739209598.6896555;-38.13080360867914
1739209598.6896613;-45.120503652039325
1739209598.689667;-45.120503652039325
1739209598.6896727;-38.13080360867914
1739209598.6896784;-38.13080360867914
1739209598.6896842;-38.13080360867914
1739209598.6896899;-38.13080360867914
1739209598.6896956;-45.120503652039325
1739209598.6897013;-38.13080360867914
1739209598.689707;-35.57807855764607
1739209598.6897128;-45.120503652039325
1739209598.6897185;-38.13080360867914
1739209598.6897242;-38.13080360867914
1739209598.68973;-38.13080360867914
1739209598.6897357;-38.13080360867914
1739209598.6897414;-38.13080360867914
1739209598.689747;-38.13080360867914
1739209598.6897528;-45.120503652039325
1739209598.6897585;-38.13080360867914
1739209598.6897643;-38.13080360867914
1739209598.68977;-45.120503652039325
1739209598.6897757;-38.13080360867914
1739209598.6897814;-38.13080360867914
1739209598.6897871;-45.120503652039325
1739209598.6897929;-45.120503652039325
1739209598.6897986;-45.120503652039325
1739209598.6898043;-38.13080360867914
1739209598.68981;-31.141103565318915
1739209598.6898158;-38.13080360867914
1739209598.6898215;-45.120503652039325
1739209598.6898272;-38.13080360867914
1739209598.689833;-38.13080360867914
1739209598.6898386;-38.13080360867914
1739209598.6898444;-38.13080360867914
1739209598.68985;-45.120503652039325
1739209598.6898558;-38.13080360867914
1739209598.6898615;-38.13080360867914
1739209598.6898673;-45.120503652039325
1739209598.689873;-45.120503652039325
1739209598.6898787;-45.120503652039325
1739209598.6898844;-35.57807855764607
1739209598.6898901;-35.57807855764607
1739209598.6898959;-38.13080360867914
1739209598.6899016;-45.120503652039325
1739209598.6899073;-45.120503652039325
1739209598.689913;-33.981070128970906
1739209598.6899188;-45.120503652039325
1739209598.6899245;-38.13080360867914
1739209598.6899302;-45.120503652039325
1739209598.689936;-45.120503652039325
1739209598.6899416;-33.981070128970906
1739209598.6899474;-38.13080360867914
1739209598.689953;-35.57807855764607
1739209598.6899588;-38.13080360867914
1739209598.6899645;-45.120503652039325
1739209598.6899703;-45.120503652039325
1739209598.689976;-45.120503652039325
1739209598.6899817;-45.120503652039325
1739209598.6899874;-45.120503652039325
1739209598.6899931;-45.120503652039325
1739209598.689999;-45.120503652039325
1739209598.6900048;-38.13080360867914
1739209598.6900105;-38.13080360867914
1739209598.6900163;-45.120503652039325
1739209598.690022;-45.120503652039325
1739209598.6900277;-33.981070128970906
1739209598.6900334;-38.13080360867914
1739209598.6900392;-45.120503652039325
1739209598.6900449;-31.141103565318915
1739209598.6900506;-35.57807855764607
1739209598.6900563;-45.120503652039325
1739209598.690062;-38.13080360867914
1739209598.6900678;-33.981070128970906
1739209598.6900735;-45.120503652039325
1739209598.6900792;-45.120503652039325
1739209598.690085;-45.120503652039325
1739209598.6900907;-45.120503652039325
1739209598.6900964;-45.120503652039325
1739209598.690102;-38.13080360867914
1739209598.6901078;-38.13080360867914
1739209598.6901135;-45.120503652039325
1739209598.6901193;-45.120503652039325
1739209598.690125;-35.57807855764607
1739209598.6901307;-35.57807855764607
1739209598.6901364;-45.120503652039325
1739209598.6901422;-45.120503652039325
1739209598.6901479;-45.120503652039325
1739209598.6901536;-38.13080360867914
1739209598.6901593;-45.120503652039325
1739209598.690165;-45.120503652039325
1739209598.6901708;-38.13080360867914
1739209598.6901765;-45.120503652039325
1739209598.6901822;-26.991370085610722
1739209598.690188;-28.21854285175415
1739209598.6901937;-38.13080360867914
1739209598.6901994;-35.57807855764607
1739209598.690205;-38.13080360867914
1739209598.6902108;-45.120503652039325
1739209598.6902165;-38.13080360867914
1739209598.6902223;-38.13080360867914
1739209598.690228;-45.120503652039325
1739209598.6902337;-45.120503652039325
1739209598.6902394;-38.13080360867914
1739209598.6902452;-38.13080360867914
1739209598.6902509;-38.13080360867914
1739209598.6902566;-45.120503652039325
1739209598.6902623;-45.120503652039325
1739209598.690268;-45.120503652039325
1739209598.6902738;-45.120503652039325
1739209598.6902795;-38.13080360867914
1739209598.6902852;-33.981070128970906
1739209598.690291;-38.13080360867914
1739209598.6902966;-38.13080360867914
1739209598.6903024;-35.57807855764607
1739209598.690308;-38.13080360867914
1739209598.6903138;-38.13080360867914
1739209598.6903195;-31.141103565318893
1739209598.6903253;-29.438486411369333
1739209598.690331;-45.120503652039325
1739209598.6903367;-45.120503652039325
1739209598.6903424;-32.816014438256545
1739209598.6903481;-35.57807855764607
1739209598.6903539;-38.13080360867914
1739209598.6903596;-35.57807855764607
1739209598.6903653;-45.120503652039325
1739209598.690371;-45.120503652039325
1739209598.6903768;-38.13080360867914
1739209598.6903825;-45.120503652039325
1739209598.6903882;-45.120503652039325
1739209598.690394;-45.120503652039325
1739209598.6903996;-38.13080360867914
1739209598.6904054;-45.120503652039325
1739209598.690411;-31.141103565318893
1739209598.6904168;-28.21854285175415
1739209598.6904225;-38.13080360867914
1739209598.6904283;-38.13080360867914
1739209598.690434;-38.13080360867914
1739209598.6904397;-35.57807855764607
1739209598.6904454;-45.120503652039325
1739209598.6904511;-38.13080360867914
1739209598.6904569;-45.120503652039325
1739209598.6904626;-45.120503652039325
1739209598.6904683;-38.13080360867914
1739209598.690474;-38.13080360867914
1739209598.6904798;-38.13080360867914
1739209598.6904857;-45.120503652039325
1739209598.6904914;-38.13080360867914
1739209598.6904972;-45.120503652039325
1739209598.690503;-32.816014438256545
1739209598.6905086;-27.8777449560314
1739209598.6905143;-38.13080360867914
1739209598.69052;-45.120503652039325
1739209598.6905258;-38.13080360867914
1739209598.6905315;-35.57807855764607
1739209598.6905372;-38.13080360867914
1739209598.690543;-45.120503652039325
1739209598.6905487;-38.13080360867914
1739209598.6905544;-35.57807855764607
1739209598.69056;-45.120503652039325
1739209598.6905658;-45.120503652039325
1739209598.6905715;-38.13080360867914
1739209598.6905773;-38.13080360867914
1739209598.690583;-38.13080360867914
1739209598.6905887;-45.120503652039325
1739209598.6905944;-45.120503652039325
1739209598.6906002;-45.120503652039325
1739209598.6906059;-38.13080360867914
1739209598.6906116;-38.13080360867914
1739209598.6906173;-38.13080360867914
1739209598.690623;-45.120503652039325
1739209598.6906288;-35.57807855764607
1739209598.6906345;-35.57807855764607
1739209598.6906402;-45.120503652039325
1739209598.690646;-33.981070128970906
1739209598.6906517;-35.57807855764607
1739209598.6906574;-45.120503652039325
1739209598.690663;-45.120503652039325
1739209598.6906688;-32.816014438256545
1739209598.6906745;-45.120503652039325
1739209598.6906803;-45.120503652039325
1739209598.690686;-45.120503652039325
1739209598.6906917;-45.120503652039325
1739209598.6906974;-38.13080360867914
1739209598.6907032;-45.120503652039325
1739209598.6907089;-38.13080360867914
1739209598.6907146;-38.13080360867914
1739209598.6907203;-33.981070128970906
1739209598.690726;-45.120503652039325
1739209598.6907318;-35.57807855764607
1739209598.6907375;-32.816014438256545
1739209598.6907432;-38.13080360867914
1739209598.690749;-45.120503652039325
1739209598.6907547;-38.13080360867914
1739209598.6907604;-38.13080360867914
1739209598.690766;-45.120503652039325
1739209598.6907718;-35.57807855764607
1739209598.6907775;-45.120503652039325
1739209598.6907833;-45.120503652039325
1739209598.690789;-38.13080360867914
1739209598.6907947;-38.13080360867914
1739209598.6908004;-45.120503652039325
1739209598.6908062;-38.13080360867914
1739209598.6908119;-32.816014438256545
1739209598.6908176;-38.13080360867914
1739209598.6908233;-45.120503652039325
1739209598.690829;-45.120503652039325
1739209598.6908348;-33.981070128970906
1739209598.6908405;-32.816014438256545
1739209598.6908462;-45.120503652039325
1739209598.690852;-45.120503652039325
1739209598.6908576;-38.13080360867914
1739209598.6908634;-45.120503652039325
1739209598.690869;-45.120503652039325
1739209598.6908748;-45.120503652039325
1739209598.6908805;-38.13080360867914
1739209598.6908863;-45.120503652039325
1739209598.690892;-38.13080360867914
1739209598.6908977;-35.57807855764607
1739209598.6909034;-45.120503652039325
1739209598.6909091;-45.120503652039325
1739209598.6909149;-38.13080360867914
1739209598.6909206;-35.57807855764607
1739209598.6909263;-38.13080360867914
1739209598.690932;-45.120503652039325
1739209598.6909378;-45.120503652039325
1739209598.6909435;-45.120503652039325
1739209598.6909492;-38.13080360867914
1739209598.690955;-35.57807855764607
1739209598.6909606;-45.120503652039325
1739209598.6909664;-45.120503652039325
1739209598.6909723;-38.13080360867914
1739209598.690978;-38.13080360867914
1739209598.6909838;-38.13080360867914
1739209598.6909895;-45.120503652039325
1739209598.6909952;-38.13080360867914
1739209598.691001;-35.57807855764607
1739209598.6910067;-38.13080360867914
1739209598.6910124;-38.13080360867914
1739209598.691018;-28.992665084841942
1739209598.6910238;-45.120503652039325
1739209598.6910295;-38.13080360867914
1739209598.6910353;-38.13080360867914
1739209598.691041;-38.13080360867914
1739209598.6910467;-45.120503652039325
1739209598.6910524;-33.981070128970906
1739209598.6910582;-38.13080360867914
1739209598.691064;-32.81601443825658
1739209598.6910696;-45.120503652039325
1739209598.6910753;-38.13080360867914
1739209598.691081;-38.13080360867914
1739209598.6910868;-38.13080360867914
1739209598.6910925;-45.120503652039325
1739209598.6910982;-38.13080360867914
1739209598.691104;-38.13080360867914
1739209598.6911097;-33.981070128970906
1739209598.6911154;-45.120503652039325
1739209598.691121;-38.13080360867914
1739209598.6911268;-45.120503652039325
1739209598.6911325;-38.13080360867914
1739209598.6911383;-45.120503652039325
1739209598.691144;-45.120503652039325
1739209598.6911497;-45.120503652039325
1739209598.6911554;-33.981070128970906
1739209598.6911612;-38.13080360867914
1739209598.6911669;-38.13080360867914
1739209598.6911726;-45.120503652039325
1739209598.6911783;-45.120503652039325
1739209598.691184;-38.13080360867914
1739209598.6911898;-38.13080360867914
1739209598.6911955;-45.120503652039325
1739209598.6912012;-33.981070128970956
1739209598.691207;-45.120503652039325
1739209598.6912127;-38.13080360867914
1739209598.6912184;-35.57807855764607
1739209598.691224;-45.120503652039325
1739209598.6912298;-45.120503652039325
1739209598.6912355;-38.13080360867914
1739209598.6912413;-45.120503652039325
1739209598.691247;-30.49652367304973
1739209598.6912527;-32.816014438256545
1739209598.6912584;-38.13080360867914
1739209598.6912642;-45.120503652039325
1739209598.6912699;-38.13080360867914
1739209598.6912756;-45.120503652039325
1739209598.6912813;-38.13080360867914
1739209598.691287;-45.120503652039325
1739209598.6912928;-45.120503652039325
1739209598.6912985;-38.13080360867914
1739209598.6913042;-38.13080360867914
1739209598.69131;-45.120503652039325
1739209598.6913157;-38.13080360867914
1739209598.6913214;-38.13080360867914
1739209598.691327;-38.13080360867914
1739209598.6913328;-45.120503652039325
1739209598.6913385;-38.13080360867914
1739209598.6913443;-35.57807855764607
1739209598.69135;-38.13080360867914
1739209598.6913557;-33.981070128970906
1739209598.6913614;-38.13080360867914
1739209598.6913671;-45.120503652039325
1739209598.6913729;-38.13080360867914
1739209598.6913786;-45.120503652039325
1739209598.6913843;-32.816014438256545
1739209598.69139;-38.13080360867914
1739209598.6913958;-38.13080360867914
1739209598.6914015;-35.57807855764607
1739209598.6914072;-35.57807855764607
1739209598.691413;-38.13080360867914
1739209598.6914186;-45.120503652039325
1739209598.6914244;-38.13080360867914
1739209598.69143;-38.13080360867914
1739209598.6914358;-45.120503652039325
1739209598.6914415;-35.57807855764607
1739209598.6914473;-33.981070128970906
1739209598.691453;-38.13080360867914
1739209598.6914587;-33.981070128970906
1739209598.6914647;-33.981070128970906
1739209598.6914704;-45.120503652039325
1739209598.691476;-35.57807855764607
1739209598.6914818;-35.57807855764607
1739209598.6914876;-45.120503652039325
1739209598.6914933;-45.120503652039325
1739209598.691499;-45.120503652039325
1739209598.6915047;-45.120503652039325
1739209598.6915104;-45.120503652039325
1739209598.6915162;-38.13080360867914
1739209598.691522;-45.120503652039325
1739209598.6915276;-45.120503652039325
1739209598.6915333;-38.13080360867914
1739209598.691539;-38.13080360867914
1739209598.6915448;-38.13080360867914
1739209598.6915505;-38.13080360867914
1739209598.6915562;-45.120503652039325
1739209598.691562;-45.120503652039325
1739209598.6915677;-45.120503652039325
1739209598.6915734;-38.13080360867914
1739209598.691579;-45.120503652039325
1739209598.6915848;-38.13080360867914
1739209598.6915905;-45.120503652039325
1739209598.6915963;-45.120503652039325
