CAN Message; 0x150:0100ac668f1c7f90
1739209692.4766626;-45.120503652039325
1739209692.4766634;-45.120503652039325
1739209692.4766638;-45.120503652039325
1739209692.4766643;-38.13080360867914
1739209692.476665;-45.120503652039325
1739209692.4766655;-45.120503652039325
1739209692.476666;-45.120503652039325
1739209692.4766667;-45.120503652039325
1739209692.4766672;-45.120503652039325
1739209692.4766676;-38.13080360867914
1739209692.4766684;-38.13080360867914
1739209692.4766688;-38.13080360867914
1739209692.4766693;-45.120503652039325
1739209692.4766698;-45.120503652039325
1739209692.4766705;-45.120503652039325
1739209692.476671;-45.120503652039325
1739209692.4766715;-38.13080360867914
1739209692.4766722;-38.13080360867914
1739209692.4766726;-35.57807855764607
1739209692.4766731;-38.13080360867914
1739209692.4766738;-33.981070128970906
1739209692.4766743;-45.120503652039325
1739209692.4766748;-38.13080360867914
1739209692.4766755;-35.57807855764607
1739209692.476676;-45.120503652039325
1739209692.4766765;-45.120503652039325
1739209692.4766772;-45.120503652039325
1739209692.4766777;-45.120503652039325
1739209692.4766781;-38.13080360867914
1739209692.4766788;-38.13080360867914
1739209692.4766793;-38.13080360867914
1739209692.4766798;-45.120503652039325
1739209692.4766803;-35.57807855764607
1739209692.476681;-35.57807855764607
1739209692.4766815;-45.120503652039325
1739209692.476682;-45.120503652039325
1739209692.4766827;-45.120503652039325
1739209692.4766831;-38.13080360867914
1739209692.4766836;-38.13080360867914
1739209692.4766843;-38.13080360867914
1739209692.4766848;-45.120503652039325
1739209692.4766853;-38.13080360867914
1739209692.476686;-38.13080360867914
1739209692.4766865;-38.13080360867914
1739209692.476687;-45.120503652039325
1739209692.4766874;-45.120503652039325
1739209692.4766881;-38.13080360867914
1739209692.4766886;-38.13080360867914
1739209692.476689;-35.57807855764607
1739209692.4766898;-45.120503652039325
1739209692.4766903;-45.120503652039325
1739209692.4766908;-38.13080360867914
1739209692.4766915;-38.13080360867914
1739209692.476692;-32.816014438256545
1739209692.4766924;-45.120503652039325
1739209692.4766932;-45.120503652039325
1739209692.4766936;-38.13080360867914
1739209692.476694;-38.13080360867914
1739209692.4766948;-38.13080360867914
1739209692.4766953;-38.13080360867914
1739209692.4766958;-45.120503652039325
1739209692.4766965;-45.120503652039325
1739209692.476697;-38.13080360867914
1739209692.4766974;-38.13080360867914
1739209692.476698;-45.120503652039325
1739209692.4766986;-45.120503652039325
1739209692.476699;-45.120503652039325
1739209692.4766996;-45.120503652039325
1739209692.4767003;-38.13080360867914
1739209692.4767008;-45.120503652039325
1739209692.4767013;-45.120503652039325
1739209692.476702;-45.120503652039325
1739209692.4767025;-33.981070128970906
1739209692.476703;-35.57807855764607
1739209692.4767036;-45.120503652039325
1739209692.4767041;-45.120503652039325
1739209692.4767046;-32.816014438256545
1739209692.476705;-27.8777449560314
1739209692.4767058;-45.120503652039325
1739209692.4767063;-45.120503652039325
1739209692.4767067;-38.13080360867914
1739209692.4767075;-32.816014438256545
1739209692.476708;-45.120503652039325
1739209692.4767084;-45.120503652039325
1739209692.4767091;-45.120503652039325
1739209692.4767096;-45.120503652039325
1739209692.47671;-38.13080360867914
1739209692.4767108;-45.120503652039325
1739209692.4767113;-33.981070128970906
1739209692.4767118;-45.120503652039325
1739209692.4767125;-38.13080360867914
1739209692.476713;-45.120503652039325
1739209692.4767134;-35.57807855764607
1739209692.4767141;-26.991370085610722
1739209692.4767146;-38.13080360867914
1739209692.476715;-45.120503652039325
1739209692.4767156;-38.13080360867914
1739209692.4767163;-28.58837851428586
1739209692.4767168;-45.120503652039325
1739209692.4767172;-45.120503652039325
1739209692.476718;-45.120503652039325
1739209692.4767184;-38.13080360867914
1739209692.476719;-38.13080360867914
1739209692.4767196;-35.57807855764607
1739209692.47672;-45.120503652039325
1739209692.4767206;-45.120503652039325
1739209692.4767213;-38.13080360867914
1739209692.4767218;-45.120503652039325
1739209692.4767222;-38.13080360867914
1739209692.4767227;-35.57807855764607
1739209692.4767234;-38.13080360867914
1739209692.476724;-45.120503652039325
1739209692.4767244;-32.816014438256545
1739209692.476725;-35.57807855764607
1739209692.4767256;-45.120503652039325
1739209692.476726;-45.120503652039325
1739209692.4767268;-38.13080360867914
1739209692.4767272;-28.992665084841942
1739209692.4767277;-38.13080360867914
1739209692.4767284;-45.120503652039325
1739209692.476729;-38.13080360867914
1739209692.4767294;-38.13080360867914
1739209692.47673;-45.120503652039325
1739209692.4767306;-45.120503652039325
1739209692.476731;-35.57807855764607
1739209692.4767318;-35.57807855764607
1739209692.4767323;-45.120503652039325
1739209692.4767327;-38.13080360867914
1739209692.4767332;-45.120503652039325
1739209692.476734;-45.120503652039325
1739209692.4767344;-45.120503652039325
1739209692.4767349;-45.120503652039325
1739209692.4767356;-38.13080360867914
1739209692.476736;-27.267205301931607
1739209692.4767365;-33.981070128970906
1739209692.4767373;-38.13080360867914
1739209692.4767377;-38.13080360867914
1739209692.4767382;-35.57807855764607
1739209692.476739;-35.57807855764607
1739209692.4767394;-35.57807855764607
1739209692.47674;-38.13080360867914
1739209692.4767404;-35.57807855764607
1739209692.476741;-38.13080360867914
1739209692.4767416;-33.981070128970906
1739209692.476742;-45.120503652039325
1739209692.4767427;-45.120503652039325
1739209692.4767432;-45.120503652039325
1739209692.4767437;-45.120503652039325
1739209692.4767444;-45.120503652039325
1739209692.476745;-45.120503652039325
1739209692.4767454;-35.57807855764607
1739209692.476746;-35.57807855764607
1739209692.4767466;-45.120503652039325
1739209692.476747;-45.120503652039325
1739209692.4767478;-45.120503652039325
1739209692.4767482;-45.120503652039325
1739209692.4767487;-45.120503652039325
1739209692.4767494;-38.13080360867914
1739209692.47675;-35.57807855764607
1739209692.4767504;-35.57807855764607
1739209692.4767509;-38.13080360867914
1739209692.4767516;-38.13080360867914
1739209692.476752;-31.141103565318915
1739209692.4767525;-38.13080360867914
1739209692.4767532;-45.120503652039325
1739209692.4767537;-38.13080360867914
1739209692.4767542;-38.13080360867914
1739209692.476755;-45.120503652039325
1739209692.4767554;-45.120503652039325
1739209692.4767559;-45.120503652039325
1739209692.4767566;-45.120503652039325
1739209692.476757;-45.120503652039325
1739209692.4767575;-45.120503652039325
1739209692.476758;-38.13080360867914
1739209692.4767587;-38.13080360867914
1739209692.4767592;-45.120503652039325
1739209692.4767597;-38.13080360867914
1739209692.4767604;-35.57807855764607
1739209692.4767609;-45.120503652039325
1739209692.4767613;-45.120503652039325
1739209692.476762;-38.13080360867914
1739209692.4767625;-35.57807855764607
1739209692.476763;-33.981070128970906
1739209692.4767637;-45.120503652039325
1739209692.4767642;-45.120503652039325
1739209692.4767647;-38.13080360867914
1739209692.4767654;-38.13080360867914
1739209692.4767659;-45.120503652039325
1739209692.4767663;-38.13080360867914
1739209692.476767;-45.120503652039325
1739209692.4767675;-38.13080360867914
1739209692.476768;-45.120503652039325
1739209692.4767685;-38.13080360867914
1739209692.4767692;-38.13080360867914
1739209692.4767697;-45.120503652039325
1739209692.4767702;-38.13080360867914
1739209692.4767709;-35.57807855764607
1739209692.4767714;-35.57807855764607
1739209692.4767718;-38.13080360867914
1739209692.4767725;-38.13080360867914
1739209692.476773;-38.13080360867914
1739209692.4767735;-45.120503652039325
1739209692.4767742;-38.13080360867914
1739209692.4767747;-38.13080360867914
1739209692.4767752;-38.13080360867914
1739209692.4767756;-33.981070128970906
1739209692.4767764;-33.981070128970906
1739209692.4767768;-38.13080360867914
1739209692.4767773;-38.13080360867914
1739209692.476778;-38.13080360867914
1739209692.4767785;-38.13080360867914
1739209692.476779;-45.120503652039325
1739209692.4767797;-45.120503652039325
1739209692.4767802;-45.120503652039325
1739209692.4767807;-45.120503652039325
1739209692.4767814;-45.120503652039325
1739209692.4767818;-45.120503652039325
1739209692.4767823;-45.120503652039325
1739209692.476783;-38.13080360867914
1739209692.4767835;-45.120503652039325
1739209692.476784;-38.13080360867914
1739209692.4767847;-38.13080360867914
1739209692.4767852;-30.49652367304973
1739209692.4767857;-38.13080360867914
1739209692.4767861;-45.120503652039325
1739209692.4767869;-45.120503652039325
1739209692.4767873;-45.120503652039325
1739209692.4767878;-38.13080360867914
1739209692.4767885;-45.120503652039325
1739209692.476789;-35.57807855764607
1739209692.4767895;-33.981070128970956
1739209692.4767902;-45.120503652039325
1739209692.4767907;-38.13080360867914
1739209692.4767911;-45.120503652039325
1739209692.4767919;-38.13080360867914
1739209692.4767923;-38.13080360867914
1739209692.4767928;-38.13080360867914
1739209692.4767933;-38.13080360867914
1739209692.476794;-31.141103565318893
1739209692.4767945;-32.816014438256545
1739209692.476795;-45.120503652039325
1739209692.4767957;-45.120503652039325
1739209692.4767962;-35.57807855764607
1739209692.4767966;-35.57807855764607
1739209692.4767973;-45.120503652039325
1739209692.4767978;-45.120503652039325
1739209692.4767983;-45.120503652039325
1739209692.476799;-45.120503652039325
1739209692.4767995;-45.120503652039325
1739209692.4768;-45.120503652039325
1739209692.4768007;-45.120503652039325
1739209692.4768012;-45.120503652039325
1739209692.4768016;-38.13080360867914
1739209692.4768023;-45.120503652039325
1739209692.4768028;-38.13080360867914
1739209692.4768033;-45.120503652039325
1739209692.4768038;-38.13080360867914
1739209692.4768045;-45.120503652039325
1739209692.476805;-45.120503652039325
1739209692.4768054;-38.13080360867914
1739209692.4768062;-38.13080360867914
1739209692.4768066;-45.120503652039325
1739209692.476807;-35.57807855764607
1739209692.4768078;-32.816014438256545
1739209692.4768083;-45.120503652039325
1739209692.4768088;-45.120503652039325
1739209692.4768095;-35.57807855764607
1739209692.47681;-38.13080360867914
1739209692.4768105;-45.120503652039325
1739209692.476811;-38.13080360867914
1739209692.4768116;-45.120503652039325
1739209692.4768121;-38.13080360867914
1739209692.4768126;-38.13080360867914
1739209692.4768133;-35.57807855764607
1739209692.4768138;-45.120503652039325
1739209692.4768143;-45.120503652039325
1739209692.476815;-38.13080360867914
1739209692.4768155;-45.120503652039325
1739209692.476816;-45.120503652039325
1739209692.4768167;-38.13080360867914
1739209692.4768171;-38.13080360867914
1739209692.4768176;-38.13080360867914
1739209692.4768183;-45.120503652039325
1739209692.4768188;-45.120503652039325
1739209692.4768193;-35.57807855764607
1739209692.47682;-38.13080360867914
1739209692.4768205;-35.57807855764607
1739209692.476821;-35.57807855764607
1739209692.4768214;-38.13080360867914
1739209692.4768221;-45.120503652039325
1739209692.4768226;-45.120503652039325
1739209692.476823;-38.13080360867914
1739209692.4768238;-45.120503652039325
1739209692.4768243;-45.120503652039325
1739209692.4768248;-45.120503652039325
1739209692.4768255;-45.120503652039325
1739209692.476826;-45.120503652039325
1739209692.4768264;-45.120503652039325
1739209692.4768271;-33.981070128970906
1739209692.4768276;-38.13080360867914
1739209692.476828;-38.13080360867914
1739209692.4768286;-45.120503652039325
1739209692.4768293;-45.120503652039325
1739209692.4768298;-45.120503652039325
1739209692.4768302;-38.13080360867914
1739209692.476831;-45.120503652039325
1739209692.4768314;-38.13080360867914
1739209692.476832;-38.13080360867914
1739209692.4768326;-38.13080360867914
1739209692.476833;-38.13080360867914
1739209692.4768336;-45.120503652039325
1739209692.4768343;-38.13080360867914
1739209692.4768348;-38.13080360867914
1739209692.4768353;-45.120503652039325
1739209692.476836;-45.120503652039325
1739209692.4768364;-32.816014438256545
1739209692.476837;-38.13080360867914
1739209692.4768376;-45.120503652039325
1739209692.476838;-33.981070128970906
1739209692.4768386;-33.981070128970906
1739209692.476839;-38.13080360867914
1739209692.4768398;-45.120503652039325
1739209692.4768403;-35.57807855764607
1739209692.4768407;-45.120503652039325
1739209692.4768414;-38.13080360867914
1739209692.476842;-45.120503652039325
1739209692.4768424;-38.13080360867914
1739209692.476843;-38.13080360867914
1739209692.4768436;-33.981070128970906
1739209692.476844;-38.13080360867914
1739209692.4768448;-38.13080360867914
1739209692.4768453;-35.57807855764607
1739209692.4768457;-33.981070128970906
1739209692.4768462;-38.13080360867914
1739209692.476847;-33.981070128970906
1739209692.4768474;-38.13080360867914
1739209692.476848;-33.981070128970906
1739209692.4768486;-38.13080360867914
1739209692.476849;-45.120503652039325
1739209692.4768496;-38.13080360867914
1739209692.4768503;-38.13080360867914
1739209692.4768507;-45.120503652039325
1739209692.4768512;-35.57807855764607
1739209692.476852;-35.57807855764607
1739209692.4768524;-38.13080360867914
1739209692.476853;-38.13080360867914
1739209692.4768536;-38.13080360867914
1739209692.476854;-45.120503652039325
1739209692.4768546;-38.13080360867914
1739209692.4768553;-45.120503652039325
1739209692.4768558;-45.120503652039325
1739209692.4768562;-38.13080360867914
1739209692.4768567;-38.13080360867914
1739209692.4768574;-38.13080360867914
1739209692.476858;-38.13080360867914
1739209692.4768584;-38.13080360867914
1739209692.476859;-38.13080360867914
1739209692.4768596;-45.120503652039325
1739209692.47686;-38.13080360867914
1739209692.4768608;-38.13080360867914
1739209692.4768612;-45.120503652039325
1739209692.4768617;-38.13080360867914
1739209692.4768624;-38.13080360867914
1739209692.476863;-38.13080360867914
1739209692.4768634;-38.13080360867914
1739209692.4768639;-45.120503652039325
1739209692.4768646;-45.120503652039325
1739209692.476865;-35.57807855764607
1739209692.4768655;-31.141103565318915
1739209692.4768662;-38.13080360867914
1739209692.4768667;-45.120503652039325
1739209692.4768672;-45.120503652039325
1739209692.476868;-33.981070128970906
1739209692.4768684;-38.13080360867914
1739209692.4768689;-45.120503652039325
1739209692.4768696;-45.120503652039325
1739209692.47687;-38.13080360867914
1739209692.4768705;-38.13080360867914
1739209692.4768713;-45.120503652039325
1739209692.4768717;-45.120503652039325
1739209692.4768722;-38.13080360867914
1739209692.476873;-38.13080360867914
1739209692.4768734;-45.120503652039325
1739209692.4768739;-45.120503652039325
1739209692.4768744;-30.49652367304973
1739209692.476875;-32.816014438256545
1739209692.4768755;-35.57807855764607
1739209692.476876;-45.120503652039325
1739209692.4768767;-35.57807855764607
1739209692.4768772;-38.13080360867914
1739209692.4768777;-45.120503652039325
1739209692.4768784;-45.120503652039325
1739209692.476879;-38.13080360867914
1739209692.4768794;-38.13080360867914
1739209692.47688;-35.57807855764607
1739209692.4768806;-38.13080360867914
1739209692.476881;-45.120503652039325
1739209692.4768815;-38.13080360867914
1739209692.4768822;-45.120503652039325
1739209692.4768827;-45.120503652039325
1739209692.4768832;-27.267205301931607
1739209692.476884;-31.141103565318893
1739209692.4768844;-45.120503652039325
1739209692.4768848;-45.120503652039325
1739209692.4768856;-33.981070128970906
1739209692.476886;-35.57807855764607
1739209692.4768865;-45.120503652039325
1739209692.4768872;-45.120503652039325
1739209692.4768877;-38.13080360867914
1739209692.4768882;-45.120503652039325
1739209692.476889;-38.13080360867914
1739209692.4768894;-45.120503652039325
1739209692.4768898;-45.120503652039325
1739209692.4768906;-35.57807855764607
1739209692.476891;-38.13080360867914
1739209692.4768915;-45.120503652039325
1739209692.476892;-28.58837851428586
1739209692.4768927;-35.57807855764607
1739209692.4768932;-45.120503652039325
1739209692.4768937;-45.120503652039325
1739209692.4768944;-35.57807855764607
1739209692.4768949;-38.13080360867914
1739209692.4768953;-45.120503652039325
1739209692.476896;-35.57807855764607
1739209692.4768965;-33.981070128970956
1739209692.476897;-38.13080360867914
1739209692.4768977;-33.981070128970906
1739209692.4768982;-38.13080360867914
1739209692.4768987;-45.120503652039325
1739209692.4768991;-45.120503652039325
1739209692.4768999;-32.816014438256545
1739209692.4769003;-38.13080360867914
1739209692.4769008;-35.57807855764607
1739209692.4769015;-35.57807855764607
1739209692.476902;-33.981070128970906
1739209692.4769025;-38.13080360867914
1739209692.4769032;-35.57807855764607
1739209692.4769037;-35.57807855764607
1739209692.4769042;-45.120503652039325
1739209692.4769049;-38.13080360867914
1739209692.4769053;-38.13080360867914
1739209692.4769058;-38.13080360867914
1739209692.4769065;-45.120503652039325
1739209692.476907;-45.120503652039325
1739209692.4769075;-45.120503652039325
1739209692.4769082;-38.13080360867914
1739209692.4769087;-38.13080360867914
1739209692.4769092;-33.981070128970906
1739209692.4769096;-45.120503652039325
1739209692.4769104;-38.13080360867914
1739209692.4769108;-32.816014438256545
1739209692.4769113;-35.57807855764607
1739209692.476912;-45.120503652039325
1739209692.4769125;-45.120503652039325
1739209692.476913;-32.816014438256545
1739209692.4769137;-38.13080360867914
1739209692.4769142;-32.816014438256545
1739209692.4769146;-26.991370085610736
1739209692.4769154;-45.120503652039325
1739209692.4769158;-45.120503652039325
1739209692.4769163;-35.57807855764607
1739209692.4769168;-31.141103565318893
1739209692.4769175;-45.120503652039325
1739209692.476918;-33.981070128970906
1739209692.4769185;-45.120503652039325
1739209692.4769192;-38.13080360867914
1739209692.4769197;-38.13080360867914
1739209692.4769201;-45.120503652039325
1739209692.4769208;-45.120503652039325
1739209692.4769213;-45.120503652039325
1739209692.4769218;-33.981070128970906
1739209692.4769225;-45.120503652039325
1739209692.476923;-32.816014438256545
1739209692.4769235;-25.252786309376837
1739209692.4769242;-38.13080360867914
1739209692.4769247;-35.57807855764607
1739209692.4769251;-45.120503652039325
1739209692.4769258;-32.816014438256545
1739209692.4769263;-45.120503652039325
1739209692.4769268;-45.120503652039325
1739209692.4769273;-38.13080360867914
1739209692.476928;-33.981070128970956
1739209692.4769285;-45.120503652039325
1739209692.476929;-45.120503652039325
1739209692.4769297;-33.981070128970906
1739209692.4769301;-38.13080360867914
1739209692.4769306;-45.120503652039325
1739209692.4769313;-45.120503652039325
1739209692.4769318;-38.13080360867914
1739209692.4769323;-26.991370085610722
1739209692.476933;-38.13080360867914
1739209692.4769335;-45.120503652039325
1739209692.476934;-33.981070128970906
1739209692.4769344;-35.57807855764607
1739209692.4769351;-45.120503652039325
1739209692.4769356;-45.120503652039325
1739209692.476936;-38.13080360867914
1739209692.4769368;-38.13080360867914
1739209692.4769373;-45.120503652039325
1739209692.4769378;-45.120503652039325
1739209692.4769385;-38.13080360867914
1739209692.476939;-38.13080360867914
1739209692.4769394;-38.13080360867914
1739209692.4769402;-45.120503652039325
1739209692.4769406;-38.13080360867914
1739209692.476941;-33.981070128970906
1739209692.4769418;-38.13080360867914
1739209692.4769423;-45.120503652039325
1739209692.4769428;-38.13080360867914
1739209692.4769435;-35.57807855764607
1739209692.476944;-45.120503652039325
1739209692.4769444;-45.120503652039325
1739209692.476945;-45.120503652039325
1739209692.4769456;-38.13080360867914
1739209692.476946;-38.13080360867914
1739209692.4769466;-45.120503652039325
1739209692.4769473;-38.13080360867914
1739209692.4769478;-38.13080360867914
1739209692.4769483;-38.13080360867914
1739209692.476949;-35.57807855764607
1739209692.4769495;-38.13080360867914
1739209692.47695;-38.13080360867914
1739209692.4769506;-38.13080360867914
1739209692.4769511;-38.13080360867914
1739209692.4769516;-45.120503652039325
1739209692.476952;-38.13080360867914
1739209692.4769528;-45.120503652039325
1739209692.4769533;-45.120503652039325
1739209692.4769537;-33.981070128970906
1739209692.4769545;-38.13080360867914
1739209692.476955;-35.57807855764607
1739209692.4769554;-38.13080360867914
1739209692.4769561;-45.120503652039325
1739209692.4769566;-38.13080360867914
1739209692.476957;-32.816014438256545
1739209692.4769578;-35.57807855764607
1739209692.4769583;-45.120503652039325
1739209692.4769588;-38.13080360867914
1739209692.4769595;-38.13080360867914
1739209692.47696;-38.13080360867914
1739209692.4769604;-38.13080360867914
1739209692.4769611;-38.13080360867914
1739209692.4769616;-45.120503652039325
1739209692.476962;-38.13080360867914
1739209692.4769626;-45.120503652039325
1739209692.4769633;-45.120503652039325
1739209692.4769638;-35.57807855764607
1739209692.4769642;-35.57807855764607
1739209692.476965;-45.120503652039325
1739209692.4769654;-45.120503652039325
1739209692.476966;-32.816014438256545
1739209692.4769666;-35.57807855764607
1739209692.476967;-45.120503652039325
1739209692.4769676;-38.13080360867914
1739209692.4769683;-38.13080360867914
1739209692.4769688;-38.13080360867914
1739209692.4769692;-38.13080360867914
1739209692.4769697;-38.13080360867914
1739209692.4769704;-45.120503652039325
1739209692.476971;-45.120503652039325
1739209692.4769714;-31.141103565318915
1739209692.476972;-38.13080360867914
1739209692.4769726;-38.13080360867914
1739209692.476973;-38.13080360867914
1739209692.4769738;-38.13080360867914
1739209692.4769742;-38.13080360867914
1739209692.4769747;-30.49652367304973
1739209692.4769754;-35.57807855764607
1739209692.476976;-38.13080360867914
1739209692.4769764;-38.13080360867914
1739209692.476977;-38.13080360867914
1739209692.4769776;-38.13080360867914
1739209692.476978;-45.120503652039325
1739209692.4769788;-45.120503652039325
1739209692.4769793;-45.120503652039325
1739209692.4769797;-45.120503652039325
1739209692.4769802;-38.13080360867914
1739209692.476981;-38.13080360867914
1739209692.4769814;-45.120503652039325
1739209692.4769819;-38.13080360867914
1739209692.4769826;-38.13080360867914
1739209692.476983;-45.120503652039325
1739209692.4769835;-38.13080360867914
1739209692.4769843;-38.13080360867914
1739209692.4769847;-45.120503652039325
1739209692.4769852;-45.120503652039325
1739209692.476986;-35.57807855764607
1739209692.4769864;-35.57807855764607
1739209692.476987;-45.120503652039325
1739209692.4769874;-45.120503652039325
1739209692.476988;-38.13080360867914
1739209692.4769886;-38.13080360867914
1739209692.476989;-38.13080360867914
1739209692.4769897;-32.816014438256545
1739209692.4769902;-45.120503652039325
1739209692.4769907;-45.120503652039325
1739209692.4769914;-45.120503652039325
1739209692.476992;-38.13080360867914
1739209692.4769924;-45.120503652039325
1739209692.476993;-45.120503652039325
1739209692.4769936;-33.981070128970906
1739209692.476994;-38.13080360867914
1739209692.4769948;-35.57807855764607
1739209692.4769952;-32.816014438256545
1739209692.4769957;-45.120503652039325
1739209692.4769964;-38.13080360867914
1739209692.476997;-38.13080360867914
1739209692.4769974;-38.13080360867914
1739209692.4769979;-38.13080360867914
1739209692.4769986;-38.13080360867914
1739209692.476999;-45.120503652039325
1739209692.4769995;-45.120503652039325
1739209692.4770002;-33.981070128970906
1739209692.4770007;-35.57807855764607
1739209692.4770012;-45.120503652039325
1739209692.477002;-45.120503652039325
1739209692.4770024;-38.13080360867914
1739209692.4770029;-38.13080360867914
1739209692.4770036;-38.13080360867914
1739209692.477004;-35.57807855764607
1739209692.4770045;-45.120503652039325
1739209692.477005;-38.13080360867914
1739209692.4770057;-35.57807855764607
1739209692.4770062;-38.13080360867914
1739209692.4770067;-45.120503652039325
1739209692.4770074;-35.57807855764607
1739209692.4770079;-38.13080360867914
1739209692.4770083;-35.57807855764607
1739209692.477009;-45.120503652039325
1739209692.4770095;-45.120503652039325
1739209692.47701;-45.120503652039325
1739209692.4770107;-45.120503652039325
1739209692.4770112;-38.13080360867914
1739209692.4770117;-35.57807855764607
1739209692.4770124;-45.120503652039325
1739209692.4770129;-45.120503652039325
1739209692.4770133;-45.120503652039325
1739209692.477014;-45.120503652039325
1739209692.4770145;-32.816014438256545
1739209692.477015;-38.13080360867914
1739209692.4770155;-35.57807855764607
1739209692.4770162;-45.120503652039325
1739209692.4770167;-35.57807855764607
1739209692.4770172;-29.438486411369333
1739209692.4770179;-33.981070128970906
1739209692.4770184;-38.13080360867914
1739209692.4770188;-38.13080360867914
1739209692.4770195;-35.57807855764607
1739209692.47702;-38.13080360867914
1739209692.4770205;-35.57807855764607
1739209692.4770212;-45.120503652039325
1739209692.4770217;-33.981070128970956
1739209692.4770222;-38.13080360867914
1739209692.4770226;-45.120503652039325
1739209692.4770234;-45.120503652039325
1739209692.4770238;-45.120503652039325
1739209692.4770243;-38.13080360867914
1739209692.477025;-38.13080360867914
1739209692.4770255;-38.13080360867914
1739209692.477026;-35.57807855764607
1739209692.4770267;-38.13080360867914
1739209692.4770272;-38.13080360867914
1739209692.4770277;-45.120503652039325
1739209692.4770284;-45.120503652039325
1739209692.4770288;-38.13080360867914
1739209692.4770293;-38.13080360867914
1739209692.47703;-38.13080360867914
1739209692.4770305;-45.120503652039325
1739209692.477031;-38.13080360867914
1739209692.4770317;-45.120503652039325
1739209692.4770322;-45.120503652039325
1739209692.4770327;-45.120503652039325
1739209692.4770331;-38.13080360867914
1739209692.4770339;-35.57807855764607
1739209692.4770343;-45.120503652039325
1739209692.4770348;-38.13080360867914
1739209692.4770355;-45.120503652039325
1739209692.477036;-45.120503652039325
1739209692.4770365;-38.13080360867914
1739209692.4770372;-45.120503652039325
1739209692.4770377;-38.13080360867914
1739209692.4770381;-38.13080360867914
1739209692.4770389;-35.57807855764607
1739209692.4770393;-27.267205301931607
1739209692.4770398;-35.57807855764607
1739209692.4770403;-38.13080360867914
1739209692.477041;-45.120503652039325
1739209692.4770415;-38.13080360867914
1739209692.477042;-32.816014438256545
1739209692.4770427;-38.13080360867914
1739209692.4770432;-45.120503652039325
1739209692.4770436;-32.816014438256545
1739209692.4770443;-38.13080360867914
1739209692.4770448;-38.13080360867914
1739209692.4770453;-38.13080360867914
1739209692.477046;-45.120503652039325
1739209692.4770465;-45.120503652039325
1739209692.477047;-45.120503652039325
1739209692.4770477;-45.120503652039325
1739209692.4770482;-31.141103565318915
1739209692.4770486;-33.981070128970906
1739209692.4770494;-38.13080360867914
1739209692.4770498;-38.13080360867914
1739209692.4770503;-38.13080360867914
1739209692.4770508;-35.57807855764607
1739209692.4770515;-45.120503652039325
1739209692.477052;-38.13080360867914
1739209692.4770525;-38.13080360867914
1739209692.4770532;-45.120503652039325
1739209692.4770536;-45.120503652039325
1739209692.477054;-45.120503652039325
1739209692.4770548;-38.13080360867914
1739209692.4770553;-45.120503652039325
1739209692.4770558;-45.120503652039325
1739209692.4770565;-45.120503652039325
1739209692.477057;-38.13080360867914
1739209692.4770575;-38.13080360867914
1739209692.477058;-45.120503652039325
1739209692.4770586;-38.13080360867914
1739209692.4770591;-35.57807855764607
1739209692.4770596;-45.120503652039325
1739209692.4770603;-33.981070128970906
1739209692.4770608;-45.120503652039325
1739209692.4770613;-45.120503652039325
1739209692.477062;-33.981070128970906
1739209692.4770625;-38.13080360867914
