CAN Message; 0x1bb:00008fc290b6bde7
Timestamp;Amplitude
1739209834.711713;-38.13080360867914
1739209834.7117174;-33.981070128970956
1739209834.7117214;-28.992665084841942
1739209834.7117255;-27.267205301931607
1739209834.7117298;-33.981070128970956
1739209834.7117338;-45.120503652039325
1739209834.7117379;-38.13080360867914
1739209834.7117422;-28.992665084841942
1739209834.7117462;-31.141103565318943
1739209834.7117503;-25.826314394896354
1739209834.7117546;-33.981070128970906
1739209834.7117586;-33.981070128970906
1739209834.7117627;-38.13080360867914
1739209834.7117667;-33.981070128970906
1739209834.711771;-45.120503652039325
1739209834.711775;-27.267205301931607
1739209834.711779;-35.57807855764607
1739209834.7117834;-28.992665084841942
1739209834.7117875;-38.13080360867914
1739209834.7117915;-32.816014438256545
1739209834.7117958;-33.981070128970956
1739209834.7117999;-45.120503652039325
1739209834.711804;-38.13080360867914
1739209834.7118082;-28.992665084841942
1739209834.7118123;-33.981070128970906
1739209834.7118163;-45.120503652039325
1739209834.7118206;-25.826314394896357
1739209834.7118247;-25.826314394896354
1739209834.7118287;-27.877744956031414
1739209834.711833;-32.81601443825658
1739209834.711837;-32.81601443825658
1739209834.711841;-38.13080360867914
1739209834.7118454;-23.16150712794695
1739209834.7118495;-26.991370085610736
1739209834.7118535;-26.487275050834725
1739209834.7118576;-45.120503652039325
1739209834.7118618;-33.981070128970906
1739209834.711866;-32.816014438256545
1739209834.71187;-27.8777449560314
1739209834.7118742;-31.141103565318943
1739209834.7118783;-38.13080360867914
1739209834.7118824;-33.981070128970906
1739209834.7118866;-38.13080360867914
1739209834.7118907;-45.120503652039325
1739209834.7118948;-38.13080360867914
1739209834.711899;-38.13080360867914
1739209834.711903;-45.120503652039325
1739209834.7119071;-33.981070128970906
1739209834.7119114;-35.57807855764607
1739209834.7119155;-38.13080360867914
1739209834.7119195;-35.57807855764607
1739209834.7119238;-45.120503652039325
1739209834.711928;-45.120503652039325
1739209834.711932;-38.13080360867914
1739209834.7119362;-45.120503652039325
1739209834.7119403;-32.816014438256545
1739209834.7119443;-32.816014438256545
1739209834.7119484;-45.120503652039325
1739209834.7119527;-45.120503652039325
1739209834.7119567;-35.57807855764607
1739209834.7119608;-35.57807855764607
1739209834.711965;-45.120503652039325
1739209834.7119691;-35.57807855764607
1739209834.7119732;-38.13080360867914
1739209834.7119775;-38.13080360867914
1739209834.7119815;-38.13080360867914
1739209834.7119856;-45.120503652039325
1739209834.7119899;-45.120503652039325
1739209834.711994;-45.120503652039325
1739209834.711998;-45.120503652039325
1739209834.7120023;-45.120503652039325
1739209834.7120063;-32.816014438256545
1739209834.7120104;-35.57807855764607
1739209834.7120147;-45.120503652039325
1739209834.7120187;-38.13080360867914
1739209834.7120228;-38.13080360867914
1739209834.712027;-45.120503652039325
1739209834.7120311;-38.13080360867914
1739209834.7120352;-35.57807855764607
1739209834.7120392;-38.13080360867914
1739209834.7120435;-38.13080360867914
1739209834.7120476;-38.13080360867914
1739209834.7120516;-45.120503652039325
1739209834.712056;-33.981070128970906
1739209834.71206;-45.120503652039325
1739209834.712064;-45.120503652039325
1739209834.7120683;-38.13080360867914
1739209834.7120724;-45.120503652039325
1739209834.7120764;-45.120503652039325
1739209834.7120807;-38.13080360867914
1739209834.7120848;-35.57807855764607
1739209834.7120888;-45.120503652039325
1739209834.712093;-38.13080360867914
1739209834.7120972;-38.13080360867914
1739209834.7121012;-38.13080360867914
1739209834.7121055;-38.13080360867914
1739209834.7121096;-38.13080360867914
1739209834.7121136;-45.120503652039325
1739209834.712118;-45.120503652039325
1739209834.712122;-38.13080360867914
1739209834.712126;-38.13080360867914
1739209834.71213;-45.120503652039325
1739209834.7121344;-38.13080360867914
1739209834.7121384;-38.13080360867914
1739209834.7121425;-45.120503652039325
1739209834.7121468;-45.120503652039325
1739209834.7121508;-45.120503652039325
1739209834.7121549;-45.120503652039325
1739209834.7121592;-38.13080360867914
1739209834.7121632;-45.120503652039325
1739209834.7121673;-45.120503652039325
1739209834.7121716;-38.13080360867914
1739209834.7121756;-31.141103565318915
1739209834.7121797;-33.981070128970906
1739209834.712184;-38.13080360867914
1739209834.712188;-38.13080360867914
1739209834.712192;-38.13080360867914
1739209834.7121964;-38.13080360867914
1739209834.7122004;-45.120503652039325
1739209834.7122045;-35.57807855764607
1739209834.7122087;-38.13080360867914
1739209834.7122128;-45.120503652039325
1739209834.7122169;-45.120503652039325
1739209834.712221;-45.120503652039325
1739209834.7122252;-38.13080360867914
1739209834.7122293;-38.13080360867914
1739209834.7122333;-45.120503652039325
1739209834.7122376;-45.120503652039325
1739209834.7122416;-38.13080360867914
1739209834.7122457;-38.13080360867914
1739209834.71225;-38.13080360867914
1739209834.712254;-38.13080360867914
1739209834.712258;-33.981070128970906
1739209834.7122624;-35.57807855764607
1739209834.7122664;-35.57807855764607
1739209834.7122705;-45.120503652039325
1739209834.7122748;-38.13080360867914
1739209834.7122788;-35.57807855764607
1739209834.712283;-35.57807855764607
1739209834.7122872;-38.13080360867914
1739209834.7122912;-45.120503652039325
1739209834.7122953;-45.120503652039325
1739209834.7122996;-38.13080360867914
1739209834.7123036;-33.981070128970906
1739209834.7123077;-35.57807855764607
1739209834.7123117;-33.981070128970906
1739209834.712316;-38.13080360867914
1739209834.71232;-45.120503652039325
1739209834.7123241;-38.13080360867914
1739209834.7123284;-38.13080360867914
1739209834.7123325;-33.981070128970906
1739209834.7123365;-45.120503652039325
1739209834.7123408;-38.13080360867914
1739209834.712345;-33.981070128970906
1739209834.712349;-35.57807855764607
1739209834.7123532;-38.13080360867914
1739209834.7123573;-45.120503652039325
1739209834.7123613;-38.13080360867914
1739209834.7123656;-38.13080360867914
1739209834.7123697;-38.13080360867914
1739209834.7123737;-45.120503652039325
1739209834.712378;-38.13080360867914
1739209834.712382;-35.57807855764607
1739209834.7123861;-38.13080360867914
1739209834.7123904;-38.13080360867914
1739209834.7123945;-35.57807855764607
1739209834.7123985;-35.57807855764607
1739209834.7124026;-38.13080360867914
1739209834.7124069;-38.13080360867914
1739209834.712411;-31.141103565318915
1739209834.712415;-38.13080360867914
1739209834.7124193;-45.120503652039325
1739209834.7124233;-45.120503652039325
1739209834.7124274;-38.13080360867914
1739209834.7124317;-45.120503652039325
1739209834.7124357;-45.120503652039325
1739209834.7124398;-38.13080360867914
1739209834.712444;-32.816014438256545
1739209834.7124481;-35.57807855764607
1739209834.7124522;-38.13080360867914
1739209834.7124565;-45.120503652039325
1739209834.7124605;-45.120503652039325
1739209834.7124646;-45.120503652039325
1739209834.7124689;-35.57807855764607
1739209834.712473;-35.57807855764607
1739209834.712477;-45.120503652039325
1739209834.7124813;-45.120503652039325
1739209834.7124853;-38.13080360867914
1739209834.7124894;-35.57807855764607
1739209834.7124934;-38.13080360867914
1739209834.7124977;-45.120503652039325
1739209834.7125018;-45.120503652039325
1739209834.7125058;-38.13080360867914
1739209834.71251;-33.981070128970906
1739209834.7125142;-38.13080360867914
1739209834.7125182;-38.13080360867914
1739209834.7125225;-35.57807855764607
1739209834.7125266;-45.120503652039325
1739209834.7125306;-45.120503652039325
1739209834.712535;-33.981070128970906
1739209834.712539;-38.13080360867914
1739209834.712543;-38.13080360867914
1739209834.7125473;-45.120503652039325
1739209834.7125514;-38.13080360867914
1739209834.7125554;-45.120503652039325
1739209834.7125597;-35.57807855764607
1739209834.7125638;-38.13080360867914
1739209834.7125678;-45.120503652039325
1739209834.712572;-45.120503652039325
1739209834.7125762;-33.981070128970906
1739209834.7125802;-32.816014438256545
1739209834.7125843;-45.120503652039325
1739209834.7125885;-45.120503652039325
1739209834.7125926;-38.13080360867914
1739209834.7125967;-32.816014438256545
1739209834.712601;-45.120503652039325
1739209834.712605;-45.120503652039325
1739209834.712609;-45.120503652039325
1739209834.7126133;-45.120503652039325
1739209834.7126174;-38.13080360867914
1739209834.7126215;-45.120503652039325
1739209834.7126257;-33.981070128970906
1739209834.7126298;-38.13080360867914
1739209834.7126338;-38.13080360867914
1739209834.7126381;-45.120503652039325
1739209834.7126422;-33.981070128970906
1739209834.7126462;-32.816014438256545
1739209834.7126505;-45.120503652039325
1739209834.7126546;-45.120503652039325
1739209834.7126586;-33.981070128970906
1739209834.712663;-32.816014438256545
1739209834.712667;-45.120503652039325
1739209834.712671;-45.120503652039325
1739209834.712675;-45.120503652039325
1739209834.7126794;-45.120503652039325
1739209834.7126834;-38.13080360867914
1739209834.7126875;-45.120503652039325
1739209834.7126918;-45.120503652039325
1739209834.7126958;-45.120503652039325
1739209834.7127;-45.120503652039325
1739209834.7127042;-38.13080360867914
1739209834.7127082;-38.13080360867914
1739209834.7127123;-45.120503652039325
1739209834.7127166;-45.120503652039325
1739209834.7127206;-45.120503652039325
1739209834.7127247;-35.57807855764607
1739209834.712729;-35.57807855764607
1739209834.712733;-38.13080360867914
1739209834.712737;-45.120503652039325
1739209834.7127414;-32.816014438256545
1739209834.7127454;-28.21854285175415
1739209834.7127495;-45.120503652039325
1739209834.7127538;-32.816014438256545
1739209834.7127578;-45.120503652039325
1739209834.7127619;-45.120503652039325
1739209834.7127662;-45.120503652039325
1739209834.7127702;-45.120503652039325
1739209834.7127743;-45.120503652039325
1739209834.7127783;-45.120503652039325
1739209834.7127826;-45.120503652039325
1739209834.7127867;-45.120503652039325
1739209834.7127907;-45.120503652039325
1739209834.712795;-45.120503652039325
1739209834.712799;-38.13080360867914
1739209834.7128031;-45.120503652039325
1739209834.7128074;-35.57807855764607
1739209834.7128115;-30.49652367304973
1739209834.7128155;-38.13080360867914
1739209834.7128198;-38.13080360867914
1739209834.7128239;-33.981070128970906
1739209834.712828;-32.816014438256545
1739209834.7128322;-35.57807855764607
1739209834.7128363;-38.13080360867914
1739209834.7128403;-38.13080360867914
1739209834.7128446;-32.816014438256545
1739209834.7128487;-38.13080360867914
1739209834.7128527;-45.120503652039325
1739209834.712857;-38.13080360867914
1739209834.712861;-32.816014438256545
1739209834.712865;-45.120503652039325
1739209834.7128692;-45.120503652039325
1739209834.7128735;-45.120503652039325
1739209834.7128775;-38.13080360867914
1739209834.7128816;-38.13080360867914
1739209834.7128859;-32.816014438256545
1739209834.71289;-38.13080360867914
1739209834.712894;-45.120503652039325
1739209834.7128983;-33.981070128970906
1739209834.7129023;-35.57807855764607
1739209834.7129064;-38.13080360867914
1739209834.7129107;-26.991370085610722
1739209834.7129147;-38.13080360867914
1739209834.7129188;-45.120503652039325
1739209834.712923;-45.120503652039325
1739209834.712927;-38.13080360867914
1739209834.7129312;-45.120503652039325
1739209834.7129354;-38.13080360867914
1739209834.7129395;-38.13080360867914
1739209834.7129436;-38.13080360867914
1739209834.7129478;-38.13080360867914
1739209834.712952;-35.57807855764607
1739209834.712956;-38.13080360867914
1739209834.71296;-38.13080360867914
1739209834.7129643;-38.13080360867914
1739209834.7129683;-38.13080360867914
1739209834.7129724;-38.13080360867914
1739209834.7129767;-45.120503652039325
1739209834.7129807;-45.120503652039325
1739209834.7129848;-45.120503652039325
1739209834.712989;-45.120503652039325
1739209834.7129931;-45.120503652039325
1739209834.7129972;-35.57807855764607
1739209834.7130015;-45.120503652039325
1739209834.7130055;-45.120503652039325
1739209834.7130096;-31.141103565318915
1739209834.713014;-38.13080360867914
1739209834.713018;-45.120503652039325
1739209834.713022;-45.120503652039325
1739209834.7130263;-35.57807855764607
1739209834.7130303;-38.13080360867914
1739209834.7130344;-45.120503652039325
1739209834.7130387;-45.120503652039325
1739209834.7130427;-38.13080360867914
1739209834.7130468;-38.13080360867914
1739209834.7130508;-45.120503652039325
1739209834.7130551;-33.981070128970906
1739209834.7130592;-32.816014438256545
1739209834.7130632;-45.120503652039325
1739209834.7130675;-45.120503652039325
1739209834.7130716;-38.13080360867914
1739209834.7130756;-45.120503652039325
1739209834.71308;-38.13080360867914
1739209834.713084;-45.120503652039325
1739209834.713088;-38.13080360867914
1739209834.7130923;-45.120503652039325
1739209834.7130964;-45.120503652039325
1739209834.7131004;-38.13080360867914
1739209834.7131047;-45.120503652039325
1739209834.7131088;-38.13080360867914
1739209834.7131128;-33.981070128970906
1739209834.7131171;-45.120503652039325
1739209834.7131212;-38.13080360867914
1739209834.7131252;-38.13080360867914
1739209834.7131295;-38.13080360867914
1739209834.7131336;-31.141103565318893
1739209834.7131376;-38.13080360867914
1739209834.7131417;-45.120503652039325
1739209834.713146;-32.816014438256545
1739209834.71315;-32.816014438256545
1739209834.713154;-45.120503652039325
1739209834.7131584;-33.981070128970906
1739209834.7131624;-38.13080360867914
1739209834.7131665;-45.120503652039325
1739209834.7131708;-38.13080360867914
1739209834.7131748;-38.13080360867914
1739209834.7131789;-30.49652367304973
1739209834.7131832;-38.13080360867914
1739209834.7131872;-45.120503652039325
1739209834.7131913;-45.120503652039325
1739209834.7131956;-45.120503652039325
1739209834.7131996;-35.57807855764607
1739209834.7132037;-45.120503652039325
1739209834.713208;-45.120503652039325
1739209834.713212;-27.267205301931607
1739209834.713216;-35.57807855764607
1739209834.7132204;-45.120503652039325
1739209834.7132244;-38.13080360867914
1739209834.7132285;-38.13080360867914
1739209834.7132325;-45.120503652039325
1739209834.7132368;-45.120503652039325
1739209834.7132409;-38.13080360867914
1739209834.713245;-38.13080360867914
1739209834.7132492;-45.120503652039325
1739209834.7132533;-38.13080360867914
1739209834.7132573;-38.13080360867914
1739209834.7132616;-38.13080360867914
1739209834.7132657;-35.57807855764607
1739209834.7132697;-38.13080360867914
1739209834.713274;-38.13080360867914
1739209834.713278;-38.13080360867914
1739209834.713282;-45.120503652039325
1739209834.7132864;-45.120503652039325
1739209834.7132905;-38.13080360867914
1739209834.7132945;-33.981070128970906
1739209834.7132988;-45.120503652039325
1739209834.7133029;-38.13080360867914
1739209834.713307;-35.57807855764607
1739209834.7133112;-31.141103565318915
1739209834.7133152;-38.13080360867914
1739209834.7133193;-38.13080360867914
1739209834.7133234;-33.981070128970906
1739209834.7133276;-45.120503652039325
1739209834.7133317;-45.120503652039325
1739209834.7133358;-38.13080360867914
1739209834.71334;-35.57807855764607
1739209834.713344;-31.141103565318943
1739209834.7133482;-45.120503652039325
1739209834.7133524;-33.981070128970906
1739209834.7133565;-33.981070128970906
1739209834.7133605;-38.13080360867914
