CAN Message; 0x1bb:00008fc290b6bde7
1739209834.7133648;-38.13080360867914
1739209834.713369;-38.13080360867914
1739209834.713373;-32.816014438256545
1739209834.7133772;-38.13080360867914
1739209834.7133813;-38.13080360867914
1739209834.7133853;-45.120503652039325
1739209834.7133896;-35.57807855764607
1739209834.7133937;-45.120503652039325
1739209834.7133977;-45.120503652039325
1739209834.713402;-38.13080360867914
1739209834.713406;-45.120503652039325
1739209834.7134101;-38.13080360867914
1739209834.7134142;-45.120503652039325
1739209834.7134185;-45.120503652039325
1739209834.7134225;-45.120503652039325
1739209834.7134266;-45.120503652039325
1739209834.713431;-45.120503652039325
1739209834.713435;-45.120503652039325
1739209834.713439;-35.57807855764607
1739209834.7134433;-38.13080360867914
1739209834.7134473;-38.13080360867914
1739209834.7134514;-32.816014438256545
1739209834.7134557;-38.13080360867914
1739209834.7134597;-45.120503652039325
1739209834.7134638;-33.981070128970906
1739209834.713468;-38.13080360867914
1739209834.7134721;-45.120503652039325
1739209834.7134762;-32.816014438256545
1739209834.7134805;-32.816014438256545
1739209834.7134845;-45.120503652039325
1739209834.7134886;-38.13080360867914
1739209834.7134929;-35.57807855764607
1739209834.713497;-38.13080360867914
1739209834.713501;-45.120503652039325
1739209834.713505;-38.13080360867914
1739209834.7135093;-45.120503652039325
1739209834.7135134;-45.120503652039325
1739209834.7135174;-45.120503652039325
1739209834.7135217;-45.120503652039325
1739209834.7135258;-35.57807855764607
1739209834.7135298;-35.57807855764607
1739209834.713534;-38.13080360867914
1739209834.7135382;-35.57807855764607
1739209834.7135422;-45.120503652039325
1739209834.7135465;-33.981070128970906
1739209834.7135506;-38.13080360867914
1739209834.7135546;-38.13080360867914
1739209834.713559;-45.120503652039325
1739209834.713563;-30.49652367304973
1739209834.713567;-35.57807855764607
1739209834.7135713;-38.13080360867914
1739209834.7135754;-38.13080360867914
1739209834.7135794;-45.120503652039325
1739209834.7135837;-33.981070128970906
1739209834.7135878;-33.981070128970906
1739209834.7135918;-45.120503652039325
1739209834.7135959;-45.120503652039325
1739209834.7136002;-38.13080360867914
1739209834.7136042;-32.816014438256545
1739209834.7136083;-38.13080360867914
1739209834.7136126;-33.981070128970906
1739209834.7136166;-38.13080360867914
1739209834.7136207;-45.120503652039325
1739209834.713625;-38.13080360867914
1739209834.713629;-35.57807855764607
1739209834.713633;-45.120503652039325
1739209834.7136374;-45.120503652039325
1739209834.7136414;-45.120503652039325
1739209834.7136455;-33.981070128970906
1739209834.7136497;-35.57807855764607
1739209834.7136538;-35.57807855764607
1739209834.7136579;-45.120503652039325
1739209834.7136621;-45.120503652039325
1739209834.7136662;-45.120503652039325
1739209834.7136703;-45.120503652039325
1739209834.7136745;-38.13080360867914
1739209834.7136786;-33.981070128970956
1739209834.7136827;-45.120503652039325
1739209834.7136867;-45.120503652039325
1739209834.713691;-45.120503652039325
1739209834.713695;-45.120503652039325
1739209834.713699;-38.13080360867914
1739209834.7137034;-38.13080360867914
1739209834.7137074;-38.13080360867914
1739209834.7137115;-28.58837851428586
1739209834.7137158;-38.13080360867914
1739209834.7137198;-45.120503652039325
1739209834.713724;-35.57807855764607
1739209834.7137282;-38.13080360867914
1739209834.7137322;-35.57807855764607
1739209834.7137363;-38.13080360867914
1739209834.7137406;-38.13080360867914
1739209834.7137446;-45.120503652039325
1739209834.7137487;-45.120503652039325
1739209834.713753;-45.120503652039325
1739209834.713757;-45.120503652039325
1739209834.713761;-38.13080360867914
1739209834.7137654;-38.13080360867914
1739209834.7137694;-45.120503652039325
1739209834.7137735;-38.13080360867914
1739209834.7137775;-35.57807855764607
1739209834.7137818;-38.13080360867914
1739209834.713786;-38.13080360867914
1739209834.71379;-33.981070128970906
1739209834.7137942;-45.120503652039325
1739209834.7137983;-45.120503652039325
1739209834.7138023;-45.120503652039325
1739209834.7138066;-45.120503652039325
1739209834.7138107;-31.141103565318915
1739209834.7138147;-31.141103565318915
1739209834.713819;-38.13080360867914
1739209834.713823;-45.120503652039325
1739209834.7138271;-45.120503652039325
1739209834.7138314;-33.981070128970906
1739209834.7138355;-45.120503652039325
1739209834.7138395;-45.120503652039325
1739209834.7138438;-45.120503652039325
1739209834.7138479;-33.981070128970906
1739209834.713852;-38.13080360867914
1739209834.7138562;-45.120503652039325
1739209834.7138603;-45.120503652039325
1739209834.7138643;-38.13080360867914
1739209834.7138686;-38.13080360867914
1739209834.7138727;-35.57807855764607
1739209834.7138767;-38.13080360867914
1739209834.7138808;-38.13080360867914
1739209834.713885;-32.816014438256545
1739209834.7138891;-45.120503652039325
1739209834.7138932;-38.13080360867914
1739209834.7138975;-38.13080360867914
1739209834.7139015;-45.120503652039325
1739209834.7139056;-38.13080360867914
1739209834.7139099;-38.13080360867914
1739209834.713914;-35.57807855764607
1739209834.713918;-38.13080360867914
1739209834.7139223;-45.120503652039325
1739209834.7139263;-38.13080360867914
1739209834.7139304;-30.49652367304973
1739209834.7139347;-35.57807855764607
1739209834.7139387;-38.13080360867914
1739209834.7139428;-45.120503652039325
1739209834.713947;-38.13080360867914
1739209834.713951;-38.13080360867914
1739209834.7139552;-38.13080360867914
1739209834.7139595;-45.120503652039325
1739209834.7139635;-45.120503652039325
1739209834.7139676;-38.13080360867914
1739209834.7139716;-38.13080360867914
1739209834.713976;-45.120503652039325
1739209834.71398;-38.13080360867914
1739209834.713984;-45.120503652039325
1739209834.7139883;-45.120503652039325
1739209834.7139924;-45.120503652039325
1739209834.7139964;-38.13080360867914
1739209834.7140007;-38.13080360867914
1739209834.7140048;-38.13080360867914
1739209834.7140088;-45.120503652039325
1739209834.714013;-32.816014438256545
1739209834.7140172;-38.13080360867914
1739209834.7140212;-45.120503652039325
1739209834.7140255;-45.120503652039325
1739209834.7140296;-38.13080360867914
1739209834.7140336;-45.120503652039325
1739209834.714038;-45.120503652039325
1739209834.714042;-32.816014438256545
1739209834.714046;-45.120503652039325
1739209834.7140503;-45.120503652039325
1739209834.7140543;-35.57807855764607
1739209834.7140584;-35.57807855764607
1739209834.7140625;-33.981070128970906
1739209834.7140667;-45.120503652039325
1739209834.7140708;-35.57807855764607
1739209834.7140749;-38.13080360867914
1739209834.7140791;-32.816014438256545
1739209834.7140832;-32.816014438256545
1739209834.7140872;-38.13080360867914
1739209834.7140915;-35.57807855764607
1739209834.7140956;-38.13080360867914
1739209834.7140996;-38.13080360867914
1739209834.714104;-45.120503652039325
1739209834.714108;-45.120503652039325
1739209834.714112;-45.120503652039325
1739209834.7141163;-35.57807855764607
1739209834.7141204;-38.13080360867914
1739209834.7141244;-45.120503652039325
1739209834.7141287;-38.13080360867914
1739209834.7141328;-38.13080360867914
1739209834.7141368;-38.13080360867914
1739209834.7141411;-45.120503652039325
1739209834.7141452;-45.120503652039325
1739209834.7141492;-45.120503652039325
1739209834.7141533;-45.120503652039325
1739209834.7141576;-45.120503652039325
1739209834.7141616;-38.13080360867914
1739209834.7141657;-38.13080360867914
1739209834.71417;-38.13080360867914
1739209834.714174;-45.120503652039325
1739209834.714178;-30.49652367304973
1739209834.7141824;-29.438486411369333
1739209834.7141864;-45.120503652039325
1739209834.7141905;-38.13080360867914
1739209834.7141948;-35.57807855764607
1739209834.7141988;-35.57807855764607
1739209834.714203;-45.120503652039325
1739209834.7142072;-38.13080360867914
1739209834.7142112;-45.120503652039325
1739209834.7142153;-45.120503652039325
1739209834.7142196;-38.13080360867914
1739209834.7142236;-45.120503652039325
1739209834.7142277;-45.120503652039325
1739209834.714232;-45.120503652039325
1739209834.714236;-38.13080360867914
1739209834.71424;-38.13080360867914
1739209834.7142441;-38.13080360867914
1739209834.7142484;-45.120503652039325
1739209834.7142525;-38.13080360867914
1739209834.7142565;-38.13080360867914
1739209834.7142608;-45.120503652039325
1739209834.7142649;-45.120503652039325
1739209834.714269;-33.981070128970906
1739209834.7142732;-38.13080360867914
1739209834.7142773;-35.57807855764607
1739209834.7142813;-31.141103565318893
1739209834.7142856;-45.120503652039325
1739209834.7142897;-38.13080360867914
1739209834.7142937;-35.57807855764607
1739209834.714298;-35.57807855764607
1739209834.714302;-45.120503652039325
1739209834.714306;-38.13080360867914
1739209834.7143104;-45.120503652039325
1739209834.7143145;-38.13080360867914
1739209834.7143185;-35.57807855764607
1739209834.7143228;-38.13080360867914
1739209834.7143269;-45.120503652039325
1739209834.714331;-38.13080360867914
1739209834.714335;-35.57807855764607
1739209834.7143393;-45.120503652039325
1739209834.7143433;-33.981070128970906
1739209834.7143474;-29.438486411369333
1739209834.7143517;-45.120503652039325
1739209834.7143557;-38.13080360867914
1739209834.7159421;-30.49652367304973
1739209834.7159472;-45.120503652039325
1739209834.7159522;-45.120503652039325
1739209834.7159572;-38.13080360867914
1739209834.7159622;-45.120503652039325
1739209834.715967;-38.13080360867914
1739209834.715972;-38.13080360867914
1739209834.715977;-31.141103565318915
1739209834.715982;-30.49652367304973
1739209834.715987;-29.438486411369347
1739209834.715992;-25.07728991421287
1739209834.715997;-23.75329798047522
1739209834.716002;-26.991370085610736
1739209834.716007;-28.992665084841942
1739209834.716012;-28.21854285175415
1739209834.716017;-45.120503652039325
1739209834.7160218;-38.13080360867914
1739209834.7160268;-45.120503652039325
1739209834.7160318;-38.13080360867914
1739209834.7160368;-38.13080360867914
1739209834.7160418;-45.120503652039325
1739209834.7160468;-33.981070128970906
1739209834.7160518;-29.438486411369354
1739209834.7160568;-23.506823629689542
1739209834.7160618;-25.826314394896357
1739209834.7160668;-38.13080360867914
1739209834.7160718;-35.57807855764607
1739209834.7160766;-45.120503652039325
1739209834.7160816;-45.120503652039325
1739209834.7160866;-45.120503652039325
1739209834.7160916;-45.120503652039325
1739209834.7160966;-38.13080360867914
1739209834.7161016;-38.13080360867914
1739209834.7161067;-45.120503652039325
1739209834.7161117;-45.120503652039325
1739209834.7161167;-32.816014438256545
1739209834.7161217;-38.13080360867914
1739209834.7161267;-45.120503652039325
1739209834.7161314;-38.13080360867914
1739209834.7161365;-38.13080360867914
1739209834.7161415;-45.120503652039325
1739209834.7161465;-45.120503652039325
1739209834.7161515;-45.120503652039325
1739209834.7161565;-38.13080360867914
1739209834.7161615;-38.13080360867914
1739209834.7161665;-45.120503652039325
1739209834.7161715;-45.120503652039325
1739209834.7161765;-35.57807855764607
1739209834.7161815;-45.120503652039325
1739209834.7161863;-38.13080360867914
1739209834.7161913;-29.438486411369333
1739209834.7161963;-45.120503652039325
1739209834.7162013;-45.120503652039325
1739209834.7162063;-38.13080360867914
1739209834.7162113;-38.13080360867914
1739209834.7162163;-45.120503652039325
1739209834.7162213;-45.120503652039325
1739209834.7162263;-33.981070128970906
1739209834.7162313;-45.120503652039325
1739209834.716236;-45.120503652039325
1739209834.7162411;-45.120503652039325
1739209834.7162461;-38.13080360867914
1739209834.7162511;-38.13080360867914
1739209834.7162561;-38.13080360867914
1739209834.7162611;-45.120503652039325
1739209834.7162662;-38.13080360867914
1739209834.7162712;-33.981070128970906
1739209834.7162762;-38.13080360867914
1739209834.7162812;-38.13080360867914
1739209834.7162862;-38.13080360867914
1739209834.716291;-45.120503652039325
1739209834.716296;-45.120503652039325
1739209834.716301;-45.120503652039325
1739209834.716306;-45.120503652039325
1739209834.716311;-38.13080360867914
1739209834.716316;-38.13080360867914
1739209834.716321;-45.120503652039325
1739209834.716326;-33.981070128970906
1739209834.716331;-32.816014438256545
1739209834.716336;-45.120503652039325
1739209834.716341;-33.981070128970906
1739209834.7163458;-33.981070128970906
1739209834.7163508;-38.13080360867914
1739209834.7163558;-38.13080360867914
1739209834.7163608;-38.13080360867914
1739209834.7163658;-38.13080360867914
1739209834.7163708;-45.120503652039325
1739209834.7163758;-38.13080360867914
1739209834.7163808;-45.120503652039325
1739209834.7163858;-38.13080360867914
1739209834.7163908;-35.57807855764607
1739209834.7163959;-38.13080360867914
1739209834.7164006;-45.120503652039325
1739209834.7164056;-45.120503652039325
1739209834.7164106;-38.13080360867914
1739209834.7164156;-38.13080360867914
1739209834.7164207;-45.120503652039325
1739209834.7164257;-45.120503652039325
1739209834.7164307;-45.120503652039325
1739209834.7164357;-38.13080360867914
1739209834.7164407;-38.13080360867914
1739209834.7164457;-45.120503652039325
1739209834.7164507;-33.981070128970906
1739209834.7164555;-38.13080360867914
1739209834.7164605;-38.13080360867914
1739209834.7164655;-35.57807855764607
1739209834.7164705;-38.13080360867914
1739209834.7164755;-38.13080360867914
1739209834.7164805;-38.13080360867914
1739209834.7164855;-38.13080360867914
1739209834.7164905;-38.13080360867914
1739209834.7164955;-45.120503652039325
1739209834.7165005;-38.13080360867914
1739209834.7165055;-45.120503652039325
1739209834.7165103;-38.13080360867914
1739209834.7165153;-25.826314394896357
1739209834.7165203;-33.981070128970956
1739209834.7165253;-32.816014438256545
1739209834.7165303;-31.141103565318915
1739209834.7165353;-38.13080360867914
1739209834.7165403;-28.58837851428586
1739209834.7165453;-25.826314394896357
1739209834.7165504;-35.57807855764607
1739209834.7165554;-24.74623867263306
1739209834.7165604;-25.826314394896354
1739209834.7165651;-33.981070128970906
1739209834.7165701;-35.57807855764607
1739209834.7165751;-28.58837851428586
1739209834.7165802;-45.120503652039325
1739209834.7165852;-29.438486411369333
1739209834.7165902;-32.816014438256545
1739209834.7165952;-38.13080360867914
1739209834.7166002;-33.981070128970956
1739209834.7166052;-28.992665084841942
1739209834.7166102;-31.141103565318915
1739209834.7166152;-38.13080360867914
1739209834.71662;-28.588378514285886
1739209834.716625;-33.981070128970906
1739209834.71663;-24.589719217205094
1739209834.716635;-25.077289914212862
1739209834.71664;-38.13080360867914
1739209834.716645;-33.981070128970906
1739209834.71665;-31.141103565318893
