CAN Message; 0x24:0bad7f23ae8c06c9
1739209858.9407015;-35.57807855764607
1739209858.940706;-45.120503652039325
1739209858.9407108;-45.120503652039325
1739209858.9407156;-45.120503652039325
1739209858.9407203;-45.120503652039325
1739209858.940725;-45.120503652039325
1739209858.9407299;-45.120503652039325
1739209858.9407344;-45.120503652039325
1739209858.9407392;-45.120503652039325
1739209858.940744;-38.13080360867914
1739209858.9407487;-45.120503652039325
1739209858.9407535;-45.120503652039325
1739209858.9407582;-32.816014438256545
1739209858.9407628;-38.13080360867914
1739209858.9407675;-35.57807855764607
1739209858.9407723;-45.120503652039325
1739209858.940777;-38.13080360867914
1739209858.9407818;-38.13080360867914
1739209858.9407866;-38.13080360867914
1739209858.9407911;-38.13080360867914
1739209858.940796;-45.120503652039325
1739209858.9408007;-38.13080360867914
1739209858.9408054;-38.13080360867914
1739209858.9408102;-45.120503652039325
1739209858.940815;-45.120503652039325
1739209858.9408195;-45.120503652039325
1739209858.9408243;-45.120503652039325
1739209858.940829;-45.120503652039325
1739209858.9408338;-45.120503652039325
1739209858.9408386;-38.13080360867914
1739209858.9408433;-45.120503652039325
1739209858.9408479;-45.120503652039325
1739209858.9408526;-45.120503652039325
1739209858.9408574;-45.120503652039325
1739209858.9408622;-45.120503652039325
1739209858.940867;-38.13080360867914
1739209858.9408715;-35.57807855764607
1739209858.9408762;-33.981070128970906
1739209858.940881;-45.120503652039325
1739209858.9408858;-38.13080360867914
1739209858.9408906;-38.13080360867914
1739209858.9408953;-33.981070128970906
1739209858.9408998;-38.13080360867914
1739209858.9409046;-38.13080360867914
1739209858.9409094;-38.13080360867914
1739209858.9409142;-38.13080360867914
1739209858.940919;-38.13080360867914
1739209858.9409237;-45.120503652039325
1739209858.9409282;-45.120503652039325
1739209858.940933;-45.120503652039325
1739209858.9409378;-33.981070128970906
1739209858.9409425;-38.13080360867914
1739209858.9409473;-45.120503652039325
1739209858.940952;-33.981070128970906
1739209858.9409566;-35.57807855764607
1739209858.9409614;-45.120503652039325
1739209858.9409661;-45.120503652039325
1739209858.940971;-33.981070128970906
1739209858.9409757;-38.13080360867914
1739209858.9409804;-45.120503652039325
1739209858.940985;-45.120503652039325
1739209858.9409897;-45.120503652039325
1739209858.9409945;-45.120503652039325
1739209858.9409993;-38.13080360867914
1739209858.941004;-33.981070128970906
1739209858.9410088;-38.13080360867914
1739209858.9410133;-45.120503652039325
1739209858.941018;-32.816014438256545
1739209858.9410229;-33.981070128970906
1739209858.9410276;-38.13080360867914
1739209858.9410324;-38.13080360867914
1739209858.9410372;-38.13080360867914
1739209858.9410417;-45.120503652039325
1739209858.9410465;-45.120503652039325
1739209858.9410512;-45.120503652039325
1739209858.941056;-45.120503652039325
1739209858.9410608;-45.120503652039325
1739209858.9410655;-27.267205301931607
1739209858.94107;-35.57807855764607
1739209858.9410748;-38.13080360867914
1739209858.9410796;-45.120503652039325
1739209858.9410844;-38.13080360867914
1739209858.9410892;-38.13080360867914
1739209858.941094;-38.13080360867914
1739209858.9410985;-45.120503652039325
1739209858.9411032;-32.81601443825658
1739209858.941108;-38.13080360867914
1739209858.9411128;-38.13080360867914
1739209858.9411175;-45.120503652039325
1739209858.9411223;-45.120503652039325
1739209858.9411268;-45.120503652039325
1739209858.9411316;-33.981070128970906
1739209858.9411364;-45.120503652039325
1739209858.9411411;-31.141103565318915
1739209858.941146;-38.13080360867914
1739209858.9411507;-38.13080360867914
1739209858.9411552;-38.13080360867914
1739209858.94116;-35.57807855764607
1739209858.9411647;-45.120503652039325
1739209858.9449997;-38.13080360867914
1739209858.945;-45.120503652039325
1739209858.9450004;-38.13080360867914
1739209858.9450006;-45.120503652039325
1739209858.9450011;-38.13080360867914
1739209858.9450014;-45.120503652039325
1739209858.9450018;-45.120503652039325
1739209858.945002;-45.120503652039325
1739209858.9450026;-45.120503652039325
1739209858.9450028;-38.13080360867914
1739209858.9450033;-33.981070128970906
1739209858.9450035;-45.120503652039325
1739209858.945004;-45.120503652039325
1739209858.9450042;-38.13080360867914
1739209858.9450047;-35.57807855764607
1739209858.9450052;-38.13080360867914
1739209858.9450054;-38.13080360867914
1739209858.945006;-38.13080360867914
1739209858.9450061;-33.981070128970906
1739209858.9450066;-38.13080360867914
1739209858.9450068;-38.13080360867914
1739209858.9450073;-38.13080360867914
1739209858.9450076;-31.141103565318915
1739209858.945008;-38.13080360867914
1739209858.9450083;-45.120503652039325
1739209858.9450088;-45.120503652039325
1739209858.945009;-45.120503652039325
1739209858.9450095;-45.120503652039325
1739209858.9450097;-45.120503652039325
1739209858.9450102;-45.120503652039325
1739209858.9450104;-45.120503652039325
1739209858.945011;-45.120503652039325
1739209858.9450114;-45.120503652039325
1739209858.9450116;-45.120503652039325
1739209858.945012;-38.13080360867914
1739209858.9450123;-38.13080360867914
1739209858.9450128;-33.981070128970906
1739209858.945013;-38.13080360867914
1739209858.9450135;-33.981070128970906
1739209858.9450138;-45.120503652039325
1739209858.9450142;-45.120503652039325
1739209858.9450145;-45.120503652039325
1739209858.945015;-28.992665084841942
1739209858.9450152;-33.981070128970906
1739209858.9450157;-38.13080360867914
1739209858.945016;-38.13080360867914
1739209858.9450164;-38.13080360867914
1739209858.9450169;-38.13080360867914
1739209858.945017;-38.13080360867914
1739209858.9450176;-35.57807855764607
1739209858.9450178;-32.816014438256545
1739209858.9450183;-31.141103565318915
1739209858.9450185;-45.120503652039325
1739209858.945019;-33.981070128970906
1739209858.9450192;-38.13080360867914
1739209858.9450197;-38.13080360867914
1739209858.94502;-38.13080360867914
1739209858.9450204;-45.120503652039325
1739209858.9450207;-45.120503652039325
1739209858.9450212;-38.13080360867914
1739209858.9450214;-38.13080360867914
1739209858.9450219;-38.13080360867914
1739209858.9450223;-45.120503652039325
1739209858.9450226;-45.120503652039325
1739209858.945023;-38.13080360867914
1739209858.9450233;-45.120503652039325
1739209858.9450238;-45.120503652039325
1739209858.945024;-38.13080360867914
1739209858.9450245;-45.120503652039325
1739209858.9450247;-38.13080360867914
1739209858.9450252;-38.13080360867914
1739209858.9450254;-38.13080360867914
1739209858.945026;-38.13080360867914
1739209858.9450262;-38.13080360867914
1739209858.9450266;-33.981070128970906
1739209858.9450269;-31.141103565318915
1739209858.9450274;-45.120503652039325
1739209858.9450278;-35.57807855764607
1739209858.945028;-35.57807855764607
1739209858.9450285;-45.120503652039325
1739209858.9450288;-45.120503652039325
1739209858.9450293;-38.13080360867914
1739209858.9450295;-38.13080360867914
1739209858.94503;-35.57807855764607
1739209858.9450302;-38.13080360867914
1739209858.9450307;-38.13080360867914
1739209858.945031;-38.13080360867914
1739209858.9450314;-33.981070128970906
1739209858.9450316;-45.120503652039325
1739209858.9450321;-45.120503652039325
1739209858.9450324;-38.13080360867914
1739209858.9450328;-35.57807855764607
1739209858.945033;-45.120503652039325
1739209858.9450336;-38.13080360867914
1739209858.945034;-45.120503652039325
1739209858.9450343;-38.13080360867914
1739209858.9450347;-38.13080360867914
1739209858.945035;-38.13080360867914
1739209858.9450355;-35.57807855764607
1739209858.9450357;-33.981070128970906
1739209858.9450362;-45.120503652039325
1739209858.9450364;-45.120503652039325
1739209858.945037;-38.13080360867914
1739209858.9450371;-45.120503652039325
1739209858.9450376;-45.120503652039325
1739209858.9450378;-32.816014438256545
1739209858.9450383;-38.13080360867914
1739209858.9450386;-38.13080360867914
1739209858.945039;-45.120503652039325
1739209858.9450395;-45.120503652039325
1739209858.9450397;-45.120503652039325
1739209858.9450402;-38.13080360867914
1739209858.9450405;-35.57807855764607
1739209858.945041;-38.13080360867914
1739209858.9450412;-35.57807855764607
1739209858.9450417;-45.120503652039325
1739209858.945042;-45.120503652039325
1739209858.9450424;-45.120503652039325
1739209858.9450426;-35.57807855764607
1739209858.945043;-38.13080360867914
1739209858.9450433;-45.120503652039325
1739209858.9450438;-38.13080360867914
1739209858.945044;-45.120503652039325
1739209858.9450445;-45.120503652039325
1739209858.945045;-33.981070128970906
1739209858.9450452;-38.13080360867914
1739209858.9450457;-45.120503652039325
1739209858.945046;-32.816014438256545
1739209858.9450464;-45.120503652039325
1739209858.9450467;-45.120503652039325
1739209858.9450471;-45.120503652039325
1739209858.9450474;-33.981070128970906
1739209858.9450479;-32.816014438256545
1739209858.945048;-45.120503652039325
1739209858.9450486;-45.120503652039325
1739209858.9450488;-38.13080360867914
1739209858.9450493;-38.13080360867914
1739209858.9450495;-38.13080360867914
1739209858.94505;-32.816014438256545
1739209858.9450505;-45.120503652039325
1739209858.9450507;-45.120503652039325
1739209858.9450512;-32.816014438256545
1739209858.9450514;-35.57807855764607
1739209858.945052;-45.120503652039325
1739209858.9450521;-45.120503652039325
1739209858.9450526;-38.13080360867914
1739209858.9450529;-45.120503652039325
1739209858.9450533;-38.13080360867914
1739209858.9450536;-35.57807855764607
1739209858.945054;-38.13080360867914
1739209858.9450543;-38.13080360867914
1739209858.9450548;-32.816014438256545
1739209858.945055;-35.57807855764607
1739209858.9450555;-45.120503652039325
1739209858.9450557;-45.120503652039325
1739209858.9450562;-35.57807855764607
1739209858.9450567;-35.57807855764607
1739209858.945057;-45.120503652039325
1739209858.9450574;-38.13080360867914
1739209858.9450576;-45.120503652039325
1739209858.945058;-45.120503652039325
1739209858.9450583;-38.13080360867914
1739209858.9450588;-38.13080360867914
1739209858.945059;-45.120503652039325
1739209858.9450595;-45.120503652039325
1739209858.9450598;-38.13080360867914
1739209858.9450603;-45.120503652039325
1739209858.9450605;-45.120503652039325
1739209858.945061;-45.120503652039325
1739209858.9450612;-33.981070128970906
1739209858.9450617;-45.120503652039325
1739209858.9450622;-33.981070128970906
1739209858.9450624;-29.438486411369333
1739209858.9450629;-45.120503652039325
1739209858.945063;-38.13080360867914
1739209858.9450636;-45.120503652039325
1739209858.9450638;-32.816014438256545
1739209858.9450643;-45.120503652039325
1739209858.9450645;-45.120503652039325
1739209858.945065;-45.120503652039325
1739209858.9450653;-38.13080360867914
1739209858.9450657;-38.13080360867914
1739209858.945066;-38.13080360867914
1739209858.9450665;-38.13080360867914
1739209858.9450667;-33.981070128970906
1739209858.9450672;-38.13080360867914
1739209858.9450676;-33.981070128970906
1739209858.945068;-45.120503652039325
1739209858.9450684;-45.120503652039325
1739209858.9450686;-45.120503652039325
1739209858.945069;-38.13080360867914
1739209858.9450693;-45.120503652039325
1739209858.9450698;-45.120503652039325
1739209858.94507;-35.57807855764607
1739209858.9450705;-32.816014438256545
1739209858.9450707;-38.13080360867914
1739209858.9450712;-28.992665084841942
1739209858.9450715;-38.13080360867914
1739209858.945072;-38.13080360867914
1739209858.9450722;-38.13080360867914
1739209858.9450727;-35.57807855764607
1739209858.9450731;-38.13080360867914
1739209858.9450734;-38.13080360867914
1739209858.9450738;-45.120503652039325
1739209858.945074;-38.13080360867914
1739209858.9450746;-45.120503652039325
1739209858.9450748;-32.816014438256545
1739209858.9450753;-38.13080360867914
1739209858.9450755;-45.120503652039325
1739209858.945076;-45.120503652039325
1739209858.9450762;-45.120503652039325
1739209858.9450767;-38.13080360867914
1739209858.945077;-38.13080360867914
1739209858.9450774;-38.13080360867914
1739209858.9450777;-38.13080360867914
1739209858.9450781;-38.13080360867914
1739209858.9450784;-45.120503652039325
1739209858.9450788;-38.13080360867914
1739209858.9450793;-35.57807855764607
1739209858.9450796;-45.120503652039325
1739209858.94508;-38.13080360867914
1739209858.9450803;-35.57807855764607
1739209858.9450808;-38.13080360867914
1739209858.945081;-38.13080360867914
1739209858.9450815;-38.13080360867914
1739209858.9450817;-38.13080360867914
1739209858.9450822;-38.13080360867914
1739209858.9450824;-45.120503652039325
1739209858.945083;-38.13080360867914
1739209858.9450831;-35.57807855764607
1739209858.9450836;-38.13080360867914
1739209858.9450839;-38.13080360867914
1739209858.9450843;-45.120503652039325
1739209858.9450848;-45.120503652039325
1739209858.945085;-45.120503652039325
1739209858.9450855;-38.13080360867914
1739209858.9450858;-38.13080360867914
1739209858.9450862;-35.57807855764607
1739209858.9450865;-45.120503652039325
1739209858.945087;-38.13080360867914
1739209858.9450872;-35.57807855764607
1739209858.9450877;-33.981070128970906
1739209858.945088;-38.13080360867914
1739209858.9450884;-45.120503652039325
1739209858.9450886;-45.120503652039325
1739209858.945089;-45.120503652039325
1739209858.9450893;-45.120503652039325
1739209858.9450898;-45.120503652039325
1739209858.9450903;-45.120503652039325
1739209858.9450905;-45.120503652039325
1739209858.945091;-45.120503652039325
1739209858.9450912;-45.120503652039325
1739209858.9450917;-45.120503652039325
1739209858.945092;-45.120503652039325
1739209858.9450924;-38.13080360867914
1739209858.9450927;-38.13080360867914
1739209858.9450932;-38.13080360867914
1739209858.9450934;-45.120503652039325
1739209858.9450939;-45.120503652039325
1739209858.945094;-45.120503652039325
1739209858.9450946;-38.13080360867914
1739209858.9450948;-38.13080360867914
1739209858.9450953;-45.120503652039325
1739209858.9450958;-38.13080360867914
1739209858.945096;-33.981070128970906
1739209858.9450965;-38.13080360867914
1739209858.9450967;-45.120503652039325
1739209858.9450972;-45.120503652039325
1739209858.9450974;-45.120503652039325
1739209858.945098;-45.120503652039325
1739209858.9450982;-45.120503652039325
1739209858.9450986;-38.13080360867914
1739209858.9450989;-38.13080360867914
1739209858.9450994;-38.13080360867914
1739209858.9450996;-38.13080360867914
1739209858.9451;-45.120503652039325
1739209858.9451003;-45.120503652039325
1739209858.9451008;-32.816014438256545
1739209858.945101;-35.57807855764607
1739209858.9451015;-45.120503652039325
1739209858.945102;-45.120503652039325
1739209858.9451022;-35.57807855764607
1739209858.9451027;-38.13080360867914
1739209858.945103;-45.120503652039325
1739209858.9451034;-38.13080360867914
1739209858.9451036;-45.120503652039325
1739209858.9451041;-28.992665084841942
1739209858.9451044;-38.13080360867914
1739209858.9451048;-38.13080360867914
1739209858.945105;-45.120503652039325
1739209858.9451056;-45.120503652039325
1739209858.9451058;-38.13080360867914
1739209858.9451063;-38.13080360867914
1739209858.9451065;-35.57807855764607
1739209858.945107;-38.13080360867914
1739209858.9451075;-32.816014438256545
1739209858.9451077;-38.13080360867914
1739209858.9451082;-35.57807855764607
1739209858.9451084;-35.57807855764607
1739209858.945109;-45.120503652039325
1739209858.9451091;-45.120503652039325
1739209858.9451096;-45.120503652039325
1739209858.9451098;-45.120503652039325
1739209858.9451103;-45.120503652039325
1739209858.9451106;-45.120503652039325
1739209858.945111;-45.120503652039325
1739209858.9451113;-38.13080360867914
1739209858.9451118;-38.13080360867914
1739209858.945112;-45.120503652039325
1739209858.9451125;-45.120503652039325
1739209858.945113;-38.13080360867914
1739209858.9451132;-38.13080360867914
1739209858.9451137;-45.120503652039325
1739209858.945114;-28.58837851428586
1739209858.9451144;-35.57807855764607
1739209858.9451146;-38.13080360867914
1739209858.945115;-45.120503652039325
1739209858.9451153;-27.8777449560314
1739209858.9451158;-29.438486411369333
1739209858.945116;-45.120503652039325
1739209858.9451165;-38.13080360867914
1739209858.9451168;-45.120503652039325
1739209858.9451172;-45.120503652039325
1739209858.9451175;-38.13080360867914
1739209858.945118;-35.57807855764607
1739209858.9451184;-38.13080360867914
1739209858.9451187;-38.13080360867914
1739209858.9451191;-33.981070128970906
1739209858.9451194;-45.120503652039325
1739209858.9451199;-45.120503652039325
1739209858.94512;-45.120503652039325
1739209858.9451206;-45.120503652039325
1739209858.9451208;-45.120503652039325
1739209858.9451213;-31.141103565318893
1739209858.9451215;-28.21854285175415
1739209858.945122;-45.120503652039325
1739209858.9451222;-45.120503652039325
1739209858.9451227;-35.57807855764607
1739209858.945123;-35.57807855764607
1739209858.9451234;-45.120503652039325
1739209858.9451237;-38.13080360867914
1739209858.9451241;-45.120503652039325
1739209858.9451246;-45.120503652039325
1739209858.9451249;-45.120503652039325
1739209858.9451253;-45.120503652039325
1739209858.9451256;-38.13080360867914
1739209858.945126;-38.13080360867914
1739209858.9451263;-45.120503652039325
1739209858.9451268;-45.120503652039325
1739209858.945127;-45.120503652039325
1739209858.9451275;-45.120503652039325
1739209858.9451277;-45.120503652039325
1739209858.9451282;-45.120503652039325
1739209858.9451284;-38.13080360867914
1739209858.945129;-38.13080360867914
1739209858.9451292;-38.13080360867914
1739209858.9451296;-45.120503652039325
1739209858.94513;-35.57807855764607
1739209858.9451303;-32.816014438256545
1739209858.9451308;-45.120503652039325
1739209858.945131;-45.120503652039325
1739209858.9451315;-38.13080360867914
1739209858.9451318;-35.57807855764607
1739209858.9451323;-45.120503652039325
1739209858.9451325;-38.13080360867914
1739209858.945133;-38.13080360867914
1739209858.9451332;-45.120503652039325
1739209858.9451337;-35.57807855764607
1739209858.945134;-38.13080360867914
1739209858.9451344;-38.13080360867914
1739209858.9451346;-38.13080360867914
1739209858.945135;-35.57807855764607
1739209858.9451356;-45.120503652039325
1739209858.9451358;-35.57807855764607
1739209858.9451363;-26.991370085610722
1739209858.9451365;-35.57807855764607
1739209858.945137;-38.13080360867914
1739209858.9451373;-38.13080360867914
1739209858.9451377;-38.13080360867914
1739209858.945138;-45.120503652039325
1739209858.9451385;-45.120503652039325
1739209858.9451387;-45.120503652039325
1739209858.9451392;-33.981070128970956
1739209858.9451394;-38.13080360867914
1739209858.94514;-38.13080360867914
1739209858.9451401;-45.120503652039325
1739209858.9451406;-33.981070128970906
1739209858.945141;-38.13080360867914
1739209858.9451413;-45.120503652039325
1739209858.9451418;-45.120503652039325
1739209858.945142;-45.120503652039325
1739209858.9451425;-45.120503652039325
1739209858.9451427;-45.120503652039325
1739209858.9451432;-38.13080360867914
1739209858.9451435;-45.120503652039325
1739209858.945144;-45.120503652039325
1739209858.9451442;-45.120503652039325
1739209858.9451447;-38.13080360867914
1739209858.945145;-32.816014438256545
1739209858.9451454;-45.120503652039325
1739209858.9451456;-45.120503652039325
1739209858.945146;-45.120503652039325
1739209858.9451463;-32.816014438256545
1739209858.9451468;-38.13080360867914
1739209858.9451473;-45.120503652039325
1739209858.9451475;-33.981070128970906
1739209858.945148;-45.120503652039325
1739209858.9451482;-38.13080360867914
1739209858.9451487;-38.13080360867914
1739209858.945149;-45.120503652039325
1739209858.9451494;-45.120503652039325
1739209858.9451497;-38.13080360867914
1739209858.9451501;-38.13080360867914
1739209858.9451504;-45.120503652039325
1739209858.9451509;-35.57807855764607
1739209858.945151;-38.13080360867914
1739209858.9451516;-38.13080360867914
1739209858.9451518;-45.120503652039325
1739209858.9451523;-45.120503652039325
1739209858.9451528;-33.981070128970906
1739209858.945153;-45.120503652039325
1739209858.9451535;-45.120503652039325
1739209858.9451537;-38.13080360867914
1739209858.9451542;-38.13080360867914
1739209858.9451544;-45.120503652039325
1739209858.945155;-38.13080360867914
1739209858.9451551;-33.981070128970906
1739209858.9451556;-38.13080360867914
1739209858.9451559;-38.13080360867914
1739209858.9451563;-33.981070128970906
1739209858.9451566;-33.981070128970906
1739209858.945157;-38.13080360867914
1739209858.9451573;-38.13080360867914
1739209858.9451578;-45.120503652039325
1739209858.9451582;-38.13080360867914
1739209858.9451585;-38.13080360867914
1739209858.945159;-38.13080360867914
1739209858.9451592;-45.120503652039325
1739209858.9451597;-38.13080360867914
1739209858.94516;-38.13080360867914
1739209858.9451604;-45.120503652039325
1739209858.9451606;-45.120503652039325
1739209858.945161;-38.13080360867914
1739209858.9451613;-32.816014438256545
1739209858.9451618;-35.57807855764607
1739209858.945162;-38.13080360867914
1739209858.9451625;-38.13080360867914
1739209858.9451628;-45.120503652039325
1739209858.9451632;-45.120503652039325
1739209858.9451637;-33.981070128970906
1739209858.945164;-33.981070128970906
1739209858.9451644;-45.120503652039325
1739209858.9451647;-45.120503652039325
1739209858.9451652;-35.57807855764607
1739209858.9451654;-38.13080360867914
1739209858.9451659;-35.57807855764607
1739209858.945166;-38.13080360867914
1739209858.9451666;-31.141103565318915
1739209858.9451668;-33.981070128970906
1739209858.9451673;-38.13080360867914
1739209858.9451675;-38.13080360867914
1739209858.945168;-38.13080360867914
1739209858.9451683;-38.13080360867914
1739209858.9451687;-38.13080360867914
1739209858.945169;-45.120503652039325
1739209858.9451694;-45.120503652039325
1739209858.94517;-45.120503652039325
1739209858.9451702;-45.120503652039325
1739209858.9451706;-45.120503652039325
1739209858.9451709;-45.120503652039325
1739209858.9451714;-38.13080360867914
1739209858.9451716;-31.141103565318915
1739209858.945172;-38.13080360867914
1739209858.9451723;-45.120503652039325
1739209858.9451728;-45.120503652039325
1739209858.945173;-35.57807855764607
1739209858.9451735;-45.120503652039325
1739209858.9451737;-45.120503652039325
1739209858.9451742;-38.13080360867914
1739209858.9451745;-45.120503652039325
1739209858.945175;-38.13080360867914
1739209858.9451754;-38.13080360867914
1739209858.9451756;-33.981070128970906
1739209858.9451761;-45.120503652039325
1739209858.9451764;-38.13080360867914
1739209858.9451768;-38.13080360867914
1739209858.945177;-38.13080360867914
1739209858.9451776;-45.120503652039325
1739209858.9451778;-38.13080360867914
1739209858.9451783;-45.120503652039325
1739209858.9451785;-38.13080360867914
1739209858.945179;-31.141103565318915
1739209858.9451792;-33.981070128970906
1739209858.9451797;-38.13080360867914
1739209858.94518;-45.120503652039325
1739209858.9451804;-27.8777449560314
1739209858.945181;-32.816014438256545
1739209858.9451811;-45.120503652039325
1739209858.9451816;-35.57807855764607
1739209858.9451818;-38.13080360867914
1739209858.9451823;-38.13080360867914
1739209858.9451826;-45.120503652039325
1739209858.945183;-35.57807855764607
1739209858.9451833;-45.120503652039325
1739209858.9451838;-45.120503652039325
1739209858.945184;-38.13080360867914
1739209858.9451845;-33.981070128970906
1739209858.9451847;-45.120503652039325
1739209858.9451852;-45.120503652039325
1739209858.9451854;-38.13080360867914
1739209858.945186;-45.120503652039325
1739209858.9451861;-38.13080360867914
1739209858.9451866;-45.120503652039325
1739209858.945187;-33.981070128970906
1739209858.9451873;-38.13080360867914
1739209858.9451878;-38.13080360867914
1739209858.945188;-45.120503652039325
1739209858.9451885;-45.120503652039325
1739209858.9451888;-38.13080360867914
1739209858.9451892;-35.57807855764607
1739209858.9451895;-38.13080360867914
1739209858.94519;-45.120503652039325
1739209858.9451902;-45.120503652039325
1739209858.9451907;-45.120503652039325
1739209858.945191;-45.120503652039325
1739209858.9451914;-45.120503652039325
1739209858.9451916;-45.120503652039325
1739209858.945192;-45.120503652039325
1739209858.9451926;-45.120503652039325
1739209858.9451928;-38.13080360867914
1739209858.9451933;-38.13080360867914
1739209858.9451935;-45.120503652039325
1739209858.945194;-45.120503652039325
1739209858.9451942;-35.57807855764607
1739209858.9451947;-45.120503652039325
1739209858.945195;-32.816014438256545
1739209858.9451954;-31.141103565318893
1739209858.9451957;-35.57807855764607
1739209858.9451962;-32.816014438256545
1739209858.9451964;-38.13080360867914
1739209858.9451969;-38.13080360867914
1739209858.945197;-38.13080360867914
1739209858.9451976;-33.981070128970906
1739209858.945198;-45.120503652039325
1739209858.9451983;-45.120503652039325
1739209858.9451988;-38.13080360867914
1739209858.945199;-38.13080360867914
1739209858.9451995;-35.57807855764607
1739209858.9451997;-38.13080360867914
1739209858.9452002;-45.120503652039325
1739209858.9452004;-45.120503652039325
1739209858.945201;-35.57807855764607
1739209858.9452012;-30.49652367304973
1739209858.9452016;-45.120503652039325
1739209858.9452019;-45.120503652039325
1739209858.9452024;-35.57807855764607
1739209858.9452026;-35.57807855764607
1739209858.945203;-45.120503652039325
1739209858.9452035;-45.120503652039325
1739209858.9452038;-45.120503652039325
1739209858.9452043;-45.120503652039325
1739209858.9452045;-38.13080360867914
1739209858.945205;-35.57807855764607
1739209858.9452052;-38.13080360867914
1739209858.9452057;-38.13080360867914
1739209858.945206;-38.13080360867914
1739209858.9452064;-33.981070128970906
1739209858.9452066;-45.120503652039325
1739209858.945207;-45.120503652039325
1739209858.9452074;-45.120503652039325
1739209858.9452078;-33.981070128970906
