CAN Message; 0x1a7:0000cd3740541abb
1739209843.3630033;-45.120503652039325
1739209843.3630118;-45.120503652039325
1739209843.3630204;-45.120503652039325
1739209843.3630288;-45.120503652039325
1739209843.3630373;-38.13080360867914
1739209843.363046;-38.13080360867914
1739209843.3630545;-38.13080360867914
1739209843.363063;-45.120503652039325
1739209843.3630717;-35.57807855764607
1739209843.36308;-35.57807855764607
1739209843.3630886;-38.13080360867914
1739209843.3630972;-32.816014438256545
1739209843.3631058;-38.13080360867914
1739209843.3631144;-35.57807855764607
1739209843.3631227;-38.13080360867914
1739209843.3631313;-38.13080360867914
1739209843.3631399;-38.13080360867914
1739209843.3631485;-45.120503652039325
1739209843.363157;-38.13080360867914
1739209843.3631656;-45.120503652039325
1739209843.363174;-38.13080360867914
1739209843.3631825;-35.57807855764607
1739209843.3631911;-38.13080360867914
1739209843.3631997;-45.120503652039325
1739209843.3632083;-33.981070128970906
1739209843.3632169;-35.57807855764607
1739209843.3632252;-38.13080360867914
1739209843.3632338;-35.57807855764607
1739209843.3632424;-38.13080360867914
1739209843.363251;-35.57807855764607
1739209843.3632596;-38.13080360867914
1739209843.363268;-45.120503652039325
1739209843.3632765;-45.120503652039325
1739209843.363285;-45.120503652039325
1739209843.3632936;-35.57807855764607
1739209843.3633022;-38.13080360867914
1739209843.3633108;-45.120503652039325
1739209843.3633192;-38.13080360867914
1739209843.3633277;-45.120503652039325
1739209843.3633363;-35.57807855764607
1739209843.363345;-38.13080360867914
1739209843.3633535;-45.120503652039325
1739209843.363362;-45.120503652039325
1739209843.3633704;-38.13080360867914
1739209843.363379;-33.981070128970906
1739209843.3633876;-45.120503652039325
1739209843.3633962;-38.13080360867914
1739209843.3634048;-38.13080360867914
1739209843.363413;-38.13080360867914
1739209843.3634217;-45.120503652039325
1739209843.3634303;-45.120503652039325
1739209843.3634388;-38.13080360867914
1739209843.3634474;-33.981070128970906
1739209843.363456;-32.816014438256545
1739209843.3634644;-45.120503652039325
1739209843.363473;-32.816014438256545
1739209843.3634815;-33.981070128970906
1739209843.36349;-45.120503652039325
1739209843.3634987;-45.120503652039325
1739209843.3635073;-45.120503652039325
1739209843.3635156;-38.13080360867914
1739209843.3635242;-35.57807855764607
1739209843.3635328;-45.120503652039325
1739209843.3635414;-45.120503652039325
1739209843.36355;-38.13080360867914
1739209843.3635583;-35.57807855764607
1739209843.3635669;-45.120503652039325
1739209843.3635755;-38.13080360867914
1739209843.363584;-33.981070128970906
1739209843.3635926;-38.13080360867914
1739209843.3636012;-35.57807855764607
1739209843.3636096;-38.13080360867914
1739209843.3636181;-38.13080360867914
1739209843.3636267;-45.120503652039325
1739209843.3636353;-45.120503652039325
1739209843.363644;-38.13080360867914
1739209843.3636525;-45.120503652039325
1739209843.3636608;-35.57807855764607
1739209843.3636694;-38.13080360867914
1739209843.363678;-45.120503652039325
1739209843.3636866;-38.13080360867914
1739209843.3636951;-38.13080360867914
1739209843.3637035;-38.13080360867914
1739209843.363712;-45.120503652039325
1739209843.3637207;-38.13080360867914
1739209843.3637292;-35.57807855764607
1739209843.3637378;-38.13080360867914
1739209843.3637464;-45.120503652039325
1739209843.3637547;-38.13080360867914
1739209843.3637633;-38.13080360867914
1739209843.363772;-45.120503652039325
1739209843.3637805;-45.120503652039325
1739209843.363789;-28.58837851428586
1739209843.3637977;-38.13080360867914
1739209843.363806;-38.13080360867914
1739209843.3638146;-45.120503652039325
1739209843.3638232;-38.13080360867914
1739209843.3638318;-45.120503652039325
1739209843.3638403;-45.120503652039325
1739209843.3638487;-45.120503652039325
1739209843.3638573;-32.816014438256545
1739209843.3638659;-45.120503652039325
1739209843.3638744;-45.120503652039325
1739209843.363883;-38.13080360867914
1739209843.3638916;-45.120503652039325
1739209843.3639;-32.816014438256545
1739209843.3639085;-38.13080360867914
1739209843.363917;-45.120503652039325
1739209843.3639257;-28.992665084841942
1739209843.3639343;-38.13080360867914
1739209843.3639429;-45.120503652039325
1739209843.3639512;-45.120503652039325
1739209843.3639598;-38.13080360867914
1739209843.3639684;-38.13080360867914
1739209843.363977;-45.120503652039325
1739209843.3639855;-38.13080360867914
1739209843.363994;-35.57807855764607
1739209843.3640025;-45.120503652039325
1739209843.364011;-45.120503652039325
1739209843.3640196;-45.120503652039325
1739209843.3640282;-45.120503652039325
1739209843.3640368;-45.120503652039325
1739209843.3640451;-38.13080360867914
1739209843.3640537;-38.13080360867914
1739209843.3640623;-33.981070128970906
1739209843.364071;-38.13080360867914
1739209843.3640795;-45.120503652039325
1739209843.364088;-35.57807855764607
1739209843.3640964;-45.120503652039325
1739209843.364105;-45.120503652039325
1739209843.3641136;-45.120503652039325
1739209843.3641222;-45.120503652039325
1739209843.3641307;-38.13080360867914
1739209843.364139;-38.13080360867914
1739209843.3641477;-45.120503652039325
1739209843.3641562;-45.120503652039325
1739209843.3641648;-38.13080360867914
1739209843.3641734;-35.57807855764607
1739209843.364182;-38.13080360867914
1739209843.3641903;-45.120503652039325
1739209843.364199;-45.120503652039325
1739209843.3642075;-38.13080360867914
1739209843.364216;-38.13080360867914
1739209843.3642247;-45.120503652039325
1739209843.3642333;-45.120503652039325
1739209843.3642416;-38.13080360867914
1739209843.3642502;-38.13080360867914
1739209843.3642588;-45.120503652039325
1739209843.3642673;-28.992665084841942
1739209843.364276;-26.487275050834715
1739209843.3642843;-38.13080360867914
1739209843.3642929;-35.57807855764607
1739209843.3643014;-31.141103565318915
1739209843.36431;-38.13080360867914
1739209843.3643186;-38.13080360867914
1739209843.3643272;-35.57807855764607
1739209843.3643355;-45.120503652039325
1739209843.3643441;-38.13080360867914
1739209843.3643527;-38.13080360867914
1739209843.3643613;-45.120503652039325
1739209843.3643699;-38.13080360867914
1739209843.3643785;-35.57807855764607
1739209843.3643868;-45.120503652039325
1739209843.3643954;-38.13080360867914
1739209843.364404;-38.13080360867914
1739209843.3644125;-45.120503652039325
1739209843.3644211;-45.120503652039325
1739209843.3644295;-45.120503652039325
1739209843.364438;-45.120503652039325
1739209843.3644466;-38.13080360867914
1739209843.3644552;-35.57807855764607
1739209843.3644638;-45.120503652039325
1739209843.3644724;-38.13080360867914
1739209843.3644807;-35.57807855764607
1739209843.3644893;-45.120503652039325
1739209843.364498;-45.120503652039325
1739209843.3645065;-35.57807855764607
1739209843.364515;-45.120503652039325
1739209843.3645236;-45.120503652039325
1739209843.364532;-35.57807855764607
1739209843.3645406;-45.120503652039325
1739209843.3645492;-45.120503652039325
1739209843.3645577;-45.120503652039325
1739209843.3645663;-45.120503652039325
1739209843.3645747;-38.13080360867914
1739209843.3645833;-35.57807855764607
1739209843.3645918;-38.13080360867914
1739209843.3646004;-45.120503652039325
1739209843.364609;-45.120503652039325
1739209843.3646176;-38.13080360867914
1739209843.364626;-38.13080360867914
1739209843.3646345;-45.120503652039325
1739209843.364643;-45.120503652039325
1739209843.3646517;-45.120503652039325
1739209843.3646603;-38.13080360867914
1739209843.3646686;-45.120503652039325
1739209843.3646772;-38.13080360867914
1739209843.3646858;-38.13080360867914
1739209843.3646944;-45.120503652039325
1739209843.364703;-45.120503652039325
1739209843.3647115;-38.13080360867914
1739209843.3647199;-32.816014438256545
1739209843.3647285;-45.120503652039325
1739209843.364737;-38.13080360867914
1739209843.3647456;-38.13080360867914
1739209843.3647542;-30.49652367304973
1739209843.3647628;-28.992665084841942
1739209843.3647711;-45.120503652039325
1739209843.3647797;-33.981070128970906
1739209843.3647883;-38.13080360867914
1739209843.3647969;-33.981070128970906
1739209843.3648055;-45.120503652039325
1739209843.3648138;-38.13080360867914
1739209843.3648224;-33.981070128970906
1739209843.364831;-45.120503652039325
1739209843.3648396;-45.120503652039325
1739209843.3648481;-38.13080360867914
1739209843.3648567;-32.816014438256545
1739209843.364865;-45.120503652039325
1739209843.3648736;-38.13080360867914
1739209843.3648822;-38.13080360867914
1739209843.3648908;-32.816014438256545
1739209843.3648994;-38.13080360867914
1739209843.364908;-45.120503652039325
1739209843.3649163;-38.13080360867914
1739209843.364925;-32.816014438256545
1739209843.3649335;-38.13080360867914
1739209843.364942;-45.120503652039325
1739209843.3649507;-45.120503652039325
1739209843.364959;-33.981070128970906
1739209843.3649676;-31.141103565318915
1739209843.3649762;-45.120503652039325
1739209843.3649848;-38.13080360867914
1739209843.3649933;-45.120503652039325
1739209843.365002;-45.120503652039325
1739209843.3650103;-33.981070128970906
1739209843.3650188;-38.13080360867914
1739209843.3650274;-38.13080360867914
1739209843.365036;-32.816014438256545
1739209843.3650446;-32.816014438256545
1739209843.3650532;-38.13080360867914
1739209843.3650615;-45.120503652039325
1739209843.36507;-38.13080360867914
1739209843.3650787;-35.57807855764607
1739209843.3650873;-45.120503652039325
1739209843.3650959;-38.13080360867914
1739209843.3651042;-33.981070128970906
1739209843.3651128;-38.13080360867914
1739209843.3651214;-38.13080360867914
1739209843.36513;-38.13080360867914
1739209843.3651385;-38.13080360867914
1739209843.365147;-45.120503652039325
1739209843.3651555;-33.981070128970906
1739209843.365164;-38.13080360867914
1739209843.3651726;-38.13080360867914
1739209843.3651812;-38.13080360867914
1739209843.3651898;-35.57807855764607
1739209843.3651984;-38.13080360867914
1739209843.3652067;-45.120503652039325
1739209843.3652153;-35.57807855764607
1739209843.365224;-45.120503652039325
1739209843.3652325;-45.120503652039325
1739209843.365241;-45.120503652039325
1739209843.3652494;-45.120503652039325
1739209843.365258;-45.120503652039325
1739209843.3652666;-35.57807855764607
1739209843.3652751;-38.13080360867914
1739209843.3652837;-38.13080360867914
1739209843.3652923;-33.981070128970906
1739209843.3653007;-38.13080360867914
1739209843.3653092;-27.877744956031414
1739209843.3653178;-45.120503652039325
1739209843.3653264;-45.120503652039325
1739209843.365335;-35.57807855764607
1739209843.3653436;-33.981070128970906
1739209843.365352;-45.120503652039325
1739209843.3653605;-38.13080360867914
1739209843.365369;-33.981070128970906
1739209843.3653777;-33.981070128970906
1739209843.3653862;-38.13080360867914
1739209843.3653946;-35.57807855764607
1739209843.3654032;-35.57807855764607
1739209843.3654118;-45.120503652039325
1739209843.3654203;-45.120503652039325
1739209843.365429;-33.981070128970906
1739209843.3654375;-35.57807855764607
1739209843.3654459;-33.981070128970906
1739209843.3654544;-45.120503652039325
1739209843.365463;-38.13080360867914
1739209843.3654716;-35.57807855764607
1739209843.3654802;-45.120503652039325
1739209843.3654888;-45.120503652039325
1739209843.365497;-45.120503652039325
1739209843.3655057;-45.120503652039325
1739209843.3655143;-45.120503652039325
1739209843.3655229;-38.13080360867914
1739209843.3655314;-38.13080360867914
1739209843.3655398;-45.120503652039325
1739209843.3655484;-38.13080360867914
1739209843.365557;-35.57807855764607
1739209843.3655655;-45.120503652039325
1739209843.3655741;-45.120503652039325
1739209843.3655827;-33.981070128970906
1739209843.365591;-45.120503652039325
1739209843.3655996;-45.120503652039325
1739209843.3656082;-45.120503652039325
1739209843.3656168;-45.120503652039325
1739209843.3656254;-38.13080360867914
1739209843.365634;-38.13080360867914
1739209843.3656423;-45.120503652039325
1739209843.365651;-38.13080360867914
1739209843.3656595;-35.57807855764607
1739209843.365668;-45.120503652039325
1739209843.3656766;-38.13080360867914
1739209843.365685;-35.57807855764607
1739209843.3656936;-35.57807855764607
1739209843.3657022;-45.120503652039325
1739209843.3657107;-35.57807855764607
1739209843.3657193;-35.57807855764607
1739209843.365728;-45.120503652039325
1739209843.3657362;-38.13080360867914
1739209843.3657448;-35.57807855764607
1739209843.3657534;-38.13080360867914
1739209843.365762;-45.120503652039325
1739209843.3657706;-45.120503652039325
1739209843.3657792;-38.13080360867914
1739209843.3657875;-38.13080360867914
1739209843.365796;-45.120503652039325
1739209843.3658047;-33.981070128970906
1739209843.3658133;-35.57807855764607
1739209843.3658218;-38.13080360867914
1739209843.3658302;-38.13080360867914
1739209843.3658388;-45.120503652039325
1739209843.3658473;-45.120503652039325
1739209843.365856;-45.120503652039325
1739209843.3658645;-45.120503652039325
1739209843.365873;-38.13080360867914
1739209843.3658814;-38.13080360867914
1739209843.36589;-38.13080360867914
1739209843.3658986;-45.120503652039325
1739209843.3659072;-38.13080360867914
1739209843.3659158;-38.13080360867914
1739209843.3659244;-45.120503652039325
1739209843.3659327;-45.120503652039325
1739209843.3659413;-38.13080360867914
1739209843.3659499;-38.13080360867914
1739209843.3659585;-38.13080360867914
1739209843.365967;-38.13080360867914
1739209843.3659754;-38.13080360867914
1739209843.365984;-45.120503652039325
1739209843.3659925;-38.13080360867914
1739209843.3660011;-28.21854285175415
1739209843.3660097;-38.13080360867914
1739209843.3660183;-45.120503652039325
1739209843.3660266;-38.13080360867914
1739209843.3660352;-32.816014438256545
1739209843.3660438;-38.13080360867914
1739209843.3660524;-45.120503652039325
1739209843.366061;-45.120503652039325
1739209843.3660696;-45.120503652039325
1739209843.366078;-45.120503652039325
1739209843.3660865;-35.57807855764607
1739209843.366095;-38.13080360867914
1739209843.3661036;-45.120503652039325
1739209843.3661122;-38.13080360867914
1739209843.3661206;-45.120503652039325
1739209843.3661292;-45.120503652039325
1739209843.3661377;-45.120503652039325
1739209843.3661463;-45.120503652039325
1739209843.366155;-38.13080360867914
1739209843.3661635;-38.13080360867914
1739209843.3661718;-38.13080360867914
1739209843.3661804;-45.120503652039325
1739209843.366189;-45.120503652039325
1739209843.3661976;-45.120503652039325
1739209843.3662062;-29.438486411369333
1739209843.3662148;-45.120503652039325
1739209843.366223;-45.120503652039325
1739209843.3662317;-38.13080360867914
1739209843.3662403;-45.120503652039325
1739209843.3662488;-38.13080360867914
1739209843.3662574;-38.13080360867914
1739209843.3662658;-45.120503652039325
1739209843.3662744;-38.13080360867914
1739209843.366283;-45.120503652039325
1739209843.3662915;-32.816014438256545
1739209843.3663;-45.120503652039325
1739209843.3663087;-45.120503652039325
1739209843.366317;-38.13080360867914
1739209843.3663256;-35.57807855764607
1739209843.3663342;-38.13080360867914
1739209843.3663428;-29.438486411369333
1739209843.3663514;-32.816014438256545
1739209843.3663597;-38.13080360867914
1739209843.3663683;-38.13080360867914
1739209843.3663769;-35.57807855764607
1739209843.3663855;-38.13080360867914
1739209843.366394;-38.13080360867914
1739209843.3664026;-35.57807855764607
1739209843.366411;-38.13080360867914
1739209843.3664196;-45.120503652039325
1739209843.3664281;-35.57807855764607
1739209843.3664367;-38.13080360867914
1739209843.3664453;-45.120503652039325
1739209843.366454;-45.120503652039325
1739209843.3664622;-35.57807855764607
1739209843.3664708;-45.120503652039325
1739209843.3664794;-31.141103565318915
1739209843.366488;-33.981070128970906
1739209843.3664966;-35.57807855764607
1739209843.366505;-38.13080360867914
1739209843.3665135;-38.13080360867914
1739209843.366522;-32.816014438256545
1739209843.3665307;-35.57807855764607
1739209843.3665392;-38.13080360867914
1739209843.3665478;-45.120503652039325
1739209843.3665562;-38.13080360867914
1739209843.3665648;-38.13080360867914
1739209843.3665733;-45.120503652039325
1739209843.366582;-45.120503652039325
1739209843.3665905;-38.13080360867914
1739209843.366599;-45.120503652039325
1739209843.3666074;-45.120503652039325
1739209843.366616;-45.120503652039325
1739209843.3666246;-45.120503652039325
1739209843.3666332;-45.120503652039325
1739209843.3666418;-38.13080360867914
1739209843.36665;-38.13080360867914
1739209843.3666587;-45.120503652039325
1739209843.3666673;-38.13080360867914
1739209843.3666759;-38.13080360867914
1739209843.3666844;-33.981070128970906
1739209843.366693;-28.992665084841942
1739209843.3667014;-45.120503652039325
1739209843.36671;-45.120503652039325
1739209843.3667185;-38.13080360867914
1739209843.366727;-38.13080360867914
1739209843.3667357;-45.120503652039325
1739209843.3667443;-38.13080360867914
1739209843.3667526;-38.13080360867914
1739209843.3667612;-35.57807855764607
1739209843.3667698;-45.120503652039325
1739209843.3667784;-38.13080360867914
1739209843.366787;-38.13080360867914
1739209843.3667953;-45.120503652039325
1739209843.366804;-45.120503652039325
1739209843.3668125;-38.13080360867914
1739209843.366821;-32.816014438256545
1739209843.3668296;-28.992665084841942
1739209843.3668382;-45.120503652039325
1739209843.3668466;-38.13080360867914
1739209843.3668551;-32.816014438256545
1739209843.3668637;-38.13080360867914
1739209843.3668723;-45.120503652039325
1739209843.366881;-38.13080360867914
1739209843.3668895;-45.120503652039325
1739209843.3668978;-45.120503652039325
1739209843.3669064;-45.120503652039325
1739209843.366915;-45.120503652039325
1739209843.3669236;-38.13080360867914
1739209843.3669322;-45.120503652039325
1739209843.3669405;-38.13080360867914
1739209843.366949;-38.13080360867914
1739209843.3669577;-35.57807855764607
1739209843.3669662;-45.120503652039325
1739209843.3669748;-45.120503652039325
1739209843.3669834;-38.13080360867914
1739209843.3669918;-45.120503652039325
1739209843.3670003;-33.981070128970906
1739209843.367009;-38.13080360867914
1739209843.3670175;-38.13080360867914
1739209843.367026;-45.120503652039325
1739209843.3670347;-45.120503652039325
1739209843.367043;-32.816014438256545
1739209843.3670516;-38.13080360867914
1739209843.3670602;-45.120503652039325
1739209843.3670688;-35.57807855764607
1739209843.3670774;-29.438486411369333
1739209843.3670857;-38.13080360867914
1739209843.3670943;-45.120503652039325
1739209843.3671029;-33.981070128970906
1739209843.3671114;-35.57807855764607
1739209843.36712;-38.13080360867914
1739209843.3671286;-45.120503652039325
1739209843.367137;-38.13080360867914
1739209843.3671455;-45.120503652039325
1739209843.3671541;-45.120503652039325
1739209843.3671627;-45.120503652039325
1739209843.3671713;-45.120503652039325
1739209843.3671799;-45.120503652039325
1739209843.3671882;-38.13080360867914
1739209843.3671968;-38.13080360867914
1739209843.3672054;-38.13080360867914
1739209843.367214;-35.57807855764607
1739209843.3672225;-38.13080360867914
1739209843.367231;-45.120503652039325
1739209843.3672395;-38.13080360867914
1739209843.367248;-38.13080360867914
1739209843.3672566;-45.120503652039325
1739209843.3672652;-38.13080360867914
1739209843.3672738;-38.13080360867914
1739209843.3672822;-45.120503652039325
1739209843.3672907;-38.13080360867914
1739209843.3672993;-45.120503652039325
1739209843.367308;-45.120503652039325
1739209843.3673165;-45.120503652039325
1739209843.367325;-38.13080360867914
1739209843.3673334;-45.120503652039325
1739209843.367342;-45.120503652039325
1739209843.3673506;-38.13080360867914
1739209843.3673592;-33.981070128970906
1739209843.3673677;-45.120503652039325
1739209843.367376;-38.13080360867914
1739209843.3673847;-31.141103565318893
1739209843.3673933;-38.13080360867914
1739209843.3674018;-45.120503652039325
1739209843.3674104;-38.13080360867914
1739209843.367419;-32.816014438256545
1739209843.3674273;-45.120503652039325
1739209843.367436;-45.120503652039325
1739209843.3674445;-38.13080360867914
1739209843.367453;-38.13080360867914
1739209843.3674617;-38.13080360867914
1739209843.3674703;-45.120503652039325
1739209843.3674786;-45.120503652039325
1739209843.3674872;-38.13080360867914
1739209843.3674958;-38.13080360867914
1739209843.3675044;-45.120503652039325
1739209843.367513;-45.120503652039325
1739209843.3675213;-45.120503652039325
1739209843.3675299;-38.13080360867914
1739209843.3675385;-38.13080360867914
1739209843.367547;-35.57807855764607
1739209843.3675556;-38.13080360867914
1739209843.3675642;-38.13080360867914
1739209843.3675725;-45.120503652039325
1739209843.3675811;-38.13080360867914
1739209843.3675897;-26.991370085610736
1739209843.3675983;-38.13080360867914
1739209843.3676069;-38.13080360867914
1739209843.3676155;-38.13080360867914
1739209843.3676238;-38.13080360867914
1739209843.3676324;-45.120503652039325
1739209843.367641;-32.816014438256545
1739209843.3676496;-45.120503652039325
1739209843.3676581;-35.57807855764607
1739209843.3676665;-33.981070128970906
1739209843.367675;-32.816014438256545
1739209843.3676836;-38.13080360867914
1739209843.3676922;-45.120503652039325
1739209843.3677008;-45.120503652039325
1739209843.3677094;-38.13080360867914
1739209843.3677177;-38.13080360867914
1739209843.3677263;-35.57807855764607
1739209843.367735;-38.13080360867914
1739209843.3677435;-35.57807855764607
1739209843.367752;-38.13080360867914
1739209843.3677607;-35.57807855764607
1739209843.367769;-45.120503652039325
1739209843.3677776;-38.13080360867914
1739209843.3677862;-38.13080360867914
1739209843.3677948;-45.120503652039325
1739209843.3678033;-45.120503652039325
1739209843.3678117;-45.120503652039325
1739209843.3678203;-38.13080360867914
1739209843.3678288;-38.13080360867914
1739209843.3678374;-38.13080360867914
1739209843.367846;-38.13080360867914
1739209843.3678546;-45.120503652039325
1739209843.367863;-45.120503652039325
1739209843.3678715;-45.120503652039325
1739209843.36788;-38.13080360867914
1739209843.3678887;-38.13080360867914
1739209843.3678973;-45.120503652039325
1739209843.3679059;-38.13080360867914
1739209843.3679142;-38.13080360867914
1739209843.3679228;-45.120503652039325
1739209843.3679314;-29.438486411369333
1739209843.36794;-30.49652367304973
1739209843.3679485;-38.13080360867914
1739209843.3679569;-45.120503652039325
1739209843.3679655;-35.57807855764607
1739209843.367974;-38.13080360867914
1739209843.3679826;-45.120503652039325
1739209843.3679912;-45.120503652039325
1739209843.3679998;-45.120503652039325
1739209843.3680081;-45.120503652039325
1739209843.3680167;-45.120503652039325
1739209843.3680253;-38.13080360867914
1739209843.368034;-35.57807855764607
1739209843.3680425;-38.13080360867914
1739209843.368051;-45.120503652039325
1739209843.3680594;-45.120503652039325
1739209843.368068;-45.120503652039325
1739209843.3680766;-38.13080360867914
1739209843.3680851;-38.13080360867914
1739209843.3680937;-38.13080360867914
1739209843.368102;-45.120503652039325
1739209843.3681107;-38.13080360867914
1739209843.3681192;-38.13080360867914
1739209843.3681278;-38.13080360867914
1739209843.3681364;-30.49652367304973
1739209843.368145;-33.981070128970906
1739209843.3681533;-45.120503652039325
1739209843.368162;-45.120503652039325
1739209843.3681705;-35.57807855764607
1739209843.368179;-33.981070128970906
1739209843.3681877;-45.120503652039325
1739209843.368196;-38.13080360867914
1739209843.3682046;-38.13080360867914
1739209843.3682132;-45.120503652039325
1739209843.3682218;-45.120503652039325
1739209843.3682303;-45.120503652039325
1739209843.368239;-38.13080360867914
1739209843.3682473;-38.13080360867914
1739209843.3682559;-38.13080360867914
1739209843.3682644;-38.13080360867914
1739209843.368273;-38.13080360867914
1739209843.3682816;-38.13080360867914
1739209843.3682902;-45.120503652039325
1739209843.3682985;-45.120503652039325
1739209843.368307;-45.120503652039325
1739209843.3683157;-38.13080360867914
1739209843.3683243;-45.120503652039325
1739209843.3683329;-38.13080360867914
1739209843.3683412;-45.120503652039325
1739209843.3683498;-38.13080360867914
1739209843.3683584;-32.816014438256545
1739209843.368367;-38.13080360867914
1739209843.3683755;-45.120503652039325
1739209843.3683841;-35.57807855764607
1739209843.3683925;-45.120503652039325
1739209843.368401;-45.120503652039325
1739209843.3684096;-45.120503652039325
1739209843.3684182;-38.13080360867914
1739209843.3684268;-38.13080360867914
1739209843.3684354;-45.120503652039325
1739209843.3684437;-45.120503652039325
1739209843.3684523;-45.120503652039325
1739209843.368461;-45.120503652039325
1739209843.3684695;-38.13080360867914
1739209843.368478;-45.120503652039325
1739209843.3684864;-33.981070128970906
1739209843.368495;-38.13080360867914
1739209843.3685036;-45.120503652039325
1739209843.3685122;-38.13080360867914
1739209843.3685207;-38.13080360867914
1739209843.3685293;-45.120503652039325
1739209843.3685377;-45.120503652039325
1739209843.3685462;-38.13080360867914
1739209843.3685548;-38.13080360867914
1739209843.3685634;-45.120503652039325
1739209843.368572;-33.981070128970906
1739209843.3685806;-38.13080360867914
1739209843.368589;-33.981070128970906
1739209843.3685975;-45.120503652039325
1739209843.368606;-45.120503652039325
1739209843.3686147;-45.120503652039325
1739209843.3686233;-45.120503652039325
1739209843.3686316;-32.816014438256545
1739209843.3686402;-38.13080360867914
1739209843.3686488;-35.57807855764607
1739209843.3686574;-35.57807855764607
1739209843.368666;-45.120503652039325
1739209843.3686745;-38.13080360867914
1739209843.3686829;-35.57807855764607
