CAN Message; 0x39:08a3db456c62342a
1739209820.3805764;-27.267205301931607
1739209820.380584;-38.13080360867914
1739209820.3805914;-38.13080360867914
1739209820.380599;-32.816014438256545
1739209820.3806067;-33.981070128970906
1739209820.380614;-45.120503652039325
1739209820.3806217;-38.13080360867914
1739209820.3806293;-38.13080360867914
1739209820.3806367;-38.13080360867914
1739209820.3806443;-38.13080360867914
1739209820.380652;-45.120503652039325
1739209820.3806593;-38.13080360867914
1739209820.380667;-45.120503652039325
1739209820.3806746;-38.13080360867914
1739209820.380682;-38.13080360867914
1739209820.3806896;-38.13080360867914
1739209820.3806973;-33.981070128970906
1739209820.3807046;-33.981070128970906
1739209820.3807123;-38.13080360867914
1739209820.38072;-45.120503652039325
1739209820.3807273;-45.120503652039325
1739209820.380735;-38.13080360867914
1739209820.3807425;-33.981070128970906
1739209820.38075;-45.120503652039325
1739209820.3807576;-45.120503652039325
1739209820.3807652;-35.57807855764607
1739209820.3807726;-45.120503652039325
1739209820.3807802;-45.120503652039325
1739209820.3807878;-38.13080360867914
1739209820.3807952;-33.981070128970906
1739209820.3808029;-38.13080360867914
1739209820.3808103;-45.120503652039325
1739209820.380818;-45.120503652039325
1739209820.3808255;-38.13080360867914
1739209820.380833;-45.120503652039325
1739209820.3808405;-45.120503652039325
1739209820.3808482;-45.120503652039325
1739209820.3808556;-45.120503652039325
1739209820.3808632;-38.13080360867914
1739209820.3808708;-38.13080360867914
1739209820.3808782;-33.981070128970906
1739209820.3808858;-45.120503652039325
1739209820.3808935;-45.120503652039325
1739209820.3809009;-38.13080360867914
1739209820.3809085;-38.13080360867914
1739209820.380916;-45.120503652039325
1739209820.3809235;-38.13080360867914
1739209820.3809311;-38.13080360867914
1739209820.3809388;-38.13080360867914
1739209820.3809462;-38.13080360867914
1739209820.3809538;-38.13080360867914
1739209820.3809614;-33.981070128970906
1739209820.3809688;-38.13080360867914
1739209820.3809764;-38.13080360867914
1739209820.380984;-45.120503652039325
1739209820.3809915;-33.981070128970906
1739209820.380999;-45.120503652039325
1739209820.3810067;-45.120503652039325
1739209820.381014;-45.120503652039325
1739209820.3810217;-38.13080360867914
1739209820.3810294;-45.120503652039325
1739209820.3810368;-45.120503652039325
1739209820.3810444;-38.13080360867914
1739209820.381052;-45.120503652039325
1739209820.3810594;-38.13080360867914
1739209820.381067;-30.49652367304973
1739209820.3810744;-35.57807855764607
1739209820.381082;-45.120503652039325
1739209820.3810897;-45.120503652039325
1739209820.381097;-35.57807855764607
1739209820.3811047;-38.13080360867914
1739209820.3811123;-45.120503652039325
1739209820.3811197;-45.120503652039325
1739209820.3811274;-45.120503652039325
1739209820.381135;-45.120503652039325
1739209820.3811424;-45.120503652039325
1739209820.38115;-45.120503652039325
1739209820.3811576;-45.120503652039325
1739209820.381165;-38.13080360867914
1739209820.3811727;-45.120503652039325
1739209820.3811803;-45.120503652039325
1739209820.3811877;-45.120503652039325
1739209820.3811953;-45.120503652039325
1739209820.381203;-45.120503652039325
1739209820.3812103;-38.13080360867914
1739209820.381218;-38.13080360867914
1739209820.3812256;-33.981070128970906
1739209820.381233;-45.120503652039325
1739209820.3812406;-45.120503652039325
1739209820.3812482;-25.62660358559016
1739209820.3812556;-32.816014438256545
1739209820.3812633;-45.120503652039325
1739209820.381271;-45.120503652039325
1739209820.3812783;-32.816014438256545
1739209820.381286;-35.57807855764607
1739209820.3812935;-45.120503652039325
1739209820.381301;-45.120503652039325
1739209820.3813086;-38.13080360867914
1739209820.3813162;-45.120503652039325
1739209820.3813236;-45.120503652039325
1739209820.3813312;-45.120503652039325
1739209820.3813386;-38.13080360867914
1739209820.3813462;-33.981070128970906
1739209820.3813539;-45.120503652039325
1739209820.3813612;-45.120503652039325
1739209820.3813689;-45.120503652039325
1739209820.3813765;-45.120503652039325
1739209820.381384;-38.13080360867914
1739209820.3813915;-45.120503652039325
1739209820.3813992;-45.120503652039325
1739209820.3814065;-38.13080360867914
1739209820.3814142;-38.13080360867914
1739209820.3814218;-45.120503652039325
1739209820.3814292;-27.8777449560314
1739209820.3814368;-35.57807855764607
1739209820.3814445;-45.120503652039325
1739209820.3814518;-45.120503652039325
1739209820.3814595;-35.57807855764607
1739209820.381467;-38.13080360867914
1739209820.3814745;-38.13080360867914
1739209820.3814821;-32.816014438256545
1739209820.3814898;-38.13080360867914
1739209820.3814971;-38.13080360867914
1739209820.3815048;-35.57807855764607
1739209820.3815124;-38.13080360867914
1739209820.3815198;-38.13080360867914
1739209820.3815274;-38.13080360867914
1739209820.381535;-38.13080360867914
1739209820.3815424;-45.120503652039325
1739209820.38155;-35.57807855764607
1739209820.3815577;-38.13080360867914
1739209820.381565;-38.13080360867914
1739209820.3815727;-35.57807855764607
1739209820.3815804;-45.120503652039325
1739209820.3815877;-45.120503652039325
1739209820.3815954;-45.120503652039325
1739209820.3816028;-45.120503652039325
1739209820.3816104;-33.981070128970906
1739209820.381618;-38.13080360867914
1739209820.3816254;-45.120503652039325
1739209820.381633;-45.120503652039325
1739209820.3816407;-35.57807855764607
1739209820.381648;-38.13080360867914
1739209820.3816557;-45.120503652039325
1739209820.3816633;-38.13080360867914
1739209820.3816707;-38.13080360867914
1739209820.3816783;-45.120503652039325
1739209820.381686;-45.120503652039325
1739209820.3816934;-45.120503652039325
1739209820.381701;-35.57807855764607
1739209820.3817086;-30.49652367304973
1739209820.381716;-38.13080360867914
1739209820.3817236;-45.120503652039325
1739209820.3817313;-35.57807855764607
1739209820.3817387;-33.981070128970906
1739209820.3817463;-45.120503652039325
1739209820.381754;-45.120503652039325
1739209820.3817613;-38.13080360867914
1739209820.381769;-45.120503652039325
1739209820.3817766;-45.120503652039325
1739209820.381784;-45.120503652039325
1739209820.3817916;-38.13080360867914
1739209820.3817992;-38.13080360867914
1739209820.3818066;-45.120503652039325
1739209820.3818142;-38.13080360867914
1739209820.3818219;-35.57807855764607
1739209820.3818293;-35.57807855764607
1739209820.381837;-38.13080360867914
1739209820.3818445;-38.13080360867914
1739209820.381852;-45.120503652039325
1739209820.3818595;-33.981070128970906
1739209820.381867;-38.13080360867914
1739209820.3818746;-38.13080360867914
1739209820.3818822;-45.120503652039325
1739209820.3818896;-45.120503652039325
1739209820.3818972;-45.120503652039325
1739209820.3819048;-38.13080360867914
1739209820.3819122;-38.13080360867914
1739209820.3819199;-33.981070128970906
1739209820.3819275;-38.13080360867914
1739209820.381935;-33.981070128970906
1739209820.3819425;-45.120503652039325
1739209820.3819501;-45.120503652039325
1739209820.3819575;-45.120503652039325
1739209820.3819652;-45.120503652039325
1739209820.3819728;-35.57807855764607
1739209820.3819802;-32.816014438256545
1739209820.3819878;-38.13080360867914
1739209820.3819954;-45.120503652039325
1739209820.3820028;-45.120503652039325
1739209820.3820105;-45.120503652039325
1739209820.382018;-45.120503652039325
1739209820.3820255;-45.120503652039325
1739209820.382033;-38.13080360867914
1739209820.3820407;-27.267205301931607
1739209820.3820481;-38.13080360867914
1739209820.3820558;-45.120503652039325
1739209820.3820634;-35.57807855764607
1739209820.3820708;-38.13080360867914
1739209820.3820784;-38.13080360867914
1739209820.382086;-38.13080360867914
1739209820.3820934;-38.13080360867914
1739209820.382101;-28.992665084841942
1739209820.3821087;-38.13080360867914
1739209820.382116;-45.120503652039325
1739209820.3821237;-45.120503652039325
1739209820.382131;-38.13080360867914
1739209820.3821387;-38.13080360867914
1739209820.3821464;-45.120503652039325
1739209820.3821537;-45.120503652039325
1739209820.3821614;-32.816014438256545
1739209820.382169;-38.13080360867914
1739209820.3821764;-45.120503652039325
1739209820.382184;-45.120503652039325
1739209820.3821917;-45.120503652039325
1739209820.382199;-45.120503652039325
1739209820.3822067;-45.120503652039325
1739209820.3822143;-45.120503652039325
1739209820.3822217;-38.13080360867914
1739209820.3822293;-38.13080360867914
1739209820.382237;-45.120503652039325
1739209820.3822443;-38.13080360867914
1739209820.382252;-35.57807855764607
1739209820.3822596;-38.13080360867914
1739209820.382267;-45.120503652039325
1739209820.3822746;-38.13080360867914
1739209820.3822823;-38.13080360867914
1739209820.3822896;-38.13080360867914
1739209820.3822973;-38.13080360867914
1739209820.382305;-45.120503652039325
1739209820.3823123;-33.981070128970906
1739209820.38232;-35.57807855764607
1739209820.3823276;-38.13080360867914
1739209820.382335;-38.13080360867914
1739209820.3823426;-45.120503652039325
1739209820.3823502;-45.120503652039325
1739209820.3823576;-38.13080360867914
1739209820.3823652;-38.13080360867914
1739209820.3823729;-38.13080360867914
1739209820.3823802;-45.120503652039325
1739209820.3823879;-38.13080360867914
1739209820.3823953;-38.13080360867914
1739209820.382403;-38.13080360867914
1739209820.3824105;-45.120503652039325
1739209820.382418;-45.120503652039325
1739209820.3824255;-45.120503652039325
1739209820.3824332;-38.13080360867914
1739209820.3824406;-45.120503652039325
1739209820.3824482;-38.13080360867914
1739209820.3824558;-38.13080360867914
1739209820.3824632;-45.120503652039325
1739209820.3824708;-32.816014438256545
1739209820.3824785;-38.13080360867914
1739209820.3824859;-45.120503652039325
1739209820.3824935;-45.120503652039325
1739209820.3825011;-35.57807855764607
1739209820.3825085;-45.120503652039325
1739209820.3825161;-45.120503652039325
1739209820.3825238;-38.13080360867914
1739209820.3825312;-45.120503652039325
1739209820.3825388;-38.13080360867914
1739209820.3825464;-45.120503652039325
1739209820.3825538;-45.120503652039325
1739209820.3825614;-45.120503652039325
1739209820.382569;-38.13080360867914
1739209820.3825765;-45.120503652039325
1739209820.382584;-45.120503652039325
1739209820.3825917;-35.57807855764607
1739209820.382599;-38.13080360867914
1739209820.3826067;-35.57807855764607
1739209820.3826144;-33.981070128970906
1739209820.3826218;-35.57807855764607
1739209820.3826294;-38.13080360867914
1739209820.382637;-38.13080360867914
1739209820.3826444;-38.13080360867914
1739209820.382652;-45.120503652039325
1739209820.3826594;-38.13080360867914
1739209820.382667;-38.13080360867914
1739209820.3826747;-38.13080360867914
1739209820.382682;-45.120503652039325
1739209820.3826897;-45.120503652039325
1739209820.3826973;-38.13080360867914
1739209820.3827047;-35.57807855764607
1739209820.3827124;-38.13080360867914
1739209820.38272;-45.120503652039325
1739209820.3827274;-35.57807855764607
1739209820.382735;-45.120503652039325
1739209820.3827426;-45.120503652039325
1739209820.38275;-45.120503652039325
1739209820.3827577;-38.13080360867914
1739209820.3827653;-38.13080360867914
1739209820.3827727;-29.438486411369333
1739209820.3827803;-35.57807855764607
1739209820.382788;-38.13080360867914
1739209820.3827953;-33.981070128970906
1739209820.382803;-38.13080360867914
1739209820.3828106;-38.13080360867914
1739209820.382818;-33.981070128970906
1739209820.3828256;-38.13080360867914
1739209820.3828332;-45.120503652039325
1739209820.3828406;-45.120503652039325
1739209820.3828483;-33.981070128970906
1739209820.382856;-38.13080360867914
1739209820.3828633;-45.120503652039325
1739209820.382871;-38.13080360867914
1739209820.3828785;-45.120503652039325
1739209820.382886;-38.13080360867914
1739209820.3828936;-45.120503652039325
1739209820.3829012;-45.120503652039325
1739209820.3829086;-38.13080360867914
1739209820.3829162;-38.13080360867914
1739209820.3829236;-45.120503652039325
1739209820.3829312;-45.120503652039325
1739209820.3829389;-38.13080360867914
1739209820.3829463;-38.13080360867914
1739209820.382954;-29.438486411369333
1739209820.3829615;-31.141103565318893
1739209820.382969;-38.13080360867914
1739209820.3829765;-38.13080360867914
1739209820.3829842;-38.13080360867914
1739209820.3829916;-38.13080360867914
1739209820.3829992;-38.13080360867914
1739209820.3830068;-45.120503652039325
1739209820.3830142;-45.120503652039325
1739209820.3830218;-45.120503652039325
1739209820.3830295;-35.57807855764607
1739209820.3830369;-35.57807855764607
1739209820.3830445;-33.981070128970906
1739209820.383052;-45.120503652039325
1739209820.3830595;-38.13080360867914
1739209820.3830671;-33.981070128970906
1739209820.3830748;-31.141103565318915
1739209820.3830822;-38.13080360867914
1739209820.3830898;-45.120503652039325
1739209820.3830974;-38.13080360867914
1739209820.3831048;-38.13080360867914
1739209820.3831124;-38.13080360867914
1739209820.38312;-38.13080360867914
1739209820.3831275;-45.120503652039325
1739209820.383135;-38.13080360867914
1739209820.3831427;-35.57807855764607
1739209820.38315;-38.13080360867914
1739209820.3831577;-45.120503652039325
1739209820.3831654;-38.13080360867914
1739209820.3831728;-38.13080360867914
1739209820.3831804;-45.120503652039325
1739209820.3831878;-38.13080360867914
1739209820.3831954;-33.981070128970906
1739209820.383203;-45.120503652039325
1739209820.3832104;-38.13080360867914
1739209820.383218;-45.120503652039325
1739209820.3832257;-45.120503652039325
1739209820.383233;-38.13080360867914
1739209820.3832407;-38.13080360867914
1739209820.3832483;-38.13080360867914
1739209820.3832557;-35.57807855764607
1739209820.3832633;-35.57807855764607
1739209820.383271;-45.120503652039325
1739209820.3832784;-45.120503652039325
1739209820.383286;-38.13080360867914
1739209820.3832936;-38.13080360867914
1739209820.383301;-38.13080360867914
1739209820.3833086;-38.13080360867914
1739209820.3833163;-45.120503652039325
1739209820.3833237;-45.120503652039325
1739209820.3833313;-38.13080360867914
1739209820.383339;-38.13080360867914
1739209820.3833463;-45.120503652039325
1739209820.383354;-45.120503652039325
1739209820.3833616;-38.13080360867914
1739209820.383369;-38.13080360867914
1739209820.3833766;-45.120503652039325
1739209820.3833842;-45.120503652039325
1739209820.3833916;-33.981070128970906
1739209820.3833992;-38.13080360867914
1739209820.3834069;-45.120503652039325
1739209820.3834143;-45.120503652039325
1739209820.383422;-45.120503652039325
1739209820.3834295;-35.57807855764607
1739209820.383437;-38.13080360867914
1739209820.3834445;-38.13080360867914
1739209820.3834522;-38.13080360867914
1739209820.3834596;-38.13080360867914
1739209820.3834672;-38.13080360867914
1739209820.3834746;-33.981070128970906
1739209820.3834822;-33.981070128970906
1739209820.3834898;-38.13080360867914
1739209820.3834972;-45.120503652039325
1739209820.3835049;-38.13080360867914
1739209820.3835125;-38.13080360867914
1739209820.38352;-38.13080360867914
1739209820.3835275;-38.13080360867914
1739209820.3835351;-33.981070128970906
1739209820.3835425;-38.13080360867914
1739209820.3835502;-45.120503652039325
1739209820.3835578;-38.13080360867914
1739209820.3835652;-45.120503652039325
1739209820.3835728;-45.120503652039325
1739209820.3835804;-45.120503652039325
1739209820.3835878;-45.120503652039325
1739209820.3835955;-45.120503652039325
1739209820.383603;-45.120503652039325
1739209820.3836105;-45.120503652039325
1739209820.383618;-45.120503652039325
1739209820.3836257;-33.981070128970906
1739209820.3836331;-33.981070128970906
1739209820.3836408;-45.120503652039325
1739209820.3836484;-45.120503652039325
1739209820.3836558;-33.981070128970906
1739209820.3836634;-45.120503652039325
1739209820.383671;-45.120503652039325
1739209820.3836784;-38.13080360867914
1739209820.383686;-38.13080360867914
1739209820.3836937;-35.57807855764607
1739209820.383701;-45.120503652039325
1739209820.3837087;-45.120503652039325
1739209820.3837163;-45.120503652039325
1739209820.3837237;-45.120503652039325
1739209820.3837314;-38.13080360867914
1739209820.3837388;-45.120503652039325
1739209820.3837464;-33.981070128970906
1739209820.383754;-31.141103565318915
1739209820.3837614;-38.13080360867914
1739209820.383769;-45.120503652039325
1739209820.3837767;-38.13080360867914
1739209820.383784;-33.981070128970906
1739209820.3837917;-38.13080360867914
1739209820.3837993;-38.13080360867914
1739209820.3838067;-38.13080360867914
1739209820.3838143;-45.120503652039325
1739209820.383822;-38.13080360867914
1739209820.3838294;-45.120503652039325
1739209820.383837;-45.120503652039325
1739209820.3838446;-38.13080360867914
1739209820.383852;-45.120503652039325
1739209820.3838596;-45.120503652039325
1739209820.3838673;-45.120503652039325
1739209820.3838747;-38.13080360867914
1739209820.3838823;-38.13080360867914
1739209820.38389;-45.120503652039325
1739209820.3838973;-45.120503652039325
1739209820.383905;-38.13080360867914
1739209820.3839126;-38.13080360867914
1739209820.38392;-45.120503652039325
1739209820.3839276;-38.13080360867914
1739209820.3839352;-28.992665084841942
1739209820.3839426;-45.120503652039325
1739209820.3839502;-45.120503652039325
1739209820.3839579;-38.13080360867914
1739209820.3839653;-38.13080360867914
1739209820.383973;-45.120503652039325
1739209820.3839805;-45.120503652039325
1739209820.383988;-45.120503652039325
1739209820.3839955;-45.120503652039325
1739209820.384003;-45.120503652039325
1739209820.3840106;-38.13080360867914
1739209820.3840182;-38.13080360867914
1739209820.3840256;-38.13080360867914
1739209820.3840332;-38.13080360867914
1739209820.3840408;-38.13080360867914
1739209820.3840482;-45.120503652039325
1739209820.3840559;-45.120503652039325
1739209820.3840635;-38.13080360867914
1739209820.3840709;-32.816014438256545
1739209820.3840785;-33.981070128970906
1739209820.3840861;-38.13080360867914
1739209820.3840935;-32.816014438256545
1739209820.3841012;-45.120503652039325
1739209820.3841088;-38.13080360867914
1739209820.3841162;-35.57807855764607
1739209820.3841238;-45.120503652039325
1739209820.3841314;-45.120503652039325
1739209820.3841388;-38.13080360867914
1739209820.3841465;-38.13080360867914
1739209820.384154;-45.120503652039325
1739209820.3841615;-38.13080360867914
1739209820.384169;-45.120503652039325
1739209820.3841767;-45.120503652039325
1739209820.3841841;-38.13080360867914
1739209820.3841918;-45.120503652039325
1739209820.3841994;-45.120503652039325
1739209820.3842068;-38.13080360867914
1739209820.3842144;-35.57807855764607
1739209820.384222;-38.13080360867914
1739209820.3842294;-38.13080360867914
1739209820.384237;-45.120503652039325
1739209820.3842447;-45.120503652039325
1739209820.384252;-45.120503652039325
1739209820.3842597;-45.120503652039325
1739209820.384267;-45.120503652039325
1739209820.3842747;-45.120503652039325
1739209820.3842824;-45.120503652039325
1739209820.3842897;-38.13080360867914
1739209820.3842974;-45.120503652039325
1739209820.384305;-45.120503652039325
1739209820.3843124;-45.120503652039325
1739209820.38432;-45.120503652039325
1739209820.3843277;-38.13080360867914
1739209820.384335;-45.120503652039325
1739209820.3843427;-45.120503652039325
1739209820.3843503;-45.120503652039325
1739209820.3843577;-38.13080360867914
1739209820.3843653;-31.141103565318915
1739209820.384373;-45.120503652039325
1739209820.3843803;-38.13080360867914
1739209820.384388;-38.13080360867914
1739209820.3843956;-33.981070128970906
1739209820.384403;-45.120503652039325
1739209820.3844106;-38.13080360867914
1739209820.3844182;-33.981070128970906
1739209820.3844256;-45.120503652039325
1739209820.3844333;-45.120503652039325
1739209820.384441;-38.13080360867914
1739209820.3844483;-38.13080360867914
1739209820.384456;-45.120503652039325
1739209820.3844635;-45.120503652039325
1739209820.384471;-45.120503652039325
1739209820.3844786;-38.13080360867914
1739209820.3844862;-38.13080360867914
1739209820.3844936;-45.120503652039325
1739209820.3845012;-45.120503652039325
1739209820.3845088;-38.13080360867914
1739209820.3845162;-35.57807855764607
1739209820.3845239;-35.57807855764607
1739209820.3845313;-45.120503652039325
1739209820.384539;-45.120503652039325
1739209820.3845465;-33.981070128970906
1739209820.384554;-38.13080360867914
1739209820.3845615;-33.981070128970906
1739209820.3845692;-45.120503652039325
1739209820.3845766;-45.120503652039325
1739209820.3845842;-38.13080360867914
1739209820.3845918;-45.120503652039325
1739209820.3845992;-45.120503652039325
1739209820.3846068;-28.588378514285886
1739209820.3846145;-38.13080360867914
1739209820.3846219;-33.981070128970906
1739209820.3846295;-45.120503652039325
1739209820.384637;-38.13080360867914
1739209820.3846445;-45.120503652039325
1739209820.3846521;-45.120503652039325
1739209820.3846598;-38.13080360867914
1739209820.3846672;-27.267205301931607
1739209820.3846748;-35.57807855764607
1739209820.3846824;-38.13080360867914
1739209820.3846898;-45.120503652039325
1739209820.3846974;-38.13080360867914
1739209820.384705;-45.120503652039325
1739209820.3847125;-45.120503652039325
1739209820.38472;-45.120503652039325
1739209820.3847277;-31.14110356531892
1739209820.384735;-45.120503652039325
1739209820.3847427;-45.120503652039325
1739209820.3847504;-33.981070128970906
1739209820.3847578;-45.120503652039325
1739209820.3847654;-45.120503652039325
1739209820.384773;-45.120503652039325
1739209820.3847804;-38.13080360867914
1739209820.384788;-33.981070128970906
1739209820.3847954;-45.120503652039325
1739209820.384803;-38.13080360867914
1739209820.3848107;-38.13080360867914
1739209820.384818;-38.13080360867914
1739209820.3848257;-45.120503652039325
1739209820.3848333;-45.120503652039325
1739209820.3848407;-38.13080360867914
1739209820.3848484;-33.981070128970906
1739209820.384856;-38.13080360867914
1739209820.3848634;-45.120503652039325
1739209820.384871;-45.120503652039325
1739209820.3848786;-45.120503652039325
1739209820.384886;-45.120503652039325
1739209820.3848937;-45.120503652039325
1739209820.3849013;-38.13080360867914
1739209820.3849087;-31.141103565318915
1739209820.3849163;-38.13080360867914
1739209820.384924;-45.120503652039325
1739209820.3849313;-45.120503652039325
1739209820.384939;-38.13080360867914
1739209820.3849466;-38.13080360867914
1739209820.384954;-38.13080360867914
1739209820.3849616;-45.120503652039325
1739209820.3849692;-31.141103565318915
1739209820.3849766;-33.981070128970906
1739209820.3849843;-38.13080360867914
1739209820.384992;-45.120503652039325
1739209820.3849993;-38.13080360867914
1739209820.385007;-38.13080360867914
1739209820.3850145;-35.57807855764607
1739209820.385022;-38.13080360867914
1739209820.3850296;-31.141103565318915
1739209820.3850372;-31.141103565318915
1739209820.3850446;-31.141103565318915
1739209820.3850522;-45.120503652039325
1739209820.3850596;-38.13080360867914
1739209820.3850672;-45.120503652039325
1739209820.3850749;-38.13080360867914
1739209820.3850822;-45.120503652039325
1739209820.3850899;-33.981070128970906
1739209820.3850975;-38.13080360867914
1739209820.385105;-38.13080360867914
1739209820.3851125;-45.120503652039325
1739209820.3851202;-38.13080360867914
1739209820.3851275;-32.816014438256545
1739209820.3851352;-45.120503652039325
1739209820.3851428;-45.120503652039325
1739209820.3851502;-33.981070128970906
1739209820.3851578;-33.981070128970906
1739209820.3851655;-38.13080360867914
1739209820.3851728;-33.981070128970906
1739209820.3851805;-38.13080360867914
1739209820.385188;-38.13080360867914
1739209820.3851955;-45.120503652039325
1739209820.3852031;-38.13080360867914
1739209820.3852108;-35.57807855764607
1739209820.3852181;-38.13080360867914
1739209820.3852258;-45.120503652039325
1739209820.3852334;-45.120503652039325
1739209820.3852408;-38.13080360867914
1739209820.3852484;-45.120503652039325
