CAN Message; 0x77:e48886e9e33f75b9
1739209603.6832256;-38.13080360867914
1739209603.6832287;-45.120503652039325
1739209603.6832316;-38.13080360867914
1739209603.6832347;-38.13080360867914
1739209603.6832376;-45.120503652039325
1739209603.6832407;-45.120503652039325
1739209603.6832438;-45.120503652039325
1739209603.6832466;-38.13080360867914
1739209603.6832497;-38.13080360867914
1739209603.6832526;-45.120503652039325
1739209603.6832557;-45.120503652039325
1739209603.6832585;-45.120503652039325
1739209603.6832616;-45.120503652039325
1739209603.6832647;-35.57807855764607
1739209603.6832676;-35.57807855764607
1739209603.6832707;-35.57807855764607
1739209603.6832736;-45.120503652039325
1739209603.6832767;-38.13080360867914
1739209603.6832798;-31.141103565318915
1739209603.6832826;-45.120503652039325
1739209603.6832857;-38.13080360867914
1739209603.6832886;-45.120503652039325
1739209603.6832917;-38.13080360867914
1739209603.6832948;-45.120503652039325
1739209603.6832976;-38.13080360867914
1739209603.6833007;-45.120503652039325
1739209603.6833036;-38.13080360867914
1739209603.6833067;-45.120503652039325
1739209603.6833098;-45.120503652039325
1739209603.6833127;-38.13080360867914
1739209603.6833158;-45.120503652039325
1739209603.6833186;-45.120503652039325
1739209603.6833217;-45.120503652039325
1739209603.6833248;-38.13080360867914
1739209603.6833277;-31.141103565318915
1739209603.6833308;-38.13080360867914
1739209603.6833336;-45.120503652039325
1739209603.6833367;-45.120503652039325
1739209603.6833398;-38.13080360867914
1739209603.6833427;-38.13080360867914
1739209603.6833458;-45.120503652039325
1739209603.6833487;-38.13080360867914
1739209603.6833518;-38.13080360867914
1739209603.6833549;-38.13080360867914
1739209603.6833577;-45.120503652039325
1739209603.6833608;-45.120503652039325
1739209603.6833637;-38.13080360867914
1739209603.6833668;-45.120503652039325
1739209603.6833699;-45.120503652039325
1739209603.6833727;-38.13080360867914
1739209603.6833758;-45.120503652039325
1739209603.6833787;-45.120503652039325
1739209603.6833818;-45.120503652039325
1739209603.683385;-35.57807855764607
1739209603.6833878;-38.13080360867914
1739209603.6833909;-45.120503652039325
1739209603.6833937;-38.13080360867914
1739209603.6833968;-33.981070128970906
1739209603.6834;-28.992665084841942
1739209603.6834028;-33.981070128970906
1739209603.6834059;-38.13080360867914
1739209603.6834087;-35.57807855764607
1739209603.6834118;-31.141103565318915
1739209603.683415;-35.57807855764607
1739209603.6834178;-38.13080360867914
1739209603.683421;-38.13080360867914
1739209603.6834238;-30.49652367304973
1739209603.6834269;-33.981070128970906
1739209603.68343;-33.981070128970906
1739209603.6834328;-45.120503652039325
1739209603.683436;-45.120503652039325
1739209603.6834388;-45.120503652039325
1739209603.6834419;-45.120503652039325
1739209603.6834447;-38.13080360867914
1739209603.6834478;-28.992665084841942
1739209603.683451;-38.13080360867914
1739209603.6834538;-38.13080360867914
1739209603.683457;-38.13080360867914
1739209603.6834598;-33.981070128970906
1739209603.6834629;-38.13080360867914
1739209603.683466;-38.13080360867914
1739209603.6834688;-38.13080360867914
1739209603.683472;-38.13080360867914
1739209603.6834748;-33.981070128970906
1739209603.6834779;-45.120503652039325
1739209603.683481;-38.13080360867914
1739209603.6834838;-45.120503652039325
1739209603.683487;-38.13080360867914
1739209603.6834898;-38.13080360867914
1739209603.683493;-38.13080360867914
1739209603.683496;-45.120503652039325
1739209603.6834989;-38.13080360867914
1739209603.683502;-38.13080360867914
1739209603.6835048;-38.13080360867914
1739209603.683508;-35.57807855764607
1739209603.683511;-45.120503652039325
1739209603.6835139;-45.120503652039325
1739209603.683517;-45.120503652039325
1739209603.6835198;-38.13080360867914
1739209603.683523;-38.13080360867914
1739209603.683526;-38.13080360867914
1739209603.683529;-38.13080360867914
1739209603.683532;-38.13080360867914
1739209603.6835349;-35.57807855764607
1739209603.683538;-38.13080360867914
1739209603.683541;-38.13080360867914
1739209603.683544;-32.816014438256545
1739209603.683547;-45.120503652039325
1739209603.68355;-38.13080360867914
1739209603.683553;-45.120503652039325
1739209603.683556;-45.120503652039325
1739209603.683559;-45.120503652039325
1739209603.683562;-38.13080360867914
1739209603.683565;-45.120503652039325
1739209603.683568;-45.120503652039325
1739209603.683571;-45.120503652039325
1739209603.683574;-45.120503652039325
1739209603.683577;-45.120503652039325
1739209603.68358;-38.13080360867914
1739209603.683583;-45.120503652039325
1739209603.6835861;-45.120503652039325
1739209603.683589;-38.13080360867914
1739209603.683592;-38.13080360867914
1739209603.683595;-32.816014438256545
1739209603.683598;-38.13080360867914
1739209603.6836011;-38.13080360867914
1739209603.683604;-38.13080360867914
1739209603.683607;-38.13080360867914
1739209603.68361;-38.13080360867914
1739209603.683613;-32.816014438256545
1739209603.683616;-32.816014438256545
1739209603.683619;-45.120503652039325
1739209603.6836221;-45.120503652039325
1739209603.683625;-45.120503652039325
1739209603.683628;-45.120503652039325
1739209603.683631;-45.120503652039325
1739209603.683634;-38.13080360867914
1739209603.6836371;-38.13080360867914
1739209603.68364;-45.120503652039325
1739209603.683643;-35.57807855764607
1739209603.683646;-38.13080360867914
1739209603.683649;-45.120503652039325
1739209603.6836522;-45.120503652039325
1739209603.683655;-35.57807855764607
1739209603.6836581;-45.120503652039325
1739209603.683661;-45.120503652039325
1739209603.683664;-38.13080360867914
1739209603.6836672;-45.120503652039325
1739209603.68367;-45.120503652039325
1739209603.6836731;-31.141103565318915
1739209603.683676;-38.13080360867914
1739209603.683679;-45.120503652039325
1739209603.6836822;-33.981070128970906
1739209603.683685;-33.981070128970906
1739209603.6836882;-33.981070128970906
1739209603.683691;-45.120503652039325
1739209603.6836941;-45.120503652039325
1739209603.6836972;-35.57807855764607
1739209603.6837;-45.120503652039325
1739209603.6837032;-38.13080360867914
1739209603.683706;-38.13080360867914
1739209603.6837091;-45.120503652039325
1739209603.6837122;-45.120503652039325
1739209603.683715;-28.21854285175415
1739209603.6837182;-27.8777449560314
1739209603.683721;-45.120503652039325
1739209603.6837242;-38.13080360867914
1739209603.6837273;-38.13080360867914
1739209603.6837301;-38.13080360867914
1739209603.6837332;-45.120503652039325
1739209603.683736;-38.13080360867914
1739209603.6837392;-45.120503652039325
1739209603.6837423;-38.13080360867914
1739209603.6837451;-38.13080360867914
1739209603.6837482;-38.13080360867914
1739209603.683751;-45.120503652039325
1739209603.6837542;-45.120503652039325
1739209603.6837573;-38.13080360867914
1739209603.6837602;-45.120503652039325
1739209603.6837633;-31.141103565318893
1739209603.6837661;-32.816014438256545
1739209603.6837692;-45.120503652039325
1739209603.6837723;-45.120503652039325
1739209603.6837752;-35.57807855764607
1739209603.6837783;-38.13080360867914
1739209603.6837811;-45.120503652039325
1739209603.6837842;-45.120503652039325
1739209603.6837873;-35.57807855764607
1739209603.6837902;-35.57807855764607
1739209603.6837933;-45.120503652039325
1739209603.6837962;-45.120503652039325
1739209603.6837993;-45.120503652039325
1739209603.6838021;-45.120503652039325
1739209603.6838052;-45.120503652039325
1739209603.6838083;-35.57807855764607
1739209603.6838112;-38.13080360867914
1739209603.6838143;-38.13080360867914
1739209603.6838171;-33.981070128970906
1739209603.6838202;-45.120503652039325
1739209603.6838233;-45.120503652039325
1739209603.6838262;-45.120503652039325
1739209603.6838293;-38.13080360867914
1739209603.6838322;-45.120503652039325
1739209603.6838353;-35.57807855764607
1739209603.6838384;-30.49652367304973
1739209603.6838412;-38.13080360867914
1739209603.6838443;-38.13080360867914
1739209603.6838472;-38.13080360867914
1739209603.6838503;-32.816014438256545
1739209603.6838534;-38.13080360867914
1739209603.6838562;-45.120503652039325
1739209603.6838593;-45.120503652039325
1739209603.6838622;-33.981070128970956
1739209603.6838653;-45.120503652039325
1739209603.6838684;-45.120503652039325
1739209603.6838713;-45.120503652039325
1739209603.6838744;-38.13080360867914
1739209603.6838772;-38.13080360867914
1739209603.6838803;-45.120503652039325
1739209603.6838834;-38.13080360867914
1739209603.6838863;-31.141103565318915
1739209603.6838894;-45.120503652039325
1739209603.6838923;-45.120503652039325
1739209603.6838953;-38.13080360867914
1739209603.6838984;-45.120503652039325
1739209603.6839013;-38.13080360867914
1739209603.6839044;-38.13080360867914
1739209603.6839073;-45.120503652039325
1739209603.6839104;-45.120503652039325
1739209603.6839135;-38.13080360867914
1739209603.6839163;-45.120503652039325
1739209603.6839194;-38.13080360867914
1739209603.6839223;-35.57807855764607
1739209603.6839254;-38.13080360867914
1739209603.6839285;-45.120503652039325
1739209603.6839314;-45.120503652039325
1739209603.6839345;-45.120503652039325
1739209603.6839373;-45.120503652039325
1739209603.6839404;-45.120503652039325
1739209603.6839435;-32.816014438256545
1739209603.6839464;-38.13080360867914
1739209603.6839495;-38.13080360867914
1739209603.6839523;-45.120503652039325
1739209603.6839554;-38.13080360867914
1739209603.6839585;-32.816014438256545
1739209603.6839614;-38.13080360867914
1739209603.6839645;-45.120503652039325
1739209603.6839674;-38.13080360867914
1739209603.6839705;-38.13080360867914
1739209603.6839733;-38.13080360867914
1739209603.6839764;-45.120503652039325
1739209603.6839795;-45.120503652039325
1739209603.6839824;-45.120503652039325
1739209603.6839855;-38.13080360867914
1739209603.6839883;-38.13080360867914
1739209603.6839914;-45.120503652039325
1739209603.6839945;-45.120503652039325
1739209603.6839974;-38.13080360867914
1739209603.6840005;-45.120503652039325
1739209603.6840034;-38.13080360867914
1739209603.6840065;-38.13080360867914
1739209603.6840096;-38.13080360867914
1739209603.6840124;-38.13080360867914
1739209603.6840155;-38.13080360867914
1739209603.6840184;-38.13080360867914
1739209603.6840215;-45.120503652039325
1739209603.6840246;-45.120503652039325
1739209603.6840274;-45.120503652039325
1739209603.6840305;-38.13080360867914
1739209603.6840334;-33.981070128970906
1739209603.6840365;-45.120503652039325
1739209603.6840396;-45.120503652039325
1739209603.6840425;-33.981070128970906
1739209603.6840456;-38.13080360867914
1739209603.6840484;-45.120503652039325
1739209603.6840515;-45.120503652039325
1739209603.6840546;-45.120503652039325
1739209603.6840575;-45.120503652039325
1739209603.6840606;-33.981070128970906
1739209603.6840634;-38.13080360867914
1739209603.6840665;-38.13080360867914
1739209603.6840696;-45.120503652039325
1739209603.6840725;-38.13080360867914
1739209603.6840756;-45.120503652039325
1739209603.6840785;-38.13080360867914
1739209603.6840816;-31.141103565318915
1739209603.6840847;-38.13080360867914
1739209603.6840875;-38.13080360867914
1739209603.6840906;-38.13080360867914
1739209603.6840935;-35.57807855764607
1739209603.6840966;-38.13080360867914
1739209603.6840997;-38.13080360867914
1739209603.6841025;-45.120503652039325
1739209603.6841056;-38.13080360867914
1739209603.6841085;-45.120503652039325
1739209603.6841116;-38.13080360867914
1739209603.6841147;-45.120503652039325
1739209603.6841176;-35.57807855764607
1739209603.6841207;-38.13080360867914
1739209603.6841235;-45.120503652039325
1739209603.6841266;-45.120503652039325
1739209603.6841297;-45.120503652039325
1739209603.6841326;-38.13080360867914
1739209603.6841357;-45.120503652039325
1739209603.6841385;-38.13080360867914
1739209603.6841416;-38.13080360867914
1739209603.6841447;-38.13080360867914
1739209603.6841476;-38.13080360867914
1739209603.6841507;-35.57807855764607
1739209603.6841536;-26.991370085610722
1739209603.6841567;-38.13080360867914
1739209603.6841595;-45.120503652039325
1739209603.6841626;-38.13080360867914
1739209603.6841657;-35.57807855764607
1739209603.6841686;-38.13080360867914
1739209603.6841717;-38.13080360867914
1739209603.6841745;-38.13080360867914
1739209603.6841776;-33.981070128970956
1739209603.6841807;-45.120503652039325
1739209603.6841836;-38.13080360867914
1739209603.6841867;-45.120503652039325
1739209603.6841896;-45.120503652039325
1739209603.6841927;-45.120503652039325
1739209603.6841958;-38.13080360867914
1739209603.6841986;-38.13080360867914
1739209603.6842017;-45.120503652039325
1739209603.6842046;-33.981070128970906
1739209603.6842077;-45.120503652039325
1739209603.6842108;-45.120503652039325
1739209603.6842136;-38.13080360867914
1739209603.6842167;-35.57807855764607
1739209603.6842196;-35.57807855764607
1739209603.6842227;-35.57807855764607
1739209603.6842258;-32.816014438256545
1739209603.6842287;-38.13080360867914
1739209603.6842318;-38.13080360867914
1739209603.6842346;-38.13080360867914
1739209603.6842377;-35.57807855764607
1739209603.6842408;-38.13080360867914
1739209603.6842437;-45.120503652039325
1739209603.6842468;-33.981070128970906
1739209603.6842496;-38.13080360867914
1739209603.6842527;-45.120503652039325
1739209603.6842558;-35.57807855764607
1739209603.6842587;-38.13080360867914
1739209603.6842618;-45.120503652039325
1739209603.6842647;-38.13080360867914
1739209603.6842678;-45.120503652039325
1739209603.6842709;-45.120503652039325
1739209603.6842737;-29.438486411369333
1739209603.6842768;-31.141103565318893
1739209603.6842797;-45.120503652039325
1739209603.6842828;-45.120503652039325
1739209603.6842859;-30.49652367304973
1739209603.6842887;-35.57807855764607
1739209603.6842918;-45.120503652039325
1739209603.6842947;-38.13080360867914
1739209603.6842978;-45.120503652039325
1739209603.684301;-45.120503652039325
1739209603.6843038;-38.13080360867914
1739209603.6843069;-45.120503652039325
1739209603.6843097;-45.120503652039325
1739209603.6843128;-38.13080360867914
1739209603.684316;-45.120503652039325
1739209603.6843188;-45.120503652039325
1739209603.6843219;-45.120503652039325
1739209603.6843247;-45.120503652039325
1739209603.6843278;-45.120503652039325
1739209603.684331;-38.13080360867914
1739209603.6843338;-38.13080360867914
1739209603.684337;-45.120503652039325
1739209603.6843398;-33.981070128970906
1739209603.6843429;-45.120503652039325
1739209603.6843457;-38.13080360867914
1739209603.6843488;-35.57807855764607
1739209603.684352;-45.120503652039325
1739209603.6843548;-38.13080360867914
1739209603.684358;-35.57807855764607
1739209603.6843607;-35.57807855764607
1739209603.6843638;-45.120503652039325
1739209603.684367;-45.120503652039325
1739209603.6843698;-45.120503652039325
1739209603.684373;-45.120503652039325
1739209603.6843758;-38.13080360867914
1739209603.6843789;-38.13080360867914
1739209603.684382;-38.13080360867914
1739209603.6843848;-38.13080360867914
1739209603.684388;-45.120503652039325
1739209603.6843908;-45.120503652039325
1739209603.684394;-33.981070128970906
1739209603.684397;-32.816014438256545
1739209603.6843998;-38.13080360867914
1739209603.684403;-38.13080360867914
1739209603.6844058;-38.13080360867914
1739209603.684409;-38.13080360867914
1739209603.684412;-45.120503652039325
1739209603.6844149;-38.13080360867914
1739209603.684418;-45.120503652039325
1739209603.6844208;-45.120503652039325
1739209603.684424;-45.120503652039325
1739209603.684427;-45.120503652039325
1739209603.68443;-45.120503652039325
1739209603.684433;-38.13080360867914
1739209603.6844358;-38.13080360867914
1739209603.684439;-45.120503652039325
1739209603.684442;-38.13080360867914
1739209603.684445;-35.57807855764607
1739209603.684448;-45.120503652039325
1739209603.6844509;-45.120503652039325
1739209603.684454;-33.981070128970906
1739209603.684457;-38.13080360867914
1739209603.68446;-45.120503652039325
1739209603.684463;-45.120503652039325
1739209603.684466;-45.120503652039325
1739209603.684469;-38.13080360867914
1739209603.684472;-45.120503652039325
1739209603.684475;-38.13080360867914
1739209603.684478;-38.13080360867914
1739209603.684481;-33.981070128970906
1739209603.684484;-33.981070128970906
1739209603.684487;-45.120503652039325
1739209603.68449;-45.120503652039325
1739209603.684493;-45.120503652039325
1739209603.684496;-45.120503652039325
1739209603.684499;-38.13080360867914
1739209603.6845021;-45.120503652039325
1739209603.684505;-45.120503652039325
1739209603.684508;-45.120503652039325
1739209603.684511;-45.120503652039325
1739209603.684514;-38.13080360867914
1739209603.684517;-38.13080360867914
1739209603.68452;-38.13080360867914
1739209603.684523;-45.120503652039325
1739209603.684526;-35.57807855764607
1739209603.684529;-35.57807855764607
1739209603.684532;-45.120503652039325
1739209603.684535;-45.120503652039325
1739209603.6845381;-35.57807855764607
1739209603.684541;-38.13080360867914
1739209603.684544;-38.13080360867914
1739209603.684547;-38.13080360867914
1739209603.68455;-38.13080360867914
1739209603.6845531;-38.13080360867914
1739209603.684556;-38.13080360867914
1739209603.684559;-45.120503652039325
1739209603.684562;-45.120503652039325
1739209603.684565;-45.120503652039325
1739209603.6845682;-38.13080360867914
1739209603.684571;-38.13080360867914
1739209603.6845741;-45.120503652039325
1739209603.684577;-38.13080360867914
1739209603.68458;-45.120503652039325
1739209603.6845832;-45.120503652039325
1739209603.684586;-38.13080360867914
1739209603.6845891;-32.816014438256545
1739209603.684592;-33.981070128970906
1739209603.684595;-38.13080360867914
1739209603.6845982;-38.13080360867914
1739209603.684601;-31.141103565318915
1739209603.6846042;-38.13080360867914
1739209603.684607;-45.120503652039325
1739209603.6846101;-32.816014438256545
1739209603.6846132;-38.13080360867914
1739209603.684616;-38.13080360867914
1739209603.6846192;-45.120503652039325
1739209603.684622;-33.981070128970906
1739209603.6846251;-45.120503652039325
1739209603.6846282;-45.120503652039325
1739209603.684631;-38.13080360867914
1739209603.6846342;-38.13080360867914
1739209603.684637;-31.141103565318915
1739209603.6846402;-27.267205301931607
1739209603.6846433;-45.120503652039325
1739209603.6846461;-45.120503652039325
1739209603.6846492;-35.57807855764607
1739209603.684652;-38.13080360867914
1739209603.6846552;-45.120503652039325
1739209603.6846583;-45.120503652039325
1739209603.6846611;-38.13080360867914
1739209603.6846642;-38.13080360867914
1739209603.684667;-38.13080360867914
1739209603.6846702;-45.120503652039325
1739209603.6846733;-38.13080360867914
1739209603.6846762;-45.120503652039325
1739209603.6846793;-38.13080360867914
1739209603.6846821;-45.120503652039325
1739209603.6846852;-45.120503652039325
1739209603.6846883;-38.13080360867914
1739209603.6846912;-38.13080360867914
1739209603.6846943;-45.120503652039325
1739209603.6846972;-45.120503652039325
1739209603.6847003;-38.13080360867914
1739209603.684703;-38.13080360867914
1739209603.6847062;-45.120503652039325
1739209603.6847093;-45.120503652039325
1739209603.6847122;-28.58837851428586
1739209603.6847153;-45.120503652039325
1739209603.6847181;-38.13080360867914
1739209603.6847212;-38.13080360867914
1739209603.6847243;-45.120503652039325
1739209603.6847272;-45.120503652039325
1739209603.6847303;-45.120503652039325
1739209603.6847332;-45.120503652039325
1739209603.6847363;-33.981070128970956
1739209603.6847394;-45.120503652039325
1739209603.6847422;-38.13080360867914
1739209603.6847453;-45.120503652039325
1739209603.6847482;-38.13080360867914
1739209603.6847513;-38.13080360867914
1739209603.6847544;-45.120503652039325
1739209603.6847572;-38.13080360867914
1739209603.6847603;-28.58837851428586
1739209603.6847632;-38.13080360867914
1739209603.6847663;-45.120503652039325
1739209603.6847694;-45.120503652039325
1739209603.6847723;-45.120503652039325
1739209603.6847754;-38.13080360867914
1739209603.6847782;-45.120503652039325
1739209603.6847813;-45.120503652039325
1739209603.6847844;-38.13080360867914
1739209603.6847873;-45.120503652039325
1739209603.6847904;-38.13080360867914
1739209603.6847932;-38.13080360867914
1739209603.6847963;-38.13080360867914
