CAN Message; 0x150:0500f9a1cb27e544
1739209857.3055365;-45.120503652039325
1739209857.30555;-33.981070128970956
1739209857.3055637;-45.120503652039325
1739209857.3055773;-45.120503652039325
1739209857.3055909;-38.13080360867914
1739209857.3056042;-45.120503652039325
1739209857.3056178;-38.13080360867914
1739209857.3056314;-45.120503652039325
1739209857.305645;-33.981070128970906
1739209857.3056586;-26.487275050834715
1739209857.3056722;-38.13080360867914
1739209857.3056858;-45.120503652039325
1739209857.3056993;-35.57807855764607
1739209857.305713;-35.57807855764607
1739209857.3057263;-38.13080360867914
1739209857.3057399;-38.13080360867914
1739209857.3057535;-38.13080360867914
1739209857.305767;-45.120503652039325
1739209857.3057806;-38.13080360867914
1739209857.3057942;-35.57807855764607
1739209857.3058078;-38.13080360867914
1739209857.3058214;-45.120503652039325
1739209857.305835;-45.120503652039325
1739209857.3058484;-38.13080360867914
1739209857.305862;-38.13080360867914
1739209857.3058755;-45.120503652039325
1739209857.3058891;-45.120503652039325
1739209857.3059027;-38.13080360867914
1739209857.3059163;-45.120503652039325
1739209857.30593;-45.120503652039325
1739209857.3059435;-45.120503652039325
1739209857.305957;-38.13080360867914
1739209857.3059704;-38.13080360867914
1739209857.305984;-28.58837851428586
1739209857.3059976;-38.13080360867914
1739209857.3060112;-45.120503652039325
1739209857.3060248;-45.120503652039325
1739209857.3060384;-38.13080360867914
1739209857.306052;-38.13080360867914
1739209857.3060656;-45.120503652039325
1739209857.3060791;-45.120503652039325
1739209857.3060925;-33.981070128970956
1739209857.306106;-38.13080360867914
1739209857.3061197;-32.816014438256545
1739209857.3061333;-45.120503652039325
1739209857.3061469;-45.120503652039325
1739209857.3061604;-38.13080360867914
1739209857.306174;-45.120503652039325
1739209857.3061876;-45.120503652039325
1739209857.3062012;-28.992665084841942
1739209857.3062146;-33.981070128970906
1739209857.3062282;-45.120503652039325
1739209857.3062418;-38.13080360867914
1739209857.3062553;-32.816014438256545
1739209857.306269;-45.120503652039325
1739209857.3062825;-45.120503652039325
1739209857.306296;-35.57807855764607
1739209857.3063097;-38.13080360867914
1739209857.3063233;-45.120503652039325
1739209857.3063366;-45.120503652039325
1739209857.3063502;-38.13080360867914
1739209857.3063638;-38.13080360867914
1739209857.3063774;-38.13080360867914
1739209857.306391;-35.57807855764607
1739209857.3064046;-45.120503652039325
1739209857.3064182;-38.13080360867914
1739209857.3064318;-38.13080360867914
1739209857.3064454;-38.13080360867914
1739209857.3064587;-38.13080360867914
1739209857.3064723;-38.13080360867914
1739209857.306486;-45.120503652039325
1739209857.3064995;-45.120503652039325
1739209857.306513;-45.120503652039325
1739209857.3065267;-45.120503652039325
1739209857.3065403;-38.13080360867914
1739209857.3065538;-45.120503652039325
1739209857.3065672;-45.120503652039325
1739209857.3065808;-33.981070128970906
1739209857.3065944;-38.13080360867914
1739209857.306608;-45.120503652039325
1739209857.3066216;-38.13080360867914
1739209857.3066351;-45.120503652039325
1739209857.3066487;-45.120503652039325
1739209857.3066623;-45.120503652039325
1739209857.306676;-45.120503652039325
1739209857.3066893;-38.13080360867914
1739209857.3067029;-38.13080360867914
1739209857.3067164;-38.13080360867914
1739209857.30673;-45.120503652039325
1739209857.3067436;-33.981070128970906
1739209857.3067572;-35.57807855764607
1739209857.3067708;-38.13080360867914
1739209857.3067844;-45.120503652039325
1739209857.306798;-38.13080360867914
1739209857.3068113;-32.816014438256545
1739209857.306825;-38.13080360867914
1739209857.3068385;-38.13080360867914
1739209857.306852;-45.120503652039325
1739209857.3068657;-45.120503652039325
1739209857.3068793;-38.13080360867914
1739209857.3068929;-45.120503652039325
1739209857.3069065;-45.120503652039325
1739209857.30692;-45.120503652039325
1739209857.3069334;-38.13080360867914
1739209857.306947;-38.13080360867914
1739209857.3069606;-45.120503652039325
1739209857.3069742;-45.120503652039325
1739209857.3069878;-45.120503652039325
1739209857.3070014;-38.13080360867914
1739209857.307015;-32.816014438256545
1739209857.3070285;-38.13080360867914
1739209857.3070421;-38.13080360867914
1739209857.3070555;-45.120503652039325
1739209857.307069;-45.120503652039325
1739209857.3070827;-38.13080360867914
1739209857.3070962;-38.13080360867914
1739209857.3071098;-38.13080360867914
1739209857.3071234;-33.981070128970906
1739209857.307137;-33.981070128970906
1739209857.3071506;-33.981070128970906
1739209857.3071642;-45.120503652039325
1739209857.3071775;-35.57807855764607
1739209857.3071911;-45.120503652039325
1739209857.3072047;-45.120503652039325
1739209857.3072183;-38.13080360867914
1739209857.307232;-35.57807855764607
1739209857.3072455;-45.120503652039325
1739209857.307259;-45.120503652039325
1739209857.3072727;-33.981070128970906
1739209857.3072863;-45.120503652039325
1739209857.3072996;-35.57807855764607
1739209857.3073132;-38.13080360867914
1739209857.3073268;-45.120503652039325
1739209857.3073404;-38.13080360867914
1739209857.307354;-35.57807855764607
1739209857.3073676;-38.13080360867914
1739209857.3073812;-45.120503652039325
1739209857.3073947;-38.13080360867914
1739209857.3074083;-38.13080360867914
1739209857.3074217;-38.13080360867914
1739209857.3074353;-38.13080360867914
1739209857.3074489;-45.120503652039325
1739209857.3074625;-45.120503652039325
1739209857.307476;-45.120503652039325
1739209857.3074896;-45.120503652039325
1739209857.3075032;-32.816014438256545
1739209857.3075168;-45.120503652039325
1739209857.3075304;-45.120503652039325
1739209857.3075438;-33.981070128970906
1739209857.3075573;-35.57807855764607
1739209857.307571;-35.57807855764607
1739209857.3075845;-38.13080360867914
1739209857.307598;-38.13080360867914
1739209857.3076117;-45.120503652039325
1739209857.3076253;-29.438486411369333
1739209857.307639;-30.49652367304973
1739209857.3076525;-45.120503652039325
1739209857.3076658;-45.120503652039325
1739209857.3076794;-32.816014438256545
1739209857.307693;-35.57807855764607
1739209857.3077066;-45.120503652039325
1739209857.3077202;-38.13080360867914
1739209857.3077338;-45.120503652039325
1739209857.3077474;-45.120503652039325
1739209857.307761;-38.13080360867914
1739209857.3077743;-45.120503652039325
1739209857.307788;-45.120503652039325
1739209857.3078015;-38.13080360867914
1739209857.307815;-38.13080360867914
1739209857.3078287;-45.120503652039325
1739209857.3078423;-33.981070128970906
1739209857.3078558;-38.13080360867914
1739209857.3078694;-38.13080360867914
1739209857.307883;-35.57807855764607
1739209857.3078964;-45.120503652039325
1739209857.30791;-45.120503652039325
1739209857.3079236;-35.57807855764607
1739209857.3079371;-33.981070128970906
1739209857.3079507;-35.57807855764607
1739209857.3079643;-38.13080360867914
1739209857.307978;-38.13080360867914
1739209857.3079915;-38.13080360867914
1739209857.308005;-35.57807855764607
1739209857.3080184;-35.57807855764607
1739209857.308032;-45.120503652039325
1739209857.3080456;-45.120503652039325
1739209857.3080592;-45.120503652039325
1739209857.3080728;-45.120503652039325
1739209857.3080864;-38.13080360867914
1739209857.3081;-45.120503652039325
1739209857.3081136;-45.120503652039325
1739209857.3081272;-45.120503652039325
1739209857.3081405;-38.13080360867914
1739209857.308154;-45.120503652039325
1739209857.3081677;-35.57807855764607
1739209857.3081813;-27.8777449560314
1739209857.3081949;-38.13080360867914
1739209857.3082085;-38.13080360867914
1739209857.308222;-38.13080360867914
1739209857.3082356;-33.981070128970906
1739209857.3082492;-45.120503652039325
1739209857.3082626;-38.13080360867914
1739209857.3082762;-45.120503652039325
1739209857.3082898;-45.120503652039325
1739209857.3083034;-35.57807855764607
1739209857.308317;-38.13080360867914
1739209857.3083305;-45.120503652039325
1739209857.3083441;-38.13080360867914
1739209857.3083577;-45.120503652039325
1739209857.3083713;-45.120503652039325
1739209857.3083847;-45.120503652039325
1739209857.3083982;-45.120503652039325
1739209857.3084118;-45.120503652039325
1739209857.3084254;-45.120503652039325
1739209857.308439;-38.13080360867914
1739209857.3084526;-45.120503652039325
1739209857.3084662;-38.13080360867914
1739209857.3084798;-45.120503652039325
1739209857.3084934;-45.120503652039325
1739209857.3085067;-38.13080360867914
1739209857.3085203;-38.13080360867914
1739209857.308534;-45.120503652039325
1739209857.3085475;-38.13080360867914
1739209857.308561;-38.13080360867914
1739209857.3085747;-38.13080360867914
1739209857.3085883;-35.57807855764607
1739209857.3086019;-45.120503652039325
1739209857.3086154;-45.120503652039325
1739209857.3086288;-38.13080360867914
1739209857.3086424;-38.13080360867914
1739209857.308656;-45.120503652039325
1739209857.3086696;-45.120503652039325
1739209857.3086832;-38.13080360867914
1739209857.3086967;-45.120503652039325
1739209857.3087103;-35.57807855764607
1739209857.308724;-38.13080360867914
1739209857.3087375;-45.120503652039325
1739209857.3087509;-38.13080360867914
1739209857.3087645;-38.13080360867914
1739209857.308778;-45.120503652039325
1739209857.3087916;-45.120503652039325
1739209857.3088052;-45.120503652039325
1739209857.3088188;-45.120503652039325
1739209857.3088324;-38.13080360867914
1739209857.308846;-38.13080360867914
1739209857.3088596;-45.120503652039325
1739209857.308873;-45.120503652039325
1739209857.3088865;-38.13080360867914
1739209857.3089;-38.13080360867914
1739209857.3089137;-45.120503652039325
1739209857.3089273;-45.120503652039325
1739209857.308941;-38.13080360867914
1739209857.3089545;-33.981070128970906
1739209857.308968;-45.120503652039325
1739209857.3089817;-38.13080360867914
1739209857.308995;-38.13080360867914
1739209857.3090086;-45.120503652039325
1739209857.3090222;-45.120503652039325
1739209857.3090358;-38.13080360867914
1739209857.3090494;-38.13080360867914
1739209857.309063;-38.13080360867914
1739209857.3090765;-45.120503652039325
1739209857.3090901;-38.13080360867914
1739209857.3091035;-38.13080360867914
1739209857.309117;-45.120503652039325
1739209857.3091307;-45.120503652039325
1739209857.3091443;-45.120503652039325
1739209857.3091578;-45.120503652039325
1739209857.3091714;-33.981070128970906
1739209857.309185;-33.981070128970906
1739209857.3091986;-45.120503652039325
1739209857.3092122;-45.120503652039325
1739209857.3092256;-35.57807855764607
1739209857.3092391;-35.57807855764607
1739209857.3092527;-45.120503652039325
1739209857.3092663;-45.120503652039325
1739209857.30928;-38.13080360867914
1739209857.3092935;-45.120503652039325
1739209857.309307;-38.13080360867914
1739209857.3093207;-45.120503652039325
1739209857.3093343;-45.120503652039325
1739209857.3093476;-38.13080360867914
1739209857.3093612;-45.120503652039325
1739209857.3093748;-38.13080360867914
1739209857.3093884;-28.992665084841942
1739209857.309402;-45.120503652039325
1739209857.3094156;-45.120503652039325
1739209857.3094292;-38.13080360867914
1739209857.3094428;-31.141103565318915
1739209857.3094563;-35.57807855764607
1739209857.3094697;-38.13080360867914
1739209857.3094833;-45.120503652039325
1739209857.3094969;-33.981070128970906
1739209857.3095105;-45.120503652039325
1739209857.309524;-45.120503652039325
1739209857.3095376;-45.120503652039325
1739209857.3095512;-38.13080360867914
1739209857.3095648;-38.13080360867914
1739209857.3095784;-38.13080360867914
1739209857.3095918;-38.13080360867914
1739209857.3096054;-31.141103565318915
1739209857.309619;-35.57807855764607
1739209857.3096325;-38.13080360867914
1739209857.3096461;-45.120503652039325
1739209857.3096597;-45.120503652039325
1739209857.3096733;-45.120503652039325
1739209857.309687;-45.120503652039325
1739209857.3097005;-38.13080360867914
1739209857.3097138;-31.141103565318915
1739209857.3097274;-45.120503652039325
1739209857.309741;-45.120503652039325
1739209857.3097546;-45.120503652039325
1739209857.3097682;-38.13080360867914
1739209857.3097818;-45.120503652039325
1739209857.3097954;-45.120503652039325
1739209857.309809;-45.120503652039325
1739209857.3098226;-38.13080360867914
1739209857.309836;-38.13080360867914
1739209857.3098495;-33.981070128970906
1739209857.309863;-45.120503652039325
1739209857.3098767;-38.13080360867914
1739209857.3098903;-38.13080360867914
1739209857.3099039;-45.120503652039325
1739209857.3099174;-45.120503652039325
1739209857.309931;-25.826314394896357
1739209857.3099446;-31.141103565318893
1739209857.309958;-45.120503652039325
1739209857.3099716;-45.120503652039325
1739209857.3099852;-38.13080360867914
1739209857.3099988;-38.13080360867914
1739209857.3100123;-38.13080360867914
1739209857.310026;-45.120503652039325
1739209857.3100395;-38.13080360867914
1739209857.310053;-45.120503652039325
1739209857.3100667;-38.13080360867914
1739209857.31008;-45.120503652039325
1739209857.3100936;-35.57807855764607
1739209857.3101072;-35.57807855764607
1739209857.3101208;-38.13080360867914
1739209857.3101344;-38.13080360867914
1739209857.310148;-33.981070128970906
1739209857.3101616;-33.981070128970906
1739209857.3101752;-38.13080360867914
1739209857.3101888;-45.120503652039325
1739209857.3102021;-45.120503652039325
1739209857.3102157;-45.120503652039325
1739209857.3102293;-35.57807855764607
1739209857.310243;-45.120503652039325
1739209857.3102565;-38.13080360867914
1739209857.31027;-38.13080360867914
1739209857.3102837;-45.120503652039325
1739209857.3102973;-38.13080360867914
1739209857.3103106;-35.57807855764607
1739209857.3103242;-38.13080360867914
1739209857.3103378;-45.120503652039325
1739209857.3103514;-45.120503652039325
1739209857.310365;-45.120503652039325
1739209857.3103786;-45.120503652039325
1739209857.3103921;-38.13080360867914
1739209857.3104057;-45.120503652039325
1739209857.3104193;-38.13080360867914
1739209857.3104327;-30.49652367304973
1739209857.3104463;-38.13080360867914
1739209857.3104599;-45.120503652039325
1739209857.3104734;-33.981070128970906
1739209857.310487;-38.13080360867914
1739209857.3105006;-45.120503652039325
1739209857.3105142;-45.120503652039325
1739209857.3105278;-33.981070128970906
1739209857.3105414;-45.120503652039325
1739209857.3105547;-45.120503652039325
1739209857.3105683;-38.13080360867914
1739209857.310582;-45.120503652039325
1739209857.3105955;-45.120503652039325
1739209857.310609;-33.981070128970906
1739209857.3106227;-38.13080360867914
1739209857.3106363;-35.57807855764607
1739209857.3106499;-45.120503652039325
1739209857.3106635;-45.120503652039325
1739209857.3106768;-32.816014438256545
1739209857.3106904;-38.13080360867914
1739209857.310704;-30.49652367304973
1739209857.3107176;-35.57807855764607
1739209857.3107312;-45.120503652039325
1739209857.3107448;-45.120503652039325
1739209857.3107584;-33.981070128970906
1739209857.310772;-38.13080360867914
1739209857.3107855;-45.120503652039325
1739209857.310799;-38.13080360867914
1739209857.3108125;-45.120503652039325
1739209857.310826;-45.120503652039325
1739209857.3108397;-45.120503652039325
1739209857.3108532;-38.13080360867914
1739209857.3108668;-38.13080360867914
1739209857.3108804;-45.120503652039325
1739209857.310894;-38.13080360867914
1739209857.3109076;-38.13080360867914
1739209857.310921;-45.120503652039325
1739209857.3109345;-38.13080360867914
1739209857.3109481;-38.13080360867914
1739209857.3109617;-38.13080360867914
1739209857.3109753;-35.57807855764607
1739209857.310989;-38.13080360867914
1739209857.3110025;-35.57807855764607
1739209857.311016;-45.120503652039325
1739209857.3110297;-31.141103565318915
1739209857.311043;-35.57807855764607
1739209857.3110566;-38.13080360867914
1739209857.3110702;-38.13080360867914
1739209857.3110838;-32.816014438256545
1739209857.3110974;-35.57807855764607
1739209857.311111;-38.13080360867914
1739209857.3111246;-35.57807855764607
1739209857.3111382;-35.57807855764607
1739209857.3111517;-45.120503652039325
1739209857.311165;-38.13080360867914
1739209857.3111787;-38.13080360867914
1739209857.3111923;-45.120503652039325
1739209857.3112059;-38.13080360867914
1739209857.3112195;-33.981070128970906
1739209857.311233;-45.120503652039325
1739209857.3112466;-31.141103565318915
1739209857.3112602;-33.981070128970906
1739209857.3112738;-45.120503652039325
1739209857.3112872;-38.13080360867914
1739209857.3113008;-35.57807855764607
1739209857.3113143;-38.13080360867914
1739209857.311328;-45.120503652039325
1739209857.3113415;-45.120503652039325
1739209857.311355;-45.120503652039325
1739209857.3113687;-38.13080360867914
1739209857.3113823;-45.120503652039325
1739209857.311396;-33.981070128970906
1739209857.3114092;-33.981070128970906
1739209857.3114228;-38.13080360867914
1739209857.3114364;-45.120503652039325
1739209857.31145;-38.13080360867914
1739209857.3114636;-38.13080360867914
1739209857.3114772;-45.120503652039325
1739209857.3114908;-45.120503652039325
1739209857.3115044;-45.120503652039325
1739209857.3115177;-45.120503652039325
1739209857.3115313;-38.13080360867914
1739209857.311545;-33.981070128970906
1739209857.3115585;-45.120503652039325
1739209857.311572;-33.981070128970906
1739209857.3115857;-31.141103565318915
1739209857.3115993;-38.13080360867914
1739209857.3116128;-45.120503652039325
1739209857.3116264;-45.120503652039325
1739209857.3116398;-38.13080360867914
1739209857.3116534;-45.120503652039325
1739209857.311667;-45.120503652039325
1739209857.3116806;-38.13080360867914
1739209857.3116941;-33.981070128970906
1739209857.3117077;-45.120503652039325
1739209857.3117213;-38.13080360867914
1739209857.311735;-33.981070128970906
1739209857.3117485;-45.120503652039325
1739209857.3117619;-45.120503652039325
1739209857.3117754;-38.13080360867914
1739209857.311789;-38.13080360867914
1739209857.3118026;-38.13080360867914
1739209857.3118162;-45.120503652039325
1739209857.3118298;-45.120503652039325
1739209857.3118434;-38.13080360867914
1739209857.311857;-38.13080360867914
1739209857.3118706;-38.13080360867914
1739209857.311884;-45.120503652039325
1739209857.3118975;-45.120503652039325
1739209857.311911;-33.981070128970906
1739209857.3119247;-45.120503652039325
1739209857.3119383;-45.120503652039325
1739209857.3119519;-38.13080360867914
1739209857.3119655;-38.13080360867914
1739209857.311979;-45.120503652039325
1739209857.3119926;-45.120503652039325
1739209857.312006;-35.57807855764607
1739209857.3120196;-45.120503652039325
1739209857.3120332;-45.120503652039325
1739209857.3120468;-45.120503652039325
1739209857.3120604;-38.13080360867914
1739209857.312074;-45.120503652039325
1739209857.3120875;-45.120503652039325
1739209857.3121011;-45.120503652039325
1739209857.3121147;-45.120503652039325
1739209857.312128;-38.13080360867914
1739209857.3121417;-45.120503652039325
1739209857.3121552;-38.13080360867914
1739209857.3121688;-38.13080360867914
1739209857.3121824;-35.57807855764607
1739209857.312196;-35.57807855764607
1739209857.3122096;-45.120503652039325
1739209857.3122232;-45.120503652039325
1739209857.3122368;-38.13080360867914
1739209857.3122501;-35.57807855764607
1739209857.3122637;-33.981070128970906
1739209857.3122773;-38.13080360867914
1739209857.312291;-45.120503652039325
1739209857.3123045;-35.57807855764607
1739209857.312318;-38.13080360867914
1739209857.3123317;-32.816014438256545
1739209857.3123453;-45.120503652039325
1739209857.3123589;-45.120503652039325
1739209857.3123722;-35.57807855764607
1739209857.3123858;-35.57807855764607
1739209857.3123994;-45.120503652039325
1739209857.312413;-45.120503652039325
1739209857.3124266;-35.57807855764607
1739209857.3124402;-45.120503652039325
1739209857.3124537;-35.57807855764607
1739209857.3124673;-32.816014438256545
1739209857.312481;-45.120503652039325
1739209857.3124943;-45.120503652039325
1739209857.3125079;-35.57807855764607
1739209857.3125215;-35.57807855764607
1739209857.312535;-45.120503652039325
1739209857.3125486;-45.120503652039325
1739209857.3125622;-45.120503652039325
1739209857.3125758;-45.120503652039325
1739209857.3125894;-35.57807855764607
1739209857.312603;-38.13080360867914
1739209857.3126163;-45.120503652039325
1739209857.31263;-45.120503652039325
1739209857.3126435;-45.120503652039325
1739209857.312657;-45.120503652039325
1739209857.3126707;-45.120503652039325
1739209857.3126843;-45.120503652039325
1739209857.312698;-33.981070128970906
1739209857.3127115;-38.13080360867914
1739209857.312725;-38.13080360867914
1739209857.3127384;-45.120503652039325
1739209857.312752;-38.13080360867914
1739209857.3127656;-45.120503652039325
1739209857.3127792;-35.57807855764607
1739209857.3127928;-29.438486411369333
1739209857.3128064;-45.120503652039325
1739209857.31282;-45.120503652039325
1739209857.3128335;-38.13080360867914
1739209857.312847;-38.13080360867914
1739209857.3128605;-45.120503652039325
1739209857.312874;-38.13080360867914
1739209857.3128877;-45.120503652039325
1739209857.3129013;-45.120503652039325
1739209857.3129148;-45.120503652039325
1739209857.3129284;-45.120503652039325
1739209857.312942;-45.120503652039325
1739209857.3129556;-38.13080360867914
1739209857.312969;-38.13080360867914
1739209857.3129826;-45.120503652039325
1739209857.3129961;-38.13080360867914
1739209857.3130097;-35.57807855764607
1739209857.3130233;-38.13080360867914
1739209857.313037;-45.120503652039325
1739209857.3130505;-45.120503652039325
1739209857.313064;-45.120503652039325
1739209857.3130777;-45.120503652039325
1739209857.313091;-38.13080360867914
1739209857.3131046;-35.57807855764607
1739209857.3131182;-32.816014438256545
1739209857.3131318;-38.13080360867914
1739209857.3131454;-38.13080360867914
1739209857.313159;-45.120503652039325
1739209857.3131726;-33.981070128970906
1739209857.3131862;-45.120503652039325
1739209857.3131998;-45.120503652039325
1739209857.313213;-45.120503652039325
1739209857.3132267;-38.13080360867914
1739209857.3132403;-38.13080360867914
1739209857.3132539;-35.57807855764607
1739209857.3132675;-45.120503652039325
1739209857.313281;-45.120503652039325
1739209857.3132946;-45.120503652039325
1739209857.3133082;-45.120503652039325
1739209857.3133218;-33.981070128970906
1739209857.3133352;-27.8777449560314
1739209857.3133488;-33.981070128970906
1739209857.3133624;-35.57807855764607
1739209857.313376;-38.13080360867914
1739209857.3133895;-45.120503652039325
1739209857.3134031;-45.120503652039325
1739209857.3134167;-38.13080360867914
1739209857.3134303;-38.13080360867914
1739209857.313444;-45.120503652039325
1739209857.3134573;-45.120503652039325
1739209857.3134708;-45.120503652039325
1739209857.3134844;-45.120503652039325
1739209857.313498;-33.981070128970906
1739209857.3135116;-38.13080360867914
1739209857.3135252;-45.120503652039325
1739209857.3135388;-35.57807855764607
1739209857.3135524;-38.13080360867914
1739209857.313566;-38.13080360867914
1739209857.3135793;-38.13080360867914
1739209857.313593;-38.13080360867914
1739209857.3136065;-38.13080360867914
1739209857.31362;-38.13080360867914
1739209857.3136337;-33.981070128970906
1739209857.3136473;-45.120503652039325
1739209857.3136609;-38.13080360867914
1739209857.3136744;-35.57807855764607
1739209857.313688;-38.13080360867914
1739209857.3137014;-38.13080360867914
1739209857.313715;-35.57807855764607
1739209857.3137286;-38.13080360867914
1739209857.3137422;-45.120503652039325
1739209857.3137558;-45.120503652039325
1739209857.3137693;-45.120503652039325
1739209857.313783;-45.120503652039325
1739209857.3137965;-45.120503652039325
1739209857.31381;-45.120503652039325
1739209857.3138235;-45.120503652039325
1739209857.313837;-38.13080360867914
1739209857.3138506;-38.13080360867914
1739209857.3138642;-45.120503652039325
1739209857.3138778;-38.13080360867914
1739209857.3138914;-33.981070128970906
1739209857.313905;-45.120503652039325
1739209857.3139186;-38.13080360867914
1739209857.3139322;-35.57807855764607
1739209857.3139455;-38.13080360867914
1739209857.3139591;-45.120503652039325
1739209857.3139727;-45.120503652039325
1739209857.3139863;-45.120503652039325
1739209857.314;-33.981070128970906
1739209857.3140135;-38.13080360867914
1739209857.314027;-45.120503652039325
1739209857.3140407;-38.13080360867914
1739209857.314054;-45.120503652039325
1739209857.3140676;-38.13080360867914
1739209857.3140812;-35.57807855764607
1739209857.3140948;-35.57807855764607
1739209857.3141084;-38.13080360867914
1739209857.314122;-45.120503652039325
1739209857.3141356;-45.120503652039325
1739209857.3141491;-38.13080360867914
1739209857.3141627;-45.120503652039325
1739209857.314176;-45.120503652039325
1739209857.3141897;-38.13080360867914
1739209857.3142033;-45.120503652039325
1739209857.3142169;-38.13080360867914
1739209857.3142304;-45.120503652039325
1739209857.314244;-45.120503652039325
1739209857.3142576;-45.120503652039325
1739209857.3142712;-33.981070128970906
1739209857.3142848;-38.13080360867914
1739209857.3142982;-33.981070128970906
1739209857.3143117;-38.13080360867914
1739209857.3143253;-45.120503652039325
1739209857.314339;-38.13080360867914
1739209857.3143525;-38.13080360867914
1739209857.314366;-45.120503652039325
1739209857.3143797;-45.120503652039325
1739209857.3143933;-38.13080360867914
1739209857.3144069;-38.13080360867914
1739209857.3144202;-45.120503652039325
1739209857.3144338;-33.981070128970906
1739209857.3144474;-35.57807855764607
1739209857.314461;-45.120503652039325
1739209857.3144746;-35.57807855764607
1739209857.3144882;-35.57807855764607
1739209857.3145018;-45.120503652039325
1739209857.3145154;-45.120503652039325
1739209857.314529;-45.120503652039325
1739209857.3145423;-45.120503652039325
1739209857.314556;-45.120503652039325
1739209857.3145695;-45.120503652039325
1739209857.314583;-45.120503652039325
1739209857.3145967;-45.120503652039325
1739209857.3146102;-38.13080360867914
1739209857.3146238;-38.13080360867914
1739209857.3146374;-45.120503652039325
1739209857.314651;-45.120503652039325
1739209857.3146644;-32.816014438256545
1739209857.314678;-35.57807855764607
1739209857.3146915;-38.13080360867914
1739209857.3147051;-33.981070128970906
1739209857.3147187;-38.13080360867914
1739209857.3147323;-33.981070128970906
1739209857.314746;-35.57807855764607
1739209857.3147595;-30.49652367304973
1739209857.314773;-32.816014438256545
1739209857.3147864;-38.13080360867914
1739209857.3148;-45.120503652039325
1739209857.3148136;-33.981070128970906
1739209857.3148272;-38.13080360867914
1739209857.3148408;-45.120503652039325
1739209857.3148544;-45.120503652039325
1739209857.314868;-38.13080360867914
1739209857.3148816;-38.13080360867914
1739209857.3148952;-38.13080360867914
1739209857.3149085;-45.120503652039325
1739209857.314922;-35.57807855764607
1739209857.3149357;-31.141103565318893
1739209857.3149493;-45.120503652039325
1739209857.3149629;-45.120503652039325
1739209857.3149765;-33.981070128970906
1739209857.31499;-35.57807855764607
1739209857.3150036;-45.120503652039325
1739209857.3150172;-38.13080360867914
1739209857.3150306;-45.120503652039325
1739209857.3150442;-45.120503652039325
1739209857.3150578;-38.13080360867914
1739209857.3150713;-38.13080360867914
1739209857.315085;-31.141103565318893
1739209857.3150985;-33.981070128970906
1739209857.315112;-45.120503652039325
1739209857.3151257;-45.120503652039325
1739209857.3151393;-38.13080360867914
1739209857.3151526;-38.13080360867914
1739209857.3151662;-38.13080360867914
1739209857.3151798;-35.57807855764607
1739209857.3151934;-38.13080360867914
1739209857.315207;-45.120503652039325
1739209857.3152206;-35.57807855764607
