CAN Message; 0x98:000042485d17e376
1739209597.65159;-45.120503652039325
1739209597.6515956;-45.120503652039325
1739209597.6516013;-38.13080360867914
1739209597.6516068;-35.57807855764607
1739209597.6516125;-38.13080360867914
1739209597.651618;-38.13080360867914
1739209597.6516237;-38.13080360867914
1739209597.6516294;-45.120503652039325
1739209597.651635;-38.13080360867914
1739209597.6516407;-32.816014438256545
1739209597.6516461;-45.120503652039325
1739209597.6516519;-45.120503652039325
1739209597.6516573;-45.120503652039325
1739209597.651663;-38.13080360867914
1739209597.6516688;-45.120503652039325
1739209597.6516743;-35.57807855764607
1739209597.65168;-38.13080360867914
1739209597.6516855;-45.120503652039325
1739209597.6516912;-45.120503652039325
1739209597.651697;-32.816014438256545
1739209597.6517024;-35.57807855764607
1739209597.6517081;-45.120503652039325
1739209597.6517136;-38.13080360867914
1739209597.6517193;-38.13080360867914
1739209597.6517248;-31.141103565318915
1739209597.6517305;-38.13080360867914
1739209597.6517363;-38.13080360867914
1739209597.6517417;-45.120503652039325
1739209597.6517475;-38.13080360867914
1739209597.651753;-35.57807855764607
1739209597.6517587;-45.120503652039325
1739209597.6517642;-45.120503652039325
1739209597.6517699;-38.13080360867914
1739209597.6517756;-35.57807855764607
1739209597.651781;-38.13080360867914
1739209597.6517868;-45.120503652039325
1739209597.6517923;-38.13080360867914
1739209597.651798;-35.57807855764607
1739209597.6518035;-38.13080360867914
1739209597.6518092;-45.120503652039325
1739209597.651815;-45.120503652039325
1739209597.6518204;-45.120503652039325
1739209597.6518261;-45.120503652039325
1739209597.6518316;-35.57807855764607
1739209597.6518373;-33.981070128970906
1739209597.651843;-45.120503652039325
1739209597.6518486;-45.120503652039325
1739209597.6518543;-38.13080360867914
1739209597.6518598;-30.49652367304973
1739209597.6518655;-38.13080360867914
1739209597.651871;-33.981070128970906
1739209597.6518767;-35.57807855764607
1739209597.6518824;-38.13080360867914
1739209597.651888;-45.120503652039325
1739209597.6518936;-45.120503652039325
1739209597.651899;-38.13080360867914
1739209597.6519048;-31.141103565318915
1739209597.6519103;-33.981070128970906
1739209597.651916;-38.13080360867914
1739209597.6519217;-38.13080360867914
1739209597.6519272;-38.13080360867914
1739209597.651933;-45.120503652039325
1739209597.6519384;-45.120503652039325
1739209597.6519442;-35.57807855764607
1739209597.65195;-38.13080360867914
1739209597.6519554;-33.981070128970906
1739209597.651961;-38.13080360867914
1739209597.6519666;-45.120503652039325
1739209597.6519723;-45.120503652039325
1739209597.6519778;-38.13080360867914
1739209597.6519835;-45.120503652039325
1739209597.6519892;-45.120503652039325
1739209597.6519947;-33.981070128970906
1739209597.6520004;-33.981070128970906
1739209597.652006;-38.13080360867914
1739209597.6520116;-38.13080360867914
1739209597.652017;-38.13080360867914
1739209597.6520228;-45.120503652039325
1739209597.6520286;-45.120503652039325
1739209597.652034;-35.57807855764607
1739209597.6520398;-38.13080360867914
1739209597.6520452;-45.120503652039325
1739209597.652051;-38.13080360867914
1739209597.6520565;-35.57807855764607
1739209597.6520622;-38.13080360867914
1739209597.652068;-45.120503652039325
1739209597.6520734;-45.120503652039325
1739209597.652079;-33.981070128970906
1739209597.6520846;-38.13080360867914
1739209597.6520903;-45.120503652039325
1739209597.652096;-38.13080360867914
1739209597.6521015;-45.120503652039325
1739209597.6521072;-38.13080360867914
1739209597.6521127;-32.816014438256545
1739209597.6521184;-38.13080360867914
1739209597.652124;-45.120503652039325
1739209597.6521297;-33.981070128970906
1739209597.6521354;-28.58837851428586
1739209597.6521409;-38.13080360867914
1739209597.6521466;-45.120503652039325
1739209597.652152;-38.13080360867914
1739209597.6521578;-45.120503652039325
1739209597.6521633;-45.120503652039325
1739209597.652169;-32.816014438256545
1739209597.6521747;-33.981070128970906
1739209597.6521802;-45.120503652039325
1739209597.652186;-45.120503652039325
1739209597.6521914;-35.57807855764607
1739209597.6521971;-38.13080360867914
1739209597.6522026;-45.120503652039325
1739209597.6522083;-45.120503652039325
1739209597.652214;-32.816014438256545
1739209597.6522195;-38.13080360867914
1739209597.6522253;-45.120503652039325
1739209597.6522307;-33.981070128970906
1739209597.6522365;-45.120503652039325
1739209597.6522422;-45.120503652039325
1739209597.6522477;-38.13080360867914
1739209597.6522534;-38.13080360867914
1739209597.6522589;-45.120503652039325
1739209597.6522646;-38.13080360867914
1739209597.65227;-32.816014438256545
1739209597.6522758;-45.120503652039325
1739209597.6522815;-45.120503652039325
1739209597.652287;-38.13080360867914
1739209597.6522927;-38.13080360867914
1739209597.6522982;-45.120503652039325
1739209597.652304;-35.57807855764607
1739209597.6523094;-45.120503652039325
1739209597.6523151;-45.120503652039325
1739209597.6523209;-45.120503652039325
1739209597.6523263;-35.57807855764607
1739209597.652332;-45.120503652039325
1739209597.6523376;-45.120503652039325
1739209597.6523433;-33.981070128970906
1739209597.6523488;-45.120503652039325
1739209597.6523545;-45.120503652039325
1739209597.6523602;-33.981070128970906
1739209597.6523657;-38.13080360867914
1739209597.6523714;-45.120503652039325
1739209597.652377;-38.13080360867914
1739209597.6523826;-38.13080360867914
1739209597.6523883;-45.120503652039325
1739209597.6523938;-38.13080360867914
1739209597.6523995;-45.120503652039325
1739209597.652405;-45.120503652039325
1739209597.6524107;-38.13080360867914
1739209597.6524162;-38.13080360867914
1739209597.652422;-38.13080360867914
1739209597.6524277;-38.13080360867914
1739209597.6524332;-35.57807855764607
1739209597.6524389;-35.57807855764607
1739209597.6524444;-45.120503652039325
1739209597.65245;-45.120503652039325
1739209597.6524556;-38.13080360867914
1739209597.6524613;-38.13080360867914
1739209597.652467;-33.981070128970906
1739209597.6524725;-45.120503652039325
1739209597.6524782;-38.13080360867914
1739209597.6524837;-38.13080360867914
1739209597.6524894;-38.13080360867914
1739209597.652495;-38.13080360867914
1739209597.6525006;-45.120503652039325
1739209597.6525064;-45.120503652039325
1739209597.6525118;-35.57807855764607
1739209597.6525176;-38.13080360867914
1739209597.652523;-45.120503652039325
1739209597.6525288;-45.120503652039325
1739209597.6525345;-38.13080360867914
1739209597.65254;-32.816014438256545
1739209597.6525457;-33.981070128970906
1739209597.6525512;-45.120503652039325
1739209597.652557;-38.13080360867914
1739209597.6525624;-35.57807855764607
1739209597.652568;-33.981070128970906
1739209597.6525738;-45.120503652039325
1739209597.6525793;-45.120503652039325
1739209597.652585;-38.13080360867914
1739209597.6525905;-33.981070128970906
1739209597.6525962;-35.57807855764607
1739209597.6526017;-33.981070128970906
1739209597.6526074;-45.120503652039325
1739209597.6526132;-38.13080360867914
1739209597.6526186;-38.13080360867914
1739209597.6526244;-38.13080360867914
1739209597.6526299;-45.120503652039325
1739209597.6526356;-38.13080360867914
1739209597.652641;-45.120503652039325
1739209597.6526468;-45.120503652039325
1739209597.6526525;-38.13080360867914
1739209597.652658;-38.13080360867914
1739209597.6526637;-45.120503652039325
1739209597.6526692;-38.13080360867914
1739209597.652675;-32.816014438256545
1739209597.6526806;-27.267205301931607
1739209597.652686;-45.120503652039325
1739209597.6526918;-33.981070128970906
1739209597.6526973;-45.120503652039325
1739209597.652703;-33.981070128970906
1739209597.6527085;-45.120503652039325
1739209597.6527143;-45.120503652039325
1739209597.65272;-38.13080360867914
1739209597.6527255;-31.14110356531892
1739209597.6527312;-45.120503652039325
1739209597.6527367;-33.981070128970906
1739209597.6527424;-45.120503652039325
1739209597.6527479;-38.13080360867914
1739209597.6527536;-35.57807855764607
1739209597.6527593;-38.13080360867914
1739209597.6527648;-38.13080360867914
1739209597.6527705;-33.981070128970906
1739209597.652776;-45.120503652039325
1739209597.6527817;-45.120503652039325
1739209597.6527872;-45.120503652039325
1739209597.652793;-33.981070128970906
1739209597.6527987;-45.120503652039325
1739209597.6528041;-38.13080360867914
1739209597.6528099;-45.120503652039325
1739209597.6528153;-45.120503652039325
1739209597.652821;-45.120503652039325
1739209597.6528268;-45.120503652039325
1739209597.6528323;-35.57807855764607
1739209597.652838;-38.13080360867914
1739209597.6528435;-35.57807855764607
1739209597.6528492;-38.13080360867914
1739209597.6528547;-45.120503652039325
1739209597.6528604;-45.120503652039325
1739209597.6528661;-45.120503652039325
1739209597.6528716;-38.13080360867914
1739209597.6528773;-45.120503652039325
1739209597.6528828;-45.120503652039325
1739209597.6528885;-38.13080360867914
1739209597.652894;-38.13080360867914
1739209597.6528997;-45.120503652039325
1739209597.6529055;-33.981070128970906
1739209597.652911;-45.120503652039325
1739209597.6529167;-45.120503652039325
1739209597.6529222;-45.120503652039325
1739209597.6529279;-45.120503652039325
1739209597.6529336;-38.13080360867914
1739209597.652939;-38.13080360867914
1739209597.6529448;-45.120503652039325
1739209597.6529503;-31.141103565318915
1739209597.652956;-33.981070128970906
1739209597.6529615;-38.13080360867914
1739209597.6529672;-35.57807855764607
1739209597.652973;-38.13080360867914
1739209597.6529784;-45.120503652039325
1739209597.6529841;-45.120503652039325
1739209597.6529896;-38.13080360867914
1739209597.6529953;-32.816014438256545
1739209597.6530008;-38.13080360867914
1739209597.6530066;-33.981070128970906
1739209597.6530123;-45.120503652039325
1739209597.6530178;-45.120503652039325
1739209597.6530235;-32.816014438256545
1739209597.653029;-38.13080360867914
1739209597.6530347;-45.120503652039325
1739209597.6530402;-31.141103565318915
1739209597.653046;-33.981070128970906
1739209597.6530516;-45.120503652039325
1739209597.653057;-45.120503652039325
1739209597.6530628;-38.13080360867914
1739209597.6530683;-38.13080360867914
1739209597.653074;-38.13080360867914
1739209597.6530797;-45.120503652039325
1739209597.6530852;-45.120503652039325
1739209597.653091;-45.120503652039325
1739209597.6530964;-38.13080360867914
1739209597.6531022;-38.13080360867914
1739209597.6531076;-38.13080360867914
1739209597.6531134;-38.13080360867914
1739209597.653119;-45.120503652039325
1739209597.6531246;-38.13080360867914
1739209597.6531303;-45.120503652039325
1739209597.6531358;-45.120503652039325
1739209597.6531415;-38.13080360867914
1739209597.653147;-38.13080360867914
1739209597.6531527;-45.120503652039325
1739209597.6531584;-45.120503652039325
1739209597.653164;-38.13080360867914
1739209597.6531696;-45.120503652039325
1739209597.653175;-38.13080360867914
1739209597.6531808;-38.13080360867914
1739209597.6531863;-45.120503652039325
1739209597.653192;-45.120503652039325
1739209597.6531978;-38.13080360867914
1739209597.6532032;-38.13080360867914
1739209597.653209;-45.120503652039325
1739209597.6532145;-45.120503652039325
1739209597.6532202;-38.13080360867914
1739209597.653226;-38.13080360867914
1739209597.6532314;-38.13080360867914
1739209597.653237;-38.13080360867914
1739209597.6532426;-45.120503652039325
1739209597.6532483;-38.13080360867914
1739209597.6532538;-38.13080360867914
1739209597.6532595;-45.120503652039325
1739209597.6532652;-38.13080360867914
1739209597.6532707;-38.13080360867914
1739209597.6532764;-45.120503652039325
1739209597.653282;-45.120503652039325
1739209597.6532876;-38.13080360867914
1739209597.6532931;-45.120503652039325
1739209597.6532989;-45.120503652039325
1739209597.6533046;-38.13080360867914
1739209597.65331;-38.13080360867914
1739209597.6533158;-45.120503652039325
1739209597.6533213;-45.120503652039325
1739209597.653327;-45.120503652039325
1739209597.6533325;-45.120503652039325
1739209597.6533382;-32.816014438256545
1739209597.653344;-35.57807855764607
1739209597.6533494;-45.120503652039325
1739209597.6533551;-38.13080360867914
1739209597.6533606;-32.816014438256545
1739209597.6533663;-38.13080360867914
1739209597.653372;-45.120503652039325
1739209597.6533775;-38.13080360867914
1739209597.6533833;-45.120503652039325
1739209597.6533887;-38.13080360867914
1739209597.6533945;-45.120503652039325
1739209597.6534;-45.120503652039325
1739209597.6534057;-45.120503652039325
1739209597.6534114;-45.120503652039325
1739209597.6534169;-35.57807855764607
1739209597.6534226;-38.13080360867914
1739209597.653428;-38.13080360867914
1739209597.6534338;-38.13080360867914
1739209597.6534393;-38.13080360867914
1739209597.653445;-45.120503652039325
1739209597.6534507;-32.816014438256545
1739209597.6534562;-35.57807855764607
1739209597.653462;-45.120503652039325
1739209597.6534674;-38.13080360867914
1739209597.6534731;-45.120503652039325
1739209597.6534786;-35.57807855764607
1739209597.6534843;-35.57807855764607
1739209597.65349;-33.981070128970906
1739209597.6534956;-38.13080360867914
1739209597.6535013;-45.120503652039325
1739209597.6535068;-45.120503652039325
1739209597.6535125;-38.13080360867914
1739209597.6535182;-32.816014438256545
1739209597.6535237;-45.120503652039325
1739209597.6535294;-38.13080360867914
1739209597.653535;-38.13080360867914
1739209597.6535406;-38.13080360867914
1739209597.653546;-31.141103565318915
1739209597.6535518;-45.120503652039325
1739209597.6535575;-45.120503652039325
1739209597.653563;-45.120503652039325
1739209597.6535687;-33.981070128970906
1739209597.6535742;-45.120503652039325
1739209597.65358;-38.13080360867914
1739209597.6535854;-38.13080360867914
1739209597.6535912;-45.120503652039325
1739209597.6535969;-45.120503652039325
1739209597.6536024;-45.120503652039325
1739209597.653608;-45.120503652039325
1739209597.6536136;-38.13080360867914
1739209597.6536193;-32.816014438256545
1739209597.6536248;-33.981070128970906
1739209597.6536305;-45.120503652039325
1739209597.6536362;-38.13080360867914
1739209597.6536417;-29.438486411369333
1739209597.6536474;-45.120503652039325
1739209597.653653;-45.120503652039325
1739209597.6536586;-38.13080360867914
1739209597.6536644;-38.13080360867914
1739209597.6536698;-38.13080360867914
1739209597.6536756;-38.13080360867914
1739209597.653681;-38.13080360867914
1739209597.6536868;-45.120503652039325
1739209597.6536922;-38.13080360867914
1739209597.653698;-38.13080360867914
1739209597.6537037;-38.13080360867914
1739209597.6537092;-38.13080360867914
1739209597.653715;-38.13080360867914
1739209597.6537204;-38.13080360867914
1739209597.653726;-45.120503652039325
1739209597.6537316;-45.120503652039325
1739209597.6537373;-38.13080360867914
1739209597.653743;-35.57807855764607
1739209597.6537485;-38.13080360867914
1739209597.6537542;-45.120503652039325
1739209597.6537597;-45.120503652039325
1739209597.6537654;-38.13080360867914
1739209597.653771;-33.981070128970906
1739209597.6537766;-35.57807855764607
1739209597.6537824;-38.13080360867914
1739209597.6537879;-45.120503652039325
1739209597.6537936;-38.13080360867914
1739209597.653799;-33.981070128970906
1739209597.6538048;-45.120503652039325
1739209597.6538105;-45.120503652039325
1739209597.653816;-33.981070128970906
1739209597.6538217;-45.120503652039325
1739209597.6538272;-45.120503652039325
1739209597.653833;-38.13080360867914
1739209597.6538384;-38.13080360867914
1739209597.653844;-45.120503652039325
1739209597.6538498;-38.13080360867914
1739209597.6538553;-35.57807855764607
1739209597.653861;-26.991370085610722
1739209597.6538665;-45.120503652039325
1739209597.6538723;-45.120503652039325
1739209597.6538777;-38.13080360867914
1739209597.6538835;-38.13080360867914
1739209597.6538892;-45.120503652039325
1739209597.6538947;-45.120503652039325
1739209597.6539004;-45.120503652039325
1739209597.6539059;-30.49652367304973
1739209597.6539116;-38.13080360867914
1739209597.6539173;-45.120503652039325
1739209597.6539228;-35.57807855764607
1739209597.6539285;-38.13080360867914
1739209597.653934;-38.13080360867914
1739209597.6539397;-38.13080360867914
1739209597.6539452;-38.13080360867914
1739209597.653951;-31.141103565318915
1739209597.6539567;-38.13080360867914
1739209597.6539621;-38.13080360867914
1739209597.6539679;-45.120503652039325
1739209597.6539733;-33.981070128970906
1739209597.653979;-45.120503652039325
1739209597.6539845;-38.13080360867914
1739209597.6539903;-35.57807855764607
1739209597.653996;-38.13080360867914
1739209597.6540015;-45.120503652039325
1739209597.6540072;-38.13080360867914
1739209597.6540127;-35.57807855764607
1739209597.6540184;-38.13080360867914
1739209597.654024;-45.120503652039325
1739209597.6540296;-45.120503652039325
1739209597.6540353;-45.120503652039325
1739209597.6540408;-33.981070128970906
1739209597.6540465;-35.57807855764607
1739209597.654052;-38.13080360867914
1739209597.6540577;-45.120503652039325
1739209597.6540635;-38.13080360867914
1739209597.654069;-38.13080360867914
1739209597.6540747;-45.120503652039325
1739209597.6540802;-35.57807855764607
1739209597.6540859;-38.13080360867914
1739209597.6540914;-45.120503652039325
1739209597.654097;-45.120503652039325
1739209597.6541028;-45.120503652039325
1739209597.6541083;-38.13080360867914
1739209597.654114;-38.13080360867914
1739209597.6541195;-38.13080360867914
1739209597.6541252;-45.120503652039325
1739209597.6541307;-31.141103565318915
1739209597.6541364;-33.981070128970906
1739209597.6541421;-45.120503652039325
1739209597.6541476;-38.13080360867914
1739209597.6541533;-35.57807855764607
1739209597.6541588;-38.13080360867914
1739209597.6541646;-45.120503652039325
1739209597.65417;-45.120503652039325
1739209597.6541758;-45.120503652039325
1739209597.6541815;-45.120503652039325
1739209597.654187;-45.120503652039325
1739209597.6541927;-45.120503652039325
1739209597.6541982;-45.120503652039325
1739209597.654204;-35.57807855764607
1739209597.6542096;-45.120503652039325
1739209597.654215;-38.13080360867914
1739209597.6542208;-31.141103565318915
1739209597.6542263;-30.49652367304973
1739209597.654232;-35.57807855764607
1739209597.6542375;-33.981070128970906
1739209597.6542432;-33.981070128970906
1739209597.654249;-38.13080360867914
1739209597.6542544;-38.13080360867914
1739209597.6542602;-35.57807855764607
1739209597.6542656;-38.13080360867914
1739209597.6542714;-45.120503652039325
1739209597.6542768;-38.13080360867914
1739209597.6542826;-45.120503652039325
1739209597.6542883;-35.57807855764607
1739209597.6542938;-45.120503652039325
1739209597.6542995;-45.120503652039325
1739209597.654305;-45.120503652039325
1739209597.6543107;-45.120503652039325
1739209597.6543162;-45.120503652039325
1739209597.654322;-45.120503652039325
1739209597.6543276;-45.120503652039325
1739209597.654333;-45.120503652039325
1739209597.6543388;-38.13080360867914
1739209597.6543443;-38.13080360867914
1739209597.65435;-45.120503652039325
1739209597.6543558;-38.13080360867914
1739209597.6543612;-35.57807855764607
1739209597.654367;-45.120503652039325
1739209597.6543725;-45.120503652039325
1739209597.6543782;-33.981070128970906
1739209597.6543837;-38.13080360867914
1739209597.6543894;-38.13080360867914
1739209597.654395;-35.57807855764607
1739209597.6544006;-45.120503652039325
1739209597.6544063;-45.120503652039325
1739209597.6544118;-38.13080360867914
1739209597.6544175;-35.57807855764607
1739209597.654423;-38.13080360867914
1739209597.6544287;-45.120503652039325
1739209597.6544344;-38.13080360867914
1739209597.65444;-35.57807855764607
1739209597.6544456;-38.13080360867914
1739209597.6544511;-45.120503652039325
1739209597.6544569;-38.13080360867914
1739209597.6544623;-38.13080360867914
1739209597.654468;-38.13080360867914
1739209597.6544738;-45.120503652039325
1739209597.6544793;-45.120503652039325
1739209597.654485;-38.13080360867914
1739209597.6544905;-38.13080360867914
1739209597.6544962;-45.120503652039325
1739209597.654502;-45.120503652039325
1739209597.6545074;-45.120503652039325
1739209597.6545131;-33.981070128970906
1739209597.6545186;-30.49652367304973
1739209597.6545243;-45.120503652039325
1739209597.6545298;-45.120503652039325
1739209597.6545355;-38.13080360867914
1739209597.6545413;-38.13080360867914
1739209597.6545467;-33.981070128970906
1739209597.6545525;-45.120503652039325
1739209597.654558;-45.120503652039325
1739209597.6545637;-45.120503652039325
1739209597.6545691;-45.120503652039325
1739209597.6545749;-45.120503652039325
1739209597.6545806;-38.13080360867914
1739209597.654586;-45.120503652039325
1739209597.6545918;-38.13080360867914
1739209597.6545973;-35.57807855764607
1739209597.654603;-38.13080360867914
1739209597.6546085;-45.120503652039325
1739209597.6546142;-38.13080360867914
1739209597.65462;-35.57807855764607
1739209597.6546254;-38.13080360867914
1739209597.6546311;-45.120503652039325
1739209597.6546366;-38.13080360867914
1739209597.6546423;-38.13080360867914
1739209597.654648;-45.120503652039325
1739209597.6546535;-45.120503652039325
1739209597.6546593;-38.13080360867914
1739209597.6546648;-45.120503652039325
1739209597.6546705;-38.13080360867914
1739209597.654676;-38.13080360867914
1739209597.6546817;-38.13080360867914
1739209597.6546874;-45.120503652039325
1739209597.654693;-38.13080360867914
1739209597.6546986;-32.816014438256545
1739209597.654704;-45.120503652039325
1739209597.6547098;-45.120503652039325
1739209597.6547153;-38.13080360867914
1739209597.654721;-35.57807855764607
1739209597.6547267;-33.981070128970906
1739209597.6547322;-38.13080360867914
1739209597.654738;-45.120503652039325
1739209597.6547434;-45.120503652039325
1739209597.6547492;-38.13080360867914
1739209597.6547549;-35.57807855764607
1739209597.6547604;-38.13080360867914
1739209597.654766;-45.120503652039325
1739209597.6547716;-38.13080360867914
1739209597.6547773;-35.57807855764607
1739209597.6547828;-38.13080360867914
1739209597.6547885;-45.120503652039325
1739209597.6547942;-45.120503652039325
1739209597.6547997;-38.13080360867914
1739209597.6548054;-32.816014438256545
1739209597.654811;-33.981070128970906
1739209597.6548166;-45.120503652039325
1739209597.654822;-45.120503652039325
1739209597.6548278;-38.13080360867914
1739209597.6548336;-38.13080360867914
1739209597.654839;-38.13080360867914
1739209597.6548448;-35.57807855764607
1739209597.6548502;-45.120503652039325
1739209597.654856;-38.13080360867914
1739209597.6548615;-33.981070128970906
1739209597.6548672;-38.13080360867914
1739209597.654873;-38.13080360867914
1739209597.6548784;-38.13080360867914
1739209597.654884;-45.120503652039325
1739209597.6548896;-45.120503652039325
1739209597.6548953;-45.120503652039325
1739209597.654901;-45.120503652039325
1739209597.6549065;-31.141103565318915
1739209597.6549122;-38.13080360867914
1739209597.6549177;-38.13080360867914
1739209597.6549234;-45.120503652039325
1739209597.654929;-45.120503652039325
1739209597.6549346;-45.120503652039325
1739209597.6549404;-45.120503652039325
1739209597.6549459;-45.120503652039325
1739209597.6549516;-33.981070128970906
1739209597.654957;-35.57807855764607
1739209597.6549628;-45.120503652039325
1739209597.6549683;-38.13080360867914
1739209597.654974;-38.13080360867914
1739209597.6549797;-45.120503652039325
1739209597.6549852;-45.120503652039325
1739209597.654991;-32.816014438256545
1739209597.6549964;-31.141103565318915
1739209597.655002;-38.13080360867914
1739209597.6550076;-38.13080360867914
1739209597.6550133;-38.13080360867914
1739209597.655019;-45.120503652039325
1739209597.6550245;-38.13080360867914
1739209597.6550303;-45.120503652039325
1739209597.6550357;-45.120503652039325
1739209597.6550415;-38.13080360867914
1739209597.6550472;-45.120503652039325
1739209597.6550527;-38.13080360867914
1739209597.6550584;-45.120503652039325
1739209597.6550639;-45.120503652039325
1739209597.6550696;-35.57807855764607
1739209597.655075;-33.981070128970906
1739209597.6550808;-45.120503652039325
1739209597.6550865;-38.13080360867914
1739209597.655092;-38.13080360867914
1739209597.6550977;-45.120503652039325
1739209597.6551032;-38.13080360867914
1739209597.655109;-38.13080360867914
1739209597.6551144;-38.13080360867914
1739209597.6551201;-38.13080360867914
1739209597.6551259;-38.13080360867914
1739209597.6551313;-38.13080360867914
1739209597.655137;-38.13080360867914
1739209597.6551425;-38.13080360867914
1739209597.6551483;-35.57807855764607
1739209597.6551538;-38.13080360867914
1739209597.6551595;-45.120503652039325
1739209597.6551652;-45.120503652039325
1739209597.6551707;-38.13080360867914
1739209597.6551764;-38.13080360867914
1739209597.655182;-38.13080360867914
1739209597.6551876;-38.13080360867914
1739209597.6551933;-45.120503652039325
1739209597.6551988;-38.13080360867914
1739209597.6552045;-38.13080360867914
1739209597.65521;-35.57807855764607
1739209597.6552157;-45.120503652039325
1739209597.6552212;-28.992665084841942
1739209597.655227;-26.991370085610722
1739209597.6552327;-38.13080360867914
1739209597.6552382;-45.120503652039325
1739209597.6552439;-31.141103565318915
1739209597.6552494;-33.981070128970906
1739209597.655255;-38.13080360867914
1739209597.6552606;-35.57807855764607
1739209597.6552663;-45.120503652039325
1739209597.655272;-38.13080360867914
1739209597.6552775;-38.13080360867914
1739209597.6552832;-45.120503652039325
1739209597.6552887;-38.13080360867914
1739209597.6552944;-45.120503652039325
1739209597.6553;-38.13080360867914
1739209597.6553056;-45.120503652039325
