CAN Message; 0x24:0800412a5289a320
1739209764.1178274;-38.13080360867914
1739209764.1178305;-35.57807855764607
1739209764.1178336;-45.120503652039325
1739209764.1178367;-45.120503652039325
1739209764.1178398;-45.120503652039325
1739209764.117843;-45.120503652039325
1739209764.117846;-38.13080360867914
1739209764.117849;-45.120503652039325
1739209764.1178524;-45.120503652039325
1739209764.1178555;-38.13080360867914
1739209764.1178586;-32.816014438256545
1739209764.1178617;-45.120503652039325
1739209764.1178648;-33.981070128970906
1739209764.117868;-25.826314394896354
1739209764.117871;-38.13080360867914
1739209764.1178741;-45.120503652039325
1739209764.1178772;-38.13080360867914
1739209764.1178806;-32.816014438256545
1739209764.1178837;-45.120503652039325
1739209764.1178868;-45.120503652039325
1739209764.11789;-45.120503652039325
1739209764.117893;-38.13080360867914
1739209764.117896;-38.13080360867914
1739209764.1178992;-38.13080360867914
1739209764.1179023;-45.120503652039325
1739209764.1179056;-38.13080360867914
1739209764.1179087;-38.13080360867914
1739209764.1179118;-45.120503652039325
1739209764.117915;-38.13080360867914
1739209764.117918;-29.438486411369333
1739209764.117921;-38.13080360867914
1739209764.1179242;-45.120503652039325
1739209764.1179273;-38.13080360867914
1739209764.1179307;-35.57807855764607
1739209764.1179338;-38.13080360867914
1739209764.1179368;-45.120503652039325
1739209764.11794;-45.120503652039325
1739209764.117943;-45.120503652039325
1739209764.1179461;-45.120503652039325
1739209764.1179492;-45.120503652039325
1739209764.1179523;-45.120503652039325
1739209764.1179557;-38.13080360867914
1739209764.1179588;-38.13080360867914
1739209764.117962;-45.120503652039325
1739209764.117965;-45.120503652039325
1739209764.117968;-35.57807855764607
1739209764.1179712;-38.13080360867914
1739209764.1179743;-45.120503652039325
1739209764.1179774;-33.981070128970906
1739209764.1179805;-45.120503652039325
1739209764.1179838;-33.981070128970906
1739209764.117987;-38.13080360867914
1739209764.11799;-45.120503652039325
1739209764.117993;-31.141103565318893
1739209764.1179962;-38.13080360867914
1739209764.1179993;-45.120503652039325
1739209764.1180024;-38.13080360867914
1739209764.1180055;-35.57807855764607
1739209764.1180089;-45.120503652039325
1739209764.118012;-45.120503652039325
1739209764.118015;-45.120503652039325
1739209764.1180182;-45.120503652039325
1739209764.1180212;-38.13080360867914
1739209764.1180243;-38.13080360867914
1739209764.1180274;-38.13080360867914
1739209764.1180305;-45.120503652039325
1739209764.118034;-33.981070128970906
1739209764.118037;-45.120503652039325
1739209764.11804;-45.120503652039325
1739209764.1180432;-35.57807855764607
1739209764.1180463;-38.13080360867914
1739209764.1180494;-38.13080360867914
1739209764.1180525;-45.120503652039325
1739209764.1180556;-38.13080360867914
1739209764.1180587;-38.13080360867914
1739209764.118062;-45.120503652039325
1739209764.118065;-45.120503652039325
1739209764.1180682;-45.120503652039325
1739209764.1180713;-38.13080360867914
1739209764.1180744;-32.816014438256545
1739209764.1180775;-33.981070128970906
1739209764.1180806;-38.13080360867914
1739209764.1180837;-35.57807855764607
1739209764.118087;-32.816014438256545
1739209764.1180902;-33.981070128970906
1739209764.1180933;-45.120503652039325
1739209764.1180964;-45.120503652039325
1739209764.1180995;-35.57807855764607
1739209764.1181026;-38.13080360867914
1739209764.1181056;-45.120503652039325
1739209764.1181087;-45.120503652039325
1739209764.118112;-32.816014438256545
1739209764.1181152;-45.120503652039325
1739209764.1181183;-38.13080360867914
1739209764.1181214;-33.981070128970906
1739209764.1181245;-45.120503652039325
1739209764.1181276;-38.13080360867914
1739209764.1181307;-45.120503652039325
1739209764.1181338;-33.981070128970906
1739209764.1181371;-38.13080360867914
1739209764.1181402;-45.120503652039325
1739209764.1181433;-45.120503652039325
1739209764.1181464;-38.13080360867914
1739209764.1181495;-45.120503652039325
1739209764.1181526;-38.13080360867914
1739209764.1181557;-45.120503652039325
1739209764.1181588;-45.120503652039325
1739209764.118162;-38.13080360867914
1739209764.1181653;-38.13080360867914
1739209764.1181684;-45.120503652039325
1739209764.1181715;-38.13080360867914
1739209764.1181746;-35.57807855764607
1739209764.1181777;-38.13080360867914
1739209764.1181808;-45.120503652039325
1739209764.1181839;-38.13080360867914
1739209764.118187;-38.13080360867914
1739209764.1181903;-45.120503652039325
1739209764.1181934;-45.120503652039325
1739209764.1181965;-33.981070128970906
1739209764.1181996;-38.13080360867914
1739209764.1182027;-45.120503652039325
1739209764.1182058;-38.13080360867914
1739209764.118209;-38.13080360867914
1739209764.118212;-45.120503652039325
1739209764.1182153;-45.120503652039325
1739209764.1182184;-38.13080360867914
1739209764.1182215;-33.981070128970906
1739209764.1182246;-45.120503652039325
1739209764.1182277;-45.120503652039325
1739209764.1182308;-45.120503652039325
1739209764.118234;-45.120503652039325
1739209764.118237;-38.13080360867914
1739209764.1182404;-38.13080360867914
1739209764.1182435;-45.120503652039325
1739209764.1182466;-31.141103565318915
1739209764.1182497;-33.981070128970906
1739209764.1182528;-45.120503652039325
1739209764.1182559;-45.120503652039325
1739209764.118259;-38.13080360867914
1739209764.118262;-45.120503652039325
1739209764.1182652;-45.120503652039325
1739209764.1182685;-38.13080360867914
1739209764.1182716;-31.14110356531892
1739209764.1182747;-38.13080360867914
1739209764.1182778;-38.13080360867914
1739209764.118281;-38.13080360867914
1739209764.118284;-38.13080360867914
1739209764.118287;-45.120503652039325
1739209764.1182902;-38.13080360867914
1739209764.1182935;-33.981070128970906
1739209764.1182966;-33.981070128970906
1739209764.1182997;-33.981070128970906
1739209764.1183028;-45.120503652039325
1739209764.118306;-45.120503652039325
1739209764.118309;-38.13080360867914
1739209764.1183121;-38.13080360867914
1739209764.1183152;-38.13080360867914
1739209764.1183186;-38.13080360867914
1739209764.1183217;-38.13080360867914
1739209764.1183248;-45.120503652039325
1739209764.1183279;-38.13080360867914
1739209764.118331;-38.13080360867914
1739209764.118334;-38.13080360867914
1739209764.1183372;-45.120503652039325
1739209764.1183403;-45.120503652039325
1739209764.1183436;-35.57807855764607
1739209764.1183467;-38.13080360867914
1739209764.1183498;-45.120503652039325
1739209764.118353;-35.57807855764607
1739209764.118356;-35.57807855764607
1739209764.118359;-38.13080360867914
1739209764.1183622;-45.120503652039325
1739209764.1183653;-38.13080360867914
1739209764.1183684;-35.57807855764607
1739209764.1183717;-35.57807855764607
1739209764.1183748;-33.981070128970906
1739209764.118378;-45.120503652039325
1739209764.118381;-45.120503652039325
1739209764.1183841;-38.13080360867914
1739209764.1183872;-45.120503652039325
1739209764.1183903;-45.120503652039325
1739209764.1183934;-32.816014438256545
1739209764.1183968;-35.57807855764607
1739209764.1183999;-33.981070128970956
1739209764.118403;-38.13080360867914
1739209764.118406;-35.57807855764607
1739209764.1184092;-38.13080360867914
1739209764.1184123;-45.120503652039325
1739209764.1184154;-33.981070128970906
1739209764.1184185;-45.120503652039325
1739209764.1184218;-33.981070128970906
1739209764.118425;-27.8777449560314
1739209764.118428;-45.120503652039325
1739209764.118431;-35.57807855764607
1739209764.1184342;-35.57807855764607
1739209764.1184373;-32.816014438256545
1739209764.1184404;-45.120503652039325
1739209764.1184435;-38.13080360867914
1739209764.1184468;-45.120503652039325
1739209764.11845;-38.13080360867914
1739209764.118453;-45.120503652039325
1739209764.1184561;-35.57807855764607
1739209764.1184592;-38.13080360867914
1739209764.1184623;-45.120503652039325
1739209764.1184654;-38.13080360867914
1739209764.1184685;-45.120503652039325
1739209764.1184716;-38.13080360867914
1739209764.118475;-28.21854285175415
1739209764.118478;-38.13080360867914
1739209764.1184812;-45.120503652039325
1739209764.1184843;-35.57807855764607
1739209764.1184874;-38.13080360867914
1739209764.1184905;-45.120503652039325
1739209764.1184936;-45.120503652039325
1739209764.1184967;-45.120503652039325
1739209764.1185;-45.120503652039325
1739209764.118503;-45.120503652039325
1739209764.1185062;-45.120503652039325
1739209764.1185093;-45.120503652039325
1739209764.1185124;-35.57807855764607
1739209764.1185155;-38.13080360867914
1739209764.1185186;-45.120503652039325
1739209764.1185217;-45.120503652039325
1739209764.118525;-45.120503652039325
1739209764.1185281;-38.13080360867914
1739209764.1185312;-45.120503652039325
1739209764.1185343;-45.120503652039325
1739209764.1185374;-45.120503652039325
1739209764.1185405;-45.120503652039325
1739209764.1185436;-45.120503652039325
1739209764.1185467;-45.120503652039325
1739209764.11855;-35.57807855764607
1739209764.1185532;-35.57807855764607
1739209764.1185563;-45.120503652039325
1739209764.1185594;-38.13080360867914
1739209764.1185625;-32.816014438256545
1739209764.1185656;-45.120503652039325
1739209764.1185687;-45.120503652039325
1739209764.1185718;-38.13080360867914
1739209764.1185749;-45.120503652039325
1739209764.1185782;-38.13080360867914
1739209764.1185813;-45.120503652039325
1739209764.1185844;-38.13080360867914
1739209764.1185875;-45.120503652039325
1739209764.1185906;-38.13080360867914
1739209764.1185937;-45.120503652039325
1739209764.1185968;-45.120503652039325
1739209764.1186;-35.57807855764607
1739209764.1186032;-45.120503652039325
1739209764.1186063;-45.120503652039325
1739209764.1186094;-38.13080360867914
1739209764.1186125;-38.13080360867914
1739209764.1186156;-38.13080360867914
1739209764.1186187;-45.120503652039325
1739209764.1186218;-45.120503652039325
1739209764.118625;-38.13080360867914
1739209764.1186283;-38.13080360867914
1739209764.1186314;-35.57807855764607
1739209764.1186345;-38.13080360867914
1739209764.1186376;-33.981070128970906
1739209764.1186407;-38.13080360867914
1739209764.1186438;-38.13080360867914
1739209764.1186469;-38.13080360867914
1739209764.11865;-45.120503652039325
1739209764.1186533;-35.57807855764607
1739209764.1186564;-35.57807855764607
1739209764.1186595;-33.981070128970906
1739209764.1186626;-45.120503652039325
1739209764.1186657;-45.120503652039325
1739209764.1186688;-38.13080360867914
1739209764.118672;-38.13080360867914
1739209764.118675;-45.120503652039325
1739209764.118678;-32.816014438256545
1739209764.1186814;-35.57807855764607
1739209764.1186845;-38.13080360867914
1739209764.1186876;-45.120503652039325
1739209764.1186907;-38.13080360867914
1739209764.1186938;-35.57807855764607
1739209764.118697;-35.57807855764607
1739209764.1187;-45.120503652039325
1739209764.1187031;-33.981070128970906
1739209764.1187065;-38.13080360867914
1739209764.1187096;-38.13080360867914
1739209764.1187127;-45.120503652039325
1739209764.1187158;-45.120503652039325
1739209764.1187189;-38.13080360867914
1739209764.118722;-38.13080360867914
1739209764.118725;-45.120503652039325
1739209764.1187282;-38.13080360867914
1739209764.1187315;-35.57807855764607
1739209764.1187346;-38.13080360867914
1739209764.1187377;-45.120503652039325
1739209764.1187408;-38.13080360867914
1739209764.118744;-32.816014438256545
1739209764.118747;-38.13080360867914
1739209764.11875;-38.13080360867914
1739209764.1187532;-33.981070128970906
1739209764.1187563;-35.57807855764607
1739209764.1187596;-33.981070128970906
1739209764.1187627;-45.120503652039325
1739209764.1187658;-33.981070128970906
1739209764.118769;-35.57807855764607
1739209764.118772;-38.13080360867914
1739209764.1187751;-45.120503652039325
1739209764.1187782;-45.120503652039325
1739209764.1187813;-38.13080360867914
1739209764.1187847;-38.13080360867914
1739209764.1187878;-45.120503652039325
1739209764.1187909;-45.120503652039325
1739209764.118794;-38.13080360867914
1739209764.118797;-35.57807855764607
1739209764.1188002;-45.120503652039325
1739209764.1188033;-31.141103565318915
1739209764.1188064;-32.816014438256545
1739209764.1188097;-45.120503652039325
1739209764.1188128;-45.120503652039325
1739209764.118816;-38.13080360867914
1739209764.118819;-45.120503652039325
1739209764.118822;-38.13080360867914
1739209764.1188252;-45.120503652039325
1739209764.1188283;-32.816014438256545
1739209764.1188314;-38.13080360867914
1739209764.1188347;-38.13080360867914
1739209764.1188378;-45.120503652039325
1739209764.118841;-45.120503652039325
1739209764.118844;-32.816014438256545
1739209764.1188471;-33.981070128970906
1739209764.1188502;-45.120503652039325
1739209764.1188533;-27.267205301931607
1739209764.1188564;-30.49652367304973
1739209764.1188595;-45.120503652039325
1739209764.1188629;-45.120503652039325
1739209764.118866;-38.13080360867914
1739209764.118869;-38.13080360867914
1739209764.1188722;-38.13080360867914
1739209764.1188753;-45.120503652039325
1739209764.1188784;-35.57807855764607
1739209764.1188815;-38.13080360867914
1739209764.1188846;-38.13080360867914
1739209764.118888;-35.57807855764607
1739209764.118891;-38.13080360867914
1739209764.118894;-38.13080360867914
1739209764.1188972;-38.13080360867914
1739209764.1189003;-45.120503652039325
1739209764.1189034;-33.981070128970906
1739209764.1189065;-30.49652367304973
1739209764.1189096;-38.13080360867914
1739209764.118913;-35.57807855764607
1739209764.118916;-38.13080360867914
1739209764.1189191;-38.13080360867914
1739209764.1189222;-45.120503652039325
1739209764.1189253;-45.120503652039325
1739209764.1189284;-45.120503652039325
1739209764.1189315;-45.120503652039325
1739209764.1189346;-38.13080360867914
1739209764.118938;-29.438486411369333
1739209764.118941;-45.120503652039325
1739209764.1189442;-45.120503652039325
1739209764.1189473;-38.13080360867914
1739209764.1189504;-35.57807855764607
1739209764.1189535;-38.13080360867914
1739209764.1189566;-45.120503652039325
1739209764.1189597;-38.13080360867914
1739209764.1189628;-35.57807855764607
1739209764.118966;-38.13080360867914
1739209764.1189692;-45.120503652039325
1739209764.1189723;-38.13080360867914
1739209764.1189754;-38.13080360867914
1739209764.1189785;-32.816014438256545
1739209764.1189816;-30.49652367304973
1739209764.1189847;-45.120503652039325
1739209764.1189878;-35.57807855764607
1739209764.1189911;-35.57807855764607
1739209764.1189942;-45.120503652039325
1739209764.1189973;-45.120503652039325
1739209764.1190004;-38.13080360867914
1739209764.1190035;-45.120503652039325
1739209764.1190066;-33.981070128970956
1739209764.1190097;-38.13080360867914
1739209764.1190128;-45.120503652039325
1739209764.1190162;-45.120503652039325
1739209764.1190193;-38.13080360867914
1739209764.1190224;-38.13080360867914
1739209764.1190255;-45.120503652039325
1739209764.1190286;-35.57807855764607
1739209764.1190317;-29.438486411369333
1739209764.1190348;-38.13080360867914
1739209764.1190379;-45.120503652039325
1739209764.1190412;-38.13080360867914
1739209764.1190443;-38.13080360867914
1739209764.1190474;-45.120503652039325
1739209764.1190505;-45.120503652039325
1739209764.1190536;-45.120503652039325
1739209764.1190567;-45.120503652039325
1739209764.1190598;-45.120503652039325
1739209764.119063;-45.120503652039325
1739209764.119066;-38.13080360867914
1739209764.1190693;-38.13080360867914
1739209764.1190724;-45.120503652039325
1739209764.1190755;-38.13080360867914
1739209764.1190786;-38.13080360867914
1739209764.1190817;-45.120503652039325
1739209764.1190848;-38.13080360867914
1739209764.119088;-45.120503652039325
1739209764.119091;-38.13080360867914
1739209764.1190944;-38.13080360867914
1739209764.1190975;-38.13080360867914
1739209764.1191006;-45.120503652039325
1739209764.1191037;-38.13080360867914
1739209764.1191068;-31.141103565318893
1739209764.1191099;-38.13080360867914
1739209764.119113;-45.120503652039325
1739209764.119116;-38.13080360867914
1739209764.1191194;-33.981070128970906
1739209764.1191225;-45.120503652039325
1739209764.1191256;-45.120503652039325
1739209764.1191287;-38.13080360867914
1739209764.1191318;-45.120503652039325
1739209764.119135;-38.13080360867914
1739209764.119138;-45.120503652039325
1739209764.119141;-38.13080360867914
1739209764.1191444;-32.816014438256545
1739209764.1191475;-33.981070128970906
1739209764.1191506;-45.120503652039325
1739209764.1191537;-45.120503652039325
1739209764.1191568;-31.141103565318893
1739209764.11916;-38.13080360867914
1739209764.119163;-45.120503652039325
1739209764.1191661;-45.120503652039325
1739209764.1191692;-38.13080360867914
1739209764.1191726;-45.120503652039325
1739209764.1191757;-45.120503652039325
1739209764.1191788;-38.13080360867914
1739209764.1191819;-38.13080360867914
1739209764.119185;-45.120503652039325
1739209764.119188;-45.120503652039325
1739209764.1191912;-38.13080360867914
1739209764.1191943;-35.57807855764607
1739209764.1191976;-33.981070128970906
1739209764.1192007;-45.120503652039325
1739209764.1192038;-33.981070128970906
1739209764.119207;-38.13080360867914
1739209764.11921;-33.981070128970906
1739209764.119213;-45.120503652039325
1739209764.1192162;-38.13080360867914
1739209764.1192193;-38.13080360867914
1739209764.1192226;-45.120503652039325
1739209764.1192257;-38.13080360867914
1739209764.1192288;-38.13080360867914
1739209764.119232;-38.13080360867914
1739209764.119235;-45.120503652039325
1739209764.1192381;-45.120503652039325
1739209764.1192412;-45.120503652039325
1739209764.1192443;-45.120503652039325
1739209764.1192477;-38.13080360867914
1739209764.1192508;-45.120503652039325
1739209764.1192539;-33.981070128970906
1739209764.119257;-45.120503652039325
1739209764.11926;-33.981070128970906
1739209764.1192632;-38.13080360867914
1739209764.1192663;-45.120503652039325
1739209764.1192694;-45.120503652039325
1739209764.1192725;-45.120503652039325
1739209764.1192758;-38.13080360867914
1739209764.119279;-38.13080360867914
1739209764.119282;-45.120503652039325
1739209764.119285;-45.120503652039325
1739209764.1192882;-45.120503652039325
1739209764.1192913;-38.13080360867914
1739209764.1192944;-45.120503652039325
1739209764.1192975;-45.120503652039325
1739209764.1193008;-35.57807855764607
1739209764.119304;-45.120503652039325
1739209764.119307;-45.120503652039325
1739209764.1193101;-29.438486411369347
1739209764.1193132;-38.13080360867914
1739209764.1193163;-45.120503652039325
1739209764.1193194;-38.13080360867914
1739209764.1193225;-35.57807855764607
1739209764.1193259;-45.120503652039325
1739209764.119329;-38.13080360867914
1739209764.119332;-38.13080360867914
1739209764.1193352;-28.992665084841942
1739209764.1193383;-38.13080360867914
1739209764.1193414;-38.13080360867914
1739209764.1193445;-45.120503652039325
1739209764.1193476;-38.13080360867914
1739209764.119351;-38.13080360867914
1739209764.119354;-38.13080360867914
1739209764.119357;-38.13080360867914
1739209764.1193602;-29.438486411369347
1739209764.1193633;-38.13080360867914
1739209764.1193664;-38.13080360867914
1739209764.1193695;-38.13080360867914
1739209764.1193726;-38.13080360867914
1739209764.1193757;-35.57807855764607
1739209764.119379;-38.13080360867914
1739209764.1193821;-45.120503652039325
1739209764.1193852;-33.981070128970906
1739209764.1193883;-33.981070128970906
1739209764.1193914;-45.120503652039325
1739209764.1193945;-45.120503652039325
1739209764.1193976;-38.13080360867914
1739209764.1194007;-38.13080360867914
1739209764.119404;-45.120503652039325
1739209764.1194072;-45.120503652039325
1739209764.1194103;-45.120503652039325
1739209764.1194134;-45.120503652039325
1739209764.1194165;-38.13080360867914
1739209764.1194196;-45.120503652039325
1739209764.1194227;-35.57807855764607
1739209764.1194258;-35.57807855764607
1739209764.119429;-38.13080360867914
1739209764.1194322;-45.120503652039325
1739209764.1194353;-28.992665084841942
1739209764.1194384;-33.981070128970906
1739209764.1194415;-45.120503652039325
1739209764.1194446;-45.120503652039325
1739209764.1194477;-38.13080360867914
1739209764.1194508;-45.120503652039325
1739209764.1194541;-38.13080360867914
1739209764.1194572;-38.13080360867914
1739209764.1194603;-35.57807855764607
1739209764.1194634;-38.13080360867914
1739209764.1194665;-38.13080360867914
1739209764.1194696;-45.120503652039325
1739209764.1194727;-45.120503652039325
1739209764.1194758;-32.816014438256545
1739209764.119479;-45.120503652039325
1739209764.1194823;-45.120503652039325
1739209764.1194854;-28.992665084841942
1739209764.1194885;-31.141103565318915
1739209764.1194916;-45.120503652039325
1739209764.1194947;-45.120503652039325
1739209764.1194978;-45.120503652039325
1739209764.1195009;-45.120503652039325
1739209764.119504;-45.120503652039325
1739209764.1195073;-38.13080360867914
1739209764.1195104;-45.120503652039325
1739209764.1195135;-38.13080360867914
1739209764.1195166;-45.120503652039325
1739209764.1195197;-45.120503652039325
1739209764.1195228;-45.120503652039325
1739209764.119526;-45.120503652039325
1739209764.119529;-38.13080360867914
1739209764.1195323;-45.120503652039325
1739209764.1195354;-33.981070128970906
1739209764.1195385;-30.49652367304973
1739209764.1195416;-38.13080360867914
1739209764.1195447;-45.120503652039325
1739209764.1195478;-45.120503652039325
1739209764.119551;-45.120503652039325
1739209764.119554;-45.120503652039325
1739209764.1195574;-38.13080360867914
1739209764.1195605;-31.141103565318915
1739209764.1195636;-45.120503652039325
1739209764.1195667;-38.13080360867914
1739209764.1195698;-38.13080360867914
1739209764.1195729;-35.57807855764607
1739209764.119576;-33.981070128970906
1739209764.119579;-38.13080360867914
1739209764.1195822;-38.13080360867914
1739209764.1195855;-45.120503652039325
1739209764.1195886;-38.13080360867914
1739209764.1195917;-38.13080360867914
1739209764.1195948;-45.120503652039325
1739209764.119598;-38.13080360867914
1739209764.119601;-38.13080360867914
1739209764.119604;-45.120503652039325
1739209764.1196072;-45.120503652039325
1739209764.1196105;-33.981070128970906
1739209764.1196136;-31.141103565318915
1739209764.1196167;-45.120503652039325
1739209764.1196198;-45.120503652039325
1739209764.119623;-38.13080360867914
1739209764.119626;-45.120503652039325
1739209764.1196291;-45.120503652039325
1739209764.1196322;-35.57807855764607
1739209764.1196356;-45.120503652039325
1739209764.1196387;-45.120503652039325
1739209764.1196418;-38.13080360867914
1739209764.1196449;-45.120503652039325
1739209764.119648;-38.13080360867914
1739209764.119651;-38.13080360867914
1739209764.1196542;-35.57807855764607
1739209764.1196573;-45.120503652039325
1739209764.1196604;-38.13080360867914
1739209764.1196637;-35.57807855764607
1739209764.1196668;-33.981070128970906
1739209764.11967;-38.13080360867914
1739209764.119673;-45.120503652039325
1739209764.119676;-45.120503652039325
1739209764.1196792;-38.13080360867914
1739209764.1196823;-35.57807855764607
1739209764.1196854;-38.13080360867914
1739209764.1196887;-45.120503652039325
1739209764.1196918;-38.13080360867914
1739209764.119695;-35.57807855764607
1739209764.119698;-38.13080360867914
1739209764.1197011;-45.120503652039325
1739209764.1197042;-45.120503652039325
1739209764.1197073;-45.120503652039325
1739209764.1197104;-45.120503652039325
1739209764.1197138;-38.13080360867914
1739209764.119717;-32.816014438256545
1739209764.11972;-35.57807855764607
1739209764.119723;-38.13080360867914
1739209764.1197262;-45.120503652039325
1739209764.1197293;-38.13080360867914
1739209764.1197324;-38.13080360867914
1739209764.1197355;-38.13080360867914
1739209764.1197388;-45.120503652039325
1739209764.119742;-38.13080360867914
1739209764.119745;-38.13080360867914
1739209764.119748;-38.13080360867914
1739209764.1197512;-45.120503652039325
1739209764.1197543;-38.13080360867914
1739209764.1197574;-32.816014438256545
1739209764.1197605;-38.13080360867914
1739209764.1197636;-38.13080360867914
1739209764.119767;-35.57807855764607
1739209764.11977;-35.57807855764607
1739209764.1197731;-38.13080360867914
1739209764.1197762;-45.120503652039325
1739209764.1197793;-35.57807855764607
1739209764.1197824;-38.13080360867914
1739209764.1197855;-45.120503652039325
1739209764.1197886;-45.120503652039325
1739209764.119792;-45.120503652039325
1739209764.119795;-45.120503652039325
1739209764.1197982;-38.13080360867914
1739209764.1198013;-45.120503652039325
1739209764.1198044;-45.120503652039325
1739209764.1198075;-38.13080360867914
1739209764.1198106;-38.13080360867914
1739209764.1198137;-45.120503652039325
1739209764.119817;-38.13080360867914
1739209764.11982;-38.13080360867914
1739209764.1198232;-45.120503652039325
1739209764.1198263;-32.816014438256545
1739209764.1198294;-35.57807855764607
1739209764.1198325;-45.120503652039325
1739209764.1198356;-38.13080360867914
1739209764.1198387;-32.816014438256545
1739209764.119842;-28.992665084841942
1739209764.1198452;-45.120503652039325
1739209764.1198483;-45.120503652039325
1739209764.1198514;-45.120503652039325
1739209764.1198545;-33.981070128970906
1739209764.1198575;-45.120503652039325
1739209764.1198606;-38.13080360867914
1739209764.1198637;-38.13080360867914
1739209764.1198668;-32.816014438256545
1739209764.1198702;-45.120503652039325
1739209764.1198733;-38.13080360867914
1739209764.1198764;-38.13080360867914
1739209764.1198795;-38.13080360867914
1739209764.1198826;-45.120503652039325
1739209764.1198857;-45.120503652039325
1739209764.1198888;-38.13080360867914
1739209764.119892;-28.992665084841942
1739209764.1198952;-45.120503652039325
1739209764.1198983;-45.120503652039325
1739209764.1199014;-32.816014438256545
1739209764.1199045;-33.981070128970906
1739209764.1199076;-45.120503652039325
1739209764.1199107;-38.13080360867914
1739209764.1199138;-35.57807855764607
1739209764.119917;-38.13080360867914
1739209764.1199203;-45.120503652039325
1739209764.1199234;-38.13080360867914
1739209764.1199265;-38.13080360867914
1739209764.1199296;-45.120503652039325
1739209764.1199327;-45.120503652039325
1739209764.1199358;-38.13080360867914
1739209764.1199389;-38.13080360867914
1739209764.119942;-33.981070128970906
1739209764.1199453;-45.120503652039325
1739209764.1199484;-45.120503652039325
1739209764.1199515;-45.120503652039325
1739209764.1199546;-38.13080360867914
1739209764.1199577;-45.120503652039325
1739209764.1199608;-45.120503652039325
1739209764.119964;-35.57807855764607
1739209764.119967;-30.49652367304973
1739209764.11997;-38.13080360867914
1739209764.1199734;-38.13080360867914
1739209764.1199765;-45.120503652039325
1739209764.1199796;-38.13080360867914
1739209764.1199827;-45.120503652039325
1739209764.1199858;-45.120503652039325
1739209764.119989;-45.120503652039325
1739209764.119992;-31.141103565318915
1739209764.119995;-33.981070128970906
1739209764.1199985;-45.120503652039325
1739209764.1200016;-45.120503652039325
1739209764.1200047;-38.13080360867914
1739209764.1200078;-45.120503652039325
1739209764.1200109;-45.120503652039325
