CAN Message; 0x150:0400e118ae2d0e3b
1739209889.6723986;-38.13080360867914
1739209889.672406;-30.49652367304973
1739209889.6724136;-33.981070128970906
1739209889.672421;-38.13080360867914
1739209889.6724286;-38.13080360867914
1739209889.672436;-38.13080360867914
1739209889.6724436;-35.57807855764607
1739209889.672451;-45.120503652039325
1739209889.6724586;-45.120503652039325
1739209889.672466;-45.120503652039325
1739209889.6724737;-38.13080360867914
1739209889.672481;-38.13080360867914
1739209889.6724887;-45.120503652039325
1739209889.672496;-38.13080360867914
1739209889.6725037;-35.57807855764607
1739209889.672511;-38.13080360867914
1739209889.6725187;-38.13080360867914
1739209889.6725261;-38.13080360867914
1739209889.6725338;-38.13080360867914
1739209889.6725411;-38.13080360867914
1739209889.6725488;-38.13080360867914
1739209889.6725562;-45.120503652039325
1739209889.6725638;-45.120503652039325
1739209889.6725712;-38.13080360867914
1739209889.6725788;-45.120503652039325
1739209889.6725862;-33.981070128970906
1739209889.6725938;-28.992665084841942
1739209889.6726012;-38.13080360867914
1739209889.6726089;-45.120503652039325
1739209889.6726162;-38.13080360867914
1739209889.6726239;-35.57807855764607
1739209889.6726313;-45.120503652039325
1739209889.672639;-45.120503652039325
1739209889.6726463;-38.13080360867914
1739209889.672654;-30.49652367304973
1739209889.6726613;-45.120503652039325
1739209889.672669;-45.120503652039325
1739209889.6726763;-38.13080360867914
1739209889.672684;-45.120503652039325
1739209889.6726913;-45.120503652039325
1739209889.672699;-45.120503652039325
1739209889.6727064;-38.13080360867914
1739209889.672714;-38.13080360867914
1739209889.6727214;-45.120503652039325
1739209889.672729;-38.13080360867914
1739209889.6727364;-38.13080360867914
1739209889.672744;-35.57807855764607
1739209889.6727514;-45.120503652039325
1739209889.672759;-38.13080360867914
1739209889.6727664;-45.120503652039325
1739209889.672774;-45.120503652039325
1739209889.6727815;-33.981070128970906
1739209889.672789;-33.981070128970906
1739209889.6727965;-38.13080360867914
1739209889.672804;-38.13080360867914
1739209889.6728115;-38.13080360867914
1739209889.6728191;-45.120503652039325
1739209889.6728265;-45.120503652039325
1739209889.6728342;-45.120503652039325
1739209889.6728415;-45.120503652039325
1739209889.6728492;-45.120503652039325
1739209889.6728566;-38.13080360867914
1739209889.6728642;-45.120503652039325
1739209889.6728716;-45.120503652039325
1739209889.6728792;-45.120503652039325
1739209889.6728866;-45.120503652039325
1739209889.6728942;-33.981070128970906
1739209889.6729016;-32.816014438256545
1739209889.6729093;-38.13080360867914
1739209889.6729167;-35.57807855764607
1739209889.6729243;-33.981070128970906
1739209889.6729317;-45.120503652039325
1739209889.6729393;-38.13080360867914
1739209889.6729467;-35.57807855764607
1739209889.6729543;-45.120503652039325
1739209889.6729617;-45.120503652039325
1739209889.6729693;-45.120503652039325
1739209889.6729767;-32.816014438256545
1739209889.6729844;-38.13080360867914
1739209889.6729918;-45.120503652039325
1739209889.6729994;-45.120503652039325
1739209889.6730068;-45.120503652039325
1739209889.6730144;-38.13080360867914
1739209889.6730218;-38.13080360867914
1739209889.6730294;-45.120503652039325
1739209889.6730368;-45.120503652039325
1739209889.6730444;-38.13080360867914
1739209889.6730518;-33.981070128970906
1739209889.6730595;-45.120503652039325
1739209889.6730669;-45.120503652039325
1739209889.6730745;-38.13080360867914
1739209889.6730819;-38.13080360867914
1739209889.6730895;-38.13080360867914
1739209889.673097;-45.120503652039325
1739209889.6731045;-33.981070128970906
1739209889.673112;-38.13080360867914
1739209889.6731195;-45.120503652039325
1739209889.673127;-45.120503652039325
1739209889.6731346;-38.13080360867914
1739209889.673142;-38.13080360867914
1739209889.6731496;-38.13080360867914
1739209889.673157;-45.120503652039325
1739209889.6731646;-38.13080360867914
1739209889.673172;-38.13080360867914
1739209889.6731796;-45.120503652039325
1739209889.673187;-45.120503652039325
1739209889.6731946;-38.13080360867914
1739209889.673202;-35.57807855764607
1739209889.6732097;-38.13080360867914
1739209889.673217;-45.120503652039325
1739209889.6732247;-45.120503652039325
1739209889.673232;-45.120503652039325
1739209889.6732397;-45.120503652039325
1739209889.673247;-45.120503652039325
1739209889.6732547;-38.13080360867914
1739209889.6732621;-38.13080360867914
1739209889.6732697;-38.13080360867914
1739209889.6732771;-45.120503652039325
1739209889.6732848;-33.981070128970906
1739209889.6732922;-38.13080360867914
1739209889.6732998;-45.120503652039325
1739209889.6733072;-45.120503652039325
1739209889.6733148;-33.981070128970906
1739209889.6733222;-29.438486411369333
1739209889.6733298;-45.120503652039325
1739209889.6733372;-35.57807855764607
1739209889.6733449;-38.13080360867914
1739209889.6733522;-35.57807855764607
1739209889.6733599;-38.13080360867914
1739209889.6733673;-45.120503652039325
1739209889.673375;-45.120503652039325
1739209889.6733823;-45.120503652039325
1739209889.67339;-45.120503652039325
1739209889.6733973;-38.13080360867914
1739209889.673405;-45.120503652039325
1739209889.6734123;-45.120503652039325
1739209889.67342;-45.120503652039325
1739209889.6734273;-45.120503652039325
1739209889.673435;-45.120503652039325
1739209889.6734424;-32.816014438256545
1739209889.67345;-38.13080360867914
1739209889.6734574;-38.13080360867914
1739209889.673465;-45.120503652039325
1739209889.6734724;-35.57807855764607
1739209889.67348;-38.13080360867914
1739209889.6734874;-45.120503652039325
1739209889.673495;-45.120503652039325
1739209889.6735024;-45.120503652039325
1739209889.67351;-38.13080360867914
1739209889.6735175;-38.13080360867914
1739209889.673525;-38.13080360867914
1739209889.6735325;-45.120503652039325
1739209889.67354;-38.13080360867914
1739209889.6735475;-45.120503652039325
1739209889.6735551;-45.120503652039325
1739209889.6735625;-45.120503652039325
1739209889.6735702;-38.13080360867914
1739209889.6735775;-38.13080360867914
1739209889.6735852;-38.13080360867914
1739209889.6735926;-35.57807855764607
1739209889.6736002;-38.13080360867914
1739209889.6736076;-35.57807855764607
1739209889.6736152;-45.120503652039325
1739209889.6736226;-38.13080360867914
1739209889.6736302;-38.13080360867914
1739209889.6736376;-45.120503652039325
1739209889.6736453;-45.120503652039325
1739209889.6736526;-45.120503652039325
1739209889.6736603;-45.120503652039325
1739209889.6736677;-45.120503652039325
1739209889.6736753;-32.816014438256545
1739209889.6736827;-38.13080360867914
1739209889.6736903;-32.816014438256545
1739209889.6736977;-45.120503652039325
1739209889.6737053;-38.13080360867914
1739209889.6737127;-45.120503652039325
1739209889.6737204;-45.120503652039325
1739209889.6737278;-38.13080360867914
1739209889.6737354;-45.120503652039325
1739209889.6737428;-31.141103565318915
1739209889.6737504;-33.981070128970906
1739209889.6737578;-45.120503652039325
1739209889.6737654;-38.13080360867914
1739209889.6737728;-38.13080360867914
1739209889.6737804;-35.57807855764607
1739209889.6737878;-35.57807855764607
1739209889.6737955;-33.981070128970906
1739209889.6738029;-38.13080360867914
1739209889.6738105;-38.13080360867914
1739209889.6738179;-35.57807855764607
1739209889.6738255;-45.120503652039325
1739209889.673833;-45.120503652039325
1739209889.6738405;-38.13080360867914
1739209889.673848;-38.13080360867914
1739209889.6738555;-45.120503652039325
1739209889.673863;-45.120503652039325
1739209889.6738706;-45.120503652039325
1739209889.673878;-45.120503652039325
1739209889.6738856;-45.120503652039325
1739209889.673893;-45.120503652039325
1739209889.6739006;-45.120503652039325
1739209889.673908;-38.13080360867914
1739209889.6739156;-38.13080360867914
1739209889.673923;-33.981070128970906
1739209889.6739306;-33.981070128970906
1739209889.673938;-38.13080360867914
1739209889.6739457;-38.13080360867914
1739209889.673953;-38.13080360867914
1739209889.6739607;-38.13080360867914
1739209889.673968;-38.13080360867914
1739209889.6739757;-38.13080360867914
1739209889.673983;-38.13080360867914
1739209889.6739907;-35.57807855764607
1739209889.673998;-38.13080360867914
1739209889.6740057;-45.120503652039325
1739209889.6740131;-45.120503652039325
1739209889.6740208;-45.120503652039325
1739209889.6740282;-45.120503652039325
1739209889.6740358;-38.13080360867914
1739209889.6740432;-33.981070128970906
1739209889.6740508;-28.992665084841942
1739209889.6740582;-45.120503652039325
1739209889.6740658;-38.13080360867914
1739209889.6740732;-38.13080360867914
1739209889.6740808;-38.13080360867914
1739209889.6740882;-45.120503652039325
1739209889.6740959;-45.120503652039325
1739209889.6741033;-33.981070128970906
1739209889.674111;-45.120503652039325
1739209889.6741183;-45.120503652039325
1739209889.674126;-38.13080360867914
1739209889.6741333;-35.57807855764607
1739209889.674141;-38.13080360867914
1739209889.6741483;-45.120503652039325
1739209889.674156;-38.13080360867914
1739209889.6741633;-45.120503652039325
1739209889.674171;-38.13080360867914
1739209889.6741784;-38.13080360867914
1739209889.674186;-38.13080360867914
1739209889.6741934;-33.981070128970906
1739209889.674201;-45.120503652039325
1739209889.6742084;-45.120503652039325
1739209889.674216;-38.13080360867914
1739209889.6742234;-45.120503652039325
1739209889.674231;-33.981070128970906
1739209889.6742384;-38.13080360867914
1739209889.674246;-45.120503652039325
1739209889.6742535;-45.120503652039325
1739209889.674261;-38.13080360867914
1739209889.6742685;-32.816014438256545
1739209889.674276;-38.13080360867914
1739209889.6742835;-45.120503652039325
1739209889.6742911;-38.13080360867914
1739209889.6742985;-45.120503652039325
1739209889.6743062;-45.120503652039325
1739209889.6743135;-45.120503652039325
1739209889.6743212;-45.120503652039325
1739209889.6743286;-38.13080360867914
1739209889.6743362;-38.13080360867914
1739209889.6743436;-38.13080360867914
1739209889.6743512;-45.120503652039325
1739209889.6743586;-38.13080360867914
1739209889.6743662;-38.13080360867914
1739209889.6743736;-45.120503652039325
1739209889.6743813;-38.13080360867914
1739209889.6743886;-38.13080360867914
1739209889.6743963;-45.120503652039325
1739209889.6744037;-38.13080360867914
1739209889.6744113;-38.13080360867914
1739209889.6744187;-45.120503652039325
1739209889.6744263;-38.13080360867914
1739209889.6744337;-45.120503652039325
1739209889.6744413;-33.981070128970906
1739209889.6744487;-45.120503652039325
1739209889.6744564;-45.120503652039325
1739209889.6744637;-38.13080360867914
1739209889.6744714;-45.120503652039325
1739209889.6744788;-38.13080360867914
1739209889.6744864;-33.981070128970906
1739209889.6744938;-35.57807855764607
1739209889.6745014;-35.57807855764607
1739209889.6745088;-45.120503652039325
1739209889.6745164;-38.13080360867914
1739209889.6745238;-38.13080360867914
1739209889.6745315;-38.13080360867914
1739209889.6745389;-35.57807855764607
1739209889.6745465;-38.13080360867914
1739209889.6745539;-35.57807855764607
1739209889.6745615;-38.13080360867914
1739209889.674569;-35.57807855764607
1739209889.6745765;-38.13080360867914
1739209889.674584;-32.816014438256545
1739209889.6745915;-45.120503652039325
1739209889.674599;-45.120503652039325
1739209889.6746066;-38.13080360867914
1739209889.674614;-45.120503652039325
1739209889.6746216;-38.13080360867914
1739209889.674629;-45.120503652039325
1739209889.6746366;-38.13080360867914
1739209889.674644;-45.120503652039325
1739209889.6746516;-35.57807855764607
1739209889.674659;-32.816014438256545
1739209889.6746666;-45.120503652039325
1739209889.674674;-38.13080360867914
1739209889.6746817;-45.120503652039325
1739209889.674689;-35.57807855764607
1739209889.6746967;-45.120503652039325
1739209889.674704;-45.120503652039325
1739209889.6747117;-45.120503652039325
1739209889.674719;-45.120503652039325
1739209889.6747267;-38.13080360867914
1739209889.674734;-38.13080360867914
1739209889.6747417;-45.120503652039325
1739209889.6747491;-45.120503652039325
1739209889.6747568;-33.981070128970906
1739209889.6747642;-45.120503652039325
1739209889.6747718;-45.120503652039325
1739209889.6747792;-45.120503652039325
1739209889.6747868;-45.120503652039325
1739209889.6747942;-45.120503652039325
1739209889.6748018;-33.981070128970906
1739209889.6748092;-38.13080360867914
1739209889.6748168;-45.120503652039325
1739209889.6748242;-45.120503652039325
1739209889.6748319;-33.981070128970906
1739209889.6748393;-29.438486411369333
1739209889.674847;-38.13080360867914
1739209889.6748543;-45.120503652039325
1739209889.674862;-45.120503652039325
1739209889.6748693;-32.816014438256545
1739209889.674877;-45.120503652039325
1739209889.6748843;-45.120503652039325
1739209889.674892;-45.120503652039325
1739209889.6748993;-45.120503652039325
1739209889.674907;-45.120503652039325
1739209889.6749144;-38.13080360867914
1739209889.674922;-38.13080360867914
1739209889.6749294;-45.120503652039325
1739209889.674937;-38.13080360867914
1739209889.6749444;-38.13080360867914
1739209889.674952;-33.981070128970906
1739209889.6749594;-31.141103565318893
1739209889.674967;-38.13080360867914
1739209889.6749744;-45.120503652039325
1739209889.674982;-38.13080360867914
1739209889.6749895;-45.120503652039325
1739209889.674997;-45.120503652039325
1739209889.6750045;-45.120503652039325
1739209889.675012;-45.120503652039325
1739209889.6750195;-45.120503652039325
1739209889.6750271;-38.13080360867914
1739209889.6750345;-38.13080360867914
1739209889.6750422;-38.13080360867914
1739209889.6750495;-45.120503652039325
1739209889.6750572;-45.120503652039325
1739209889.6750646;-45.120503652039325
1739209889.6750722;-38.13080360867914
1739209889.6750796;-38.13080360867914
1739209889.6750872;-45.120503652039325
1739209889.6750946;-45.120503652039325
1739209889.6751022;-45.120503652039325
1739209889.6751096;-45.120503652039325
1739209889.6751173;-45.120503652039325
1739209889.6751246;-45.120503652039325
1739209889.6751323;-45.120503652039325
1739209889.6751397;-31.141103565318915
1739209889.6751473;-35.57807855764607
1739209889.6751547;-38.13080360867914
1739209889.6751623;-45.120503652039325
1739209889.6751697;-38.13080360867914
1739209889.6751773;-38.13080360867914
1739209889.6751847;-38.13080360867914
1739209889.6751924;-33.981070128970906
1739209889.6751997;-38.13080360867914
1739209889.6752074;-38.13080360867914
1739209889.6752148;-35.57807855764607
1739209889.6752224;-38.13080360867914
1739209889.6752298;-45.120503652039325
1739209889.6752374;-45.120503652039325
1739209889.6752448;-33.981070128970906
1739209889.6752524;-38.13080360867914
1739209889.6752598;-38.13080360867914
1739209889.6752675;-38.13080360867914
1739209889.6752748;-45.120503652039325
1739209889.6752825;-38.13080360867914
1739209889.6752899;-45.120503652039325
1739209889.6752975;-38.13080360867914
1739209889.675305;-38.13080360867914
1739209889.6753125;-45.120503652039325
1739209889.67532;-38.13080360867914
1739209889.6753275;-35.57807855764607
1739209889.675335;-38.13080360867914
1739209889.6753426;-45.120503652039325
1739209889.67535;-33.981070128970906
1739209889.6753576;-35.57807855764607
1739209889.675365;-38.13080360867914
1739209889.6753726;-38.13080360867914
1739209889.67538;-45.120503652039325
1739209889.6753876;-45.120503652039325
1739209889.675395;-38.13080360867914
1739209889.6754026;-38.13080360867914
1739209889.67541;-45.120503652039325
1739209889.6754177;-45.120503652039325
1739209889.675425;-33.981070128970906
1739209889.6754327;-38.13080360867914
1739209889.67544;-38.13080360867914
1739209889.6754477;-38.13080360867914
1739209889.675455;-33.981070128970906
1739209889.6754627;-45.120503652039325
1739209889.67547;-45.120503652039325
1739209889.6754777;-33.981070128970906
1739209889.6754851;-45.120503652039325
1739209889.6754928;-38.13080360867914
1739209889.6755002;-38.13080360867914
1739209889.6755078;-45.120503652039325
1739209889.6755152;-38.13080360867914
1739209889.6755228;-38.13080360867914
1739209889.6755302;-45.120503652039325
1739209889.6755378;-45.120503652039325
1739209889.6755452;-45.120503652039325
1739209889.6755528;-45.120503652039325
1739209889.6755602;-35.57807855764607
1739209889.6755679;-38.13080360867914
1739209889.6755753;-45.120503652039325
1739209889.675583;-45.120503652039325
1739209889.6755903;-38.13080360867914
1739209889.675598;-45.120503652039325
1739209889.6756053;-45.120503652039325
1739209889.675613;-45.120503652039325
1739209889.6756203;-33.981070128970906
1739209889.675628;-33.981070128970906
1739209889.6756353;-45.120503652039325
1739209889.675643;-45.120503652039325
1739209889.6756504;-45.120503652039325
1739209889.675658;-35.57807855764607
1739209889.6756654;-45.120503652039325
1739209889.675673;-45.120503652039325
1739209889.6756804;-38.13080360867914
1739209889.675688;-45.120503652039325
1739209889.6756954;-45.120503652039325
1739209889.675703;-45.120503652039325
1739209889.6757104;-38.13080360867914
1739209889.675718;-45.120503652039325
1739209889.6757255;-45.120503652039325
1739209889.675733;-38.13080360867914
1739209889.6757405;-45.120503652039325
1739209889.675748;-31.141103565318915
1739209889.6757555;-33.981070128970906
1739209889.6757631;-38.13080360867914
1739209889.6757705;-45.120503652039325
1739209889.6757782;-38.13080360867914
1739209889.6757855;-35.57807855764607
1739209889.6757932;-38.13080360867914
1739209889.6758006;-45.120503652039325
1739209889.6758082;-45.120503652039325
1739209889.6758156;-38.13080360867914
1739209889.6758232;-38.13080360867914
1739209889.6758306;-45.120503652039325
1739209889.6758382;-45.120503652039325
1739209889.6758456;-38.13080360867914
1739209889.6758533;-38.13080360867914
1739209889.6758606;-45.120503652039325
1739209889.6758683;-45.120503652039325
1739209889.6758757;-38.13080360867914
1739209889.6758833;-38.13080360867914
1739209889.6758907;-45.120503652039325
1739209889.6758983;-33.981070128970906
1739209889.6759057;-35.57807855764607
1739209889.6759133;-38.13080360867914
1739209889.6759207;-45.120503652039325
1739209889.6759284;-35.57807855764607
1739209889.6759357;-32.816014438256545
1739209889.6759434;-45.120503652039325
1739209889.6759508;-45.120503652039325
1739209889.6759584;-45.120503652039325
1739209889.6759658;-35.57807855764607
1739209889.675968;-45.120503652039325
1739209889.67597;-38.13080360867914
1739209889.675972;-45.120503652039325
1739209889.6759741;-38.13080360867914
1739209889.6759763;-38.13080360867914
1739209889.6759784;-38.13080360867914
1739209889.6759806;-38.13080360867914
1739209889.6759827;-45.120503652039325
1739209889.6759846;-35.57807855764607
1739209889.6759868;-32.816014438256545
1739209889.675989;-32.816014438256545
1739209889.675991;-28.58837851428586
1739209889.6759932;-45.120503652039325
1739209889.6759953;-45.120503652039325
1739209889.6759973;-45.120503652039325
1739209889.6759994;-45.120503652039325
1739209889.6760015;-38.13080360867914
1739209889.6760037;-38.13080360867914
1739209889.6760058;-45.120503652039325
1739209889.676008;-38.13080360867914
1739209889.67601;-45.120503652039325
1739209889.676012;-38.13080360867914
1739209889.6760142;-38.13080360867914
1739209889.6760163;-38.13080360867914
1739209889.6760185;-38.13080360867914
1739209889.6760206;-38.13080360867914
1739209889.6760225;-33.981070128970906
1739209889.6760247;-35.57807855764607
1739209889.6760268;-38.13080360867914
1739209889.676029;-35.57807855764607
1739209889.676031;-38.13080360867914
1739209889.6760333;-45.120503652039325
1739209889.6760352;-38.13080360867914
1739209889.6760373;-45.120503652039325
1739209889.6760395;-38.13080360867914
1739209889.6760416;-28.21854285175415
1739209889.6760437;-45.120503652039325
1739209889.676046;-45.120503652039325
1739209889.6760478;-38.13080360867914
1739209889.67605;-32.816014438256545
1739209889.676052;-45.120503652039325
1739209889.6760542;-38.13080360867914
1739209889.6760564;-45.120503652039325
1739209889.6760585;-45.120503652039325
1739209889.6760604;-45.120503652039325
1739209889.6760626;-45.120503652039325
1739209889.6760647;-45.120503652039325
1739209889.6760669;-45.120503652039325
1739209889.676069;-38.13080360867914
1739209889.6760712;-45.120503652039325
1739209889.676073;-38.13080360867914
1739209889.6760752;-25.826314394896354
1739209889.6760774;-38.13080360867914
1739209889.6760795;-45.120503652039325
1739209889.6760817;-33.981070128970906
1739209889.6760838;-38.13080360867914
1739209889.6760857;-45.120503652039325
1739209889.6760879;-45.120503652039325
1739209889.67609;-33.981070128970906
1739209889.6760921;-45.120503652039325
1739209889.6760943;-45.120503652039325
1739209889.6760964;-45.120503652039325
1739209889.6760983;-38.13080360867914
1739209889.6761005;-32.816014438256545
1739209889.6761026;-38.13080360867914
1739209889.6761048;-45.120503652039325
1739209889.676107;-38.13080360867914
1739209889.676109;-45.120503652039325
1739209889.676111;-38.13080360867914
1739209889.6761131;-45.120503652039325
1739209889.6761153;-38.13080360867914
1739209889.6761174;-45.120503652039325
1739209889.6761196;-38.13080360867914
1739209889.6761215;-45.120503652039325
1739209889.6761236;-38.13080360867914
1739209889.6761258;-30.49652367304973
1739209889.676128;-33.981070128970906
1739209889.67613;-45.120503652039325
1739209889.6761322;-38.13080360867914
1739209889.676134;-35.57807855764607
1739209889.6761363;-45.120503652039325
1739209889.6761384;-45.120503652039325
1739209889.6761405;-33.981070128970906
1739209889.6761427;-45.120503652039325
1739209889.6761448;-38.13080360867914
1739209889.6761467;-45.120503652039325
1739209889.676149;-33.981070128970906
1739209889.676151;-45.120503652039325
1739209889.6761532;-33.981070128970906
1739209889.6761553;-45.120503652039325
1739209889.6761575;-45.120503652039325
1739209889.6761594;-38.13080360867914
1739209889.6761615;-38.13080360867914
1739209889.6761637;-45.120503652039325
1739209889.6761658;-38.13080360867914
1739209889.676168;-38.13080360867914
1739209889.67617;-45.120503652039325
1739209889.676172;-45.120503652039325
1739209889.6761742;-38.13080360867914
1739209889.6761763;-35.57807855764607
1739209889.6761785;-38.13080360867914
1739209889.6761806;-45.120503652039325
1739209889.6761827;-45.120503652039325
1739209889.6761847;-38.13080360867914
1739209889.6761868;-35.57807855764607
1739209889.676189;-38.13080360867914
1739209889.676191;-45.120503652039325
1739209889.6761932;-45.120503652039325
1739209889.6761954;-38.13080360867914
1739209889.6761973;-45.120503652039325
1739209889.6761994;-45.120503652039325
1739209889.6762016;-45.120503652039325
1739209889.6762037;-45.120503652039325
1739209889.6762059;-45.120503652039325
1739209889.676208;-33.981070128970906
1739209889.67621;-45.120503652039325
1739209889.676212;-33.981070128970906
1739209889.6762142;-38.13080360867914
1739209889.6762164;-45.120503652039325
1739209889.6762185;-38.13080360867914
1739209889.6762207;-35.57807855764607
1739209889.6762226;-38.13080360867914
1739209889.6762247;-45.120503652039325
1739209889.6762269;-45.120503652039325
1739209889.676229;-38.13080360867914
1739209889.6762311;-45.120503652039325
1739209889.6762333;-45.120503652039325
1739209889.6762352;-45.120503652039325
1739209889.6762373;-38.13080360867914
1739209889.6762395;-38.13080360867914
1739209889.6762416;-45.120503652039325
1739209889.6762438;-38.13080360867914
1739209889.676246;-38.13080360867914
1739209889.6762478;-38.13080360867914
1739209889.67625;-45.120503652039325
1739209889.6762521;-38.13080360867914
1739209889.6762543;-38.13080360867914
1739209889.6762564;-38.13080360867914
1739209889.6762586;-45.120503652039325
1739209889.6762605;-45.120503652039325
1739209889.6762626;-45.120503652039325
1739209889.6762648;-45.120503652039325
1739209889.676267;-45.120503652039325
1739209889.676269;-32.816014438256545
1739209889.6762712;-33.981070128970906
1739209889.676273;-45.120503652039325
1739209889.6762753;-38.13080360867914
1739209889.6762774;-32.816014438256545
1739209889.6762795;-32.816014438256545
1739209889.6762817;-45.120503652039325
1739209889.6762836;-38.13080360867914
1739209889.6762857;-38.13080360867914
1739209889.676288;-38.13080360867914
1739209889.67629;-45.120503652039325
1739209889.6762922;-38.13080360867914
1739209889.6762943;-38.13080360867914
1739209889.6762962;-31.141103565318915
1739209889.6762984;-38.13080360867914
1739209889.6763005;-38.13080360867914
1739209889.6763027;-32.816014438256545
1739209889.6763048;-38.13080360867914
1739209889.676307;-45.120503652039325
1739209889.6763089;-38.13080360867914
1739209889.676311;-33.981070128970906
1739209889.6763132;-32.81601443825658
1739209889.6763153;-38.13080360867914
1739209889.6763175;-33.981070128970906
1739209889.6763196;-38.13080360867914
1739209889.6763215;-45.120503652039325
1739209889.6763237;-45.120503652039325
1739209889.6763258;-38.13080360867914
1739209889.676328;-45.120503652039325
1739209889.67633;-33.981070128970906
1739209889.6763322;-38.13080360867914
1739209889.6763341;-45.120503652039325
1739209889.6763363;-38.13080360867914
1739209889.6763384;-38.13080360867914
1739209889.6763406;-45.120503652039325
1739209889.6763427;-35.57807855764607
1739209889.6763449;-38.13080360867914
1739209889.6763468;-45.120503652039325
1739209889.676349;-38.13080360867914
1739209889.676351;-38.13080360867914
1739209889.6763532;-45.120503652039325
1739209889.6763554;-38.13080360867914
1739209889.6763575;-45.120503652039325
1739209889.6763594;-45.120503652039325
1739209889.6763616;-45.120503652039325
1739209889.6763637;-45.120503652039325
1739209889.6763659;-45.120503652039325
1739209889.676368;-45.120503652039325
1739209889.6763701;-45.120503652039325
1739209889.676372;-45.120503652039325
1739209889.6763742;-38.13080360867914
1739209889.6763763;-38.13080360867914
1739209889.6763785;-45.120503652039325
1739209889.6763806;-33.981070128970906
1739209889.6763828;-29.438486411369333
1739209889.6763847;-45.120503652039325
1739209889.6763868;-45.120503652039325
1739209889.676389;-33.981070128970906
1739209889.6763911;-35.57807855764607
1739209889.6763933;-38.13080360867914
1739209889.6763954;-45.120503652039325
1739209889.6763973;-45.120503652039325
1739209889.6763995;-38.13080360867914
1739209889.6764016;-38.13080360867914
1739209889.6764038;-45.120503652039325
1739209889.676406;-45.120503652039325
1739209889.676408;-38.13080360867914
1739209889.67641;-38.13080360867914
1739209889.676412;-45.120503652039325
1739209889.6764143;-35.57807855764607
1739209889.6764164;-31.141103565318893
1739209889.6764185;-38.13080360867914
1739209889.6764207;-35.57807855764607
1739209889.6764226;-38.13080360867914
1739209889.6764247;-45.120503652039325
1739209889.676427;-38.13080360867914
1739209889.676429;-33.981070128970906
1739209889.6764312;-33.981070128970906
1739209889.676433;-38.13080360867914
1739209889.6764352;-35.57807855764607
1739209889.6764374;-32.816014438256545
1739209889.6764395;-45.120503652039325
1739209889.6764417;-38.13080360867914
1739209889.6764438;-38.13080360867914
1739209889.6764457;-38.13080360867914
1739209889.6764479;-38.13080360867914
1739209889.67645;-45.120503652039325
1739209889.6764522;-38.13080360867914
1739209889.6764543;-45.120503652039325
1739209889.6764565;-45.120503652039325
1739209889.6764584;-45.120503652039325
1739209889.6764605;-45.120503652039325
1739209889.6764627;-38.13080360867914
1739209889.6764648;-45.120503652039325
1739209889.676467;-45.120503652039325
1739209889.676469;-38.13080360867914
1739209889.676471;-38.13080360867914
1739209889.6764731;-45.120503652039325
1739209889.6764753;-35.57807855764607
1739209889.6764774;-38.13080360867914
1739209889.6764796;-45.120503652039325
1739209889.6764817;-38.13080360867914
1739209889.6764836;-38.13080360867914
1739209889.6764858;-45.120503652039325
1739209889.676488;-38.13080360867914
1739209889.67649;-45.120503652039325
1739209889.6764922;-45.120503652039325
1739209889.6764944;-38.13080360867914
1739209889.6764963;-45.120503652039325
1739209889.6764984;-45.120503652039325
1739209889.6765006;-32.816014438256545
1739209889.6765027;-38.13080360867914
1739209889.6765049;-45.120503652039325
1739209889.676507;-45.120503652039325
1739209889.676509;-35.57807855764607
1739209889.676511;-38.13080360867914
1739209889.6765132;-45.120503652039325
1739209889.6765153;-45.120503652039325
1739209889.6765175;-45.120503652039325
1739209889.6765196;-45.120503652039325
1739209889.6765215;-45.120503652039325
1739209889.6765237;-38.13080360867914
1739209889.6765258;-45.120503652039325
1739209889.676528;-38.13080360867914
1739209889.6765301;-35.57807855764607
1739209889.6765323;-38.13080360867914
1739209889.6765342;-38.13080360867914
1739209889.6765363;-38.13080360867914
1739209889.6765385;-38.13080360867914
1739209889.6765406;-38.13080360867914
1739209889.6765428;-35.57807855764607
1739209889.676545;-38.13080360867914
1739209889.6765468;-45.120503652039325
1739209889.676549;-45.120503652039325
1739209889.676551;-45.120503652039325
1739209889.6765532;-45.120503652039325
1739209889.6765554;-45.120503652039325
1739209889.6765575;-45.120503652039325
1739209889.6765594;-45.120503652039325
1739209889.6765616;-38.13080360867914
1739209889.6765637;-35.57807855764607
1739209889.676566;-45.120503652039325
1739209889.676568;-45.120503652039325
1739209889.6765702;-45.120503652039325
1739209889.676572;-45.120503652039325
1739209889.6765742;-38.13080360867914
1739209889.6765764;-45.120503652039325
1739209889.6765785;-38.13080360867914
1739209889.6765807;-38.13080360867914
1739209889.6765826;-45.120503652039325
1739209889.6765847;-45.120503652039325
1739209889.6765869;-38.13080360867914
1739209889.676589;-45.120503652039325
1739209889.6765912;-45.120503652039325
1739209889.6765933;-38.13080360867914
1739209889.6765952;-35.57807855764607
1739209889.6765974;-35.57807855764607
1739209889.6765995;-38.13080360867914
1739209889.6766016;-45.120503652039325
1739209889.6766038;-45.120503652039325
1739209889.676606;-45.120503652039325
1739209889.6766078;-38.13080360867914
1739209889.67661;-45.120503652039325
1739209889.6766121;-45.120503652039325
1739209889.6766143;-45.120503652039325
1739209889.6766164;-38.13080360867914
1739209889.6766186;-45.120503652039325
1739209889.6766205;-31.141103565318915
