CAN Message; 0x1b8:0200422f54ea02f0
1739209620.904464;-45.120503652039325
1739209620.9044697;-38.13080360867914
1739209620.9044755;-38.13080360867914
1739209620.904481;-45.120503652039325
1739209620.9044867;-38.13080360867914
1739209620.9044924;-38.13080360867914
1739209620.9044979;-35.57807855764607
1739209620.9045036;-32.816014438256545
1739209620.9045093;-33.981070128970906
1739209620.9045148;-45.120503652039325
1739209620.9045205;-38.13080360867914
1739209620.9045262;-45.120503652039325
1739209620.904532;-38.13080360867914
1739209620.9045374;-35.57807855764607
1739209620.9045432;-38.13080360867914
1739209620.904549;-45.120503652039325
1739209620.9045544;-45.120503652039325
1739209620.90456;-38.13080360867914
1739209620.9045658;-45.120503652039325
1739209620.9045713;-38.13080360867914
1739209620.904577;-31.141103565318915
1739209620.9045827;-38.13080360867914
1739209620.9045882;-45.120503652039325
1739209620.904594;-38.13080360867914
1739209620.9045997;-38.13080360867914
1739209620.9046054;-38.13080360867914
1739209620.9046109;-33.981070128970906
1739209620.9046166;-45.120503652039325
1739209620.9046223;-38.13080360867914
1739209620.9046278;-38.13080360867914
1739209620.9046335;-38.13080360867914
1739209620.9046392;-33.981070128970906
1739209620.9046447;-45.120503652039325
1739209620.9046504;-45.120503652039325
1739209620.9046562;-45.120503652039325
1739209620.904662;-45.120503652039325
1739209620.9046674;-45.120503652039325
1739209620.904673;-45.120503652039325
1739209620.9046788;-45.120503652039325
1739209620.9046843;-38.13080360867914
1739209620.90469;-38.13080360867914
1739209620.9046957;-45.120503652039325
1739209620.9047012;-45.120503652039325
1739209620.904707;-38.13080360867914
1739209620.9047127;-38.13080360867914
1739209620.9047182;-45.120503652039325
1739209620.904724;-45.120503652039325
1739209620.9047296;-38.13080360867914
1739209620.9047353;-33.981070128970906
1739209620.9047408;-38.13080360867914
1739209620.9047465;-45.120503652039325
1739209620.9047523;-38.13080360867914
1739209620.9047577;-33.981070128970906
1739209620.9047635;-45.120503652039325
1739209620.9047692;-38.13080360867914
1739209620.9047747;-38.13080360867914
1739209620.9047804;-45.120503652039325
1739209620.904786;-45.120503652039325
1739209620.9047918;-38.13080360867914
1739209620.9047973;-38.13080360867914
1739209620.904803;-31.141103565318915
1739209620.9048088;-33.981070128970906
1739209620.9048142;-38.13080360867914
1739209620.90482;-33.981070128970906
1739209620.9048257;-33.981070128970906
1739209620.9048312;-45.120503652039325
1739209620.904837;-45.120503652039325
1739209620.9048426;-45.120503652039325
1739209620.904848;-45.120503652039325
1739209620.9048538;-38.13080360867914
1739209620.9048595;-38.13080360867914
1739209620.9048653;-35.57807855764607
1739209620.9048707;-38.13080360867914
1739209620.9048765;-45.120503652039325
1739209620.9048822;-38.13080360867914
1739209620.9048877;-38.13080360867914
1739209620.9048934;-35.57807855764607
1739209620.9048991;-31.141103565318915
1739209620.9049046;-45.120503652039325
1739209620.9049103;-33.981070128970906
1739209620.904916;-38.13080360867914
1739209620.9049215;-38.13080360867914
1739209620.9049273;-45.120503652039325
1739209620.904933;-32.816014438256545
1739209620.9049387;-45.120503652039325
1739209620.9049442;-45.120503652039325
1739209620.90495;-35.57807855764607
1739209620.9049556;-45.120503652039325
1739209620.904961;-45.120503652039325
1739209620.9049668;-45.120503652039325
1739209620.9049726;-38.13080360867914
1739209620.904978;-38.13080360867914
1739209620.9049838;-32.816014438256545
1739209620.9049895;-26.991370085610722
1739209620.9049952;-45.120503652039325
1739209620.9050007;-45.120503652039325
1739209620.9050064;-38.13080360867914
1739209620.9050121;-35.57807855764607
1739209620.9050176;-38.13080360867914
1739209620.9050233;-45.120503652039325
1739209620.905029;-45.120503652039325
1739209620.9050345;-33.981070128970956
1739209620.9050403;-45.120503652039325
1739209620.905046;-38.13080360867914
1739209620.9050515;-45.120503652039325
1739209620.9050572;-38.13080360867914
1739209620.905063;-38.13080360867914
1739209620.9050686;-45.120503652039325
1739209620.9050741;-38.13080360867914
1739209620.9050798;-30.49652367304973
1739209620.9050856;-35.57807855764607
1739209620.905091;-45.120503652039325
1739209620.9050968;-38.13080360867914
1739209620.9051025;-32.816014438256545
1739209620.905108;-33.981070128970906
1739209620.9051137;-45.120503652039325
1739209620.9051194;-38.13080360867914
1739209620.9051251;-35.57807855764607
1739209620.9051306;-38.13080360867914
1739209620.9051363;-45.120503652039325
1739209620.905142;-38.13080360867914
1739209620.9051476;-38.13080360867914
1739209620.9051533;-45.120503652039325
1739209620.905159;-38.13080360867914
1739209620.9051645;-38.13080360867914
1739209620.9051702;-45.120503652039325
1739209620.905176;-45.120503652039325
1739209620.9051814;-45.120503652039325
1739209620.9051871;-38.13080360867914
1739209620.9051929;-45.120503652039325
1739209620.9051986;-38.13080360867914
1739209620.905204;-45.120503652039325
1739209620.9052098;-38.13080360867914
1739209620.9052155;-28.21854285175415
1739209620.905221;-38.13080360867914
1739209620.9052267;-45.120503652039325
1739209620.9052324;-33.981070128970906
1739209620.905238;-38.13080360867914
1739209620.9052436;-38.13080360867914
1739209620.9052494;-35.57807855764607
1739209620.905255;-38.13080360867914
1739209620.9052606;-45.120503652039325
1739209620.9052663;-45.120503652039325
1739209620.905272;-38.13080360867914
1739209620.9052775;-38.13080360867914
1739209620.9052832;-45.120503652039325
1739209620.905289;-38.13080360867914
1739209620.9052944;-38.13080360867914
1739209620.9053001;-45.120503652039325
1739209620.9053059;-31.141103565318893
1739209620.9053113;-35.57807855764607
1739209620.905317;-38.13080360867914
1739209620.9053228;-38.13080360867914
1739209620.9053285;-45.120503652039325
1739209620.905334;-45.120503652039325
1739209620.9053397;-38.13080360867914
1739209620.9053454;-38.13080360867914
1739209620.905351;-45.120503652039325
1739209620.9053566;-38.13080360867914
1739209620.9053624;-35.57807855764607
1739209620.9053679;-38.13080360867914
1739209620.9053736;-32.816014438256545
1739209620.9053793;-35.57807855764607
1739209620.905385;-45.120503652039325
1739209620.9053905;-35.57807855764607
1739209620.9053962;-35.57807855764607
1739209620.905402;-38.13080360867914
1739209620.9054074;-45.120503652039325
1739209620.9054132;-33.981070128970906
1739209620.9054189;-45.120503652039325
1739209620.9054244;-45.120503652039325
1739209620.90543;-45.120503652039325
1739209620.9054358;-45.120503652039325
1739209620.9054413;-32.816014438256545
1739209620.905447;-35.57807855764607
1739209620.9054527;-45.120503652039325
1739209620.9054585;-45.120503652039325
1739209620.905464;-38.13080360867914
1739209620.9054697;-38.13080360867914
1739209620.9054754;-45.120503652039325
1739209620.9054809;-38.13080360867914
1739209620.9054866;-38.13080360867914
1739209620.9054923;-45.120503652039325
1739209620.9054978;-45.120503652039325
1739209620.9055035;-45.120503652039325
1739209620.9055092;-35.57807855764607
1739209620.905515;-38.13080360867914
1739209620.9055204;-38.13080360867914
1739209620.9055262;-45.120503652039325
1739209620.905532;-33.981070128970906
1739209620.9055374;-33.981070128970906
1739209620.905543;-45.120503652039325
1739209620.9055488;-38.13080360867914
1739209620.9055543;-33.981070128970906
1739209620.90556;-32.816014438256545
1739209620.9055657;-45.120503652039325
1739209620.9055712;-45.120503652039325
1739209620.905577;-38.13080360867914
1739209620.9055827;-45.120503652039325
1739209620.9055884;-45.120503652039325
1739209620.9055939;-38.13080360867914
1739209620.9055996;-33.981070128970906
1739209620.9056053;-38.13080360867914
1739209620.9056108;-38.13080360867914
1739209620.9056165;-45.120503652039325
1739209620.9056222;-38.13080360867914
1739209620.9056277;-33.981070128970906
1739209620.9056334;-45.120503652039325
1739209620.9056392;-38.13080360867914
1739209620.905645;-38.13080360867914
1739209620.9056504;-35.57807855764607
1739209620.905656;-38.13080360867914
1739209620.9056618;-38.13080360867914
1739209620.9056673;-45.120503652039325
1739209620.905673;-45.120503652039325
1739209620.9056787;-38.13080360867914
1739209620.9056842;-45.120503652039325
1739209620.90569;-38.13080360867914
1739209620.9056957;-38.13080360867914
1739209620.9057012;-38.13080360867914
1739209620.905707;-38.13080360867914
1739209620.9057126;-45.120503652039325
1739209620.9057183;-38.13080360867914
1739209620.9057238;-35.57807855764607
1739209620.9057295;-35.57807855764607
1739209620.9057353;-45.120503652039325
1739209620.9057407;-38.13080360867914
1739209620.9057465;-38.13080360867914
1739209620.9057522;-45.120503652039325
1739209620.9057577;-45.120503652039325
1739209620.9057634;-38.13080360867914
1739209620.905769;-45.120503652039325
1739209620.9057746;-38.13080360867914
1739209620.9057803;-45.120503652039325
1739209620.905786;-38.13080360867914
1739209620.9057918;-38.13080360867914
1739209620.9057972;-38.13080360867914
1739209620.905803;-45.120503652039325
1739209620.9058087;-45.120503652039325
1739209620.9058142;-45.120503652039325
1739209620.90582;-45.120503652039325
1739209620.9058256;-45.120503652039325
1739209620.905831;-33.981070128970906
1739209620.9058368;-38.13080360867914
1739209620.9058425;-45.120503652039325
1739209620.9058483;-45.120503652039325
1739209620.9058537;-33.981070128970906
1739209620.9058595;-30.49652367304973
1739209620.9058652;-38.13080360867914
1739209620.9058707;-45.120503652039325
1739209620.9058764;-38.13080360867914
1739209620.9058821;-30.49652367304973
1739209620.9058876;-38.13080360867914
1739209620.9058933;-45.120503652039325
1739209620.905899;-45.120503652039325
1739209620.9059045;-45.120503652039325
1739209620.9059103;-45.120503652039325
1739209620.905916;-45.120503652039325
1739209620.9059217;-45.120503652039325
1739209620.9059272;-38.13080360867914
1739209620.905933;-33.981070128970906
1739209620.9059386;-45.120503652039325
1739209620.905944;-38.13080360867914
1739209620.9059498;-35.57807855764607
1739209620.9059556;-33.981070128970906
1739209620.905961;-45.120503652039325
1739209620.9059668;-38.13080360867914
1739209620.9059725;-32.816014438256545
1739209620.9059782;-38.13080360867914
1739209620.9059837;-45.120503652039325
1739209620.9059894;-45.120503652039325
1739209620.9059951;-38.13080360867914
1739209620.9060006;-38.13080360867914
1739209620.9060063;-45.120503652039325
1739209620.906012;-45.120503652039325
1739209620.9060175;-38.13080360867914
1739209620.9060233;-33.981070128970906
1739209620.906029;-45.120503652039325
1739209620.9060345;-45.120503652039325
1739209620.9060402;-45.120503652039325
1739209620.906046;-38.13080360867914
1739209620.9060516;-45.120503652039325
1739209620.9060571;-35.57807855764607
1739209620.9060628;-38.13080360867914
1739209620.9060686;-38.13080360867914
1739209620.906074;-45.120503652039325
1739209620.9060798;-33.981070128970906
1739209620.9060855;-29.438486411369333
1739209620.906091;-38.13080360867914
1739209620.9060967;-45.120503652039325
1739209620.9061024;-45.120503652039325
1739209620.9061081;-45.120503652039325
1739209620.9061136;-45.120503652039325
1739209620.9061193;-38.13080360867914
1739209620.906125;-45.120503652039325
1739209620.9061306;-45.120503652039325
1739209620.9061363;-33.981070128970906
1739209620.906142;-38.13080360867914
1739209620.9061475;-38.13080360867914
1739209620.9061532;-38.13080360867914
1739209620.906159;-45.120503652039325
1739209620.9061644;-38.13080360867914
1739209620.9061701;-38.13080360867914
1739209620.9061759;-26.991370085610736
1739209620.9061816;-38.13080360867914
1739209620.906187;-45.120503652039325
1739209620.9061928;-45.120503652039325
1739209620.9061985;-45.120503652039325
1739209620.906204;-38.13080360867914
1739209620.9062097;-38.13080360867914
1739209620.9062154;-45.120503652039325
1739209620.906221;-32.81601443825658
1739209620.9062266;-45.120503652039325
1739209620.9062324;-35.57807855764607
1739209620.906238;-38.13080360867914
1739209620.9062436;-45.120503652039325
1739209620.9062493;-33.981070128970906
1739209620.906255;-30.49652367304973
1739209620.9062605;-38.13080360867914
1739209620.9062662;-26.991370085610736
1739209620.906272;-35.57807855764607
1739209620.9062774;-45.120503652039325
1739209620.9062831;-45.120503652039325
1739209620.9062889;-32.816014438256545
1739209620.9062943;-38.13080360867914
1739209620.9063;-38.13080360867914
1739209620.9063058;-33.981070128970906
1739209620.9063115;-45.120503652039325
1739209620.906317;-45.120503652039325
1739209620.9063227;-38.13080360867914
1739209620.9063284;-45.120503652039325
1739209620.906334;-45.120503652039325
1739209620.9063396;-45.120503652039325
1739209620.9063454;-45.120503652039325
1739209620.9063509;-45.120503652039325
1739209620.9063566;-32.816014438256545
1739209620.9063623;-35.57807855764607
1739209620.9063678;-38.13080360867914
1739209620.9063735;-38.13080360867914
1739209620.9063792;-35.57807855764607
1739209620.906385;-38.13080360867914
1739209620.9063904;-45.120503652039325
1739209620.9063962;-38.13080360867914
1739209620.9064019;-45.120503652039325
1739209620.9064074;-38.13080360867914
1739209620.906413;-45.120503652039325
1739209620.9064188;-38.13080360867914
1739209620.9064243;-38.13080360867914
1739209620.90643;-38.13080360867914
1739209620.9064357;-45.120503652039325
1739209620.9064415;-38.13080360867914
1739209620.906447;-38.13080360867914
1739209620.9064527;-38.13080360867914
1739209620.9064584;-45.120503652039325
1739209620.9064639;-45.120503652039325
1739209620.9064696;-35.57807855764607
1739209620.9064753;-38.13080360867914
1739209620.9064808;-45.120503652039325
1739209620.9064865;-38.13080360867914
1739209620.9064922;-31.141103565318893
1739209620.9064977;-31.141103565318915
1739209620.9065034;-45.120503652039325
1739209620.9065092;-38.13080360867914
1739209620.906515;-35.57807855764607
1739209620.9065204;-38.13080360867914
1739209620.906526;-45.120503652039325
1739209620.9065318;-38.13080360867914
1739209620.9065373;-38.13080360867914
1739209620.906543;-45.120503652039325
1739209620.9065487;-45.120503652039325
1739209620.9065542;-38.13080360867914
1739209620.90656;-38.13080360867914
1739209620.9065657;-45.120503652039325
1739209620.9065714;-45.120503652039325
1739209620.9065769;-45.120503652039325
1739209620.9065826;-33.981070128970906
1739209620.9065883;-28.992665084841942
1739209620.9065938;-45.120503652039325
1739209620.9065995;-38.13080360867914
1739209620.9066052;-38.13080360867914
1739209620.9066107;-32.816014438256545
1739209620.9066164;-33.981070128970906
1739209620.9066222;-38.13080360867914
1739209620.9066277;-38.13080360867914
1739209620.9066334;-30.49652367304976
1739209620.906639;-45.120503652039325
1739209620.9066448;-38.13080360867914
1739209620.9066503;-45.120503652039325
1739209620.906656;-45.120503652039325
1739209620.9066617;-45.120503652039325
1739209620.9066672;-38.13080360867914
1739209620.906673;-38.13080360867914
1739209620.9066787;-31.141103565318915
1739209620.9066842;-35.57807855764607
1739209620.90669;-45.120503652039325
1739209620.9066956;-38.13080360867914
1739209620.9067013;-38.13080360867914
1739209620.9067068;-38.13080360867914
1739209620.9067125;-33.981070128970906
1739209620.9067183;-45.120503652039325
1739209620.9067237;-33.981070128970906
1739209620.9067295;-45.120503652039325
1739209620.9067352;-38.13080360867914
1739209620.9067407;-45.120503652039325
1739209620.9067464;-45.120503652039325
1739209620.906752;-33.981070128970906
1739209620.9067576;-45.120503652039325
1739209620.9067633;-45.120503652039325
1739209620.906769;-38.13080360867914
1739209620.9067748;-35.57807855764607
1739209620.9067802;-38.13080360867914
1739209620.906786;-45.120503652039325
1739209620.9067917;-45.120503652039325
1739209620.9067972;-45.120503652039325
1739209620.906803;-38.13080360867914
1739209620.9068086;-45.120503652039325
1739209620.906814;-38.13080360867914
1739209620.9068198;-45.120503652039325
1739209620.9068255;-45.120503652039325
1739209620.9068313;-45.120503652039325
1739209620.9068367;-33.981070128970906
1739209620.9068425;-45.120503652039325
1739209620.9068482;-45.120503652039325
1739209620.9068537;-45.120503652039325
1739209620.9068594;-38.13080360867914
1739209620.9068651;-45.120503652039325
1739209620.9068706;-38.13080360867914
1739209620.9068763;-35.57807855764607
1739209620.906882;-38.13080360867914
1739209620.9068875;-45.120503652039325
1739209620.9068933;-45.120503652039325
1739209620.906899;-45.120503652039325
1739209620.9069047;-38.13080360867914
1739209620.9069102;-38.13080360867914
1739209620.906916;-38.13080360867914
1739209620.9069216;-45.120503652039325
1739209620.906927;-33.981070128970906
1739209620.9069328;-38.13080360867914
1739209620.9069386;-45.120503652039325
1739209620.906944;-38.13080360867914
1739209620.9069498;-38.13080360867914
1739209620.9069555;-45.120503652039325
1739209620.9069612;-45.120503652039325
1739209620.9069667;-38.13080360867914
1739209620.9069724;-38.13080360867914
1739209620.9069781;-45.120503652039325
1739209620.9069836;-45.120503652039325
1739209620.9069893;-45.120503652039325
1739209620.906995;-45.120503652039325
1739209620.9070005;-45.120503652039325
1739209620.9070063;-38.13080360867914
1739209620.907012;-33.981070128970906
1739209620.9070175;-38.13080360867914
1739209620.9070232;-38.13080360867914
1739209620.907029;-45.120503652039325
1739209620.9070346;-35.57807855764607
1739209620.90704;-38.13080360867914
1739209620.9070458;-38.13080360867914
1739209620.9070516;-45.120503652039325
1739209620.907057;-45.120503652039325
1739209620.9070628;-31.141103565318915
1739209620.9070685;-38.13080360867914
1739209620.907074;-38.13080360867914
1739209620.9070797;-35.57807855764607
1739209620.9070854;-38.13080360867914
1739209620.9070911;-45.120503652039325
1739209620.9070966;-38.13080360867914
1739209620.9071023;-38.13080360867914
1739209620.907108;-38.13080360867914
1739209620.9071136;-45.120503652039325
1739209620.9071193;-45.120503652039325
1739209620.907125;-32.816014438256545
1739209620.9071305;-38.13080360867914
1739209620.9071362;-35.57807855764607
1739209620.907142;-38.13080360867914
1739209620.9071474;-32.816014438256545
1739209620.9071531;-38.13080360867914
1739209620.9071589;-38.13080360867914
1739209620.9071646;-38.13080360867914
1739209620.90717;-35.57807855764607
1739209620.9071758;-33.981070128970906
1739209620.9071815;-45.120503652039325
1739209620.907187;-45.120503652039325
1739209620.9071927;-38.13080360867914
1739209620.9071984;-45.120503652039325
1739209620.907204;-45.120503652039325
1739209620.9072096;-45.120503652039325
1739209620.9072154;-38.13080360867914
1739209620.9072208;-33.981070128970906
1739209620.9072266;-45.120503652039325
1739209620.9072323;-38.13080360867914
1739209620.907238;-38.13080360867914
1739209620.9072435;-38.13080360867914
1739209620.9072492;-38.13080360867914
1739209620.907255;-38.13080360867914
1739209620.9072604;-35.57807855764607
1739209620.9072661;-38.13080360867914
1739209620.9072719;-45.120503652039325
1739209620.9072773;-38.13080360867914
1739209620.907283;-38.13080360867914
1739209620.9072888;-45.120503652039325
1739209620.9072945;-45.120503652039325
1739209620.9073;-45.120503652039325
1739209620.9073057;-45.120503652039325
1739209620.9073114;-45.120503652039325
1739209620.907317;-45.120503652039325
1739209620.9073226;-45.120503652039325
1739209620.9073284;-35.57807855764607
1739209620.9073339;-35.57807855764607
1739209620.9073396;-38.13080360867914
1739209620.9073453;-45.120503652039325
1739209620.9073508;-45.120503652039325
1739209620.9073565;-45.120503652039325
1739209620.9073622;-26.991370085610736
1739209620.907368;-31.141103565318915
1739209620.9073734;-45.120503652039325
1739209620.9073792;-45.120503652039325
1739209620.9073849;-35.57807855764607
1739209620.9073904;-33.981070128970906
1739209620.907396;-45.120503652039325
1739209620.9074018;-33.981070128970906
1739209620.9074073;-45.120503652039325
1739209620.907413;-45.120503652039325
1739209620.9074187;-45.120503652039325
1739209620.9074244;-38.13080360867914
1739209620.90743;-45.120503652039325
1739209620.9074357;-45.120503652039325
1739209620.9074414;-38.13080360867914
1739209620.9074469;-45.120503652039325
1739209620.9074526;-30.49652367304973
1739209620.9074583;-30.49652367304973
1739209620.9074638;-45.120503652039325
1739209620.9074695;-33.981070128970906
1739209620.9074752;-38.13080360867914
1739209620.9074807;-38.13080360867914
1739209620.9074864;-35.57807855764607
1739209620.9074922;-33.981070128970906
1739209620.907498;-38.13080360867914
1739209620.9075034;-38.13080360867914
1739209620.907509;-35.57807855764607
1739209620.9075148;-38.13080360867914
1739209620.9075203;-45.120503652039325
1739209620.907526;-45.120503652039325
1739209620.9075317;-35.57807855764607
1739209620.9075372;-38.13080360867914
1739209620.907543;-33.981070128970906
