CAN Message; 0x150:03002aa1615847e3
Timestamp;Amplitude
1739209709.0432036;-45.120503652039325
1739209709.043212;-45.120503652039325
1739209709.0432203;-35.57807855764607
1739209709.0432286;-35.57807855764607
1739209709.043237;-45.120503652039325
1739209709.043245;-45.120503652039325
1739209709.0432534;-35.57807855764607
1739209709.0432618;-33.981070128970906
1739209709.04327;-45.120503652039325
1739209709.0432785;-38.13080360867914
1739209709.0432868;-38.13080360867914
1739209709.0432951;-35.57807855764607
1739209709.0433035;-45.120503652039325
1739209709.0433118;-45.120503652039325
1739209709.0433202;-45.120503652039325
1739209709.0433283;-45.120503652039325
1739209709.0433366;-38.13080360867914
1739209709.043345;-38.13080360867914
1739209709.0433533;-38.13080360867914
1739209709.0433617;-45.120503652039325
1739209709.04337;-45.120503652039325
1739209709.0433784;-45.120503652039325
1739209709.0433867;-38.13080360867914
1739209709.043395;-38.13080360867914
1739209709.0434034;-35.57807855764607
1739209709.0434117;-35.57807855764607
1739209709.0434198;-45.120503652039325
1739209709.0434282;-38.13080360867914
1739209709.0434365;-33.981070128970906
1739209709.0434449;-33.981070128970906
1739209709.0434532;-45.120503652039325
1739209709.0434616;-38.13080360867914
1739209709.04347;-35.57807855764607
1739209709.0434783;-38.13080360867914
1739209709.0434866;-45.120503652039325
1739209709.043495;-45.120503652039325
1739209709.043503;-35.57807855764607
1739209709.0435114;-38.13080360867914
1739209709.0435197;-35.57807855764607
1739209709.043528;-32.816014438256545
1739209709.0435364;-45.120503652039325
1739209709.0435448;-45.120503652039325
1739209709.043553;-38.13080360867914
1739209709.0435615;-31.141103565318915
1739209709.0435698;-45.120503652039325
1739209709.0435781;-45.120503652039325
1739209709.0435865;-45.120503652039325
1739209709.0435946;-45.120503652039325
1739209709.043603;-38.13080360867914
1739209709.0436113;-38.13080360867914
1739209709.0436196;-38.13080360867914
1739209709.043628;-45.120503652039325
1739209709.0436363;-38.13080360867914
1739209709.0436447;-38.13080360867914
1739209709.043653;-35.57807855764607
1739209709.0436614;-35.57807855764607
1739209709.0436697;-38.13080360867914
1739209709.043678;-38.13080360867914
1739209709.0436862;-35.57807855764607
1739209709.0436945;-32.816014438256545
1739209709.0437028;-45.120503652039325
1739209709.0437112;-38.13080360867914
1739209709.0437195;-32.816014438256545
1739209709.0437279;-28.992665084841942
1739209709.0437362;-38.13080360867914
1739209709.0437446;-38.13080360867914
1739209709.043753;-45.120503652039325
1739209709.0437613;-38.13080360867914
1739209709.0437694;-38.13080360867914
1739209709.0437777;-38.13080360867914
1739209709.043786;-45.120503652039325
1739209709.0437944;-38.13080360867914
1739209709.0438027;-45.120503652039325
1739209709.043811;-38.13080360867914
1739209709.0438194;-38.13080360867914
1739209709.0438278;-38.13080360867914
1739209709.043836;-35.57807855764607
1739209709.0438445;-38.13080360867914
1739209709.0438528;-38.13080360867914
1739209709.043861;-27.267205301931607
1739209709.0438693;-38.13080360867914
1739209709.0438776;-45.120503652039325
1739209709.043886;-45.120503652039325
1739209709.0438943;-35.57807855764607
1739209709.0439026;-38.13080360867914
1739209709.043911;-35.57807855764607
1739209709.0439193;-45.120503652039325
1739209709.0439277;-31.14110356531892
1739209709.043936;-31.141103565318915
1739209709.0439441;-38.13080360867914
1739209709.0439525;-45.120503652039325
1739209709.0439608;-38.13080360867914
1739209709.0439692;-45.120503652039325
1739209709.0439775;-45.120503652039325
1739209709.0439858;-38.13080360867914
1739209709.0439942;-33.981070128970906
1739209709.0440025;-38.13080360867914
1739209709.0440109;-38.13080360867914
1739209709.0440192;-38.13080360867914
1739209709.0440276;-38.13080360867914
1739209709.0440357;-45.120503652039325
1739209709.044044;-38.13080360867914
1739209709.0440524;-38.13080360867914
1739209709.0440607;-31.141103565318915
1739209709.044069;-35.57807855764607
1739209709.0440774;-38.13080360867914
1739209709.0440857;-38.13080360867914
1739209709.044094;-33.981070128970906
1739209709.0441024;-45.120503652039325
1739209709.0441108;-45.120503652039325
1739209709.044119;-38.13080360867914
1739209709.0441272;-33.981070128970906
1739209709.0441356;-45.120503652039325
1739209709.044144;-45.120503652039325
1739209709.0441523;-35.57807855764607
1739209709.0441606;-38.13080360867914
1739209709.044169;-35.57807855764607
1739209709.0441773;-35.57807855764607
1739209709.0441856;-38.13080360867914
1739209709.044194;-33.981070128970906
1739209709.0442023;-38.13080360867914
1739209709.0442104;-45.120503652039325
1739209709.0442188;-45.120503652039325
1739209709.0442271;-38.13080360867914
1739209709.0442355;-32.816014438256545
1739209709.0442438;-38.13080360867914
1739209709.0442522;-38.13080360867914
1739209709.0442605;-28.58837851428586
1739209709.0442688;-31.141103565318915
1739209709.0442772;-45.120503652039325
1739209709.0442855;-45.120503652039325
1739209709.0442936;-45.120503652039325
1739209709.044302;-45.120503652039325
1739209709.0443103;-45.120503652039325
1739209709.0443187;-45.120503652039325
1739209709.044327;-33.981070128970906
1739209709.0443354;-38.13080360867914
1739209709.0443437;-38.13080360867914
1739209709.044352;-45.120503652039325
1739209709.0443604;-45.120503652039325
1739209709.0443687;-45.120503652039325
1739209709.044377;-45.120503652039325
1739209709.0443852;-38.13080360867914
1739209709.0443935;-38.13080360867914
1739209709.044402;-45.120503652039325
1739209709.0444102;-38.13080360867914
1739209709.0444186;-33.981070128970906
1739209709.044427;-38.13080360867914
1739209709.0444353;-38.13080360867914
1739209709.0444436;-38.13080360867914
1739209709.044452;-35.57807855764607
1739209709.0444603;-35.57807855764607
1739209709.0444686;-38.13080360867914
1739209709.0444767;-45.120503652039325
1739209709.044485;-45.120503652039325
1739209709.0444934;-33.981070128970906
1739209709.0445018;-45.120503652039325
1739209709.0445101;-38.13080360867914
1739209709.0445185;-45.120503652039325
1739209709.0445268;-45.120503652039325
1739209709.0445352;-35.57807855764607
1739209709.0445435;-38.13080360867914
1739209709.0445518;-45.120503652039325
1739209709.04456;-45.120503652039325
1739209709.0445683;-29.438486411369333
1739209709.0445766;-32.816014438256545
1739209709.044585;-45.120503652039325
1739209709.0445933;-38.13080360867914
1739209709.0446017;-33.981070128970906
1739209709.04461;-45.120503652039325
1739209709.0446184;-45.120503652039325
1739209709.0446267;-38.13080360867914
1739209709.044635;-38.13080360867914
1739209709.0446434;-38.13080360867914
1739209709.0446515;-45.120503652039325
1739209709.0446599;-45.120503652039325
1739209709.0446682;-35.57807855764607
1739209709.0446765;-38.13080360867914
1739209709.044685;-38.13080360867914
1739209709.0446932;-38.13080360867914
1739209709.0447016;-33.981070128970906
1739209709.04471;-33.981070128970906
1739209709.0447183;-45.120503652039325
1739209709.0447266;-45.120503652039325
1739209709.0447347;-38.13080360867914
1739209709.044743;-38.13080360867914
1739209709.0447514;-35.57807855764607
1739209709.0447598;-45.120503652039325
1739209709.044768;-45.120503652039325
1739209709.0447764;-35.57807855764607
1739209709.0447848;-38.13080360867914
1739209709.0447931;-35.57807855764607
1739209709.0448015;-45.120503652039325
1739209709.0448098;-45.120503652039325
