CAN Message; 0x98:0000afa433a395f3
Timestamp;Amplitude
1739209697.4096513;-45.120503652039325
1739209697.4096537;-38.13080360867914
1739209697.4096558;-35.57807855764607
1739209697.4096582;-35.57807855764607
1739209697.4096606;-38.13080360867914
1739209697.4096627;-38.13080360867914
1739209697.409665;-32.816014438256545
1739209697.4096675;-35.57807855764607
1739209697.4096699;-38.13080360867914
1739209697.409672;-45.120503652039325
1739209697.4096744;-38.13080360867914
1739209697.4096768;-45.120503652039325
1739209697.409679;-45.120503652039325
1739209697.4096813;-45.120503652039325
1739209697.4096837;-45.120503652039325
1739209697.409686;-45.120503652039325
1739209697.4096882;-38.13080360867914
1739209697.4096906;-38.13080360867914
1739209697.409693;-45.120503652039325
1739209697.4096951;-45.120503652039325
1739209697.4096975;-38.13080360867914
1739209697.4097;-35.57807855764607
1739209697.4097023;-45.120503652039325
1739209697.4097044;-38.13080360867914
1739209697.4097068;-38.13080360867914
1739209697.4097092;-38.13080360867914
1739209697.4097114;-35.57807855764607
1739209697.4097137;-38.13080360867914
1739209697.4097161;-38.13080360867914
1739209697.4097185;-45.120503652039325
1739209697.4097207;-33.981070128970906
1739209697.409723;-35.57807855764607
1739209697.4097254;-32.816014438256545
1739209697.4097276;-32.816014438256545
1739209697.40973;-38.13080360867914
1739209697.4097323;-45.120503652039325
1739209697.4097347;-45.120503652039325
1739209697.4097369;-45.120503652039325
1739209697.4097393;-45.120503652039325
1739209697.4097416;-38.13080360867914
1739209697.4097438;-38.13080360867914
1739209697.4097462;-45.120503652039325
1739209697.4097486;-35.57807855764607
1739209697.4097507;-35.57807855764607
1739209697.409753;-38.13080360867914
1739209697.4097555;-45.120503652039325
1739209697.4097579;-38.13080360867914
1739209697.40976;-38.13080360867914
1739209697.4097624;-45.120503652039325
1739209697.4097648;-45.120503652039325
1739209697.409767;-38.13080360867914
1739209697.4097693;-38.13080360867914
1739209697.4097717;-45.120503652039325
1739209697.409774;-45.120503652039325
1739209697.4097762;-45.120503652039325
1739209697.4097786;-45.120503652039325
1739209697.409781;-38.13080360867914
1739209697.4097831;-38.13080360867914
1739209697.4097855;-38.13080360867914
1739209697.409788;-45.120503652039325
1739209697.4097903;-38.13080360867914
1739209697.4097924;-38.13080360867914
1739209697.4097948;-38.13080360867914
1739209697.4097972;-38.13080360867914
1739209697.4097993;-35.57807855764607
1739209697.4098017;-45.120503652039325
1739209697.409804;-28.58837851428586
1739209697.4098065;-28.21854285175415
1739209697.4098086;-38.13080360867914
1739209697.409811;-45.120503652039325
1739209697.4098134;-35.57807855764607
1739209697.4098155;-35.57807855764607
1739209697.409818;-38.13080360867914
1739209697.4098203;-45.120503652039325
1739209697.4098227;-35.57807855764607
1739209697.4098248;-30.49652367304973
1739209697.4098272;-45.120503652039325
1739209697.4098296;-45.120503652039325
1739209697.4098318;-35.57807855764607
1739209697.4098341;-35.57807855764607
1739209697.4098365;-45.120503652039325
1739209697.409839;-45.120503652039325
1739209697.409841;-45.120503652039325
1739209697.4098434;-45.120503652039325
1739209697.4098458;-33.981070128970906
1739209697.409848;-45.120503652039325
1739209697.4098504;-45.120503652039325
1739209697.4098527;-38.13080360867914
1739209697.4098551;-35.57807855764607
1739209697.4098573;-45.120503652039325
1739209697.4098597;-30.49652367304973
1739209697.409862;-28.21854285175415
1739209697.4098642;-38.13080360867914
1739209697.4098666;-45.120503652039325
1739209697.409869;-38.13080360867914
1739209697.4098713;-45.120503652039325
1739209697.4098735;-45.120503652039325
1739209697.4098759;-45.120503652039325
1739209697.4098783;-45.120503652039325
1739209697.4098804;-45.120503652039325
1739209697.4098828;-38.13080360867914
1739209697.4098852;-45.120503652039325
1739209697.4098876;-38.13080360867914
1739209697.4098897;-38.13080360867914
1739209697.409892;-45.120503652039325
1739209697.4098945;-38.13080360867914
1739209697.4098966;-45.120503652039325
1739209697.409899;-45.120503652039325
1739209697.4099014;-45.120503652039325
1739209697.4099038;-38.13080360867914
1739209697.409906;-45.120503652039325
1739209697.4099083;-45.120503652039325
1739209697.4099107;-35.57807855764607
1739209697.4099128;-38.13080360867914
1739209697.4099152;-38.13080360867914
1739209697.4099176;-35.57807855764607
1739209697.40992;-38.13080360867914
1739209697.4099221;-45.120503652039325
1739209697.4099245;-38.13080360867914
1739209697.409927;-38.13080360867914
1739209697.409929;-38.13080360867914
1739209697.4099314;-35.57807855764607
1739209697.4099338;-38.13080360867914
1739209697.4099362;-45.120503652039325
1739209697.4099383;-45.120503652039325
1739209697.4099407;-33.981070128970906
1739209697.409943;-45.120503652039325
1739209697.4099452;-38.13080360867914
1739209697.4099476;-38.13080360867914
1739209697.40995;-45.120503652039325
1739209697.4099524;-45.120503652039325
1739209697.4099545;-45.120503652039325
1739209697.409957;-35.57807855764607
1739209697.4099593;-38.13080360867914
1739209697.4099615;-45.120503652039325
1739209697.4099638;-45.120503652039325
1739209697.4099662;-38.13080360867914
1739209697.4099686;-32.816014438256545
1739209697.4099708;-45.120503652039325
1739209697.4099731;-45.120503652039325
1739209697.4099755;-45.120503652039325
1739209697.4099777;-45.120503652039325
1739209697.40998;-38.13080360867914
1739209697.4099824;-32.816014438256545
1739209697.4099846;-38.13080360867914
1739209697.409987;-33.981070128970906
1739209697.4099894;-38.13080360867914
1739209697.4099917;-38.13080360867914
1739209697.409994;-33.981070128970906
1739209697.4099963;-45.120503652039325
1739209697.4099987;-38.13080360867914
1739209697.4100008;-38.13080360867914
1739209697.4100032;-33.981070128970906
1739209697.4100056;-38.13080360867914
1739209697.410008;-45.120503652039325
1739209697.41001;-35.57807855764607
1739209697.4100125;-33.981070128970906
1739209697.4100149;-45.120503652039325
1739209697.410017;-38.13080360867914
1739209697.4100194;-38.13080360867914
1739209697.4100218;-38.13080360867914
1739209697.4100242;-45.120503652039325
1739209697.4100263;-38.13080360867914
1739209697.4100287;-35.57807855764607
1739209697.410031;-45.120503652039325
1739209697.4100332;-38.13080360867914
1739209697.4100356;-38.13080360867914
1739209697.410038;-33.981070128970906
1739209697.4100404;-33.981070128970906
1739209697.4100425;-45.120503652039325
1739209697.410045;-45.120503652039325
1739209697.4100473;-33.981070128970906
1739209697.4100494;-31.141103565318915
1739209697.4100518;-38.13080360867914
1739209697.4100542;-45.120503652039325
1739209697.4100566;-45.120503652039325
1739209697.4100587;-38.13080360867914
1739209697.4100611;-35.57807855764607
1739209697.4100635;-38.13080360867914
1739209697.4100657;-38.13080360867914
1739209697.410068;-28.992665084841942
1739209697.4100704;-33.981070128970906
1739209697.4100728;-38.13080360867914
1739209697.410075;-33.981070128970906
1739209697.4100773;-38.13080360867914
1739209697.4100797;-38.13080360867914
1739209697.4100819;-38.13080360867914
1739209697.4100842;-38.13080360867914
1739209697.4100866;-29.438486411369347
1739209697.410089;-45.120503652039325
1739209697.4100912;-45.120503652039325
1739209697.4100935;-45.120503652039325
1739209697.410096;-45.120503652039325
1739209697.410098;-38.13080360867914
1739209697.4101005;-35.57807855764607
1739209697.4101028;-38.13080360867914
1739209697.4101052;-33.981070128970906
1739209697.4101074;-38.13080360867914
1739209697.4101098;-38.13080360867914
1739209697.4101121;-38.13080360867914
1739209697.4101143;-38.13080360867914
1739209697.4101167;-35.57807855764607
1739209697.410119;-38.13080360867914
1739209697.4101214;-35.57807855764607
1739209697.4101236;-33.981070128970906
1739209697.410126;-45.120503652039325
1739209697.4101284;-45.120503652039325
1739209697.4101305;-38.13080360867914
1739209697.410133;-38.13080360867914
1739209697.4101353;-45.120503652039325
1739209697.4101377;-45.120503652039325
1739209697.4101398;-45.120503652039325
1739209697.4101422;-32.81601443825658
1739209697.4101446;-45.120503652039325
1739209697.4101467;-33.981070128970906
1739209697.410149;-38.13080360867914
1739209697.4101515;-35.57807855764607
1739209697.4101539;-38.13080360867914
1739209697.410156;-38.13080360867914
1739209697.4101584;-32.816014438256545
1739209697.4101608;-31.141103565318915
1739209697.410163;-45.120503652039325
1739209697.4101653;-38.13080360867914
1739209697.4101677;-45.120503652039325
1739209697.41017;-38.13080360867914
1739209697.4101722;-38.13080360867914
1739209697.4101746;-38.13080360867914
1739209697.410177;-45.120503652039325
1739209697.4101791;-33.981070128970906
1739209697.4101815;-38.13080360867914
1739209697.410184;-45.120503652039325
1739209697.4101863;-45.120503652039325
1739209697.4101884;-38.13080360867914
1739209697.4101908;-45.120503652039325
1739209697.4101932;-45.120503652039325
1739209697.4101954;-45.120503652039325
1739209697.4101977;-33.981070128970906
1739209697.4102;-38.13080360867914
1739209697.4102025;-45.120503652039325
1739209697.4102046;-45.120503652039325
1739209697.410207;-38.13080360867914
1739209697.4102094;-45.120503652039325
1739209697.4102116;-45.120503652039325
1739209697.410214;-45.120503652039325
1739209697.4102163;-38.13080360867914
1739209697.4102187;-35.57807855764607
1739209697.4102209;-45.120503652039325
1739209697.4102232;-35.57807855764607
1739209697.4102256;-38.13080360867914
1739209697.4102278;-45.120503652039325
1739209697.4102302;-33.981070128970906
1739209697.4102325;-38.13080360867914
1739209697.4102347;-45.120503652039325
1739209697.410237;-45.120503652039325
1739209697.4102395;-38.13080360867914
1739209697.4102418;-30.49652367304973
1739209697.410244;-45.120503652039325
1739209697.4102464;-45.120503652039325
1739209697.4102488;-35.57807855764607
1739209697.410251;-35.57807855764607
1739209697.4102533;-35.57807855764607
1739209697.4102557;-35.57807855764607
1739209697.410258;-38.13080360867914
1739209697.4102602;-35.57807855764607
1739209697.4102626;-33.981070128970906
1739209697.410265;-31.141103565318893
1739209697.410267;-33.981070128970906
1739209697.4102695;-38.13080360867914
1739209697.410272;-45.120503652039325
1739209697.4102743;-45.120503652039325
1739209697.4102764;-45.120503652039325
1739209697.4102788;-38.13080360867914
1739209697.4102812;-45.120503652039325
1739209697.4102833;-45.120503652039325
1739209697.4102857;-45.120503652039325
1739209697.410288;-45.120503652039325
1739209697.4102905;-38.13080360867914
1739209697.4102926;-45.120503652039325
1739209697.410295;-45.120503652039325
1739209697.4102974;-45.120503652039325
1739209697.4102995;-35.57807855764607
1739209697.410302;-32.816014438256545
1739209697.4103043;-38.13080360867914
1739209697.4103067;-38.13080360867914
1739209697.4103088;-45.120503652039325
1739209697.4103112;-30.49652367304973
1739209697.4103136;-45.120503652039325
1739209697.4103158;-45.120503652039325
1739209697.4103181;-45.120503652039325
1739209697.4103205;-38.13080360867914
1739209697.410323;-38.13080360867914
1739209697.410325;-45.120503652039325
1739209697.4103274;-35.57807855764607
1739209697.4103298;-38.13080360867914
1739209697.410332;-45.120503652039325
1739209697.4103343;-38.13080360867914
1739209697.4103367;-38.13080360867914
1739209697.410339;-45.120503652039325
1739209697.4103413;-45.120503652039325
1739209697.4103436;-45.120503652039325
1739209697.410346;-45.120503652039325
1739209697.4103482;-26.991370085610722
1739209697.4103506;-33.981070128970906
1739209697.410353;-38.13080360867914
1739209697.4103553;-45.120503652039325
1739209697.4103575;-38.13080360867914
1739209697.4103599;-38.13080360867914
1739209697.4103622;-45.120503652039325
1739209697.4103644;-38.13080360867914
1739209697.4103668;-35.57807855764607
1739209697.4103692;-45.120503652039325
1739209697.4103715;-45.120503652039325
1739209697.4103737;-45.120503652039325
1739209697.410376;-45.120503652039325
1739209697.4103785;-45.120503652039325
1739209697.4103806;-38.13080360867914
1739209697.410383;-38.13080360867914
1739209697.4103854;-32.816014438256545
1739209697.4103878;-38.13080360867914
1739209697.41039;-38.13080360867914
1739209697.4103923;-45.120503652039325
1739209697.4103947;-38.13080360867914
1739209697.4103968;-45.120503652039325
1739209697.4103992;-45.120503652039325
1739209697.4104016;-45.120503652039325
1739209697.410404;-31.141103565318915
1739209697.410406;-33.981070128970906
1739209697.4104085;-45.120503652039325
1739209697.410411;-38.13080360867914
1739209697.410413;-33.981070128970906
1739209697.4104154;-38.13080360867914
1739209697.4104178;-45.120503652039325
1739209697.4104202;-38.13080360867914
1739209697.4104223;-35.57807855764607
1739209697.4104247;-38.13080360867914
1739209697.410427;-38.13080360867914
1739209697.4104292;-45.120503652039325
1739209697.4104316;-45.120503652039325
1739209697.410434;-45.120503652039325
1739209697.4104364;-38.13080360867914
1739209697.4104385;-38.13080360867914
1739209697.410441;-33.981070128970906
1739209697.4104433;-33.981070128970906
1739209697.4104455;-35.57807855764607
1739209697.4104478;-38.13080360867914
1739209697.4104502;-45.120503652039325
1739209697.4104526;-31.141103565318915
1739209697.4104548;-35.57807855764607
1739209697.4104571;-38.13080360867914
1739209697.4104595;-38.13080360867914
1739209697.4104617;-33.981070128970906
1739209697.410464;-33.981070128970906
1739209697.4104664;-38.13080360867914
1739209697.4104686;-45.120503652039325
1739209697.410471;-38.13080360867914
1739209697.4104733;-35.57807855764607
1739209697.4104757;-38.13080360867914
1739209697.4104779;-38.13080360867914
1739209697.4104803;-38.13080360867914
1739209697.4104826;-38.13080360867914
1739209697.4104848;-45.120503652039325
1739209697.4104872;-38.13080360867914
1739209697.4104896;-45.120503652039325
1739209697.410492;-45.120503652039325
1739209697.410494;-45.120503652039325
1739209697.4104965;-45.120503652039325
1739209697.4104989;-32.816014438256545
1739209697.410501;-38.13080360867914
1739209697.4105034;-38.13080360867914
1739209697.4105058;-38.13080360867914
1739209697.4105082;-35.57807855764607
1739209697.4105103;-38.13080360867914
1739209697.4105127;-45.120503652039325
1739209697.410515;-45.120503652039325
1739209697.4105172;-45.120503652039325
1739209697.4105196;-45.120503652039325
1739209697.410522;-38.13080360867914
1739209697.4105244;-38.13080360867914
1739209697.4105265;-38.13080360867914
1739209697.410529;-45.120503652039325
1739209697.4105313;-33.981070128970906
1739209697.4105334;-38.13080360867914
1739209697.4105358;-45.120503652039325
1739209697.4105382;-45.120503652039325
1739209697.4105406;-38.13080360867914
1739209697.4105427;-38.13080360867914
1739209697.410545;-45.120503652039325
1739209697.4105475;-45.120503652039325
1739209697.4105496;-45.120503652039325
1739209697.410552;-45.120503652039325
1739209697.4105544;-35.57807855764607
1739209697.4105568;-38.13080360867914
1739209697.410559;-45.120503652039325
1739209697.4105613;-45.120503652039325
1739209697.4105637;-33.981070128970906
1739209697.4105659;-35.57807855764607
1739209697.4105682;-45.120503652039325
1739209697.4105706;-45.120503652039325
1739209697.410573;-45.120503652039325
1739209697.4105752;-45.120503652039325
1739209697.4105775;-45.120503652039325
1739209697.41058;-45.120503652039325
1739209697.410582;-45.120503652039325
1739209697.4105844;-38.13080360867914
1739209697.4105868;-38.13080360867914
1739209697.4105892;-45.120503652039325
1739209697.4105914;-33.981070128970906
1739209697.4105937;-35.57807855764607
1739209697.4105961;-38.13080360867914
1739209697.4105983;-45.120503652039325
1739209697.4106007;-28.992665084841942
1739209697.410603;-35.57807855764607
1739209697.4106054;-35.57807855764607
1739209697.4106076;-38.13080360867914
1739209697.41061;-33.981070128970906
1739209697.4106123;-38.13080360867914
1739209697.4106145;-45.120503652039325
1739209697.4106169;-45.120503652039325
1739209697.4106193;-45.120503652039325
1739209697.4106216;-38.13080360867914
1739209697.4106238;-45.120503652039325
1739209697.4106262;-38.13080360867914
1739209697.4106286;-45.120503652039325
1739209697.4106307;-45.120503652039325
1739209697.410633;-38.13080360867914
1739209697.4106355;-45.120503652039325
1739209697.4106379;-38.13080360867914
1739209697.41064;-45.120503652039325
1739209697.4106424;-38.13080360867914
1739209697.4106448;-45.120503652039325
1739209697.410647;-31.141103565318893
1739209697.4106493;-31.141103565318915
1739209697.4106517;-45.120503652039325
1739209697.410654;-45.120503652039325
1739209697.4106562;-45.120503652039325
1739209697.4106586;-35.57807855764607
1739209697.410661;-45.120503652039325
1739209697.4106631;-38.13080360867914
1739209697.4106655;-38.13080360867914
1739209697.410668;-33.981070128970956
1739209697.4106703;-35.57807855764607
1739209697.4106724;-35.57807855764607
1739209697.4106748;-45.120503652039325
1739209697.4106772;-45.120503652039325
1739209697.4106793;-38.13080360867914
1739209697.4106817;-45.120503652039325
1739209697.410684;-35.57807855764607
1739209697.4106865;-35.57807855764607
1739209697.4106886;-45.120503652039325
1739209697.410691;-33.981070128970906
1739209697.4106934;-38.13080360867914
1739209697.4106956;-45.120503652039325
1739209697.410698;-35.57807855764607
1739209697.4107003;-35.57807855764607
1739209697.4107025;-33.981070128970906
1739209697.4107049;-32.816014438256545
1739209697.4107072;-33.981070128970906
1739209697.4107096;-35.57807855764607
1739209697.4107118;-35.57807855764607
1739209697.4107141;-35.57807855764607
1739209697.4107165;-45.120503652039325
1739209697.4107187;-45.120503652039325
1739209697.410721;-45.120503652039325
1739209697.4107234;-38.13080360867914
1739209697.4107258;-38.13080360867914
1739209697.410728;-45.120503652039325
1739209697.4107304;-45.120503652039325
1739209697.4107327;-45.120503652039325
1739209697.410735;-45.120503652039325
1739209697.4107373;-45.120503652039325
1739209697.4107397;-32.816014438256545
1739209697.410742;-25.826314394896354
1739209697.4107442;-45.120503652039325
1739209697.4107466;-45.120503652039325
1739209697.410749;-35.57807855764607
1739209697.410751;-38.13080360867914
1739209697.4107535;-38.13080360867914
1739209697.4107559;-38.13080360867914
1739209697.4107583;-38.13080360867914
1739209697.4107604;-45.120503652039325
1739209697.4107628;-45.120503652039325
1739209697.4107652;-45.120503652039325
1739209697.4107673;-38.13080360867914
1739209697.4107697;-32.816014438256545
1739209697.410772;-38.13080360867914
1739209697.4107745;-45.120503652039325
1739209697.4107766;-33.981070128970906
1739209697.410779;-45.120503652039325
1739209697.4107814;-45.120503652039325
1739209697.4107835;-45.120503652039325
1739209697.410786;-35.57807855764607
1739209697.4107883;-45.120503652039325
1739209697.4107907;-38.13080360867914
1739209697.4107928;-45.120503652039325
1739209697.4107952;-45.120503652039325
1739209697.4107976;-32.816014438256545
1739209697.4107997;-45.120503652039325
1739209697.4108021;-38.13080360867914
1739209697.4108045;-38.13080360867914
1739209697.410807;-38.13080360867914
1739209697.410809;-38.13080360867914
1739209697.4108114;-45.120503652039325
1739209697.4108138;-38.13080360867914
1739209697.410816;-45.120503652039325
1739209697.4108183;-38.13080360867914
1739209697.4108207;-32.816014438256545
1739209697.410823;-38.13080360867914
1739209697.4108253;-45.120503652039325
1739209697.4108276;-33.981070128970906
1739209697.41083;-35.57807855764607
1739209697.4108322;-35.57807855764607
1739209697.4108346;-35.57807855764607
1739209697.410837;-45.120503652039325
1739209697.4108393;-45.120503652039325
1739209697.4108415;-45.120503652039325
1739209697.4108438;-45.120503652039325
1739209697.4108462;-45.120503652039325
1739209697.4108484;-38.13080360867914
1739209697.4108508;-38.13080360867914
1739209697.4108531;-38.13080360867914
1739209697.4108555;-33.981070128970906
1739209697.4108577;-45.120503652039325
1739209697.41086;-38.13080360867914
1739209697.4108624;-38.13080360867914
1739209697.4108646;-38.13080360867914
1739209697.410867;-38.13080360867914
1739209697.4108694;-38.13080360867914
1739209697.4108717;-33.981070128970906
1739209697.410874;-33.981070128970906
1739209697.4108763;-38.13080360867914
1739209697.4108787;-38.13080360867914
1739209697.4108808;-45.120503652039325
1739209697.4108832;-38.13080360867914
1739209697.4108856;-45.120503652039325
1739209697.410888;-45.120503652039325
1739209697.41089;-38.13080360867914
1739209697.4108925;-38.13080360867914
1739209697.4108949;-45.120503652039325
1739209697.410897;-45.120503652039325
1739209697.4108994;-38.13080360867914
1739209697.4109018;-45.120503652039325
1739209697.4109042;-38.13080360867914
1739209697.4109063;-45.120503652039325
1739209697.4109087;-38.13080360867914
1739209697.410911;-38.13080360867914
1739209697.4109132;-45.120503652039325
1739209697.4109156;-45.120503652039325
1739209697.410918;-38.13080360867914
1739209697.4109204;-38.13080360867914
1739209697.4109225;-45.120503652039325
1739209697.410925;-38.13080360867914
1739209697.4109273;-38.13080360867914
1739209697.4109294;-29.438486411369347
1739209697.4109318;-45.120503652039325
1739209697.4109342;-33.981070128970906
1739209697.4109364;-45.120503652039325
1739209697.4109387;-45.120503652039325
1739209697.4109411;-38.13080360867914
1739209697.4109435;-35.57807855764607
1739209697.4109457;-33.981070128970906
1739209697.410948;-31.141103565318915
1739209697.4109504;-45.120503652039325
1739209697.4109526;-38.13080360867914
1739209697.410955;-38.13080360867914
1739209697.4109573;-38.13080360867914
1739209697.4109597;-38.13080360867914
1739209697.4109619;-38.13080360867914
1739209697.4109643;-38.13080360867914
1739209697.4109666;-31.14110356531892
1739209697.4109688;-45.120503652039325
1739209697.4109712;-45.120503652039325
1739209697.4109735;-38.13080360867914
1739209697.410976;-33.981070128970906
1739209697.410978;-45.120503652039325
1739209697.4109805;-38.13080360867914
1739209697.4109828;-35.57807855764607
1739209697.410985;-35.57807855764607
1739209697.4109874;-38.13080360867914
1739209697.4109898;-38.13080360867914
1739209697.4109921;-32.816014438256545
1739209697.4109943;-45.120503652039325
1739209697.4109967;-45.120503652039325
1739209697.410999;-38.13080360867914
1739209697.4110012;-33.981070128970906
1739209697.4110036;-38.13080360867914
1739209697.411006;-45.120503652039325
1739209697.4110084;-45.120503652039325
1739209697.4110105;-38.13080360867914
1739209697.411013;-45.120503652039325
1739209697.4110153;-45.120503652039325
1739209697.4110174;-38.13080360867914
1739209697.4110198;-32.816014438256545
1739209697.4110222;-38.13080360867914
1739209697.4110246;-45.120503652039325
1739209697.4110267;-35.57807855764607
1739209697.411029;-45.120503652039325
1739209697.4110315;-45.120503652039325
1739209697.4110336;-38.13080360867914
1739209697.411036;-38.13080360867914
1739209697.4110384;-35.57807855764607
1739209697.4110408;-27.267205301931607
1739209697.411043;-33.981070128970906
1739209697.4110453;-45.120503652039325
1739209697.4110477;-38.13080360867914
1739209697.4110498;-38.13080360867914
1739209697.4110522;-45.120503652039325
1739209697.4110546;-38.13080360867914
1739209697.411057;-38.13080360867914
1739209697.4110591;-38.13080360867914
1739209697.4110615;-45.120503652039325
1739209697.411064;-38.13080360867914
1739209697.411066;-45.120503652039325
1739209697.4110684;-38.13080360867914
1739209697.4110708;-38.13080360867914
1739209697.4110732;-45.120503652039325
1739209697.4110754;-45.120503652039325
1739209697.4110777;-32.816014438256545
1739209697.4110801;-32.816014438256545
1739209697.4110823;-45.120503652039325
1739209697.4110847;-45.120503652039325
1739209697.411087;-38.13080360867914
1739209697.4110894;-45.120503652039325
1739209697.4110916;-45.120503652039325
1739209697.411094;-45.120503652039325
1739209697.4110963;-45.120503652039325
1739209697.4110985;-45.120503652039325
1739209697.4111009;-45.120503652039325
1739209697.4111032;-45.120503652039325
1739209697.4111056;-35.57807855764607
1739209697.4111078;-38.13080360867914
1739209697.4111102;-38.13080360867914
1739209697.4111125;-45.120503652039325
1739209697.4111147;-38.13080360867914
1739209697.411117;-45.120503652039325
1739209697.4111195;-45.120503652039325
1739209697.4111218;-32.816014438256545
1739209697.411124;-38.13080360867914
1739209697.4111264;-45.120503652039325
1739209697.4111288;-38.13080360867914
1739209697.411131;-38.13080360867914
1739209697.4111333;-38.13080360867914
1739209697.4111357;-38.13080360867914
1739209697.411138;-45.120503652039325
1739209697.4111402;-45.120503652039325
1739209697.4111426;-35.57807855764607
1739209697.411145;-38.13080360867914
1739209697.411147;-45.120503652039325
1739209697.4111495;-32.816014438256545
1739209697.411152;-45.120503652039325
1739209697.4111543;-45.120503652039325
1739209697.4111564;-38.13080360867914
1739209697.4111588;-38.13080360867914
1739209697.4111612;-45.120503652039325
1739209697.4111633;-38.13080360867914
1739209697.4111657;-35.57807855764607
1739209697.411168;-35.57807855764607
1739209697.4111705;-38.13080360867914
1739209697.4111726;-35.57807855764607
1739209697.411175;-38.13080360867914
1739209697.4111774;-38.13080360867914
1739209697.4111795;-38.13080360867914
1739209697.411182;-38.13080360867914
1739209697.4111843;-38.13080360867914
1739209697.4111865;-38.13080360867914
1739209697.4111888;-45.120503652039325
1739209697.4111912;-45.120503652039325
1739209697.4111936;-38.13080360867914
1739209697.4111958;-38.13080360867914
1739209697.4111981;-38.13080360867914
1739209697.4112005;-38.13080360867914
1739209697.4112027;-38.13080360867914
1739209697.411205;-45.120503652039325
1739209697.4112074;-38.13080360867914
