CAN Message; 0x1d3:0000e1bbd4e69efa
1739209589.0488992;-35.57807855764607
1739209589.0489092;-38.13080360867914
1739209589.048919;-45.120503652039325
1739209589.048929;-32.816014438256545
1739209589.0489388;-35.57807855764607
1739209589.0489488;-45.120503652039325
1739209589.0489588;-45.120503652039325
1739209589.0489686;-35.57807855764607
1739209589.0489786;-38.13080360867914
1739209589.0489883;-45.120503652039325
1739209589.0489984;-38.13080360867914
1739209589.0490081;-45.120503652039325
1739209589.0490181;-33.981070128970906
1739209589.0490282;-45.120503652039325
1739209589.049038;-38.13080360867914
1739209589.049048;-45.120503652039325
1739209589.0490577;-38.13080360867914
1739209589.0490677;-33.981070128970906
1739209589.0490775;-45.120503652039325
1739209589.0490875;-35.57807855764607
1739209589.0490975;-38.13080360867914
1739209589.0491073;-45.120503652039325
1739209589.0491173;-38.13080360867914
1739209589.049127;-38.13080360867914
1739209589.049137;-38.13080360867914
1739209589.0491471;-38.13080360867914
1739209589.049157;-45.120503652039325
1739209589.049167;-45.120503652039325
1739209589.0491767;-38.13080360867914
1739209589.0491867;-38.13080360867914
1739209589.0491965;-35.57807855764607
1739209589.0492065;-32.816014438256545
1739209589.0492165;-38.13080360867914
1739209589.0492263;-45.120503652039325
1739209589.0492363;-38.13080360867914
1739209589.049246;-38.13080360867914
1739209589.049256;-33.981070128970906
1739209589.0492659;-38.13080360867914
1739209589.0492759;-38.13080360867914
1739209589.049286;-45.120503652039325
1739209589.0492957;-45.120503652039325
1739209589.0493057;-38.13080360867914
1739209589.0493155;-38.13080360867914
1739209589.0493255;-38.13080360867914
1739209589.0493352;-38.13080360867914
1739209589.0493453;-45.120503652039325
1739209589.0493553;-38.13080360867914
1739209589.049365;-45.120503652039325
1739209589.049375;-45.120503652039325
1739209589.0493848;-45.120503652039325
1739209589.0493948;-38.13080360867914
1739209589.0494049;-45.120503652039325
1739209589.0494146;-33.981070128970906
1739209589.0494246;-45.120503652039325
1739209589.0494344;-45.120503652039325
1739209589.0494444;-38.13080360867914
1739209589.0494542;-31.141103565318915
1739209589.0494642;-45.120503652039325
1739209589.0494742;-45.120503652039325
1739209589.049484;-35.57807855764607
1739209589.049494;-38.13080360867914
1739209589.0495038;-45.120503652039325
1739209589.0495138;-45.120503652039325
1739209589.0495236;-38.13080360867914
1739209589.0495336;-38.13080360867914
1739209589.0495436;-45.120503652039325
1739209589.0495534;-45.120503652039325
1739209589.0495634;-45.120503652039325
1739209589.0495732;-38.13080360867914
1739209589.0495832;-38.13080360867914
1739209589.0495932;-45.120503652039325
1739209589.049603;-45.120503652039325
1739209589.049613;-33.981070128970906
1739209589.0496228;-35.57807855764607
1739209589.0496328;-45.120503652039325
1739209589.0496426;-45.120503652039325
1739209589.0496526;-38.13080360867914
1739209589.0496626;-45.120503652039325
1739209589.0496724;-38.13080360867914
1739209589.0496824;-32.816014438256545
1739209589.0496922;-38.13080360867914
1739209589.0497022;-45.120503652039325
1739209589.049712;-38.13080360867914
1739209589.049722;-38.13080360867914
1739209589.049732;-38.13080360867914
1739209589.0497417;-45.120503652039325
1739209589.0497518;-38.13080360867914
1739209589.0497615;-35.57807855764607
1739209589.0497715;-38.13080360867914
1739209589.0497813;-38.13080360867914
1739209589.0497913;-38.13080360867914
1739209589.0498013;-38.13080360867914
1739209589.0498111;-32.816014438256545
1739209589.0498211;-38.13080360867914
1739209589.049831;-38.13080360867914
1739209589.049841;-38.13080360867914
1739209589.049851;-45.120503652039325
1739209589.0498607;-38.13080360867914
1739209589.0498707;-45.120503652039325
1739209589.0498805;-35.57807855764607
1739209589.0498905;-33.981070128970906
1739209589.0499003;-33.981070128970906
1739209589.0499103;-38.13080360867914
1739209589.0499203;-35.57807855764607
1739209589.04993;-35.57807855764607
1739209589.04994;-45.120503652039325
1739209589.04995;-45.120503652039325
1739209589.04996;-35.57807855764607
1739209589.0499697;-38.13080360867914
1739209589.0499797;-45.120503652039325
1739209589.0499897;-38.13080360867914
1739209589.0499995;-45.120503652039325
1739209589.0500095;-38.13080360867914
1739209589.0500193;-35.57807855764607
1739209589.0500293;-38.13080360867914
1739209589.0500393;-45.120503652039325
1739209589.050049;-45.120503652039325
1739209589.050059;-45.120503652039325
1739209589.0500689;-45.120503652039325
1739209589.0500789;-45.120503652039325
1739209589.0500886;-38.13080360867914
1739209589.0500987;-45.120503652039325
1739209589.0501087;-38.13080360867914
1739209589.0501184;-35.57807855764607
1739209589.0501285;-30.49652367304973
1739209589.0501382;-28.992665084841942
1739209589.0501482;-45.120503652039325
1739209589.050158;-38.13080360867914
1739209589.050168;-33.981070128970906
1739209589.050178;-38.13080360867914
1739209589.0501878;-38.13080360867914
1739209589.0501978;-45.120503652039325
1739209589.0502076;-45.120503652039325
1739209589.0502176;-38.13080360867914
1739209589.0502276;-35.57807855764607
1739209589.0502374;-45.120503652039325
1739209589.0502474;-38.13080360867914
1739209589.0502572;-32.816014438256545
1739209589.0502672;-45.120503652039325
1739209589.050277;-38.13080360867914
1739209589.050287;-33.981070128970906
1739209589.050297;-45.120503652039325
1739209589.0503068;-45.120503652039325
1739209589.0503168;-35.57807855764607
1739209589.058363;-45.120503652039325
1739209589.0583797;-38.13080360867914
1739209589.0583963;-33.981070128970906
1739209589.058413;-45.120503652039325
1739209589.0584297;-33.981070128970906
1739209589.0584464;-35.57807855764607
1739209589.058463;-38.13080360867914
1739209589.0584798;-45.120503652039325
1739209589.0584965;-38.13080360867914
1739209589.0585132;-38.13080360867914
1739209589.05853;-45.120503652039325
1739209589.0585468;-45.120503652039325
1739209589.0585635;-31.141103565318915
1739209589.0585802;-33.981070128970906
1739209589.0585968;-38.13080360867914
1739209589.0586135;-38.13080360867914
1739209589.0586302;-35.57807855764607
1739209589.058647;-45.120503652039325
1739209589.0586636;-45.120503652039325
1739209589.0586803;-33.981070128970906
1739209589.058697;-30.49652367304973
1739209589.0587137;-33.981070128970906
1739209589.0587304;-45.120503652039325
1739209589.058747;-45.120503652039325
1739209589.0587637;-38.13080360867914
1739209589.0587804;-38.13080360867914
1739209589.0587971;-45.120503652039325
1739209589.0588138;-38.13080360867914
1739209589.0588305;-31.141103565318915
1739209589.0588472;-31.141103565318915
1739209589.0588639;-45.120503652039325
1739209589.0588808;-45.120503652039325
1739209589.0588975;-38.13080360867914
1739209589.0589142;-45.120503652039325
1739209589.0589309;-45.120503652039325
1739209589.0589476;-38.13080360867914
1739209589.0589643;-38.13080360867914
1739209589.058981;-45.120503652039325
1739209589.0589976;-38.13080360867914
1739209589.0590143;-38.13080360867914
1739209589.059031;-45.120503652039325
1739209589.0590477;-45.120503652039325
1739209589.0590644;-45.120503652039325
1739209589.059081;-45.120503652039325
1739209589.0590978;-38.13080360867914
1739209589.0591145;-33.981070128970906
1739209589.0591311;-45.120503652039325
1739209589.0591478;-38.13080360867914
1739209589.0591645;-45.120503652039325
1739209589.0591812;-35.57807855764607
1739209589.059198;-38.13080360867914
1739209589.0592146;-45.120503652039325
1739209589.0592313;-38.13080360867914
1739209589.0592482;-35.57807855764607
1739209589.059265;-38.13080360867914
1739209589.0592816;-45.120503652039325
1739209589.0592983;-38.13080360867914
1739209589.059315;-38.13080360867914
1739209589.0593317;-45.120503652039325
1739209589.0593483;-38.13080360867914
1739209589.059365;-45.120503652039325
1739209589.0593817;-45.120503652039325
1739209589.0593984;-38.13080360867914
1739209589.059415;-35.57807855764607
1739209589.0594318;-38.13080360867914
1739209589.0594485;-33.981070128970906
1739209589.0594652;-38.13080360867914
1739209589.0594819;-45.120503652039325
1739209589.0594985;-35.57807855764607
1739209589.0595152;-38.13080360867914
1739209589.059532;-38.13080360867914
1739209589.0595486;-38.13080360867914
1739209589.0595653;-38.13080360867914
1739209589.059582;-38.13080360867914
1739209589.059599;-45.120503652039325
1739209589.0596156;-45.120503652039325
1739209589.0596323;-45.120503652039325
1739209589.059649;-45.120503652039325
1739209589.0596657;-38.13080360867914
1739209589.0596824;-32.816014438256545
1739209589.059699;-38.13080360867914
1739209589.0597157;-45.120503652039325
1739209589.0597324;-38.13080360867914
1739209589.0597491;-45.120503652039325
1739209589.0597658;-45.120503652039325
1739209589.0597825;-45.120503652039325
1739209589.0597992;-38.13080360867914
1739209589.059816;-45.120503652039325
1739209589.0598326;-45.120503652039325
1739209589.0598493;-38.13080360867914
1739209589.059866;-38.13080360867914
1739209589.0598826;-45.120503652039325
1739209589.0598993;-38.13080360867914
1739209589.059916;-45.120503652039325
1739209589.0599327;-45.120503652039325
1739209589.0599494;-38.13080360867914
1739209589.0599663;-38.13080360867914
1739209589.059983;-45.120503652039325
1739209589.0599997;-45.120503652039325
1739209589.0600164;-45.120503652039325
1739209589.060033;-45.120503652039325
1739209589.0600498;-38.13080360867914
1739209589.0600665;-32.816014438256545
1739209589.0600832;-45.120503652039325
1739209589.0600998;-38.13080360867914
1739209589.0601165;-45.120503652039325
1739209589.0601332;-38.13080360867914
1739209589.06015;-45.120503652039325
1739209589.0601666;-45.120503652039325
1739209589.0601833;-45.120503652039325
1739209589.0602;-38.13080360867914
1739209589.0602167;-38.13080360867914
1739209589.0602334;-38.13080360867914
1739209589.06025;-45.120503652039325
1739209589.0602667;-45.120503652039325
1739209589.0602834;-45.120503652039325
1739209589.0603;-45.120503652039325
1739209589.060317;-45.120503652039325
1739209589.0603337;-45.120503652039325
1739209589.0603504;-38.13080360867914
1739209589.060367;-45.120503652039325
1739209589.0603838;-38.13080360867914
1739209589.0604005;-38.13080360867914
1739209589.0604172;-33.981070128970906
1739209589.0604339;-38.13080360867914
1739209589.0604506;-33.981070128970906
1739209589.0604672;-31.141103565318915
1739209589.060484;-45.120503652039325
1739209589.0605006;-38.13080360867914
1739209589.0605173;-35.57807855764607
1739209589.060534;-33.981070128970906
1739209589.0605507;-45.120503652039325
1739209589.0605674;-45.120503652039325
1739209589.060584;-45.120503652039325
1739209589.0606008;-32.81601443825658
1739209589.0606174;-45.120503652039325
1739209589.0606341;-38.13080360867914
1739209589.0606508;-45.120503652039325
1739209589.0606678;-45.120503652039325
1739209589.0606844;-45.120503652039325
1739209589.0607011;-45.120503652039325
1739209589.0607178;-38.13080360867914
1739209589.0607345;-31.141103565318915
1739209589.0607512;-45.120503652039325
1739209589.060768;-38.13080360867914
1739209589.0607846;-35.57807855764607
1739209589.0608013;-38.13080360867914
1739209589.060818;-45.120503652039325
1739209589.0608346;-38.13080360867914
1739209589.0608513;-38.13080360867914
1739209589.060868;-33.981070128970906
1739209589.0608847;-38.13080360867914
1739209589.0609014;-38.13080360867914
1739209589.060918;-38.13080360867914
1739209589.0609348;-35.57807855764607
1739209589.0609515;-33.981070128970906
1739209589.0609682;-38.13080360867914
1739209589.0609848;-45.120503652039325
1739209589.0610015;-35.57807855764607
1739209589.0610185;-45.120503652039325
1739209589.0610352;-45.120503652039325
1739209589.0610518;-45.120503652039325
1739209589.0610685;-45.120503652039325
1739209589.0610852;-45.120503652039325
1739209589.061102;-38.13080360867914
1739209589.0611186;-38.13080360867914
1739209589.0611353;-28.992665084841942
1739209589.061152;-45.120503652039325
1739209589.0611687;-45.120503652039325
1739209589.0611854;-45.120503652039325
1739209589.061202;-38.13080360867914
1739209589.0612187;-32.816014438256545
1739209589.0612354;-38.13080360867914
1739209589.061252;-45.120503652039325
1739209589.0612688;-32.816014438256545
1739209589.0612855;-32.816014438256545
1739209589.0613022;-38.13080360867914
1739209589.0613189;-45.120503652039325
1739209589.0613356;-45.120503652039325
1739209589.0613523;-38.13080360867914
1739209589.061369;-45.120503652039325
1739209589.0613859;-45.120503652039325
1739209589.0614026;-38.13080360867914
1739209589.0614192;-45.120503652039325
1739209589.061436;-38.13080360867914
1739209589.0614526;-38.13080360867914
1739209589.0614693;-38.13080360867914
1739209589.061486;-38.13080360867914
1739209589.0615027;-45.120503652039325
1739209589.0615194;-38.13080360867914
1739209589.061536;-33.981070128970906
1739209589.0615528;-45.120503652039325
1739209589.0615695;-45.120503652039325
1739209589.0615861;-45.120503652039325
1739209589.0616028;-45.120503652039325
1739209589.0616195;-32.816014438256545
1739209589.0616362;-45.120503652039325
1739209589.061653;-35.57807855764607
1739209589.0616696;-33.981070128970906
1739209589.0616863;-35.57807855764607
1739209589.061703;-33.981070128970906
1739209589.0617197;-45.120503652039325
1739209589.0617366;-38.13080360867914
1739209589.0617533;-45.120503652039325
1739209589.06177;-45.120503652039325
1739209589.0617867;-45.120503652039325
1739209589.0618033;-38.13080360867914
1739209589.06182;-38.13080360867914
1739209589.0618367;-45.120503652039325
1739209589.0618534;-38.13080360867914
1739209589.06187;-38.13080360867914
1739209589.0618868;-45.120503652039325
1739209589.0619035;-45.120503652039325
1739209589.0503266;-38.13080360867914
1739209589.0503366;-38.13080360867914
1739209589.0503464;-38.13080360867914
1739209589.0503564;-38.13080360867914
1739209589.0503664;-35.57807855764607
1739209589.0503762;-33.981070128970906
1739209589.0503862;-45.120503652039325
1739209589.050396;-45.120503652039325
1739209589.050406;-38.13080360867914
1739209589.050416;-38.13080360867914
1739209589.0504258;-45.120503652039325
1739209589.0504358;-45.120503652039325
1739209589.0504456;-45.120503652039325
1739209589.0504556;-45.120503652039325
1739209589.0504653;-38.13080360867914
1739209589.0504754;-45.120503652039325
1739209589.0504854;-45.120503652039325
1739209589.0504951;-38.13080360867914
1739209589.0505052;-38.13080360867914
1739209589.050515;-35.57807855764607
1739209589.050525;-35.57807855764607
1739209589.0505347;-38.13080360867914
1739209589.0505447;-45.120503652039325
1739209589.0505548;-45.120503652039325
1739209589.0505645;-38.13080360867914
1739209589.0505745;-45.120503652039325
1739209589.0505843;-38.13080360867914
1739209589.0505943;-38.13080360867914
1739209589.050604;-38.13080360867914
1739209589.050614;-38.13080360867914
1739209589.0506241;-45.120503652039325
1739209589.050634;-45.120503652039325
1739209589.050644;-38.13080360867914
1739209589.0506537;-33.981070128970906
1739209589.0506637;-45.120503652039325
1739209589.0506737;-45.120503652039325
1739209589.0506835;-45.120503652039325
1739209589.0506935;-38.13080360867914
1739209589.0507033;-38.13080360867914
1739209589.0507133;-45.120503652039325
1739209589.050723;-38.13080360867914
1739209589.050733;-45.120503652039325
1739209589.050743;-45.120503652039325
1739209589.0507529;-38.13080360867914
1739209589.050763;-33.981070128970906
1739209589.0507727;-45.120503652039325
1739209589.0507827;-38.13080360867914
1739209589.0507925;-38.13080360867914
1739209589.0508025;-45.120503652039325
1739209589.0508125;-33.981070128970906
1739209589.0508223;-45.120503652039325
1739209589.0508323;-45.120503652039325
1739209589.050842;-45.120503652039325
1739209589.050852;-38.13080360867914
1739209589.050862;-33.981070128970906
1739209589.0508718;-45.120503652039325
1739209589.0508819;-45.120503652039325
1739209589.0508916;-45.120503652039325
1739209589.0509017;-38.13080360867914
1739209589.0509114;-38.13080360867914
1739209589.0509214;-45.120503652039325
1739209589.0509315;-45.120503652039325
1739209589.0509412;-38.13080360867914
1739209589.0509512;-38.13080360867914
1739209589.050961;-38.13080360867914
1739209589.050971;-45.120503652039325
1739209589.0509808;-45.120503652039325
1739209589.0509908;-45.120503652039325
1739209589.0510008;-45.120503652039325
1739209589.0510106;-45.120503652039325
1739209589.0510206;-45.120503652039325
1739209589.0510304;-45.120503652039325
1739209589.0510404;-38.13080360867914
1739209589.0510502;-45.120503652039325
1739209589.0510602;-45.120503652039325
1739209589.0510702;-45.120503652039325
1739209589.05108;-38.13080360867914
1739209589.05109;-38.13080360867914
1739209589.0510998;-27.267205301931607
1739209589.0511098;-45.120503652039325
1739209589.0511198;-38.13080360867914
1739209589.0511296;-45.120503652039325
1739209589.0511396;-38.13080360867914
1739209589.0511494;-33.981070128970906
1739209589.0511594;-38.13080360867914
1739209589.0511692;-45.120503652039325
1739209589.0511792;-31.14110356531892
1739209589.0511892;-38.13080360867914
1739209589.051199;-45.120503652039325
1739209589.051209;-35.57807855764607
1739209589.0512187;-38.13080360867914
1739209589.0512288;-38.13080360867914
1739209589.0512385;-38.13080360867914
1739209589.0512486;-35.57807855764607
1739209589.0512586;-28.992665084841942
1739209589.0512683;-45.120503652039325
1739209589.0512784;-38.13080360867914
1739209589.0512881;-35.57807855764607
1739209589.0512981;-33.981070128970906
1739209589.0513082;-45.120503652039325
1739209589.051318;-38.13080360867914
1739209589.051328;-45.120503652039325
1739209589.0513377;-38.13080360867914
1739209589.0513477;-38.13080360867914
1739209589.0513575;-45.120503652039325
1739209589.0513675;-45.120503652039325
1739209589.0513775;-38.13080360867914
1739209589.0513873;-32.816014438256545
1739209589.0513973;-35.57807855764607
1739209589.051407;-45.120503652039325
1739209589.051417;-33.981070128970906
1739209589.051427;-38.13080360867914
1739209589.051437;-35.57807855764607
1739209589.051447;-38.13080360867914
1739209589.0514567;-45.120503652039325
1739209589.0514667;-45.120503652039325
1739209589.0514765;-45.120503652039325
1739209589.0514865;-45.120503652039325
1739209589.0514965;-28.58837851428586
1739209589.0515063;-38.13080360867914
1739209589.0515163;-38.13080360867914
1739209589.051526;-45.120503652039325
1739209589.051536;-38.13080360867914
1739209589.0515459;-35.57807855764607
1739209589.0515559;-38.13080360867914
1739209589.051566;-45.120503652039325
1739209589.0515757;-29.438486411369347
1739209589.0515857;-38.13080360867914
1739209589.0515954;-38.13080360867914
1739209589.0516055;-45.120503652039325
1739209589.0516152;-38.13080360867914
1739209589.0516253;-38.13080360867914
1739209589.0516353;-38.13080360867914
1739209589.051645;-35.57807855764607
1739209589.051655;-33.981070128970906
1739209589.0516648;-38.13080360867914
1739209589.0516748;-45.120503652039325
1739209589.0516849;-38.13080360867914
1739209589.0516946;-32.816014438256545
1739209589.0517046;-38.13080360867914
1739209589.0517144;-45.120503652039325
1739209589.0517244;-45.120503652039325
1739209589.0517342;-45.120503652039325
1739209589.0517442;-45.120503652039325
1739209589.0517542;-45.120503652039325
1739209589.051764;-45.120503652039325
1739209589.051774;-38.13080360867914
1739209589.0517838;-32.816014438256545
1739209589.0517938;-38.13080360867914
1739209589.0518036;-45.120503652039325
1739209589.0518136;-38.13080360867914
1739209589.0518236;-38.13080360867914
1739209589.0518334;-38.13080360867914
1739209589.0518434;-45.120503652039325
1739209589.0518532;-38.13080360867914
1739209589.0518632;-45.120503652039325
1739209589.051873;-38.13080360867914
1739209589.051883;-38.13080360867914
1739209589.051893;-38.13080360867914
1739209589.0519028;-38.13080360867914
1739209589.0519128;-38.13080360867914
1739209589.0519226;-38.13080360867914
1739209589.0519326;-38.13080360867914
1739209589.0519426;-35.57807855764607
1739209589.0519524;-45.120503652039325
1739209589.0519624;-38.13080360867914
1739209589.0519722;-35.57807855764607
1739209589.0519822;-45.120503652039325
1739209589.051992;-45.120503652039325
1739209589.052002;-45.120503652039325
1739209589.052012;-38.13080360867914
1739209589.0520217;-45.120503652039325
1739209589.0520318;-45.120503652039325
1739209589.0520415;-45.120503652039325
1739209589.0520515;-45.120503652039325
1739209589.0520613;-38.13080360867914
1739209589.0520713;-38.13080360867914
1739209589.0520813;-45.120503652039325
1739209589.0520911;-45.120503652039325
1739209589.0521011;-45.120503652039325
1739209589.052111;-38.13080360867914
1739209589.052121;-35.57807855764607
1739209589.052131;-38.13080360867914
1739209589.0521407;-35.57807855764607
1739209589.0521507;-35.57807855764607
1739209589.0521605;-35.57807855764607
1739209589.0521705;-38.13080360867914
1739209589.0521803;-38.13080360867914
1739209589.0521903;-38.13080360867914
1739209589.0522003;-45.120503652039325
1739209589.05221;-45.120503652039325
1739209589.05222;-45.120503652039325
1739209589.05223;-45.120503652039325
1739209589.05224;-38.13080360867914
1739209589.0522497;-45.120503652039325
1739209589.0522597;-38.13080360867914
1739209589.0522697;-38.13080360867914
1739209589.0522795;-45.120503652039325
1739209589.0522895;-38.13080360867914
1739209589.0522993;-32.816014438256545
1739209589.0523093;-38.13080360867914
1739209589.052319;-45.120503652039325
1739209589.052329;-45.120503652039325
1739209589.052339;-38.13080360867914
1739209589.0523489;-38.13080360867914
1739209589.0523589;-38.13080360867914
1739209589.0523686;-45.120503652039325
1739209589.0523787;-45.120503652039325
1739209589.0523887;-45.120503652039325
1739209589.0523984;-45.120503652039325
1739209589.0524085;-45.120503652039325
1739209589.0524182;-45.120503652039325
1739209589.0524282;-45.120503652039325
1739209589.052438;-45.120503652039325
1739209589.052448;-38.13080360867914
1739209589.052458;-45.120503652039325
1739209589.0524678;-45.120503652039325
1739209589.0524778;-45.120503652039325
1739209589.0524876;-45.120503652039325
1739209589.0524976;-32.816014438256545
1739209589.0525074;-45.120503652039325
1739209589.0525174;-45.120503652039325
1739209589.0525274;-45.120503652039325
1739209589.0525372;-38.13080360867914
1739209589.0525472;-38.13080360867914
1739209589.052557;-38.13080360867914
1739209589.052567;-38.13080360867914
1739209589.052577;-45.120503652039325
1739209589.0525868;-45.120503652039325
1739209589.0525968;-45.120503652039325
1739209589.0526066;-38.13080360867914
1739209589.0526166;-38.13080360867914
1739209589.0526264;-45.120503652039325
1739209589.0526364;-38.13080360867914
1739209589.0526464;-45.120503652039325
1739209589.0526562;-38.13080360867914
1739209589.0526662;-38.13080360867914
1739209589.052676;-38.13080360867914
1739209589.052686;-45.120503652039325
1739209589.0526958;-30.49652367304973
1739209589.0527058;-28.58837851428586
1739209589.0527158;-45.120503652039325
1739209589.0527256;-45.120503652039325
1739209589.0527356;-38.13080360867914
1739209589.0527453;-35.57807855764607
1739209589.0527554;-45.120503652039325
1739209589.0527654;-33.981070128970906
1739209589.0527751;-45.120503652039325
1739209589.0527852;-45.120503652039325
1739209589.052795;-45.120503652039325
1739209589.052805;-45.120503652039325
1739209589.0528147;-45.120503652039325
1739209589.0528247;-45.120503652039325
1739209589.0528347;-45.120503652039325
1739209589.0528445;-45.120503652039325
1739209589.0528545;-38.13080360867914
1739209589.0528643;-38.13080360867914
1739209589.0528743;-38.13080360867914
1739209589.052884;-38.13080360867914
1739209589.052894;-45.120503652039325
1739209589.0529041;-38.13080360867914
1739209589.052914;-38.13080360867914
1739209589.052924;-45.120503652039325
1739209589.0529337;-38.13080360867914
1739209589.0529437;-33.981070128970906
1739209589.0529537;-45.120503652039325
1739209589.0529635;-45.120503652039325
1739209589.0529735;-38.13080360867914
1739209589.0529833;-35.57807855764607
1739209589.0529933;-38.13080360867914
1739209589.053003;-38.13080360867914
1739209589.053013;-38.13080360867914
1739209589.053023;-35.57807855764607
1739209589.0530329;-45.120503652039325
1739209589.053043;-38.13080360867914
1739209589.0530527;-38.13080360867914
1739209589.0530627;-45.120503652039325
1739209589.0530725;-38.13080360867914
1739209589.0530825;-38.13080360867914
1739209589.0530925;-33.981070128970906
1739209589.0531023;-25.826314394896357
1739209589.0531123;-35.57807855764607
1739209589.053122;-38.13080360867914
1739209589.053132;-35.57807855764607
1739209589.0531418;-35.57807855764607
1739209589.0531518;-38.13080360867914
1739209589.0531619;-38.13080360867914
1739209589.0531716;-45.120503652039325
1739209589.0531816;-38.13080360867914
1739209589.0531914;-45.120503652039325
1739209589.0532014;-45.120503652039325
1739209589.0532115;-32.816014438256545
1739209589.0532212;-38.13080360867914
1739209589.0532312;-38.13080360867914
1739209589.053241;-33.981070128970906
1739209589.053251;-45.120503652039325
1739209589.0532608;-45.120503652039325
1739209589.0532708;-45.120503652039325
1739209589.0532808;-38.13080360867914
1739209589.0532906;-33.981070128970906
1739209589.0533006;-45.120503652039325
1739209589.0533104;-38.13080360867914
1739209589.0533204;-38.13080360867914
1739209589.0533302;-45.120503652039325
1739209589.0533402;-33.981070128970906
1739209589.0533502;-32.816014438256545
1739209589.05336;-45.120503652039325
1739209589.05337;-38.13080360867914
1739209589.0533798;-38.13080360867914
1739209589.0533898;-38.13080360867914
1739209589.0533998;-45.120503652039325
1739209589.0534096;-45.120503652039325
1739209589.0534196;-38.13080360867914
1739209589.0534294;-45.120503652039325
1739209589.0534394;-45.120503652039325
1739209589.0534492;-45.120503652039325
1739209589.0534592;-45.120503652039325
1739209589.0534692;-45.120503652039325
1739209589.053479;-38.13080360867914
1739209589.053489;-38.13080360867914
1739209589.0534987;-33.981070128970906
1739209589.0535088;-38.13080360867914
1739209589.0535185;-45.120503652039325
1739209589.0535285;-38.13080360867914
1739209589.0535386;-35.57807855764607
1739209589.0535483;-45.120503652039325
1739209589.0535583;-38.13080360867914
1739209589.0535681;-35.57807855764607
1739209589.0535781;-35.57807855764607
1739209589.053588;-35.57807855764607
1739209589.053598;-38.13080360867914
1739209589.053608;-45.120503652039325
1739209589.0536177;-45.120503652039325
1739209589.0536277;-38.13080360867914
1739209589.0536375;-38.13080360867914
1739209589.0536475;-45.120503652039325
1739209589.0536575;-45.120503652039325
1739209589.0536673;-38.13080360867914
1739209589.0536773;-38.13080360867914
1739209589.053687;-38.13080360867914
1739209589.053697;-35.57807855764607
1739209589.053707;-45.120503652039325
1739209589.053717;-38.13080360867914
1739209589.053727;-35.57807855764607
1739209589.0537367;-35.57807855764607
1739209589.0537467;-30.49652367304973
1739209589.0537565;-45.120503652039325
1739209589.0537665;-45.120503652039325
1739209589.0537763;-38.13080360867914
1739209589.0537863;-32.816014438256545
1739209589.0537963;-38.13080360867914
1739209589.053806;-45.120503652039325
1739209589.053816;-38.13080360867914
1739209589.0538259;-45.120503652039325
1739209589.0538359;-45.120503652039325
1739209589.053846;-35.57807855764607
1739209589.0538557;-38.13080360867914
