CAN Message; 0x62:030a483c10f09d42
1739209824.8517356;-45.120503652039325
1739209824.8517382;-38.13080360867914
1739209824.851741;-38.13080360867914
1739209824.8517437;-35.57807855764607
1739209824.8517463;-45.120503652039325
1739209824.851749;-38.13080360867914
1739209824.8517516;-38.13080360867914
1739209824.8517542;-45.120503652039325
1739209824.851757;-45.120503652039325
1739209824.8517597;-45.120503652039325
1739209824.8517623;-45.120503652039325
1739209824.851765;-32.816014438256545
1739209824.8517675;-35.57807855764607
1739209824.8517704;-38.13080360867914
1739209824.851773;-38.13080360867914
1739209824.8517756;-45.120503652039325
1739209824.8517783;-38.13080360867914
1739209824.851781;-32.816014438256545
1739209824.8517838;-35.57807855764607
1739209824.8517864;-38.13080360867914
1739209824.851789;-38.13080360867914
1739209824.8517916;-38.13080360867914
1739209824.8517942;-45.120503652039325
1739209824.8517969;-38.13080360867914
1739209824.8517997;-35.57807855764607
1739209824.8518023;-33.981070128970906
1739209824.851805;-45.120503652039325
1739209824.8518076;-45.120503652039325
1739209824.8518102;-38.13080360867914
1739209824.851813;-45.120503652039325
1739209824.8518157;-33.981070128970906
1739209824.8518183;-38.13080360867914
1739209824.851821;-38.13080360867914
1739209824.8518236;-45.120503652039325
1739209824.8518264;-45.120503652039325
1739209824.851829;-32.816014438256545
1739209824.8518317;-35.57807855764607
1739209824.8518343;-45.120503652039325
1739209824.851837;-45.120503652039325
1739209824.8518398;-35.57807855764607
1739209824.8518424;-38.13080360867914
1739209824.851845;-45.120503652039325
1739209824.8518476;-38.13080360867914
1739209824.8518503;-45.120503652039325
1739209824.851853;-38.13080360867914
1739209824.8518558;-45.120503652039325
1739209824.8518584;-45.120503652039325
1739209824.851861;-32.816014438256545
1739209824.8518636;-33.981070128970906
1739209824.8518662;-45.120503652039325
1739209824.851869;-38.13080360867914
1739209824.8518717;-35.57807855764607
1739209824.8518744;-33.981070128970906
1739209824.851877;-45.120503652039325
1739209824.8518796;-45.120503652039325
1739209824.8518825;-38.13080360867914
1739209824.851885;-38.13080360867914
1739209824.8518877;-45.120503652039325
1739209824.8518903;-38.13080360867914
1739209824.851893;-35.57807855764607
1739209824.8518958;-33.981070128970906
1739209824.8518984;-38.13080360867914
1739209824.851901;-45.120503652039325
1739209824.8519037;-38.13080360867914
1739209824.8519063;-38.13080360867914
1739209824.851909;-45.120503652039325
1739209824.8519118;-45.120503652039325
1739209824.8519144;-45.120503652039325
1739209824.851917;-38.13080360867914
1739209824.8519197;-45.120503652039325
1739209824.8519223;-38.13080360867914
1739209824.8519251;-45.120503652039325
1739209824.8519278;-45.120503652039325
1739209824.8519304;-38.13080360867914
1739209824.851933;-38.13080360867914
1739209824.8519356;-45.120503652039325
1739209824.8519385;-38.13080360867914
1739209824.851941;-38.13080360867914
1739209824.8519437;-38.13080360867914
1739209824.8519464;-45.120503652039325
1739209824.851949;-38.13080360867914
1739209824.8519516;-35.57807855764607
1739209824.8519545;-38.13080360867914
1739209824.851957;-45.120503652039325
1739209824.8519597;-33.981070128970906
1739209824.8519623;-38.13080360867914
1739209824.851965;-38.13080360867914
1739209824.8519678;-38.13080360867914
1739209824.8519704;-38.13080360867914
1739209824.851973;-38.13080360867914
1739209824.8519757;-38.13080360867914
1739209824.8519783;-45.120503652039325
1739209824.8519812;-33.981070128970906
1739209824.8519838;-45.120503652039325
1739209824.8519864;-45.120503652039325
1739209824.851989;-38.13080360867914
1739209824.8519917;-38.13080360867914
1739209824.8519945;-38.13080360867914
1739209824.8519971;-45.120503652039325
1739209824.8519998;-45.120503652039325
1739209824.8520024;-28.992665084841942
1739209824.852005;-33.981070128970906
1739209824.8520076;-38.13080360867914
1739209824.8520105;-45.120503652039325
1739209824.852013;-38.13080360867914
1739209824.8520157;-38.13080360867914
1739209824.8520184;-38.13080360867914
1739209824.852021;-38.13080360867914
1739209824.8520238;-38.13080360867914
1739209824.8520265;-45.120503652039325
1739209824.852029;-45.120503652039325
1739209824.8520317;-45.120503652039325
1739209824.8520343;-38.13080360867914
1739209824.8520372;-45.120503652039325
1739209824.8520398;-45.120503652039325
1739209824.8520424;-45.120503652039325
1739209824.852045;-45.120503652039325
1739209824.8520477;-45.120503652039325
1739209824.8520503;-38.13080360867914
1739209824.8520532;-45.120503652039325
1739209824.8520558;-45.120503652039325
1739209824.8520584;-38.13080360867914
1739209824.852061;-45.120503652039325
1739209824.8520637;-38.13080360867914
1739209824.8520665;-31.141103565318915
1739209824.8520691;-28.58837851428586
1739209824.8520718;-38.13080360867914
1739209824.8520744;-45.120503652039325
1739209824.852077;-45.120503652039325
1739209824.8520799;-45.120503652039325
1739209824.8520825;-45.120503652039325
1739209824.852085;-45.120503652039325
1739209824.8520877;-38.13080360867914
1739209824.8520904;-38.13080360867914
1739209824.8520932;-35.57807855764607
1739209824.8520958;-38.13080360867914
1739209824.8520985;-45.120503652039325
1739209824.852101;-32.816014438256545
1739209824.8521037;-38.13080360867914
1739209824.8521063;-45.120503652039325
1739209824.8521092;-32.816014438256545
1739209824.8521118;-31.141103565318915
1739209824.8521144;-45.120503652039325
1739209824.852117;-35.57807855764607
1739209824.8521197;-38.13080360867914
1739209824.8521225;-45.120503652039325
1739209824.8521252;-38.13080360867914
1739209824.8521278;-38.13080360867914
1739209824.8521304;-33.981070128970906
1739209824.852133;-45.120503652039325
1739209824.852136;-38.13080360867914
1739209824.8521385;-35.57807855764607
1739209824.8521411;-33.981070128970906
1739209824.8521438;-45.120503652039325
1739209824.8521464;-45.120503652039325
1739209824.852149;-35.57807855764607
1739209824.8521519;-45.120503652039325
1739209824.8521545;-45.120503652039325
1739209824.852157;-45.120503652039325
1739209824.8521597;-45.120503652039325
1739209824.8521624;-45.120503652039325
1739209824.8521652;-38.13080360867914
1739209824.8521678;-35.57807855764607
1739209824.8521705;-45.120503652039325
1739209824.852173;-32.816014438256545
1739209824.8521757;-38.13080360867914
1739209824.8521786;-38.13080360867914
1739209824.8521812;-35.57807855764607
1739209824.8521838;-38.13080360867914
1739209824.8521864;-45.120503652039325
1739209824.852189;-38.13080360867914
1739209824.852192;-45.120503652039325
1739209824.8521945;-45.120503652039325
1739209824.8521972;-45.120503652039325
1739209824.8521998;-38.13080360867914
1739209824.8522024;-45.120503652039325
1739209824.852205;-38.13080360867914
1739209824.852208;-38.13080360867914
1739209824.8522105;-45.120503652039325
1739209824.8522131;-45.120503652039325
1739209824.8522158;-45.120503652039325
1739209824.8522184;-32.816014438256545
1739209824.8522213;-35.57807855764607
1739209824.8522239;-45.120503652039325
1739209824.8522265;-45.120503652039325
1739209824.852229;-38.13080360867914
1739209824.8522317;-38.13080360867914
1739209824.8522346;-45.120503652039325
1739209824.8522372;-38.13080360867914
1739209824.8522398;-38.13080360867914
1739209824.8522425;-45.120503652039325
1739209824.852245;-45.120503652039325
1739209824.852248;-38.13080360867914
1739209824.8522506;-38.13080360867914
1739209824.8522532;-45.120503652039325
1739209824.8522558;-38.13080360867914
1739209824.8522584;-38.13080360867914
1739209824.852261;-45.120503652039325
1739209824.852264;-45.120503652039325
1739209824.8522666;-38.13080360867914
1739209824.8522692;-35.57807855764607
1739209824.8522718;-35.57807855764607
1739209824.8522744;-38.13080360867914
1739209824.8522773;-38.13080360867914
1739209824.85228;-38.13080360867914
1739209824.8522825;-38.13080360867914
1739209824.8522851;-35.57807855764607
1739209824.8522878;-45.120503652039325
1739209824.8522906;-35.57807855764607
1739209824.8522933;-45.120503652039325
1739209824.8522959;-45.120503652039325
1739209824.8522985;-38.13080360867914
1739209824.8523011;-38.13080360867914
1739209824.8523037;-38.13080360867914
1739209824.8523066;-38.13080360867914
1739209824.8523092;-35.57807855764607
1739209824.8523118;-45.120503652039325
1739209824.8523145;-45.120503652039325
1739209824.852317;-45.120503652039325
1739209824.85232;-38.13080360867914
1739209824.8523226;-45.120503652039325
1739209824.8523252;-33.981070128970906
1739209824.8523278;-28.58837851428586
1739209824.8523304;-33.981070128970906
1739209824.8523333;-45.120503652039325
1739209824.852336;-28.58837851428586
1739209824.8523386;-32.816014438256545
1739209824.8523412;-38.13080360867914
1739209824.8523438;-38.13080360867914
1739209824.8523467;-45.120503652039325
1739209824.8523493;-38.13080360867914
1739209824.852352;-45.120503652039325
1739209824.8523545;-38.13080360867914
1739209824.8523571;-38.13080360867914
1739209824.8523598;-38.13080360867914
1739209824.8523626;-35.57807855764607
1739209824.8523653;-45.120503652039325
1739209824.8523679;-45.120503652039325
1739209824.8523705;-38.13080360867914
1739209824.8523731;-45.120503652039325
1739209824.852376;-38.13080360867914
1739209824.8523786;-38.13080360867914
1739209824.8258567;-35.57807855764607
1739209824.8258624;-38.13080360867914
1739209824.8258681;-38.13080360867914
1739209824.8258739;-33.981070128970906
1739209824.8258793;-45.120503652039325
1739209824.825885;-45.120503652039325
1739209824.8258908;-45.120503652039325
1739209824.8258965;-38.13080360867914
1739209824.825902;-38.13080360867914
1739209824.8259077;-45.120503652039325
1739209824.8259134;-38.13080360867914
1739209824.8259192;-38.13080360867914
1739209824.8259249;-45.120503652039325
1739209824.8259304;-45.120503652039325
1739209824.825936;-45.120503652039325
1739209824.8259418;-45.120503652039325
1739209824.8259475;-45.120503652039325
1739209824.825953;-38.13080360867914
1739209824.8259587;-35.57807855764607
1739209824.8259645;-31.141103565318915
1739209824.8259702;-38.13080360867914
1739209824.825976;-38.13080360867914
1739209824.8259814;-38.13080360867914
1739209824.825987;-38.13080360867914
1739209824.8259928;-45.120503652039325
1739209824.8259985;-38.13080360867914
1739209824.826004;-45.120503652039325
1739209824.8260098;-32.81601443825658
1739209824.8260155;-45.120503652039325
1739209824.8260212;-38.13080360867914
1739209824.826027;-38.13080360867914
1739209824.8260324;-45.120503652039325
1739209824.8260381;-45.120503652039325
1739209824.8260438;-38.13080360867914
1739209824.8260496;-35.57807855764607
1739209824.826055;-28.992665084841942
1739209824.8260608;-45.120503652039325
1739209824.8260665;-38.13080360867914
1739209824.8260722;-45.120503652039325
1739209824.826078;-35.57807855764607
1739209824.8260834;-38.13080360867914
1739209824.8260891;-38.13080360867914
1739209824.8260949;-45.120503652039325
1739209824.8261006;-32.816014438256545
1739209824.826106;-38.13080360867914
1739209824.8261118;-45.120503652039325
1739209824.8261175;-45.120503652039325
1739209824.8261232;-45.120503652039325
1739209824.826129;-38.13080360867914
1739209824.8261344;-38.13080360867914
1739209824.8261402;-45.120503652039325
1739209824.826146;-38.13080360867914
1739209824.8261516;-35.57807855764607
1739209824.826157;-38.13080360867914
1739209824.8261628;-38.13080360867914
1739209824.8261685;-38.13080360867914
1739209824.8261743;-38.13080360867914
1739209824.82618;-38.13080360867914
1739209824.8261855;-45.120503652039325
1739209824.8261912;-38.13080360867914
1739209824.826197;-32.816014438256545
1739209824.8262026;-38.13080360867914
1739209824.826208;-45.120503652039325
1739209824.8262138;-45.120503652039325
1739209824.8262196;-45.120503652039325
1739209824.8262253;-45.120503652039325
1739209824.826231;-45.120503652039325
1739209824.8262365;-38.13080360867914
1739209824.8262422;-45.120503652039325
1739209824.826248;-38.13080360867914
1739209824.8262537;-38.13080360867914
1739209824.8262591;-38.13080360867914
1739209824.8262649;-45.120503652039325
1739209824.8262706;-45.120503652039325
1739209824.8262763;-38.13080360867914
1739209824.826282;-38.13080360867914
1739209824.8262875;-38.13080360867914
1739209824.8262932;-45.120503652039325
1739209824.826299;-38.13080360867914
1739209824.8263047;-33.981070128970906
1739209824.8263102;-30.49652367304973
1739209824.8263159;-38.13080360867914
1739209824.8263216;-38.13080360867914
1739209824.8263273;-38.13080360867914
1739209824.826333;-45.120503652039325
1739209824.8263385;-45.120503652039325
1739209824.8263443;-45.120503652039325
1739209824.82635;-38.13080360867914
1739209824.8263557;-45.120503652039325
1739209824.8263612;-38.13080360867914
1739209824.826367;-45.120503652039325
1739209824.8263726;-45.120503652039325
1739209824.8263783;-32.816014438256545
1739209824.8263838;-35.57807855764607
1739209824.8263896;-45.120503652039325
1739209824.8263953;-38.13080360867914
1739209824.826401;-38.13080360867914
1739209824.8264067;-45.120503652039325
1739209824.8264122;-45.120503652039325
1739209824.826418;-38.13080360867914
1739209824.8264236;-35.57807855764607
1739209824.8264294;-38.13080360867914
1739209824.8264349;-38.13080360867914
1739209824.8264406;-45.120503652039325
1739209824.8264463;-35.57807855764607
1739209824.826452;-38.13080360867914
1739209824.8264577;-45.120503652039325
1739209824.8264632;-45.120503652039325
1739209824.826469;-45.120503652039325
1739209824.8264747;-38.13080360867914
1739209824.8264804;-45.120503652039325
1739209824.8264859;-38.13080360867914
1739209824.8264916;-45.120503652039325
1739209824.8264973;-38.13080360867914
1739209824.826503;-45.120503652039325
1739209824.8265088;-45.120503652039325
1739209824.8265142;-32.816014438256545
1739209824.82652;-38.13080360867914
1739209824.8265257;-45.120503652039325
1739209824.8265314;-45.120503652039325
1739209824.826537;-32.816014438256545
1739209824.8265426;-35.57807855764607
1739209824.8265483;-45.120503652039325
1739209824.826554;-38.13080360867914
1739209824.8265598;-45.120503652039325
1739209824.8265653;-45.120503652039325
1739209824.826571;-45.120503652039325
1739209824.8265767;-45.120503652039325
1739209824.8265824;-45.120503652039325
1739209824.826588;-38.13080360867914
1739209824.8265936;-38.13080360867914
1739209824.8265994;-38.13080360867914
1739209824.826605;-32.816014438256545
1739209824.8266108;-38.13080360867914
1739209824.8266163;-45.120503652039325
1739209824.826622;-45.120503652039325
1739209824.8266277;-38.13080360867914
1739209824.8266335;-35.57807855764607
1739209824.826639;-35.57807855764607
1739209824.8266447;-35.57807855764607
1739209824.8266504;-38.13080360867914
1739209824.826656;-45.120503652039325
1739209824.8266618;-35.57807855764607
1739209824.8266673;-45.120503652039325
1739209824.826673;-45.120503652039325
1739209824.8266788;-45.120503652039325
1739209824.8266845;-45.120503652039325
1739209824.82669;-45.120503652039325
1739209824.8266957;-45.120503652039325
1739209824.8267014;-45.120503652039325
1739209824.8267071;-38.13080360867914
1739209824.8267128;-38.13080360867914
1739209824.8267183;-30.49652367304973
1739209824.826724;-38.13080360867914
1739209824.8267298;-45.120503652039325
1739209824.8267355;-45.120503652039325
1739209824.826741;-31.141103565318893
1739209824.8267467;-33.981070128970906
1739209824.8267524;-45.120503652039325
1739209824.8267581;-38.13080360867914
1739209824.8267639;-32.816014438256545
1739209824.8267694;-32.816014438256545
1739209824.826775;-45.120503652039325
1739209824.8267808;-33.981070128970906
1739209824.8267865;-38.13080360867914
1739209824.826792;-45.120503652039325
1739209824.8267977;-45.120503652039325
1739209824.8268034;-45.120503652039325
1739209824.8268092;-45.120503652039325
1739209824.8268147;-45.120503652039325
1739209824.8268204;-45.120503652039325
1739209824.826826;-38.13080360867914
1739209824.8268318;-29.438486411369333
1739209824.8268375;-30.49652367304973
1739209824.826843;-45.120503652039325
1739209824.8268487;-45.120503652039325
1739209824.8268545;-32.816014438256545
1739209824.8268602;-33.981070128970906
1739209824.8268657;-45.120503652039325
1739209824.8268714;-35.57807855764607
1739209824.826877;-38.13080360867914
1739209824.8268828;-45.120503652039325
1739209824.8268886;-45.120503652039325
1739209824.826894;-45.120503652039325
1739209824.8268998;-45.120503652039325
1739209824.8269055;-45.120503652039325
1739209824.8269112;-45.120503652039325
1739209824.8269167;-45.120503652039325
1739209824.8269224;-45.120503652039325
1739209824.8269281;-33.981070128970906
1739209824.8269339;-33.981070128970906
1739209824.8269396;-38.13080360867914
1739209824.826945;-45.120503652039325
1739209824.8269508;-45.120503652039325
1739209824.8269565;-35.57807855764607
1739209824.8269622;-45.120503652039325
1739209824.8269677;-38.13080360867914
1739209824.8269734;-31.141103565318915
1739209824.8269792;-35.57807855764607
1739209824.826985;-35.57807855764607
1739209824.8269906;-38.13080360867914
1739209824.826996;-32.816014438256545
1739209824.8270018;-33.981070128970906
1739209824.8270075;-45.120503652039325
1739209824.8270133;-45.120503652039325
1739209824.8270187;-35.57807855764607
1739209824.8270245;-38.13080360867914
1739209824.8270302;-38.13080360867914
1739209824.827036;-38.13080360867914
1739209824.8270416;-38.13080360867914
1739209824.827047;-45.120503652039325
1739209824.8270528;-38.13080360867914
1739209824.8270586;-35.57807855764607
1739209824.8270643;-31.141103565318915
1739209824.8270698;-38.13080360867914
1739209824.8270755;-38.13080360867914
1739209824.8270812;-38.13080360867914
1739209824.827087;-45.120503652039325
1739209824.8270926;-38.13080360867914
1739209824.8270981;-38.13080360867914
1739209824.8271039;-45.120503652039325
1739209824.8271096;-33.981070128970906
1739209824.8271153;-45.120503652039325
1739209824.8271208;-38.13080360867914
1739209824.8271265;-45.120503652039325
1739209824.8271322;-38.13080360867914
1739209824.827138;-45.120503652039325
1739209824.8271437;-38.13080360867914
1739209824.8271492;-35.57807855764607
1739209824.8271549;-33.981070128970906
1739209824.8271606;-38.13080360867914
1739209824.8271663;-35.57807855764607
1739209824.8271718;-33.981070128970906
1739209824.8271775;-38.13080360867914
1739209824.8271832;-45.120503652039325
1739209824.827189;-38.13080360867914
1739209824.8271947;-38.13080360867914
1739209824.8272002;-33.981070128970906
1739209824.827206;-35.57807855764607
1739209824.8272116;-38.13080360867914
1739209824.8272173;-38.13080360867914
1739209824.8272228;-38.13080360867914
1739209824.8272285;-38.13080360867914
1739209824.8272343;-45.120503652039325
1739209824.82724;-45.120503652039325
1739209824.8272455;-38.13080360867914
1739209824.8272512;-45.120503652039325
1739209824.827257;-38.13080360867914
1739209824.8272626;-38.13080360867914
1739209824.8272684;-38.13080360867914
1739209824.8272738;-38.13080360867914
1739209824.8272796;-35.57807855764607
1739209824.8272853;-45.120503652039325
1739209824.827291;-45.120503652039325
1739209824.8272965;-45.120503652039325
1739209824.8273022;-45.120503652039325
1739209824.827308;-45.120503652039325
1739209824.8273137;-45.120503652039325
1739209824.8273194;-45.120503652039325
1739209824.8273249;-35.57807855764607
1739209824.8273306;-45.120503652039325
1739209824.8273363;-33.981070128970906
1739209824.827342;-31.141103565318915
1739209824.8273475;-45.120503652039325
1739209824.8273532;-45.120503652039325
1739209824.827359;-38.13080360867914
1739209824.8273647;-45.120503652039325
1739209824.8273704;-45.120503652039325
1739209824.827376;-45.120503652039325
1739209824.8273816;-45.120503652039325
1739209824.8273873;-38.13080360867914
1739209824.827393;-38.13080360867914
1739209824.8273985;-38.13080360867914
1739209824.8274043;-38.13080360867914
1739209824.82741;-45.120503652039325
1739209824.8274157;-45.120503652039325
1739209824.8274214;-45.120503652039325
1739209824.827427;-45.120503652039325
1739209824.8274326;-38.13080360867914
1739209824.8274384;-33.981070128970906
1739209824.827444;-35.57807855764607
1739209824.8274496;-35.57807855764607
1739209824.8274553;-45.120503652039325
1739209824.827461;-45.120503652039325
1739209824.8274667;-38.13080360867914
1739209824.8274724;-38.13080360867914
1739209824.827478;-38.13080360867914
1739209824.8274837;-45.120503652039325
1739209824.8274894;-35.57807855764607
1739209824.827495;-38.13080360867914
1739209824.8275006;-45.120503652039325
1739209824.8275063;-45.120503652039325
1739209824.827512;-45.120503652039325
1739209824.8275177;-45.120503652039325
1739209824.8275235;-38.13080360867914
1739209824.827529;-45.120503652039325
1739209824.8275347;-45.120503652039325
1739209824.8275404;-45.120503652039325
1739209824.8275461;-45.120503652039325
1739209824.8275516;-45.120503652039325
1739209824.8275573;-45.120503652039325
1739209824.827563;-38.13080360867914
1739209824.8275688;-25.826314394896354
1739209824.8275745;-38.13080360867914
1739209824.82758;-38.13080360867914
1739209824.8275857;-45.120503652039325
1739209824.8275914;-38.13080360867914
1739209824.8275971;-45.120503652039325
1739209824.8276026;-45.120503652039325
1739209824.8276083;-45.120503652039325
1739209824.827614;-33.981070128970956
1739209824.8276198;-45.120503652039325
1739209824.8276255;-38.13080360867914
1739209824.827631;-38.13080360867914
1739209824.8276367;-38.13080360867914
1739209824.8276424;-45.120503652039325
1739209824.8276482;-45.120503652039325
1739209824.8276536;-38.13080360867914
1739209824.8276594;-26.035653463252796
1739209824.827665;-32.816014438256545
1739209824.8276708;-38.13080360867914
1739209824.8276763;-35.57807855764607
1739209824.827682;-38.13080360867914
1739209824.8276877;-45.120503652039325
1739209824.8276935;-38.13080360867914
1739209824.8276992;-45.120503652039325
1739209824.8277047;-38.13080360867914
1739209824.8277104;-45.120503652039325
1739209824.827716;-38.13080360867914
1739209824.8277218;-38.13080360867914
1739209824.8277273;-45.120503652039325
1739209824.827733;-45.120503652039325
1739209824.8277388;-45.120503652039325
1739209824.8277445;-38.13080360867914
1739209824.8277502;-38.13080360867914
1739209824.8277557;-38.13080360867914
1739209824.8277614;-45.120503652039325
1739209824.8277671;-45.120503652039325
1739209824.8277729;-35.57807855764607
1739209824.8277783;-33.981070128970906
1739209824.827784;-35.57807855764607
1739209824.8277898;-31.141103565318915
1739209824.8277955;-33.981070128970906
1739209824.8278012;-45.120503652039325
1739209824.8278067;-45.120503652039325
1739209824.8278124;-35.57807855764607
1739209824.8278182;-38.13080360867914
1739209824.8278239;-45.120503652039325
1739209824.8278294;-38.13080360867914
1739209824.827835;-35.57807855764607
1739209824.8278408;-45.120503652039325
1739209824.8278465;-45.120503652039325
1739209824.8278522;-45.120503652039325
1739209824.8278577;-45.120503652039325
1739209824.8278635;-38.13080360867914
1739209824.8278692;-38.13080360867914
1739209824.827875;-45.120503652039325
1739209824.8278804;-38.13080360867914
1739209824.827886;-32.816014438256545
1739209824.8278918;-33.981070128970906
1739209824.8278975;-38.13080360867914
1739209824.8279033;-38.13080360867914
1739209824.8279088;-33.981070128970906
1739209824.8279145;-31.141103565318915
1739209824.8279202;-45.120503652039325
1739209824.827926;-31.141103565318915
1739209824.8279314;-31.141103565318915
1739209824.8279371;-45.120503652039325
1739209824.8279428;-35.57807855764607
1739209824.8279486;-33.981070128970906
1739209824.8279543;-38.13080360867914
1739209824.8279598;-45.120503652039325
1739209824.8279655;-33.981070128970906
1739209824.8279712;-45.120503652039325
1739209824.827977;-38.13080360867914
1739209824.8279824;-38.13080360867914
1739209824.8279881;-45.120503652039325
1739209824.8279939;-38.13080360867914
1739209824.8279996;-35.57807855764607
1739209824.8280053;-38.13080360867914
1739209824.8280108;-38.13080360867914
1739209824.8280165;-38.13080360867914
1739209824.8280222;-38.13080360867914
1739209824.828028;-38.13080360867914
1739209824.8280334;-45.120503652039325
1739209824.8280392;-45.120503652039325
1739209824.828045;-45.120503652039325
1739209824.8280506;-45.120503652039325
1739209824.8280563;-45.120503652039325
1739209824.8280618;-38.13080360867914
1739209824.8280675;-35.57807855764607
1739209824.8280733;-38.13080360867914
1739209824.828079;-45.120503652039325
1739209824.8280845;-38.13080360867914
1739209824.8280902;-38.13080360867914
1739209824.828096;-45.120503652039325
1739209824.8281016;-45.120503652039325
1739209824.8281074;-38.13080360867914
1739209824.8281128;-45.120503652039325
1739209824.8281186;-38.13080360867914
1739209824.8281243;-45.120503652039325
1739209824.82813;-45.120503652039325
1739209824.8281355;-38.13080360867914
1739209824.8281412;-38.13080360867914
1739209824.828147;-45.120503652039325
1739209824.8281527;-38.13080360867914
1739209824.8281581;-35.57807855764607
1739209824.8281639;-38.13080360867914
1739209824.8281696;-45.120503652039325
1739209824.8281753;-38.13080360867914
1739209824.828181;-45.120503652039325
1739209824.8281865;-38.13080360867914
1739209824.8281922;-38.13080360867914
1739209824.828198;-45.120503652039325
1739209824.8282037;-45.120503652039325
1739209824.8282092;-45.120503652039325
1739209824.828215;-35.57807855764607
1739209824.8282206;-38.13080360867914
1739209824.8282263;-45.120503652039325
1739209824.828232;-38.13080360867914
1739209824.8282375;-45.120503652039325
1739209824.8282433;-45.120503652039325
1739209824.828249;-38.13080360867914
1739209824.8282547;-35.57807855764607
1739209824.8282602;-35.57807855764607
1739209824.828266;-38.13080360867914
1739209824.8282716;-45.120503652039325
1739209824.8282773;-45.120503652039325
1739209824.828283;-45.120503652039325
1739209824.8282886;-38.13080360867914
1739209824.8282943;-45.120503652039325
1739209824.8283;-45.120503652039325
1739209824.8283057;-45.120503652039325
1739209824.8283112;-38.13080360867914
1739209824.828317;-38.13080360867914
1739209824.8283226;-38.13080360867914
1739209824.8283284;-45.120503652039325
1739209824.828334;-45.120503652039325
1739209824.8283396;-38.13080360867914
1739209824.8283453;-31.141103565318915
1739209824.828351;-45.120503652039325
1739209824.8283567;-45.120503652039325
1739209824.8283622;-35.57807855764607
1739209824.828368;-38.13080360867914
1739209824.8283737;-38.13080360867914
1739209824.8283794;-35.57807855764607
1739209824.828385;-38.13080360867914
1739209824.8283906;-38.13080360867914
1739209824.8283963;-45.120503652039325
1739209824.828402;-45.120503652039325
1739209824.8284078;-38.13080360867914
1739209824.8284132;-45.120503652039325
1739209824.828419;-38.13080360867914
1739209824.8284247;-45.120503652039325
1739209824.8284304;-38.13080360867914
1739209824.8284361;-38.13080360867914
1739209824.8284416;-35.57807855764607
1739209824.8284473;-38.13080360867914
1739209824.828453;-38.13080360867914
1739209824.8284588;-38.13080360867914
1739209824.8284643;-38.13080360867914
1739209824.82847;-45.120503652039325
1739209824.8284757;-38.13080360867914
1739209824.8284814;-28.992665084841942
1739209824.8284872;-45.120503652039325
1739209824.8284926;-38.13080360867914
1739209824.8284984;-45.120503652039325
1739209824.828504;-32.816014438256545
1739209824.8285098;-31.141103565318915
1739209824.8285153;-38.13080360867914
1739209824.828521;-45.120503652039325
1739209824.8285267;-32.816014438256545
1739209824.8285325;-45.120503652039325
1739209824.8285382;-45.120503652039325
1739209824.8285437;-38.13080360867914
1739209824.8285494;-38.13080360867914
1739209824.828555;-45.120503652039325
1739209824.8285608;-45.120503652039325
1739209824.8285663;-38.13080360867914
1739209824.828572;-31.141103565318915
1739209824.8285778;-45.120503652039325
1739209824.8285835;-38.13080360867914
1739209824.828589;-35.57807855764607
1739209824.8285947;-38.13080360867914
1739209824.8286004;-38.13080360867914
1739209824.8286061;-38.13080360867914
1739209824.8286119;-38.13080360867914
1739209824.8286173;-45.120503652039325
1739209824.828623;-38.13080360867914
1739209824.8286288;-45.120503652039325
1739209824.8286345;-38.13080360867914
1739209824.82864;-38.13080360867914
1739209824.8286457;-45.120503652039325
1739209824.8286514;-45.120503652039325
1739209824.8286572;-45.120503652039325
1739209824.8286629;-31.141103565318915
1739209824.8286684;-45.120503652039325
1739209824.828674;-38.13080360867914
1739209824.8286798;-38.13080360867914
1739209824.8286855;-45.120503652039325
1739209824.828691;-38.13080360867914
1739209824.8286967;-38.13080360867914
1739209824.8287024;-35.57807855764607
1739209824.8287082;-28.58837851428586
1739209824.828714;-45.120503652039325
1739209824.8287194;-38.13080360867914
1739209824.828725;-38.13080360867914
1739209824.8287308;-38.13080360867914
1739209824.8287365;-45.120503652039325
1739209824.828742;-45.120503652039325
1739209824.8287477;-38.13080360867914
1739209824.8287535;-38.13080360867914
1739209824.8287592;-45.120503652039325
1739209824.828765;-38.13080360867914
1739209824.8287704;-38.13080360867914
1739209824.8287761;-33.981070128970906
1739209824.8287818;-45.120503652039325
1739209824.8287876;-38.13080360867914
1739209824.828793;-35.57807855764607
1739209824.8287988;-38.13080360867914
1739209824.8288045;-45.120503652039325
1739209824.8288102;-38.13080360867914
1739209824.828816;-38.13080360867914
1739209824.8288214;-33.981070128970906
1739209824.8288271;-45.120503652039325
1739209824.8288329;-38.13080360867914
1739209824.8288386;-38.13080360867914
1739209824.828844;-33.981070128970906
1739209824.8288498;-35.57807855764607
1739209824.8288555;-45.120503652039325
1739209824.8288612;-38.13080360867914
1739209824.828867;-38.13080360867914
1739209824.8288724;-38.13080360867914
1739209824.8288782;-38.13080360867914
1739209824.828884;-45.120503652039325
1739209824.8288896;-31.141103565318915
1739209824.828895;-38.13080360867914
1739209824.8289008;-45.120503652039325
1739209824.8289065;-38.13080360867914
1739209824.8289123;-38.13080360867914
1739209824.828918;-45.120503652039325
1739209824.8289235;-38.13080360867914
1739209824.8289292;-45.120503652039325
1739209824.828935;-38.13080360867914
1739209824.8289406;-38.13080360867914
