CAN Message; 0x62:023d778e6edde92a
1739209847.4723878;-38.13080360867914
1739209847.4723964;-38.13080360867914
1739209847.472405;-38.13080360867914
1739209847.4724133;-38.13080360867914
1739209847.472422;-45.120503652039325
1739209847.4724305;-38.13080360867914
1739209847.4724388;-32.816014438256545
1739209847.4724474;-38.13080360867914
1739209847.472456;-45.120503652039325
1739209847.4724643;-45.120503652039325
1739209847.472473;-45.120503652039325
1739209847.4724815;-38.13080360867914
1739209847.4724898;-38.13080360867914
1739209847.4724984;-45.120503652039325
1739209847.472507;-38.13080360867914
1739209847.4725153;-32.816014438256545
1739209847.472524;-38.13080360867914
1739209847.4725325;-38.13080360867914
1739209847.4725409;-38.13080360867914
1739209847.4725494;-45.120503652039325
1739209847.472558;-45.120503652039325
1739209847.4725664;-45.120503652039325
1739209847.472575;-33.981070128970906
1739209847.4725835;-38.13080360867914
1739209847.4725919;-38.13080360867914
1739209847.4726005;-45.120503652039325
1739209847.472609;-35.57807855764607
1739209847.4726174;-30.49652367304973
1739209847.472626;-38.13080360867914
1739209847.4726346;-45.120503652039325
1739209847.472643;-38.13080360867914
1739209847.4726515;-32.816014438256545
1739209847.47266;-38.13080360867914
1739209847.4726684;-45.120503652039325
1739209847.472677;-38.13080360867914
1739209847.4726856;-45.120503652039325
1739209847.472694;-45.120503652039325
1739209847.4727025;-45.120503652039325
1739209847.472711;-45.120503652039325
1739209847.4727194;-45.120503652039325
1739209847.472728;-45.120503652039325
1739209847.4727366;-45.120503652039325
1739209847.472745;-45.120503652039325
1739209847.4727535;-33.981070128970906
1739209847.472762;-38.13080360867914
1739209847.4727705;-45.120503652039325
1739209847.472779;-32.816014438256545
1739209847.4727876;-35.57807855764607
1739209847.472796;-38.13080360867914
1739209847.4728045;-45.120503652039325
1739209847.4728131;-32.816014438256545
1739209847.4728215;-29.438486411369333
1739209847.47283;-45.120503652039325
1739209847.4728386;-45.120503652039325
1739209847.472847;-45.120503652039325
1739209847.4728556;-45.120503652039325
1739209847.4728642;-45.120503652039325
1739209847.4728725;-35.57807855764607
1739209847.472881;-45.120503652039325
1739209847.4728897;-33.981070128970956
1739209847.472898;-33.981070128970906
1739209847.4729066;-38.13080360867914
1739209847.4729152;-45.120503652039325
1739209847.4729235;-45.120503652039325
1739209847.472932;-38.13080360867914
1739209847.4729407;-45.120503652039325
1739209847.472949;-35.57807855764607
1739209847.4729576;-28.58837851428586
1739209847.4729662;-38.13080360867914
1739209847.4729745;-45.120503652039325
1739209847.4729831;-38.13080360867914
1739209847.4729917;-35.57807855764607
1739209847.473;-45.120503652039325
1739209847.4730086;-38.13080360867914
1739209847.4730172;-38.13080360867914
1739209847.4730256;-38.13080360867914
1739209847.4730341;-38.13080360867914
1739209847.4730427;-45.120503652039325
1739209847.473051;-45.120503652039325
1739209847.4730597;-45.120503652039325
1739209847.4730682;-33.981070128970906
1739209847.4730766;-33.981070128970906
1739209847.4730852;-45.120503652039325
1739209847.4730937;-45.120503652039325
1739209847.473102;-38.13080360867914
1739209847.4731107;-35.57807855764607
1739209847.4731193;-38.13080360867914
1739209847.4731276;-38.13080360867914
1739209847.4731362;-38.13080360867914
1739209847.4731448;-35.57807855764607
1739209847.473153;-35.57807855764607
1739209847.4731617;-26.991370085610722
1739209847.4731703;-38.13080360867914
1739209847.4731786;-45.120503652039325
1739209847.4731872;-38.13080360867914
1739209847.4731958;-35.57807855764607
1739209847.4732041;-45.120503652039325
1739209847.4732127;-45.120503652039325
1739209847.4732213;-38.13080360867914
1739209847.4732296;-38.13080360867914
1739209847.4732382;-45.120503652039325
1739209847.4732468;-45.120503652039325
1739209847.4732552;-45.120503652039325
1739209847.4732637;-38.13080360867914
1739209847.4732723;-38.13080360867914
1739209847.4732807;-45.120503652039325
1739209847.4732893;-38.13080360867914
1739209847.4732978;-35.57807855764607
1739209847.4733062;-38.13080360867914
1739209847.4733148;-45.120503652039325
1739209847.4733233;-45.120503652039325
1739209847.4733317;-45.120503652039325
1739209847.4733403;-45.120503652039325
1739209847.4733489;-38.13080360867914
1739209847.4733572;-45.120503652039325
1739209847.4733658;-33.981070128970906
1739209847.4733744;-38.13080360867914
1739209847.4733827;-45.120503652039325
1739209847.4733913;-35.57807855764607
1739209847.4733999;-32.816014438256545
1739209847.4734082;-38.13080360867914
1739209847.4734168;-45.120503652039325
1739209847.4734254;-45.120503652039325
1739209847.4734337;-38.13080360867914
1739209847.4734423;-45.120503652039325
1739209847.473451;-38.13080360867914
1739209847.4734592;-45.120503652039325
1739209847.4734678;-45.120503652039325
1739209847.4734764;-45.120503652039325
1739209847.4734848;-45.120503652039325
1739209847.4734933;-38.13080360867914
1739209847.473502;-33.981070128970906
1739209847.4735103;-38.13080360867914
1739209847.4735188;-35.57807855764607
1739209847.4735274;-45.120503652039325
1739209847.4735358;-45.120503652039325
1739209847.4735444;-45.120503652039325
1739209847.473553;-33.981070128970906
1739209847.4735613;-38.13080360867914
1739209847.4786384;-45.120503652039325
1739209847.4786386;-45.120503652039325
1739209847.4786391;-35.57807855764607
1739209847.4786394;-45.120503652039325
1739209847.4786398;-45.120503652039325
1739209847.47864;-45.120503652039325
1739209847.4786406;-45.120503652039325
1739209847.4786408;-38.13080360867914
1739209847.4786413;-45.120503652039325
1739209847.4786415;-38.13080360867914
1739209847.478642;-27.267205301931607
1739209847.4786422;-38.13080360867914
1739209847.4786427;-45.120503652039325
1739209847.478643;-38.13080360867914
1739209847.4786434;-35.57807855764607
1739209847.4786437;-38.13080360867914
1739209847.4786441;-45.120503652039325
1739209847.4786444;-45.120503652039325
1739209847.4786448;-38.13080360867914
1739209847.478645;-45.120503652039325
1739209847.4786456;-38.13080360867914
1739209847.4786458;-45.120503652039325
1739209847.4786463;-38.13080360867914
1739209847.4786465;-33.981070128970906
1739209847.478647;-45.120503652039325
1739209847.4786472;-45.120503652039325
1739209847.4786477;-38.13080360867914
1739209847.478648;-38.13080360867914
1739209847.4786484;-45.120503652039325
1739209847.4786487;-45.120503652039325
1739209847.4786491;-38.13080360867914
1739209847.4786494;-38.13080360867914
1739209847.4786499;-35.57807855764607
1739209847.47865;-38.13080360867914
1739209847.4786506;-38.13080360867914
1739209847.4786508;-45.120503652039325
1739209847.4786513;-32.816014438256545
1739209847.4786515;-32.816014438256545
1739209847.478652;-45.120503652039325
1739209847.4786522;-38.13080360867914
1739209847.4786527;-35.57807855764607
1739209847.478653;-33.981070128970906
1739209847.4786534;-38.13080360867914
1739209847.4786537;-45.120503652039325
1739209847.4786541;-32.816014438256545
1739209847.4786544;-45.120503652039325
1739209847.4786549;-45.120503652039325
1739209847.478655;-45.120503652039325
1739209847.4786556;-33.981070128970906
1739209847.4786558;-45.120503652039325
1739209847.4786563;-29.438486411369333
1739209847.4786565;-32.816014438256545
1739209847.478657;-45.120503652039325
1739209847.4786572;-35.57807855764607
1739209847.4786577;-33.981070128970906
1739209847.478658;-45.120503652039325
1739209847.4786584;-45.120503652039325
1739209847.4786587;-35.57807855764607
1739209847.4786592;-38.13080360867914
1739209847.4786594;-45.120503652039325
1739209847.4786599;-32.816014438256545
1739209847.47866;-45.120503652039325
1739209847.4786606;-45.120503652039325
1739209847.4786608;-38.13080360867914
1739209847.4786613;-45.120503652039325
1739209847.4786615;-38.13080360867914
1739209847.478662;-32.816014438256545
1739209847.4786623;-38.13080360867914
1739209847.4786627;-45.120503652039325
1739209847.478663;-38.13080360867914
1739209847.4786634;-38.13080360867914
1739209847.4786637;-38.13080360867914
1739209847.4786642;-33.981070128970906
1739209847.4786644;-45.120503652039325
1739209847.4786649;-38.13080360867914
1739209847.478665;-38.13080360867914
1739209847.4786656;-45.120503652039325
1739209847.4786658;-38.13080360867914
1739209847.4786663;-38.13080360867914
1739209847.4786665;-32.816014438256545
1739209847.478667;-45.120503652039325
1739209847.4786673;-38.13080360867914
1739209847.4786677;-38.13080360867914
1739209847.478668;-45.120503652039325
1739209847.4786685;-45.120503652039325
1739209847.4786687;-38.13080360867914
1739209847.4786692;-45.120503652039325
1739209847.4786694;-38.13080360867914
1739209847.47867;-35.57807855764607
1739209847.4786701;-38.13080360867914
1739209847.4786706;-38.13080360867914
1739209847.4786708;-38.13080360867914
1739209847.4786713;-45.120503652039325
1739209847.4786716;-38.13080360867914
1739209847.478672;-38.13080360867914
1739209847.4786723;-38.13080360867914
1739209847.4786727;-38.13080360867914
1739209847.478673;-38.13080360867914
1739209847.4786735;-45.120503652039325
1739209847.4786737;-45.120503652039325
1739209847.4786742;-45.120503652039325
1739209847.4786744;-45.120503652039325
1739209847.478675;-45.120503652039325
1739209847.4786754;-38.13080360867914
1739209847.4786756;-38.13080360867914
1739209847.478676;-45.120503652039325
1739209847.4786763;-45.120503652039325
1739209847.4786768;-38.13080360867914
1739209847.478677;-45.120503652039325
1739209847.4786775;-45.120503652039325
1739209847.4786777;-45.120503652039325
1739209847.4786782;-45.120503652039325
1739209847.4786785;-38.13080360867914
1739209847.478679;-45.120503652039325
1739209847.4786792;-35.57807855764607
1739209847.4786797;-38.13080360867914
1739209847.47868;-45.120503652039325
1739209847.4786804;-45.120503652039325
1739209847.4786806;-38.13080360867914
1739209847.478681;-32.816014438256545
1739209847.4786813;-38.13080360867914
1739209847.4786818;-45.120503652039325
1739209847.478682;-45.120503652039325
1739209847.4786825;-38.13080360867914
1739209847.4786828;-38.13080360867914
1739209847.4786832;-45.120503652039325
1739209847.4786835;-45.120503652039325
1739209847.478684;-45.120503652039325
1739209847.4786842;-35.57807855764607
1739209847.4786847;-35.57807855764607
1739209847.478685;-45.120503652039325
1739209847.4786854;-45.120503652039325
1739209847.4786856;-38.13080360867914
1739209847.478686;-32.816014438256545
1739209847.4786863;-45.120503652039325
1739209847.4786868;-45.120503652039325
1739209847.478687;-38.13080360867914
1739209847.4786875;-35.57807855764607
1739209847.4786878;-38.13080360867914
1739209847.4786882;-33.981070128970906
1739209847.4786885;-33.981070128970906
1739209847.478689;-33.981070128970906
1739209847.4786892;-38.13080360867914
1739209847.4786897;-38.13080360867914
1739209847.47869;-38.13080360867914
1739209847.4786904;-45.120503652039325
1739209847.4786906;-45.120503652039325
1739209847.478691;-33.981070128970906
1739209847.4786913;-33.981070128970906
1739209847.4786918;-38.13080360867914
1739209847.478692;-45.120503652039325
1739209847.4786925;-45.120503652039325
1739209847.4786928;-38.13080360867914
1739209847.4786932;-38.13080360867914
1739209847.4786935;-38.13080360867914
1739209847.478694;-30.49652367304973
1739209847.4786942;-28.992665084841942
1739209847.4786947;-33.981070128970906
1739209847.478695;-45.120503652039325
1739209847.4786954;-38.13080360867914
1739209847.4786956;-38.13080360867914
1739209847.478696;-45.120503652039325
1739209847.4786963;-38.13080360867914
1739209847.4786968;-38.13080360867914
1739209847.478697;-33.981070128970906
1739209847.4786975;-38.13080360867914
1739209847.4786978;-38.13080360867914
1739209847.4786983;-45.120503652039325
1739209847.4786985;-45.120503652039325
1739209847.478699;-45.120503652039325
1739209847.4786992;-32.816014438256545
1739209847.4786997;-38.13080360867914
1739209847.4787;-38.13080360867914
1739209847.4787004;-38.13080360867914
1739209847.4787006;-38.13080360867914
1739209847.478701;-38.13080360867914
1739209847.4787014;-38.13080360867914
1739209847.4787018;-38.13080360867914
1739209847.478702;-45.120503652039325
1739209847.4787025;-33.981070128970906
1739209847.4787028;-28.992665084841942
1739209847.4787033;-45.120503652039325
1739209847.4787035;-45.120503652039325
1739209847.478704;-38.13080360867914
1739209847.4787042;-45.120503652039325
1739209847.4787047;-45.120503652039325
1739209847.478705;-38.13080360867914
1739209847.4787054;-33.981070128970906
1739209847.4787056;-32.816014438256545
1739209847.4787061;-45.120503652039325
1739209847.4787064;-45.120503652039325
1739209847.4787068;-38.13080360867914
1739209847.478707;-33.981070128970906
1739209847.4787076;-38.13080360867914
1739209847.4787078;-45.120503652039325
1739209847.4787083;-38.13080360867914
1739209847.4787085;-31.141103565318915
1739209847.478709;-45.120503652039325
1739209847.4787092;-45.120503652039325
1739209847.4787097;-45.120503652039325
1739209847.47871;-45.120503652039325
1739209847.4787104;-45.120503652039325
1739209847.4787107;-33.981070128970906
1739209847.4787111;-38.13080360867914
1739209847.4787116;-38.13080360867914
1739209847.4787118;-45.120503652039325
1739209847.4787123;-45.120503652039325
1739209847.4787126;-45.120503652039325
1739209847.478713;-35.57807855764607
1739209847.4787133;-45.120503652039325
1739209847.4787138;-38.13080360867914
1739209847.478714;-38.13080360867914
1739209847.4787145;-31.141103565318915
1739209847.4787147;-35.57807855764607
1739209847.4787152;-45.120503652039325
1739209847.4787154;-38.13080360867914
1739209847.478716;-38.13080360867914
1739209847.4787161;-38.13080360867914
1739209847.4787166;-45.120503652039325
1739209847.4787169;-45.120503652039325
1739209847.4787173;-33.981070128970906
1739209847.4787176;-45.120503652039325
1739209847.478718;-38.13080360867914
1739209847.4787183;-38.13080360867914
1739209847.4787188;-38.13080360867914
1739209847.478719;-45.120503652039325
1739209847.4787195;-45.120503652039325
1739209847.4787197;-45.120503652039325
1739209847.4787202;-45.120503652039325
1739209847.4787204;-38.13080360867914
1739209847.478721;-45.120503652039325
1739209847.4787211;-45.120503652039325
1739209847.4787216;-38.13080360867914
1739209847.4787219;-33.981070128970906
1739209847.4787223;-45.120503652039325
1739209847.4787226;-45.120503652039325
1739209847.478723;-32.816014438256545
1739209847.4787233;-35.57807855764607
1739209847.4787238;-45.120503652039325
1739209847.478724;-38.13080360867914
1739209847.4787245;-45.120503652039325
1739209847.4787247;-38.13080360867914
1739209847.4787252;-35.57807855764607
1739209847.4787254;-38.13080360867914
1739209847.478726;-45.120503652039325
1739209847.4787261;-45.120503652039325
1739209847.4787266;-38.13080360867914
1739209847.4787269;-45.120503652039325
1739209847.4787273;-45.120503652039325
1739209847.4787276;-38.13080360867914
1739209847.478728;-32.816014438256545
1739209847.4787283;-35.57807855764607
1739209847.4787288;-45.120503652039325
1739209847.478729;-45.120503652039325
1739209847.4787295;-45.120503652039325
1739209847.4787297;-33.981070128970906
1739209847.4787302;-45.120503652039325
1739209847.4787304;-38.13080360867914
1739209847.478731;-38.13080360867914
1739209847.4787312;-45.120503652039325
1739209847.4787316;-45.120503652039325
1739209847.4787319;-38.13080360867914
1739209847.4787323;-38.13080360867914
1739209847.4787326;-38.13080360867914
1739209847.478733;-35.57807855764607
1739209847.4787333;-38.13080360867914
1739209847.4787338;-45.120503652039325
1739209847.478734;-38.13080360867914
1739209847.4787345;-38.13080360867914
1739209847.4787347;-33.981070128970906
1739209847.4787352;-38.13080360867914
1739209847.4787354;-45.120503652039325
1739209847.478736;-45.120503652039325
1739209847.4787362;-38.13080360867914
1739209847.4787366;-38.13080360867914
1739209847.4787369;-38.13080360867914
1739209847.4787374;-38.13080360867914
1739209847.4787376;-45.120503652039325
1739209847.478738;-45.120503652039325
1739209847.4787383;-38.13080360867914
1739209847.4787388;-33.981070128970906
1739209847.478739;-45.120503652039325
1739209847.4787395;-45.120503652039325
1739209847.4787397;-45.120503652039325
1739209847.4787402;-33.981070128970906
1739209847.4787405;-33.981070128970906
1739209847.478741;-45.120503652039325
1739209847.4787412;-45.120503652039325
1739209847.4787416;-35.57807855764607
1739209847.478742;-32.816014438256545
1739209847.4787424;-38.13080360867914
1739209847.4787426;-38.13080360867914
1739209847.478743;-45.120503652039325
1739209847.4787433;-38.13080360867914
1739209847.4787438;-38.13080360867914
1739209847.478744;-45.120503652039325
1739209847.4787445;-45.120503652039325
1739209847.4787447;-45.120503652039325
1739209847.4787452;-45.120503652039325
1739209847.4787455;-45.120503652039325
1739209847.478746;-45.120503652039325
1739209847.4787462;-32.816014438256545
1739209847.4787467;-33.981070128970906
1739209847.478747;-38.13080360867914
1739209847.4787474;-38.13080360867914
1739209847.4787476;-35.57807855764607
1739209847.478748;-38.13080360867914
1739209847.4787486;-33.981070128970906
1739209847.4787488;-45.120503652039325
1739209847.4787493;-28.992665084841942
1739209847.4787495;-35.57807855764607
1739209847.47875;-35.57807855764607
1739209847.4787502;-38.13080360867914
1739209847.4787507;-38.13080360867914
1739209847.478751;-35.57807855764607
1739209847.4787514;-35.57807855764607
1739209847.4787517;-38.13080360867914
1739209847.4787521;-31.14110356531892
1739209847.4787524;-38.13080360867914
1739209847.4787529;-38.13080360867914
1739209847.478753;-45.120503652039325
1739209847.4787536;-38.13080360867914
1739209847.4787538;-38.13080360867914
1739209847.4787543;-45.120503652039325
1739209847.4787545;-38.13080360867914
1739209847.478755;-28.992665084841942
1739209847.4787552;-35.57807855764607
1739209847.4787557;-45.120503652039325
1739209847.478756;-38.13080360867914
1739209847.4787564;-45.120503652039325
1739209847.4787567;-38.13080360867914
1739209847.4787571;-45.120503652039325
1739209847.4787574;-45.120503652039325
1739209847.4787579;-45.120503652039325
1739209847.478758;-38.13080360867914
1739209847.4787586;-38.13080360867914
1739209847.4787588;-31.141103565318915
1739209847.4787593;-31.141103565318943
1739209847.4787595;-24.151403521958727
1739209847.47876;-29.438486411369333
1739209847.4787602;-28.992665084841942
1739209847.4787607;-32.816014438256545
1739209847.478761;-45.120503652039325
1739209847.4787614;-32.816014438256545
1739209847.4787617;-33.981070128970906
1739209847.4787621;-30.49652367304973
1739209847.4787624;-45.120503652039325
1739209847.4787629;-38.13080360867914
1739209847.478763;-32.816014438256545
1739209847.4787636;-25.826314394896354
1739209847.4787638;-28.992665084841967
1739209847.4787643;-38.13080360867914
1739209847.4787645;-38.13080360867914
1739209847.478765;-33.981070128970956
1739209847.4787652;-33.981070128970906
1739209847.4787657;-29.438486411369333
1739209847.478766;-38.13080360867914
