CAN Message; 0x1bb:0000385809ce7c42
Timestamp;Amplitude
1739209829.425968;-45.120503652039325
1739209829.4259698;-45.120503652039325
1739209829.4259717;-45.120503652039325
1739209829.4259734;-45.120503652039325
1739209829.4259753;-45.120503652039325
1739209829.4259772;-35.57807855764607
1739209829.4259791;-45.120503652039325
1739209829.425981;-30.49652367304973
1739209829.425983;-28.58837851428586
1739209829.4259849;-45.120503652039325
1739209829.4259865;-45.120503652039325
1739209829.4259884;-38.13080360867914
1739209829.4259903;-35.57807855764607
1739209829.4259923;-38.13080360867914
1739209829.4259942;-38.13080360867914
1739209829.425996;-45.120503652039325
1739209829.425998;-38.13080360867914
1739209829.4259999;-35.57807855764607
1739209829.4260015;-38.13080360867914
1739209829.4260035;-45.120503652039325
1739209829.4260054;-45.120503652039325
1739209829.4260073;-38.13080360867914
1739209829.4260092;-45.120503652039325
1739209829.426011;-35.57807855764607
1739209829.426013;-35.57807855764607
1739209829.4260147;-45.120503652039325
1739209829.4260166;-38.13080360867914
1739209829.4260185;-38.13080360867914
1739209829.4260204;-38.13080360867914
1739209829.4260223;-45.120503652039325
1739209829.4260242;-38.13080360867914
1739209829.426026;-45.120503652039325
1739209829.4260278;-38.13080360867914
1739209829.4260297;-35.57807855764607
1739209829.4260316;-38.13080360867914
1739209829.4260335;-45.120503652039325
1739209829.4260354;-38.13080360867914
1739209829.4260373;-38.13080360867914
1739209829.4260392;-38.13080360867914
1739209829.4260411;-38.13080360867914
1739209829.4260428;-45.120503652039325
1739209829.4260447;-45.120503652039325
1739209829.4260466;-45.120503652039325
1739209829.4260485;-38.13080360867914
1739209829.4260504;-38.13080360867914
1739209829.4260523;-38.13080360867914
1739209829.4260542;-45.120503652039325
1739209829.426056;-32.816014438256545
1739209829.4260578;-25.826314394896357
1739209829.4260597;-45.120503652039325
1739209829.4260616;-45.120503652039325
1739209829.4260635;-35.57807855764607
1739209829.4260654;-32.816014438256545
1739209829.4260674;-45.120503652039325
1739209829.426069;-45.120503652039325
1739209829.426071;-45.120503652039325
1739209829.4260728;-35.57807855764607
1739209829.4260747;-45.120503652039325
1739209829.4260767;-38.13080360867914
1739209829.4260786;-45.120503652039325
1739209829.4260805;-45.120503652039325
1739209829.4260824;-45.120503652039325
1739209829.426084;-45.120503652039325
1739209829.426086;-30.49652367304973
1739209829.4260879;-25.826314394896357
1739209829.4260898;-38.13080360867914
1739209829.4260917;-38.13080360867914
1739209829.4260936;-35.57807855764607
1739209829.4260955;-38.13080360867914
1739209829.4260972;-45.120503652039325
1739209829.426099;-45.120503652039325
1739209829.426101;-38.13080360867914
1739209829.4261029;-38.13080360867914
1739209829.4261048;-45.120503652039325
1739209829.4261067;-38.13080360867914
1739209829.4261086;-33.981070128970906
1739209829.4261103;-33.981070128970906
1739209829.4261122;-45.120503652039325
1739209829.426114;-45.120503652039325
1739209829.426116;-45.120503652039325
1739209829.426118;-38.13080360867914
1739209829.4261198;-38.13080360867914
1739209829.4261217;-38.13080360867914
1739209829.4261236;-45.120503652039325
1739209829.4261253;-45.120503652039325
1739209829.4261272;-45.120503652039325
1739209829.426129;-38.13080360867914
1739209829.426131;-45.120503652039325
1739209829.426133;-45.120503652039325
1739209829.4261348;-38.13080360867914
1739209829.4261367;-45.120503652039325
1739209829.4261384;-45.120503652039325
1739209829.4261403;-45.120503652039325
1739209829.4261422;-35.57807855764607
1739209829.4261441;-38.13080360867914
1739209829.426146;-38.13080360867914
1739209829.426148;-33.981070128970906
1739209829.4261498;-45.120503652039325
1739209829.4261515;-45.120503652039325
1739209829.4261534;-45.120503652039325
1739209829.4261553;-38.13080360867914
1739209829.4261572;-45.120503652039325
1739209829.4261591;-38.13080360867914
1739209829.426161;-45.120503652039325
1739209829.426163;-33.981070128970906
1739209829.4261649;-38.13080360867914
1739209829.4261665;-45.120503652039325
1739209829.4261684;-45.120503652039325
1739209829.4261703;-45.120503652039325
1739209829.4261723;-32.816014438256545
1739209829.4261742;-45.120503652039325
1739209829.426176;-45.120503652039325
1739209829.426178;-33.981070128970906
1739209829.4261796;-38.13080360867914
1739209829.4261816;-45.120503652039325
1739209829.4261835;-45.120503652039325
1739209829.4261854;-38.13080360867914
1739209829.4261873;-45.120503652039325
1739209829.4261892;-45.120503652039325
1739209829.426191;-38.13080360867914
1739209829.4261928;-45.120503652039325
1739209829.4261947;-38.13080360867914
1739209829.4261966;-45.120503652039325
1739209829.4261985;-45.120503652039325
1739209829.4262004;-38.13080360867914
1739209829.4262023;-35.57807855764607
1739209829.4262042;-38.13080360867914
1739209829.426206;-38.13080360867914
1739209829.4262078;-35.57807855764607
1739209829.4262097;-45.120503652039325
1739209829.4262116;-38.13080360867914
1739209829.4262135;-35.57807855764607
1739209829.4262154;-38.13080360867914
1739209829.4262173;-45.120503652039325
1739209829.4262192;-45.120503652039325
1739209829.426221;-38.13080360867914
1739209829.4262228;-38.13080360867914
1739209829.4262247;-38.13080360867914
1739209829.4262266;-45.120503652039325
1739209829.4262285;-38.13080360867914
1739209829.4262304;-35.57807855764607
1739209829.4262323;-45.120503652039325
1739209829.426234;-45.120503652039325
1739209829.426236;-45.120503652039325
1739209829.4262378;-45.120503652039325
1739209829.4262397;-29.438486411369333
1739209829.4262416;-33.981070128970906
1739209829.4262435;-45.120503652039325
1739209829.4262455;-45.120503652039325
1739209829.4262471;-38.13080360867914
1739209829.426249;-38.13080360867914
1739209829.426251;-45.120503652039325
1739209829.4262528;-35.57807855764607
1739209829.4262547;-45.120503652039325
1739209829.4262567;-45.120503652039325
1739209829.4262586;-38.13080360867914
1739209829.4262605;-35.57807855764607
1739209829.4262621;-38.13080360867914
1739209829.426264;-38.13080360867914
1739209829.426266;-38.13080360867914
1739209829.4262679;-45.120503652039325
1739209829.4262698;-32.816014438256545
1739209829.4262717;-30.49652367304973
1739209829.4262736;-45.120503652039325
1739209829.4262753;-45.120503652039325
1739209829.4262772;-38.13080360867914
1739209829.426279;-38.13080360867914
1739209829.426281;-38.13080360867914
1739209829.426283;-45.120503652039325
1739209829.4262848;-45.120503652039325
1739209829.4262867;-45.120503652039325
1739209829.4262884;-38.13080360867914
1739209829.4262903;-38.13080360867914
1739209829.4262922;-45.120503652039325
1739209829.426294;-38.13080360867914
1739209829.426296;-33.981070128970906
1739209829.426298;-38.13080360867914
1739209829.4262998;-38.13080360867914
1739209829.4263017;-38.13080360867914
1739209829.4263034;-45.120503652039325
1739209829.4263053;-35.57807855764607
1739209829.4263072;-32.816014438256545
1739209829.426309;-38.13080360867914
1739209829.426311;-35.57807855764607
1739209829.426313;-38.13080360867914
1739209829.4263148;-32.816014438256545
1739209829.4263165;-32.816014438256545
1739209829.4263184;-38.13080360867914
1739209829.4263203;-45.120503652039325
1739209829.4263222;-45.120503652039325
1739209829.4263241;-45.120503652039325
1739209829.426326;-45.120503652039325
1739209829.426328;-38.13080360867914
1739209829.4263296;-45.120503652039325
1739209829.4263315;-45.120503652039325
1739209829.4263334;-45.120503652039325
1739209829.4263353;-45.120503652039325
1739209829.4263372;-45.120503652039325
1739209829.4263391;-45.120503652039325
1739209829.426341;-45.120503652039325
1739209829.426343;-45.120503652039325
1739209829.4263446;-30.49652367304973
1739209829.4263465;-28.58837851428586
1739209829.4263484;-45.120503652039325
1739209829.4263504;-45.120503652039325
1739209829.4263523;-38.13080360867914
1739209829.4263542;-38.13080360867914
1739209829.426356;-45.120503652039325
1739209829.4263577;-45.120503652039325
1739209829.4263597;-45.120503652039325
1739209829.4263616;-38.13080360867914
1739209829.4263635;-38.13080360867914
1739209829.4263654;-45.120503652039325
1739209829.4263673;-45.120503652039325
1739209829.4263692;-38.13080360867914
1739209829.4263709;-38.13080360867914
1739209829.4263728;-45.120503652039325
1739209829.4263747;-38.13080360867914
1739209829.4263766;-35.57807855764607
1739209829.4263785;-45.120503652039325
1739209829.4263804;-38.13080360867914
1739209829.4263823;-38.13080360867914
1739209829.4263842;-35.57807855764607
1739209829.4263859;-38.13080360867914
1739209829.4263878;-38.13080360867914
1739209829.4263897;-45.120503652039325
1739209829.4263916;-45.120503652039325
1739209829.4263935;-38.13080360867914
1739209829.4263954;-38.13080360867914
1739209829.4263973;-45.120503652039325
1739209829.426399;-45.120503652039325
1739209829.426401;-38.13080360867914
1739209829.4264028;-38.13080360867914
1739209829.4264047;-45.120503652039325
1739209829.4264066;-30.49652367304976
1739209829.4264085;-45.120503652039325
1739209829.4264104;-38.13080360867914
1739209829.426412;-45.120503652039325
1739209829.426414;-45.120503652039325
1739209829.426416;-38.13080360867914
1739209829.4264178;-45.120503652039325
1739209829.4264197;-45.120503652039325
1739209829.4264216;-28.992665084841942
1739209829.4264235;-35.57807855764607
1739209829.4264255;-38.13080360867914
1739209829.4264271;-38.13080360867914
1739209829.426429;-35.57807855764607
1739209829.426431;-38.13080360867914
1739209829.4264328;-33.981070128970906
1739209829.4264348;-45.120503652039325
1739209829.4264367;-31.14110356531892
1739209829.4264386;-38.13080360867914
1739209829.4264402;-33.981070128970906
1739209829.4264421;-45.120503652039325
1739209829.426444;-45.120503652039325
1739209829.426446;-38.13080360867914
1739209829.4264479;-38.13080360867914
