CAN Message; 0x1d3:00008a5cd292f5d1
Timestamp;Amplitude
1739209729.9066815;-28.992665084841967
1739209729.9066827;-38.13080360867914
1739209729.906684;-38.13080360867914
1739209729.9066849;-45.120503652039325
1739209729.906686;-45.120503652039325
1739209729.9066873;-35.57807855764607
1739209729.9066885;-45.120503652039325
1739209729.9066896;-38.13080360867914
1739209729.9066908;-28.992665084841942
1739209729.906692;-38.13080360867914
1739209729.9066932;-38.13080360867914
1739209729.9066942;-38.13080360867914
1739209729.9066954;-38.13080360867914
1739209729.9066966;-45.120503652039325
1739209729.9066978;-33.981070128970906
1739209729.906699;-45.120503652039325
1739209729.9067001;-31.14110356531892
1739209729.9067013;-45.120503652039325
1739209729.9067023;-45.120503652039325
1739209729.9067035;-45.120503652039325
1739209729.9067047;-35.57807855764607
1739209729.9067059;-45.120503652039325
1739209729.906707;-38.13080360867914
1739209729.9067082;-35.57807855764607
1739209729.9067094;-28.992665084841942
1739209729.9067104;-45.120503652039325
1739209729.9067116;-45.120503652039325
1739209729.9067128;-45.120503652039325
1739209729.906714;-38.13080360867914
1739209729.9067152;-38.13080360867914
1739209729.9067163;-33.981070128970906
1739209729.9067175;-45.120503652039325
1739209729.9067187;-35.57807855764607
1739209729.9067197;-38.13080360867914
1739209729.9067209;-38.13080360867914
1739209729.906722;-38.13080360867914
1739209729.9067233;-38.13080360867914
1739209729.9067245;-38.13080360867914
1739209729.9067256;-38.13080360867914
1739209729.9067268;-38.13080360867914
1739209729.9067278;-38.13080360867914
1739209729.906729;-45.120503652039325
1739209729.9067302;-38.13080360867914
1739209729.9067314;-45.120503652039325
1739209729.9067326;-38.13080360867914
1739209729.9067338;-38.13080360867914
1739209729.906735;-45.120503652039325
1739209729.9067361;-45.120503652039325
1739209729.906737;-38.13080360867914
1739209729.9067383;-38.13080360867914
1739209729.9067395;-45.120503652039325
1739209729.9067407;-45.120503652039325
1739209729.9067419;-45.120503652039325
1739209729.906743;-38.13080360867914
1739209729.9067442;-35.57807855764607
1739209729.9067452;-38.13080360867914
1739209729.9067464;-38.13080360867914
1739209729.9067476;-38.13080360867914
1739209729.9067488;-45.120503652039325
1739209729.90675;-33.981070128970906
1739209729.9067512;-38.13080360867914
1739209729.9067523;-45.120503652039325
1739209729.9067535;-45.120503652039325
1739209729.9067545;-38.13080360867914
1739209729.9067557;-31.141103565318915
1739209729.9067569;-33.981070128970906
1739209729.906758;-38.13080360867914
1739209729.9067593;-35.57807855764607
1739209729.9067605;-35.57807855764607
1739209729.9067616;-38.13080360867914
1739209729.9067626;-45.120503652039325
1739209729.9067638;-38.13080360867914
1739209729.906765;-31.141103565318915
1739209729.9067662;-33.981070128970906
1739209729.9067674;-45.120503652039325
1739209729.9067686;-33.981070128970906
1739209729.9067698;-38.13080360867914
1739209729.9067707;-45.120503652039325
1739209729.906772;-45.120503652039325
1739209729.906773;-38.13080360867914
1739209729.9067743;-31.141103565318915
1739209729.9067755;-32.816014438256545
1739209729.9067767;-38.13080360867914
1739209729.9067779;-38.13080360867914
1739209729.906779;-38.13080360867914
1739209729.90678;-38.13080360867914
1739209729.9067812;-45.120503652039325
1739209729.9067824;-38.13080360867914
1739209729.9067836;-33.981070128970906
1739209729.9067848;-28.992665084841942
1739209729.906786;-45.120503652039325
1739209729.9067872;-45.120503652039325
1739209729.906788;-38.13080360867914
1739209729.9067893;-38.13080360867914
1739209729.9067905;-45.120503652039325
1739209729.9067917;-45.120503652039325
1739209729.9067929;-38.13080360867914
1739209729.906794;-32.81601443825658
1739209729.9067953;-38.13080360867914
1739209729.9067965;-38.13080360867914
1739209729.9067974;-45.120503652039325
1739209729.9067986;-38.13080360867914
1739209729.9067998;-38.13080360867914
1739209729.906801;-38.13080360867914
1739209729.9068022;-38.13080360867914
1739209729.9068034;-31.141103565318915
1739209729.9068046;-32.816014438256545
1739209729.9068055;-45.120503652039325
1739209729.9068067;-38.13080360867914
1739209729.906808;-38.13080360867914
1739209729.906809;-38.13080360867914
1739209729.9068103;-45.120503652039325
1739209729.9068115;-45.120503652039325
1739209729.9068127;-45.120503652039325
1739209729.9068139;-45.120503652039325
1739209729.9068148;-38.13080360867914
1739209729.906816;-45.120503652039325
1739209729.9068172;-38.13080360867914
1739209729.9068184;-35.57807855764607
1739209729.9068196;-45.120503652039325
1739209729.9068208;-38.13080360867914
1739209729.906822;-45.120503652039325
1739209729.906823;-38.13080360867914
1739209729.906824;-45.120503652039325
1739209729.9068253;-45.120503652039325
1739209729.9068265;-35.57807855764607
1739209729.9068277;-32.816014438256545
1739209729.9068289;-45.120503652039325
1739209729.90683;-45.120503652039325
1739209729.906831;-33.981070128970906
1739209729.9068322;-38.13080360867914
1739209729.9068334;-45.120503652039325
1739209729.9068346;-45.120503652039325
1739209729.9068358;-33.981070128970906
1739209729.906837;-45.120503652039325
1739209729.9068382;-45.120503652039325
1739209729.9068394;-45.120503652039325
1739209729.9068403;-45.120503652039325
1739209729.9068415;-38.13080360867914
1739209729.9068427;-38.13080360867914
1739209729.906844;-45.120503652039325
1739209729.906845;-38.13080360867914
1739209729.9068463;-32.816014438256545
1739209729.9068475;-45.120503652039325
1739209729.9068484;-45.120503652039325
1739209729.9068496;-33.981070128970906
1739209729.9068508;-38.13080360867914
1739209729.906852;-33.981070128970906
1739209729.9068532;-45.120503652039325
1739209729.9068544;-45.120503652039325
1739209729.9068556;-45.120503652039325
1739209729.9068568;-35.57807855764607
1739209729.9068577;-35.57807855764607
1739209729.906859;-45.120503652039325
1739209729.90686;-38.13080360867914
1739209729.9068613;-33.981070128970906
1739209729.9068625;-38.13080360867914
1739209729.9068637;-35.57807855764607
1739209729.906865;-38.13080360867914
1739209729.9068658;-38.13080360867914
1739209729.906867;-38.13080360867914
1739209729.9068682;-45.120503652039325
1739209729.9068694;-38.13080360867914
1739209729.9068706;-35.57807855764607
1739209729.9068718;-38.13080360867914
1739209729.906873;-45.120503652039325
1739209729.906874;-45.120503652039325
1739209729.9068751;-45.120503652039325
1739209729.9068763;-38.13080360867914
1739209729.9068775;-38.13080360867914
1739209729.9068787;-45.120503652039325
1739209729.90688;-45.120503652039325
1739209729.906881;-45.120503652039325
1739209729.9068823;-38.13080360867914
1739209729.9068832;-38.13080360867914
1739209729.9068844;-45.120503652039325
1739209729.9068856;-45.120503652039325
1739209729.9068868;-45.120503652039325
1739209729.906888;-33.981070128970906
1739209729.9068892;-45.120503652039325
1739209729.9068904;-45.120503652039325
1739209729.9068913;-45.120503652039325
1739209729.9068925;-33.981070128970906
1739209729.9068937;-38.13080360867914
1739209729.906895;-45.120503652039325
1739209729.906896;-38.13080360867914
1739209729.9068973;-45.120503652039325
1739209729.9068985;-45.120503652039325
1739209729.9068997;-45.120503652039325
1739209729.9069006;-35.57807855764607
1739209729.9069018;-38.13080360867914
1739209729.906903;-45.120503652039325
1739209729.9069042;-33.981070128970906
1739209729.9069054;-45.120503652039325
1739209729.9069066;-33.981070128970906
1739209729.9069078;-35.57807855764607
1739209729.9069088;-38.13080360867914
1739209729.90691;-33.981070128970906
1739209729.9069111;-38.13080360867914
1739209729.9069123;-38.13080360867914
1739209729.9069135;-38.13080360867914
1739209729.9069147;-45.120503652039325
1739209729.906916;-45.120503652039325
1739209729.906917;-45.120503652039325
1739209729.906918;-45.120503652039325
1739209729.9069192;-38.13080360867914
1739209729.9069204;-45.120503652039325
1739209729.9069216;-45.120503652039325
1739209729.9069228;-38.13080360867914
1739209729.906924;-45.120503652039325
1739209729.9069252;-38.13080360867914
1739209729.9069262;-38.13080360867914
1739209729.9069273;-45.120503652039325
1739209729.9069285;-38.13080360867914
1739209729.8991952;-45.120503652039325
1739209729.8992023;-38.13080360867914
1739209729.8992097;-38.13080360867914
1739209729.8992171;-45.120503652039325
1739209729.8992243;-45.120503652039325
1739209729.8992317;-27.267205301931607
1739209729.899239;-38.13080360867914
1739209729.8992465;-38.13080360867914
1739209729.8992536;-45.120503652039325
1739209729.899261;-45.120503652039325
1739209729.8992684;-38.13080360867914
1739209729.8992755;-45.120503652039325
1739209729.899283;-45.120503652039325
1739209729.8992903;-38.13080360867914
1739209729.8992975;-45.120503652039325
1739209729.8993049;-38.13080360867914
1739209729.8993123;-45.120503652039325
1739209729.8993194;-45.120503652039325
1739209729.8993268;-38.13080360867914
1739209729.8993342;-45.120503652039325
1739209729.8993413;-38.13080360867914
1739209729.8993487;-30.49652367304973
1739209729.8993561;-35.57807855764607
1739209729.8993635;-45.120503652039325
1739209729.8993707;-45.120503652039325
1739209729.899378;-38.13080360867914
1739209729.8993855;-38.13080360867914
1739209729.8993926;-45.120503652039325
1739209729.8994;-45.120503652039325
1739209729.8994074;-30.49652367304973
1739209729.8994145;-35.57807855764607
1739209729.899422;-38.13080360867914
1739209729.8994293;-45.120503652039325
1739209729.8994365;-33.981070128970906
1739209729.8994439;-45.120503652039325
1739209729.8994513;-45.120503652039325
1739209729.8994586;-38.13080360867914
1739209729.8994658;-33.981070128970956
1739209729.8994732;-45.120503652039325
1739209729.8994806;-38.13080360867914
1739209729.8994877;-45.120503652039325
1739209729.8994951;-45.120503652039325
1739209729.8995025;-45.120503652039325
1739209729.8995097;-45.120503652039325
1739209729.899517;-45.120503652039325
1739209729.8995245;-28.58837851428586
1739209729.8995316;-31.141103565318893
1739209729.899539;-45.120503652039325
1739209729.8995464;-45.120503652039325
1739209729.8995535;-45.120503652039325
1739209729.899561;-45.120503652039325
1739209729.8995683;-32.816014438256545
1739209729.8995757;-38.13080360867914
1739209729.8995829;-45.120503652039325
1739209729.8995903;-38.13080360867914
1739209729.8995976;-38.13080360867914
1739209729.8996048;-45.120503652039325
1739209729.8996122;-38.13080360867914
1739209729.8996196;-45.120503652039325
1739209729.8996267;-38.13080360867914
1739209729.8996341;-32.816014438256545
1739209729.8996415;-45.120503652039325
1739209729.8996487;-45.120503652039325
1739209729.899656;-38.13080360867914
1739209729.8996634;-38.13080360867914
1739209729.8996708;-38.13080360867914
1739209729.899678;-38.13080360867914
1739209729.8996854;-38.13080360867914
1739209729.8996928;-38.13080360867914
1739209729.8997;-38.13080360867914
1739209729.8997073;-32.816014438256545
1739209729.8997147;-45.120503652039325
1739209729.8997219;-38.13080360867914
1739209729.8997293;-35.57807855764607
1739209729.8997366;-45.120503652039325
1739209729.8997438;-45.120503652039325
1739209729.8997512;-38.13080360867914
1739209729.8997586;-45.120503652039325
1739209729.8997657;-45.120503652039325
1739209729.8997731;-38.13080360867914
1739209729.8997805;-45.120503652039325
1739209729.899788;-45.120503652039325
1739209729.899795;-38.13080360867914
1739209729.8998024;-35.57807855764607
1739209729.8998098;-38.13080360867914
1739209729.899817;-38.13080360867914
1739209729.8998244;-45.120503652039325
1739209729.8998318;-45.120503652039325
1739209729.899839;-38.13080360867914
1739209729.8998463;-45.120503652039325
1739209729.8998537;-38.13080360867914
1739209729.8998609;-35.57807855764607
1739209729.8998682;-45.120503652039325
1739209729.8998756;-33.981070128970906
1739209729.8998828;-38.13080360867914
1739209729.8998902;-38.13080360867914
1739209729.8998976;-45.120503652039325
1739209729.899905;-38.13080360867914
1739209729.899912;-33.981070128970906
1739209729.8999195;-45.120503652039325
1739209729.899927;-35.57807855764607
1739209729.899934;-38.13080360867914
1739209729.8999414;-33.981070128970906
1739209729.8999488;-38.13080360867914
1739209729.899956;-45.120503652039325
1739209729.8999634;-38.13080360867914
1739209729.8999708;-38.13080360867914
1739209729.899978;-38.13080360867914
1739209729.8999853;-35.57807855764607
1739209729.8999927;-38.13080360867914
1739209729.9;-38.13080360867914
1739209729.9000072;-45.120503652039325
1739209729.9000146;-45.120503652039325
1739209729.900022;-38.13080360867914
1739209729.9000292;-45.120503652039325
1739209729.9000366;-38.13080360867914
1739209729.900044;-45.120503652039325
1739209729.900051;-45.120503652039325
1739209729.9000585;-35.57807855764607
1739209729.900066;-38.13080360867914
1739209729.900073;-45.120503652039325
1739209729.9000804;-38.13080360867914
1739209729.9000878;-35.57807855764607
1739209729.900095;-45.120503652039325
1739209729.9001024;-45.120503652039325
1739209729.9001098;-33.981070128970906
1739209729.9001172;-28.992665084841942
1739209729.9001243;-33.981070128970906
1739209729.9001317;-45.120503652039325
1739209729.900139;-45.120503652039325
1739209729.9001462;-33.981070128970906
1739209729.9001536;-38.13080360867914
1739209729.900161;-45.120503652039325
1739209729.9001682;-35.57807855764607
1739209729.9001756;-38.13080360867914
1739209729.900183;-38.13080360867914
1739209729.90019;-45.120503652039325
1739209729.9001975;-38.13080360867914
1739209729.900205;-35.57807855764607
1739209729.9002123;-45.120503652039325
1739209729.9002194;-35.57807855764607
1739209729.9002268;-38.13080360867914
1739209729.9002342;-38.13080360867914
1739209729.9002414;-38.13080360867914
1739209729.9002488;-38.13080360867914
1739209729.9002562;-45.120503652039325
1739209729.9002633;-45.120503652039325
1739209729.9002707;-45.120503652039325
1739209729.900278;-45.120503652039325
1739209729.9002852;-45.120503652039325
1739209729.9002926;-33.981070128970906
1739209729.9003;-31.141103565318915
1739209729.9003072;-35.57807855764607
1739209729.9003146;-45.120503652039325
1739209729.900322;-45.120503652039325
1739209729.9003294;-45.120503652039325
1739209729.9003365;-38.13080360867914
1739209729.900344;-38.13080360867914
1739209729.9003513;-33.981070128970906
1739209729.9003584;-31.141103565318915
1739209729.9003658;-38.13080360867914
1739209729.9003732;-45.120503652039325
1739209729.9003804;-38.13080360867914
1739209729.9003878;-38.13080360867914
1739209729.9003952;-38.13080360867914
1739209729.9004023;-45.120503652039325
1739209729.9004097;-45.120503652039325
1739209729.900417;-32.816014438256545
1739209729.9004245;-45.120503652039325
1739209729.9004316;-45.120503652039325
1739209729.900439;-45.120503652039325
1739209729.9004464;-32.816014438256545
1739209729.9004536;-38.13080360867914
1739209729.900461;-38.13080360867914
1739209729.9004683;-38.13080360867914
1739209729.9004755;-38.13080360867914
1739209729.900483;-38.13080360867914
1739209729.9004903;-45.120503652039325
1739209729.9004974;-45.120503652039325
1739209729.9005048;-45.120503652039325
1739209729.9005122;-45.120503652039325
1739209729.9005194;-38.13080360867914
1739209729.9005268;-32.816014438256545
1739209729.9005342;-45.120503652039325
1739209729.9005415;-45.120503652039325
1739209729.9005487;-35.57807855764607
1739209729.900556;-38.13080360867914
1739209729.9005635;-45.120503652039325
1739209729.9005706;-45.120503652039325
1739209729.900578;-38.13080360867914
1739209729.9005854;-38.13080360867914
1739209729.9005926;-38.13080360867914
1739209729.9006;-45.120503652039325
1739209729.9006073;-38.13080360867914
1739209729.9006145;-38.13080360867914
1739209729.900622;-38.13080360867914
1739209729.9006293;-38.13080360867914
1739209729.9006367;-38.13080360867914
1739209729.9006438;-38.13080360867914
1739209729.9006512;-38.13080360867914
1739209729.9006586;-45.120503652039325
1739209729.9006658;-38.13080360867914
1739209729.9006732;-35.57807855764607
1739209729.9006805;-45.120503652039325
1739209729.9006877;-45.120503652039325
1739209729.900695;-38.13080360867914
