CAN Message; 0x1b8:010021a33a427793
1739209795.7068834;-38.13080360867914
1739209795.706889;-38.13080360867914
1739209795.7068944;-45.120503652039325
1739209795.7068996;-45.120503652039325
1739209795.7069051;-45.120503652039325
1739209795.7069106;-38.13080360867914
1739209795.706916;-38.13080360867914
1739209795.7069213;-38.13080360867914
1739209795.7069268;-38.13080360867914
1739209795.7069323;-33.981070128970906
1739209795.7069378;-38.13080360867914
1739209795.706943;-45.120503652039325
1739209795.7069485;-45.120503652039325
1739209795.706954;-38.13080360867914
1739209795.7069595;-38.13080360867914
1739209795.7069647;-45.120503652039325
1739209795.7069702;-45.120503652039325
1739209795.7069757;-45.120503652039325
1739209795.7069812;-45.120503652039325
1739209795.7069864;-45.120503652039325
1739209795.706992;-45.120503652039325
1739209795.7069974;-45.120503652039325
1739209795.7070029;-45.120503652039325
1739209795.7070081;-38.13080360867914
1739209795.7070136;-45.120503652039325
1739209795.707019;-35.57807855764607
1739209795.7070246;-35.57807855764607
1739209795.7070298;-38.13080360867914
1739209795.7070353;-38.13080360867914
1739209795.7070408;-32.816014438256545
1739209795.7070463;-27.267205301931607
1739209795.7070515;-38.13080360867914
1739209795.707057;-38.13080360867914
1739209795.7070625;-45.120503652039325
1739209795.707068;-38.13080360867914
1739209795.7070732;-45.120503652039325
1739209795.7070787;-45.120503652039325
1739209795.7070842;-45.120503652039325
1739209795.7070897;-33.981070128970956
1739209795.707095;-32.816014438256545
1739209795.7071004;-38.13080360867914
1739209795.7071059;-45.120503652039325
1739209795.7071114;-38.13080360867914
1739209795.7071166;-38.13080360867914
1739209795.707122;-38.13080360867914
1739209795.7071276;-38.13080360867914
1739209795.707133;-33.981070128970906
1739209795.7071383;-45.120503652039325
1739209795.7071438;-38.13080360867914
1739209795.7071493;-38.13080360867914
1739209795.7071548;-35.57807855764607
1739209795.70716;-45.120503652039325
1739209795.7071655;-38.13080360867914
1739209795.707171;-38.13080360867914
1739209795.7071762;-45.120503652039325
1739209795.7071817;-45.120503652039325
1739209795.7071872;-45.120503652039325
1739209795.7071927;-45.120503652039325
1739209795.707198;-45.120503652039325
1739209795.7072034;-45.120503652039325
1739209795.7072089;-45.120503652039325
1739209795.7072144;-45.120503652039325
1739209795.7072196;-45.120503652039325
1739209795.707225;-45.120503652039325
1739209795.7072306;-38.13080360867914
1739209795.707236;-38.13080360867914
1739209795.7072413;-38.13080360867914
1739209795.7072468;-45.120503652039325
1739209795.7072523;-45.120503652039325
1739209795.7072577;-38.13080360867914
1739209795.707263;-28.992665084841942
1739209795.7072685;-33.981070128970906
1739209795.707274;-45.120503652039325
1739209795.7072794;-38.13080360867914
1739209795.7072847;-31.141103565318915
1739209795.7072902;-38.13080360867914
1739209795.7072957;-38.13080360867914
1739209795.7073011;-38.13080360867914
1739209795.7073064;-32.816014438256545
1739209795.7073119;-45.120503652039325
1739209795.7073174;-45.120503652039325
1739209795.7073228;-45.120503652039325
1739209795.707328;-45.120503652039325
1739209795.7073336;-45.120503652039325
1739209795.707339;-33.981070128970906
1739209795.7073445;-38.13080360867914
1739209795.7073498;-31.141103565318915
1739209795.7073553;-33.981070128970906
1739209795.7073607;-45.120503652039325
1739209795.7073662;-38.13080360867914
1739209795.7073715;-38.13080360867914
1739209795.707377;-35.57807855764607
1739209795.7073824;-38.13080360867914
1739209795.707388;-45.120503652039325
1739209795.7073932;-38.13080360867914
1739209795.7073987;-33.981070128970906
1739209795.7074041;-33.981070128970906
1739209795.7074096;-45.120503652039325
1739209795.7074149;-45.120503652039325
1739209795.7074203;-38.13080360867914
1739209795.7074258;-35.57807855764607
1739209795.7074313;-35.57807855764607
1739209795.7074366;-38.13080360867914
1739209795.707442;-45.120503652039325
1739209795.7074475;-38.13080360867914
1739209795.7074528;-45.120503652039325
1739209795.7074583;-45.120503652039325
1739209795.7074637;-45.120503652039325
1739209795.7074692;-45.120503652039325
1739209795.7074745;-33.981070128970906
1739209795.70748;-38.13080360867914
1739209795.7074854;-38.13080360867914
1739209795.707491;-45.120503652039325
1739209795.7074962;-45.120503652039325
1739209795.7075016;-33.981070128970906
1739209795.7075071;-38.13080360867914
1739209795.7075126;-45.120503652039325
1739209795.7075179;-32.816014438256545
1739209795.7075233;-35.57807855764607
1739209795.7075288;-45.120503652039325
1739209795.7075343;-45.120503652039325
1739209795.7075396;-35.57807855764607
1739209795.707545;-38.13080360867914
1739209795.7075505;-45.120503652039325
1739209795.707556;-38.13080360867914
1739209795.7075613;-33.981070128970906
1739209795.7075667;-38.13080360867914
1739209795.7075722;-38.13080360867914
1739209795.7075777;-45.120503652039325
1739209795.707583;-38.13080360867914
1739209795.7075884;-38.13080360867914
1739209795.707594;-45.120503652039325
1739209795.7075994;-45.120503652039325
1739209795.7076046;-45.120503652039325
1739209795.7076101;-45.120503652039325
1739209795.7076156;-45.120503652039325
1739209795.707621;-45.120503652039325
1739209795.7076263;-38.13080360867914
1739209795.7076318;-45.120503652039325
1739209795.7076373;-38.13080360867914
1739209795.7076428;-32.816014438256545
1739209795.707648;-45.120503652039325
1739209795.7076535;-45.120503652039325
1739209795.707659;-45.120503652039325
1739209795.7076645;-45.120503652039325
1739209795.7076697;-45.120503652039325
1739209795.7076752;-45.120503652039325
1739209795.7076807;-38.13080360867914
1739209795.7076862;-38.13080360867914
1739209795.7076914;-45.120503652039325
1739209795.707697;-45.120503652039325
1739209795.7077024;-31.141103565318893
1739209795.707708;-32.816014438256545
1739209795.7077131;-38.13080360867914
1739209795.7077186;-45.120503652039325
1739209795.707724;-38.13080360867914
1739209795.7077293;-32.816014438256545
1739209795.7077348;-45.120503652039325
1739209795.7077403;-45.120503652039325
1739209795.7077458;-45.120503652039325
1739209795.707751;-45.120503652039325
1739209795.7077565;-45.120503652039325
1739209795.707762;-38.13080360867914
1739209795.7077675;-38.13080360867914
1739209795.7077727;-45.120503652039325
1739209795.7077782;-45.120503652039325
1739209795.7077837;-45.120503652039325
1739209795.7077892;-31.141103565318893
1739209795.7077944;-35.57807855764607
1739209795.7078;-45.120503652039325
1739209795.7078054;-45.120503652039325
1739209795.7078109;-35.57807855764607
1739209795.7078161;-38.13080360867914
1739209795.7078216;-33.981070128970906
1739209795.707827;-32.816014438256545
1739209795.7078326;-45.120503652039325
1739209795.7078378;-38.13080360867914
1739209795.7078433;-45.120503652039325
1739209795.7078488;-38.13080360867914
1739209795.7078543;-45.120503652039325
1739209795.7078595;-45.120503652039325
1739209795.707865;-38.13080360867914
1739209795.7078705;-33.981070128970906
1739209795.707876;-45.120503652039325
1739209795.7078812;-45.120503652039325
1739209795.7078867;-32.816014438256545
1739209795.7078922;-38.13080360867914
1739209795.7078977;-45.120503652039325
1739209795.707903;-45.120503652039325
1739209795.7079084;-45.120503652039325
1739209795.7079139;-45.120503652039325
1739209795.7079194;-33.981070128970906
1739209795.7079246;-29.438486411369333
1739209795.70793;-38.13080360867914
1739209795.7079356;-38.13080360867914
1739209795.707941;-38.13080360867914
1739209795.7079463;-35.57807855764607
1739209795.7079518;-38.13080360867914
1739209795.7079573;-31.141103565318915
1739209795.7079628;-45.120503652039325
1739209795.707968;-38.13080360867914
1739209795.7079735;-38.13080360867914
1739209795.707979;-38.13080360867914
1739209795.7079844;-45.120503652039325
1739209795.7079897;-45.120503652039325
1739209795.7079952;-32.816014438256545
1739209795.7080007;-38.13080360867914
1739209795.708006;-45.120503652039325
1739209795.7080114;-38.13080360867914
1739209795.7080169;-45.120503652039325
1739209795.7080224;-45.120503652039325
1739209795.7080276;-45.120503652039325
1739209795.708033;-45.120503652039325
1739209795.7080386;-35.57807855764607
1739209795.708044;-38.13080360867914
1739209795.7080493;-38.13080360867914
1739209795.7080548;-35.57807855764607
1739209795.7080603;-38.13080360867914
1739209795.7080657;-38.13080360867914
1739209795.708071;-45.120503652039325
1739209795.7080765;-38.13080360867914
1739209795.708082;-38.13080360867914
1739209795.7080874;-38.13080360867914
1739209795.7080927;-38.13080360867914
1739209795.7080982;-33.981070128970956
1739209795.7081037;-45.120503652039325
1739209795.7081091;-35.57807855764607
1739209795.7081144;-45.120503652039325
1739209795.7081199;-45.120503652039325
1739209795.7081254;-38.13080360867914
1739209795.7081308;-45.120503652039325
1739209795.708136;-35.57807855764607
1739209795.7081416;-27.267205301931607
1739209795.708147;-38.13080360867914
1739209795.7081525;-38.13080360867914
1739209795.7081578;-38.13080360867914
1739209795.7081633;-32.816014438256545
1739209795.7081687;-38.13080360867914
1739209795.7081742;-45.120503652039325
1739209795.7081795;-38.13080360867914
1739209795.708185;-35.57807855764607
1739209795.7081904;-45.120503652039325
1739209795.708196;-45.120503652039325
1739209795.7082012;-45.120503652039325
1739209795.7082067;-45.120503652039325
1739209795.7082121;-45.120503652039325
1739209795.7082176;-45.120503652039325
1739209795.7082229;-32.816014438256545
1739209795.7082283;-28.992665084841942
1739209795.7082338;-38.13080360867914
1739209795.7082393;-38.13080360867914
1739209795.7082446;-35.57807855764607
1739209795.70825;-33.981070128970906
1739209795.7082555;-45.120503652039325
1739209795.708261;-45.120503652039325
1739209795.7082663;-45.120503652039325
1739209795.7082717;-38.13080360867914
1739209795.7082772;-45.120503652039325
1739209795.7082825;-38.13080360867914
1739209795.708288;-45.120503652039325
1739209795.7082934;-45.120503652039325
1739209795.708299;-45.120503652039325
1739209795.7083042;-38.13080360867914
1739209795.7083097;-38.13080360867914
1739209795.7083151;-45.120503652039325
1739209795.7083206;-45.120503652039325
1739209795.7083259;-45.120503652039325
1739209795.7083313;-45.120503652039325
1739209795.7083368;-38.13080360867914
1739209795.7083423;-45.120503652039325
1739209795.7083476;-45.120503652039325
1739209795.708353;-45.120503652039325
1739209795.7083585;-45.120503652039325
1739209795.708364;-35.57807855764607
1739209795.7083693;-45.120503652039325
1739209795.7083747;-38.13080360867914
1739209795.7116127;-38.13080360867914
1739209795.7116132;-45.120503652039325
1739209795.711614;-38.13080360867914
1739209795.7116144;-35.57807855764607
1739209795.7116148;-45.120503652039325
1739209795.7116153;-38.13080360867914
1739209795.711616;-45.120503652039325
1739209795.7116165;-45.120503652039325
1739209795.711617;-38.13080360867914
1739209795.7116175;-45.120503652039325
1739209795.7116182;-45.120503652039325
1739209795.7116187;-45.120503652039325
1739209795.7116191;-45.120503652039325
1739209795.7116196;-45.120503652039325
1739209795.7116203;-45.120503652039325
1739209795.7116208;-45.120503652039325
1739209795.7116213;-45.120503652039325
1739209795.7116218;-38.13080360867914
1739209795.7116225;-32.816014438256545
1739209795.711623;-45.120503652039325
1739209795.7116234;-45.120503652039325
1739209795.711624;-45.120503652039325
1739209795.7116246;-29.438486411369333
1739209795.711625;-32.816014438256545
1739209795.7116256;-45.120503652039325
1739209795.711626;-45.120503652039325
1739209795.7116268;-35.57807855764607
1739209795.7116272;-35.57807855764607
1739209795.7116277;-45.120503652039325
1739209795.7116282;-38.13080360867914
1739209795.7116287;-45.120503652039325
1739209795.7116294;-45.120503652039325
1739209795.7116299;-38.13080360867914
1739209795.7116303;-38.13080360867914
1739209795.7116308;-38.13080360867914
1739209795.7116315;-38.13080360867914
1739209795.711632;-38.13080360867914
1739209795.7116325;-45.120503652039325
1739209795.711633;-38.13080360867914
1739209795.7116337;-45.120503652039325
1739209795.7116342;-45.120503652039325
1739209795.7116346;-38.13080360867914
1739209795.711635;-45.120503652039325
1739209795.7116358;-45.120503652039325
1739209795.7116363;-38.13080360867914
1739209795.7116368;-38.13080360867914
1739209795.7116373;-32.816014438256545
1739209795.711638;-35.57807855764607
1739209795.7116385;-45.120503652039325
1739209795.711639;-33.981070128970906
1739209795.7116394;-38.13080360867914
1739209795.7116401;-38.13080360867914
1739209795.7116406;-38.13080360867914
1739209795.711641;-38.13080360867914
1739209795.7116416;-38.13080360867914
1739209795.7116423;-45.120503652039325
1739209795.7116427;-38.13080360867914
1739209795.7116432;-45.120503652039325
1739209795.7116437;-45.120503652039325
1739209795.7116442;-45.120503652039325
1739209795.711645;-35.57807855764607
1739209795.7116454;-45.120503652039325
1739209795.7116458;-35.57807855764607
1739209795.7116463;-32.816014438256545
1739209795.711647;-45.120503652039325
1739209795.7116475;-45.120503652039325
1739209795.711648;-38.13080360867914
1739209795.7116485;-45.120503652039325
1739209795.7116492;-45.120503652039325
1739209795.7116497;-38.13080360867914
1739209795.7116501;-35.57807855764607
1739209795.7116506;-35.57807855764607
1739209795.7116513;-38.13080360867914
1739209795.7116518;-38.13080360867914
1739209795.7116523;-38.13080360867914
1739209795.7116528;-35.57807855764607
1739209795.7116535;-38.13080360867914
1739209795.711654;-33.981070128970906
1739209795.7116544;-45.120503652039325
1739209795.711655;-45.120503652039325
1739209795.7116556;-32.816014438256545
1739209795.711656;-30.49652367304973
1739209795.7116566;-45.120503652039325
1739209795.711657;-45.120503652039325
1739209795.7116578;-45.120503652039325
1739209795.7116582;-45.120503652039325
1739209795.7116587;-38.13080360867914
1739209795.7116592;-38.13080360867914
1739209795.7116597;-32.816014438256545
1739209795.7116604;-38.13080360867914
1739209795.7116609;-45.120503652039325
1739209795.7116613;-38.13080360867914
1739209795.7116618;-33.981070128970906
1739209795.7116625;-38.13080360867914
1739209795.711663;-45.120503652039325
1739209795.7116635;-45.120503652039325
1739209795.711664;-38.13080360867914
1739209795.7116647;-45.120503652039325
1739209795.7116652;-45.120503652039325
1739209795.7116656;-45.120503652039325
1739209795.711666;-38.13080360867914
1739209795.7116668;-35.57807855764607
1739209795.7116673;-45.120503652039325
1739209795.7116678;-45.120503652039325
1739209795.7116683;-33.981070128970906
1739209795.711669;-38.13080360867914
1739209795.7116694;-45.120503652039325
1739209795.71167;-45.120503652039325
1739209795.7116704;-45.120503652039325
1739209795.711671;-45.120503652039325
1739209795.7116716;-45.120503652039325
1739209795.711672;-38.13080360867914
1739209795.7116725;-45.120503652039325
1739209795.711673;-38.13080360867914
1739209795.7116737;-38.13080360867914
1739209795.7116742;-38.13080360867914
1739209795.7116747;-38.13080360867914
1739209795.7116752;-38.13080360867914
1739209795.711676;-45.120503652039325
1739209795.7116764;-38.13080360867914
1739209795.7116768;-38.13080360867914
1739209795.7116773;-35.57807855764607
1739209795.711678;-38.13080360867914
1739209795.7116785;-45.120503652039325
1739209795.711679;-38.13080360867914
1739209795.7116795;-38.13080360867914
1739209795.7116802;-45.120503652039325
1739209795.7116807;-33.981070128970906
1739209795.7116811;-32.816014438256545
1739209795.7116816;-38.13080360867914
1739209795.7116823;-45.120503652039325
1739209795.7116828;-38.13080360867914
1739209795.7116833;-38.13080360867914
1739209795.7116838;-45.120503652039325
1739209795.7116845;-38.13080360867914
1739209795.711685;-38.13080360867914
1739209795.7116854;-45.120503652039325
1739209795.711686;-45.120503652039325
1739209795.7116866;-45.120503652039325
1739209795.711687;-38.13080360867914
1739209795.7116876;-38.13080360867914
1739209795.711688;-38.13080360867914
1739209795.7116885;-45.120503652039325
1739209795.7116892;-38.13080360867914
1739209795.7116897;-38.13080360867914
1739209795.7116902;-45.120503652039325
1739209795.7116907;-45.120503652039325
1739209795.7116914;-38.13080360867914
1739209795.7116919;-45.120503652039325
1739209795.7116923;-38.13080360867914
1739209795.7116928;-45.120503652039325
1739209795.7116935;-33.981070128970906
1739209795.711694;-27.267205301931607
1739209795.7116945;-45.120503652039325
1739209795.711695;-38.13080360867914
1739209795.7116957;-45.120503652039325
1739209795.7116961;-38.13080360867914
1739209795.7116966;-38.13080360867914
1739209795.711697;-33.981070128970906
1739209795.7116978;-38.13080360867914
1739209795.7116983;-45.120503652039325
1739209795.7116988;-38.13080360867914
1739209795.7116992;-45.120503652039325
1739209795.7117;-38.13080360867914
1739209795.7117004;-38.13080360867914
1739209795.711701;-45.120503652039325
1739209795.7117014;-38.13080360867914
1739209795.711702;-45.120503652039325
1739209795.7117026;-45.120503652039325
1739209795.711703;-38.13080360867914
1739209795.7117035;-38.13080360867914
1739209795.711704;-45.120503652039325
1739209795.7117047;-38.13080360867914
1739209795.7117052;-35.57807855764607
1739209795.7117057;-38.13080360867914
1739209795.7117062;-33.981070128970906
1739209795.7117069;-26.991370085610722
1739209795.7117074;-45.120503652039325
1739209795.7117078;-45.120503652039325
1739209795.7117083;-38.13080360867914
1739209795.711709;-33.981070128970906
1739209795.7117095;-45.120503652039325
1739209795.71171;-45.120503652039325
1739209795.7117105;-45.120503652039325
1739209795.7117112;-38.13080360867914
1739209795.7117116;-33.981070128970906
1739209795.7117121;-45.120503652039325
1739209795.7117126;-45.120503652039325
1739209795.7117133;-45.120503652039325
1739209795.7117138;-33.981070128970906
1739209795.7117143;-45.120503652039325
1739209795.7117147;-38.13080360867914
1739209795.7117155;-30.49652367304973
1739209795.711716;-38.13080360867914
1739209795.7117164;-45.120503652039325
1739209795.711717;-45.120503652039325
1739209795.7117176;-45.120503652039325
1739209795.711718;-45.120503652039325
1739209795.7117186;-45.120503652039325
1739209795.711719;-38.13080360867914
1739209795.7117195;-45.120503652039325
1739209795.7117202;-45.120503652039325
1739209795.7117207;-45.120503652039325
1739209795.7117212;-45.120503652039325
1739209795.7117217;-35.57807855764607
1739209795.7117224;-38.13080360867914
1739209795.7117229;-38.13080360867914
1739209795.7117233;-38.13080360867914
1739209795.7117238;-38.13080360867914
1739209795.7117245;-33.981070128970906
1739209795.711725;-45.120503652039325
1739209795.7117255;-45.120503652039325
1739209795.711726;-45.120503652039325
1739209795.7121665;-45.120503652039325
1739209795.712174;-38.13080360867914
1739209795.712181;-45.120503652039325
1739209795.7121882;-38.13080360867914
1739209795.7121956;-38.13080360867914
1739209795.7122028;-45.120503652039325
1739209795.71221;-45.120503652039325
1739209795.712217;-45.120503652039325
1739209795.7122245;-38.13080360867914
1739209795.7122316;-31.141103565318915
1739209795.7122388;-38.13080360867914
1739209795.7122462;-38.13080360867914
1739209795.7122533;-35.57807855764607
1739209795.7122605;-38.13080360867914
1739209795.7122679;-45.120503652039325
1739209795.712275;-45.120503652039325
1739209795.7122822;-38.13080360867914
1739209795.7122896;-33.981070128970906
1739209795.7122967;-45.120503652039325
1739209795.7123039;-45.120503652039325
1739209795.7123113;-38.13080360867914
1739209795.7123184;-38.13080360867914
1739209795.7123256;-45.120503652039325
1739209795.7123327;-45.120503652039325
1739209795.71234;-33.981070128970906
1739209795.7123473;-30.49652367304973
1739209795.7123544;-38.13080360867914
1739209795.7123618;-38.13080360867914
1739209795.712369;-45.120503652039325
1739209795.712376;-38.13080360867914
1739209795.7123835;-38.13080360867914
1739209795.7123907;-38.13080360867914
1739209795.7123978;-45.120503652039325
1739209795.7124052;-33.981070128970906
1739209795.7124124;-33.981070128970906
1739209795.7124195;-38.13080360867914
1739209795.712427;-38.13080360867914
1739209795.712434;-38.13080360867914
1739209795.7124412;-45.120503652039325
1739209795.7124484;-38.13080360867914
1739209795.7124557;-38.13080360867914
1739209795.712463;-38.13080360867914
1739209795.71247;-45.120503652039325
1739209795.7124774;-45.120503652039325
1739209795.7124846;-38.13080360867914
1739209795.7124918;-45.120503652039325
1739209795.7124991;-38.13080360867914
1739209795.7125063;-38.13080360867914
1739209795.7125134;-45.120503652039325
1739209795.7125208;-38.13080360867914
1739209795.712528;-38.13080360867914
1739209795.7125351;-38.13080360867914
1739209795.7125425;-38.13080360867914
1739209795.7125497;-45.120503652039325
1739209795.7125568;-35.57807855764607
1739209795.712564;-45.120503652039325
1739209795.7125714;-45.120503652039325
1739209795.7125785;-38.13080360867914
1739209795.7125857;-38.13080360867914
1739209795.712593;-38.13080360867914
1739209795.7126002;-38.13080360867914
1739209795.7126074;-38.13080360867914
1739209795.7126148;-45.120503652039325
1739209795.712622;-38.13080360867914
1739209795.712629;-45.120503652039325
1739209795.7126365;-45.120503652039325
1739209795.7126436;-38.13080360867914
1739209795.7126508;-35.57807855764607
1739209795.712658;-45.120503652039325
1739209795.7126653;-45.120503652039325
1739209795.7126725;-32.816014438256545
1739209795.7126796;-38.13080360867914
1739209795.712687;-45.120503652039325
1739209795.7126942;-45.120503652039325
1739209795.7127013;-32.816014438256545
1739209795.7127087;-38.13080360867914
1739209795.7127159;-38.13080360867914
1739209795.712723;-38.13080360867914
1739209795.7127304;-45.120503652039325
1739209795.7127376;-33.981070128970906
1739209795.7127447;-32.816014438256545
1739209795.712752;-33.981070128970906
1739209795.7127593;-45.120503652039325
1739209795.7127664;-45.120503652039325
1739209795.7127736;-38.13080360867914
1739209795.712781;-38.13080360867914
1739209795.712788;-38.13080360867914
1739209795.7127953;-45.120503652039325
1739209795.7128026;-45.120503652039325
1739209795.7128098;-45.120503652039325
1739209795.712817;-32.816014438256545
1739209795.7128243;-38.13080360867914
1739209795.7128315;-45.120503652039325
1739209795.7128386;-38.13080360867914
1739209795.712846;-38.13080360867914
1739209795.7128532;-35.57807855764607
1739209795.7128603;-45.120503652039325
1739209795.7128677;-38.13080360867914
1739209795.712875;-45.120503652039325
1739209795.712882;-45.120503652039325
1739209795.7128892;-45.120503652039325
1739209795.7128966;-38.13080360867914
1739209795.7129037;-38.13080360867914
1739209795.712911;-38.13080360867914
1739209795.7129183;-38.13080360867914
1739209795.7129254;-45.120503652039325
1739209795.7129326;-35.57807855764607
1739209795.71294;-38.13080360867914
1739209795.7129471;-45.120503652039325
1739209795.7129543;-45.120503652039325
1739209795.7129617;-33.981070128970906
1739209795.7129688;-32.816014438256545
1739209795.712976;-45.120503652039325
1739209795.7129834;-45.120503652039325
1739209795.7129905;-38.13080360867914
1739209795.7129977;-38.13080360867914
1739209795.7130048;-45.120503652039325
1739209795.7130122;-45.120503652039325
1739209795.7130194;-45.120503652039325
1739209795.7130265;-45.120503652039325
1739209795.713034;-38.13080360867914
1739209795.713041;-38.13080360867914
1739209795.7130482;-45.120503652039325
1739209795.7130556;-45.120503652039325
1739209795.7130628;-38.13080360867914
1739209795.71307;-38.13080360867914
1739209795.7130773;-38.13080360867914
1739209795.7130845;-38.13080360867914
1739209795.7130916;-35.57807855764607
1739209795.7130988;-45.120503652039325
1739209795.7131062;-32.816014438256545
1739209795.7131133;-30.49652367304973
1739209795.7131205;-38.13080360867914
1739209795.7131279;-35.57807855764607
1739209795.713135;-45.120503652039325
1739209795.7131422;-38.13080360867914
1739209795.7131495;-33.981070128970906
1739209795.7131567;-33.981070128970906
1739209795.7131639;-38.13080360867914
1739209795.7131712;-28.992665084841967
1739209795.7131784;-38.13080360867914
1739209795.7131855;-38.13080360867914
1739209795.713193;-45.120503652039325
1739209795.7132;-45.120503652039325
