CAN Message; 0x98:0000f4a346b004a8
1739209654.4467158;-38.13080360867914
1739209654.446723;-45.120503652039325
1739209654.4467301;-32.816014438256545
1739209654.4467375;-38.13080360867914
1739209654.4467447;-45.120503652039325
1739209654.4467518;-45.120503652039325
1739209654.4467592;-45.120503652039325
1739209654.4467664;-45.120503652039325
1739209654.4467735;-45.120503652039325
1739209654.446781;-45.120503652039325
1739209654.446788;-38.13080360867914
1739209654.4467952;-45.120503652039325
1739209654.4468026;-45.120503652039325
1739209654.4468098;-38.13080360867914
1739209654.4468172;-35.57807855764607
1739209654.4468243;-38.13080360867914
1739209654.4468315;-45.120503652039325
1739209654.4468389;-45.120503652039325
1739209654.446846;-38.13080360867914
1739209654.4468532;-38.13080360867914
1739209654.4468606;-35.57807855764607
1739209654.4468677;-45.120503652039325
1739209654.4468749;-38.13080360867914
1739209654.4468822;-35.57807855764607
1739209654.4468894;-33.981070128970906
1739209654.4468966;-45.120503652039325
1739209654.446904;-38.13080360867914
1739209654.446911;-35.57807855764607
1739209654.4469182;-38.13080360867914
1739209654.4469256;-45.120503652039325
1739209654.4469328;-45.120503652039325
1739209654.4469402;-45.120503652039325
1739209654.4469473;-45.120503652039325
1739209654.4469545;-45.120503652039325
1739209654.4469619;-38.13080360867914
1739209654.446969;-45.120503652039325
1739209654.4469762;-26.991370085610736
1739209654.4469836;-32.816014438256545
1739209654.4469907;-45.120503652039325
1739209654.446998;-38.13080360867914
1739209654.4470053;-38.13080360867914
1739209654.4470124;-38.13080360867914
1739209654.4470196;-38.13080360867914
1739209654.447027;-33.981070128970906
1739209654.4470341;-45.120503652039325
1739209654.4470413;-45.120503652039325
1739209654.4470487;-45.120503652039325
1739209654.4470558;-38.13080360867914
1739209654.447063;-45.120503652039325
1739209654.4470704;-38.13080360867914
1739209654.4470775;-45.120503652039325
1739209654.447085;-38.13080360867914
1739209654.447092;-35.57807855764607
1739209654.4470992;-35.57807855764607
1739209654.4471066;-45.120503652039325
1739209654.4471138;-38.13080360867914
1739209654.447121;-45.120503652039325
1739209654.4471283;-38.13080360867914
1739209654.4471354;-38.13080360867914
1739209654.4471426;-45.120503652039325
1739209654.44715;-32.816014438256545
1739209654.4471571;-38.13080360867914
1739209654.4471643;-38.13080360867914
1739209654.4471717;-38.13080360867914
1739209654.4471788;-35.57807855764607
1739209654.447186;-38.13080360867914
1739209654.4471934;-45.120503652039325
1739209654.4472005;-32.816014438256545
1739209654.447208;-45.120503652039325
1739209654.447215;-45.120503652039325
1739209654.4472222;-35.57807855764607
1739209654.4472296;-35.57807855764607
1739209654.4472368;-45.120503652039325
1739209654.447244;-33.981070128970906
1739209654.4472513;-38.13080360867914
1739209654.4472585;-45.120503652039325
1739209654.4472656;-35.57807855764607
1739209654.447273;-38.13080360867914
1739209654.4472802;-45.120503652039325
1739209654.4472873;-38.13080360867914
1739209654.4472947;-45.120503652039325
1739209654.4473019;-38.13080360867914
1739209654.447309;-38.13080360867914
1739209654.4473164;-45.120503652039325
1739209654.4473236;-45.120503652039325
1739209654.447331;-45.120503652039325
1739209654.447338;-38.13080360867914
1739209654.4473453;-45.120503652039325
1739209654.4473526;-38.13080360867914
1739209654.4473598;-35.57807855764607
1739209654.447367;-45.120503652039325
1739209654.4473743;-35.57807855764607
1739209654.4473815;-38.13080360867914
1739209654.4473886;-33.981070128970906
1739209654.447396;-45.120503652039325
1739209654.4474032;-45.120503652039325
1739209654.4474103;-45.120503652039325
1739209654.4474177;-45.120503652039325
1739209654.447425;-38.13080360867914
1739209654.447432;-38.13080360867914
1739209654.4474394;-38.13080360867914
1739209654.4474466;-33.981070128970906
1739209654.447454;-45.120503652039325
1739209654.4474611;-38.13080360867914
1739209654.4474683;-45.120503652039325
1739209654.4474757;-38.13080360867914
1739209654.4474828;-38.13080360867914
1739209654.44749;-38.13080360867914
1739209654.4474974;-45.120503652039325
1739209654.4475045;-38.13080360867914
1739209654.4475117;-38.13080360867914
1739209654.447519;-38.13080360867914
1739209654.4475262;-45.120503652039325
1739209654.4475334;-45.120503652039325
1739209654.4475408;-32.816014438256545
1739209654.447548;-38.13080360867914
1739209654.447555;-45.120503652039325
1739209654.4475625;-45.120503652039325
1739209654.4475696;-38.13080360867914
1739209654.447577;-38.13080360867914
1739209654.4475842;-45.120503652039325
1739209654.4475913;-38.13080360867914
1739209654.4475987;-35.57807855764607
1739209654.4476058;-35.57807855764607
1739209654.447613;-45.120503652039325
1739209654.4476204;-38.13080360867914
1739209654.4476275;-38.13080360867914
1739209654.4476347;-38.13080360867914
1739209654.447642;-45.120503652039325
1739209654.4476492;-38.13080360867914
1739209654.4476564;-45.120503652039325
1739209654.4476638;-38.13080360867914
1739209654.447671;-38.13080360867914
1739209654.447678;-32.816014438256545
1739209654.4476855;-33.981070128970906
1739209654.4476926;-35.57807855764607
1739209654.4477;-45.120503652039325
1739209654.4477072;-38.13080360867914
1739209654.4477143;-38.13080360867914
1739209654.4477217;-38.13080360867914
1739209654.4477289;-45.120503652039325
1739209654.447736;-33.981070128970906
1739209654.4477434;-33.981070128970906
1739209654.4477506;-45.120503652039325
1739209654.4477577;-45.120503652039325
1739209654.447765;-38.13080360867914
1739209654.4477723;-35.57807855764607
1739209654.4477794;-38.13080360867914
1739209654.4477868;-45.120503652039325
1739209654.447794;-45.120503652039325
1739209654.447801;-35.57807855764607
1739209654.4478085;-45.120503652039325
1739209654.4478157;-45.120503652039325
1739209654.447823;-45.120503652039325
1739209654.4478302;-45.120503652039325
1739209654.4478374;-45.120503652039325
1739209654.4478447;-45.120503652039325
1739209654.447852;-38.13080360867914
1739209654.447859;-38.13080360867914
1739209654.4478664;-38.13080360867914
1739209654.4478736;-45.120503652039325
1739209654.4478807;-45.120503652039325
1739209654.4478881;-38.13080360867914
1739209654.4478953;-35.57807855764607
1739209654.4479024;-45.120503652039325
1739209654.4479098;-33.981070128970906
1739209654.447917;-28.992665084841942
1739209654.4479241;-45.120503652039325
1739209654.4479315;-45.120503652039325
1739209654.4479387;-38.13080360867914
1739209654.447946;-38.13080360867914
1739209654.4479532;-45.120503652039325
1739209654.4479604;-45.120503652039325
1739209654.4479678;-38.13080360867914
1739209654.447975;-35.57807855764607
1739209654.447982;-45.120503652039325
1739209654.4479895;-45.120503652039325
1739209654.4479966;-45.120503652039325
1739209654.4480038;-38.13080360867914
1739209654.4480112;-38.13080360867914
1739209654.4480183;-45.120503652039325
1739209654.4480255;-38.13080360867914
1739209654.4480329;-31.141103565318915
1739209654.44804;-45.120503652039325
1739209654.4480472;-45.120503652039325
1739209654.4480546;-38.13080360867914
1739209654.4480617;-35.57807855764607
1739209654.448069;-38.13080360867914
1739209654.4480762;-45.120503652039325
1739209654.4480834;-45.120503652039325
1739209654.4480908;-45.120503652039325
1739209654.448098;-38.13080360867914
1739209654.448105;-38.13080360867914
1739209654.4481125;-38.13080360867914
1739209654.4481196;-38.13080360867914
1739209654.4481268;-38.13080360867914
1739209654.4481342;-38.13080360867914
1739209654.4481413;-38.13080360867914
1739209654.4481485;-38.13080360867914
1739209654.4481559;-38.13080360867914
1739209654.448163;-45.120503652039325
1739209654.4481702;-45.120503652039325
1739209654.4481776;-33.981070128970906
1739209654.4481847;-35.57807855764607
1739209654.448192;-45.120503652039325
1739209654.4481993;-38.13080360867914
1739209654.4482064;-30.49652367304973
1739209654.4482138;-38.13080360867914
1739209654.448221;-45.120503652039325
1739209654.4482281;-38.13080360867914
1739209654.4482355;-38.13080360867914
1739209654.4482427;-45.120503652039325
1739209654.4482498;-38.13080360867914
1739209654.4482572;-45.120503652039325
1739209654.4482644;-38.13080360867914
1739209654.4482715;-33.981070128970906
1739209654.448279;-45.120503652039325
1739209654.448286;-45.120503652039325
1739209654.4482932;-35.57807855764607
1739209654.4483006;-32.816014438256545
1739209654.4483078;-38.13080360867914
1739209654.448315;-45.120503652039325
1739209654.4483223;-38.13080360867914
1739209654.4483294;-38.13080360867914
1739209654.4483368;-38.13080360867914
1739209654.448344;-33.981070128970906
1739209654.4483511;-45.120503652039325
1739209654.4483585;-45.120503652039325
1739209654.4483657;-38.13080360867914
1739209654.4483728;-38.13080360867914
1739209654.4483802;-38.13080360867914
1739209654.4483874;-38.13080360867914
1739209654.4483945;-38.13080360867914
1739209654.448402;-45.120503652039325
1739209654.448409;-38.13080360867914
1739209654.4484162;-38.13080360867914
1739209654.4484236;-32.816014438256545
1739209654.4484308;-38.13080360867914
1739209654.448438;-45.120503652039325
1739209654.4484453;-32.816014438256545
1739209654.4484525;-33.981070128970906
1739209654.4484599;-45.120503652039325
1739209654.448467;-45.120503652039325
1739209654.4484742;-45.120503652039325
1739209654.4484816;-45.120503652039325
1739209654.4484887;-45.120503652039325
1739209654.4484959;-45.120503652039325
1739209654.4485033;-45.120503652039325
1739209654.4485104;-45.120503652039325
1739209654.4485176;-45.120503652039325
1739209654.448525;-35.57807855764607
1739209654.448532;-38.13080360867914
1739209654.4485393;-38.13080360867914
1739209654.4485466;-38.13080360867914
1739209654.4485538;-35.57807855764607
1739209654.448561;-31.141103565318915
1739209654.4485683;-45.120503652039325
1739209654.4485755;-38.13080360867914
1739209654.448583;-38.13080360867914
1739209654.44859;-38.13080360867914
1739209654.4485972;-45.120503652039325
1739209654.4486046;-45.120503652039325
1739209654.4486117;-45.120503652039325
1739209654.448619;-45.120503652039325
1739209654.4486263;-45.120503652039325
1739209654.4486334;-45.120503652039325
1739209654.4486406;-38.13080360867914
1739209654.448648;-38.13080360867914
1739209654.4486551;-45.120503652039325
1739209654.4486623;-38.13080360867914
1739209654.4486697;-38.13080360867914
1739209654.4486768;-31.141103565318915
1739209654.448684;-45.120503652039325
1739209654.4486914;-45.120503652039325
1739209654.4486985;-38.13080360867914
1739209654.448706;-31.141103565318915
1739209654.448713;-45.120503652039325
1739209654.4487202;-45.120503652039325
1739209654.4487276;-45.120503652039325
1739209654.4487348;-38.13080360867914
1739209654.448742;-38.13080360867914
1739209654.4487493;-45.120503652039325
1739209654.4487565;-45.120503652039325
1739209654.4487636;-45.120503652039325
1739209654.448771;-45.120503652039325
1739209654.4487782;-45.120503652039325
1739209654.4487853;-38.13080360867914
1739209654.4487927;-38.13080360867914
1739209654.4487998;-38.13080360867914
1739209654.448807;-38.13080360867914
1739209654.4488144;-38.13080360867914
1739209654.4488215;-38.13080360867914
1739209654.448829;-45.120503652039325
1739209654.448836;-38.13080360867914
1739209654.4488432;-35.57807855764607
1739209654.4488506;-31.141103565318915
1739209654.4488578;-38.13080360867914
1739209654.448865;-45.120503652039325
1739209654.4488723;-45.120503652039325
1739209654.4488795;-45.120503652039325
1739209654.4488866;-45.120503652039325
1739209654.448894;-45.120503652039325
1739209654.4489012;-45.120503652039325
1739209654.4489083;-32.816014438256545
1739209654.4489157;-38.13080360867914
1739209654.4489229;-45.120503652039325
1739209654.44893;-45.120503652039325
1739209654.4489374;-38.13080360867914
1739209654.4489446;-45.120503652039325
1739209654.448952;-45.120503652039325
1739209654.448959;-45.120503652039325
1739209654.4489663;-31.141103565318915
1739209654.4489737;-33.981070128970906
1739209654.4489808;-38.13080360867914
1739209654.448988;-35.57807855764607
1739209654.4489954;-38.13080360867914
1739209654.4490025;-38.13080360867914
1739209654.4490097;-45.120503652039325
1739209654.449017;-33.981070128970906
1739209654.4490242;-31.141103565318915
1739209654.4490314;-38.13080360867914
1739209654.4490387;-45.120503652039325
1739209654.449046;-38.13080360867914
1739209654.449053;-38.13080360867914
1739209654.4490604;-38.13080360867914
1739209654.4490676;-38.13080360867914
1739209654.449075;-45.120503652039325
1739209654.4490821;-38.13080360867914
1739209654.4490893;-38.13080360867914
1739209654.4490967;-38.13080360867914
1739209654.4491038;-38.13080360867914
1739209654.449111;-38.13080360867914
1739209654.4491184;-45.120503652039325
1739209654.4491255;-45.120503652039325
1739209654.4491327;-45.120503652039325
1739209654.44914;-38.13080360867914
1739209654.4491472;-38.13080360867914
1739209654.4491544;-45.120503652039325
1739209654.4491618;-45.120503652039325
1739209654.449169;-45.120503652039325
1739209654.449176;-38.13080360867914
1739209654.4491835;-38.13080360867914
1739209654.4491906;-38.13080360867914
1739209654.4491978;-32.816014438256545
1739209654.4492052;-31.141103565318915
1739209654.4492123;-45.120503652039325
1739209654.4492197;-38.13080360867914
1739209654.4492269;-35.57807855764607
1739209654.449234;-38.13080360867914
1739209654.4492414;-45.120503652039325
1739209654.4492486;-38.13080360867914
1739209654.4492557;-33.981070128970906
1739209654.449263;-35.57807855764607
1739209654.4492702;-38.13080360867914
1739209654.4492774;-35.57807855764607
1739209654.4492848;-38.13080360867914
1739209654.449292;-35.57807855764607
1739209654.449299;-38.13080360867914
1739209654.4493065;-45.120503652039325
1739209654.4493136;-38.13080360867914
1739209654.4493208;-38.13080360867914
1739209654.4493282;-45.120503652039325
1739209654.4493353;-35.57807855764607
1739209654.4493427;-45.120503652039325
1739209654.4493499;-38.13080360867914
1739209654.449357;-45.120503652039325
1739209654.4493644;-45.120503652039325
1739209654.4493716;-35.57807855764607
1739209654.4493787;-45.120503652039325
1739209654.4493861;-45.120503652039325
1739209654.4493933;-45.120503652039325
1739209654.4494004;-45.120503652039325
1739209654.4494078;-45.120503652039325
1739209654.449415;-45.120503652039325
1739209654.4494221;-45.120503652039325
1739209654.4494295;-45.120503652039325
1739209654.4494367;-45.120503652039325
1739209654.4494438;-38.13080360867914
1739209654.4494512;-38.13080360867914
1739209654.4494584;-38.13080360867914
1739209654.4494658;-38.13080360867914
1739209654.449473;-45.120503652039325
1739209654.44948;-38.13080360867914
1739209654.4494874;-35.57807855764607
1739209654.4494946;-33.981070128970906
1739209654.4495018;-45.120503652039325
1739209654.4495091;-45.120503652039325
1739209654.4495163;-45.120503652039325
1739209654.4495234;-38.13080360867914
1739209654.4495308;-45.120503652039325
1739209654.449538;-35.57807855764607
1739209654.4495451;-38.13080360867914
1739209654.4495525;-45.120503652039325
1739209654.4495597;-45.120503652039325
1739209654.4495668;-38.13080360867914
1739209654.4495742;-38.13080360867914
1739209654.4495814;-38.13080360867914
1739209654.4495888;-35.57807855764607
1739209654.449596;-45.120503652039325
1739209654.449603;-38.13080360867914
1739209654.4496105;-38.13080360867914
1739209654.4496176;-45.120503652039325
1739209654.4496248;-45.120503652039325
1739209654.4496322;-45.120503652039325
1739209654.4496393;-45.120503652039325
1739209654.4496465;-38.13080360867914
1739209654.4496539;-38.13080360867914
1739209654.449661;-45.120503652039325
1739209654.4496682;-45.120503652039325
1739209654.4496756;-45.120503652039325
1739209654.4496827;-45.120503652039325
1739209654.4496899;-45.120503652039325
1739209654.4496973;-33.981070128970906
1739209654.4497044;-45.120503652039325
1739209654.4497118;-45.120503652039325
1739209654.449719;-45.120503652039325
1739209654.449726;-38.13080360867914
1739209654.4497335;-32.816014438256545
1739209654.4497406;-45.120503652039325
1739209654.4497478;-45.120503652039325
1739209654.4497552;-45.120503652039325
1739209654.4497623;-35.57807855764607
1739209654.4497695;-38.13080360867914
1739209654.449777;-45.120503652039325
1739209654.449784;-45.120503652039325
1739209654.4497912;-45.120503652039325
1739209654.4497986;-45.120503652039325
1739209654.4498057;-45.120503652039325
1739209654.449813;-45.120503652039325
1739209654.4498203;-38.13080360867914
1739209654.4498274;-35.57807855764607
1739209654.4498348;-45.120503652039325
1739209654.449842;-38.13080360867914
1739209654.4498491;-32.816014438256545
1739209654.4498565;-38.13080360867914
1739209654.4498637;-45.120503652039325
1739209654.4498708;-35.57807855764607
1739209654.4498782;-35.57807855764607
1739209654.4498854;-45.120503652039325
1739209654.4498925;-38.13080360867914
1739209654.4499;-35.57807855764607
1739209654.449907;-35.57807855764607
1739209654.4499142;-35.57807855764607
1739209654.4499216;-35.57807855764607
1739209654.4499288;-38.13080360867914
1739209654.449936;-45.120503652039325
1739209654.4499433;-45.120503652039325
1739209654.4499505;-45.120503652039325
1739209654.4499578;-45.120503652039325
1739209654.449965;-45.120503652039325
1739209654.4499722;-45.120503652039325
1739209654.4499795;-45.120503652039325
1739209654.4499867;-35.57807855764607
1739209654.4499938;-32.816014438256545
1739209654.4500012;-38.13080360867914
1739209654.4500084;-45.120503652039325
1739209654.4500155;-45.120503652039325
1739209654.450023;-31.141103565318915
1739209654.45003;-35.57807855764607
1739209654.4500372;-35.57807855764607
1739209654.4500446;-45.120503652039325
