CAN Message; 0x150:0200b57bab67662a
Timestamp;Amplitude
1739209884.0918913;-45.120503652039325
1739209884.091909;-26.991370085610736
1739209884.0919263;-33.981070128970906
1739209884.091944;-45.120503652039325
1739209884.0919614;-38.13080360867914
1739209884.091979;-32.816014438256545
1739209884.0919967;-38.13080360867914
1739209884.092014;-45.120503652039325
1739209884.0920317;-38.13080360867914
1739209884.0920491;-45.120503652039325
1739209884.0920668;-45.120503652039325
1739209884.0920842;-45.120503652039325
1739209884.0921018;-38.13080360867914
1739209884.0921192;-45.120503652039325
1739209884.0921369;-45.120503652039325
1739209884.0921543;-45.120503652039325
1739209884.092172;-45.120503652039325
1739209884.0921893;-32.816014438256545
1739209884.092207;-33.981070128970906
1739209884.0922244;-38.13080360867914
1739209884.092242;-38.13080360867914
1739209884.0922596;-38.13080360867914
1739209884.092277;-35.57807855764607
1739209884.0922947;-45.120503652039325
1739209884.092312;-38.13080360867914
1739209884.0923297;-45.120503652039325
1739209884.0923471;-38.13080360867914
1739209884.0923648;-38.13080360867914
1739209884.0923822;-45.120503652039325
1739209884.0923998;-45.120503652039325
1739209884.0924172;-38.13080360867914
1739209884.092435;-38.13080360867914
1739209884.0924523;-45.120503652039325
1739209884.09247;-45.120503652039325
1739209884.0924873;-45.120503652039325
1739209884.092505;-45.120503652039325
1739209884.0925226;-33.981070128970906
1739209884.09254;-45.120503652039325
1739209884.0925577;-45.120503652039325
1739209884.092575;-38.13080360867914
1739209884.0925927;-38.13080360867914
1739209884.0926101;-32.816014438256545
1739209884.0926278;-35.57807855764607
1739209884.0926452;-45.120503652039325
1739209884.0926628;-45.120503652039325
1739209884.0926802;-32.816014438256545
1739209884.0926979;-38.13080360867914
1739209884.0927153;-45.120503652039325
1739209884.092733;-33.981070128970906
1739209884.0927503;-45.120503652039325
1739209884.092768;-45.120503652039325
1739209884.0927854;-45.120503652039325
1739209884.092803;-45.120503652039325
1739209884.0928206;-45.120503652039325
1739209884.092838;-38.13080360867914
1739209884.0928557;-38.13080360867914
1739209884.092873;-45.120503652039325
1739209884.0928907;-38.13080360867914
1739209884.0929081;-33.981070128970906
1739209884.0929258;-45.120503652039325
1739209884.0929432;-38.13080360867914
1739209884.0929608;-45.120503652039325
1739209884.0929782;-38.13080360867914
1739209884.092996;-45.120503652039325
1739209884.0930133;-45.120503652039325
1739209884.093031;-45.120503652039325
1739209884.0930483;-38.13080360867914
1739209884.093066;-38.13080360867914
1739209884.0930834;-38.13080360867914
1739209884.093101;-45.120503652039325
1739209884.0931187;-45.120503652039325
1739209884.093136;-35.57807855764607
1739209884.0931537;-38.13080360867914
1739209884.0931711;-45.120503652039325
1739209884.0931888;-38.13080360867914
1739209884.0932062;-35.57807855764607
1739209884.0932238;-33.981070128970906
1739209884.0932412;-45.120503652039325
1739209884.0932589;-38.13080360867914
1739209884.0932763;-35.57807855764607
1739209884.093294;-38.13080360867914
1739209884.0933113;-45.120503652039325
1739209884.093329;-38.13080360867914
1739209884.0933464;-35.57807855764607
1739209884.093364;-45.120503652039325
1739209884.0933816;-45.120503652039325
1739209884.093399;-38.13080360867914
1739209884.0934167;-35.57807855764607
1739209884.093434;-38.13080360867914
1739209884.0934517;-45.120503652039325
1739209884.0934691;-45.120503652039325
1739209884.0934868;-35.57807855764607
1739209884.0935042;-38.13080360867914
1739209884.0935218;-45.120503652039325
1739209884.0935392;-38.13080360867914
1739209884.093557;-35.57807855764607
1739209884.0935743;-38.13080360867914
1739209884.093592;-45.120503652039325
1739209884.0936093;-31.141103565318915
1739209884.093627;-31.141103565318915
1739209884.0936446;-45.120503652039325
1739209884.093662;-45.120503652039325
1739209884.0936797;-38.13080360867914
1739209884.093697;-35.57807855764607
1739209884.0937147;-38.13080360867914
1739209884.093732;-38.13080360867914
1739209884.0937498;-45.120503652039325
1739209884.0937672;-38.13080360867914
1739209884.0937848;-38.13080360867914
1739209884.0938022;-45.120503652039325
1739209884.0938199;-45.120503652039325
1739209884.0938373;-38.13080360867914
1739209884.093855;-38.13080360867914
1739209884.0938723;-45.120503652039325
1739209884.09389;-31.141103565318915
1739209884.0939074;-32.816014438256545
1739209884.093925;-38.13080360867914
1739209884.0939426;-45.120503652039325
1739209884.09396;-33.981070128970906
1739209884.0939777;-33.981070128970906
1739209884.093995;-45.120503652039325
1739209884.0940127;-45.120503652039325
1739209884.0940301;-38.13080360867914
1739209884.0940478;-32.816014438256545
1739209884.0940652;-38.13080360867914
1739209884.0940828;-45.120503652039325
1739209884.0941002;-45.120503652039325
1739209884.0941179;-33.981070128970906
1739209884.0941353;-38.13080360867914
1739209884.094153;-45.120503652039325
1739209884.0941703;-45.120503652039325
1739209884.094188;-45.120503652039325
1739209884.0942054;-38.13080360867914
1739209884.094223;-45.120503652039325
1739209884.0942407;-33.981070128970906
1739209884.094258;-45.120503652039325
1739209884.0942757;-38.13080360867914
1739209884.094293;-45.120503652039325
1739209884.0943108;-31.141103565318915
1739209884.0943282;-26.991370085610722
1739209884.0943458;-38.13080360867914
1739209884.0943632;-45.120503652039325
1739209884.0943809;-38.13080360867914
1739209884.0943983;-35.57807855764607
1739209884.094416;-45.120503652039325
1739209884.0944333;-45.120503652039325
1739209884.094451;-45.120503652039325
1739209884.0944684;-45.120503652039325
1739209884.094486;-38.13080360867914
1739209884.0945036;-38.13080360867914
1739209884.094521;-45.120503652039325
1739209884.0945387;-45.120503652039325
1739209884.094556;-45.120503652039325
1739209884.0945737;-45.120503652039325
1739209884.0945911;-45.120503652039325
1739209884.0946088;-38.13080360867914
1739209884.0946262;-38.13080360867914
1739209884.0946438;-45.120503652039325
1739209884.0946612;-38.13080360867914
1739209884.0946789;-35.57807855764607
1739209884.0946963;-38.13080360867914
1739209884.094714;-45.120503652039325
1739209884.0947313;-38.13080360867914
1739209884.094749;-35.57807855764607
1739209884.0947666;-38.13080360867914
1739209884.094784;-45.120503652039325
1739209884.0948017;-45.120503652039325
1739209884.094819;-33.981070128970906
1739209884.0948367;-45.120503652039325
1739209884.094854;-45.120503652039325
1739209884.0948718;-45.120503652039325
1739209884.0948892;-32.81601443825658
1739209884.0949068;-45.120503652039325
1739209884.0949242;-38.13080360867914
1739209884.0949419;-38.13080360867914
1739209884.0949593;-45.120503652039325
1739209884.094977;-38.13080360867914
1739209884.0949943;-45.120503652039325
1739209884.095012;-38.13080360867914
1739209884.0950294;-29.438486411369333
1739209884.095047;-38.13080360867914
1739209884.0950646;-45.120503652039325
1739209884.095082;-33.981070128970906
1739209884.0950997;-45.120503652039325
1739209884.095117;-45.120503652039325
1739209884.0951347;-45.120503652039325
1739209884.0951521;-45.120503652039325
1739209884.0951698;-38.13080360867914
1739209884.0951872;-38.13080360867914
1739209884.0952048;-45.120503652039325
1739209884.0952222;-45.120503652039325
1739209884.0952399;-38.13080360867914
1739209884.0952573;-38.13080360867914
1739209884.095275;-33.981070128970906
1739209884.0952923;-38.13080360867914
1739209884.09531;-45.120503652039325
1739209884.0953274;-45.120503652039325
1739209884.095345;-32.816014438256545
1739209884.0953627;-35.57807855764607
1739209884.09538;-45.120503652039325
1739209884.0953977;-38.13080360867914
1739209884.095415;-35.57807855764607
1739209884.0954328;-38.13080360867914
1739209884.0954502;-35.57807855764607
1739209884.0954678;-38.13080360867914
1739209884.0954852;-45.120503652039325
1739209884.0955029;-45.120503652039325
1739209884.0955203;-45.120503652039325
1739209884.095538;-33.981070128970906
1739209884.0955553;-35.57807855764607
1739209884.095573;-38.13080360867914
1739209884.0955904;-45.120503652039325
1739209884.095608;-45.120503652039325
1739209884.0956256;-38.13080360867914
1739209884.095643;-45.120503652039325
1739209884.0956607;-45.120503652039325
1739209884.095678;-35.57807855764607
1739209884.0956957;-38.13080360867914
1739209884.0957131;-45.120503652039325
1739209884.0957308;-38.13080360867914
1739209884.0957482;-35.57807855764607
1739209884.0957658;-38.13080360867914
1739209884.0957832;-38.13080360867914
1739209884.0958009;-45.120503652039325
1739209884.0958183;-38.13080360867914
1739209884.095836;-35.57807855764607
1739209884.0958533;-38.13080360867914
1739209884.095871;-38.13080360867914
1739209884.0958886;-38.13080360867914
1739209884.095906;-38.13080360867914
1739209884.0959237;-35.57807855764607
1739209884.095941;-35.57807855764607
1739209884.0959587;-38.13080360867914
1739209884.095976;-45.120503652039325
1739209884.0959938;-45.120503652039325
1739209884.0960112;-45.120503652039325
1739209884.0960288;-38.13080360867914
1739209884.0960462;-38.13080360867914
1739209884.0960639;-35.57807855764607
1739209884.0960813;-38.13080360867914
1739209884.096099;-45.120503652039325
1739209884.0961163;-35.57807855764607
1739209884.096134;-45.120503652039325
1739209884.0961514;-38.13080360867914
1739209884.096169;-33.981070128970906
1739209884.0961866;-38.13080360867914
1739209884.096204;-38.13080360867914
1739209884.0962217;-45.120503652039325
1739209884.096239;-38.13080360867914
1739209884.0962567;-45.120503652039325
1739209884.0962741;-45.120503652039325
1739209884.0962918;-45.120503652039325
1739209884.0963092;-38.13080360867914
1739209884.0963268;-38.13080360867914
1739209884.0963442;-38.13080360867914
1739209884.0963619;-45.120503652039325
1739209884.0963793;-38.13080360867914
1739209884.096397;-35.57807855764607
1739209884.0964143;-35.57807855764607
1739209884.096432;-38.13080360867914
1739209884.0964494;-45.120503652039325
1739209884.096467;-38.13080360867914
1739209884.0964847;-38.13080360867914
1739209884.096502;-38.13080360867914
1739209884.0965197;-38.13080360867914
1739209884.096537;-45.120503652039325
1739209884.0965548;-45.120503652039325
1739209884.0965722;-45.120503652039325
1739209884.0965898;-33.981070128970906
1739209884.0966072;-45.120503652039325
1739209884.0966249;-45.120503652039325
1739209884.0966423;-45.120503652039325
1739209884.09666;-38.13080360867914
1739209884.0966773;-35.57807855764607
1739209884.096695;-38.13080360867914
1739209884.0967124;-38.13080360867914
1739209884.09673;-29.438486411369347
1739209884.0967476;-38.13080360867914
1739209884.096765;-45.120503652039325
1739209884.0967827;-45.120503652039325
1739209884.0968;-45.120503652039325
1739209884.0968177;-45.120503652039325
1739209884.0968351;-38.13080360867914
1739209884.0968528;-45.120503652039325
1739209884.0968702;-31.141103565318915
1739209884.0968878;-33.981070128970906
1739209884.0969052;-45.120503652039325
1739209884.0969229;-45.120503652039325
1739209884.0969403;-33.981070128970906
1739209884.096958;-45.120503652039325
1739209884.0969753;-38.13080360867914
1739209884.096993;-35.57807855764607
1739209884.0970106;-38.13080360867914
1739209884.097028;-35.57807855764607
1739209884.0970457;-35.57807855764607
1739209884.097063;-45.120503652039325
1739209884.0970807;-38.13080360867914
1739209884.097098;-38.13080360867914
1739209884.0971158;-45.120503652039325
1739209884.0971332;-38.13080360867914
1739209884.0971508;-45.120503652039325
1739209884.0971682;-45.120503652039325
1739209884.0971859;-38.13080360867914
1739209884.0972033;-45.120503652039325
1739209884.097221;-45.120503652039325
1739209884.0972383;-45.120503652039325
1739209884.097256;-38.13080360867914
1739209884.0972733;-38.13080360867914
1739209884.097291;-28.58837851428586
1739209884.0973086;-33.981070128970906
1739209884.097326;-38.13080360867914
1739209884.0973437;-38.13080360867914
1739209884.097361;-38.13080360867914
1739209884.0973787;-45.120503652039325
1739209884.0973961;-45.120503652039325
1739209884.0974138;-35.57807855764607
1739209884.0974312;-45.120503652039325
1739209884.0974488;-33.981070128970956
1739209884.0974662;-38.13080360867914
1739209884.0974839;-35.57807855764607
1739209884.0975013;-38.13080360867914
1739209884.097519;-45.120503652039325
1739209884.0975363;-33.981070128970906
1739209884.097554;-38.13080360867914
1739209884.0975714;-32.816014438256545
1739209884.097589;-33.981070128970906
1739209884.0976067;-45.120503652039325
1739209884.097624;-38.13080360867914
1739209884.0976417;-45.120503652039325
1739209884.097659;-45.120503652039325
1739209884.0976768;-45.120503652039325
1739209884.0976942;-35.57807855764607
1739209884.0977118;-38.13080360867914
1739209884.0977292;-38.13080360867914
1739209884.0977468;-38.13080360867914
1739209884.0977643;-38.13080360867914
1739209884.097782;-38.13080360867914
1739209884.0977993;-45.120503652039325
1739209884.097817;-38.13080360867914
1739209884.0978343;-35.57807855764607
1739209884.097852;-38.13080360867914
1739209884.0978696;-35.57807855764607
1739209884.097887;-38.13080360867914
1739209884.0979047;-35.57807855764607
1739209884.097922;-38.13080360867914
1739209884.0979397;-45.120503652039325
1739209884.0979571;-38.13080360867914
1739209884.0979748;-35.57807855764607
1739209884.0979922;-38.13080360867914
1739209884.0980098;-38.13080360867914
1739209884.0980272;-38.13080360867914
1739209884.0980449;-38.13080360867914
1739209884.0980623;-33.981070128970906
1739209884.09808;-45.120503652039325
1739209884.0980973;-33.981070128970906
1739209884.098115;-31.141103565318893
1739209884.0981326;-45.120503652039325
1739209884.09815;-45.120503652039325
1739209884.0981677;-38.13080360867914
1739209884.098185;-38.13080360867914
1739209884.0982027;-38.13080360867914
1739209884.09822;-38.13080360867914
1739209884.0982378;-32.816014438256545
1739209884.0982552;-35.57807855764607
1739209884.0982728;-33.981070128970906
1739209884.0982902;-35.57807855764607
1739209884.0983078;-38.13080360867914
1739209884.0983253;-45.120503652039325
1739209884.098343;-38.13080360867914
1739209884.0983603;-45.120503652039325
1739209884.098378;-45.120503652039325
1739209884.0983953;-38.13080360867914
1739209884.098413;-38.13080360867914
1739209884.0984306;-45.120503652039325
1739209884.098448;-45.120503652039325
1739209884.0984657;-38.13080360867914
1739209884.098483;-45.120503652039325
1739209884.0985007;-45.120503652039325
1739209884.0985181;-33.981070128970906
1739209884.0985358;-38.13080360867914
1739209884.0985532;-38.13080360867914
1739209884.0985708;-45.120503652039325
1739209884.0985882;-38.13080360867914
1739209884.0986059;-32.816014438256545
1739209884.0986233;-38.13080360867914
1739209884.098641;-45.120503652039325
1739209884.0986583;-45.120503652039325
1739209884.098676;-38.13080360867914
1739209884.0986934;-33.981070128970906
1739209884.098711;-45.120503652039325
1739209884.0987287;-45.120503652039325
1739209884.098746;-38.13080360867914
1739209884.0987637;-38.13080360867914
1739209884.098781;-38.13080360867914
1739209884.0987988;-45.120503652039325
1739209884.0988162;-38.13080360867914
1739209884.0988338;-38.13080360867914
1739209884.0988512;-33.981070128970906
1739209884.0988688;-33.981070128970906
1739209884.0988863;-38.13080360867914
1739209884.098904;-38.13080360867914
1739209884.0989213;-45.120503652039325
1739209884.098939;-38.13080360867914
1739209884.0989563;-38.13080360867914
1739209884.098974;-35.57807855764607
1739209884.0989916;-45.120503652039325
1739209884.099009;-38.13080360867914
1739209884.0990267;-38.13080360867914
1739209884.099044;-35.57807855764607
1739209884.0990617;-45.120503652039325
1739209884.0990791;-38.13080360867914
1739209884.0990968;-38.13080360867914
1739209884.0991142;-45.120503652039325
1739209884.0991318;-45.120503652039325
1739209884.0991492;-38.13080360867914
1739209884.0991669;-35.57807855764607
1739209884.0991843;-38.13080360867914
1739209884.099202;-38.13080360867914
1739209884.0992193;-38.13080360867914
1739209884.099237;-38.13080360867914
1739209884.0992546;-38.13080360867914
1739209884.099272;-45.120503652039325
1739209884.0992897;-31.141103565318915
1739209884.099307;-35.57807855764607
1739209884.0993247;-45.120503652039325
1739209884.099342;-45.120503652039325
1739209884.0993598;-38.13080360867914
1739209884.0993772;-38.13080360867914
1739209884.0993948;-45.120503652039325
1739209884.0994122;-45.120503652039325
1739209884.0994298;-32.816014438256545
1739209884.0994473;-38.13080360867914
1739209884.099465;-38.13080360867914
1739209884.0994823;-38.13080360867914
1739209884.0995;-35.57807855764607
1739209884.0995173;-35.57807855764607
1739209884.099535;-38.13080360867914
1739209884.0995526;-38.13080360867914
1739209884.09957;-31.141103565318915
1739209884.0995877;-35.57807855764607
1739209884.099605;-38.13080360867914
1739209884.0996227;-38.13080360867914
1739209884.0996401;-38.13080360867914
1739209884.0996578;-35.57807855764607
1739209884.0996752;-38.13080360867914
1739209884.0996928;-45.120503652039325
1739209884.0997102;-30.49652367304973
1739209884.0997279;-38.13080360867914
1739209884.0997453;-45.120503652039325
1739209884.099763;-45.120503652039325
1739209884.0997803;-33.981070128970906
1739209884.099798;-45.120503652039325
1739209884.0998154;-45.120503652039325
1739209884.099833;-45.120503652039325
1739209884.0998507;-38.13080360867914
1739209884.099868;-38.13080360867914
1739209884.0998857;-38.13080360867914
1739209884.099903;-45.120503652039325
1739209884.0999207;-45.120503652039325
1739209884.0999382;-45.120503652039325
1739209884.0999558;-45.120503652039325
1739209884.0999732;-38.13080360867914
1739209884.0999908;-38.13080360867914
1739209884.1000082;-38.13080360867914
1739209884.100026;-38.13080360867914
1739209884.1000433;-45.120503652039325
1739209884.100061;-45.120503652039325
1739209884.1000783;-45.120503652039325
1739209884.100096;-45.120503652039325
1739209884.1001136;-45.120503652039325
1739209884.100131;-31.141103565318915
1739209884.1001487;-38.13080360867914
1739209884.100166;-45.120503652039325
1739209884.1001837;-38.13080360867914
1739209884.1002011;-35.57807855764607
1739209884.1002188;-45.120503652039325
1739209884.1002362;-38.13080360867914
1739209884.1002538;-35.57807855764607
1739209884.1002712;-28.218542851754165
1739209884.1002889;-38.13080360867914
1739209884.1003063;-35.57807855764607
1739209884.100324;-38.13080360867914
1739209884.1003413;-38.13080360867914
1739209884.100359;-38.13080360867914
1739209884.1003766;-45.120503652039325
1739209884.100394;-45.120503652039325
1739209884.1004117;-33.981070128970906
1739209884.100429;-38.13080360867914
1739209884.1004467;-45.120503652039325
1739209884.100464;-38.13080360867914
1739209884.1004817;-45.120503652039325
1739209884.1004992;-45.120503652039325
1739209884.1005168;-45.120503652039325
1739209884.1005342;-45.120503652039325
1739209884.1005518;-38.13080360867914
1739209884.1005692;-45.120503652039325
1739209884.100587;-45.120503652039325
1739209884.1006043;-33.981070128970906
1739209884.100622;-38.13080360867914
1739209884.1006393;-45.120503652039325
1739209884.100657;-38.13080360867914
1739209884.1006746;-35.57807855764607
1739209884.100692;-45.120503652039325
1739209884.1007097;-45.120503652039325
1739209884.100727;-38.13080360867914
1739209884.1007447;-35.57807855764607
1739209884.1007621;-45.120503652039325
1739209884.1007798;-35.57807855764607
1739209884.1007972;-38.13080360867914
1739209884.1008148;-38.13080360867914
1739209884.1008322;-32.816014438256545
1739209884.1008499;-45.120503652039325
1739209884.1008673;-45.120503652039325
1739209884.100885;-38.13080360867914
1739209884.1009023;-45.120503652039325
1739209884.10092;-45.120503652039325
1739209884.1009374;-38.13080360867914
1739209884.100955;-32.816014438256545
1739209884.1009727;-38.13080360867914
1739209884.10099;-45.120503652039325
1739209884.1010077;-38.13080360867914
1739209884.101025;-35.57807855764607
1739209884.1010427;-38.13080360867914
1739209884.1010602;-38.13080360867914
1739209884.1010778;-38.13080360867914
1739209884.1010952;-38.13080360867914
1739209884.1011128;-38.13080360867914
1739209884.1011302;-35.57807855764607
1739209884.101148;-38.13080360867914
1739209884.1011653;-38.13080360867914
1739209884.101183;-45.120503652039325
1739209884.1012003;-45.120503652039325
1739209884.101218;-38.13080360867914
1739209884.1012356;-45.120503652039325
1739209884.101253;-38.13080360867914
1739209884.1012707;-45.120503652039325
1739209884.101288;-38.13080360867914
1739209884.1013057;-35.57807855764607
1739209884.1013231;-38.13080360867914
1739209884.1013408;-38.13080360867914
1739209884.1013582;-45.120503652039325
1739209884.1013758;-45.120503652039325
1739209884.1013932;-45.120503652039325
1739209884.1014109;-30.49652367304973
1739209884.1014283;-33.981070128970906
1739209884.101446;-45.120503652039325
1739209884.1014633;-45.120503652039325
1739209884.101481;-38.13080360867914
1739209884.1014986;-38.13080360867914
1739209884.101516;-45.120503652039325
1739209884.1015337;-38.13080360867914
1739209884.101551;-45.120503652039325
1739209884.1015687;-45.120503652039325
1739209884.101586;-38.13080360867914
1739209884.1016037;-38.13080360867914
1739209884.1016212;-35.57807855764607
1739209884.1016388;-45.120503652039325
1739209884.1016562;-38.13080360867914
1739209884.1016738;-38.13080360867914
1739209884.1016912;-35.57807855764607
1739209884.101709;-38.13080360867914
1739209884.1017263;-45.120503652039325
1739209884.101744;-45.120503652039325
1739209884.1017613;-45.120503652039325
1739209884.101779;-33.981070128970906
1739209884.1017966;-45.120503652039325
1739209884.101814;-38.13080360867914
1739209884.1018317;-45.120503652039325
1739209884.101849;-45.120503652039325
1739209884.1018667;-45.120503652039325
1739209884.1018841;-45.120503652039325
1739209884.1019018;-45.120503652039325
1739209884.1019192;-45.120503652039325
1739209884.1019368;-38.13080360867914
1739209884.1019542;-38.13080360867914
1739209884.1019719;-32.816014438256545
1739209884.1019893;-31.141103565318915
1739209884.102007;-45.120503652039325
1739209884.1020243;-45.120503652039325
1739209884.102042;-32.816014438256545
1739209884.1020594;-35.57807855764607
1739209884.102077;-45.120503652039325
1739209884.1020947;-45.120503652039325
1739209884.102112;-38.13080360867914
1739209884.1021297;-33.981070128970906
1739209884.102147;-45.120503652039325
1739209884.1021647;-38.13080360867914
1739209884.1021821;-38.13080360867914
1739209884.1021998;-45.120503652039325
1739209884.1022172;-45.120503652039325
1739209884.1022348;-45.120503652039325
1739209884.1022522;-45.120503652039325
1739209884.10227;-45.120503652039325
1739209884.1022873;-45.120503652039325
1739209884.102305;-38.13080360867914
1739209884.1023223;-35.57807855764607
1739209884.10234;-38.13080360867914
1739209884.1023576;-45.120503652039325
1739209884.102375;-38.13080360867914
1739209884.1023927;-32.816014438256545
1739209884.10241;-28.992665084841942
1739209884.1024277;-45.120503652039325
1739209884.1024451;-45.120503652039325
1739209884.1024628;-45.120503652039325
1739209884.1024802;-32.816014438256545
1739209884.1024978;-45.120503652039325
1739209884.1025152;-38.13080360867914
1739209884.1025329;-38.13080360867914
1739209884.1025503;-35.57807855764607
1739209884.102568;-45.120503652039325
1739209884.1025853;-38.13080360867914
1739209884.102603;-33.981070128970906
1739209884.1026206;-45.120503652039325
1739209884.102638;-38.13080360867914
1739209884.1026556;-38.13080360867914
1739209884.102673;-35.57807855764607
1739209884.1026907;-31.141103565318915
1739209884.102708;-45.120503652039325
1739209884.1027257;-38.13080360867914
1739209884.1027431;-35.57807855764607
1739209884.1027608;-33.981070128970906
1739209884.1027782;-45.120503652039325
1739209884.1027958;-38.13080360867914
1739209884.1028132;-35.57807855764607
1739209884.102831;-33.981070128970906
1739209884.1028483;-45.120503652039325
1739209884.102866;-38.13080360867914
1739209884.1028833;-35.57807855764607
1739209884.102901;-38.13080360867914
1739209884.1029186;-45.120503652039325
1739209884.102936;-38.13080360867914
1739209884.1029537;-38.13080360867914
1739209884.102971;-30.49652367304973
1739209884.1029887;-45.120503652039325
1739209884.1030061;-45.120503652039325
1739209884.1030238;-38.13080360867914
1739209884.1030412;-38.13080360867914
1739209884.1030588;-38.13080360867914
1739209884.1030762;-38.13080360867914
1739209884.1030939;-32.816014438256545
1739209884.1031113;-30.49652367304973
1739209884.103129;-45.120503652039325
1739209884.1031463;-38.13080360867914
1739209884.103164;-32.816014438256545
1739209884.1031814;-33.981070128970906
1739209884.103199;-38.13080360867914
1739209884.1032166;-45.120503652039325
1739209884.103234;-45.120503652039325
1739209884.1032517;-38.13080360867914
1739209884.103269;-38.13080360867914
1739209884.1032867;-38.13080360867914
1739209884.1033041;-45.120503652039325
1739209884.1033218;-38.13080360867914
1739209884.1033392;-45.120503652039325
1739209884.1033568;-38.13080360867914
1739209884.1033742;-35.57807855764607
1739209884.103392;-38.13080360867914
1739209884.1034093;-45.120503652039325
1739209884.103427;-45.120503652039325
1739209884.1034443;-45.120503652039325
1739209884.103462;-38.13080360867914
1739209884.1034796;-45.120503652039325
1739209884.103497;-45.120503652039325
1739209884.1035147;-45.120503652039325
1739209884.103532;-45.120503652039325
1739209884.1035497;-45.120503652039325
1739209884.1035671;-45.120503652039325
1739209884.1035848;-45.120503652039325
1739209884.1036022;-38.13080360867914
1739209884.1036198;-32.816014438256545
1739209884.1036372;-45.120503652039325
1739209884.1036549;-45.120503652039325
1739209884.1036723;-33.981070128970906
1739209884.10369;-45.120503652039325
1739209884.1037073;-38.13080360867914
1739209884.103725;-38.13080360867914
1739209884.1037426;-33.981070128970906
1739209884.10376;-38.13080360867914
1739209884.1037776;-45.120503652039325
1739209884.103795;-32.816014438256545
