CAN Message; 0x39:0fada79fb1398c4e
Timestamp;Amplitude
1739209776.6027005;-45.120503652039325
1739209776.6027102;-45.120503652039325
1739209776.6027203;-35.57807855764607
1739209776.60273;-45.120503652039325
1739209776.60274;-38.13080360867914
1739209776.60275;-45.120503652039325
1739209776.6027598;-45.120503652039325
1739209776.6027699;-45.120503652039325
1739209776.6027796;-38.13080360867914
1739209776.6027896;-38.13080360867914
1739209776.6027997;-38.13080360867914
1739209776.6028094;-45.120503652039325
1739209776.6028194;-45.120503652039325
1739209776.6028292;-45.120503652039325
1739209776.6028392;-35.57807855764607
1739209776.6028492;-35.57807855764607
1739209776.602859;-45.120503652039325
1739209776.602869;-45.120503652039325
1739209776.6028788;-33.981070128970906
1739209776.6028888;-38.13080360867914
1739209776.6028988;-35.57807855764607
1739209776.6029086;-38.13080360867914
1739209776.6029186;-38.13080360867914
1739209776.6029284;-35.57807855764607
1739209776.6029384;-38.13080360867914
1739209776.6029482;-45.120503652039325
1739209776.6029582;-38.13080360867914
1739209776.6029682;-38.13080360867914
1739209776.602978;-45.120503652039325
1739209776.602988;-45.120503652039325
1739209776.6029978;-38.13080360867914
1739209776.6030078;-38.13080360867914
1739209776.6030178;-45.120503652039325
1739209776.6030276;-35.57807855764607
1739209776.6030376;-38.13080360867914
1739209776.6030474;-38.13080360867914
1739209776.6030574;-45.120503652039325
1739209776.6030674;-45.120503652039325
1739209776.6030772;-38.13080360867914
1739209776.6030872;-45.120503652039325
1739209776.603097;-38.13080360867914
1739209776.603107;-45.120503652039325
1739209776.603117;-45.120503652039325
1739209776.6031268;-45.120503652039325
1739209776.6031368;-38.13080360867914
1739209776.6031466;-45.120503652039325
1739209776.6031566;-38.13080360867914
1739209776.6031666;-38.13080360867914
1739209776.6031764;-45.120503652039325
1739209776.6031864;-45.120503652039325
1739209776.6031961;-45.120503652039325
1739209776.6032062;-38.13080360867914
1739209776.6032162;-45.120503652039325
1739209776.603226;-33.981070128970906
1739209776.603236;-38.13080360867914
1739209776.6032457;-38.13080360867914
1739209776.6032557;-38.13080360867914
1739209776.6032655;-38.13080360867914
1739209776.6032755;-35.57807855764607
1739209776.6032856;-38.13080360867914
1739209776.6032953;-45.120503652039325
1739209776.6033053;-38.13080360867914
1739209776.603315;-38.13080360867914
1739209776.6033251;-38.13080360867914
1739209776.6033351;-38.13080360867914
1739209776.603345;-33.981070128970906
1739209776.603355;-33.981070128970906
1739209776.6033647;-45.120503652039325
1739209776.6033747;-38.13080360867914
1739209776.6033847;-38.13080360867914
1739209776.6033945;-45.120503652039325
1739209776.6034045;-45.120503652039325
1739209776.6034143;-38.13080360867914
1739209776.6034243;-33.981070128970906
1739209776.6034343;-45.120503652039325
1739209776.603444;-45.120503652039325
1739209776.603454;-45.120503652039325
1739209776.603464;-38.13080360867914
1739209776.603474;-38.13080360867914
1739209776.603484;-45.120503652039325
1739209776.6034937;-45.120503652039325
1739209776.6035037;-45.120503652039325
1739209776.6035135;-45.120503652039325
1739209776.6035235;-45.120503652039325
1739209776.6035333;-38.13080360867914
1739209776.6035433;-38.13080360867914
1739209776.6035533;-45.120503652039325
1739209776.603563;-45.120503652039325
1739209776.603573;-33.981070128970906
1739209776.6035829;-33.981070128970906
1739209776.6035929;-45.120503652039325
1739209776.603603;-45.120503652039325
1739209776.6036127;-45.120503652039325
1739209776.6036227;-33.981070128970906
1739209776.6036325;-38.13080360867914
1739209776.6036425;-38.13080360867914
1739209776.6036525;-38.13080360867914
1739209776.6036623;-45.120503652039325
1739209776.6036723;-45.120503652039325
1739209776.603682;-45.120503652039325
1739209776.603692;-35.57807855764607
1739209776.603702;-33.981070128970906
1739209776.6037118;-33.981070128970906
1739209776.6037219;-45.120503652039325
1739209776.6037316;-38.13080360867914
1739209776.6037416;-35.57807855764607
1739209776.6037517;-38.13080360867914
1739209776.6037614;-45.120503652039325
1739209776.6037714;-33.981070128970906
1739209776.6037812;-33.981070128970906
1739209776.6037912;-32.816014438256545
1739209776.603801;-38.13080360867914
1739209776.603811;-38.13080360867914
1739209776.603821;-38.13080360867914
1739209776.6038308;-38.13080360867914
1739209776.6038408;-38.13080360867914
1739209776.6038506;-45.120503652039325
1739209776.6038606;-33.981070128970906
1739209776.6038706;-31.141103565318915
1739209776.6038804;-45.120503652039325
1739209776.6038904;-45.120503652039325
1739209776.6039002;-38.13080360867914
1739209776.6039102;-33.981070128970906
1739209776.6039202;-45.120503652039325
1739209776.60393;-45.120503652039325
1739209776.60394;-38.13080360867914
1739209776.6039498;-38.13080360867914
1739209776.6039598;-35.57807855764607
1739209776.6039698;-38.13080360867914
1739209776.6039796;-45.120503652039325
1739209776.6039896;-38.13080360867914
1739209776.6039994;-35.57807855764607
1739209776.6040094;-45.120503652039325
1739209776.6040194;-38.13080360867914
1739209776.6040292;-38.13080360867914
1739209776.6040392;-45.120503652039325
1739209776.604049;-38.13080360867914
1739209776.604059;-38.13080360867914
1739209776.6040688;-38.13080360867914
1739209776.6040788;-45.120503652039325
1739209776.6040888;-45.120503652039325
1739209776.6040986;-38.13080360867914
1739209776.6041086;-38.13080360867914
1739209776.6041183;-45.120503652039325
1739209776.6041284;-45.120503652039325
1739209776.6041384;-45.120503652039325
1739209776.6041481;-45.120503652039325
1739209776.6041582;-45.120503652039325
1739209776.604168;-45.120503652039325
1739209776.604178;-45.120503652039325
1739209776.604188;-38.13080360867914
1739209776.6041977;-38.13080360867914
1739209776.6042078;-45.120503652039325
1739209776.6042175;-45.120503652039325
1739209776.6042275;-38.13080360867914
1739209776.6042376;-38.13080360867914
1739209776.6042473;-45.120503652039325
1739209776.6042573;-33.981070128970906
1739209776.6042671;-31.141103565318915
1739209776.6042771;-45.120503652039325
1739209776.6042871;-45.120503652039325
1739209776.604297;-45.120503652039325
1739209776.604307;-38.13080360867914
1739209776.6043167;-45.120503652039325
1739209776.6043267;-33.981070128970906
1739209776.6043365;-38.13080360867914
1739209776.6043465;-33.981070128970956
1739209776.6043565;-45.120503652039325
1739209776.6043663;-38.13080360867914
1739209776.6043763;-33.981070128970906
1739209776.604386;-38.13080360867914
1739209776.604396;-38.13080360867914
1739209776.604406;-38.13080360867914
1739209776.604416;-38.13080360867914
1739209776.604426;-31.141103565318893
1739209776.6044357;-35.57807855764607
1739209776.6044457;-45.120503652039325
1739209776.6044557;-38.13080360867914
1739209776.6044655;-38.13080360867914
1739209776.6044755;-45.120503652039325
1739209776.6044853;-38.13080360867914
1739209776.6044953;-38.13080360867914
1739209776.6045053;-45.120503652039325
1739209776.604515;-45.120503652039325
1739209776.604525;-38.13080360867914
1739209776.6045349;-38.13080360867914
1739209776.6045449;-45.120503652039325
1739209776.604555;-38.13080360867914
1739209776.6045647;-38.13080360867914
1739209776.6045747;-45.120503652039325
1739209776.6045845;-38.13080360867914
1739209776.6045945;-38.13080360867914
1739209776.6046042;-38.13080360867914
1739209776.6046143;-38.13080360867914
1739209776.6046243;-45.120503652039325
1739209776.604634;-45.120503652039325
1739209776.604644;-38.13080360867914
1739209776.6046538;-38.13080360867914
1739209776.6046638;-38.13080360867914
1739209776.6046739;-35.57807855764607
1739209776.6046836;-45.120503652039325
1739209776.6046937;-38.13080360867914
1739209776.6047034;-35.57807855764607
1739209776.6047134;-45.120503652039325
1739209776.6047235;-45.120503652039325
1739209776.6047332;-45.120503652039325
1739209776.6047432;-45.120503652039325
1739209776.604753;-38.13080360867914
1739209776.604763;-45.120503652039325
1739209776.604773;-45.120503652039325
1739209776.6047828;-45.120503652039325
1739209776.6047928;-45.120503652039325
1739209776.6048026;-38.13080360867914
1739209776.6048126;-45.120503652039325
1739209776.6048226;-38.13080360867914
1739209776.6048324;-38.13080360867914
1739209776.6048424;-45.120503652039325
1739209776.6048522;-38.13080360867914
1739209776.6048622;-35.57807855764607
1739209776.604872;-38.13080360867914
1739209776.604882;-45.120503652039325
1739209776.604892;-38.13080360867914
1739209776.6049018;-38.13080360867914
1739209776.6049118;-45.120503652039325
1739209776.6049216;-45.120503652039325
1739209776.6049316;-38.13080360867914
1739209776.6049416;-45.120503652039325
1739209776.6049514;-45.120503652039325
1739209776.6049614;-38.13080360867914
1739209776.6049712;-45.120503652039325
1739209776.6049812;-38.13080360867914
1739209776.6049912;-35.57807855764607
1739209776.605001;-38.13080360867914
1739209776.605011;-45.120503652039325
1739209776.6050208;-35.57807855764607
1739209776.6050308;-38.13080360867914
1739209776.6050408;-45.120503652039325
1739209776.6050506;-45.120503652039325
1739209776.6050606;-45.120503652039325
1739209776.6050704;-45.120503652039325
1739209776.6050804;-38.13080360867914
1739209776.6050904;-45.120503652039325
1739209776.6051002;-38.13080360867914
1739209776.6051102;-33.981070128970906
1739209776.60512;-38.13080360867914
1739209776.60513;-45.120503652039325
1739209776.60514;-38.13080360867914
1739209776.6051497;-35.57807855764607
1739209776.6051598;-38.13080360867914
1739209776.6051695;-45.120503652039325
1739209776.6051795;-35.57807855764607
1739209776.6051893;-45.120503652039325
1739209776.6051993;-38.13080360867914
1739209776.6052094;-45.120503652039325
1739209776.6052191;-45.120503652039325
1739209776.6052291;-45.120503652039325
1739209776.605239;-45.120503652039325
1739209776.605249;-35.57807855764607
1739209776.605259;-45.120503652039325
1739209776.6052687;-38.13080360867914
1739209776.6052787;-35.57807855764607
1739209776.6052885;-45.120503652039325
1739209776.6052985;-38.13080360867914
1739209776.6053085;-38.13080360867914
1739209776.6053183;-45.120503652039325
1739209776.6053283;-45.120503652039325
1739209776.605338;-38.13080360867914
1739209776.605348;-38.13080360867914
1739209776.6053581;-45.120503652039325
1739209776.605368;-38.13080360867914
1739209776.605378;-38.13080360867914
1739209776.6053877;-33.981070128970906
1739209776.6053977;-33.981070128970906
1739209776.6054077;-38.13080360867914
1739209776.6054175;-38.13080360867914
1739209776.6054275;-35.57807855764607
1739209776.6054373;-45.120503652039325
1739209776.6054473;-45.120503652039325
1739209776.605457;-45.120503652039325
1739209776.605467;-45.120503652039325
1739209776.605477;-38.13080360867914
1739209776.6054869;-45.120503652039325
1739209776.605497;-38.13080360867914
1739209776.6055067;-45.120503652039325
1739209776.6055167;-35.57807855764607
1739209776.6055267;-35.57807855764607
1739209776.6055365;-45.120503652039325
1739209776.6055465;-38.13080360867914
1739209776.6055562;-33.981070128970906
1739209776.6055663;-45.120503652039325
1739209776.6055763;-45.120503652039325
1739209776.605586;-45.120503652039325
1739209776.605596;-33.981070128970906
1739209776.6056058;-38.13080360867914
1739209776.6056159;-45.120503652039325
1739209776.6056259;-45.120503652039325
1739209776.6056356;-38.13080360867914
1739209776.6056457;-45.120503652039325
1739209776.6056554;-45.120503652039325
1739209776.6056654;-45.120503652039325
1739209776.6056755;-45.120503652039325
1739209776.6056852;-45.120503652039325
1739209776.6056952;-45.120503652039325
1739209776.605705;-38.13080360867914
1739209776.605715;-33.981070128970906
1739209776.6057248;-38.13080360867914
1739209776.6057348;-38.13080360867914
1739209776.6057448;-45.120503652039325
1739209776.6057546;-33.981070128970906
1739209776.6057646;-45.120503652039325
1739209776.6057744;-45.120503652039325
1739209776.6057844;-38.13080360867914
1739209776.6057944;-45.120503652039325
1739209776.6058042;-45.120503652039325
1739209776.6058142;-45.120503652039325
1739209776.605824;-38.13080360867914
1739209776.605834;-38.13080360867914
1739209776.605844;-38.13080360867914
1739209776.6058538;-38.13080360867914
1739209776.6058638;-45.120503652039325
1739209776.6058736;-45.120503652039325
1739209776.6058836;-45.120503652039325
1739209776.6058936;-38.13080360867914
1739209776.6059034;-45.120503652039325
1739209776.6059134;-45.120503652039325
1739209776.6059232;-38.13080360867914
1739209776.6059332;-38.13080360867914
1739209776.6059432;-38.13080360867914
1739209776.605953;-28.992665084841942
1739209776.605963;-38.13080360867914
1739209776.6059728;-45.120503652039325
1739209776.6059828;-38.13080360867914
1739209776.6059926;-38.13080360867914
1739209776.6060026;-45.120503652039325
1739209776.6060126;-45.120503652039325
1739209776.6060224;-45.120503652039325
1739209776.6060324;-33.981070128970956
1739209776.6060421;-35.57807855764607
1739209776.6060522;-38.13080360867914
1739209776.6060622;-45.120503652039325
1739209776.606072;-45.120503652039325
1739209776.606082;-45.120503652039325
1739209776.6060917;-38.13080360867914
1739209776.6061018;-38.13080360867914
1739209776.6061118;-27.267205301931607
1739209776.6061215;-38.13080360867914
1739209776.6061316;-38.13080360867914
1739209776.6061413;-38.13080360867914
1739209776.6061513;-38.13080360867914
1739209776.6061614;-45.120503652039325
1739209776.6061711;-35.57807855764607
1739209776.6061811;-38.13080360867914
1739209776.606191;-45.120503652039325
1739209776.606201;-45.120503652039325
1739209776.606211;-45.120503652039325
1739209776.6062207;-45.120503652039325
1739209776.6062307;-45.120503652039325
1739209776.6062405;-38.13080360867914
1739209776.6062505;-38.13080360867914
1739209776.6062603;-45.120503652039325
1739209776.6062703;-38.13080360867914
1739209776.6062803;-45.120503652039325
1739209776.60629;-38.13080360867914
1739209776.6063;-38.13080360867914
1739209776.60631;-38.13080360867914
1739209776.60632;-35.57807855764607
1739209776.60633;-45.120503652039325
1739209776.6063397;-45.120503652039325
1739209776.6063497;-26.487275050834715
1739209776.6063595;-35.57807855764607
1739209776.6063695;-45.120503652039325
1739209776.6063795;-38.13080360867914
1739209776.6063893;-35.57807855764607
1739209776.6063993;-45.120503652039325
1739209776.606409;-38.13080360867914
1739209776.606419;-38.13080360867914
1739209776.606429;-38.13080360867914
1739209776.6064389;-45.120503652039325
1739209776.606449;-32.816014438256545
1739209776.6064587;-45.120503652039325
1739209776.6064687;-35.57807855764607
1739209776.6064787;-38.13080360867914
1739209776.6064885;-45.120503652039325
1739209776.6064985;-45.120503652039325
1739209776.6065083;-45.120503652039325
1739209776.6065183;-38.13080360867914
1739209776.606528;-38.13080360867914
1739209776.606538;-45.120503652039325
1739209776.606548;-45.120503652039325
1739209776.6065578;-33.981070128970906
1739209776.6065679;-45.120503652039325
1739209776.6065776;-45.120503652039325
1739209776.6065876;-32.816014438256545
1739209776.6065977;-35.57807855764607
1739209776.6066074;-45.120503652039325
1739209776.6066175;-45.120503652039325
1739209776.6066272;-38.13080360867914
1739209776.6066372;-45.120503652039325
1739209776.6066473;-45.120503652039325
1739209776.606657;-45.120503652039325
1739209776.606667;-45.120503652039325
1739209776.6066768;-38.13080360867914
1739209776.6066868;-45.120503652039325
1739209776.6066968;-38.13080360867914
1739209776.6067066;-45.120503652039325
1739209776.6067166;-38.13080360867914
1739209776.6067264;-38.13080360867914
1739209776.6067364;-45.120503652039325
1739209776.6067464;-38.13080360867914
1739209776.6067562;-35.57807855764607
1739209776.6067662;-38.13080360867914
1739209776.606776;-45.120503652039325
1739209776.606786;-45.120503652039325
1739209776.6067958;-45.120503652039325
1739209776.6068058;-38.13080360867914
1739209776.6068158;-38.13080360867914
1739209776.6068256;-45.120503652039325
1739209776.6068356;-35.57807855764607
1739209776.6068454;-38.13080360867914
1739209776.6068554;-38.13080360867914
1739209776.6068654;-45.120503652039325
1739209776.6068752;-38.13080360867914
1739209776.6068852;-38.13080360867914
1739209776.606895;-33.981070128970906
1739209776.606905;-45.120503652039325
1739209776.606915;-33.981070128970906
1739209776.6069248;-38.13080360867914
1739209776.6069348;-38.13080360867914
1739209776.6069446;-45.120503652039325
1739209776.6069546;-38.13080360867914
1739209776.6069646;-38.13080360867914
1739209776.6069744;-38.13080360867914
1739209776.6069844;-45.120503652039325
1739209776.6069942;-38.13080360867914
1739209776.6070042;-38.13080360867914
1739209776.6070142;-33.981070128970906
1739209776.607024;-45.120503652039325
1739209776.607034;-38.13080360867914
1739209776.6070437;-38.13080360867914
1739209776.6070538;-45.120503652039325
1739209776.6070638;-45.120503652039325
1739209776.6070735;-38.13080360867914
1739209776.6070836;-31.141103565318915
1739209776.6070933;-45.120503652039325
1739209776.6071033;-38.13080360867914
1739209776.6071131;-33.981070128970906
1739209776.6071231;-45.120503652039325
1739209776.6071332;-45.120503652039325
1739209776.607143;-45.120503652039325
1739209776.607153;-31.141103565318915
1739209776.6071627;-38.13080360867914
1739209776.6071727;-38.13080360867914
1739209776.6071827;-45.120503652039325
1739209776.6071925;-38.13080360867914
1739209776.6072025;-45.120503652039325
1739209776.6072123;-45.120503652039325
1739209776.6072223;-38.13080360867914
1739209776.6072323;-29.438486411369347
1739209776.607242;-33.981070128970906
1739209776.6072521;-38.13080360867914
1739209776.607262;-45.120503652039325
1739209776.607272;-45.120503652039325
1739209776.607282;-45.120503652039325
1739209776.6072917;-45.120503652039325
1739209776.6073017;-38.13080360867914
1739209776.6073115;-31.141103565318915
1739209776.6073215;-38.13080360867914
1739209776.6073315;-38.13080360867914
1739209776.6073413;-35.57807855764607
1739209776.6073513;-38.13080360867914
1739209776.607361;-38.13080360867914
1739209776.607371;-38.13080360867914
1739209776.6073809;-38.13080360867914
1739209776.6073909;-35.57807855764607
1739209776.607401;-38.13080360867914
1739209776.6074107;-38.13080360867914
1739209776.6074207;-38.13080360867914
1739209776.6074305;-45.120503652039325
1739209776.6074405;-45.120503652039325
1739209776.6074505;-38.13080360867914
1739209776.6074603;-38.13080360867914
1739209776.6074703;-45.120503652039325
1739209776.60748;-45.120503652039325
1739209776.60749;-45.120503652039325
1739209776.6075;-35.57807855764607
1739209776.6075099;-35.57807855764607
1739209776.6075199;-45.120503652039325
1739209776.6075296;-45.120503652039325
1739209776.6075397;-38.13080360867914
1739209776.6075497;-38.13080360867914
1739209776.6075594;-32.816014438256545
1739209776.6075695;-38.13080360867914
1739209776.6075792;-38.13080360867914
1739209776.6075892;-38.13080360867914
1739209776.6075993;-38.13080360867914
1739209776.607609;-38.13080360867914
1739209776.607619;-38.13080360867914
1739209776.6076288;-33.981070128970906
1739209776.6076388;-31.141103565318915
1739209776.6076486;-45.120503652039325
1739209776.6076586;-38.13080360867914
1739209776.6076686;-38.13080360867914
1739209776.6076784;-38.13080360867914
1739209776.6076884;-45.120503652039325
1739209776.6076982;-33.981070128970906
1739209776.6077082;-33.981070128970906
1739209776.6077182;-29.438486411369354
1739209776.607728;-38.13080360867914
1739209776.607738;-32.816014438256545
1739209776.6077478;-38.13080360867914
1739209776.6077578;-38.13080360867914
1739209776.6077678;-38.13080360867914
1739209776.6077776;-35.57807855764607
1739209776.6077876;-33.981070128970906
1739209776.6077974;-27.267205301931607
1739209776.6078074;-45.120503652039325
1739209776.6078174;-38.13080360867914
1739209776.6078272;-38.13080360867914
1739209776.6078372;-38.13080360867914
1739209776.607847;-45.120503652039325
1739209776.607857;-38.13080360867914
1739209776.607867;-38.13080360867914
1739209776.6078768;-32.81601443825658
1739209776.6078868;-45.120503652039325
1739209776.6078966;-38.13080360867914
1739209776.6079066;-38.13080360867914
1739209776.6079164;-38.13080360867914
1739209776.6079264;-38.13080360867914
1739209776.6079364;-45.120503652039325
1739209776.6079462;-38.13080360867914
1739209776.6079562;-28.58837851428586
1739209776.607966;-38.13080360867914
1739209776.607976;-45.120503652039325
1739209776.607986;-35.57807855764607
1739209776.6079957;-38.13080360867914
1739209776.6080058;-45.120503652039325
1739209776.6080155;-38.13080360867914
1739209776.6080256;-45.120503652039325
1739209776.6080356;-45.120503652039325
1739209776.6080453;-45.120503652039325
1739209776.6080554;-38.13080360867914
1739209776.6080651;-45.120503652039325
1739209776.6080751;-35.57807855764607
1739209776.6080852;-35.57807855764607
1739209776.608095;-45.120503652039325
1739209776.608105;-38.13080360867914
1739209776.6081147;-30.49652367304973
1739209776.6081247;-35.57807855764607
1739209776.6081347;-45.120503652039325
1739209776.6081445;-38.13080360867914
1739209776.6081545;-38.13080360867914
1739209776.6081643;-38.13080360867914
1739209776.6081743;-38.13080360867914
1739209776.608184;-45.120503652039325
1739209776.608194;-45.120503652039325
1739209776.6082041;-45.120503652039325
1739209776.608214;-45.120503652039325
1739209776.608224;-45.120503652039325
1739209776.6082337;-32.816014438256545
1739209776.6082437;-38.13080360867914
1739209776.6082537;-45.120503652039325
1739209776.6082635;-38.13080360867914
1739209776.6082735;-35.57807855764607
1739209776.6082833;-38.13080360867914
1739209776.6082933;-38.13080360867914
1739209776.6083033;-45.120503652039325
1739209776.608313;-45.120503652039325
1739209776.608323;-45.120503652039325
1739209776.6083329;-45.120503652039325
1739209776.608343;-38.13080360867914
1739209776.608353;-32.816014438256545
1739209776.6083627;-38.13080360867914
1739209776.6083727;-45.120503652039325
1739209776.6083825;-38.13080360867914
1739209776.6083925;-31.141103565318915
1739209776.6084025;-45.120503652039325
1739209776.6084123;-45.120503652039325
1739209776.6084223;-38.13080360867914
1739209776.608432;-38.13080360867914
1739209776.608442;-45.120503652039325
1739209776.6084518;-45.120503652039325
1739209776.6084619;-38.13080360867914
1739209776.6084719;-38.13080360867914
1739209776.6084816;-45.120503652039325
1739209776.6084917;-32.816014438256545
1739209776.6085014;-45.120503652039325
1739209776.6085114;-35.57807855764607
1739209776.6085215;-35.57807855764607
1739209776.6085312;-45.120503652039325
1739209776.6085413;-45.120503652039325
1739209776.608551;-38.13080360867914
1739209776.608561;-38.13080360867914
1739209776.608571;-45.120503652039325
1739209776.6085808;-33.981070128970906
1739209776.6085908;-45.120503652039325
1739209776.6086006;-45.120503652039325
1739209776.6086106;-35.57807855764607
1739209776.6086206;-35.57807855764607
1739209776.6086304;-45.120503652039325
1739209776.6086404;-38.13080360867914
1739209776.6086502;-32.816014438256545
1739209776.6086602;-38.13080360867914
1739209776.6086702;-45.120503652039325
1739209776.60868;-38.13080360867914
1739209776.60869;-45.120503652039325
1739209776.6086998;-33.981070128970906
1739209776.6087098;-45.120503652039325
1739209776.6087196;-45.120503652039325
1739209776.6087296;-45.120503652039325
1739209776.6087396;-38.13080360867914
1739209776.6087494;-45.120503652039325
1739209776.6087594;-45.120503652039325
1739209776.6087692;-45.120503652039325
1739209776.6087792;-38.13080360867914
1739209776.6087892;-38.13080360867914
1739209776.608799;-38.13080360867914
1739209776.608809;-38.13080360867914
1739209776.6088188;-33.981070128970906
1739209776.6088288;-45.120503652039325
1739209776.6088388;-45.120503652039325
1739209776.6088486;-38.13080360867914
1739209776.6088586;-35.57807855764607
1739209776.6088684;-45.120503652039325
1739209776.6088784;-45.120503652039325
1739209776.6088884;-32.816014438256545
1739209776.6088982;-38.13080360867914
1739209776.6089082;-38.13080360867914
1739209776.608918;-33.981070128970906
1739209776.608928;-33.981070128970906
1739209776.608938;-45.120503652039325
1739209776.6089478;-35.57807855764607
1739209776.6089578;-35.57807855764607
1739209776.6089675;-38.13080360867914
1739209776.6089776;-33.981070128970906
1739209776.6089873;-45.120503652039325
1739209776.6089973;-45.120503652039325
1739209776.6090074;-38.13080360867914
1739209776.6090171;-38.13080360867914
1739209776.6090271;-38.13080360867914
1739209776.609037;-38.13080360867914
1739209776.609047;-35.57807855764607
1739209776.609057;-38.13080360867914
1739209776.6090667;-45.120503652039325
1739209776.6090767;-38.13080360867914
1739209776.6090865;-38.13080360867914
1739209776.6090965;-38.13080360867914
1739209776.6091065;-38.13080360867914
1739209776.6091163;-38.13080360867914
1739209776.6091263;-38.13080360867914
1739209776.609136;-38.13080360867914
1739209776.609146;-45.120503652039325
1739209776.6091561;-38.13080360867914
1739209776.609166;-38.13080360867914
1739209776.609176;-45.120503652039325
1739209776.6091857;-45.120503652039325
1739209776.6091957;-45.120503652039325
1739209776.6092057;-38.13080360867914
1739209776.6092155;-38.13080360867914
1739209776.6092255;-38.13080360867914
1739209776.6092353;-38.13080360867914
1739209776.6092453;-33.981070128970906
1739209776.6092553;-45.120503652039325
1739209776.609265;-45.120503652039325
1739209776.609275;-45.120503652039325
1739209776.6092849;-45.120503652039325
1739209776.609295;-45.120503652039325
1739209776.6093047;-31.141103565318893
1739209776.6093147;-35.57807855764607
1739209776.6093247;-45.120503652039325
1739209776.6093345;-38.13080360867914
1739209776.6093445;-38.13080360867914
1739209776.6093543;-45.120503652039325
1739209776.6093643;-45.120503652039325
1739209776.6093743;-45.120503652039325
1739209776.609384;-38.13080360867914
1739209776.609394;-38.13080360867914
1739209776.6094038;-38.13080360867914
1739209776.6094139;-38.13080360867914
1739209776.6094239;-38.13080360867914
1739209776.6094337;-33.981070128970906
1739209776.6094437;-45.120503652039325
1739209776.6094534;-38.13080360867914
1739209776.6094635;-45.120503652039325
1739209776.6094735;-33.981070128970906
1739209776.6094832;-31.141103565318915
1739209776.6094933;-38.13080360867914
1739209776.609503;-45.120503652039325
1739209776.609513;-38.13080360867914
1739209776.609523;-38.13080360867914
1739209776.6095328;-45.120503652039325
1739209776.6095428;-32.816014438256545
1739209776.6095526;-38.13080360867914
1739209776.6095626;-32.81601443825658
1739209776.6095724;-45.120503652039325
1739209776.6095824;-45.120503652039325
1739209776.6095924;-45.120503652039325
1739209776.6096022;-45.120503652039325
1739209776.6096122;-38.13080360867914
1739209776.609622;-35.57807855764607
1739209776.609632;-35.57807855764607
1739209776.609642;-28.992665084841942
1739209776.6096518;-45.120503652039325
1739209776.6096618;-45.120503652039325
1739209776.6096716;-35.57807855764607
1739209776.6096816;-33.981070128970906
1739209776.6096916;-45.120503652039325
1739209776.6097014;-45.120503652039325
1739209776.6097114;-38.13080360867914
1739209776.6097212;-38.13080360867914
1739209776.6097312;-45.120503652039325
1739209776.6097412;-45.120503652039325
1739209776.609751;-45.120503652039325
1739209776.609761;-45.120503652039325
