CAN Message; 0x39:0b5b58b203272784
Timestamp;Amplitude
1739209668.6813896;-38.13080360867914
1739209668.6813962;-35.57807855764607
1739209668.681403;-45.120503652039325
1739209668.6814094;-38.13080360867914
1739209668.681416;-38.13080360867914
1739209668.6814227;-35.57807855764607
1739209668.6814294;-38.13080360867914
1739209668.681436;-45.120503652039325
1739209668.6814427;-38.13080360867914
1739209668.6814494;-32.816014438256545
1739209668.681456;-38.13080360867914
1739209668.6814625;-45.120503652039325
1739209668.6814692;-38.13080360867914
1739209668.6814759;-32.816014438256545
1739209668.6814826;-45.120503652039325
1739209668.6814892;-45.120503652039325
1739209668.681496;-38.13080360867914
1739209668.6815026;-32.816014438256545
1739209668.681509;-38.13080360867914
1739209668.6815157;-38.13080360867914
1739209668.6815224;-45.120503652039325
1739209668.681529;-45.120503652039325
1739209668.6815357;-45.120503652039325
1739209668.6815424;-45.120503652039325
1739209668.681549;-38.13080360867914
1739209668.6815557;-38.13080360867914
1739209668.6815622;-38.13080360867914
1739209668.6815689;-45.120503652039325
1739209668.6815755;-45.120503652039325
1739209668.6815822;-45.120503652039325
1739209668.681589;-45.120503652039325
1739209668.6815956;-38.13080360867914
1739209668.6816022;-33.981070128970906
1739209668.681609;-45.120503652039325
1739209668.6816154;-38.13080360867914
1739209668.681622;-32.816014438256545
1739209668.6816287;-38.13080360867914
1739209668.6816354;-38.13080360867914
1739209668.681642;-38.13080360867914
1739209668.6816487;-45.120503652039325
1739209668.6816554;-33.981070128970906
1739209668.6816618;-45.120503652039325
1739209668.6816685;-45.120503652039325
1739209668.6816752;-45.120503652039325
1739209668.6816819;-38.13080360867914
1739209668.6816885;-45.120503652039325
1739209668.6816952;-45.120503652039325
1739209668.681702;-35.57807855764607
1739209668.6817086;-38.13080360867914
1739209668.681715;-38.13080360867914
1739209668.6817217;-38.13080360867914
1739209668.6817284;-45.120503652039325
1739209668.681735;-38.13080360867914
1739209668.6817417;-38.13080360867914
1739209668.6817484;-38.13080360867914
1739209668.681755;-45.120503652039325
1739209668.6817615;-38.13080360867914
1739209668.6817682;-38.13080360867914
1739209668.6817749;-38.13080360867914
1739209668.6817815;-38.13080360867914
1739209668.6817882;-38.13080360867914
1739209668.681795;-45.120503652039325
1739209668.6818016;-45.120503652039325
1739209668.6818082;-38.13080360867914
1739209668.6818147;-45.120503652039325
1739209668.6818213;-45.120503652039325
1739209668.681828;-38.13080360867914
1739209668.6818347;-38.13080360867914
1739209668.6818414;-38.13080360867914
1739209668.681848;-45.120503652039325
1739209668.6818547;-38.13080360867914
1739209668.6818614;-45.120503652039325
1739209668.6818678;-33.981070128970906
1739209668.6818745;-45.120503652039325
1739209668.6818812;-31.141103565318915
1739209668.6818879;-38.13080360867914
1739209668.6818945;-38.13080360867914
1739209668.6819012;-38.13080360867914
1739209668.681908;-38.13080360867914
1739209668.6819143;-45.120503652039325
1739209668.681921;-29.438486411369354
1739209668.6819277;-45.120503652039325
1739209668.6819344;-33.981070128970906
1739209668.681941;-45.120503652039325
1739209668.6819477;-38.13080360867914
1739209668.6819544;-35.57807855764607
1739209668.681961;-38.13080360867914
1739209668.6819675;-38.13080360867914
1739209668.6819742;-28.992665084841942
1739209668.6819808;-38.13080360867914
1739209668.6819875;-38.13080360867914
1739209668.6819942;-45.120503652039325
1739209668.6820009;-32.816014438256545
1739209668.6820076;-38.13080360867914
1739209668.682014;-38.13080360867914
1739209668.6820207;-45.120503652039325
1739209668.6820273;-45.120503652039325
1739209668.682034;-45.120503652039325
1739209668.6820407;-38.13080360867914
1739209668.6820474;-45.120503652039325
1739209668.682054;-45.120503652039325
1739209668.6820607;-45.120503652039325
1739209668.6820672;-45.120503652039325
1739209668.6820738;-38.13080360867914
1739209668.6820805;-45.120503652039325
1739209668.6820872;-45.120503652039325
1739209668.6820939;-38.13080360867914
1739209668.6821005;-45.120503652039325
1739209668.6821072;-45.120503652039325
1739209668.6821136;-38.13080360867914
1739209668.6821203;-38.13080360867914
1739209668.682127;-45.120503652039325
1739209668.6821337;-30.49652367304973
1739209668.6821404;-32.816014438256545
1739209668.682147;-45.120503652039325
1739209668.6821537;-45.120503652039325
1739209668.6821604;-33.981070128970906
1739209668.6821668;-35.57807855764607
1739209668.6821735;-35.57807855764607
1739209668.6821802;-45.120503652039325
1739209668.6821868;-33.981070128970956
1739209668.6821935;-38.13080360867914
1739209668.6822002;-35.57807855764607
1739209668.6822069;-45.120503652039325
1739209668.6822135;-45.120503652039325
1739209668.68222;-38.13080360867914
1739209668.6822267;-38.13080360867914
1739209668.6822333;-45.120503652039325
1739209668.68224;-32.816014438256545
1739209668.6822467;-27.8777449560314
1739209668.6822534;-45.120503652039325
1739209668.68226;-38.13080360867914
1739209668.6822665;-32.816014438256545
1739209668.6822731;-45.120503652039325
1739209668.6822798;-45.120503652039325
1739209668.6822865;-45.120503652039325
1739209668.6822932;-45.120503652039325
1739209668.6822999;-45.120503652039325
1739209668.6823065;-45.120503652039325
1739209668.6823132;-45.120503652039325
1739209668.6823196;-45.120503652039325
1739209668.6823263;-45.120503652039325
1739209668.682333;-38.13080360867914
1739209668.6823397;-45.120503652039325
1739209668.6823463;-38.13080360867914
1739209668.682353;-35.57807855764607
1739209668.6823597;-38.13080360867914
1739209668.6823661;-45.120503652039325
1739209668.6823728;-45.120503652039325
1739209668.6823795;-45.120503652039325
1739209668.6823862;-38.13080360867914
1739209668.6823928;-45.120503652039325
1739209668.6823995;-45.120503652039325
1739209668.6824062;-38.13080360867914
1739209668.6824129;-45.120503652039325
1739209668.6824193;-45.120503652039325
1739209668.682426;-38.13080360867914
1739209668.6824327;-38.13080360867914
1739209668.6824393;-45.120503652039325
1739209668.682446;-38.13080360867914
1739209668.6824527;-45.120503652039325
1739209668.6824594;-45.120503652039325
1739209668.682466;-45.120503652039325
1739209668.6824725;-45.120503652039325
1739209668.6824791;-45.120503652039325
1739209668.6824858;-45.120503652039325
1739209668.6824925;-35.57807855764607
1739209668.6824992;-38.13080360867914
1739209668.6825058;-38.13080360867914
1739209668.6825125;-32.816014438256545
1739209668.682519;-38.13080360867914
1739209668.6825256;-45.120503652039325
1739209668.6825323;-38.13080360867914
1739209668.682539;-33.981070128970906
1739209668.6825457;-38.13080360867914
1739209668.6825523;-45.120503652039325
1739209668.682559;-38.13080360867914
1739209668.6825657;-38.13080360867914
1739209668.6825721;-45.120503652039325
1739209668.6825788;-45.120503652039325
1739209668.6825855;-45.120503652039325
1739209668.6825922;-38.13080360867914
1739209668.6825988;-38.13080360867914
1739209668.6826055;-45.120503652039325
1739209668.6826122;-38.13080360867914
1739209668.6826186;-38.13080360867914
1739209668.6826253;-38.13080360867914
1739209668.682632;-38.13080360867914
1739209668.6826386;-38.13080360867914
1739209668.6826453;-38.13080360867914
1739209668.682652;-38.13080360867914
1739209668.6826587;-38.13080360867914
1739209668.6826653;-45.120503652039325
1739209668.6826718;-45.120503652039325
1739209668.6826785;-38.13080360867914
1739209668.6826851;-38.13080360867914
1739209668.6826918;-38.13080360867914
1739209668.6826985;-32.816014438256545
1739209668.6827052;-38.13080360867914
1739209668.6827118;-45.120503652039325
1739209668.6827185;-45.120503652039325
1739209668.682725;-38.13080360867914
1739209668.6827316;-33.981070128970906
1739209668.6827383;-38.13080360867914
1739209668.682745;-45.120503652039325
1739209668.6827517;-45.120503652039325
1739209668.6827583;-38.13080360867914
1739209668.682765;-35.57807855764607
1739209668.6827714;-38.13080360867914
1739209668.6827781;-35.57807855764607
1739209668.6827848;-38.13080360867914
1739209668.6827915;-45.120503652039325
1739209668.6827981;-45.120503652039325
1739209668.6828048;-35.57807855764607
1739209668.6828115;-38.13080360867914
1739209668.6828182;-45.120503652039325
1739209668.6828246;-45.120503652039325
1739209668.6828313;-38.13080360867914
1739209668.682838;-33.981070128970906
1739209668.6828446;-45.120503652039325
1739209668.6828513;-45.120503652039325
1739209668.682858;-45.120503652039325
1739209668.6828647;-38.13080360867914
1739209668.682871;-45.120503652039325
1739209668.6828778;-45.120503652039325
1739209668.6828845;-38.13080360867914
1739209668.6828911;-38.13080360867914
1739209668.6828978;-45.120503652039325
1739209668.6829045;-45.120503652039325
1739209668.6829112;-38.13080360867914
1739209668.6829178;-45.120503652039325
1739209668.6829243;-45.120503652039325
1739209668.682931;-38.13080360867914
1739209668.6829376;-38.13080360867914
1739209668.6829443;-38.13080360867914
1739209668.682951;-45.120503652039325
1739209668.6829576;-45.120503652039325
1739209668.6829643;-38.13080360867914
1739209668.6829708;-38.13080360867914
1739209668.6829774;-45.120503652039325
1739209668.682984;-38.13080360867914
1739209668.6829908;-32.816014438256545
1739209668.6829975;-38.13080360867914
1739209668.6830041;-45.120503652039325
1739209668.6830108;-38.13080360867914
1739209668.6830175;-38.13080360867914
1739209668.683024;-45.120503652039325
1739209668.6830306;-45.120503652039325
1739209668.6830373;-45.120503652039325
1739209668.683044;-45.120503652039325
1739209668.6830506;-33.981070128970906
1739209668.6830573;-45.120503652039325
1739209668.683064;-38.13080360867914
1739209668.6830707;-38.13080360867914
1739209668.683077;-38.13080360867914
1739209668.6830838;-45.120503652039325
1739209668.6830904;-45.120503652039325
1739209668.6830971;-38.13080360867914
1739209668.6831038;-29.438486411369347
1739209668.6831105;-45.120503652039325
1739209668.6831172;-38.13080360867914
1739209668.6831236;-38.13080360867914
1739209668.6831303;-38.13080360867914
1739209668.683137;-45.120503652039325
1739209668.6831436;-38.13080360867914
1739209668.6831503;-35.57807855764607
1739209668.683157;-31.141103565318915
1739209668.6831636;-38.13080360867914
1739209668.6831703;-38.13080360867914
1739209668.6831768;-38.13080360867914
1739209668.6831834;-38.13080360867914
1739209668.68319;-45.120503652039325
1739209668.6831968;-45.120503652039325
1739209668.6832035;-38.13080360867914
1739209668.6832101;-35.57807855764607
1739209668.6832168;-45.120503652039325
1739209668.6832232;-45.120503652039325
1739209668.68323;-38.13080360867914
1739209668.6832366;-38.13080360867914
1739209668.6832433;-45.120503652039325
1739209668.68325;-45.120503652039325
1739209668.6832566;-45.120503652039325
1739209668.6832633;-33.981070128970906
1739209668.68327;-45.120503652039325
1739209668.6832764;-33.981070128970906
1739209668.683283;-38.13080360867914
1739209668.6832898;-38.13080360867914
1739209668.6832964;-38.13080360867914
1739209668.683303;-38.13080360867914
1739209668.6833098;-38.13080360867914
1739209668.6833165;-38.13080360867914
1739209668.6833231;-38.13080360867914
1739209668.6833296;-38.13080360867914
1739209668.6833363;-38.13080360867914
1739209668.683343;-35.57807855764607
1739209668.6833496;-38.13080360867914
1739209668.6833563;-38.13080360867914
1739209668.683363;-33.981070128970906
1739209668.6833696;-45.120503652039325
1739209668.683376;-45.120503652039325
1739209668.6833827;-38.13080360867914
1739209668.6833894;-35.57807855764607
1739209668.683396;-38.13080360867914
1739209668.6834028;-45.120503652039325
1739209668.6834095;-38.13080360867914
1739209668.6834161;-45.120503652039325
1739209668.6834228;-31.141103565318893
1739209668.6834292;-30.49652367304973
1739209668.683436;-45.120503652039325
1739209668.6834426;-38.13080360867914
1739209668.6834493;-38.13080360867914
1739209668.683456;-45.120503652039325
1739209668.6834626;-45.120503652039325
1739209668.6834693;-35.57807855764607
1739209668.6834757;-38.13080360867914
1739209668.6834824;-38.13080360867914
1739209668.683489;-38.13080360867914
1739209668.6834958;-38.13080360867914
1739209668.6835024;-38.13080360867914
1739209668.683509;-38.13080360867914
1739209668.6835158;-38.13080360867914
1739209668.6835225;-45.120503652039325
1739209668.683529;-35.57807855764607
1739209668.6835356;-32.816014438256545
1739209668.6835423;-38.13080360867914
1739209668.683549;-38.13080360867914
1739209668.6835556;-45.120503652039325
1739209668.6835623;-45.120503652039325
1739209668.683569;-38.13080360867914
1739209668.6835754;-32.816014438256545
1739209668.683582;-38.13080360867914
1739209668.6835887;-45.120503652039325
1739209668.6835954;-45.120503652039325
1739209668.683602;-38.13080360867914
1739209668.6836088;-35.57807855764607
1739209668.6836154;-45.120503652039325
1739209668.6836221;-38.13080360867914
1739209668.6836286;-35.57807855764607
1739209668.6836352;-45.120503652039325
1739209668.683642;-45.120503652039325
1739209668.6836486;-38.13080360867914
1739209668.6836553;-45.120503652039325
1739209668.683662;-45.120503652039325
1739209668.6836686;-38.13080360867914
1739209668.6836753;-32.816014438256545
1739209668.6836817;-38.13080360867914
1739209668.6836884;-33.981070128970906
1739209668.683695;-38.13080360867914
1739209668.6837018;-38.13080360867914
1739209668.6837084;-45.120503652039325
1739209668.683715;-38.13080360867914
1739209668.6837218;-38.13080360867914
1739209668.6837282;-45.120503652039325
1739209668.683735;-38.13080360867914
1739209668.6837416;-38.13080360867914
1739209668.6837482;-45.120503652039325
1739209668.683755;-31.141103565318915
1739209668.6837616;-38.13080360867914
1739209668.6837683;-45.120503652039325
1739209668.683775;-45.120503652039325
1739209668.6837814;-38.13080360867914
1739209668.683788;-35.57807855764607
1739209668.6837947;-35.57807855764607
1739209668.6838014;-45.120503652039325
1739209668.683808;-38.13080360867914
1739209668.6838148;-35.57807855764607
1739209668.6838214;-38.13080360867914
1739209668.6838279;-45.120503652039325
1739209668.6838346;-38.13080360867914
1739209668.6838412;-35.57807855764607
1739209668.683848;-38.13080360867914
1739209668.6838546;-38.13080360867914
1739209668.6838613;-38.13080360867914
1739209668.683868;-33.981070128970906
1739209668.6838746;-33.981070128970906
1739209668.683881;-38.13080360867914
1739209668.6838877;-45.120503652039325
1739209668.6838944;-45.120503652039325
1739209668.683901;-45.120503652039325
1739209668.6839077;-45.120503652039325
1739209668.6839144;-35.57807855764607
1739209668.683921;-38.13080360867914
1739209668.6839278;-45.120503652039325
1739209668.6839342;-45.120503652039325
1739209668.683941;-38.13080360867914
1739209668.6839476;-38.13080360867914
1739209668.6839542;-38.13080360867914
1739209668.683961;-38.13080360867914
1739209668.6839676;-38.13080360867914
1739209668.6839743;-45.120503652039325
1739209668.6839807;-45.120503652039325
1739209668.6839874;-45.120503652039325
1739209668.683994;-38.13080360867914
1739209668.6840007;-38.13080360867914
1739209668.6840074;-38.13080360867914
1739209668.684014;-45.120503652039325
1739209668.6840208;-38.13080360867914
1739209668.6840274;-45.120503652039325
1739209668.6840339;-38.13080360867914
1739209668.6840405;-38.13080360867914
1739209668.6840472;-35.57807855764607
1739209668.684054;-45.120503652039325
1739209668.6840606;-38.13080360867914
1739209668.6840672;-38.13080360867914
1739209668.684074;-33.981070128970906
1739209668.6840804;-45.120503652039325
1739209668.684087;-38.13080360867914
1739209668.6840937;-45.120503652039325
1739209668.6841004;-45.120503652039325
1739209668.684107;-45.120503652039325
1739209668.6841137;-45.120503652039325
1739209668.6841204;-38.13080360867914
1739209668.684127;-31.141103565318915
1739209668.6841335;-38.13080360867914
1739209668.6841402;-38.13080360867914
1739209668.684147;-38.13080360867914
1739209668.6841536;-38.13080360867914
1739209668.6841602;-45.120503652039325
1739209668.684167;-38.13080360867914
1739209668.6841736;-33.981070128970906
1739209668.68418;-31.141103565318915
1739209668.6841867;-45.120503652039325
1739209668.6841934;-45.120503652039325
1739209668.6842;-45.120503652039325
1739209668.6842067;-33.981070128970906
1739209668.6842134;-45.120503652039325
1739209668.68422;-45.120503652039325
1739209668.6842268;-45.120503652039325
1739209668.6842332;-31.141103565318915
1739209668.6842399;-32.816014438256545
1739209668.6842465;-38.13080360867914
1739209668.6842532;-45.120503652039325
1739209668.68426;-38.13080360867914
1739209668.6842666;-45.120503652039325
1739209668.6842732;-45.120503652039325
1739209668.68428;-45.120503652039325
1739209668.6842864;-38.13080360867914
1739209668.684293;-32.816014438256545
1739209668.6842997;-38.13080360867914
1739209668.6843064;-45.120503652039325
1739209668.684313;-35.57807855764607
1739209668.6843197;-35.57807855764607
1739209668.6843264;-38.13080360867914
1739209668.6843328;-45.120503652039325
1739209668.6843395;-38.13080360867914
1739209668.6843462;-33.981070128970906
1739209668.6843529;-38.13080360867914
1739209668.6843596;-45.120503652039325
1739209668.6843662;-45.120503652039325
