CAN Message; 0x39:0b5b58b203272784
1739209668.684373;-38.13080360867914
1739209668.6843796;-38.13080360867914
1739209668.684386;-45.120503652039325
1739209668.6843927;-28.992665084841942
1739209668.6843994;-35.57807855764607
1739209668.684406;-38.13080360867914
1739209668.6844127;-45.120503652039325
1739209668.6844194;-33.981070128970906
1739209668.684426;-35.57807855764607
1739209668.6844325;-38.13080360867914
1739209668.6844392;-45.120503652039325
1739209668.6844459;-35.57807855764607
1739209668.6844525;-33.981070128970906
1739209668.6844592;-38.13080360867914
1739209668.684466;-45.120503652039325
1739209668.6844726;-45.120503652039325
1739209668.6844792;-33.981070128970906
1739209668.6844857;-45.120503652039325
1739209668.6844923;-45.120503652039325
1739209668.684499;-27.267205301931607
1739209668.6845057;-30.49652367304973
1739209668.6845124;-45.120503652039325
1739209668.684519;-45.120503652039325
1739209668.6845257;-33.981070128970906
1739209668.6845324;-45.120503652039325
1739209668.6845388;-38.13080360867914
1739209668.6845455;-38.13080360867914
1739209668.6845522;-45.120503652039325
1739209668.6845589;-45.120503652039325
1739209668.6845655;-45.120503652039325
1739209668.6845722;-45.120503652039325
1739209668.684579;-38.13080360867914
1739209668.6845853;-38.13080360867914
1739209668.684592;-45.120503652039325
1739209668.6845987;-38.13080360867914
1739209668.6846054;-32.816014438256545
1739209668.684612;-35.57807855764607
1739209668.6846187;-45.120503652039325
1739209668.6846254;-38.13080360867914
1739209668.684632;-45.120503652039325
1739209668.6846385;-35.57807855764607
1739209668.6846452;-38.13080360867914
1739209668.6846519;-45.120503652039325
1739209668.6846585;-33.981070128970906
1739209668.6846652;-38.13080360867914
1739209668.6846719;-38.13080360867914
1739209668.6846786;-45.120503652039325
1739209668.684685;-33.981070128970906
1739209668.6846917;-38.13080360867914
1739209668.6846983;-45.120503652039325
1739209668.684705;-38.13080360867914
1739209668.6847117;-45.120503652039325
1739209668.6847184;-38.13080360867914
1739209668.684725;-38.13080360867914
1739209668.6847317;-45.120503652039325
1739209668.6847382;-45.120503652039325
1739209668.6847448;-32.816014438256545
1739209668.6847515;-38.13080360867914
1739209668.6847582;-45.120503652039325
1739209668.6847649;-30.49652367304973
1739209668.6847715;-31.141103565318893
1739209668.6847782;-45.120503652039325
1739209668.684785;-45.120503652039325
1739209668.6847913;-33.981070128970906
1739209668.684798;-38.13080360867914
1739209668.6848047;-45.120503652039325
1739209668.6848114;-45.120503652039325
1739209668.684818;-45.120503652039325
1739209668.6848247;-38.13080360867914
1739209668.6848314;-38.13080360867914
1739209668.6848378;-45.120503652039325
1739209668.6848445;-38.13080360867914
1739209668.6848512;-32.816014438256545
1739209668.6848578;-38.13080360867914
1739209668.6848645;-45.120503652039325
1739209668.6848712;-33.981070128970906
1739209668.6848779;-38.13080360867914
1739209668.6848845;-38.13080360867914
1739209668.684891;-38.13080360867914
1739209668.6848977;-38.13080360867914
1739209668.6849043;-45.120503652039325
1739209668.684911;-45.120503652039325
1739209668.6849177;-38.13080360867914
1739209668.6849244;-35.57807855764607
1739209668.684931;-38.13080360867914
1739209668.6849375;-45.120503652039325
1739209668.6849442;-45.120503652039325
1739209668.6849508;-38.13080360867914
1739209668.6849575;-32.816014438256545
1739209668.6849642;-38.13080360867914
1739209668.6849709;-38.13080360867914
1739209668.6849775;-45.120503652039325
1739209668.6849842;-38.13080360867914
1739209668.6849906;-38.13080360867914
1739209668.6849973;-45.120503652039325
1739209668.685004;-38.13080360867914
1739209668.6850107;-38.13080360867914
1739209668.6850173;-38.13080360867914
1739209668.685024;-45.120503652039325
1739209668.6850307;-33.981070128970906
1739209668.6850371;-45.120503652039325
1739209668.6850438;-45.120503652039325
1739209668.6850505;-45.120503652039325
1739209668.6850572;-32.816014438256545
1739209668.6850638;-32.816014438256545
1739209668.6850705;-45.120503652039325
1739209668.6850772;-45.120503652039325
1739209668.6850839;-38.13080360867914
1739209668.6850903;-30.49652367304973
1739209668.685097;-33.981070128970906
1739209668.6851037;-45.120503652039325
1739209668.6851103;-38.13080360867914
1739209668.685117;-33.981070128970906
1739209668.6851237;-33.981070128970906
1739209668.6851304;-45.120503652039325
1739209668.685137;-38.13080360867914
1739209668.6851435;-35.57807855764607
1739209668.6851501;-38.13080360867914
1739209668.6851568;-45.120503652039325
1739209668.6851635;-45.120503652039325
1739209668.6851702;-38.13080360867914
1739209668.6851768;-45.120503652039325
1739209668.6851835;-45.120503652039325
1739209668.68519;-45.120503652039325
1739209668.6851966;-38.13080360867914
1739209668.6852033;-38.13080360867914
1739209668.68521;-45.120503652039325
1739209668.6852167;-45.120503652039325
1739209668.6852233;-38.13080360867914
1739209668.68523;-45.120503652039325
1739209668.6852367;-45.120503652039325
1739209668.6852431;-38.13080360867914
1739209668.6852498;-33.981070128970906
1739209668.6852565;-33.981070128970906
1739209668.6852632;-45.120503652039325
1739209668.6852698;-38.13080360867914
1739209668.6852765;-38.13080360867914
1739209668.6852832;-45.120503652039325
1739209668.6852896;-35.57807855764607
1739209668.6852963;-38.13080360867914
1739209668.685303;-38.13080360867914
1739209668.6853096;-38.13080360867914
1739209668.6853163;-38.13080360867914
1739209668.685323;-45.120503652039325
1739209668.6853297;-33.981070128970906
1739209668.6853364;-38.13080360867914
1739209668.6853428;-45.120503652039325
1739209668.6853495;-45.120503652039325
1739209668.6853561;-33.981070128970906
1739209668.6853628;-31.141103565318915
1739209668.6853695;-45.120503652039325
1739209668.6853762;-45.120503652039325
1739209668.6853828;-45.120503652039325
1739209668.6853895;-45.120503652039325
1739209668.685396;-45.120503652039325
1739209668.6854026;-38.13080360867914
1739209668.6854093;-38.13080360867914
1739209668.685416;-32.816014438256545
1739209668.6854227;-45.120503652039325
1739209668.6854293;-35.57807855764607
1739209668.685436;-35.57807855764607
1739209668.6854424;-45.120503652039325
1739209668.6854491;-45.120503652039325
1739209668.6854558;-38.13080360867914
1739209668.6854625;-35.57807855764607
1739209668.6854692;-33.981070128970906
1739209668.6854758;-38.13080360867914
1739209668.6854825;-45.120503652039325
1739209668.6854892;-38.13080360867914
1739209668.6854956;-38.13080360867914
1739209668.6855023;-38.13080360867914
1739209668.685509;-38.13080360867914
1739209668.6855156;-35.57807855764607
1739209668.6855223;-38.13080360867914
1739209668.685529;-38.13080360867914
1739209668.6855357;-35.57807855764607
1739209668.685542;-35.57807855764607
1739209668.6855488;-38.13080360867914
1739209668.6855555;-45.120503652039325
1739209668.6855621;-38.13080360867914
1739209668.6855688;-33.981070128970906
1739209668.6855755;-31.141103565318915
1739209668.6855822;-45.120503652039325
1739209668.6855888;-45.120503652039325
1739209668.6855953;-38.13080360867914
1739209668.685602;-38.13080360867914
1739209668.6856086;-45.120503652039325
1739209668.6856153;-35.57807855764607
1739209668.685622;-38.13080360867914
1739209668.6856287;-29.438486411369347
1739209668.6856353;-45.120503652039325
1739209668.6856418;-33.981070128970906
1739209668.6856484;-31.141103565318915
1739209668.685655;-33.981070128970906
1739209668.6856618;-38.13080360867914
1739209668.6856685;-38.13080360867914
1739209668.6856751;-35.57807855764607
1739209668.6856818;-28.992665084841942
1739209668.6856885;-38.13080360867914
1739209668.685695;-45.120503652039325
1739209668.6857016;-35.57807855764607
1739209668.6857083;-38.13080360867914
1739209668.685715;-38.13080360867914
1739209668.6857216;-38.13080360867914
1739209668.6857283;-45.120503652039325
1739209668.685735;-35.57807855764607
1739209668.6857417;-45.120503652039325
1739209668.685748;-38.13080360867914
1739209668.6857548;-45.120503652039325
1739209668.6857615;-38.13080360867914
1739209668.6857681;-45.120503652039325
1739209668.6857748;-38.13080360867914
1739209668.6857815;-45.120503652039325
1739209668.6857882;-33.981070128970906
1739209668.6857946;-35.57807855764607
1739209668.6858013;-38.13080360867914
1739209668.685808;-38.13080360867914
1739209668.6858146;-38.13080360867914
1739209668.6858213;-45.120503652039325
1739209668.685828;-38.13080360867914
1739209668.6858346;-38.13080360867914
1739209668.6858413;-45.120503652039325
1739209668.6858478;-45.120503652039325
1739209668.6858544;-35.57807855764607
1739209668.685861;-32.816014438256545
1739209668.6858678;-35.57807855764607
1739209668.6858745;-35.57807855764607
1739209668.6858811;-45.120503652039325
1739209668.6858878;-45.120503652039325
1739209668.6858943;-38.13080360867914
1739209668.685901;-38.13080360867914
1739209668.6859076;-38.13080360867914
1739209668.6859143;-35.57807855764607
1739209668.685921;-38.13080360867914
1739209668.6859276;-45.120503652039325
1739209668.6859343;-45.120503652039325
1739209668.685941;-45.120503652039325
1739209668.6859474;-35.57807855764607
1739209668.685954;-45.120503652039325
1739209668.6859608;-45.120503652039325
1739209668.6859674;-38.13080360867914
1739209668.6859741;-45.120503652039325
1739209668.6859808;-45.120503652039325
1739209668.6859875;-45.120503652039325
1739209668.6859941;-32.816014438256545
1739209668.6860006;-45.120503652039325
1739209668.6860073;-45.120503652039325
1739209668.686014;-38.13080360867914
1739209668.6860206;-38.13080360867914
1739209668.6860273;-33.981070128970906
1739209668.686034;-45.120503652039325
1739209668.6860406;-38.13080360867914
1739209668.686047;-35.57807855764607
1739209668.6860538;-45.120503652039325
1739209668.6860604;-38.13080360867914
1739209668.686067;-45.120503652039325
1739209668.6860738;-38.13080360867914
1739209668.6860805;-45.120503652039325
1739209668.6860871;-45.120503652039325
1739209668.6860938;-38.13080360867914
1739209668.6861002;-38.13080360867914
1739209668.686107;-38.13080360867914
1739209668.6861136;-45.120503652039325
1739209668.6861203;-38.13080360867914
1739209668.686127;-38.13080360867914
1739209668.6861336;-38.13080360867914
1739209668.6861403;-38.13080360867914
1739209668.6861467;-45.120503652039325
1739209668.6861534;-38.13080360867914
1739209668.68616;-45.120503652039325
1739209668.6861668;-33.981070128970906
1739209668.6861734;-35.57807855764607
1739209668.68618;-35.57807855764607
1739209668.6861868;-45.120503652039325
1739209668.6861935;-45.120503652039325
1739209668.6862;-35.57807855764607
1739209668.6862066;-45.120503652039325
1739209668.6862133;-38.13080360867914
1739209668.68622;-45.120503652039325
1739209668.6862266;-38.13080360867914
1739209668.6862333;-38.13080360867914
1739209668.68624;-38.13080360867914
1739209668.6862464;-35.57807855764607
1739209668.686253;-45.120503652039325
1739209668.6862597;-35.57807855764607
1739209668.6862664;-45.120503652039325
1739209668.686273;-33.981070128970906
1739209668.6862798;-38.13080360867914
1739209668.6862864;-45.120503652039325
1739209668.6862931;-38.13080360867914
1739209668.6862996;-33.981070128970906
1739209668.6863062;-38.13080360867914
1739209668.686313;-38.13080360867914
1739209668.6863196;-33.981070128970906
1739209668.6863263;-45.120503652039325
1739209668.686333;-38.13080360867914
1739209668.6863396;-38.13080360867914
1739209668.6863463;-45.120503652039325
1739209668.6863527;-38.13080360867914
1739209668.6863594;-38.13080360867914
1739209668.686366;-38.13080360867914
1739209668.6863728;-38.13080360867914
1739209668.6863794;-32.816014438256545
1739209668.686386;-35.57807855764607
1739209668.6863928;-35.57807855764607
1739209668.6863992;-38.13080360867914
1739209668.686406;-38.13080360867914
1739209668.6864126;-38.13080360867914
1739209668.6864192;-45.120503652039325
1739209668.686426;-38.13080360867914
1739209668.6864326;-45.120503652039325
1739209668.6864393;-45.120503652039325
1739209668.686446;-45.120503652039325
1739209668.6864524;-35.57807855764607
1739209668.686459;-38.13080360867914
1739209668.6864657;-45.120503652039325
1739209668.6864724;-38.13080360867914
1739209668.686479;-38.13080360867914
1739209668.6864858;-45.120503652039325
1739209668.6864924;-38.13080360867914
1739209668.6864989;-45.120503652039325
1739209668.6865056;-38.13080360867914
1739209668.6865122;-35.57807855764607
1739209668.686519;-45.120503652039325
1739209668.6865256;-35.57807855764607
1739209668.6865323;-38.13080360867914
1739209668.686539;-33.981070128970906
1739209668.6865456;-33.981070128970906
1739209668.686552;-45.120503652039325
1739209668.6865587;-38.13080360867914
1739209668.6865654;-45.120503652039325
1739209668.686572;-38.13080360867914
1739209668.6865788;-45.120503652039325
1739209668.6865854;-35.57807855764607
1739209668.686592;-33.981070128970906
1739209668.6865988;-33.981070128970906
