CAN Message; 0x150:03005534f440b513
1739209887.9822688;-45.120503652039325
1739209887.982274;-45.120503652039325
1739209887.9822793;-45.120503652039325
1739209887.9822848;-33.981070128970906
1739209887.98229;-38.13080360867914
1739209887.9822953;-38.13080360867914
1739209887.9823008;-38.13080360867914
1739209887.982306;-33.981070128970906
1739209887.9823112;-38.13080360867914
1739209887.9823167;-45.120503652039325
1739209887.982322;-38.13080360867914
1739209887.9823272;-38.13080360867914
1739209887.9823327;-38.13080360867914
1739209887.982338;-38.13080360867914
1739209887.9823432;-45.120503652039325
1739209887.9823487;-45.120503652039325
1739209887.982354;-45.120503652039325
1739209887.9823594;-45.120503652039325
1739209887.9823647;-45.120503652039325
1739209887.98237;-33.981070128970956
1739209887.9823754;-45.120503652039325
1739209887.9823806;-45.120503652039325
1739209887.9823859;-45.120503652039325
1739209887.9823914;-38.13080360867914
1739209887.9823966;-35.57807855764607
1739209887.9824018;-45.120503652039325
1739209887.9824073;-38.13080360867914
1739209887.9824126;-28.58837851428586
1739209887.9824178;-32.816014438256545
1739209887.9824233;-45.120503652039325
1739209887.9824286;-35.57807855764607
1739209887.9824338;-45.120503652039325
1739209887.9824393;-38.13080360867914
1739209887.9824445;-38.13080360867914
1739209887.9824498;-45.120503652039325
1739209887.9824553;-45.120503652039325
1739209887.9824605;-45.120503652039325
1739209887.9824657;-45.120503652039325
1739209887.9824712;-45.120503652039325
1739209887.9824765;-33.981070128970906
1739209887.9824817;-38.13080360867914
1739209887.9824872;-45.120503652039325
1739209887.9824924;-45.120503652039325
1739209887.982498;-45.120503652039325
1739209887.9825032;-45.120503652039325
1739209887.9825084;-32.816014438256545
1739209887.982514;-45.120503652039325
1739209887.9825191;-45.120503652039325
1739209887.9825244;-32.816014438256545
1739209887.9825299;-33.981070128970906
1739209887.9825351;-45.120503652039325
1739209887.9825404;-33.981070128970906
1739209887.9825459;-38.13080360867914
1739209887.982551;-45.120503652039325
1739209887.9825563;-45.120503652039325
1739209887.9825618;-38.13080360867914
1739209887.982567;-45.120503652039325
1739209887.9825723;-45.120503652039325
1739209887.9825778;-38.13080360867914
1739209887.982583;-38.13080360867914
1739209887.9825883;-38.13080360867914
1739209887.9825938;-45.120503652039325
1739209887.982599;-45.120503652039325
1739209887.9826043;-38.13080360867914
1739209887.9826097;-32.816014438256545
1739209887.982615;-45.120503652039325
1739209887.9826205;-45.120503652039325
1739209887.9826257;-33.981070128970906
1739209887.982631;-35.57807855764607
1739209887.9826365;-38.13080360867914
1739209887.9826417;-38.13080360867914
1739209887.982647;-45.120503652039325
1739209887.9826524;-45.120503652039325
1739209887.9826577;-45.120503652039325
1739209887.982663;-38.13080360867914
1739209887.9826684;-45.120503652039325
1739209887.9826736;-45.120503652039325
1739209887.982679;-38.13080360867914
1739209887.9826844;-45.120503652039325
1739209887.9826896;-38.13080360867914
1739209887.9826949;-38.13080360867914
1739209887.9827003;-45.120503652039325
1739209887.9827056;-45.120503652039325
1739209887.9827108;-45.120503652039325
1739209887.9827163;-33.981070128970906
1739209887.9827216;-38.13080360867914
1739209887.9827268;-38.13080360867914
1739209887.9827323;-45.120503652039325
1739209887.9827375;-38.13080360867914
1739209887.982743;-38.13080360867914
1739209887.9827483;-45.120503652039325
1739209887.9827535;-38.13080360867914
1739209887.982759;-38.13080360867914
1739209887.9827642;-45.120503652039325
1739209887.9827695;-38.13080360867914
1739209887.982775;-38.13080360867914
1739209887.9827802;-45.120503652039325
1739209887.9827855;-38.13080360867914
1739209887.982791;-32.816014438256545
1739209887.9827962;-45.120503652039325
1739209887.9828014;-38.13080360867914
1739209887.982807;-45.120503652039325
1739209887.9828122;-45.120503652039325
1739209887.9828174;-38.13080360867914
1739209887.982823;-38.13080360867914
1739209887.9828281;-35.57807855764607
1739209887.9828334;-32.816014438256545
1739209887.9828389;-38.13080360867914
1739209887.982844;-45.120503652039325
1739209887.9828494;-38.13080360867914
1739209887.9828548;-35.57807855764607
1739209887.98286;-45.120503652039325
1739209887.9828656;-45.120503652039325
1739209887.9828708;-45.120503652039325
1739209887.982876;-35.57807855764607
1739209887.9828815;-38.13080360867914
1739209887.9828868;-38.13080360867914
1739209887.982892;-38.13080360867914
1739209887.9828975;-38.13080360867914
1739209887.9829028;-38.13080360867914
1739209887.982908;-35.57807855764607
1739209887.9829135;-45.120503652039325
1739209887.9829187;-38.13080360867914
1739209887.982924;-45.120503652039325
1739209887.9829295;-33.981070128970906
1739209887.9829347;-38.13080360867914
1739209887.98294;-38.13080360867914
1739209887.9829454;-38.13080360867914
1739209887.9829507;-45.120503652039325
1739209887.982956;-38.13080360867914
1739209887.9829614;-38.13080360867914
1739209887.9829667;-45.120503652039325
1739209887.982972;-32.81601443825658
1739209887.9829774;-30.49652367304973
1739209887.9829826;-38.13080360867914
1739209887.982988;-38.13080360867914
1739209887.9829934;-38.13080360867914
1739209887.9829986;-38.13080360867914
1739209887.983004;-33.981070128970906
1739209887.9830093;-45.120503652039325
1739209887.9830146;-33.981070128970906
1739209887.98302;-31.141103565318915
1739209887.9830253;-45.120503652039325
1739209887.9830306;-45.120503652039325
1739209887.983036;-45.120503652039325
1739209887.9830413;-38.13080360867914
1739209887.9830465;-38.13080360867914
1739209887.983052;-38.13080360867914
1739209887.9830573;-45.120503652039325
1739209887.9830625;-33.981070128970906
1739209887.983068;-33.981070128970906
1739209887.9830732;-45.120503652039325
1739209887.9830785;-45.120503652039325
1739209887.983084;-45.120503652039325
1739209887.9830892;-38.13080360867914
1739209887.9830945;-38.13080360867914
1739209887.9831;-45.120503652039325
1739209887.9831052;-38.13080360867914
1739209887.9831107;-35.57807855764607
1739209887.983116;-45.120503652039325
1739209887.9831212;-45.120503652039325
1739209887.9831266;-38.13080360867914
1739209887.983132;-45.120503652039325
1739209887.9831371;-45.120503652039325
1739209887.9831426;-38.13080360867914
1739209887.9831479;-33.981070128970906
1739209887.983153;-38.13080360867914
1739209887.9831586;-38.13080360867914
1739209887.9831638;-38.13080360867914
1739209887.983169;-38.13080360867914
1739209887.9831746;-33.981070128970906
1739209887.9831798;-45.120503652039325
1739209887.983185;-38.13080360867914
1739209887.9831905;-28.992665084841942
1739209887.9831958;-38.13080360867914
1739209887.983201;-38.13080360867914
1739209887.9832065;-45.120503652039325
1739209887.9832118;-33.981070128970906
1739209887.983217;-45.120503652039325
1739209887.9832225;-45.120503652039325
1739209887.9832277;-45.120503652039325
1739209887.9832332;-32.81601443825658
1739209887.9832385;-38.13080360867914
1739209887.9832437;-45.120503652039325
1739209887.9832492;-45.120503652039325
1739209887.9832544;-38.13080360867914
1739209887.9832597;-35.57807855764607
1739209887.9832652;-38.13080360867914
1739209887.9832704;-38.13080360867914
1739209887.9832757;-25.826314394896357
1739209887.9832811;-38.13080360867914
1739209887.9832864;-45.120503652039325
1739209887.9832916;-45.120503652039325
1739209887.983297;-38.13080360867914
1739209887.9833024;-38.13080360867914
1739209887.9833076;-38.13080360867914
1739209887.983313;-35.57807855764607
1739209887.9833183;-45.120503652039325
1739209887.9833236;-38.13080360867914
1739209887.983329;-38.13080360867914
1739209887.9833343;-45.120503652039325
1739209887.9833395;-33.981070128970906
1739209887.983345;-35.57807855764607
1739209887.9833503;-38.13080360867914
1739209887.9833558;-45.120503652039325
1739209887.983361;-38.13080360867914
1739209887.9833663;-32.816014438256545
1739209887.9833717;-38.13080360867914
1739209887.983377;-45.120503652039325
1739209887.9833822;-38.13080360867914
1739209887.9833877;-32.816014438256545
1739209887.983393;-45.120503652039325
1739209887.9833982;-45.120503652039325
1739209887.9834037;-33.981070128970906
1739209887.983409;-38.13080360867914
1739209887.9834142;-38.13080360867914
1739209887.9834197;-38.13080360867914
1739209887.983425;-33.981070128970906
1739209887.9834301;-45.120503652039325
1739209887.9834356;-45.120503652039325
1739209887.9834409;-38.13080360867914
1739209887.9834461;-45.120503652039325
1739209887.9834516;-38.13080360867914
1739209887.9834569;-45.120503652039325
1739209887.983462;-45.120503652039325
1739209887.9834676;-45.120503652039325
1739209887.9834728;-33.981070128970906
1739209887.9834783;-38.13080360867914
1739209887.9834836;-38.13080360867914
1739209887.9834888;-33.981070128970906
1739209887.9834943;-38.13080360867914
1739209887.9834995;-38.13080360867914
1739209887.9835048;-45.120503652039325
1739209887.9835103;-38.13080360867914
1739209887.9835155;-45.120503652039325
1739209887.9835207;-38.13080360867914
1739209887.9835262;-35.57807855764607
1739209887.9835315;-45.120503652039325
1739209887.9835367;-38.13080360867914
1739209887.9835422;-35.57807855764607
1739209887.9835474;-38.13080360867914
1739209887.9835527;-38.13080360867914
1739209887.9835582;-38.13080360867914
1739209887.9835634;-45.120503652039325
1739209887.9835687;-45.120503652039325
1739209887.9835742;-38.13080360867914
1739209887.9835794;-33.981070128970906
1739209887.9835846;-45.120503652039325
1739209887.9835901;-38.13080360867914
1739209887.9835954;-45.120503652039325
1739209887.9836009;-38.13080360867914
1739209887.983606;-38.13080360867914
1739209887.9836113;-45.120503652039325
1739209887.9836168;-45.120503652039325
1739209887.983622;-45.120503652039325
1739209887.9836273;-45.120503652039325
1739209887.9836328;-45.120503652039325
1739209887.983638;-32.816014438256545
1739209887.9836433;-45.120503652039325
1739209887.9836488;-35.57807855764607
1739209887.983654;-32.816014438256545
1739209887.9836593;-45.120503652039325
1739209887.9836648;-30.49652367304973
1739209887.98367;-38.13080360867914
1739209887.9836752;-45.120503652039325
1739209887.9836807;-38.13080360867914
1739209887.983686;-33.981070128970906
1739209887.9836912;-45.120503652039325
1739209887.9836967;-45.120503652039325
1739209887.983702;-45.120503652039325
1739209887.9837072;-45.120503652039325
1739209887.9837127;-38.13080360867914
1739209887.983718;-35.57807855764607
1739209887.9837232;-38.13080360867914
1739209887.9837286;-45.120503652039325
1739209887.983734;-45.120503652039325
1739209887.9837394;-38.13080360867914
1739209887.9837446;-38.13080360867914
1739209887.9837499;-38.13080360867914
1739209887.9837554;-33.981070128970906
1739209887.9837606;-35.57807855764607
1739209887.9837658;-45.120503652039325
1739209887.9837713;-45.120503652039325
1739209887.9837766;-45.120503652039325
1739209887.9837818;-33.981070128970906
1739209887.9837873;-38.13080360867914
1739209887.9837925;-27.267205301931607
1739209887.9837978;-31.141103565318915
1739209887.9838033;-38.13080360867914
1739209887.9838085;-38.13080360867914
1739209887.9838138;-38.13080360867914
1739209887.9838192;-45.120503652039325
1739209887.9838245;-45.120503652039325
1739209887.9838297;-38.13080360867914
1739209887.9838352;-38.13080360867914
1739209887.9838405;-45.120503652039325
1739209887.9838457;-45.120503652039325
1739209887.9838512;-45.120503652039325
1739209887.9838564;-38.13080360867914
1739209887.983862;-45.120503652039325
1739209887.9838672;-45.120503652039325
1739209887.9838724;-38.13080360867914
1739209887.983878;-38.13080360867914
1739209887.9838831;-45.120503652039325
1739209887.9838884;-38.13080360867914
1739209887.9838939;-38.13080360867914
1739209887.983899;-33.981070128970906
1739209887.9839044;-38.13080360867914
1739209887.9839098;-45.120503652039325
1739209887.983915;-33.981070128970906
1739209887.9839203;-31.141103565318915
1739209887.9839258;-33.981070128970906
1739209887.983931;-45.120503652039325
1739209887.9839363;-45.120503652039325
1739209887.9839418;-38.13080360867914
1739209887.983947;-38.13080360867914
1739209887.9839523;-38.13080360867914
1739209887.9839578;-38.13080360867914
1739209887.983963;-32.816014438256545
1739209887.9839683;-33.981070128970906
1739209887.9839737;-38.13080360867914
1739209887.983979;-45.120503652039325
1739209887.9839845;-45.120503652039325
1739209887.9839897;-45.120503652039325
1739209887.983995;-45.120503652039325
1739209887.9840004;-38.13080360867914
1739209887.9840057;-32.816014438256545
1739209887.984011;-33.981070128970906
1739209887.9840164;-45.120503652039325
1739209887.9840217;-38.13080360867914
1739209887.984027;-45.120503652039325
1739209887.9840324;-45.120503652039325
1739209887.9840376;-45.120503652039325
1739209887.984043;-38.13080360867914
1739209887.9840484;-38.13080360867914
1739209887.9840536;-38.13080360867914
1739209887.9840589;-45.120503652039325
1739209887.9840643;-33.981070128970906
1739209887.9840696;-32.816014438256545
1739209887.9840748;-38.13080360867914
1739209887.9840803;-38.13080360867914
1739209887.9840856;-45.120503652039325
1739209887.9840908;-45.120503652039325
1739209887.9840963;-45.120503652039325
1739209887.9841015;-45.120503652039325
1739209887.984107;-38.13080360867914
1739209887.9841123;-35.57807855764607
1739209887.9841175;-45.120503652039325
1739209887.984123;-38.13080360867914
1739209887.9841282;-38.13080360867914
1739209887.9841335;-33.981070128970906
1739209887.984139;-38.13080360867914
1739209887.9841442;-45.120503652039325
1739209887.9841495;-45.120503652039325
1739209887.984155;-33.981070128970906
1739209887.9841602;-35.57807855764607
1739209887.9841654;-45.120503652039325
1739209887.984171;-45.120503652039325
1739209887.9841762;-38.13080360867914
1739209887.9841814;-45.120503652039325
1739209887.984187;-45.120503652039325
1739209887.9841921;-45.120503652039325
1739209887.9841974;-38.13080360867914
1739209887.9842029;-45.120503652039325
1739209887.984208;-38.13080360867914
1739209887.9842134;-35.57807855764607
1739209887.9842188;-35.57807855764607
1739209887.984224;-38.13080360867914
1739209887.9842296;-38.13080360867914
1739209887.9842348;-38.13080360867914
1739209887.98424;-35.57807855764607
1739209887.9842455;-45.120503652039325
1739209887.9842508;-45.120503652039325
1739209887.984256;-45.120503652039325
1739209887.9842615;-38.13080360867914
1739209887.9842668;-32.816014438256545
1739209887.984272;-38.13080360867914
1739209887.9842775;-38.13080360867914
1739209887.9842827;-45.120503652039325
1739209887.984288;-33.981070128970906
1739209887.9842935;-38.13080360867914
1739209887.9842987;-38.13080360867914
1739209887.984304;-32.816014438256545
1739209887.9843094;-45.120503652039325
1739209887.9843147;-45.120503652039325
1739209887.98432;-38.13080360867914
1739209887.9843254;-35.57807855764607
1739209887.9843307;-33.981070128970906
1739209887.984336;-45.120503652039325
1739209887.9843414;-33.981070128970906
1739209887.9843466;-35.57807855764607
1739209887.984352;-35.57807855764607
1739209887.9843574;-45.120503652039325
1739209887.9843626;-35.57807855764607
1739209887.984368;-35.57807855764607
1739209887.9843733;-38.13080360867914
1739209887.9843786;-32.816014438256545
1739209887.984384;-38.13080360867914
1739209887.9843893;-35.57807855764607
1739209887.9843946;-38.13080360867914
1739209887.9844;-45.120503652039325
1739209887.9844053;-45.120503652039325
1739209887.9844105;-38.13080360867914
1739209887.984416;-38.13080360867914
1739209887.9844213;-45.120503652039325
1739209887.9844265;-45.120503652039325
1739209887.984432;-45.120503652039325
1739209887.9844372;-45.120503652039325
1739209887.9844425;-45.120503652039325
1739209887.984448;-38.13080360867914
1739209887.9844532;-38.13080360867914
1739209887.9844584;-38.13080360867914
1739209887.984464;-45.120503652039325
1739209887.9844692;-45.120503652039325
1739209887.9844747;-45.120503652039325
1739209887.98448;-31.141103565318893
1739209887.9844851;-29.438486411369333
1739209887.9844906;-38.13080360867914
1739209887.9844959;-35.57807855764607
1739209887.9845011;-45.120503652039325
1739209887.9845066;-38.13080360867914
1739209887.9845119;-38.13080360867914
1739209887.984517;-38.13080360867914
1739209887.9845226;-45.120503652039325
1739209887.9845278;-33.981070128970956
1739209887.984533;-38.13080360867914
1739209887.9845386;-38.13080360867914
1739209887.9845438;-38.13080360867914
1739209887.984549;-45.120503652039325
1739209887.9845545;-35.57807855764607
1739209887.9845598;-45.120503652039325
1739209887.984565;-35.57807855764607
1739209887.9845705;-31.141103565318893
1739209887.9845757;-45.120503652039325
1739209887.984581;-45.120503652039325
1739209887.9845865;-38.13080360867914
1739209887.9845917;-35.57807855764607
1739209887.9845972;-45.120503652039325
1739209887.9846025;-45.120503652039325
1739209887.9846077;-45.120503652039325
1739209887.9846132;-45.120503652039325
1739209887.9846184;-45.120503652039325
1739209887.9846237;-38.13080360867914
1739209887.9846292;-45.120503652039325
1739209887.9846344;-45.120503652039325
1739209887.9846396;-38.13080360867914
1739209887.9846451;-38.13080360867914
1739209887.9846504;-38.13080360867914
1739209887.9846556;-38.13080360867914
1739209887.984661;-45.120503652039325
1739209887.9846663;-45.120503652039325
1739209887.9846716;-38.13080360867914
1739209887.984677;-35.57807855764607
1739209887.9846823;-45.120503652039325
1739209887.9846876;-45.120503652039325
1739209887.984693;-45.120503652039325
1739209887.9846983;-31.141103565318915
1739209887.9847035;-35.57807855764607
1739209887.984709;-45.120503652039325
1739209887.9847143;-45.120503652039325
1739209887.9847198;-35.57807855764607
1739209887.984725;-45.120503652039325
1739209887.9847302;-45.120503652039325
1739209887.9847357;-45.120503652039325
1739209887.984741;-38.13080360867914
1739209887.9847462;-45.120503652039325
1739209887.9847517;-31.141103565318915
1739209887.984757;-35.57807855764607
1739209887.9847622;-38.13080360867914
1739209887.9847677;-45.120503652039325
1739209887.984773;-45.120503652039325
1739209887.9847782;-45.120503652039325
1739209887.9847836;-28.992665084841942
1739209887.984789;-38.13080360867914
1739209887.9847941;-45.120503652039325
1739209887.9847996;-45.120503652039325
1739209887.9848049;-32.816014438256545
1739209887.98481;-38.13080360867914
1739209887.9848156;-38.13080360867914
1739209887.9848208;-45.120503652039325
1739209887.984826;-38.13080360867914
1739209887.9848316;-45.120503652039325
1739209887.9848368;-45.120503652039325
1739209887.9848423;-45.120503652039325
1739209887.9848475;-45.120503652039325
1739209887.9848528;-38.13080360867914
1739209887.9848583;-45.120503652039325
1739209887.9848635;-32.816014438256545
1739209887.9848688;-35.57807855764607
1739209887.9848742;-38.13080360867914
1739209887.9848795;-32.816014438256545
1739209887.9848847;-45.120503652039325
1739209887.9848902;-45.120503652039325
1739209887.9848955;-45.120503652039325
1739209887.9849007;-45.120503652039325
1739209887.9849062;-45.120503652039325
1739209887.9849114;-38.13080360867914
1739209887.9849167;-38.13080360867914
1739209887.9849222;-45.120503652039325
1739209887.9849274;-33.981070128970906
1739209887.9849327;-35.57807855764607
1739209887.9849381;-38.13080360867914
1739209887.9849434;-45.120503652039325
1739209887.9849486;-45.120503652039325
1739209887.984954;-38.13080360867914
1739209887.9849594;-45.120503652039325
1739209887.9849648;-45.120503652039325
1739209887.98497;-45.120503652039325
1739209887.9849753;-38.13080360867914
1739209887.9849808;-45.120503652039325
1739209887.984986;-45.120503652039325
1739209887.9849913;-45.120503652039325
1739209887.9849968;-38.13080360867914
1739209887.985002;-33.981070128970906
1739209887.9850073;-45.120503652039325
1739209887.9850128;-38.13080360867914
1739209887.985018;-33.981070128970906
1739209887.9850233;-35.57807855764607
1739209887.9850287;-38.13080360867914
1739209887.985034;-38.13080360867914
1739209887.9850392;-35.57807855764607
1739209887.9850447;-45.120503652039325
1739209887.98505;-45.120503652039325
1739209887.9850552;-45.120503652039325
1739209887.9850607;-38.13080360867914
1739209887.985066;-33.981070128970906
1739209887.9850712;-38.13080360867914
1739209887.9850767;-38.13080360867914
1739209887.985082;-38.13080360867914
1739209887.9850874;-45.120503652039325
1739209887.9850926;-38.13080360867914
1739209887.985098;-38.13080360867914
1739209887.9851034;-45.120503652039325
1739209887.9851086;-45.120503652039325
1739209887.9851139;-38.13080360867914
1739209887.9851193;-45.120503652039325
1739209887.9851246;-38.13080360867914
1739209887.9851298;-35.57807855764607
1739209887.9851353;-32.816014438256545
1739209887.9851406;-38.13080360867914
1739209887.9851458;-38.13080360867914
1739209887.9851513;-35.57807855764607
1739209887.9851565;-38.13080360867914
1739209887.9851618;-38.13080360867914
1739209887.9851673;-35.57807855764607
1739209887.9851725;-38.13080360867914
1739209887.9851778;-38.13080360867914
1739209887.9851832;-35.57807855764607
1739209887.9851885;-35.57807855764607
1739209887.9851937;-38.13080360867914
1739209887.9851992;-45.120503652039325
1739209887.9852045;-45.120503652039325
1739209887.9852097;-45.120503652039325
1739209887.9852152;-38.13080360867914
1739209887.9852204;-45.120503652039325
1739209887.985226;-38.13080360867914
1739209887.9852312;-35.57807855764607
1739209887.9852364;-45.120503652039325
1739209887.985242;-38.13080360867914
1739209887.9852471;-38.13080360867914
1739209887.9852524;-38.13080360867914
1739209887.9852579;-45.120503652039325
1739209887.985263;-45.120503652039325
1739209887.9852684;-45.120503652039325
1739209887.9852738;-38.13080360867914
1739209887.985279;-38.13080360867914
1739209887.9852843;-38.13080360867914
1739209887.9852898;-35.57807855764607
1739209887.985295;-38.13080360867914
1739209887.9853003;-45.120503652039325
1739209887.9853058;-45.120503652039325
1739209887.985311;-38.13080360867914
1739209887.9853163;-35.57807855764607
1739209887.9853218;-38.13080360867914
1739209887.985327;-38.13080360867914
1739209887.9853323;-45.120503652039325
1739209887.9853377;-45.120503652039325
1739209887.985343;-30.49652367304973
1739209887.9853485;-30.49652367304973
1739209887.9853537;-45.120503652039325
1739209887.985359;-38.13080360867914
1739209887.9853644;-38.13080360867914
1739209887.9853697;-35.57807855764607
1739209887.985375;-45.120503652039325
1739209887.9853804;-38.13080360867914
1739209887.9853857;-38.13080360867914
1739209887.985391;-45.120503652039325
1739209887.9853964;-31.141103565318893
1739209887.9854016;-35.57807855764607
1739209887.9854069;-38.13080360867914
1739209887.9854124;-38.13080360867914
1739209887.9854176;-45.120503652039325
1739209887.9854228;-45.120503652039325
1739209887.9854283;-30.49652367304973
1739209887.9854336;-30.49652367304973
1739209887.9854388;-45.120503652039325
1739209887.9854443;-45.120503652039325
1739209887.9854496;-33.981070128970906
1739209887.9854548;-32.816014438256545
1739209887.9854603;-45.120503652039325
1739209887.9854655;-45.120503652039325
1739209887.985471;-45.120503652039325
1739209887.9854763;-45.120503652039325
1739209887.9854815;-38.13080360867914
1739209887.985487;-45.120503652039325
1739209887.9854922;-45.120503652039325
1739209887.9854975;-45.120503652039325
1739209887.985503;-38.13080360867914
1739209887.9855082;-45.120503652039325
1739209887.9855134;-33.981070128970906
1739209887.985519;-32.816014438256545
1739209887.9855242;-45.120503652039325
1739209887.9855294;-45.120503652039325
1739209887.985535;-38.13080360867914
1739209887.9855402;-38.13080360867914
1739209887.9855454;-33.981070128970906
1739209887.9855509;-45.120503652039325
1739209887.9855561;-35.57807855764607
1739209887.9855614;-29.438486411369333
1739209887.9855669;-38.13080360867914
1739209887.985572;-45.120503652039325
1739209887.9855773;-45.120503652039325
1739209887.9855828;-33.981070128970906
1739209887.985588;-45.120503652039325
1739209887.9855936;-45.120503652039325
1739209887.9855988;-45.120503652039325
1739209887.985604;-38.13080360867914
1739209887.9856095;-45.120503652039325
1739209887.9856148;-45.120503652039325
1739209887.98562;-45.120503652039325
1739209887.9856255;-45.120503652039325
1739209887.9856308;-38.13080360867914
1739209887.985636;-45.120503652039325
1739209887.9856415;-35.57807855764607
1739209887.9856467;-26.487275050834715
1739209887.985652;-38.13080360867914
1739209887.9856575;-45.120503652039325
1739209887.9856627;-38.13080360867914
1739209887.985668;-38.13080360867914
1739209887.9856734;-45.120503652039325
1739209887.9856787;-45.120503652039325
1739209887.985684;-45.120503652039325
1739209887.9856894;-45.120503652039325
1739209887.9856946;-45.120503652039325
1739209887.9857;-45.120503652039325
1739209887.9857054;-45.120503652039325
1739209887.9857106;-38.13080360867914
1739209887.985716;-45.120503652039325
1739209887.9857213;-45.120503652039325
1739209887.9857266;-38.13080360867914
1739209887.985732;-45.120503652039325
1739209887.9857373;-45.120503652039325
1739209887.9857426;-38.13080360867914
1739209887.985748;-45.120503652039325
1739209887.9857533;-45.120503652039325
1739209887.9857585;-33.981070128970906
1739209887.985764;-45.120503652039325
1739209887.9857693;-45.120503652039325
1739209887.9857745;-29.438486411369333
1739209887.98578;-45.120503652039325
1739209887.9857852;-45.120503652039325
1739209887.9857905;-45.120503652039325
1739209887.985796;-35.57807855764607
1739209887.9858012;-38.13080360867914
1739209887.9858065;-45.120503652039325
1739209887.985812;-38.13080360867914
1739209887.9858172;-45.120503652039325
1739209887.9858224;-38.13080360867914
1739209887.985828;-35.57807855764607
1739209887.9858332;-38.13080360867914
1739209887.9858387;-45.120503652039325
1739209887.985844;-38.13080360867914
1739209887.9858491;-45.120503652039325
1739209887.9858546;-38.13080360867914
1739209887.9858599;-32.816014438256545
