CAN Message; 0x1d3:00001a759cf688bb
Timestamp;Amplitude
1739209769.0652459;-45.120503652039325
1739209769.0652528;-38.13080360867914
1739209769.0652597;-33.981070128970906
1739209769.0652666;-38.13080360867914
1739209769.0652733;-38.13080360867914
1739209769.0652802;-38.13080360867914
1739209769.065287;-33.981070128970906
1739209769.065294;-38.13080360867914
1739209769.065301;-45.120503652039325
1739209769.0653079;-38.13080360867914
1739209769.0653148;-38.13080360867914
1739209769.0653217;-45.120503652039325
1739209769.0653286;-45.120503652039325
1739209769.0653353;-45.120503652039325
1739209769.0653422;-45.120503652039325
1739209769.065349;-45.120503652039325
1739209769.065356;-45.120503652039325
1739209769.065363;-38.13080360867914
1739209769.0653698;-45.120503652039325
1739209769.0653768;-45.120503652039325
1739209769.0653837;-35.57807855764607
1739209769.0653906;-35.57807855764607
1739209769.0653973;-45.120503652039325
1739209769.0654042;-45.120503652039325
1739209769.065411;-33.981070128970906
1739209769.065418;-38.13080360867914
1739209769.065425;-38.13080360867914
1739209769.0654318;-45.120503652039325
1739209769.0654387;-45.120503652039325
1739209769.0654457;-45.120503652039325
1739209769.0654526;-38.13080360867914
1739209769.0654593;-38.13080360867914
1739209769.0654662;-38.13080360867914
1739209769.065473;-35.57807855764607
1739209769.06548;-33.981070128970906
1739209769.065487;-45.120503652039325
1739209769.0654938;-45.120503652039325
1739209769.0655007;-38.13080360867914
1739209769.0655077;-45.120503652039325
1739209769.0655146;-45.120503652039325
1739209769.0655212;-38.13080360867914
1739209769.0655282;-45.120503652039325
1739209769.065535;-45.120503652039325
1739209769.065542;-38.13080360867914
1739209769.065549;-38.13080360867914
1739209769.0655558;-38.13080360867914
1739209769.0655627;-45.120503652039325
1739209769.0655696;-38.13080360867914
1739209769.0655766;-45.120503652039325
1739209769.0655832;-35.57807855764607
1739209769.0655901;-35.57807855764607
1739209769.065597;-38.13080360867914
1739209769.065604;-38.13080360867914
1739209769.065611;-45.120503652039325
1739209769.0656178;-45.120503652039325
1739209769.0656247;-38.13080360867914
1739209769.0656316;-45.120503652039325
1739209769.0656385;-45.120503652039325
1739209769.0656452;-45.120503652039325
1739209769.0656521;-45.120503652039325
1739209769.065659;-38.13080360867914
1739209769.065666;-38.13080360867914
1739209769.0656729;-35.57807855764607
1739209769.0656798;-45.120503652039325
1739209769.0656867;-38.13080360867914
1739209769.0656936;-45.120503652039325
1739209769.0657005;-38.13080360867914
1739209769.0657072;-35.57807855764607
1739209769.0657141;-38.13080360867914
1739209769.065721;-45.120503652039325
1739209769.065728;-38.13080360867914
1739209769.0657349;-33.981070128970906
1739209769.0657418;-45.120503652039325
1739209769.0657487;-45.120503652039325
1739209769.0657556;-38.13080360867914
1739209769.0657625;-45.120503652039325
1739209769.0657692;-45.120503652039325
1739209769.065776;-38.13080360867914
1739209769.065783;-45.120503652039325
1739209769.06579;-45.120503652039325
1739209769.0657969;-38.13080360867914
1739209769.0658038;-35.57807855764607
1739209769.0658107;-45.120503652039325
1739209769.0658176;-45.120503652039325
1739209769.0658245;-38.13080360867914
1739209769.0658312;-45.120503652039325
1739209769.065838;-35.57807855764607
1739209769.065845;-38.13080360867914
1739209769.065852;-45.120503652039325
1739209769.0658588;-38.13080360867914
1739209769.0658658;-35.57807855764607
1739209769.0658727;-32.816014438256545
1739209769.0658796;-45.120503652039325
1739209769.0658865;-45.120503652039325
1739209769.0658932;-38.13080360867914
1739209769.0659;-45.120503652039325
1739209769.065907;-45.120503652039325
1739209769.065914;-38.13080360867914
1739209769.0659208;-38.13080360867914
1739209769.0659277;-38.13080360867914
1739209769.0659347;-45.120503652039325
1739209769.0659416;-45.120503652039325
1739209769.0659485;-45.120503652039325
1739209769.0659552;-45.120503652039325
1739209769.065962;-45.120503652039325
1739209769.065969;-45.120503652039325
1739209769.065976;-35.57807855764607
1739209769.0659828;-28.58837851428586
1739209769.0659897;-45.120503652039325
1739209769.0659966;-45.120503652039325
1739209769.0660036;-35.57807855764607
1739209769.0660105;-35.57807855764607
1739209769.0660172;-45.120503652039325
1739209769.066024;-38.13080360867914
1739209769.066031;-38.13080360867914
1739209769.066038;-45.120503652039325
1739209769.0660448;-45.120503652039325
1739209769.0660517;-45.120503652039325
1739209769.0660586;-31.141103565318893
1739209769.0660655;-29.438486411369333
1739209769.0660725;-45.120503652039325
1739209769.0660791;-38.13080360867914
1739209769.066086;-38.13080360867914
1739209769.066093;-35.57807855764607
1739209769.0661;-45.120503652039325
1739209769.0661068;-45.120503652039325
1739209769.0661137;-38.13080360867914
1739209769.0661206;-45.120503652039325
1739209769.0661275;-45.120503652039325
1739209769.0661345;-45.120503652039325
1739209769.0661411;-38.13080360867914
1739209769.066148;-27.267205301931607
1739209769.066155;-38.13080360867914
1739209769.0661619;-38.13080360867914
1739209769.0661688;-45.120503652039325
1739209769.0661757;-38.13080360867914
1739209769.0661826;-35.57807855764607
1739209769.0661895;-38.13080360867914
1739209769.0661964;-45.120503652039325
1739209769.066203;-38.13080360867914
1739209769.06621;-38.13080360867914
1739209769.066217;-45.120503652039325
1739209769.0662239;-45.120503652039325
1739209769.0662308;-45.120503652039325
1739209769.0662377;-38.13080360867914
1739209769.0662446;-38.13080360867914
1739209769.0662515;-45.120503652039325
1739209769.0662584;-45.120503652039325
1739209769.066265;-45.120503652039325
1739209769.066272;-45.120503652039325
1739209769.066279;-45.120503652039325
1739209769.0662858;-45.120503652039325
1739209769.0662928;-35.57807855764607
1739209769.0662997;-35.57807855764607
1739209769.0663066;-38.13080360867914
1739209769.0663135;-33.981070128970906
1739209769.0663204;-38.13080360867914
1739209769.066327;-45.120503652039325
1739209769.066334;-38.13080360867914
1739209769.066341;-33.981070128970906
1739209769.0663478;-31.141103565318915
1739209769.0663548;-33.981070128970906
1739209769.0663617;-45.120503652039325
1739209769.0663686;-38.13080360867914
1739209769.0663755;-33.981070128970906
1739209769.0663824;-38.13080360867914
1739209769.066389;-45.120503652039325
1739209769.066396;-45.120503652039325
1739209769.066403;-35.57807855764607
1739209769.0664098;-38.13080360867914
1739209769.0664167;-38.13080360867914
1739209769.0664237;-45.120503652039325
1739209769.0664306;-45.120503652039325
1739209769.0664375;-38.13080360867914
1739209769.0664444;-38.13080360867914
1739209769.066451;-45.120503652039325
1739209769.066458;-45.120503652039325
1739209769.066465;-38.13080360867914
1739209769.0664718;-38.13080360867914
1739209769.0664787;-38.13080360867914
1739209769.0664856;-31.141103565318915
1739209769.0664926;-38.13080360867914
1739209769.0664995;-45.120503652039325
1739209769.0665064;-35.57807855764607
1739209769.066513;-38.13080360867914
1739209769.06652;-38.13080360867914
1739209769.066527;-45.120503652039325
1739209769.0665338;-45.120503652039325
1739209769.0665407;-45.120503652039325
1739209769.0665476;-45.120503652039325
1739209769.0665545;-45.120503652039325
1739209769.0665615;-45.120503652039325
1739209769.0665684;-38.13080360867914
1739209769.066575;-38.13080360867914
1739209769.066582;-45.120503652039325
1739209769.0665889;-45.120503652039325
1739209769.0665958;-38.13080360867914
1739209769.0666027;-38.13080360867914
1739209769.0666096;-45.120503652039325
1739209769.0666165;-38.13080360867914
1739209769.0666234;-45.120503652039325
1739209769.0666304;-45.120503652039325
1739209769.066637;-45.120503652039325
1739209769.066644;-38.13080360867914
1739209769.0666509;-28.992665084841942
1739209769.0666578;-45.120503652039325
1739209769.0666647;-45.120503652039325
1739209769.0666716;-38.13080360867914
1739209769.0666785;-38.13080360867914
1739209769.0666854;-38.13080360867914
1739209769.0666924;-45.120503652039325
1739209769.066699;-38.13080360867914
1739209769.066706;-38.13080360867914
1739209769.0667129;-45.120503652039325
1739209769.072292;-38.13080360867914
1739209769.0722926;-45.120503652039325
1739209769.0722928;-45.120503652039325
1739209769.0722933;-38.13080360867914
1739209769.0722935;-38.13080360867914
1739209769.072294;-38.13080360867914
1739209769.0722942;-35.57807855764607
1739209769.0722945;-33.981070128970906
1739209769.072295;-45.120503652039325
1739209769.0722952;-45.120503652039325
1739209769.0722957;-45.120503652039325
1739209769.072296;-45.120503652039325
1739209769.0722961;-45.120503652039325
1739209769.0722966;-45.120503652039325
1739209769.0722969;-45.120503652039325
1739209769.0722973;-45.120503652039325
1739209769.0722976;-38.13080360867914
1739209769.072298;-45.120503652039325
1739209769.0722983;-38.13080360867914
1739209769.0722985;-45.120503652039325
1739209769.072299;-45.120503652039325
1739209769.0722992;-45.120503652039325
1739209769.0722997;-45.120503652039325
1739209769.0723;-45.120503652039325
1739209769.0723002;-45.120503652039325
1739209769.0723007;-38.13080360867914
1739209769.072301;-38.13080360867914
1739209769.0723014;-45.120503652039325
1739209769.0723016;-32.816014438256545
1739209769.072302;-45.120503652039325
1739209769.0723023;-32.816014438256545
1739209769.0723026;-30.49652367304973
1739209769.072303;-45.120503652039325
1739209769.0723033;-45.120503652039325
1739209769.0723038;-38.13080360867914
1739209769.072304;-35.57807855764607
1739209769.0723045;-45.120503652039325
1739209769.0723047;-38.13080360867914
1739209769.072305;-45.120503652039325
1739209769.0723054;-35.57807855764607
1739209769.0723057;-35.57807855764607
1739209769.0723062;-38.13080360867914
1739209769.0723064;-45.120503652039325
1739209769.0723066;-45.120503652039325
1739209769.072307;-32.816014438256545
1739209769.0723073;-45.120503652039325
1739209769.0723078;-32.816014438256545
1739209769.072308;-31.141103565318915
1739209769.0723085;-38.13080360867914
1739209769.0723088;-38.13080360867914
1739209769.072309;-38.13080360867914
1739209769.0723095;-35.57807855764607
1739209769.0723097;-38.13080360867914
1739209769.0723102;-38.13080360867914
1739209769.0723104;-45.120503652039325
1739209769.072311;-35.57807855764607
1739209769.0723112;-38.13080360867914
1739209769.0723114;-38.13080360867914
1739209769.0723119;-45.120503652039325
1739209769.072312;-45.120503652039325
1739209769.0723126;-45.120503652039325
1739209769.0723128;-45.120503652039325
1739209769.072313;-45.120503652039325
1739209769.0723135;-45.120503652039325
1739209769.0723138;-45.120503652039325
1739209769.0723143;-45.120503652039325
1739209769.0723145;-45.120503652039325
1739209769.072315;-45.120503652039325
1739209769.0723152;-33.981070128970906
1739209769.0723155;-38.13080360867914
1739209769.072316;-38.13080360867914
1739209769.0723162;-33.981070128970906
1739209769.0723166;-45.120503652039325
1739209769.072317;-38.13080360867914
1739209769.0723171;-45.120503652039325
1739209769.0723176;-38.13080360867914
1739209769.0723178;-45.120503652039325
1739209769.0723183;-45.120503652039325
1739209769.0723186;-45.120503652039325
1739209769.072319;-45.120503652039325
1739209769.0723193;-38.13080360867914
1739209769.0723195;-38.13080360867914
1739209769.07232;-38.13080360867914
1739209769.0723202;-45.120503652039325
1739209769.0723207;-32.816014438256545
1739209769.072321;-38.13080360867914
1739209769.0723214;-45.120503652039325
1739209769.0723217;-38.13080360867914
1739209769.072322;-45.120503652039325
1739209769.0723224;-38.13080360867914
1739209769.0723226;-38.13080360867914
1739209769.072323;-38.13080360867914
1739209769.0723233;-38.13080360867914
1739209769.0723236;-38.13080360867914
1739209769.072324;-38.13080360867914
1739209769.0723243;-38.13080360867914
1739209769.0723248;-38.13080360867914
1739209769.072325;-45.120503652039325
1739209769.0723255;-45.120503652039325
1739209769.0723257;-33.981070128970906
1739209769.072326;-45.120503652039325
1739209769.0723264;-45.120503652039325
1739209769.0723267;-45.120503652039325
1739209769.0723271;-45.120503652039325
1739209769.0723274;-38.13080360867914
1739209769.0723279;-38.13080360867914
1739209769.072328;-38.13080360867914
1739209769.0723283;-45.120503652039325
1739209769.0723288;-45.120503652039325
1739209769.072329;-33.981070128970906
1739209769.0723295;-45.120503652039325
1739209769.0723298;-35.57807855764607
1739209769.07233;-28.58837851428586
1739209769.0723305;-38.13080360867914
1739209769.0723307;-38.13080360867914
1739209769.0723312;-38.13080360867914
1739209769.0723314;-38.13080360867914
1739209769.072332;-45.120503652039325
1739209769.0723321;-33.981070128970906
1739209769.0723324;-38.13080360867914
1739209769.0723329;-45.120503652039325
1739209769.072333;-38.13080360867914
1739209769.0723336;-32.816014438256545
1739209769.0723338;-38.13080360867914
1739209769.072334;-45.120503652039325
1739209769.0723345;-38.13080360867914
1739209769.0723348;-45.120503652039325
1739209769.0723352;-45.120503652039325
1739209769.0723355;-45.120503652039325
1739209769.072336;-45.120503652039325
1739209769.0723362;-38.13080360867914
1739209769.0723364;-38.13080360867914
1739209769.072337;-38.13080360867914
1739209769.0723372;-45.120503652039325
1739209769.0723376;-45.120503652039325
1739209769.0723379;-35.57807855764607
1739209769.0723383;-38.13080360867914
1739209769.0723386;-45.120503652039325
1739209769.0723388;-45.120503652039325
1739209769.0723393;-45.120503652039325
1739209769.0723395;-45.120503652039325
1739209769.07234;-38.13080360867914
1739209769.0723403;-45.120503652039325
1739209769.0723405;-45.120503652039325
1739209769.072341;-33.981070128970956
1739209769.0723412;-45.120503652039325
1739209769.0723417;-38.13080360867914
1739209769.072342;-45.120503652039325
