CAN Message; 0x1a7:00009626123811d5
1739209742.1312573;-38.13080360867914
1739209742.1312642;-31.141103565318915
1739209742.1312714;-38.13080360867914
1739209742.1312785;-38.13080360867914
1739209742.1312857;-35.57807855764607
1739209742.1312928;-38.13080360867914
1739209742.1313;-45.120503652039325
1739209742.131307;-45.120503652039325
1739209742.131314;-45.120503652039325
1739209742.1313212;-45.120503652039325
1739209742.1313283;-45.120503652039325
1739209742.1313355;-38.13080360867914
1739209742.1313426;-45.120503652039325
1739209742.1313496;-45.120503652039325
1739209742.1313567;-45.120503652039325
1739209742.1313639;-45.120503652039325
1739209742.131371;-38.13080360867914
1739209742.1313782;-38.13080360867914
1739209742.1313853;-45.120503652039325
1739209742.1313922;-38.13080360867914
1739209742.1313994;-35.57807855764607
1739209742.1314065;-45.120503652039325
1739209742.1314137;-38.13080360867914
1739209742.1314209;-32.816014438256545
1739209742.131428;-38.13080360867914
1739209742.131435;-38.13080360867914
1739209742.131442;-38.13080360867914
1739209742.1314492;-45.120503652039325
1739209742.1314564;-38.13080360867914
1739209742.1314635;-38.13080360867914
1739209742.1314707;-45.120503652039325
1739209742.1314776;-38.13080360867914
1739209742.1314847;-35.57807855764607
1739209742.131492;-45.120503652039325
1739209742.131499;-45.120503652039325
1739209742.1315062;-35.57807855764607
1739209742.1315134;-35.57807855764607
1739209742.1315203;-45.120503652039325
1739209742.1315274;-38.13080360867914
1739209742.1315346;-38.13080360867914
1739209742.1315417;-45.120503652039325
1739209742.131549;-28.58837851428586
1739209742.131556;-35.57807855764607
1739209742.131563;-45.120503652039325
1739209742.13157;-38.13080360867914
1739209742.1315773;-38.13080360867914
1739209742.1315844;-45.120503652039325
1739209742.1315916;-45.120503652039325
1739209742.1315987;-38.13080360867914
1739209742.1316056;-38.13080360867914
1739209742.1316128;-45.120503652039325
1739209742.13162;-45.120503652039325
1739209742.131627;-45.120503652039325
1739209742.1316342;-45.120503652039325
1739209742.1316414;-38.13080360867914
1739209742.1316483;-38.13080360867914
1739209742.1316555;-45.120503652039325
1739209742.1316626;-28.58837851428586
1739209742.1316698;-31.141103565318893
1739209742.131677;-45.120503652039325
1739209742.131684;-38.13080360867914
1739209742.131691;-38.13080360867914
1739209742.1316981;-45.120503652039325
1739209742.1317053;-45.120503652039325
1739209742.1317124;-38.13080360867914
1739209742.1317196;-45.120503652039325
1739209742.1317267;-45.120503652039325
1739209742.1317337;-33.981070128970906
1739209742.1317408;-45.120503652039325
1739209742.131748;-38.13080360867914
1739209742.131755;-35.57807855764607
1739209742.1317623;-45.120503652039325
1739209742.1317694;-38.13080360867914
1739209742.1317763;-38.13080360867914
1739209742.1317835;-45.120503652039325
1739209742.1317906;-45.120503652039325
1739209742.1317978;-38.13080360867914
1739209742.131805;-45.120503652039325
1739209742.131812;-45.120503652039325
1739209742.131819;-38.13080360867914
1739209742.1318262;-38.13080360867914
1739209742.1318333;-33.981070128970906
1739209742.1318405;-38.13080360867914
1739209742.1318476;-33.981070128970906
1739209742.1318548;-35.57807855764607
1739209742.1318617;-45.120503652039325
1739209742.1318688;-45.120503652039325
1739209742.131876;-45.120503652039325
1739209742.1318831;-31.141103565318915
1739209742.1318903;-45.120503652039325
1739209742.1318974;-45.120503652039325
1739209742.1319044;-38.13080360867914
1739209742.1319115;-35.57807855764607
1739209742.1319187;-45.120503652039325
1739209742.1319258;-45.120503652039325
1739209742.131933;-38.13080360867914
1739209742.1319401;-45.120503652039325
1739209742.131947;-38.13080360867914
1739209742.1319542;-35.57807855764607
1739209742.1319613;-45.120503652039325
1739209742.1319685;-45.120503652039325
1739209742.1319757;-33.981070128970906
1739209742.1319828;-38.13080360867914
1739209742.1319897;-38.13080360867914
1739209742.1319969;-35.57807855764607
1739209742.132004;-45.120503652039325
1739209742.1320112;-45.120503652039325
1739209742.1320183;-45.120503652039325
1739209742.1320255;-45.120503652039325
1739209742.1320324;-45.120503652039325
1739209742.1320395;-38.13080360867914
1739209742.1320467;-38.13080360867914
1739209742.1320539;-45.120503652039325
1739209742.132061;-38.13080360867914
1739209742.1320682;-32.816014438256545
1739209742.132075;-38.13080360867914
1739209742.1320822;-38.13080360867914
1739209742.1320894;-45.120503652039325
1739209742.1320965;-32.816014438256545
1739209742.1321037;-45.120503652039325
1739209742.1321108;-45.120503652039325
1739209742.1321177;-38.13080360867914
1739209742.132125;-45.120503652039325
1739209742.132132;-45.120503652039325
1739209742.1321392;-45.120503652039325
1739209742.1321464;-38.13080360867914
1739209742.1321535;-33.981070128970906
1739209742.1321604;-38.13080360867914
1739209742.1321676;-45.120503652039325
1739209742.1321747;-38.13080360867914
1739209742.132182;-38.13080360867914
1739209742.132189;-45.120503652039325
1739209742.1321962;-45.120503652039325
1739209742.132203;-45.120503652039325
1739209742.1322103;-45.120503652039325
1739209742.1322174;-45.120503652039325
1739209742.1322246;-45.120503652039325
1739209742.1322317;-38.13080360867914
1739209742.1322389;-35.57807855764607
1739209742.1322458;-45.120503652039325
1739209742.132253;-45.120503652039325
1739209742.13226;-38.13080360867914
1739209742.1322672;-45.120503652039325
1739209742.1322744;-45.120503652039325
1739209742.1322815;-45.120503652039325
1739209742.1322885;-33.981070128970906
1739209742.1322956;-45.120503652039325
1739209742.1323028;-38.13080360867914
1739209742.13231;-45.120503652039325
1739209742.132317;-38.13080360867914
1739209742.1323242;-45.120503652039325
1739209742.1323311;-45.120503652039325
1739209742.1323383;-45.120503652039325
1739209742.1323454;-45.120503652039325
1739209742.1323526;-38.13080360867914
1739209742.1323597;-33.981070128970906
1739209742.132367;-38.13080360867914
1739209742.1323738;-45.120503652039325
1739209742.132381;-38.13080360867914
1739209742.132388;-35.57807855764607
1739209742.1323953;-38.13080360867914
1739209742.1324024;-45.120503652039325
1739209742.1324096;-45.120503652039325
1739209742.1324167;-45.120503652039325
1739209742.1324236;-45.120503652039325
1739209742.1324308;-45.120503652039325
1739209742.132438;-45.120503652039325
1739209742.132445;-38.13080360867914
1739209742.1324522;-30.49652367304973
1739209742.1324594;-38.13080360867914
1739209742.1324663;-45.120503652039325
1739209742.1324735;-31.141103565318915
1739209742.1324806;-35.57807855764607
1739209742.1324878;-38.13080360867914
1739209742.132495;-38.13080360867914
1739209742.132502;-31.141103565318915
1739209742.132509;-35.57807855764607
1739209742.1325161;-45.120503652039325
1739209742.1325233;-45.120503652039325
1739209742.1325305;-33.981070128970906
1739209742.1325376;-45.120503652039325
1739209742.1325448;-38.13080360867914
1739209742.1325517;-45.120503652039325
1739209742.1325588;-38.13080360867914
1739209742.132566;-35.57807855764607
1739209742.1325731;-45.120503652039325
1739209742.1325803;-38.13080360867914
1739209742.1325874;-45.120503652039325
1739209742.1325943;-45.120503652039325
1739209742.1326015;-45.120503652039325
1739209742.1326087;-45.120503652039325
1739209742.1326158;-45.120503652039325
1739209742.132623;-45.120503652039325
1739209742.13263;-45.120503652039325
1739209742.132637;-38.13080360867914
1739209742.1326442;-27.267205301931607
1739209742.1326513;-38.13080360867914
1739209742.1326585;-45.120503652039325
1739209742.1326656;-45.120503652039325
1739209742.1326728;-45.120503652039325
1739209742.1326797;-45.120503652039325
1739209742.1326869;-38.13080360867914
1739209742.132694;-35.57807855764607
1739209742.1327012;-33.981070128970956
1739209742.1327083;-45.120503652039325
1739209742.1327155;-45.120503652039325
1739209742.1327224;-45.120503652039325
1739209742.1327295;-38.13080360867914
1739209742.1327367;-35.57807855764607
1739209742.1327438;-38.13080360867914
1739209742.132751;-45.120503652039325
1739209742.1327581;-28.992665084841942
1739209742.132765;-35.57807855764607
1739209742.1327722;-45.120503652039325
1739209742.1327794;-45.120503652039325
1739209742.1327865;-38.13080360867914
1739209742.1327937;-38.13080360867914
1739209742.1328008;-45.120503652039325
1739209742.1328077;-45.120503652039325
1739209742.132815;-45.120503652039325
1739209742.132822;-45.120503652039325
1739209742.1328292;-45.120503652039325
1739209742.1328363;-45.120503652039325
1739209742.1328435;-45.120503652039325
1739209742.1328504;-45.120503652039325
1739209742.1328576;-45.120503652039325
1739209742.1328647;-45.120503652039325
1739209742.1328719;-38.13080360867914
1739209742.132879;-33.981070128970906
1739209742.1328862;-38.13080360867914
1739209742.132893;-38.13080360867914
1739209742.1329002;-33.981070128970906
1739209742.1329074;-35.57807855764607
1739209742.1329145;-38.13080360867914
1739209742.1329217;-45.120503652039325
1739209742.1329288;-32.816014438256545
1739209742.1329358;-32.816014438256545
1739209742.132943;-45.120503652039325
1739209742.13295;-45.120503652039325
1739209742.1329572;-38.13080360867914
1739209742.1329644;-35.57807855764607
1739209742.1329715;-38.13080360867914
1739209742.1329784;-38.13080360867914
1739209742.1329856;-45.120503652039325
1739209742.1329927;-45.120503652039325
1739209742.133;-45.120503652039325
1739209742.133007;-45.120503652039325
1739209742.1330142;-45.120503652039325
1739209742.133021;-45.120503652039325
1739209742.1330283;-35.57807855764607
1739209742.1330354;-38.13080360867914
1739209742.1330426;-32.816014438256545
1739209742.1330497;-32.816014438256545
1739209742.1330569;-45.120503652039325
1739209742.1330638;-38.13080360867914
1739209742.133071;-35.57807855764607
1739209742.133078;-38.13080360867914
1739209742.1330853;-45.120503652039325
1739209742.1330924;-32.816014438256545
1739209742.1330996;-45.120503652039325
1739209742.1331065;-35.57807855764607
1739209742.1331136;-35.57807855764607
1739209742.1331208;-38.13080360867914
1739209742.133128;-45.120503652039325
1739209742.133135;-45.120503652039325
1739209742.1331422;-38.13080360867914
1739209742.1331491;-45.120503652039325
1739209742.1331563;-38.13080360867914
1739209742.1331635;-29.438486411369333
1739209742.1331706;-45.120503652039325
1739209742.1331778;-45.120503652039325
1739209742.133185;-33.981070128970906
1739209742.1331918;-45.120503652039325
1739209742.133199;-38.13080360867914
1739209742.1332061;-38.13080360867914
1739209742.1332133;-45.120503652039325
1739209742.1332204;-45.120503652039325
1739209742.1332276;-45.120503652039325
1739209742.1332345;-38.13080360867914
1739209742.1332417;-38.13080360867914
1739209742.1332488;-35.57807855764607
1739209742.133256;-45.120503652039325
1739209742.133263;-31.141103565318915
1739209742.1332703;-33.981070128970906
1739209742.1332772;-45.120503652039325
1739209742.1332843;-33.981070128970906
1739209742.1332915;-38.13080360867914
1739209742.1332986;-38.13080360867914
1739209742.1333058;-45.120503652039325
1739209742.133313;-45.120503652039325
1739209742.1333199;-45.120503652039325
1739209742.133327;-38.13080360867914
1739209742.1333342;-32.816014438256545
1739209742.1333413;-45.120503652039325
1739209742.1333485;-45.120503652039325
1739209742.1333556;-35.57807855764607
1739209742.1333625;-32.816014438256545
1739209742.1333697;-45.120503652039325
1739209742.1333768;-45.120503652039325
1739209742.133384;-38.13080360867914
1739209742.1333911;-45.120503652039325
1739209742.1333983;-38.13080360867914
1739209742.1334052;-45.120503652039325
1739209742.1334124;-33.981070128970906
1739209742.1334195;-38.13080360867914
1739209742.1334267;-38.13080360867914
1739209742.1334338;-45.120503652039325
1739209742.133441;-38.13080360867914
1739209742.133448;-35.57807855764607
1739209742.133455;-45.120503652039325
1739209742.1334622;-45.120503652039325
1739209742.1334693;-45.120503652039325
1739209742.1334765;-45.120503652039325
1739209742.1334836;-45.120503652039325
1739209742.1334906;-45.120503652039325
1739209742.1334977;-45.120503652039325
1739209742.1335049;-45.120503652039325
1739209742.133512;-45.120503652039325
1739209742.1335192;-45.120503652039325
1739209742.1335263;-45.120503652039325
1739209742.1335332;-33.981070128970906
1739209742.1335404;-45.120503652039325
1739209742.1335475;-45.120503652039325
1739209742.1335547;-45.120503652039325
1739209742.1335618;-45.120503652039325
1739209742.133569;-38.13080360867914
1739209742.133576;-38.13080360867914
1739209742.133583;-45.120503652039325
1739209742.1335902;-45.120503652039325
1739209742.1335974;-38.13080360867914
1739209742.1336045;-45.120503652039325
1739209742.1336117;-38.13080360867914
1739209742.1336186;-38.13080360867914
1739209742.1336257;-33.981070128970906
1739209742.133633;-45.120503652039325
1739209742.13364;-38.13080360867914
1739209742.1336472;-38.13080360867914
1739209742.1336544;-45.120503652039325
1739209742.1336613;-45.120503652039325
1739209742.1336684;-45.120503652039325
1739209742.1336756;-45.120503652039325
1739209742.1336827;-38.13080360867914
1739209742.1336899;-38.13080360867914
1739209742.133697;-38.13080360867914
1739209742.133704;-45.120503652039325
1739209742.133711;-45.120503652039325
1739209742.1337183;-45.120503652039325
1739209742.1337254;-38.13080360867914
1739209742.1337326;-38.13080360867914
1739209742.1337397;-33.981070128970906
1739209742.1337466;-45.120503652039325
1739209742.1337538;-45.120503652039325
1739209742.133761;-45.120503652039325
1739209742.133768;-33.981070128970906
1739209742.1337752;-38.13080360867914
1739209742.1337824;-45.120503652039325
1739209742.1337893;-45.120503652039325
1739209742.1337965;-33.981070128970906
1739209742.1338036;-45.120503652039325
1739209742.1338108;-45.120503652039325
1739209742.133818;-45.120503652039325
1739209742.133825;-38.13080360867914
1739209742.133832;-45.120503652039325
1739209742.1338391;-32.816014438256545
1739209742.1338463;-32.816014438256545
1739209742.1338534;-38.13080360867914
1739209742.1338606;-45.120503652039325
1739209742.1338677;-38.13080360867914
1739209742.1338747;-38.13080360867914
1739209742.1338818;-38.13080360867914
1739209742.133889;-45.120503652039325
1739209742.133896;-35.57807855764607
1739209742.1339033;-35.57807855764607
1739209742.1339104;-45.120503652039325
1739209742.1339173;-38.13080360867914
1739209742.1339245;-38.13080360867914
1739209742.1339316;-38.13080360867914
1739209742.1339388;-38.13080360867914
1739209742.133946;-45.120503652039325
1739209742.133953;-38.13080360867914
1739209742.13396;-35.57807855764607
1739209742.1339672;-45.120503652039325
1739209742.1339743;-45.120503652039325
1739209742.1339815;-28.992665084841942
1739209742.1339886;-38.13080360867914
1739209742.1339958;-38.13080360867914
1739209742.1340027;-45.120503652039325
1739209742.1340098;-38.13080360867914
1739209742.134017;-35.57807855764607
1739209742.1340241;-28.992665084841942
1739209742.1340313;-35.57807855764607
1739209742.1340384;-45.120503652039325
1739209742.1340454;-38.13080360867914
1739209742.1340525;-35.57807855764607
1739209742.1340597;-45.120503652039325
1739209742.1340668;-45.120503652039325
1739209742.134074;-35.57807855764607
1739209742.1340811;-30.49652367304976
1739209742.134088;-45.120503652039325
1739209742.1340952;-33.981070128970906
1739209742.1341023;-38.13080360867914
1739209742.1341095;-38.13080360867914
1739209742.1341166;-45.120503652039325
1739209742.1341238;-38.13080360867914
1739209742.1341307;-45.120503652039325
1739209742.1341379;-33.981070128970906
1739209742.134145;-38.13080360867914
1739209742.1341522;-45.120503652039325
1739209742.1341593;-45.120503652039325
1739209742.1341665;-33.981070128970906
1739209742.1341734;-45.120503652039325
1739209742.1341805;-38.13080360867914
1739209742.1341877;-45.120503652039325
1739209742.1341949;-45.120503652039325
1739209742.134202;-45.120503652039325
1739209742.1342092;-45.120503652039325
1739209742.134216;-45.120503652039325
1739209742.1342232;-38.13080360867914
1739209742.1342304;-38.13080360867914
1739209742.1342375;-45.120503652039325
1739209742.1342447;-45.120503652039325
1739209742.1342518;-45.120503652039325
1739209742.134259;-45.120503652039325
1739209742.134266;-38.13080360867914
1739209742.134273;-45.120503652039325
1739209742.1342802;-45.120503652039325
1739209742.1342874;-45.120503652039325
1739209742.1342945;-45.120503652039325
1739209742.1343017;-45.120503652039325
1739209742.1343086;-30.49652367304973
1739209742.1343157;-31.141103565318893
1739209742.134323;-38.13080360867914
1739209742.13433;-38.13080360867914
1739209742.1343372;-38.13080360867914
1739209742.1343443;-35.57807855764607
1739209742.1343513;-45.120503652039325
1739209742.1343584;-38.13080360867914
1739209742.1343656;-45.120503652039325
1739209742.1343727;-38.13080360867914
1739209742.1343799;-38.13080360867914
1739209742.134387;-45.120503652039325
1739209742.134394;-45.120503652039325
1739209742.134401;-38.13080360867914
1739209742.1344082;-38.13080360867914
1739209742.1344154;-45.120503652039325
1739209742.1344225;-31.141103565318893
1739209742.1344297;-28.21854285175415
1739209742.1344366;-45.120503652039325
1739209742.1344438;-45.120503652039325
1739209742.134451;-35.57807855764607
1739209742.134458;-33.981070128970906
1739209742.1344652;-38.13080360867914
1739209742.1344724;-32.816014438256545
1739209742.1344793;-45.120503652039325
1739209742.1344864;-38.13080360867914
1739209742.1344936;-35.57807855764607
1739209742.1345007;-32.816014438256545
1739209742.134508;-45.120503652039325
1739209742.134515;-45.120503652039325
1739209742.134522;-45.120503652039325
1739209742.134529;-38.13080360867914
1739209742.1345363;-38.13080360867914
1739209742.1345434;-35.57807855764607
1739209742.1345506;-45.120503652039325
1739209742.1345577;-45.120503652039325
1739209742.1345646;-45.120503652039325
1739209742.1345718;-45.120503652039325
1739209742.134579;-38.13080360867914
1739209742.134586;-38.13080360867914
1739209742.1345932;-45.120503652039325
1739209742.1346004;-45.120503652039325
1739209742.1346073;-38.13080360867914
1739209742.1346145;-38.13080360867914
1739209742.1346216;-45.120503652039325
1739209742.1346288;-45.120503652039325
1739209742.134636;-45.120503652039325
1739209742.134643;-38.13080360867914
1739209742.13465;-45.120503652039325
1739209742.1346571;-45.120503652039325
1739209742.1346643;-45.120503652039325
1739209742.1346714;-38.13080360867914
1739209742.1346786;-45.120503652039325
1739209742.1346858;-45.120503652039325
1739209742.1346927;-35.57807855764607
1739209742.1346998;-31.141103565318893
1739209742.134707;-45.120503652039325
1739209742.1347141;-32.816014438256545
1739209742.1347213;-45.120503652039325
1739209742.1347284;-38.13080360867914
1739209742.1347353;-38.13080360867914
1739209742.1347425;-38.13080360867914
1739209742.1347497;-38.13080360867914
1739209742.1347568;-38.13080360867914
1739209742.134764;-45.120503652039325
1739209742.134771;-45.120503652039325
1739209742.134778;-38.13080360867914
1739209742.1347852;-32.816014438256545
1739209742.1347923;-45.120503652039325
1739209742.1347995;-45.120503652039325
1739209742.1348066;-45.120503652039325
1739209742.1348138;-45.120503652039325
1739209742.1348207;-38.13080360867914
1739209742.1348279;-38.13080360867914
1739209742.134835;-35.57807855764607
1739209742.1348422;-45.120503652039325
1739209742.1348493;-38.13080360867914
1739209742.1348565;-35.57807855764607
1739209742.1348634;-38.13080360867914
1739209742.1348705;-45.120503652039325
1739209742.1348777;-38.13080360867914
1739209742.1348848;-38.13080360867914
1739209742.134892;-45.120503652039325
1739209742.1348991;-45.120503652039325
1739209742.134906;-45.120503652039325
1739209742.1349132;-45.120503652039325
1739209742.1349204;-38.13080360867914
1739209742.1349275;-45.120503652039325
1739209742.1349347;-38.13080360867914
1739209742.1349418;-30.49652367304973
1739209742.1349487;-45.120503652039325
1739209742.134956;-45.120503652039325
1739209742.134963;-35.57807855764607
1739209742.1349702;-32.816014438256545
1739209742.1349773;-38.13080360867914
1739209742.1349845;-45.120503652039325
1739209742.1349914;-45.120503652039325
1739209742.1349986;-45.120503652039325
1739209742.1350057;-45.120503652039325
1739209742.1350129;-45.120503652039325
1739209742.13502;-38.13080360867914
1739209742.1350272;-45.120503652039325
1739209742.135034;-45.120503652039325
1739209742.1350412;-38.13080360867914
1739209742.1350484;-45.120503652039325
1739209742.1350555;-38.13080360867914
1739209742.1350627;-35.57807855764607
1739209742.1350698;-38.13080360867914
1739209742.1350768;-38.13080360867914
1739209742.135084;-35.57807855764607
1739209742.135091;-38.13080360867914
1739209742.1350982;-45.120503652039325
1739209742.1351054;-45.120503652039325
1739209742.1351125;-45.120503652039325
1739209742.1351194;-38.13080360867914
1739209742.1351266;-38.13080360867914
1739209742.1351337;-45.120503652039325
1739209742.135141;-45.120503652039325
1739209742.135148;-38.13080360867914
1739209742.1351552;-35.57807855764607
1739209742.135162;-38.13080360867914
1739209742.1351693;-45.120503652039325
1739209742.1351764;-45.120503652039325
1739209742.1351836;-38.13080360867914
1739209742.1351907;-45.120503652039325
1739209742.1351979;-45.120503652039325
1739209742.1352048;-38.13080360867914
1739209742.135212;-38.13080360867914
1739209742.135219;-45.120503652039325
1739209742.1352262;-45.120503652039325
1739209742.1352334;-31.141103565318915
1739209742.1352406;-35.57807855764607
1739209742.1352475;-38.13080360867914
1739209742.1352546;-45.120503652039325
1739209742.1352618;-32.816014438256545
1739209742.135269;-35.57807855764607
1739209742.135276;-45.120503652039325
1739209742.1352832;-38.13080360867914
1739209742.1352901;-45.120503652039325
1739209742.1352973;-38.13080360867914
1739209742.1353045;-38.13080360867914
1739209742.1353116;-45.120503652039325
1739209742.1353188;-38.13080360867914
1739209742.135326;-45.120503652039325
1739209742.1353328;-38.13080360867914
1739209742.13534;-45.120503652039325
1739209742.1353471;-35.57807855764607
1739209742.1353543;-38.13080360867914
1739209742.1353614;-45.120503652039325
1739209742.1353686;-38.13080360867914
1739209742.1353755;-35.57807855764607
1739209742.1353827;-38.13080360867914
1739209742.1353898;-45.120503652039325
1739209742.135397;-45.120503652039325
1739209742.135404;-45.120503652039325
1739209742.1354113;-38.13080360867914
1739209742.1354182;-38.13080360867914
1739209742.1354253;-33.981070128970906
1739209742.1354325;-45.120503652039325
1739209742.1354396;-38.13080360867914
1739209742.1354468;-35.57807855764607
1739209742.135454;-35.57807855764607
1739209742.1354609;-38.13080360867914
1739209742.135468;-45.120503652039325
1739209742.1354752;-32.816014438256545
1739209742.1354823;-35.57807855764607
1739209742.1354895;-38.13080360867914
1739209742.1354966;-45.120503652039325
1739209742.1355035;-45.120503652039325
1739209742.1355107;-38.13080360867914
1739209742.1355178;-30.49652367304973
1739209742.135525;-32.816014438256545
1739209742.1355321;-45.120503652039325
1739209742.1355393;-45.120503652039325
1739209742.1355462;-35.57807855764607
1739209742.1355534;-38.13080360867914
1739209742.1355605;-38.13080360867914
1739209742.1355677;-38.13080360867914
1739209742.1355748;-38.13080360867914
1739209742.135582;-45.120503652039325
1739209742.135589;-32.816014438256545
1739209742.135596;-45.120503652039325
1739209742.1356032;-45.120503652039325
1739209742.1356103;-45.120503652039325
1739209742.1356175;-38.13080360867914
1739209742.1356246;-33.981070128970906
1739209742.1356316;-35.57807855764607
1739209742.1356387;-35.57807855764607
1739209742.1356459;-38.13080360867914
1739209742.135653;-45.120503652039325
1739209742.1356602;-45.120503652039325
1739209742.1356673;-45.120503652039325
1739209742.1356742;-45.120503652039325
1739209742.1356814;-38.13080360867914
1739209742.1356885;-38.13080360867914
1739209742.1356957;-38.13080360867914
1739209742.1357028;-38.13080360867914
1739209742.13571;-38.13080360867914
1739209742.135717;-35.57807855764607
1739209742.135724;-35.57807855764607
1739209742.1357312;-45.120503652039325
1739209742.1357384;-45.120503652039325
1739209742.1357455;-45.120503652039325
1739209742.1357527;-45.120503652039325
1739209742.1357596;-45.120503652039325
1739209742.1357667;-45.120503652039325
1739209742.135774;-45.120503652039325
1739209742.135781;-38.13080360867914
1739209742.1357882;-38.13080360867914
1739209742.1357954;-45.120503652039325
1739209742.1358023;-35.57807855764607
1739209742.1358094;-26.991370085610736
1739209742.1358166;-45.120503652039325
1739209742.1358237;-45.120503652039325
1739209742.1358309;-35.57807855764607
1739209742.135838;-35.57807855764607
1739209742.135845;-45.120503652039325
1739209742.135852;-45.120503652039325
1739209742.1358593;-45.120503652039325
1739209742.1358664;-38.13080360867914
1739209742.1358736;-38.13080360867914
1739209742.1358807;-45.120503652039325
1739209742.1358876;-45.120503652039325
1739209742.1358948;-45.120503652039325
1739209742.135902;-38.13080360867914
1739209742.135909;-45.120503652039325
1739209742.1359162;-35.57807855764607
1739209742.1359234;-26.991370085610736
1739209742.1359303;-45.120503652039325
1739209742.1359375;-45.120503652039325
1739209742.1359446;-38.13080360867914
1739209742.1359518;-38.13080360867914
1739209742.135959;-45.120503652039325
1739209742.135966;-45.120503652039325
1739209742.135973;-38.13080360867914
1739209742.1359801;-45.120503652039325
1739209742.1359873;-45.120503652039325
1739209742.1359944;-45.120503652039325
1739209742.1360016;-38.13080360867914
1739209742.1360087;-38.13080360867914
1739209742.1360157;-38.13080360867914
1739209742.1360228;-45.120503652039325
1739209742.13603;-33.981070128970906
1739209742.136037;-32.816014438256545
1739209742.1360443;-45.120503652039325
1739209742.1360514;-45.120503652039325
1739209742.1360583;-38.13080360867914
1739209742.1360655;-45.120503652039325
1739209742.1360726;-45.120503652039325
1739209742.1360798;-45.120503652039325
1739209742.136087;-38.13080360867914
1739209742.136094;-32.816014438256545
1739209742.1361012;-35.57807855764607
1739209742.1361082;-38.13080360867914
1739209742.1361153;-38.13080360867914
1739209742.1361225;-32.816014438256545
1739209742.1361296;-45.120503652039325
1739209742.1361368;-38.13080360867914
1739209742.136144;-38.13080360867914
1739209742.1361508;-45.120503652039325
1739209742.136158;-38.13080360867914
1739209742.1361651;-38.13080360867914
1739209742.1361723;-45.120503652039325
1739209742.1361794;-45.120503652039325
