CAN Message; 0x77:855ef2c6387f06cf
1739209605.4442294;-35.57807855764607
1739209605.4442384;-38.13080360867914
1739209605.4442472;-33.981070128970956
1739209605.444256;-45.120503652039325
1739209605.4442651;-35.57807855764607
1739209605.444274;-38.13080360867914
1739209605.444283;-35.57807855764607
1739209605.4442918;-38.13080360867914
1739209605.4443007;-38.13080360867914
1739209605.4443097;-38.13080360867914
1739209605.4443185;-26.991370085610722
1739209605.4443274;-38.13080360867914
1739209605.4443364;-45.120503652039325
1739209605.4443452;-35.57807855764607
1739209605.4443543;-38.13080360867914
1739209605.444363;-45.120503652039325
1739209605.444372;-38.13080360867914
1739209605.444381;-35.57807855764607
1739209605.4443898;-33.981070128970956
1739209605.4443986;-38.13080360867914
1739209605.4444077;-35.57807855764607
1739209605.4444165;-38.13080360867914
1739209605.4444256;-38.13080360867914
1739209605.4444344;-38.13080360867914
1739209605.4444432;-32.816014438256545
1739209605.4444523;-33.981070128970906
1739209605.444461;-38.13080360867914
1739209605.44447;-35.57807855764607
1739209605.444479;-38.13080360867914
1739209605.4444878;-33.981070128970906
1739209605.4444969;-45.120503652039325
1739209605.4445057;-45.120503652039325
1739209605.4445145;-38.13080360867914
1739209605.4445236;-35.57807855764607
1739209605.4445324;-38.13080360867914
1739209605.4445412;-38.13080360867914
1739209605.4445503;-38.13080360867914
1739209605.444559;-38.13080360867914
1739209605.4445682;-38.13080360867914
1739209605.444577;-38.13080360867914
1739209605.4445858;-38.13080360867914
1739209605.4445949;-35.57807855764607
1739209605.4446037;-45.120503652039325
1739209605.4446125;-45.120503652039325
1739209605.4446216;-32.816014438256545
1739209605.4446304;-38.13080360867914
1739209605.4446394;-45.120503652039325
1739209605.4446483;-45.120503652039325
1739209605.444657;-33.981070128970906
1739209605.4446661;-38.13080360867914
1739209605.444675;-35.57807855764607
1739209605.4446838;-38.13080360867914
1739209605.4446929;-45.120503652039325
1739209605.4447017;-35.57807855764607
1739209605.4447107;-45.120503652039325
1739209605.4447196;-38.13080360867914
1739209605.4447284;-45.120503652039325
1739209605.4447374;-33.981070128970906
1739209605.4447463;-45.120503652039325
1739209605.444755;-45.120503652039325
1739209605.4447641;-32.816014438256545
1739209605.444773;-35.57807855764607
1739209605.444782;-45.120503652039325
1739209605.4447908;-45.120503652039325
1739209605.4447997;-35.57807855764607
1739209605.4448087;-38.13080360867914
1739209605.4448175;-38.13080360867914
1739209605.4448264;-38.13080360867914
1739209605.4448354;-45.120503652039325
1739209605.4448442;-38.13080360867914
1739209605.4448533;-38.13080360867914
1739209605.4448621;-38.13080360867914
1739209605.444871;-45.120503652039325
1739209605.44488;-33.981070128970906
1739209605.4448888;-45.120503652039325
1739209605.4448977;-45.120503652039325
1739209605.4449067;-38.13080360867914
1739209605.4449155;-45.120503652039325
1739209605.4449246;-45.120503652039325
1739209605.4449334;-38.13080360867914
1739209605.4449422;-35.57807855764607
1739209605.4449513;-38.13080360867914
1739209605.44496;-35.57807855764607
1739209605.444969;-35.57807855764607
1739209605.444978;-38.13080360867914
1739209605.4449868;-33.981070128970906
1739209605.4449956;-33.981070128970906
1739209605.4450047;-45.120503652039325
1739209605.4450135;-38.13080360867914
1739209605.4450226;-33.981070128970906
1739209605.4450314;-38.13080360867914
1739209605.4450402;-32.816014438256545
1739209605.4450493;-45.120503652039325
1739209605.445058;-45.120503652039325
1739209605.445067;-38.13080360867914
1739209605.445076;-38.13080360867914
1739209605.4450848;-45.120503652039325
1739209605.4450939;-38.13080360867914
1739209605.4451027;-45.120503652039325
1739209605.4451115;-38.13080360867914
1739209605.4451206;-38.13080360867914
1739209605.4451294;-38.13080360867914
1739209605.4451382;-45.120503652039325
1739209605.4451473;-45.120503652039325
1739209605.445156;-38.13080360867914
1739209605.4451652;-35.57807855764607
1739209605.445174;-38.13080360867914
1739209605.4451828;-38.13080360867914
1739209605.4451919;-33.981070128970906
1739209605.4452007;-38.13080360867914
1739209605.4452095;-45.120503652039325
1739209605.4452186;-32.816014438256545
1739209605.4452274;-38.13080360867914
1739209605.4452364;-45.120503652039325
1739209605.4452453;-45.120503652039325
1739209605.445254;-38.13080360867914
1739209605.4452631;-38.13080360867914
1739209605.445272;-38.13080360867914
1739209605.4452808;-45.120503652039325
1739209605.4452899;-45.120503652039325
1739209605.4452987;-45.120503652039325
1739209605.4453077;-38.13080360867914
1739209605.4453166;-38.13080360867914
1739209605.4453254;-33.981070128970906
1739209605.4453344;-33.981070128970906
1739209605.4453433;-45.120503652039325
1739209605.445352;-35.57807855764607
1739209605.4453611;-35.57807855764607
1739209605.44537;-38.13080360867914
1739209605.445379;-38.13080360867914
1739209605.4453878;-45.120503652039325
1739209605.4453967;-38.13080360867914
1739209605.4454057;-38.13080360867914
1739209605.4454145;-45.120503652039325
1739209605.4454234;-45.120503652039325
1739209605.4454324;-38.13080360867914
1739209605.4454412;-38.13080360867914
1739209605.4454503;-45.120503652039325
1739209605.4454591;-38.13080360867914
1739209605.445468;-45.120503652039325
1739209605.445477;-45.120503652039325
1739209605.4454858;-38.13080360867914
1739209605.4454947;-38.13080360867914
1739209605.4455037;-38.13080360867914
1739209605.4455125;-38.13080360867914
1739209605.4455216;-38.13080360867914
1739209605.4455304;-38.13080360867914
1739209605.4455392;-38.13080360867914
1739209605.4455483;-38.13080360867914
1739209605.445557;-45.120503652039325
1739209605.445566;-45.120503652039325
1739209605.445575;-38.13080360867914
1739209605.4455838;-38.13080360867914
1739209605.4455929;-45.120503652039325
1739209605.4456017;-38.13080360867914
1739209605.4456105;-38.13080360867914
1739209605.4456196;-32.81601443825658
1739209605.4456284;-45.120503652039325
1739209605.4456372;-38.13080360867914
1739209605.4456463;-38.13080360867914
1739209605.445655;-45.120503652039325
1739209605.4456642;-45.120503652039325
1739209605.445673;-38.13080360867914
1739209605.4456818;-35.57807855764607
1739209605.4456909;-31.141103565318915
1739209605.4456997;-45.120503652039325
1739209605.4457085;-38.13080360867914
1739209605.4457176;-38.13080360867914
1739209605.4457264;-38.13080360867914
1739209605.4457355;-38.13080360867914
1739209605.4457443;-38.13080360867914
1739209605.445753;-38.13080360867914
1739209605.4457622;-32.81601443825658
1739209605.445771;-45.120503652039325
1739209605.4457798;-35.57807855764607
1739209605.4457889;-38.13080360867914
1739209605.4457977;-45.120503652039325
1739209605.4458067;-38.13080360867914
1739209605.4458156;-38.13080360867914
1739209605.4458244;-38.13080360867914
1739209605.4458334;-27.267205301931607
1739209605.4458423;-45.120503652039325
1739209605.445851;-45.120503652039325
1739209605.4458601;-38.13080360867914
1739209605.445869;-35.57807855764607
1739209605.445878;-45.120503652039325
1739209605.4458869;-35.57807855764607
1739209605.4458957;-35.57807855764607
1739209605.4459047;-31.141103565318943
1739209605.4459136;-38.13080360867914
1739209605.4459224;-38.13080360867914
1739209605.4459314;-38.13080360867914
1739209605.4459403;-45.120503652039325
1739209605.4459493;-45.120503652039325
1739209605.4459581;-45.120503652039325
1739209605.445967;-38.13080360867914
1739209605.445976;-28.58837851428586
1739209605.4459848;-38.13080360867914
1739209605.4459937;-45.120503652039325
1739209605.4460027;-38.13080360867914
1739209605.4460115;-33.981070128970906
1739209605.4460206;-45.120503652039325
1739209605.4460294;-38.13080360867914
1739209605.4460382;-45.120503652039325
1739209605.4460473;-45.120503652039325
1739209605.4460561;-45.120503652039325
1739209605.446065;-32.816014438256545
1739209605.446074;-38.13080360867914
1739209605.4460828;-45.120503652039325
1739209605.446092;-45.120503652039325
1739209605.4461007;-38.13080360867914
1739209605.4461095;-38.13080360867914
1739209605.4461186;-38.13080360867914
1739209605.4461274;-45.120503652039325
1739209605.4461362;-32.816014438256545
1739209605.4461453;-45.120503652039325
1739209605.446154;-45.120503652039325
1739209605.446163;-38.13080360867914
1739209605.446172;-45.120503652039325
1739209605.4461808;-45.120503652039325
1739209605.4461899;-29.438486411369333
1739209605.4461987;-31.141103565318893
1739209605.4462075;-38.13080360867914
1739209605.4462166;-35.57807855764607
1739209605.4462254;-38.13080360867914
1739209605.4462342;-38.13080360867914
1739209605.4462433;-45.120503652039325
1739209605.446252;-33.981070128970906
1739209605.4462612;-38.13080360867914
1739209605.44627;-45.120503652039325
1739209605.4462788;-35.57807855764607
1739209605.4462879;-45.120503652039325
1739209605.4462967;-45.120503652039325
1739209605.4463055;-38.13080360867914
1739209605.4463146;-45.120503652039325
1739209605.4463234;-38.13080360867914
1739209605.4463325;-31.141103565318893
1739209605.4463413;-32.816014438256545
1739209605.44635;-45.120503652039325
1739209605.4463592;-38.13080360867914
1739209605.446368;-38.13080360867914
1739209605.4463768;-45.120503652039325
1739209605.4463859;-45.120503652039325
1739209605.4463947;-38.13080360867914
1739209605.4464037;-45.120503652039325
1739209605.4464126;-45.120503652039325
1739209605.4464214;-45.120503652039325
1739209605.4464304;-45.120503652039325
1739209605.4464393;-45.120503652039325
1739209605.446448;-35.57807855764607
1739209605.4464571;-45.120503652039325
1739209605.446466;-38.13080360867914
1739209605.446475;-38.13080360867914
1739209605.4464839;-38.13080360867914
1739209605.4464927;-38.13080360867914
1739209605.4465017;-45.120503652039325
1739209605.4465106;-45.120503652039325
1739209605.4465194;-45.120503652039325
1739209605.4465284;-35.57807855764607
1739209605.4465373;-38.13080360867914
1739209605.4465463;-38.13080360867914
1739209605.4465551;-35.57807855764607
1739209605.446564;-35.57807855764607
1739209605.446573;-35.57807855764607
1739209605.4465818;-38.13080360867914
1739209605.4465907;-33.981070128970906
1739209605.4465997;-38.13080360867914
1739209605.4466085;-30.49652367304973
1739209605.4466176;-45.120503652039325
1739209605.4466264;-45.120503652039325
1739209605.4466352;-38.13080360867914
1739209605.4466443;-38.13080360867914
1739209605.4466531;-45.120503652039325
1739209605.446662;-45.120503652039325
1739209605.446671;-38.13080360867914
1739209605.4466798;-45.120503652039325
1739209605.446689;-45.120503652039325
1739209605.4466977;-38.13080360867914
1739209605.4467065;-45.120503652039325
1739209605.4467156;-32.816014438256545
1739209605.4467244;-45.120503652039325
1739209605.4467332;-45.120503652039325
1739209605.4467423;-35.57807855764607
1739209605.446751;-32.816014438256545
1739209605.4467602;-45.120503652039325
1739209605.446769;-38.13080360867914
1739209605.4467778;-38.13080360867914
1739209605.4467869;-38.13080360867914
1739209605.4467957;-38.13080360867914
1739209605.4468045;-33.981070128970906
1739209605.4468136;-38.13080360867914
1739209605.4468224;-45.120503652039325
1739209605.4468315;-45.120503652039325
1739209605.4468403;-31.141103565318915
1739209605.446849;-33.981070128970906
1739209605.4468582;-35.57807855764607
1739209605.446867;-38.13080360867914
1739209605.4468758;-38.13080360867914
1739209605.4468849;-35.57807855764607
1739209605.4468937;-45.120503652039325
1739209605.4469028;-38.13080360867914
1739209605.4469116;-45.120503652039325
1739209605.4469204;-38.13080360867914
1739209605.4469295;-45.120503652039325
1739209605.4469383;-45.120503652039325
1739209605.446947;-38.13080360867914
1739209605.4469562;-45.120503652039325
1739209605.446965;-38.13080360867914
1739209605.446974;-45.120503652039325
1739209605.4469829;-38.13080360867914
1739209605.4469917;-33.981070128970906
1739209605.4470007;-38.13080360867914
1739209605.4470096;-38.13080360867914
1739209605.4470184;-38.13080360867914
1739209605.4470274;-45.120503652039325
1739209605.4470363;-38.13080360867914
1739209605.4470453;-33.981070128970906
1739209605.4470541;-31.141103565318915
1739209605.447063;-32.816014438256545
1739209605.447072;-45.120503652039325
1739209605.4470809;-38.13080360867914
1739209605.4470897;-38.13080360867914
1739209605.4470987;-38.13080360867914
1739209605.4471076;-38.13080360867914
1739209605.4471166;-35.57807855764607
1739209605.4471254;-33.981070128970906
1739209605.4471343;-31.141103565318915
1739209605.4471433;-45.120503652039325
1739209605.4471521;-38.13080360867914
1739209605.447161;-35.57807855764607
1739209605.44717;-45.120503652039325
1739209605.4471788;-45.120503652039325
1739209605.447188;-33.981070128970906
1739209605.4471967;-35.57807855764607
1739209605.4472055;-38.13080360867914
1739209605.4472146;-38.13080360867914
1739209605.4472234;-38.13080360867914
1739209605.4472322;-38.13080360867914
1739209605.4472413;-38.13080360867914
1739209605.4472501;-45.120503652039325
1739209605.447259;-33.981070128970906
1739209605.447268;-45.120503652039325
1739209605.4472768;-38.13080360867914
1739209605.447286;-38.13080360867914
1739209605.4472947;-38.13080360867914
1739209605.4473035;-38.13080360867914
1739209605.4473126;-38.13080360867914
1739209605.4473214;-45.120503652039325
1739209605.4473302;-45.120503652039325
1739209605.4473393;-38.13080360867914
1739209605.447348;-31.141103565318915
1739209605.4473572;-45.120503652039325
1739209605.447366;-45.120503652039325
1739209605.4473748;-38.13080360867914
1739209605.4473839;-45.120503652039325
1739209605.4473927;-45.120503652039325
1739209605.4474015;-45.120503652039325
1739209605.4474106;-38.13080360867914
1739209605.4474194;-32.81601443825658
1739209605.4474285;-45.120503652039325
1739209605.4474373;-33.981070128970906
1739209605.447446;-38.13080360867914
1739209605.4474552;-38.13080360867914
1739209605.447464;-38.13080360867914
1739209605.4474728;-35.57807855764607
1739209605.4474819;-35.57807855764607
1739209605.4474907;-38.13080360867914
1739209605.4474998;-45.120503652039325
1739209605.4475086;-38.13080360867914
1739209605.4475174;-38.13080360867914
1739209605.4475265;-45.120503652039325
1739209605.4475353;-45.120503652039325
1739209605.447544;-45.120503652039325
1739209605.4475532;-45.120503652039325
1739209605.447562;-45.120503652039325
1739209605.447571;-45.120503652039325
1739209605.4475799;-38.13080360867914
1739209605.4475887;-35.57807855764607
1739209605.4475977;-45.120503652039325
1739209605.4476066;-45.120503652039325
1739209605.4476154;-38.13080360867914
1739209605.4476244;-38.13080360867914
1739209605.4476333;-45.120503652039325
1739209605.4476423;-45.120503652039325
1739209605.4476511;-45.120503652039325
1739209605.44766;-45.120503652039325
1739209605.447669;-38.13080360867914
1739209605.4476779;-38.13080360867914
1739209605.4476867;-38.13080360867914
1739209605.4476957;-35.57807855764607
1739209605.4477046;-38.13080360867914
1739209605.4477136;-45.120503652039325
1739209605.4477224;-45.120503652039325
1739209605.4477313;-38.13080360867914
1739209605.4477403;-38.13080360867914
1739209605.4477491;-45.120503652039325
1739209605.447758;-38.13080360867914
1739209605.447767;-38.13080360867914
1739209605.4477758;-45.120503652039325
1739209605.447785;-38.13080360867914
1739209605.4477937;-45.120503652039325
1739209605.4478025;-45.120503652039325
1739209605.4478116;-33.981070128970906
1739209605.4478204;-35.57807855764607
1739209605.4478292;-45.120503652039325
1739209605.4478383;-45.120503652039325
1739209605.4478471;-38.13080360867914
1739209605.4478562;-38.13080360867914
1739209605.447865;-45.120503652039325
1739209605.4478738;-45.120503652039325
1739209605.447883;-45.120503652039325
1739209605.4478917;-45.120503652039325
1739209605.4479005;-45.120503652039325
1739209605.4479096;-38.13080360867914
1739209605.4479184;-35.57807855764607
1739209605.4479275;-45.120503652039325
1739209605.4479363;-38.13080360867914
1739209605.447945;-38.13080360867914
1739209605.4479542;-35.57807855764607
1739209605.447963;-38.13080360867914
1739209605.4479718;-38.13080360867914
1739209605.4479809;-38.13080360867914
1739209605.4479897;-35.57807855764607
1739209605.4479988;-32.816014438256545
1739209605.4480076;-45.120503652039325
1739209605.4480164;-38.13080360867914
1739209605.4480255;-45.120503652039325
1739209605.4480343;-32.816014438256545
1739209605.448043;-38.13080360867914
1739209605.4480522;-45.120503652039325
1739209605.448061;-45.120503652039325
1739209605.44807;-45.120503652039325
1739209605.4480789;-45.120503652039325
1739209605.4480877;-45.120503652039325
1739209605.4480968;-38.13080360867914
1739209605.4481056;-45.120503652039325
1739209605.4481144;-45.120503652039325
1739209605.4481235;-45.120503652039325
1739209605.4481323;-38.13080360867914
1739209605.4481413;-45.120503652039325
1739209605.4481502;-45.120503652039325
1739209605.448159;-45.120503652039325
1739209605.448168;-31.141103565318893
1739209605.4481769;-32.816014438256545
1739209605.4481857;-45.120503652039325
1739209605.4481947;-45.120503652039325
1739209605.4482036;-38.13080360867914
1739209605.4482126;-31.141103565318915
1739209605.4482214;-38.13080360867914
1739209605.4482303;-45.120503652039325
1739209605.4482393;-45.120503652039325
1739209605.4482481;-38.13080360867914
1739209605.448257;-38.13080360867914
1739209605.448266;-38.13080360867914
1739209605.4482749;-38.13080360867914
1739209605.448284;-38.13080360867914
1739209605.4482927;-45.120503652039325
1739209605.4483016;-45.120503652039325
1739209605.4483106;-38.13080360867914
1739209605.4483194;-45.120503652039325
1739209605.4483283;-45.120503652039325
1739209605.4483373;-38.13080360867914
1739209605.4483461;-45.120503652039325
1739209605.4483552;-27.267205301931607
1739209605.448364;-33.981070128970906
1739209605.4483728;-38.13080360867914
1739209605.448382;-35.57807855764607
1739209605.4483907;-33.981070128970906
1739209605.4483995;-45.120503652039325
1739209605.4484086;-45.120503652039325
1739209605.4484174;-45.120503652039325
1739209605.4484262;-38.13080360867914
1739209605.4484353;-38.13080360867914
1739209605.4484441;-38.13080360867914
1739209605.4484532;-38.13080360867914
1739209605.448462;-38.13080360867914
1739209605.4484708;-38.13080360867914
1739209605.44848;-38.13080360867914
1739209605.4484887;-38.13080360867914
1739209605.4484975;-38.13080360867914
1739209605.4485066;-45.120503652039325
1739209605.4485154;-45.120503652039325
1739209605.4485245;-45.120503652039325
1739209605.4485333;-45.120503652039325
1739209605.448542;-45.120503652039325
1739209605.4485512;-38.13080360867914
1739209605.44856;-38.13080360867914
1739209605.4485688;-31.141103565318915
1739209605.448578;-33.981070128970906
1739209605.4485867;-45.120503652039325
1739209605.4485958;-45.120503652039325
1739209605.4486046;-45.120503652039325
1739209605.4486134;-35.57807855764607
1739209605.4486225;-35.57807855764607
1739209605.4486313;-38.13080360867914
1739209605.44864;-32.816014438256545
1739209605.4486492;-31.141103565318915
1739209605.448658;-33.981070128970906
1739209605.448667;-45.120503652039325
1739209605.4486759;-38.13080360867914
1739209605.4486847;-38.13080360867914
1739209605.4486938;-38.13080360867914
1739209605.4487026;-38.13080360867914
1739209605.4487114;-31.141103565318915
1739209605.4487205;-33.981070128970906
1739209605.4487293;-38.13080360867914
1739209605.4487383;-38.13080360867914
1739209605.4487472;-38.13080360867914
1739209605.448756;-35.57807855764607
1739209605.448765;-45.120503652039325
1739209605.4487739;-45.120503652039325
1739209605.4487827;-32.816014438256545
1739209605.4487917;-31.141103565318915
1739209605.4488006;-45.120503652039325
1739209605.4488096;-45.120503652039325
1739209605.4488184;-35.57807855764607
1739209605.4488273;-45.120503652039325
1739209605.4488363;-33.981070128970906
1739209605.4488451;-45.120503652039325
1739209605.448854;-38.13080360867914
1739209605.448863;-38.13080360867914
1739209605.4488719;-38.13080360867914
1739209605.448881;-45.120503652039325
1739209605.4488897;-45.120503652039325
1739209605.4488986;-33.981070128970906
1739209605.4489076;-45.120503652039325
1739209605.4489164;-45.120503652039325
1739209605.4489253;-45.120503652039325
1739209605.4489343;-33.981070128970906
1739209605.4489431;-35.57807855764607
1739209605.4489522;-38.13080360867914
1739209605.448961;-45.120503652039325
1739209605.4489698;-35.57807855764607
1739209605.448979;-35.57807855764607
1739209605.4489877;-45.120503652039325
1739209605.4489965;-38.13080360867914
1739209605.4490056;-33.981070128970906
1739209605.4490144;-33.981070128970906
1739209605.4490235;-38.13080360867914
1739209605.4490323;-38.13080360867914
1739209605.4490411;-38.13080360867914
1739209605.4490502;-45.120503652039325
1739209605.449059;-45.120503652039325
1739209605.4490678;-45.120503652039325
1739209605.449077;-45.120503652039325
1739209605.4490857;-45.120503652039325
1739209605.4490948;-45.120503652039325
1739209605.4491036;-45.120503652039325
1739209605.4491124;-32.816014438256545
1739209605.4491215;-35.57807855764607
1739209605.4491303;-38.13080360867914
1739209605.449139;-38.13080360867914
1739209605.4491482;-38.13080360867914
1739209605.449157;-35.57807855764607
1739209605.449166;-45.120503652039325
1739209605.449175;-38.13080360867914
1739209605.4491837;-33.981070128970906
1739209605.4491928;-45.120503652039325
1739209605.4492016;-45.120503652039325
1739209605.4492104;-45.120503652039325
1739209605.4492195;-45.120503652039325
1739209605.4492283;-33.981070128970906
1739209605.4492373;-38.13080360867914
1739209605.4492462;-45.120503652039325
1739209605.449255;-35.57807855764607
1739209605.449264;-35.57807855764607
1739209605.4492729;-45.120503652039325
1739209605.4492817;-45.120503652039325
1739209605.4492908;-38.13080360867914
1739209605.4492996;-38.13080360867914
1739209605.4493086;-45.120503652039325
1739209605.4493175;-45.120503652039325
1739209605.4493263;-45.120503652039325
1739209605.4493353;-38.13080360867914
1739209605.4493442;-45.120503652039325
1739209605.449353;-38.13080360867914
1739209605.449362;-45.120503652039325
1739209605.4493709;-38.13080360867914
1739209605.44938;-38.13080360867914
1739209605.4493887;-45.120503652039325
1739209605.4493976;-38.13080360867914
1739209605.4494066;-45.120503652039325
1739209605.4494154;-45.120503652039325
1739209605.4494243;-45.120503652039325
1739209605.4494333;-35.57807855764607
1739209605.4494421;-35.57807855764607
1739209605.4494512;-45.120503652039325
1739209605.44946;-45.120503652039325
1739209605.4494689;-38.13080360867914
1739209605.449478;-32.816014438256545
1739209605.4494867;-38.13080360867914
1739209605.4494956;-45.120503652039325
1739209605.4495046;-45.120503652039325
1739209605.4495134;-45.120503652039325
1739209605.4495225;-45.120503652039325
1739209605.4495313;-38.13080360867914
1739209605.4495401;-45.120503652039325
1739209605.4495492;-38.13080360867914
1739209605.449558;-38.13080360867914
1739209605.4495668;-38.13080360867914
1739209605.449576;-32.816014438256545
1739209605.4495847;-38.13080360867914
1739209605.4495935;-27.8777449560314
1739209605.4496026;-32.816014438256545
1739209605.4496114;-45.120503652039325
1739209605.4496205;-45.120503652039325
1739209605.4496293;-35.57807855764607
1739209605.4496381;-38.13080360867914
1739209605.4496472;-45.120503652039325
1739209605.449656;-33.981070128970906
1739209605.4496648;-45.120503652039325
1739209605.449674;-45.120503652039325
1739209605.4496827;-38.13080360867914
