CAN Message; 0x150:0300a8a24089e5fd
1739209908.093794;-33.981070128970906
1739209908.0937984;-32.816014438256545
1739209908.0938025;-45.120503652039325
1739209908.0938065;-45.120503652039325
1739209908.0938108;-38.13080360867914
1739209908.0938148;-38.13080360867914
1739209908.093819;-45.120503652039325
1739209908.0938232;-45.120503652039325
1739209908.0938272;-33.981070128970906
1739209908.0938313;-29.438486411369333
1739209908.0938356;-38.13080360867914
1739209908.0938396;-45.120503652039325
1739209908.0938437;-38.13080360867914
1739209908.0938478;-32.816014438256545
1739209908.093852;-45.120503652039325
1739209908.093856;-45.120503652039325
1739209908.0938601;-45.120503652039325
1739209908.0938644;-45.120503652039325
1739209908.0938685;-45.120503652039325
1739209908.0938725;-45.120503652039325
1739209908.0938768;-45.120503652039325
1739209908.093881;-45.120503652039325
1739209908.093885;-38.13080360867914
1739209908.0938892;-45.120503652039325
1739209908.0938933;-35.57807855764607
1739209908.0938973;-28.21854285175415
1739209908.0939016;-38.13080360867914
1739209908.0939057;-45.120503652039325
1739209908.0939097;-33.981070128970906
1739209908.0939138;-32.816014438256545
1739209908.093918;-38.13080360867914
1739209908.0939221;-35.57807855764607
1739209908.0939262;-45.120503652039325
1739209908.0939305;-45.120503652039325
1739209908.0939345;-45.120503652039325
1739209908.0939386;-45.120503652039325
1739209908.0939429;-38.13080360867914
1739209908.093947;-38.13080360867914
1739209908.093951;-38.13080360867914
1739209908.0939553;-38.13080360867914
1739209908.0939593;-38.13080360867914
1739209908.0939634;-35.57807855764607
1739209908.0939677;-38.13080360867914
1739209908.0939717;-45.120503652039325
1739209908.0939758;-38.13080360867914
1739209908.0939798;-45.120503652039325
1739209908.0939841;-38.13080360867914
1739209908.0939882;-45.120503652039325
1739209908.0939922;-38.13080360867914
1739209908.0939965;-35.57807855764607
1739209908.0940006;-38.13080360867914
1739209908.0940046;-45.120503652039325
1739209908.094009;-33.981070128970906
1739209908.094013;-31.141103565318893
1739209908.094017;-45.120503652039325
1739209908.0940213;-45.120503652039325
1739209908.0940254;-45.120503652039325
1739209908.0940294;-45.120503652039325
1739209908.0940337;-38.13080360867914
1739209908.0940378;-45.120503652039325
1739209908.0940418;-38.13080360867914
1739209908.094046;-38.13080360867914
1739209908.0940502;-33.981070128970906
1739209908.0940542;-45.120503652039325
1739209908.0940583;-38.13080360867914
1739209908.0940626;-31.141103565318893
1739209908.0940666;-33.981070128970906
1739209908.0940707;-45.120503652039325
1739209908.094075;-38.13080360867914
1739209908.094079;-38.13080360867914
1739209908.094083;-45.120503652039325
1739209908.0940874;-45.120503652039325
1739209908.0940914;-35.57807855764607
1739209908.0940955;-38.13080360867914
1739209908.0940998;-45.120503652039325
1739209908.0941038;-45.120503652039325
1739209908.0941079;-38.13080360867914
1739209908.0941122;-32.816014438256545
1739209908.0941162;-33.981070128970906
1739209908.0941203;-45.120503652039325
1739209908.0941243;-33.981070128970906
1739209908.0941286;-38.13080360867914
1739209908.0941327;-33.981070128970906
1739209908.0941367;-38.13080360867914
1739209908.094141;-38.13080360867914
1739209908.094145;-45.120503652039325
1739209908.094149;-38.13080360867914
1739209908.0941534;-45.120503652039325
1739209908.0941575;-38.13080360867914
1739209908.0941615;-35.57807855764607
1739209908.0941658;-38.13080360867914
1739209908.0941699;-45.120503652039325
1739209908.094174;-38.13080360867914
1739209908.0941782;-35.57807855764607
1739209908.0941823;-38.13080360867914
1739209908.0941863;-45.120503652039325
1739209908.0941904;-38.13080360867914
1739209908.0941947;-35.57807855764607
1739209908.0941987;-33.981070128970906
1739209908.0942028;-45.120503652039325
1739209908.094207;-38.13080360867914
1739209908.094211;-38.13080360867914
1739209908.0942152;-38.13080360867914
1739209908.0942194;-45.120503652039325
1739209908.0942235;-38.13080360867914
1739209908.0942276;-35.57807855764607
1739209908.0942318;-33.981070128970906
1739209908.094236;-45.120503652039325
1739209908.09424;-45.120503652039325
1739209908.0942442;-38.13080360867914
1739209908.0942483;-33.981070128970906
1739209908.0942523;-45.120503652039325
1739209908.0942564;-45.120503652039325
1739209908.0942607;-35.57807855764607
1739209908.0942647;-38.13080360867914
1739209908.0942688;-45.120503652039325
1739209908.094273;-38.13080360867914
1739209908.0942771;-35.57807855764607
1739209908.0942812;-38.13080360867914
1739209908.0942855;-45.120503652039325
1739209908.0942895;-38.13080360867914
1739209908.0942936;-38.13080360867914
1739209908.094298;-45.120503652039325
1739209908.094302;-45.120503652039325
1739209908.094306;-38.13080360867914
1739209908.0943103;-35.57807855764607
1739209908.0943143;-45.120503652039325
1739209908.0943184;-45.120503652039325
1739209908.0943227;-38.13080360867914
1739209908.0943267;-45.120503652039325
1739209908.0943308;-45.120503652039325
1739209908.0943348;-38.13080360867914
1739209908.0943391;-45.120503652039325
1739209908.0943432;-38.13080360867914
1739209908.0943472;-33.981070128970906
1739209908.0943515;-45.120503652039325
1739209908.0943556;-38.13080360867914
1739209908.0943596;-35.57807855764607
1739209908.094364;-38.13080360867914
1739209908.094368;-45.120503652039325
1739209908.094372;-45.120503652039325
1739209908.0943763;-38.13080360867914
1739209908.0943804;-38.13080360867914
1739209908.0943844;-45.120503652039325
1739209908.0943887;-38.13080360867914
1739209908.0943928;-45.120503652039325
1739209908.0943968;-33.981070128970906
1739209908.094401;-38.13080360867914
1739209908.0944052;-38.13080360867914
1739209908.0944092;-35.57807855764607
1739209908.0944133;-38.13080360867914
1739209908.0944176;-45.120503652039325
1739209908.0944216;-45.120503652039325
1739209908.0944257;-35.57807855764607
1739209908.09443;-38.13080360867914
1739209908.094434;-45.120503652039325
1739209908.094438;-38.13080360867914
1739209908.0944424;-38.13080360867914
1739209908.0944464;-45.120503652039325
1739209908.0944505;-45.120503652039325
1739209908.0944548;-38.13080360867914
1739209908.0944588;-45.120503652039325
1739209908.0944629;-31.141103565318893
1739209908.094467;-28.992665084841942
1739209908.0944712;-45.120503652039325
1739209908.0944753;-38.13080360867914
1739209908.0944793;-38.13080360867914
1739209908.0944836;-38.13080360867914
1739209908.0944877;-45.120503652039325
1739209908.0944917;-38.13080360867914
1739209908.094496;-38.13080360867914
1739209908.0945;-38.13080360867914
1739209908.094504;-38.13080360867914
1739209908.0945084;-45.120503652039325
1739209908.0945125;-45.120503652039325
1739209908.0945165;-45.120503652039325
1739209908.0945208;-38.13080360867914
1739209908.0945249;-45.120503652039325
1739209908.094529;-38.13080360867914
1739209908.094533;-32.816014438256545
1739209908.0945373;-45.120503652039325
1739209908.0945413;-45.120503652039325
1739209908.0945454;-38.13080360867914
1739209908.0945497;-38.13080360867914
1739209908.0945537;-45.120503652039325
1739209908.0945578;-38.13080360867914
1739209908.094562;-38.13080360867914
1739209908.094566;-45.120503652039325
1739209908.0945702;-45.120503652039325
1739209908.0945745;-38.13080360867914
1739209908.0945785;-45.120503652039325
1739209908.0945826;-45.120503652039325
1739209908.0945868;-45.120503652039325
1739209908.094591;-45.120503652039325
1739209908.094595;-38.13080360867914
1739209908.0945992;-35.57807855764607
1739209908.0946033;-38.13080360867914
1739209908.0946074;-45.120503652039325
1739209908.0946114;-38.13080360867914
1739209908.0946157;-35.57807855764607
1739209908.0946198;-38.13080360867914
1739209908.0946238;-45.120503652039325
1739209908.094628;-32.816014438256545
1739209908.0946321;-28.21854285175415
1739209908.0946362;-45.120503652039325
1739209908.0946405;-45.120503652039325
1739209908.0946445;-38.13080360867914
1739209908.0946486;-35.57807855764607
1739209908.094653;-45.120503652039325
1739209908.094657;-45.120503652039325
1739209908.094661;-45.120503652039325
1739209908.0946653;-35.57807855764607
1739209908.0946693;-45.120503652039325
1739209908.0946734;-45.120503652039325
1739209908.0946774;-38.13080360867914
1739209908.0946817;-45.120503652039325
1739209908.0946858;-38.13080360867914
1739209908.0946898;-45.120503652039325
1739209908.0946941;-35.57807855764607
1739209908.0946982;-26.991370085610736
1739209908.0947022;-38.13080360867914
1739209908.0947065;-45.120503652039325
1739209908.0947106;-38.13080360867914
1739209908.0947146;-38.13080360867914
1739209908.094719;-45.120503652039325
1739209908.094723;-45.120503652039325
1739209908.094727;-38.13080360867914
1739209908.0947313;-45.120503652039325
1739209908.0947354;-45.120503652039325
1739209908.0947394;-45.120503652039325
1739209908.0947435;-38.13080360867914
1739209908.0947478;-35.57807855764607
1739209908.0947518;-33.981070128970906
1739209908.094756;-45.120503652039325
1739209908.0947602;-38.13080360867914
1739209908.0947642;-32.816014438256545
1739209908.0947683;-38.13080360867914
1739209908.0947726;-38.13080360867914
1739209908.0947766;-38.13080360867914
1739209908.0947807;-35.57807855764607
1739209908.094785;-45.120503652039325
1739209908.094789;-45.120503652039325
1739209908.094793;-45.120503652039325
1739209908.0947974;-38.13080360867914
1739209908.0948014;-38.13080360867914
1739209908.0948055;-45.120503652039325
1739209908.0948095;-38.13080360867914
1739209908.0948138;-35.57807855764607
1739209908.0948179;-38.13080360867914
1739209908.094822;-45.120503652039325
1739209908.0948262;-38.13080360867914
1739209908.0948303;-45.120503652039325
1739209908.0948343;-45.120503652039325
1739209908.0948386;-35.57807855764607
1739209908.0948427;-38.13080360867914
1739209908.0948467;-45.120503652039325
1739209908.094851;-38.13080360867914
1739209908.094855;-45.120503652039325
1739209908.0948591;-45.120503652039325
1739209908.0948634;-32.816014438256545
1739209908.0948675;-38.13080360867914
1739209908.0948715;-45.120503652039325
1739209908.0948758;-45.120503652039325
1739209908.0948799;-45.120503652039325
1739209908.094884;-38.13080360867914
1739209908.094888;-45.120503652039325
1739209908.0948923;-38.13080360867914
1739209908.0948963;-38.13080360867914
1739209908.0949004;-45.120503652039325
1739209908.0949047;-38.13080360867914
1739209908.0949087;-38.13080360867914
1739209908.0949128;-45.120503652039325
1739209908.094917;-35.57807855764607
1739209908.094921;-38.13080360867914
1739209908.0949252;-45.120503652039325
1739209908.0949295;-38.13080360867914
1739209908.0949335;-38.13080360867914
1739209908.0949376;-38.13080360867914
1739209908.0949419;-35.57807855764607
1739209908.094946;-45.120503652039325
1739209908.09495;-45.120503652039325
1739209908.094954;-45.120503652039325
1739209908.0949583;-45.120503652039325
1739209908.0949624;-35.57807855764607
1739209908.0949664;-31.141103565318915
1739209908.0949707;-35.57807855764607
1739209908.0949748;-38.13080360867914
1739209908.0949788;-45.120503652039325
1739209908.094983;-35.57807855764607
1739209908.0949872;-35.57807855764607
1739209908.0949912;-45.120503652039325
1739209908.0949955;-45.120503652039325
1739209908.0949996;-45.120503652039325
1739209908.0950036;-38.13080360867914
1739209908.095008;-38.13080360867914
1739209908.095012;-45.120503652039325
1739209908.095016;-45.120503652039325
1739209908.09502;-45.120503652039325
1739209908.0950243;-45.120503652039325
1739209908.0950284;-38.13080360867914
1739209908.0950325;-31.141103565318915
1739209908.0950367;-35.57807855764607
1739209908.0950408;-45.120503652039325
1739209908.0950449;-38.13080360867914
1739209908.0950491;-35.57807855764607
1739209908.0950532;-38.13080360867914
1739209908.0950572;-33.981070128970906
1739209908.0950615;-38.13080360867914
1739209908.0950656;-45.120503652039325
1739209908.0950696;-38.13080360867914
1739209908.095074;-38.13080360867914
1739209908.095078;-45.120503652039325
1739209908.095082;-45.120503652039325
1739209908.095086;-45.120503652039325
1739209908.0950904;-38.13080360867914
1739209908.0950944;-45.120503652039325
1739209908.0950985;-38.13080360867914
1739209908.0951028;-45.120503652039325
1739209908.0951068;-38.13080360867914
1739209908.095111;-38.13080360867914
1739209908.0951152;-33.981070128970906
1739209908.0951192;-38.13080360867914
1739209908.0951233;-45.120503652039325
1739209908.0951276;-45.120503652039325
1739209908.0951316;-38.13080360867914
1739209908.0951357;-35.57807855764607
1739209908.09514;-38.13080360867914
1739209908.095144;-38.13080360867914
1739209908.095148;-45.120503652039325
1739209908.0951524;-38.13080360867914
1739209908.0951564;-45.120503652039325
1739209908.0951605;-45.120503652039325
1739209908.0951645;-45.120503652039325
1739209908.0951688;-45.120503652039325
1739209908.095173;-38.13080360867914
1739209908.095177;-45.120503652039325
1739209908.0951812;-38.13080360867914
1739209908.0951853;-45.120503652039325
1739209908.0951893;-45.120503652039325
1739209908.0951936;-45.120503652039325
1739209908.0951977;-31.141103565318915
1739209908.0952017;-33.981070128970906
1739209908.095206;-45.120503652039325
1739209908.09521;-45.120503652039325
1739209908.0952141;-38.13080360867914
1739209908.0952184;-45.120503652039325
1739209908.0952225;-45.120503652039325
1739209908.0952265;-38.13080360867914
1739209908.0952306;-38.13080360867914
1739209908.0952349;-45.120503652039325
1739209908.095239;-38.13080360867914
1739209908.095243;-45.120503652039325
1739209908.0952473;-45.120503652039325
1739209908.0952513;-45.120503652039325
1739209908.0952554;-45.120503652039325
1739209908.0952597;-45.120503652039325
1739209908.0952637;-30.49652367304973
1739209908.0952678;-30.49652367304973
1739209908.095272;-38.13080360867914
1739209908.095276;-35.57807855764607
1739209908.0952802;-38.13080360867914
1739209908.0952845;-38.13080360867914
1739209908.0952885;-45.120503652039325
1739209908.0952926;-45.120503652039325
1739209908.0952966;-45.120503652039325
1739209908.095301;-45.120503652039325
1739209908.095305;-38.13080360867914
1739209908.095309;-35.57807855764607
1739209908.0953133;-45.120503652039325
1739209908.0953174;-45.120503652039325
1739209908.0953214;-35.57807855764607
1739209908.0953257;-38.13080360867914
1739209908.0953298;-38.13080360867914
1739209908.0953338;-45.120503652039325
1739209908.095338;-45.120503652039325
1739209908.0953422;-38.13080360867914
1739209908.0953462;-38.13080360867914
1739209908.0953505;-45.120503652039325
1739209908.0953546;-38.13080360867914
1739209908.0953586;-45.120503652039325
1739209908.0953627;-35.57807855764607
1739209908.095367;-30.49652367304973
1739209908.095371;-45.120503652039325
1739209908.095375;-35.57807855764607
1739209908.0953794;-38.13080360867914
1739209908.0953834;-45.120503652039325
1739209908.0953875;-38.13080360867914
1739209908.0953918;-35.57807855764607
1739209908.0953958;-45.120503652039325
1739209908.0953999;-33.981070128970956
1739209908.0954041;-35.57807855764607
1739209908.0954082;-38.13080360867914
1739209908.0954123;-38.13080360867914
1739209908.0954165;-38.13080360867914
1739209908.0954206;-32.816014438256545
1739209908.0954247;-38.13080360867914
1739209908.095429;-38.13080360867914
1739209908.095433;-32.816014438256545
1739209908.095437;-45.120503652039325
1739209908.095441;-38.13080360867914
1739209908.0954454;-35.57807855764607
1739209908.0954494;-45.120503652039325
1739209908.0954535;-38.13080360867914
1739209908.0954578;-35.57807855764607
1739209908.0954618;-38.13080360867914
1739209908.095466;-38.13080360867914
1739209908.0954702;-38.13080360867914
1739209908.0954742;-38.13080360867914
1739209908.0954783;-38.13080360867914
1739209908.0954826;-38.13080360867914
1739209908.0954866;-45.120503652039325
1739209908.0954907;-32.816014438256545
1739209908.095495;-45.120503652039325
1739209908.095499;-45.120503652039325
1739209908.095503;-33.981070128970906
1739209908.0955071;-45.120503652039325
1739209908.0955114;-45.120503652039325
1739209908.0955155;-38.13080360867914
1739209908.0955195;-35.57807855764607
1739209908.0955238;-45.120503652039325
1739209908.095528;-45.120503652039325
1739209908.095532;-35.57807855764607
1739209908.0955362;-38.13080360867914
1739209908.0955403;-35.57807855764607
1739209908.0955443;-35.57807855764607
1739209908.0955486;-38.13080360867914
1739209908.0955527;-38.13080360867914
1739209908.0955567;-35.57807855764607
1739209908.095561;-45.120503652039325
1739209908.095565;-45.120503652039325
1739209908.0955691;-38.13080360867914
1739209908.0955732;-35.57807855764607
1739209908.0955775;-45.120503652039325
1739209908.0955815;-45.120503652039325
1739209908.0955856;-35.57807855764607
1739209908.0955899;-32.816014438256545
1739209908.095594;-45.120503652039325
1739209908.095598;-38.13080360867914
1739209908.0956023;-38.13080360867914
1739209908.0956063;-38.13080360867914
1739209908.0956104;-45.120503652039325
1739209908.0956147;-45.120503652039325
1739209908.0956187;-45.120503652039325
1739209908.0956228;-38.13080360867914
1739209908.095627;-38.13080360867914
1739209908.0956311;-38.13080360867914
1739209908.0956352;-45.120503652039325
1739209908.0956395;-45.120503652039325
1739209908.0956435;-45.120503652039325
1739209908.0956476;-45.120503652039325
1739209908.0956516;-38.13080360867914
1739209908.095656;-38.13080360867914
1739209908.09566;-38.13080360867914
1739209908.095664;-45.120503652039325
1739209908.0956683;-38.13080360867914
1739209908.0956724;-38.13080360867914
1739209908.0956764;-38.13080360867914
1739209908.0956807;-45.120503652039325
1739209908.0956848;-38.13080360867914
1739209908.0956888;-38.13080360867914
1739209908.095693;-45.120503652039325
1739209908.0956972;-45.120503652039325
1739209908.0957012;-31.141103565318915
1739209908.0957055;-35.57807855764607
1739209908.0957096;-38.13080360867914
1739209908.0957136;-38.13080360867914
1739209908.0957177;-35.57807855764607
1739209908.095722;-38.13080360867914
1739209908.095726;-45.120503652039325
1739209908.09573;-45.120503652039325
1739209908.0957344;-38.13080360867914
1739209908.0957384;-45.120503652039325
1739209908.0957425;-45.120503652039325
1739209908.0957468;-45.120503652039325
1739209908.0957508;-45.120503652039325
1739209908.0957549;-45.120503652039325
1739209908.0957592;-45.120503652039325
1739209908.0957632;-45.120503652039325
1739209908.0957673;-31.141103565318915
1739209908.0957716;-38.13080360867914
1739209908.0957756;-38.13080360867914
1739209908.0957797;-38.13080360867914
1739209908.0957837;-33.981070128970906
1739209908.095788;-38.13080360867914
1739209908.095792;-45.120503652039325
1739209908.095796;-38.13080360867914
1739209908.0958004;-38.13080360867914
1739209908.0958045;-45.120503652039325
1739209908.0958085;-45.120503652039325
1739209908.0958128;-45.120503652039325
1739209908.0958169;-38.13080360867914
1739209908.095821;-35.57807855764607
1739209908.0958252;-45.120503652039325
1739209908.0958292;-45.120503652039325
1739209908.0958333;-33.981070128970906
1739209908.0958376;-38.13080360867914
1739209908.0958416;-38.13080360867914
1739209908.0958457;-45.120503652039325
1739209908.0958498;-33.981070128970906
1739209908.095854;-45.120503652039325
1739209908.095858;-45.120503652039325
1739209908.0958622;-45.120503652039325
1739209908.0958664;-45.120503652039325
1739209908.0958705;-38.13080360867914
1739209908.0958745;-45.120503652039325
1739209908.0958788;-45.120503652039325
1739209908.095883;-38.13080360867914
1739209908.095887;-35.57807855764607
1739209908.0958912;-38.13080360867914
1739209908.0958953;-38.13080360867914
1739209908.0958993;-38.13080360867914
1739209908.0959036;-38.13080360867914
1739209908.0959077;-38.13080360867914
1739209908.0959117;-45.120503652039325
1739209908.095916;-33.981070128970906
1739209908.09592;-45.120503652039325
1739209908.0959241;-45.120503652039325
1739209908.0959282;-45.120503652039325
1739209908.0959325;-31.141103565318915
1739209908.0959365;-33.981070128970906
1739209908.0959406;-45.120503652039325
1739209908.095945;-45.120503652039325
1739209908.095949;-38.13080360867914
1739209908.095953;-35.57807855764607
1739209908.0959573;-45.120503652039325
1739209908.0959613;-45.120503652039325
1739209908.0959654;-45.120503652039325
1739209908.0959697;-38.13080360867914
1739209908.0959737;-35.57807855764607
1739209908.0959778;-45.120503652039325
1739209908.095982;-45.120503652039325
1739209908.0959861;-38.13080360867914
1739209908.0959902;-38.13080360867914
1739209908.0959942;-45.120503652039325
1739209908.0959985;-28.58837851428586
1739209908.0960026;-31.141103565318915
1739209908.0960066;-45.120503652039325
1739209908.096011;-45.120503652039325
1739209908.096015;-33.981070128970906
1739209908.096019;-38.13080360867914
1739209908.0960233;-45.120503652039325
1739209908.0960274;-45.120503652039325
1739209908.0960314;-45.120503652039325
1739209908.0960357;-45.120503652039325
1739209908.0960398;-38.13080360867914
1739209908.0960438;-38.13080360867914
1739209908.096048;-38.13080360867914
1739209908.0960522;-45.120503652039325
1739209908.0960562;-38.13080360867914
1739209908.0960603;-45.120503652039325
1739209908.0960646;-38.13080360867914
1739209908.0960686;-35.57807855764607
1739209908.0960727;-38.13080360867914
1739209908.096077;-35.57807855764607
1739209908.096081;-38.13080360867914
1739209908.096085;-45.120503652039325
1739209908.0960894;-38.13080360867914
1739209908.0960934;-45.120503652039325
1739209908.0960975;-32.816014438256545
1739209908.0961018;-29.438486411369333
1739209908.0961058;-38.13080360867914
1739209908.0961099;-45.120503652039325
1739209908.0961142;-38.13080360867914
1739209908.0961182;-35.57807855764607
1739209908.0961223;-38.13080360867914
1739209908.0961263;-38.13080360867914
1739209908.0961306;-45.120503652039325
1739209908.0961347;-38.13080360867914
1739209908.0961387;-38.13080360867914
1739209908.096143;-45.120503652039325
1739209908.096147;-38.13080360867914
1739209908.096151;-38.13080360867914
1739209908.0961554;-38.13080360867914
1739209908.0961595;-45.120503652039325
1739209908.0961635;-35.57807855764607
1739209908.0961678;-26.991370085610736
1739209908.0961719;-38.13080360867914
1739209908.096176;-45.120503652039325
1739209908.0961802;-38.13080360867914
1739209908.0961843;-35.57807855764607
1739209908.0961883;-45.120503652039325
1739209908.0961926;-45.120503652039325
1739209908.0961967;-45.120503652039325
1739209908.0962007;-45.120503652039325
1739209908.0962048;-38.13080360867914
1739209908.096209;-45.120503652039325
1739209908.096213;-38.13080360867914
1739209908.0962172;-38.13080360867914
1739209908.0962214;-35.57807855764607
1739209908.0962255;-45.120503652039325
1739209908.0962296;-38.13080360867914
1739209908.0962338;-35.57807855764607
1739209908.096238;-38.13080360867914
1739209908.096242;-35.57807855764607
1739209908.0962462;-38.13080360867914
1739209908.0962503;-45.120503652039325
1739209908.0962543;-38.13080360867914
1739209908.0962586;-38.13080360867914
1739209908.0962627;-38.13080360867914
1739209908.0962667;-45.120503652039325
1739209908.0962708;-45.120503652039325
1739209908.096275;-45.120503652039325
1739209908.0962791;-38.13080360867914
1739209908.0962832;-38.13080360867914
1739209908.0962875;-45.120503652039325
1739209908.0962915;-45.120503652039325
1739209908.0962956;-38.13080360867914
1739209908.0963;-45.120503652039325
1739209908.096304;-45.120503652039325
1739209908.096308;-35.57807855764607
1739209908.0963123;-38.13080360867914
1739209908.0963163;-45.120503652039325
1739209908.0963204;-45.120503652039325
1739209908.0963247;-45.120503652039325
1739209908.0963287;-38.13080360867914
1739209908.0963328;-38.13080360867914
1739209908.0963368;-38.13080360867914
1739209908.0963411;-45.120503652039325
1739209908.0963452;-38.13080360867914
1739209908.0963492;-38.13080360867914
1739209908.0963535;-38.13080360867914
1739209908.0963576;-45.120503652039325
1739209908.0963616;-45.120503652039325
1739209908.096366;-45.120503652039325
1739209908.09637;-45.120503652039325
1739209908.096374;-38.13080360867914
1739209908.0963783;-45.120503652039325
1739209908.0963824;-45.120503652039325
1739209908.0963864;-38.13080360867914
1739209908.0963907;-35.57807855764607
1739209908.0963948;-35.57807855764607
1739209908.0963988;-35.57807855764607
1739209908.096403;-35.57807855764607
1739209908.0964072;-45.120503652039325
1739209908.0964112;-38.13080360867914
1739209908.0964153;-45.120503652039325
1739209908.0964196;-33.981070128970906
1739209908.0964236;-45.120503652039325
1739209908.0964277;-45.120503652039325
1739209908.096432;-45.120503652039325
1739209908.096436;-45.120503652039325
1739209908.09644;-32.816014438256545
1739209908.0964444;-38.13080360867914
1739209908.0964484;-45.120503652039325
1739209908.0964525;-38.13080360867914
1739209908.0964568;-35.57807855764607
1739209908.0964608;-45.120503652039325
1739209908.0964649;-38.13080360867914
1739209908.0964692;-38.13080360867914
1739209908.0964732;-38.13080360867914
1739209908.0964773;-38.13080360867914
1739209908.0964813;-45.120503652039325
1739209908.0964856;-45.120503652039325
