CAN Message; 0x1d3:0000716eef0f323e
1739209609.3080163;-45.120503652039325
1739209609.3080218;-45.120503652039325
1739209609.3080273;-45.120503652039325
1739209609.3080325;-45.120503652039325
1739209609.308038;-38.13080360867914
1739209609.3080435;-38.13080360867914
1739209609.308049;-35.57807855764607
1739209609.3080542;-35.57807855764607
1739209609.3080597;-35.57807855764607
1739209609.3080652;-32.816014438256545
1739209609.3080704;-45.120503652039325
1739209609.308076;-38.13080360867914
1739209609.3080814;-45.120503652039325
1739209609.3080866;-45.120503652039325
1739209609.308092;-38.13080360867914
1739209609.3080976;-38.13080360867914
1739209609.308103;-38.13080360867914
1739209609.3081083;-35.57807855764607
1739209609.3081138;-45.120503652039325
1739209609.3081193;-38.13080360867914
1739209609.3081245;-38.13080360867914
1739209609.30813;-45.120503652039325
1739209609.3081355;-45.120503652039325
1739209609.3081408;-38.13080360867914
1739209609.3081462;-38.13080360867914
1739209609.3081517;-35.57807855764607
1739209609.3081572;-45.120503652039325
1739209609.3081625;-45.120503652039325
1739209609.308168;-35.57807855764607
1739209609.3081734;-35.57807855764607
1739209609.3081787;-45.120503652039325
1739209609.3081841;-38.13080360867914
1739209609.3081896;-45.120503652039325
1739209609.3081949;-45.120503652039325
1739209609.3082004;-45.120503652039325
1739209609.3082058;-45.120503652039325
1739209609.308211;-45.120503652039325
1739209609.3082166;-45.120503652039325
1739209609.308222;-38.13080360867914
1739209609.3082275;-45.120503652039325
1739209609.3082328;-45.120503652039325
1739209609.3082383;-45.120503652039325
1739209609.3082438;-45.120503652039325
1739209609.308249;-45.120503652039325
1739209609.3082545;-35.57807855764607
1739209609.30826;-27.8777449560314
1739209609.3082652;-45.120503652039325
1739209609.3082707;-38.13080360867914
1739209609.3082762;-38.13080360867914
1739209609.3082817;-35.57807855764607
1739209609.308287;-45.120503652039325
1739209609.3082924;-38.13080360867914
1739209609.3082979;-45.120503652039325
1739209609.308303;-38.13080360867914
1739209609.3083086;-38.13080360867914
1739209609.308314;-45.120503652039325
1739209609.3083193;-45.120503652039325
1739209609.3083248;-45.120503652039325
1739209609.3083303;-45.120503652039325
1739209609.3083358;-45.120503652039325
1739209609.308341;-35.57807855764607
1739209609.3083465;-28.58837851428586
1739209609.308352;-45.120503652039325
1739209609.3083572;-38.13080360867914
1739209609.3083627;-45.120503652039325
1739209609.3083682;-35.57807855764607
1739209609.3083735;-38.13080360867914
1739209609.308379;-38.13080360867914
1739209609.3083844;-38.13080360867914
1739209609.30839;-38.13080360867914
1739209609.3083951;-45.120503652039325
1739209609.3084006;-35.57807855764607
1739209609.308406;-45.120503652039325
1739209609.3084114;-38.13080360867914
1739209609.3084168;-38.13080360867914
1739209609.3084223;-45.120503652039325
1739209609.3084276;-38.13080360867914
1739209609.308433;-38.13080360867914
1739209609.3084385;-45.120503652039325
1739209609.308444;-45.120503652039325
1739209609.3084493;-38.13080360867914
1739209609.3084548;-45.120503652039325
1739209609.3084602;-38.13080360867914
1739209609.3084655;-38.13080360867914
1739209609.308471;-38.13080360867914
1739209609.3084764;-31.141103565318915
1739209609.3084817;-38.13080360867914
1739209609.3084872;-45.120503652039325
1739209609.3084927;-45.120503652039325
1739209609.308498;-45.120503652039325
1739209609.3085034;-45.120503652039325
1739209609.3085089;-45.120503652039325
1739209609.3085144;-35.57807855764607
1739209609.3085196;-38.13080360867914
1739209609.308525;-38.13080360867914
1739209609.3085306;-45.120503652039325
1739209609.3085358;-45.120503652039325
1739209609.3085413;-45.120503652039325
1739209609.3085468;-45.120503652039325
1739209609.308552;-32.816014438256545
1739209609.3085575;-38.13080360867914
1739209609.308563;-31.141103565318915
1739209609.3085685;-33.981070128970906
1739209609.3085737;-38.13080360867914
1739209609.3085792;-45.120503652039325
1739209609.3085847;-45.120503652039325
1739209609.30859;-31.141103565318915
1739209609.3085954;-38.13080360867914
1739209609.308601;-38.13080360867914
1739209609.3086061;-33.981070128970906
1739209609.3086116;-33.981070128970906
1739209609.308617;-45.120503652039325
1739209609.3086226;-45.120503652039325
1739209609.3086278;-45.120503652039325
1739209609.3086333;-45.120503652039325
1739209609.3086388;-45.120503652039325
1739209609.308644;-45.120503652039325
1739209609.3086495;-38.13080360867914
1739209609.308655;-38.13080360867914
1739209609.3086603;-38.13080360867914
1739209609.3086658;-38.13080360867914
1739209609.3086712;-45.120503652039325
1739209609.3086767;-38.13080360867914
1739209609.308682;-35.57807855764607
1739209609.3086874;-45.120503652039325
1739209609.308693;-45.120503652039325
1739209609.3086982;-33.981070128970906
1739209609.3087037;-38.13080360867914
1739209609.3087091;-38.13080360867914
1739209609.3087144;-45.120503652039325
1739209609.3087199;-45.120503652039325
1739209609.3087254;-38.13080360867914
1739209609.3087308;-38.13080360867914
1739209609.308736;-45.120503652039325
1739209609.3087416;-45.120503652039325
1739209609.308747;-45.120503652039325
1739209609.3087523;-33.981070128970906
1739209609.3087578;-38.13080360867914
1739209609.3087633;-33.981070128970906
1739209609.3087685;-38.13080360867914
1739209609.308774;-45.120503652039325
1739209609.3087795;-45.120503652039325
1739209609.308785;-33.981070128970906
1739209609.3087902;-38.13080360867914
1739209609.3087957;-45.120503652039325
1739209609.3088012;-38.13080360867914
1739209609.3088064;-35.57807855764607
1739209609.308812;-38.13080360867914
1739209609.3088174;-45.120503652039325
1739209609.3088226;-38.13080360867914
1739209609.308828;-33.981070128970906
1739209609.3088336;-35.57807855764607
1739209609.3088388;-38.13080360867914
1739209609.3088443;-38.13080360867914
1739209609.3088498;-38.13080360867914
1739209609.3088553;-33.981070128970906
1739209609.3088605;-45.120503652039325
1739209609.308866;-38.13080360867914
1739209609.3088715;-38.13080360867914
1739209609.3088768;-38.13080360867914
1739209609.3088822;-38.13080360867914
1739209609.3088877;-45.120503652039325
1739209609.308893;-35.57807855764607
1739209609.3088984;-35.57807855764607
1739209609.308904;-38.13080360867914
1739209609.3089094;-38.13080360867914
1739209609.3089147;-38.13080360867914
1739209609.3089201;-45.120503652039325
1739209609.3089256;-38.13080360867914
1739209609.3089309;-35.57807855764607
1739209609.3089364;-45.120503652039325
1739209609.3089418;-45.120503652039325
1739209609.308947;-45.120503652039325
1739209609.3089526;-45.120503652039325
1739209609.308958;-45.120503652039325
1739209609.3089635;-45.120503652039325
1739209609.3089688;-38.13080360867914
1739209609.3089743;-45.120503652039325
1739209609.3089797;-35.57807855764607
1739209609.308985;-35.57807855764607
1739209609.3089905;-38.13080360867914
1739209609.308996;-38.13080360867914
1739209609.3090012;-45.120503652039325
1739209609.3090067;-45.120503652039325
1739209609.3090122;-33.981070128970906
1739209609.3090177;-35.57807855764607
1739209609.309023;-38.13080360867914
1739209609.3090284;-45.120503652039325
1739209609.3090339;-45.120503652039325
1739209609.309039;-38.13080360867914
1739209609.3090446;-45.120503652039325
1739209609.30905;-45.120503652039325
1739209609.3090553;-38.13080360867914
1739209609.3090608;-35.57807855764607
1739209609.3090663;-38.13080360867914
1739209609.3090718;-45.120503652039325
1739209609.309077;-38.13080360867914
1739209609.3090825;-35.57807855764607
1739209609.309088;-45.120503652039325
1739209609.3090932;-45.120503652039325
1739209609.3090987;-45.120503652039325
1739209609.3091042;-38.13080360867914
1739209609.3091094;-45.120503652039325
1739209609.309115;-45.120503652039325
1739209609.3091204;-45.120503652039325
1739209609.3091257;-32.816014438256545
1739209609.3091311;-38.13080360867914
1739209609.3091366;-45.120503652039325
1739209609.309142;-45.120503652039325
1739209609.3091474;-45.120503652039325
1739209609.3091528;-33.981070128970906
1739209609.3091583;-38.13080360867914
1739209609.3091636;-38.13080360867914
1739209609.309169;-35.57807855764607
1739209609.3091745;-38.13080360867914
1739209609.3091798;-29.438486411369333
1739209609.3091853;-45.120503652039325
1739209609.3091908;-38.13080360867914
1739209609.3091962;-45.120503652039325
1739209609.3092015;-33.981070128970906
1739209609.309207;-45.120503652039325
1739209609.3092124;-45.120503652039325
1739209609.3092177;-45.120503652039325
1739209609.3092232;-38.13080360867914
1739209609.3092287;-35.57807855764607
1739209609.309234;-38.13080360867914
1739209609.3092394;-35.57807855764607
1739209609.3092449;-45.120503652039325
1739209609.3092504;-45.120503652039325
1739209609.3092556;-45.120503652039325
1739209609.309261;-45.120503652039325
1739209609.3092666;-32.816014438256545
1739209609.3092718;-45.120503652039325
1739209609.3092773;-38.13080360867914
1739209609.3092828;-38.13080360867914
1739209609.309288;-38.13080360867914
1739209609.3092935;-45.120503652039325
1739209609.309299;-45.120503652039325
1739209609.3093045;-45.120503652039325
1739209609.3093097;-45.120503652039325
1739209609.3093152;-45.120503652039325
1739209609.3093207;-45.120503652039325
1739209609.309326;-38.13080360867914
1739209609.3093314;-45.120503652039325
1739209609.309337;-38.13080360867914
1739209609.3093421;-45.120503652039325
1739209609.3093476;-35.57807855764607
1739209609.309353;-33.981070128970906
1739209609.3093586;-38.13080360867914
1739209609.3093638;-45.120503652039325
1739209609.3093693;-38.13080360867914
1739209609.3093748;-38.13080360867914
1739209609.30938;-45.120503652039325
1739209609.3093855;-45.120503652039325
1739209609.309391;-38.13080360867914
1739209609.3093963;-35.57807855764607
1739209609.3094018;-45.120503652039325
1739209609.3094072;-38.13080360867914
1739209609.3094125;-38.13080360867914
1739209609.309418;-45.120503652039325
1739209609.3094234;-45.120503652039325
1739209609.309429;-45.120503652039325
1739209609.3094342;-38.13080360867914
1739209609.3094397;-38.13080360867914
1739209609.3094451;-38.13080360867914
1739209609.3094504;-45.120503652039325
1739209609.3094559;-45.120503652039325
1739209609.3094614;-38.13080360867914
1739209609.3094666;-38.13080360867914
1739209609.309472;-45.120503652039325
1739209609.3094776;-38.13080360867914
1739209609.309483;-28.992665084841942
1739209609.3094883;-33.981070128970906
1739209609.3094938;-45.120503652039325
1739209609.3094993;-38.13080360867914
1739209609.3095045;-38.13080360867914
1739209609.30951;-38.13080360867914
1739209609.3095155;-38.13080360867914
1739209609.3095207;-38.13080360867914
1739209609.3095262;-30.49652367304976
1739209609.3095317;-33.981070128970906
1739209609.3095372;-45.120503652039325
1739209609.3095424;-38.13080360867914
1739209609.309548;-45.120503652039325
1739209609.3095534;-45.120503652039325
1739209609.3095586;-38.13080360867914
1739209609.309564;-45.120503652039325
1739209609.3095696;-38.13080360867914
1739209609.3095748;-38.13080360867914
1739209609.3095803;-38.13080360867914
1739209609.3095858;-45.120503652039325
1739209609.3095913;-38.13080360867914
1739209609.3095965;-38.13080360867914
1739209609.309602;-45.120503652039325
1739209609.3096075;-38.13080360867914
1739209609.3096128;-45.120503652039325
1739209609.3096182;-45.120503652039325
1739209609.3096237;-45.120503652039325
1739209609.309629;-45.120503652039325
1739209609.3096344;-45.120503652039325
1739209609.30964;-35.57807855764607
1739209609.3096454;-38.13080360867914
1739209609.3096507;-38.13080360867914
1739209609.3096561;-38.13080360867914
1739209609.3096616;-38.13080360867914
1739209609.3096669;-45.120503652039325
1739209609.3096724;-38.13080360867914
1739209609.3096778;-38.13080360867914
1739209609.309683;-45.120503652039325
1739209609.3096886;-45.120503652039325
1739209609.309694;-38.13080360867914
1739209609.3096995;-31.141103565318915
1739209609.3097048;-31.141103565318915
1739209609.3097103;-38.13080360867914
1739209609.3097157;-38.13080360867914
1739209609.309721;-33.981070128970906
1739209609.3097265;-33.981070128970906
1739209609.309732;-38.13080360867914
1739209609.3097372;-38.13080360867914
1739209609.3097427;-33.981070128970906
1739209609.3097482;-33.981070128970906
1739209609.3097534;-45.120503652039325
1739209609.309759;-38.13080360867914
1739209609.3097644;-38.13080360867914
1739209609.3097699;-45.120503652039325
1739209609.309775;-45.120503652039325
1739209609.3097806;-45.120503652039325
1739209609.309786;-31.141103565318915
1739209609.3097913;-33.981070128970906
1739209609.3097968;-45.120503652039325
1739209609.3098023;-38.13080360867914
1739209609.3098075;-38.13080360867914
1739209609.309813;-38.13080360867914
1739209609.3098185;-45.120503652039325
1739209609.309824;-38.13080360867914
1739209609.3098292;-38.13080360867914
1739209609.3098347;-38.13080360867914
1739209609.3098402;-45.120503652039325
1739209609.3098454;-45.120503652039325
1739209609.309851;-38.13080360867914
1739209609.3098564;-38.13080360867914
1739209609.3098617;-45.120503652039325
1739209609.3098671;-45.120503652039325
1739209609.3098726;-35.57807855764607
1739209609.309878;-38.13080360867914
1739209609.3098834;-45.120503652039325
1739209609.3098888;-38.13080360867914
1739209609.3098943;-35.57807855764607
1739209609.3098996;-45.120503652039325
1739209609.309905;-45.120503652039325
1739209609.3099105;-33.981070128970906
1739209609.3099158;-38.13080360867914
1739209609.3099213;-33.981070128970906
1739209609.3099267;-38.13080360867914
1739209609.3099322;-38.13080360867914
1739209609.3099375;-45.120503652039325
1739209609.309943;-38.13080360867914
1739209609.3099484;-45.120503652039325
1739209609.3099537;-45.120503652039325
1739209609.3099592;-33.981070128970906
1739209609.3099647;-45.120503652039325
1739209609.30997;-45.120503652039325
1739209609.3099754;-45.120503652039325
1739209609.3099809;-35.57807855764607
1739209609.3099864;-45.120503652039325
1739209609.3099916;-45.120503652039325
1739209609.309997;-38.13080360867914
1739209609.3100026;-38.13080360867914
1739209609.3100078;-38.13080360867914
1739209609.3100133;-45.120503652039325
1739209609.3100188;-45.120503652039325
1739209609.310024;-45.120503652039325
1739209609.3100295;-38.13080360867914
1739209609.310035;-35.57807855764607
1739209609.3100402;-45.120503652039325
1739209609.3100457;-38.13080360867914
1739209609.3100512;-38.13080360867914
1739209609.3100567;-45.120503652039325
1739209609.310062;-38.13080360867914
1739209609.3100674;-38.13080360867914
1739209609.310073;-45.120503652039325
1739209609.3100781;-45.120503652039325
1739209609.3100836;-38.13080360867914
1739209609.310089;-38.13080360867914
1739209609.3100944;-45.120503652039325
1739209609.3100998;-45.120503652039325
1739209609.3101053;-45.120503652039325
1739209609.3101108;-45.120503652039325
1739209609.310116;-45.120503652039325
1739209609.3101215;-38.13080360867914
1739209609.310127;-45.120503652039325
1739209609.3101323;-32.816014438256545
1739209609.3101377;-45.120503652039325
1739209609.3101432;-38.13080360867914
1739209609.3101485;-45.120503652039325
1739209609.310154;-38.13080360867914
1739209609.3101594;-38.13080360867914
1739209609.310165;-38.13080360867914
1739209609.3101702;-33.981070128970906
1739209609.3101757;-38.13080360867914
1739209609.3101811;-45.120503652039325
1739209609.3101864;-45.120503652039325
1739209609.3101919;-38.13080360867914
1739209609.3101974;-38.13080360867914
1739209609.3102026;-35.57807855764607
1739209609.310208;-45.120503652039325
1739209609.3102136;-38.13080360867914
1739209609.310219;-38.13080360867914
1739209609.3102243;-35.57807855764607
1739209609.3102298;-32.816014438256545
1739209609.3102353;-38.13080360867914
1739209609.3102405;-35.57807855764607
1739209609.310246;-38.13080360867914
1739209609.3102515;-38.13080360867914
1739209609.3102567;-45.120503652039325
1739209609.3102622;-38.13080360867914
1739209609.3102677;-45.120503652039325
1739209609.3102732;-45.120503652039325
1739209609.3102784;-45.120503652039325
1739209609.310284;-45.120503652039325
1739209609.3102894;-45.120503652039325
1739209609.3102946;-45.120503652039325
1739209609.3103;-33.981070128970906
1739209609.3103056;-38.13080360867914
1739209609.3103108;-38.13080360867914
1739209609.3103163;-33.981070128970906
1739209609.3103218;-38.13080360867914
1739209609.310327;-45.120503652039325
1739209609.3103325;-45.120503652039325
1739209609.310338;-30.49652367304973
1739209609.3103435;-35.57807855764607
1739209609.3103487;-38.13080360867914
1739209609.3103542;-38.13080360867914
1739209609.3103597;-30.49652367304973
1739209609.310365;-45.120503652039325
1739209609.3103704;-45.120503652039325
1739209609.310376;-45.120503652039325
1739209609.3103812;-45.120503652039325
1739209609.3103867;-38.13080360867914
1739209609.3103921;-45.120503652039325
1739209609.3103976;-38.13080360867914
1739209609.3104029;-38.13080360867914
1739209609.3104084;-45.120503652039325
1739209609.3104138;-45.120503652039325
1739209609.310419;-38.13080360867914
1739209609.3104246;-35.57807855764607
1739209609.31043;-45.120503652039325
1739209609.3104353;-45.120503652039325
1739209609.3104408;-38.13080360867914
1739209609.3104463;-27.267205301931607
1739209609.3104517;-38.13080360867914
1739209609.310457;-45.120503652039325
1739209609.3104625;-45.120503652039325
1739209609.310468;-38.13080360867914
1739209609.3104732;-45.120503652039325
1739209609.3104787;-45.120503652039325
1739209609.3104842;-38.13080360867914
1739209609.3104894;-32.81601443825658
1739209609.310495;-33.981070128970906
1739209609.3105004;-45.120503652039325
1739209609.3105059;-38.13080360867914
1739209609.310511;-38.13080360867914
1739209609.3105166;-45.120503652039325
1739209609.310522;-45.120503652039325
1739209609.3105273;-45.120503652039325
1739209609.3105328;-28.992665084841942
1739209609.3105383;-38.13080360867914
1739209609.3105435;-45.120503652039325
1739209609.310549;-45.120503652039325
1739209609.3105545;-33.981070128970906
1739209609.31056;-45.120503652039325
1739209609.3105652;-45.120503652039325
1739209609.3105707;-38.13080360867914
1739209609.3105762;-38.13080360867914
1739209609.3105814;-38.13080360867914
1739209609.310587;-45.120503652039325
1739209609.3105924;-38.13080360867914
1739209609.3105977;-45.120503652039325
1739209609.3106031;-38.13080360867914
1739209609.3106086;-35.57807855764607
1739209609.310614;-38.13080360867914
1739209609.3106194;-45.120503652039325
1739209609.3106248;-38.13080360867914
1739209609.3106303;-38.13080360867914
1739209609.3106356;-45.120503652039325
1739209609.310641;-45.120503652039325
1739209609.3106465;-35.57807855764607
1739209609.3106518;-38.13080360867914
1739209609.3106573;-45.120503652039325
1739209609.3106627;-38.13080360867914
1739209609.310668;-38.13080360867914
1739209609.3106735;-38.13080360867914
1739209609.310679;-45.120503652039325
1739209609.3106844;-45.120503652039325
1739209609.3106897;-35.57807855764607
1739209609.3106952;-35.57807855764607
1739209609.3107007;-38.13080360867914
1739209609.310706;-38.13080360867914
1739209609.3107114;-30.49652367304973
1739209609.3107169;-33.981070128970906
1739209609.310722;-45.120503652039325
1739209609.3107276;-38.13080360867914
1739209609.310733;-38.13080360867914
1739209609.3107386;-45.120503652039325
1739209609.3107438;-45.120503652039325
1739209609.3107493;-33.981070128970906
1739209609.3107548;-31.141103565318915
1739209609.31076;-35.57807855764607
1739209609.3107655;-38.13080360867914
1739209609.310771;-45.120503652039325
1739209609.3107762;-35.57807855764607
1739209609.3107817;-38.13080360867914
1739209609.3107872;-35.57807855764607
1739209609.3107927;-33.981070128970906
1739209609.310798;-31.141103565318915
1739209609.3108034;-38.13080360867914
1739209609.310809;-45.120503652039325
1739209609.3108141;-45.120503652039325
1739209609.3108196;-45.120503652039325
1739209609.310825;-45.120503652039325
1739209609.3108304;-38.13080360867914
1739209609.3108358;-33.981070128970906
1739209609.3108413;-33.981070128970906
1739209609.3108468;-45.120503652039325
1739209609.310852;-38.13080360867914
1739209609.3108575;-38.13080360867914
1739209609.310863;-35.57807855764607
1739209609.3108683;-35.57807855764607
1739209609.3108737;-45.120503652039325
1739209609.3108792;-38.13080360867914
1739209609.3108845;-31.141103565318915
1739209609.31089;-35.57807855764607
1739209609.3108954;-45.120503652039325
1739209609.310901;-45.120503652039325
1739209609.3109062;-38.13080360867914
1739209609.3109117;-35.57807855764607
1739209609.3109171;-45.120503652039325
1739209609.3109224;-45.120503652039325
1739209609.3109279;-33.981070128970906
1739209609.3109334;-38.13080360867914
1739209609.3109386;-38.13080360867914
1739209609.310944;-45.120503652039325
1739209609.3109496;-33.981070128970906
1739209609.3109548;-45.120503652039325
1739209609.3109603;-45.120503652039325
1739209609.3109658;-38.13080360867914
1739209609.3109713;-45.120503652039325
1739209609.3109765;-35.57807855764607
1739209609.310982;-38.13080360867914
1739209609.3109875;-45.120503652039325
1739209609.3109927;-38.13080360867914
1739209609.3109982;-31.141103565318893
1739209609.3110037;-45.120503652039325
1739209609.311009;-45.120503652039325
1739209609.3110144;-33.981070128970906
1739209609.31102;-45.120503652039325
1739209609.3110254;-45.120503652039325
1739209609.3110306;-45.120503652039325
1739209609.304629;-38.13080360867914
1739209609.304632;-32.816014438256545
1739209609.3046348;-45.120503652039325
1739209609.3046377;-38.13080360867914
1739209609.3046405;-45.120503652039325
1739209609.3046434;-45.120503652039325
1739209609.3046463;-45.120503652039325
1739209609.304649;-38.13080360867914
1739209609.304652;-45.120503652039325
1739209609.3046548;-45.120503652039325
1739209609.3046577;-45.120503652039325
1739209609.3046606;-45.120503652039325
1739209609.3046634;-38.13080360867914
1739209609.3046663;-35.57807855764607
1739209609.3046691;-45.120503652039325
1739209609.304672;-45.120503652039325
1739209609.3046749;-35.57807855764607
1739209609.3046777;-35.57807855764607
1739209609.3046806;-45.120503652039325
1739209609.3046834;-38.13080360867914
1739209609.3046863;-45.120503652039325
1739209609.3046892;-45.120503652039325
1739209609.304692;-45.120503652039325
1739209609.304695;-38.13080360867914
1739209609.3046978;-45.120503652039325
1739209609.3047006;-45.120503652039325
1739209609.3047035;-33.981070128970906
1739209609.3047063;-38.13080360867914
1739209609.3047092;-38.13080360867914
1739209609.304712;-45.120503652039325
1739209609.304715;-35.57807855764607
1739209609.3047178;-35.57807855764607
1739209609.3047206;-38.13080360867914
1739209609.3047235;-38.13080360867914
1739209609.3047264;-38.13080360867914
1739209609.3047292;-35.57807855764607
1739209609.304732;-35.57807855764607
1739209609.304735;-32.816014438256545
1739209609.3047378;-38.13080360867914
1739209609.3047407;-35.57807855764607
1739209609.3047435;-45.120503652039325
1739209609.3047464;-45.120503652039325
1739209609.3047493;-38.13080360867914
1739209609.304752;-32.816014438256545
1739209609.304755;-45.120503652039325
1739209609.3047578;-31.141103565318943
1739209609.3047607;-35.57807855764607
1739209609.3047636;-35.57807855764607
1739209609.3047664;-45.120503652039325
1739209609.3047693;-45.120503652039325
1739209609.3047721;-45.120503652039325
1739209609.304775;-45.120503652039325
1739209609.3047779;-32.816014438256545
1739209609.3047807;-28.58837851428586
1739209609.3047836;-45.120503652039325
1739209609.3047864;-38.13080360867914
1739209609.3047893;-38.13080360867914
1739209609.3047922;-32.816014438256545
1739209609.304795;-45.120503652039325
1739209609.304798;-38.13080360867914
1739209609.3048007;-38.13080360867914
1739209609.3048036;-33.981070128970956
1739209609.3048065;-38.13080360867914
1739209609.3048093;-45.120503652039325
1739209609.3048122;-45.120503652039325
1739209609.304815;-45.120503652039325
1739209609.304818;-38.13080360867914
1739209609.3048208;-35.57807855764607
1739209609.3048236;-38.13080360867914
1739209609.3048265;-33.981070128970906
1739209609.3048294;-38.13080360867914
1739209609.3048322;-45.120503652039325
1739209609.304835;-45.120503652039325
1739209609.304838;-33.981070128970906
1739209609.3048408;-45.120503652039325
1739209609.3048437;-38.13080360867914
1739209609.3048465;-38.13080360867914
1739209609.3048494;-45.120503652039325
1739209609.3048522;-45.120503652039325
1739209609.304855;-38.13080360867914
1739209609.304858;-38.13080360867914
1739209609.3048608;-45.120503652039325
1739209609.3048637;-38.13080360867914
1739209609.3048666;-45.120503652039325
1739209609.3048694;-45.120503652039325
1739209609.3048723;-45.120503652039325
1739209609.3048751;-45.120503652039325
1739209609.304878;-45.120503652039325
1739209609.3048809;-45.120503652039325
1739209609.3048837;-45.120503652039325
1739209609.3048866;-38.13080360867914
1739209609.3048894;-35.57807855764607
1739209609.3048923;-45.120503652039325
1739209609.3048952;-31.141103565318915
1739209609.304898;-33.981070128970906
1739209609.304901;-38.13080360867914
1739209609.3049037;-35.57807855764607
1739209609.3049066;-38.13080360867914
1739209609.3049095;-38.13080360867914
1739209609.3049123;-45.120503652039325
1739209609.3049152;-33.981070128970906
1739209609.304918;-32.816014438256545
1739209609.304921;-33.981070128970906
1739209609.3049238;-38.13080360867914
1739209609.3049266;-38.13080360867914
1739209609.3049295;-38.13080360867914
1739209609.3049324;-45.120503652039325
1739209609.3049352;-45.120503652039325
1739209609.304938;-45.120503652039325
1739209609.304941;-28.992665084841942
1739209609.3049438;-31.141103565318915
1739209609.3049467;-38.13080360867914
1739209609.3049495;-45.120503652039325
1739209609.3049524;-33.981070128970906
1739209609.3049552;-45.120503652039325
1739209609.304958;-45.120503652039325
1739209609.304961;-35.57807855764607
1739209609.3049638;-33.981070128970906
1739209609.3049667;-38.13080360867914
1739209609.3049695;-45.120503652039325
1739209609.3049724;-45.120503652039325
1739209609.3049753;-38.13080360867914
1739209609.3049781;-38.13080360867914
1739209609.304981;-45.120503652039325
1739209609.3049839;-38.13080360867914
1739209609.3049867;-38.13080360867914
1739209609.3049896;-38.13080360867914
1739209609.3049924;-38.13080360867914
1739209609.3049953;-38.13080360867914
1739209609.3049982;-38.13080360867914
1739209609.305001;-38.13080360867914
1739209609.305004;-31.141103565318915
1739209609.3050067;-38.13080360867914
1739209609.3050096;-38.13080360867914
1739209609.3050125;-38.13080360867914
1739209609.3050153;-38.13080360867914
1739209609.3050182;-38.13080360867914
1739209609.305021;-45.120503652039325
1739209609.305024;-35.57807855764607
1739209609.3050268;-35.57807855764607
1739209609.3050296;-45.120503652039325
1739209609.3050325;-45.120503652039325
1739209609.3050354;-45.120503652039325
1739209609.3050382;-45.120503652039325
1739209609.305041;-45.120503652039325
1739209609.305044;-45.120503652039325
1739209609.3050468;-45.120503652039325
1739209609.3050497;-45.120503652039325
1739209609.3050525;-45.120503652039325
1739209609.3050554;-45.120503652039325
1739209609.3050582;-45.120503652039325
1739209609.305061;-45.120503652039325
1739209609.305064;-38.13080360867914
1739209609.3050668;-38.13080360867914
1739209609.3050697;-38.13080360867914
1739209609.3050725;-45.120503652039325
1739209609.3050754;-38.13080360867914
1739209609.3050783;-35.57807855764607
1739209609.3050811;-38.13080360867914
1739209609.305084;-38.13080360867914
1739209609.3050869;-38.13080360867914
1739209609.3050897;-45.120503652039325
1739209609.3050926;-38.13080360867914
1739209609.3050954;-38.13080360867914
1739209609.3050983;-45.120503652039325
1739209609.3051012;-45.120503652039325
1739209609.305104;-45.120503652039325
1739209609.3051069;-45.120503652039325
1739209609.3051097;-38.13080360867914
1739209609.3051126;-35.57807855764607
1739209609.3051155;-38.13080360867914
1739209609.3051183;-45.120503652039325
1739209609.3051212;-45.120503652039325
1739209609.305124;-45.120503652039325
1739209609.305127;-32.816014438256545
1739209609.3051298;-33.981070128970906
1739209609.3051326;-38.13080360867914
1739209609.3051355;-38.13080360867914
1739209609.3051383;-38.13080360867914
1739209609.3051412;-33.981070128970906
1739209609.305144;-38.13080360867914
1739209609.305147;-35.57807855764607
1739209609.3051498;-45.120503652039325
1739209609.3051527;-45.120503652039325
1739209609.3051555;-33.981070128970906
1739209609.3051584;-38.13080360867914
1739209609.3051612;-38.13080360867914
1739209609.305164;-45.120503652039325
1739209609.305167;-38.13080360867914
1739209609.3051698;-38.13080360867914
1739209609.3051727;-35.57807855764607
1739209609.3051755;-35.57807855764607
1739209609.3051784;-38.13080360867914
1739209609.3051813;-45.120503652039325
1739209609.3051841;-45.120503652039325
1739209609.305187;-33.981070128970906
1739209609.3051898;-45.120503652039325
1739209609.3051927;-45.120503652039325
1739209609.3051956;-33.981070128970906
1739209609.3051984;-45.120503652039325
1739209609.3052013;-45.120503652039325
1739209609.3052042;-45.120503652039325
1739209609.305207;-45.120503652039325
1739209609.3052099;-45.120503652039325
1739209609.3052127;-38.13080360867914
1739209609.3052156;-38.13080360867914
1739209609.3052185;-38.13080360867914
1739209609.3052213;-45.120503652039325
1739209609.3052242;-45.120503652039325
1739209609.305227;-45.120503652039325
1739209609.30523;-32.816014438256545
1739209609.3052328;-35.57807855764607
1739209609.3052356;-38.13080360867914
1739209609.313103;-38.13080360867914
1739209609.3131077;-45.120503652039325
1739209609.3131127;-38.13080360867914
1739209609.3131175;-38.13080360867914
1739209609.3131225;-45.120503652039325
1739209609.3131275;-38.13080360867914
1739209609.3131323;-35.57807855764607
1739209609.3131373;-38.13080360867914
1739209609.3131423;-45.120503652039325
1739209609.313147;-35.57807855764607
1739209609.313152;-38.13080360867914
1739209609.3131568;-38.13080360867914
1739209609.3131618;-38.13080360867914
1739209609.3131669;-35.57807855764607
1739209609.3131716;-45.120503652039325
1739209609.3131766;-45.120503652039325
