CAN Message; 0x1bb:00002a724325fbba
Timestamp;Amplitude
1739209890.3106256;-45.120503652039325
1739209890.310629;-45.120503652039325
1739209890.3106322;-38.13080360867914
1739209890.3106356;-38.13080360867914
1739209890.310639;-45.120503652039325
1739209890.3106422;-38.13080360867914
1739209890.3106456;-38.13080360867914
1739209890.3106487;-38.13080360867914
1739209890.310652;-38.13080360867914
1739209890.3106554;-45.120503652039325
1739209890.3106587;-38.13080360867914
1739209890.310662;-38.13080360867914
1739209890.3106654;-45.120503652039325
1739209890.3106687;-45.120503652039325
1739209890.310672;-45.120503652039325
1739209890.3106754;-45.120503652039325
1739209890.3106787;-45.120503652039325
1739209890.310682;-45.120503652039325
1739209890.3106854;-45.120503652039325
1739209890.3106887;-33.981070128970906
1739209890.310692;-32.816014438256545
1739209890.3106952;-45.120503652039325
1739209890.3106985;-35.57807855764607
1739209890.3107018;-35.57807855764607
1739209890.3107052;-38.13080360867914
1739209890.3107085;-35.57807855764607
1739209890.3107119;-38.13080360867914
1739209890.3107152;-45.120503652039325
1739209890.3107185;-38.13080360867914
1739209890.3107219;-38.13080360867914
1739209890.3107252;-45.120503652039325
1739209890.3107285;-45.120503652039325
1739209890.310732;-38.13080360867914
1739209890.3107352;-38.13080360867914
1739209890.3107386;-38.13080360867914
1739209890.310742;-45.120503652039325
1739209890.310745;-45.120503652039325
1739209890.3107483;-33.981070128970906
1739209890.3107517;-38.13080360867914
1739209890.310755;-45.120503652039325
1739209890.3107584;-45.120503652039325
1739209890.3107617;-38.13080360867914
1739209890.310765;-45.120503652039325
1739209890.3107684;-45.120503652039325
1739209890.3107717;-33.981070128970906
1739209890.310775;-38.13080360867914
1739209890.3107784;-45.120503652039325
1739209890.3107817;-38.13080360867914
1739209890.310785;-33.981070128970906
1739209890.3107884;-45.120503652039325
1739209890.3107915;-45.120503652039325
1739209890.3107948;-45.120503652039325
1739209890.3107982;-38.13080360867914
1739209890.3108015;-45.120503652039325
1739209890.3108048;-45.120503652039325
1739209890.3108082;-45.120503652039325
1739209890.3108115;-33.981070128970906
1739209890.3108149;-45.120503652039325
1739209890.3108182;-45.120503652039325
1739209890.3108215;-45.120503652039325
1739209890.3108249;-31.141103565318915
1739209890.3108282;-45.120503652039325
1739209890.3108315;-45.120503652039325
1739209890.310835;-45.120503652039325
1739209890.310838;-45.120503652039325
1739209890.3108413;-45.120503652039325
1739209890.3108447;-45.120503652039325
1739209890.310848;-45.120503652039325
1739209890.3108513;-28.992665084841942
1739209890.3108547;-33.981070128970906
1739209890.310858;-45.120503652039325
1739209890.3108613;-45.120503652039325
1739209890.3108647;-33.981070128970906
1739209890.310868;-45.120503652039325
1739209890.3108714;-45.120503652039325
1739209890.3108747;-45.120503652039325
1739209890.310878;-32.816014438256545
1739209890.3108814;-38.13080360867914
1739209890.3108847;-38.13080360867914
1739209890.3108878;-35.57807855764607
1739209890.3108912;-38.13080360867914
1739209890.3108945;-45.120503652039325
1739209890.3108978;-45.120503652039325
1739209890.3109012;-45.120503652039325
1739209890.3109045;-45.120503652039325
1739209890.3109078;-38.13080360867914
1739209890.3109112;-38.13080360867914
1739209890.3109145;-45.120503652039325
1739209890.3109179;-45.120503652039325
1739209890.3109212;-38.13080360867914
1739209890.3109245;-33.981070128970906
1739209890.3109279;-38.13080360867914
1739209890.3109312;-33.981070128970906
1739209890.3109343;-33.981070128970906
1739209890.3109376;-38.13080360867914
1739209890.310941;-45.120503652039325
1739209890.3109443;-38.13080360867914
1739209890.3109477;-45.120503652039325
1739209890.310951;-45.120503652039325
1739209890.3109543;-32.816014438256545
1739209890.3109577;-35.57807855764607
1739209890.310961;-38.13080360867914
1739209890.3109643;-38.13080360867914
1739209890.3109677;-45.120503652039325
1739209890.310971;-38.13080360867914
1739209890.3109744;-35.57807855764607
1739209890.3109777;-38.13080360867914
1739209890.310981;-35.57807855764607
1739209890.3109841;-32.816014438256545
1739209890.3109875;-32.816014438256545
1739209890.3109908;-38.13080360867914
1739209890.3109941;-38.13080360867914
1739209890.3109975;-45.120503652039325
1739209890.3110008;-45.120503652039325
1739209890.3110042;-45.120503652039325
1739209890.3110075;-45.120503652039325
1739209890.3110108;-45.120503652039325
1739209890.3110142;-45.120503652039325
1739209890.3110175;-38.13080360867914
1739209890.3110209;-38.13080360867914
1739209890.3110242;-38.13080360867914
1739209890.3110275;-45.120503652039325
1739209890.3110306;-38.13080360867914
1739209890.311034;-35.57807855764607
1739209890.3110373;-45.120503652039325
1739209890.3110406;-45.120503652039325
1739209890.311044;-38.13080360867914
1739209890.3110473;-35.57807855764607
1739209890.3110507;-45.120503652039325
1739209890.311054;-38.13080360867914
1739209890.3110573;-33.981070128970906
1739209890.3110607;-45.120503652039325
1739209890.311064;-35.57807855764607
1739209890.3110673;-38.13080360867914
1739209890.3110707;-45.120503652039325
1739209890.311074;-45.120503652039325
1739209890.3110774;-33.981070128970906
1739209890.3110805;-45.120503652039325
1739209890.3110838;-45.120503652039325
1739209890.3110871;-38.13080360867914
1739209890.3110905;-45.120503652039325
1739209890.3110938;-45.120503652039325
1739209890.3110971;-45.120503652039325
1739209890.3111005;-45.120503652039325
1739209890.3111038;-38.13080360867914
1739209890.3111072;-35.57807855764607
1739209890.3111105;-38.13080360867914
1739209890.3111138;-45.120503652039325
1739209890.3111172;-38.13080360867914
1739209890.3111205;-38.13080360867914
1739209890.3111238;-38.13080360867914
1739209890.311127;-38.13080360867914
1739209890.3111303;-45.120503652039325
1739209890.3111336;-45.120503652039325
1739209890.311137;-45.120503652039325
1739209890.3111403;-45.120503652039325
1739209890.3111436;-33.981070128970906
1739209890.311147;-45.120503652039325
1739209890.3111503;-38.13080360867914
1739209890.3111537;-38.13080360867914
1739209890.311157;-35.57807855764607
1739209890.3111603;-32.816014438256545
1739209890.3111637;-45.120503652039325
1739209890.311167;-45.120503652039325
1739209890.3111703;-45.120503652039325
1739209890.3111734;-31.141103565318893
1739209890.3111768;-38.13080360867914
1739209890.31118;-45.120503652039325
1739209890.3111835;-45.120503652039325
1739209890.3111868;-38.13080360867914
1739209890.3111901;-35.57807855764607
1739209890.3111935;-38.13080360867914
1739209890.3111968;-38.13080360867914
1739209890.3112001;-45.120503652039325
1739209890.3112035;-45.120503652039325
1739209890.3112068;-45.120503652039325
1739209890.3112102;-38.13080360867914
1739209890.3112135;-33.981070128970906
1739209890.3112168;-45.120503652039325
1739209890.3112202;-45.120503652039325
1739209890.3112233;-33.981070128970906
1739209890.3112266;-33.981070128970906
1739209890.31123;-33.981070128970906
1739209890.3112333;-38.13080360867914
1739209890.3112366;-45.120503652039325
1739209890.31124;-45.120503652039325
1739209890.3112433;-38.13080360867914
1739209890.3112466;-38.13080360867914
1739209890.31125;-45.120503652039325
1739209890.3112533;-38.13080360867914
1739209890.3112566;-45.120503652039325
1739209890.31126;-38.13080360867914
1739209890.3112633;-38.13080360867914
1739209890.3112667;-45.120503652039325
1739209890.3112698;-38.13080360867914
1739209890.311273;-45.120503652039325
1739209890.3112764;-45.120503652039325
1739209890.3112798;-45.120503652039325
1739209890.311283;-35.57807855764607
1739209890.3112864;-38.13080360867914
1739209890.3112898;-45.120503652039325
1739209890.3112931;-33.981070128970906
1739209890.3112965;-31.141103565318915
1739209890.3112998;-35.57807855764607
1739209890.3113031;-38.13080360867914
1739209890.3113065;-33.981070128970906
1739209890.3113098;-33.981070128970906
1739209890.3113132;-35.57807855764607
1739209890.3113165;-38.13080360867914
1739209890.3113196;-45.120503652039325
1739209890.311323;-38.13080360867914
1739209890.3113263;-38.13080360867914
1739209890.3113296;-45.120503652039325
1739209890.311333;-45.120503652039325
1739209890.3113363;-31.14110356531892
1739209890.3113396;-38.13080360867914
1739209890.311343;-38.13080360867914
1739209890.3113463;-45.120503652039325
1739209890.3113496;-33.981070128970906
1739209890.311353;-29.438486411369333
1739209890.3113563;-38.13080360867914
1739209890.3113596;-38.13080360867914
1739209890.311363;-33.981070128970906
1739209890.311366;-45.120503652039325
1739209890.3113694;-38.13080360867914
1739209890.3113728;-45.120503652039325
1739209890.311376;-38.13080360867914
1739209890.3113794;-35.57807855764607
1739209890.3113828;-38.13080360867914
1739209890.311386;-45.120503652039325
1739209890.3113894;-38.13080360867914
1739209890.3113928;-32.816014438256545
1739209890.3113961;-38.13080360867914
1739209890.3113995;-45.120503652039325
1739209890.3114028;-38.13080360867914
1739209890.3114061;-38.13080360867914
1739209890.3114095;-45.120503652039325
1739209890.3114126;-38.13080360867914
1739209890.311416;-29.438486411369347
1739209890.3114192;-45.120503652039325
1739209890.3114226;-45.120503652039325
1739209890.311426;-45.120503652039325
1739209890.3114293;-45.120503652039325
1739209890.3114326;-45.120503652039325
1739209890.311436;-45.120503652039325
1739209890.3114393;-38.13080360867914
1739209890.3114426;-27.877744956031414
1739209890.311446;-45.120503652039325
1739209890.3114493;-45.120503652039325
1739209890.3114526;-45.120503652039325
1739209890.311456;-38.13080360867914
1739209890.3114593;-45.120503652039325
1739209890.3114624;-38.13080360867914
1739209890.3114657;-35.57807855764607
1739209890.311469;-31.141103565318915
1739209890.3114724;-38.13080360867914
1739209890.3114758;-38.13080360867914
1739209890.311479;-38.13080360867914
1739209890.3114824;-45.120503652039325
1739209890.3114858;-45.120503652039325
1739209890.311489;-45.120503652039325
1739209890.3114924;-38.13080360867914
1739209890.3114958;-33.981070128970906
1739209890.311499;-45.120503652039325
1739209890.3115025;-45.120503652039325
1739209890.3115058;-45.120503652039325
1739209890.311509;-45.120503652039325
1739209890.3115122;-38.13080360867914
1739209890.3115156;-38.13080360867914
1739209890.311519;-45.120503652039325
1739209890.3115222;-45.120503652039325
1739209890.3115256;-35.57807855764607
1739209890.311529;-45.120503652039325
1739209890.3115323;-45.120503652039325
1739209890.3115356;-45.120503652039325
1739209890.311539;-35.57807855764607
1739209890.3115423;-38.13080360867914
1739209890.3115456;-45.120503652039325
1739209890.311549;-33.981070128970906
1739209890.3115523;-38.13080360867914
1739209890.3115556;-38.13080360867914
1739209890.3115587;-45.120503652039325
1739209890.311562;-33.981070128970906
1739209890.3115654;-45.120503652039325
1739209890.3115687;-45.120503652039325
1739209890.311572;-45.120503652039325
1739209890.3115754;-45.120503652039325
1739209890.3115788;-35.57807855764607
1739209890.311582;-38.13080360867914
1739209890.3115854;-45.120503652039325
1739209890.3115888;-45.120503652039325
1739209890.311592;-32.816014438256545
1739209890.3115954;-38.13080360867914
1739209890.3115988;-45.120503652039325
1739209890.311602;-38.13080360867914
1739209890.3116052;-38.13080360867914
1739209890.3116086;-38.13080360867914
1739209890.311612;-45.120503652039325
1739209890.3116152;-45.120503652039325
1739209890.3116186;-45.120503652039325
1739209890.311622;-45.120503652039325
1739209890.3116252;-45.120503652039325
1739209890.3116286;-38.13080360867914
1739209890.311632;-45.120503652039325
