CAN Message; 0x1b8:0200710181b6a1e0
1739209680.7772193;-33.981070128970906
1739209680.777222;-45.120503652039325
1739209680.7772248;-45.120503652039325
1739209680.7772274;-45.120503652039325
1739209680.77723;-45.120503652039325
1739209680.7772326;-35.57807855764607
1739209680.7772353;-38.13080360867914
1739209680.777238;-38.13080360867914
1739209680.7772405;-38.13080360867914
1739209680.7772434;-45.120503652039325
1739209680.777246;-45.120503652039325
1739209680.7772486;-38.13080360867914
1739209680.7772512;-35.57807855764607
1739209680.7772539;-45.120503652039325
1739209680.7772565;-38.13080360867914
1739209680.777259;-45.120503652039325
1739209680.777262;-31.141103565318915
1739209680.7772646;-35.57807855764607
1739209680.7772672;-45.120503652039325
1739209680.7772698;-38.13080360867914
1739209680.7772725;-45.120503652039325
1739209680.777275;-38.13080360867914
1739209680.777278;-45.120503652039325
1739209680.7772806;-45.120503652039325
1739209680.7772832;-30.49652367304976
1739209680.7772858;-38.13080360867914
1739209680.7772884;-32.816014438256545
1739209680.777291;-45.120503652039325
1739209680.7772937;-45.120503652039325
1739209680.7772965;-45.120503652039325
1739209680.7772992;-45.120503652039325
1739209680.7773018;-45.120503652039325
1739209680.7773044;-28.992665084841942
1739209680.777307;-38.13080360867914
1739209680.7773097;-45.120503652039325
1739209680.7773123;-35.57807855764607
1739209680.7773151;-32.816014438256545
1739209680.7773178;-35.57807855764607
1739209680.7773204;-38.13080360867914
1739209680.777323;-38.13080360867914
1739209680.7773256;-45.120503652039325
1739209680.7773283;-45.120503652039325
1739209680.777331;-45.120503652039325
1739209680.7773337;-45.120503652039325
1739209680.7773364;-45.120503652039325
1739209680.777339;-45.120503652039325
1739209680.7773416;-45.120503652039325
1739209680.7773442;-38.13080360867914
1739209680.7773468;-35.57807855764607
1739209680.7773497;-45.120503652039325
1739209680.7773523;-45.120503652039325
1739209680.777355;-35.57807855764607
1739209680.7773576;-35.57807855764607
1739209680.7773602;-45.120503652039325
1739209680.7773628;-45.120503652039325
1739209680.7773654;-38.13080360867914
1739209680.7773683;-33.981070128970906
1739209680.777371;-31.141103565318915
1739209680.7773736;-38.13080360867914
1739209680.7773762;-38.13080360867914
1739209680.7773788;-38.13080360867914
1739209680.7773814;-38.13080360867914
1739209680.777384;-33.981070128970906
1739209680.777387;-35.57807855764607
1739209680.7773895;-33.981070128970906
1739209680.7773921;-38.13080360867914
1739209680.7773948;-45.120503652039325
1739209680.7773974;-38.13080360867914
1739209680.7774;-45.120503652039325
1739209680.7774029;-45.120503652039325
1739209680.7774055;-45.120503652039325
1739209680.7774081;-38.13080360867914
1739209680.7774107;-33.981070128970906
1739209680.7774134;-33.981070128970906
1739209680.777416;-38.13080360867914
1739209680.7774186;-45.120503652039325
1739209680.7774215;-38.13080360867914
1739209680.777424;-38.13080360867914
1739209680.7774267;-45.120503652039325
1739209680.7774293;-38.13080360867914
1739209680.777432;-38.13080360867914
1739209680.7774346;-33.981070128970906
1739209680.7774372;-45.120503652039325
1739209680.77744;-45.120503652039325
1739209680.7774427;-38.13080360867914
1739209680.7774453;-45.120503652039325
1739209680.777448;-45.120503652039325
1739209680.7774506;-45.120503652039325
1739209680.7774532;-33.981070128970906
1739209680.777456;-45.120503652039325
1739209680.7774587;-45.120503652039325
1739209680.7774613;-35.57807855764607
1739209680.777464;-35.57807855764607
1739209680.7774665;-45.120503652039325
1739209680.7774692;-45.120503652039325
1739209680.7774718;-38.13080360867914
1739209680.7774746;-38.13080360867914
1739209680.7774773;-45.120503652039325
1739209680.77748;-45.120503652039325
1739209680.7774825;-38.13080360867914
1739209680.7774851;-31.141103565318915
1739209680.7774878;-38.13080360867914
1739209680.7774904;-45.120503652039325
1739209680.7774932;-38.13080360867914
1739209680.7774959;-38.13080360867914
1739209680.7774985;-38.13080360867914
1739209680.777501;-45.120503652039325
1739209680.7775037;-38.13080360867914
1739209680.7775064;-38.13080360867914
1739209680.7775092;-38.13080360867914
1739209680.7775118;-45.120503652039325
1739209680.7775145;-32.816014438256545
1739209680.777517;-38.13080360867914
1739209680.7775197;-38.13080360867914
1739209680.7775223;-45.120503652039325
1739209680.777525;-38.13080360867914
1739209680.7775278;-45.120503652039325
1739209680.7775304;-38.13080360867914
1739209680.777533;-38.13080360867914
1739209680.7775357;-38.13080360867914
1739209680.7775383;-38.13080360867914
1739209680.777541;-45.120503652039325
1739209680.7775435;-45.120503652039325
1739209680.7775464;-45.120503652039325
1739209680.777549;-38.13080360867914
1739209680.7775517;-45.120503652039325
1739209680.7775543;-45.120503652039325
1739209680.777557;-35.57807855764607
1739209680.7775595;-35.57807855764607
1739209680.7775624;-45.120503652039325
1739209680.777565;-45.120503652039325
1739209680.7775676;-45.120503652039325
1739209680.7775702;-38.13080360867914
1739209680.7775729;-38.13080360867914
1739209680.7775755;-45.120503652039325
1739209680.777578;-38.13080360867914
1739209680.777581;-45.120503652039325
1739209680.7775836;-35.57807855764607
1739209680.7775862;-32.816014438256545
1739209680.7775888;-45.120503652039325
1739209680.7775915;-45.120503652039325
1739209680.777594;-38.13080360867914
1739209680.7775967;-35.57807855764607
1739209680.7775996;-38.13080360867914
1739209680.7776022;-38.13080360867914
1739209680.7776048;-45.120503652039325
1739209680.7776074;-45.120503652039325
1739209680.77761;-45.120503652039325
1739209680.7776127;-45.120503652039325
1739209680.7776153;-45.120503652039325
1739209680.7776182;-45.120503652039325
1739209680.7776208;-45.120503652039325
1739209680.7776234;-45.120503652039325
1739209680.777626;-35.57807855764607
1739209680.7776287;-32.816014438256545
1739209680.7776313;-45.120503652039325
1739209680.7776341;-45.120503652039325
1739209680.7776368;-38.13080360867914
1739209680.7776394;-35.57807855764607
1739209680.777642;-38.13080360867914
1739209680.7776446;-45.120503652039325
1739209680.7776473;-38.13080360867914
1739209680.7776499;-32.816014438256545
1739209680.7776527;-45.120503652039325
1739209680.7776554;-38.13080360867914
1739209680.777658;-45.120503652039325
1739209680.7776606;-38.13080360867914
1739209680.7776632;-45.120503652039325
1739209680.7776659;-35.57807855764607
1739209680.7776685;-45.120503652039325
1739209680.7776713;-45.120503652039325
1739209680.777674;-38.13080360867914
1739209680.7776766;-45.120503652039325
1739209680.7776792;-32.816014438256545
1739209680.7776818;-35.57807855764607
1739209680.7776845;-38.13080360867914
1739209680.7776873;-38.13080360867914
1739209680.77769;-38.13080360867914
1739209680.7776926;-29.438486411369333
1739209680.7776952;-38.13080360867914
1739209680.7776978;-38.13080360867914
1739209680.7777004;-45.120503652039325
1739209680.777703;-45.120503652039325
1739209680.777706;-38.13080360867914
1739209680.7777085;-38.13080360867914
1739209680.7777112;-45.120503652039325
1739209680.7777138;-33.981070128970956
1739209680.7777164;-33.981070128970906
1739209680.777719;-35.57807855764607
1739209680.7777216;-45.120503652039325
1739209680.7777245;-45.120503652039325
1739209680.7777271;-45.120503652039325
1739209680.7777297;-45.120503652039325
1739209680.7777324;-33.981070128970906
1739209680.777735;-32.816014438256545
1739209680.7777376;-35.57807855764607
1739209680.7777405;-35.57807855764607
1739209680.777743;-38.13080360867914
1739209680.7777457;-35.57807855764607
1739209680.7777483;-38.13080360867914
1739209680.777751;-35.57807855764607
1739209680.7777536;-45.120503652039325
1739209680.7777562;-45.120503652039325
1739209680.777759;-38.13080360867914
1739209680.7777617;-35.57807855764607
1739209680.7777643;-45.120503652039325
1739209680.777767;-45.120503652039325
1739209680.7777696;-32.816014438256545
1739209680.7777722;-35.57807855764607
1739209680.7777748;-45.120503652039325
1739209680.7777777;-45.120503652039325
1739209680.7777803;-45.120503652039325
1739209680.777783;-38.13080360867914
1739209680.7777855;-38.13080360867914
1739209680.7777882;-45.120503652039325
1739209680.7777908;-45.120503652039325
1739209680.7777936;-38.13080360867914
1739209680.7777963;-45.120503652039325
1739209680.777799;-28.992665084841942
1739209680.7778015;-38.13080360867914
1739209680.7778041;-45.120503652039325
1739209680.7778068;-45.120503652039325
1739209680.7778094;-38.13080360867914
1739209680.7778122;-45.120503652039325
1739209680.7778149;-45.120503652039325
1739209680.7778175;-38.13080360867914
1739209680.77782;-45.120503652039325
1739209680.7778227;-45.120503652039325
1739209680.7778254;-45.120503652039325
1739209680.777828;-45.120503652039325
1739209680.7778308;-38.13080360867914
1739209680.7778335;-38.13080360867914
1739209680.777836;-45.120503652039325
1739209680.7778387;-38.13080360867914
1739209680.7778413;-35.57807855764607
1739209680.777844;-45.120503652039325
1739209680.7778466;-45.120503652039325
1739209680.7778494;-45.120503652039325
1739209680.777852;-45.120503652039325
1739209680.7778547;-45.120503652039325
1739209680.7778573;-45.120503652039325
1739209680.77786;-45.120503652039325
1739209680.7778625;-33.981070128970906
1739209680.7778654;-38.13080360867914
1739209680.777868;-45.120503652039325
1739209680.7778707;-38.13080360867914
1739209680.7778733;-38.13080360867914
1739209680.777876;-33.981070128970906
1739209680.7778785;-45.120503652039325
1739209680.7778811;-33.981070128970906
1739209680.777884;-33.981070128970906
1739209680.7778866;-45.120503652039325
1739209680.7778893;-45.120503652039325
1739209680.7778919;-45.120503652039325
1739209680.7778945;-45.120503652039325
1739209680.7778971;-38.13080360867914
1739209680.7778997;-45.120503652039325
1739209680.7779026;-38.13080360867914
1739209680.7779052;-35.57807855764607
1739209680.7779078;-35.57807855764607
1739209680.7779105;-38.13080360867914
1739209680.777913;-38.13080360867914
1739209680.7779157;-38.13080360867914
1739209680.7779186;-38.13080360867914
1739209680.7779212;-38.13080360867914
1739209680.7779238;-45.120503652039325
1739209680.7779264;-38.13080360867914
1739209680.777929;-38.13080360867914
1739209680.7779317;-33.981070128970906
1739209680.7779343;-45.120503652039325
1739209680.7779372;-38.13080360867914
1739209680.7779398;-35.57807855764607
1739209680.7779424;-35.57807855764607
1739209680.777945;-38.13080360867914
1739209680.7779477;-45.120503652039325
1739209680.7779503;-45.120503652039325
1739209680.777953;-38.13080360867914
1739209680.7779558;-45.120503652039325
1739209680.7779584;-38.13080360867914
1739209680.777961;-45.120503652039325
1739209680.7779636;-45.120503652039325
1739209680.7779663;-38.13080360867914
1739209680.777969;-45.120503652039325
1739209680.7779717;-28.992665084841942
1739209680.7779744;-32.816014438256545
1739209680.777977;-38.13080360867914
1739209680.7779796;-45.120503652039325
1739209680.7779822;-35.57807855764607
1739209680.7779849;-35.57807855764607
1739209680.7779875;-45.120503652039325
1739209680.7779903;-45.120503652039325
1739209680.777993;-45.120503652039325
1739209680.7779956;-38.13080360867914
1739209680.7779982;-38.13080360867914
1739209680.7780008;-38.13080360867914
1739209680.7780035;-38.13080360867914
1739209680.778006;-45.120503652039325
1739209680.778009;-45.120503652039325
1739209680.7780116;-38.13080360867914
1739209680.7780142;-32.816014438256545
1739209680.7780168;-35.57807855764607
1739209680.7780194;-38.13080360867914
1739209680.778022;-45.120503652039325
1739209680.7780247;-32.816014438256545
1739209680.7780275;-35.57807855764607
1739209680.7780302;-45.120503652039325
1739209680.7780328;-38.13080360867914
1739209680.7780354;-45.120503652039325
1739209680.778038;-45.120503652039325
1739209680.7780406;-38.13080360867914
1739209680.7780435;-38.13080360867914
1739209680.7780461;-45.120503652039325
1739209680.7780488;-38.13080360867914
1739209680.7780514;-45.120503652039325
1739209680.778054;-38.13080360867914
1739209680.7780566;-45.120503652039325
1739209680.7780592;-45.120503652039325
1739209680.778062;-38.13080360867914
1739209680.7780647;-45.120503652039325
1739209680.7780674;-32.816014438256545
1739209680.77807;-38.13080360867914
1739209680.7780726;-35.57807855764607
1739209680.7780752;-38.13080360867914
1739209680.7780778;-38.13080360867914
1739209680.7780807;-32.816014438256545
1739209680.7780833;-45.120503652039325
1739209680.778086;-45.120503652039325
1739209680.7780886;-45.120503652039325
1739209680.7780912;-45.120503652039325
1739209680.7780938;-45.120503652039325
1739209680.7780967;-38.13080360867914
1739209680.7780993;-45.120503652039325
1739209680.778102;-45.120503652039325
1739209680.7781045;-35.57807855764607
1739209680.7781072;-38.13080360867914
1739209680.7781098;-45.120503652039325
1739209680.7781124;-38.13080360867914
1739209680.7781153;-38.13080360867914
1739209680.778118;-45.120503652039325
1739209680.7781205;-29.438486411369333
1739209680.7781231;-29.438486411369333
1739209680.7781258;-45.120503652039325
1739209680.7781284;-45.120503652039325
1739209680.778131;-35.57807855764607
1739209680.7781339;-38.13080360867914
1739209680.7781365;-38.13080360867914
1739209680.778139;-35.57807855764607
1739209680.7781417;-45.120503652039325
1739209680.7781444;-38.13080360867914
1739209680.778147;-33.981070128970906
1739209680.7781498;-38.13080360867914
1739209680.7781525;-45.120503652039325
1739209680.778155;-45.120503652039325
1739209680.7781577;-38.13080360867914
1739209680.7781603;-45.120503652039325
1739209680.778163;-30.49652367304973
1739209680.7781656;-29.438486411369333
1739209680.7781684;-45.120503652039325
1739209680.778171;-45.120503652039325
1739209680.7781737;-38.13080360867914
1739209680.7781763;-38.13080360867914
1739209680.778179;-45.120503652039325
1739209680.7781816;-38.13080360867914
1739209680.7781842;-45.120503652039325
1739209680.778187;-45.120503652039325
1739209680.7781897;-35.57807855764607
1739209680.7781923;-35.57807855764607
1739209680.778195;-38.13080360867914
1739209680.7781975;-38.13080360867914
1739209680.7782001;-38.13080360867914
1739209680.778203;-45.120503652039325
1739209680.7782056;-45.120503652039325
1739209680.7782083;-45.120503652039325
1739209680.7782109;-38.13080360867914
1739209680.7782135;-45.120503652039325
1739209680.7782161;-45.120503652039325
1739209680.7782187;-45.120503652039325
1739209680.7782216;-45.120503652039325
1739209680.7782242;-45.120503652039325
1739209680.7782269;-35.57807855764607
1739209680.7782295;-26.487275050834715
1739209680.778232;-45.120503652039325
1739209680.7782347;-45.120503652039325
1739209680.7782373;-38.13080360867914
1739209680.7782402;-32.816014438256545
1739209680.7782428;-45.120503652039325
1739209680.7782454;-38.13080360867914
1739209680.778248;-38.13080360867914
1739209680.7782507;-45.120503652039325
1739209680.7782533;-45.120503652039325
1739209680.778256;-45.120503652039325
1739209680.7782588;-33.981070128970906
1739209680.7782614;-38.13080360867914
1739209680.778264;-38.13080360867914
1739209680.7782667;-45.120503652039325
1739209680.7782693;-38.13080360867914
1739209680.778272;-26.991370085610722
1739209680.7782748;-38.13080360867914
1739209680.7782774;-45.120503652039325
1739209680.77828;-38.13080360867914
1739209680.7782826;-38.13080360867914
1739209680.7782853;-45.120503652039325
1739209680.778288;-45.120503652039325
1739209680.7782905;-38.13080360867914
1739209680.7782934;-38.13080360867914
1739209680.778296;-45.120503652039325
1739209680.7782986;-45.120503652039325
1739209680.7783012;-33.981070128970906
1739209680.7783039;-33.981070128970906
1739209680.7783065;-45.120503652039325
1739209680.778309;-38.13080360867914
1739209680.778312;-33.981070128970906
1739209680.7783146;-38.13080360867914
1739209680.7783172;-38.13080360867914
1739209680.7783198;-45.120503652039325
1739209680.7783225;-45.120503652039325
1739209680.778325;-45.120503652039325
1739209680.778328;-45.120503652039325
1739209680.7783306;-45.120503652039325
1739209680.7783332;-38.13080360867914
1739209680.7783358;-31.141103565318915
1739209680.7783384;-38.13080360867914
1739209680.778341;-45.120503652039325
1739209680.7783437;-38.13080360867914
1739209680.7783465;-35.57807855764607
1739209680.7783492;-35.57807855764607
1739209680.7783518;-45.120503652039325
1739209680.7783544;-45.120503652039325
1739209680.778357;-45.120503652039325
1739209680.7783597;-45.120503652039325
1739209680.7783623;-45.120503652039325
1739209680.7783651;-38.13080360867914
1739209680.7783678;-45.120503652039325
1739209680.7783704;-45.120503652039325
1739209680.778373;-45.120503652039325
1739209680.7783756;-45.120503652039325
1739209680.7783782;-38.13080360867914
1739209680.778381;-38.13080360867914
1739209680.7783837;-45.120503652039325
1739209680.7783864;-45.120503652039325
1739209680.778389;-38.13080360867914
1739209680.7783916;-38.13080360867914
1739209680.7783942;-38.13080360867914
1739209680.7783968;-38.13080360867914
1739209680.7783997;-45.120503652039325
1739209680.7784023;-45.120503652039325
1739209680.778405;-38.13080360867914
1739209680.7784076;-45.120503652039325
1739209680.7784102;-45.120503652039325
1739209680.7784128;-35.57807855764607
1739209680.7784154;-38.13080360867914
1739209680.7784183;-45.120503652039325
1739209680.778421;-45.120503652039325
1739209680.7784235;-45.120503652039325
1739209680.7784262;-38.13080360867914
1739209680.7784288;-38.13080360867914
1739209680.7784314;-38.13080360867914
1739209680.7784343;-38.13080360867914
1739209680.778437;-38.13080360867914
1739209680.7784395;-35.57807855764607
1739209680.7784421;-35.57807855764607
1739209680.7784448;-31.141103565318915
1739209680.7784474;-38.13080360867914
1739209680.77845;-35.57807855764607
1739209680.7784529;-32.816014438256545
1739209680.7784555;-38.13080360867914
1739209680.778458;-45.120503652039325
1739209680.7784607;-45.120503652039325
1739209680.7784634;-38.13080360867914
1739209680.778466;-45.120503652039325
1739209680.7784686;-45.120503652039325
1739209680.7784715;-45.120503652039325
1739209680.778474;-45.120503652039325
1739209680.7784767;-45.120503652039325
1739209680.7784793;-38.13080360867914
1739209680.778482;-38.13080360867914
1739209680.7784846;-45.120503652039325
1739209680.7784872;-33.981070128970906
1739209680.77849;-35.57807855764607
1739209680.7784927;-38.13080360867914
1739209680.7784953;-45.120503652039325
1739209680.778498;-38.13080360867914
1739209680.7785006;-38.13080360867914
1739209680.7785032;-45.120503652039325
1739209680.778506;-45.120503652039325
1739209680.7785087;-45.120503652039325
1739209680.7785113;-45.120503652039325
1739209680.778514;-38.13080360867914
1739209680.7785165;-45.120503652039325
1739209680.7785192;-38.13080360867914
1739209680.7785218;-45.120503652039325
1739209680.7785246;-33.981070128970906
1739209680.7785273;-38.13080360867914
1739209680.77853;-45.120503652039325
1739209680.7785325;-45.120503652039325
1739209680.7785351;-38.13080360867914
1739209680.7785378;-38.13080360867914
1739209680.7785404;-35.57807855764607
1739209680.7785432;-38.13080360867914
1739209680.7785459;-45.120503652039325
1739209680.7785485;-45.120503652039325
1739209680.778551;-45.120503652039325
1739209680.7785537;-45.120503652039325
1739209680.7785563;-38.13080360867914
1739209680.7785592;-45.120503652039325
1739209680.7785618;-45.120503652039325
1739209680.7785645;-45.120503652039325
1739209680.778567;-38.13080360867914
1739209680.7785697;-35.57807855764607
1739209680.7785723;-45.120503652039325
1739209680.778575;-45.120503652039325
1739209680.7785778;-33.981070128970906
1739209680.7785804;-45.120503652039325
1739209680.778583;-38.13080360867914
1739209680.7785857;-35.57807855764607
1739209680.7785883;-45.120503652039325
1739209680.778591;-45.120503652039325
1739209680.7785935;-28.21854285175415
1739209680.7785964;-29.438486411369333
1739209680.778599;-38.13080360867914
1739209680.7786016;-45.120503652039325
1739209680.7786043;-35.57807855764607
1739209680.778607;-35.57807855764607
1739209680.7786095;-45.120503652039325
1739209680.7786124;-45.120503652039325
1739209680.778615;-45.120503652039325
1739209680.7786176;-45.120503652039325
1739209680.7786202;-45.120503652039325
1739209680.7786229;-45.120503652039325
1739209680.7786255;-45.120503652039325
1739209680.778628;-38.13080360867914
1739209680.778631;-38.13080360867914
1739209680.7786336;-45.120503652039325
1739209680.7786362;-35.57807855764607
1739209680.7786388;-30.49652367304973
1739209680.7786415;-45.120503652039325
1739209680.778644;-45.120503652039325
1739209680.7786467;-35.57807855764607
1739209680.7786496;-35.57807855764607
1739209680.7786522;-38.13080360867914
1739209680.7786548;-35.57807855764607
1739209680.7786574;-45.120503652039325
1739209680.77866;-45.120503652039325
1739209680.7786627;-45.120503652039325
1739209680.7786655;-45.120503652039325
1739209680.7786682;-45.120503652039325
1739209680.7786708;-38.13080360867914
1739209680.7786734;-38.13080360867914
1739209680.778676;-45.120503652039325
1739209680.7786787;-45.120503652039325
1739209680.7786813;-45.120503652039325
1739209680.7786841;-45.120503652039325
1739209680.7786868;-45.120503652039325
1739209680.7786894;-45.120503652039325
1739209680.778692;-45.120503652039325
1739209680.7786946;-45.120503652039325
1739209680.7786973;-45.120503652039325
1739209680.7786999;-35.57807855764607
1739209680.7787027;-35.57807855764607
1739209680.7787054;-45.120503652039325
1739209680.778708;-38.13080360867914
1739209680.7787106;-38.13080360867914
1739209680.7787132;-38.13080360867914
1739209680.7787158;-45.120503652039325
1739209680.7787185;-33.981070128970906
1739209680.7787213;-45.120503652039325
1739209680.778724;-33.981070128970956
1739209680.7787266;-38.13080360867914
1739209680.7787292;-45.120503652039325
1739209680.7787318;-45.120503652039325
1739209680.7787344;-45.120503652039325
1739209680.7787373;-35.57807855764607
1739209680.77874;-35.57807855764607
1739209680.7787426;-45.120503652039325
1739209680.7787452;-31.141103565318915
1739209680.7787478;-45.120503652039325
