CAN Message; 0x1a7:00002a6308e128f4
Timestamp;Amplitude
1739209915.4232657;-45.120503652039325
1739209915.4232771;-45.120503652039325
1739209915.4232883;-45.120503652039325
1739209915.4232996;-45.120503652039325
1739209915.423311;-45.120503652039325
1739209915.4233222;-45.120503652039325
1739209915.4233334;-33.981070128970906
1739209915.4233449;-38.13080360867914
1739209915.423356;-45.120503652039325
1739209915.4233673;-45.120503652039325
1739209915.4233787;-35.57807855764607
1739209915.42339;-38.13080360867914
1739209915.423401;-38.13080360867914
1739209915.4234126;-45.120503652039325
1739209915.4234238;-33.981070128970906
1739209915.423435;-33.981070128970906
1739209915.4234462;-45.120503652039325
1739209915.4234576;-33.981070128970906
1739209915.4234688;-33.981070128970906
1739209915.42348;-45.120503652039325
1739209915.4234915;-35.57807855764607
1739209915.4235027;-45.120503652039325
1739209915.423514;-38.13080360867914
1739209915.4235253;-45.120503652039325
1739209915.4235365;-38.13080360867914
1739209915.4235477;-45.120503652039325
1739209915.4235592;-45.120503652039325
1739209915.4235704;-32.816014438256545
1739209915.4235816;-38.13080360867914
1739209915.423593;-45.120503652039325
1739209915.4236042;-33.981070128970906
1739209915.4236155;-38.13080360867914
1739209915.423627;-38.13080360867914
1739209915.423638;-38.13080360867914
1739209915.4236493;-35.57807855764607
1739209915.4236608;-38.13080360867914
1739209915.423672;-38.13080360867914
1739209915.4236832;-38.13080360867914
1739209915.4236946;-45.120503652039325
1739209915.4237058;-38.13080360867914
1739209915.423717;-45.120503652039325
1739209915.4237285;-38.13080360867914
1739209915.4237397;-38.13080360867914
1739209915.4237509;-35.57807855764607
1739209915.4237623;-38.13080360867914
1739209915.4237735;-45.120503652039325
1739209915.4237847;-38.13080360867914
1739209915.4237962;-45.120503652039325
1739209915.4238074;-38.13080360867914
1739209915.4238186;-38.13080360867914
1739209915.4238298;-38.13080360867914
1739209915.4238412;-35.57807855764607
1739209915.4238524;-45.120503652039325
1739209915.4238636;-30.49652367304973
1739209915.423875;-38.13080360867914
1739209915.4238863;-45.120503652039325
1739209915.4238975;-45.120503652039325
1739209915.423909;-45.120503652039325
1739209915.4239202;-35.57807855764607
1739209915.4239314;-38.13080360867914
1739209915.4239428;-45.120503652039325
1739209915.423954;-45.120503652039325
1739209915.4239652;-45.120503652039325
1739209915.4239767;-45.120503652039325
1739209915.4239879;-38.13080360867914
1739209915.423999;-38.13080360867914
1739209915.4240105;-38.13080360867914
1739209915.4240217;-32.816014438256545
1739209915.424033;-38.13080360867914
1739209915.4240444;-35.57807855764607
1739209915.4240556;-38.13080360867914
1739209915.4240668;-45.120503652039325
1739209915.4240782;-45.120503652039325
1739209915.4240894;-38.13080360867914
1739209915.4241006;-35.57807855764607
1739209915.424112;-45.120503652039325
1739209915.4241233;-45.120503652039325
1739209915.4241345;-45.120503652039325
1739209915.424146;-45.120503652039325
1739209915.4241571;-45.120503652039325
1739209915.4241683;-38.13080360867914
1739209915.4241798;-45.120503652039325
1739209915.424191;-45.120503652039325
1739209915.4242022;-38.13080360867914
1739209915.4242134;-38.13080360867914
1739209915.4242249;-38.13080360867914
1739209915.424236;-38.13080360867914
1739209915.4242473;-45.120503652039325
1739209915.4242587;-45.120503652039325
1739209915.42427;-45.120503652039325
1739209915.4242811;-45.120503652039325
1739209915.4242926;-38.13080360867914
1739209915.4243038;-38.13080360867914
1739209915.424315;-26.991370085610722
1739209915.4243264;-31.141103565318915
1739209915.4243376;-38.13080360867914
1739209915.4243488;-38.13080360867914
1739209915.4243603;-38.13080360867914
1739209915.4243715;-38.13080360867914
1739209915.4243827;-38.13080360867914
1739209915.4243941;-35.57807855764607
1739209915.4244053;-38.13080360867914
1739209915.4244165;-35.57807855764607
1739209915.424428;-38.13080360867914
1739209915.4244392;-38.13080360867914
1739209915.4244504;-38.13080360867914
1739209915.4244618;-45.120503652039325
1739209915.424473;-45.120503652039325
1739209915.4244843;-45.120503652039325
1739209915.4244957;-28.992665084841942
1739209915.424507;-28.992665084841942
1739209915.424518;-45.120503652039325
1739209915.4245296;-33.981070128970906
1739209915.4245408;-30.49652367304973
1739209915.424552;-33.981070128970906
1739209915.4245632;-45.120503652039325
1739209915.4245746;-38.13080360867914
1739209915.4245858;-45.120503652039325
1739209915.424597;-33.981070128970906
1739209915.4246085;-45.120503652039325
1739209915.4246197;-45.120503652039325
1739209915.4246309;-33.981070128970906
1739209915.4246423;-45.120503652039325
1739209915.4246535;-45.120503652039325
1739209915.4246647;-38.13080360867914
1739209915.4246762;-32.816014438256545
1739209915.4246874;-31.141103565318915
1739209915.4246986;-45.120503652039325
1739209915.42471;-38.13080360867914
1739209915.4247212;-35.57807855764607
1739209915.4247324;-38.13080360867914
1739209915.424744;-45.120503652039325
1739209915.424755;-45.120503652039325
1739209915.4247663;-35.57807855764607
1739209915.4247777;-45.120503652039325
1739209915.424789;-45.120503652039325
1739209915.4248002;-38.13080360867914
1739209915.4248116;-45.120503652039325
1739209915.4248228;-45.120503652039325
1739209915.424834;-45.120503652039325
1739209915.4248455;-45.120503652039325
1739209915.4248567;-38.13080360867914
1739209915.4248679;-33.981070128970906
1739209915.4248793;-45.120503652039325
1739209915.4248905;-38.13080360867914
1739209915.4249017;-35.57807855764607
1739209915.4249132;-38.13080360867914
1739209915.4249244;-38.13080360867914
1739209915.4249356;-38.13080360867914
1739209915.4249468;-38.13080360867914
1739209915.4249582;-27.877744956031414
1739209915.4249694;-38.13080360867914
1739209915.4249806;-38.13080360867914
1739209915.424992;-38.13080360867914
1739209915.4250033;-38.13080360867914
1739209915.4250145;-38.13080360867914
1739209915.425026;-45.120503652039325
1739209915.4250371;-45.120503652039325
1739209915.4250484;-33.981070128970906
1739209915.4250598;-45.120503652039325
1739209915.425071;-45.120503652039325
1739209915.4250822;-45.120503652039325
1739209915.4250937;-45.120503652039325
1739209915.4251049;-45.120503652039325
1739209915.425116;-38.13080360867914
1739209915.4251275;-35.57807855764607
1739209915.4251387;-38.13080360867914
1739209915.42515;-45.120503652039325
1739209915.4251614;-38.13080360867914
1739209915.4251726;-38.13080360867914
1739209915.4251838;-38.13080360867914
1739209915.4251952;-45.120503652039325
1739209915.4252064;-45.120503652039325
1739209915.4252176;-32.816014438256545
1739209915.425229;-38.13080360867914
1739209915.4252403;-38.13080360867914
1739209915.4252515;-38.13080360867914
1739209915.425263;-45.120503652039325
1739209915.4252741;-33.981070128970906
1739209915.4252853;-38.13080360867914
1739209915.4252968;-38.13080360867914
1739209915.425308;-45.120503652039325
1739209915.4253192;-33.981070128970906
1739209915.4253304;-38.13080360867914
1739209915.4253418;-38.13080360867914
1739209915.425353;-38.13080360867914
1739209915.4253643;-38.13080360867914
1739209915.4253757;-45.120503652039325
1739209915.425387;-38.13080360867914
1739209915.425398;-45.120503652039325
1739209915.4254096;-45.120503652039325
1739209915.4254208;-45.120503652039325
1739209915.425432;-38.13080360867914
1739209915.4254434;-45.120503652039325
1739209915.4254546;-45.120503652039325
1739209915.4254658;-35.57807855764607
1739209915.4254773;-38.13080360867914
1739209915.4254885;-45.120503652039325
1739209915.4254997;-45.120503652039325
1739209915.4255111;-45.120503652039325
1739209915.4255223;-38.13080360867914
1739209915.4255335;-45.120503652039325
1739209915.425545;-45.120503652039325
1739209915.4255562;-45.120503652039325
1739209915.4255674;-45.120503652039325
1739209915.4255788;-38.13080360867914
1739209915.42559;-45.120503652039325
1739209915.4256012;-45.120503652039325
1739209915.4256127;-33.981070128970906
1739209915.425624;-45.120503652039325
1739209915.425635;-38.13080360867914
1739209915.4256465;-38.13080360867914
1739209915.4256577;-45.120503652039325
1739209915.425669;-45.120503652039325
1739209915.43481;-38.13080360867914
1739209915.4348116;-38.13080360867914
1739209915.4348135;-28.992665084841942
1739209915.4348152;-38.13080360867914
1739209915.434817;-45.120503652039325
1739209915.4348187;-38.13080360867914
1739209915.4348207;-35.57807855764607
1739209915.4348223;-35.57807855764607
1739209915.4348242;-45.120503652039325
1739209915.434826;-38.13080360867914
1739209915.4348278;-32.816014438256545
1739209915.4348295;-45.120503652039325
1739209915.4348314;-38.13080360867914
1739209915.434833;-38.13080360867914
1739209915.434835;-38.13080360867914
1739209915.4348369;-45.120503652039325
1739209915.4348385;-33.981070128970906
1739209915.4348404;-45.120503652039325
1739209915.434842;-28.992665084841942
1739209915.434844;-33.981070128970906
1739209915.4348457;-45.120503652039325
1739209915.4348476;-35.57807855764607
1739209915.4348493;-38.13080360867914
1739209915.4348512;-38.13080360867914
1739209915.4348528;-38.13080360867914
1739209915.4348547;-38.13080360867914
1739209915.4348564;-38.13080360867914
1739209915.4348583;-45.120503652039325
1739209915.43486;-38.13080360867914
1739209915.434862;-38.13080360867914
1739209915.4348636;-33.981070128970906
1739209915.4348655;-45.120503652039325
1739209915.4348674;-45.120503652039325
1739209915.434869;-38.13080360867914
1739209915.434871;-45.120503652039325
1739209915.4348726;-45.120503652039325
1739209915.4348745;-45.120503652039325
1739209915.4348762;-38.13080360867914
1739209915.434878;-38.13080360867914
1739209915.4348798;-38.13080360867914
1739209915.4348817;-38.13080360867914
1739209915.4348834;-45.120503652039325
1739209915.4348853;-28.992665084841942
1739209915.434887;-38.13080360867914
1739209915.4348888;-38.13080360867914
1739209915.4348905;-45.120503652039325
1739209915.4348924;-45.120503652039325
1739209915.434894;-45.120503652039325
1739209915.434896;-45.120503652039325
1739209915.434898;-38.13080360867914
1739209915.4348996;-45.120503652039325
1739209915.4349015;-38.13080360867914
1739209915.4349031;-38.13080360867914
1739209915.434905;-38.13080360867914
1739209915.4349067;-45.120503652039325
1739209915.4349086;-45.120503652039325
1739209915.4349103;-45.120503652039325
1739209915.4349122;-38.13080360867914
1739209915.4349139;-32.816014438256545
1739209915.4349158;-33.981070128970906
1739209915.4349174;-45.120503652039325
1739209915.4349194;-45.120503652039325
1739209915.434921;-45.120503652039325
1739209915.434923;-45.120503652039325
1739209915.4349248;-31.141103565318915
1739209915.4349265;-35.57807855764607
1739209915.4349284;-38.13080360867914
1739209915.43493;-38.13080360867914
1739209915.434932;-38.13080360867914
1739209915.4349337;-45.120503652039325
1739209915.4349356;-33.981070128970906
1739209915.4349372;-38.13080360867914
1739209915.4349391;-45.120503652039325
1739209915.4349408;-45.120503652039325
1739209915.4349427;-45.120503652039325
1739209915.4349444;-38.13080360867914
1739209915.4349463;-35.57807855764607
1739209915.434948;-38.13080360867914
1739209915.4349499;-45.120503652039325
1739209915.4349518;-33.981070128970906
1739209915.4349535;-38.13080360867914
1739209915.4349554;-45.120503652039325
1739209915.434957;-45.120503652039325
1739209915.434959;-45.120503652039325
1739209915.4349606;-45.120503652039325
1739209915.4349625;-35.57807855764607
1739209915.4349642;-45.120503652039325
1739209915.434966;-45.120503652039325
1739209915.4349678;-38.13080360867914
1739209915.4349697;-35.57807855764607
1739209915.4349713;-45.120503652039325
1739209915.4349732;-45.120503652039325
1739209915.434975;-45.120503652039325
1739209915.4349768;-38.13080360867914
1739209915.4349785;-35.57807855764607
1739209915.4349804;-38.13080360867914
1739209915.4349823;-45.120503652039325
1739209915.434984;-38.13080360867914
1739209915.4349859;-38.13080360867914
1739209915.4349875;-32.816014438256545
1739209915.4349895;-33.981070128970906
1739209915.4349911;-38.13080360867914
1739209915.434993;-45.120503652039325
1739209915.4349947;-45.120503652039325
1739209915.4349966;-38.13080360867914
1739209915.4349983;-45.120503652039325
1739209915.4350002;-45.120503652039325
1739209915.4350019;-38.13080360867914
1739209915.4350038;-45.120503652039325
1739209915.4350054;-38.13080360867914
1739209915.4350073;-45.120503652039325
1739209915.435009;-45.120503652039325
1739209915.435011;-38.13080360867914
1739209915.4350128;-45.120503652039325
1739209915.4350145;-38.13080360867914
1739209915.4350164;-45.120503652039325
1739209915.435018;-45.120503652039325
1739209915.43502;-45.120503652039325
1739209915.4350216;-38.13080360867914
1739209915.4350235;-35.57807855764607
1739209915.4350252;-45.120503652039325
1739209915.4350271;-45.120503652039325
1739209915.4350288;-35.57807855764607
1739209915.4350307;-26.991370085610722
1739209915.4350324;-33.981070128970906
1739209915.4350343;-45.120503652039325
1739209915.435036;-45.120503652039325
1739209915.4350379;-38.13080360867914
1739209915.4350398;-38.13080360867914
1739209915.4350414;-45.120503652039325
1739209915.4350433;-38.13080360867914
1739209915.435045;-45.120503652039325
1739209915.435047;-45.120503652039325
1739209915.4350486;-38.13080360867914
1739209915.4350505;-38.13080360867914
1739209915.4350522;-45.120503652039325
1739209915.435054;-45.120503652039325
1739209915.4350557;-45.120503652039325
1739209915.4350576;-35.57807855764607
1739209915.4350593;-38.13080360867914
1739209915.4350612;-45.120503652039325
1739209915.435063;-32.816014438256545
1739209915.4350648;-45.120503652039325
1739209915.4350667;-45.120503652039325
1739209915.4350684;-45.120503652039325
1739209915.4350703;-38.13080360867914
1739209915.435072;-38.13080360867914
1739209915.4350739;-28.992665084841942
1739209915.4350755;-31.141103565318915
1739209915.4350774;-45.120503652039325
1739209915.435079;-45.120503652039325
1739209915.435081;-38.13080360867914
1739209915.4350827;-38.13080360867914
1739209915.4350846;-45.120503652039325
1739209915.4350863;-38.13080360867914
1739209915.4350882;-33.981070128970956
1739209915.4350898;-45.120503652039325
1739209915.4350917;-33.981070128970906
1739209915.4350934;-45.120503652039325
1739209915.4350953;-45.120503652039325
1739209915.4350972;-38.13080360867914
1739209915.435099;-38.13080360867914
1739209915.4351008;-45.120503652039325
1739209915.4351025;-33.981070128970906
1739209915.4351044;-38.13080360867914
1739209915.435106;-38.13080360867914
1739209915.435108;-38.13080360867914
1739209915.4351096;-45.120503652039325
1739209915.4351115;-45.120503652039325
1739209915.4351132;-45.120503652039325
1739209915.435115;-45.120503652039325
1739209915.4351168;-45.120503652039325
1739209915.4351187;-38.13080360867914
1739209915.4351203;-38.13080360867914
1739209915.4351223;-45.120503652039325
1739209915.435124;-38.13080360867914
1739209915.4351258;-35.57807855764607
1739209915.4351277;-35.57807855764607
1739209915.4351294;-45.120503652039325
1739209915.4351313;-38.13080360867914
1739209915.435133;-38.13080360867914
1739209915.435135;-38.13080360867914
1739209915.4351366;-45.120503652039325
1739209915.4351385;-45.120503652039325
1739209915.4351401;-45.120503652039325
1739209915.435142;-45.120503652039325
1739209915.4351437;-38.13080360867914
1739209915.4351456;-45.120503652039325
1739209915.4351473;-38.13080360867914
1739209915.4351492;-38.13080360867914
1739209915.4351509;-45.120503652039325
1739209915.4351528;-38.13080360867914
1739209915.4351547;-33.981070128970906
1739209915.4351563;-33.981070128970906
1739209915.4351583;-45.120503652039325
1739209915.43516;-45.120503652039325
1739209915.4351618;-45.120503652039325
1739209915.4351635;-45.120503652039325
1739209915.4351654;-38.13080360867914
1739209915.435167;-45.120503652039325
1739209915.435169;-38.13080360867914
1739209915.4351707;-45.120503652039325
1739209915.4351726;-45.120503652039325
1739209915.4351742;-35.57807855764607
1739209915.4351761;-45.120503652039325
1739209915.4351778;-45.120503652039325
1739209915.4351797;-45.120503652039325
1739209915.4351816;-38.13080360867914
1739209915.4351833;-45.120503652039325
1739209915.4351852;-45.120503652039325
1739209915.4351869;-38.13080360867914
1739209915.4351888;-38.13080360867914
1739209915.4351904;-32.816014438256545
1739209915.4351923;-32.816014438256545
1739209915.435194;-38.13080360867914
1739209915.435196;-38.13080360867914
1739209915.4351976;-38.13080360867914
1739209915.4351995;-38.13080360867914
1739209915.4352012;-38.13080360867914
1739209915.435203;-35.57807855764607
1739209915.4352047;-45.120503652039325
1739209915.4352067;-38.13080360867914
1739209915.4352083;-38.13080360867914
1739209915.4352102;-38.13080360867914
1739209915.4352121;-45.120503652039325
