CAN Message; 0x1a7:00002a6308e128f4
1739209915.4352138;-45.120503652039325
1739209915.4352157;-35.57807855764607
1739209915.4352174;-38.13080360867914
1739209915.4352193;-38.13080360867914
1739209915.435221;-35.57807855764607
1739209915.4352229;-45.120503652039325
1739209915.4352245;-38.13080360867914
1739209915.4352264;-35.57807855764607
1739209915.435228;-45.120503652039325
1739209915.43523;-45.120503652039325
1739209915.4352317;-45.120503652039325
1739209915.4352336;-38.13080360867914
1739209915.4352353;-38.13080360867914
1739209915.4352372;-45.120503652039325
1739209915.4352388;-38.13080360867914
1739209915.4352407;-38.13080360867914
1739209915.4352427;-45.120503652039325
1739209915.4352443;-38.13080360867914
1739209915.4352462;-35.57807855764607
1739209915.435248;-38.13080360867914
1739209915.4352498;-38.13080360867914
1739209915.4352515;-33.981070128970906
1739209915.4352534;-38.13080360867914
1739209915.435255;-45.120503652039325
1739209915.435257;-45.120503652039325
1739209915.4352586;-33.981070128970906
1739209915.4352605;-38.13080360867914
1739209915.4352622;-32.816014438256545
1739209915.435264;-31.141103565318893
1739209915.4352658;-33.981070128970906
1739209915.4352677;-35.57807855764607
1739209915.4352696;-35.57807855764607
1739209915.4352713;-33.981070128970906
1739209915.4352732;-38.13080360867914
1739209915.4352748;-38.13080360867914
1739209915.4352767;-45.120503652039325
1739209915.4352784;-45.120503652039325
1739209915.4352803;-38.13080360867914
1739209915.435282;-38.13080360867914
1739209915.435284;-38.13080360867914
1739209915.4352856;-45.120503652039325
1739209915.4352875;-38.13080360867914
1739209915.4352891;-35.57807855764607
1739209915.435291;-45.120503652039325
1739209915.4352927;-45.120503652039325
1739209915.4352946;-38.13080360867914
1739209915.4352965;-45.120503652039325
1739209915.4352982;-45.120503652039325
1739209915.4353;-45.120503652039325
1739209915.4353018;-32.816014438256545
1739209915.4353037;-45.120503652039325
1739209915.4353054;-35.57807855764607
1739209915.4353073;-26.991370085610736
1739209915.435309;-35.57807855764607
1739209915.4353108;-35.57807855764607
1739209915.4353125;-38.13080360867914
1739209915.4353144;-38.13080360867914
1739209915.435316;-45.120503652039325
1739209915.435318;-45.120503652039325
1739209915.4353197;-45.120503652039325
1739209915.4353216;-45.120503652039325
1739209915.4353232;-38.13080360867914
1739209915.4353251;-38.13080360867914
1739209915.435327;-45.120503652039325
1739209915.4353287;-45.120503652039325
1739209915.4353306;-38.13080360867914
1739209915.4353323;-45.120503652039325
1739209915.4353342;-35.57807855764607
1739209915.4353359;-45.120503652039325
1739209915.4353378;-35.57807855764607
1739209915.4353395;-38.13080360867914
1739209915.4353414;-38.13080360867914
1739209915.435343;-38.13080360867914
1739209915.435345;-33.981070128970906
1739209915.4353466;-45.120503652039325
1739209915.4353485;-38.13080360867914
1739209915.4353502;-35.57807855764607
1739209915.435352;-45.120503652039325
1739209915.4353538;-38.13080360867914
1739209915.4353557;-38.13080360867914
1739209915.4353576;-45.120503652039325
1739209915.4353592;-45.120503652039325
1739209915.4353611;-38.13080360867914
1739209915.4353628;-45.120503652039325
1739209915.4353647;-45.120503652039325
1739209915.4353664;-45.120503652039325
1739209915.4353683;-45.120503652039325
1739209915.43537;-45.120503652039325
1739209915.4353719;-45.120503652039325
1739209915.4353735;-45.120503652039325
1739209915.4353755;-45.120503652039325
1739209915.4353771;-33.981070128970906
1739209915.435379;-33.981070128970906
1739209915.4353807;-33.981070128970906
1739209915.4353826;-45.120503652039325
1739209915.4353845;-45.120503652039325
1739209915.4353862;-45.120503652039325
1739209915.435388;-38.13080360867914
1739209915.4353898;-45.120503652039325
1739209915.4353917;-45.120503652039325
1739209915.4353933;-38.13080360867914
1739209915.4353952;-38.13080360867914
1739209915.435397;-45.120503652039325
1739209915.4353988;-45.120503652039325
1739209915.4354005;-35.57807855764607
1739209915.4354024;-38.13080360867914
1739209915.435404;-45.120503652039325
1739209915.435406;-38.13080360867914
1739209915.4354076;-38.13080360867914
1739209915.4354095;-38.13080360867914
1739209915.4354115;-45.120503652039325
1739209915.4354131;-45.120503652039325
1739209915.435415;-38.13080360867914
1739209915.4354167;-38.13080360867914
1739209915.4354186;-45.120503652039325
1739209915.4354203;-38.13080360867914
1739209915.4354222;-38.13080360867914
1739209915.4354239;-45.120503652039325
1739209915.4354258;-45.120503652039325
1739209915.4354274;-45.120503652039325
1739209915.4354293;-38.13080360867914
1739209915.435431;-38.13080360867914
1739209915.435433;-38.13080360867914
1739209915.4354346;-38.13080360867914
1739209915.4354365;-38.13080360867914
1739209915.4354382;-38.13080360867914
1739209915.43544;-45.120503652039325
1739209915.435442;-45.120503652039325
1739209915.4354436;-33.981070128970906
1739209915.4354455;-38.13080360867914
1739209915.4354472;-38.13080360867914
1739209915.4354491;-35.57807855764607
1739209915.4354508;-33.981070128970906
1739209915.4354527;-27.877744956031414
1739209915.4354544;-45.120503652039325
1739209915.4354563;-45.120503652039325
1739209915.435458;-38.13080360867914
1739209915.4354599;-33.981070128970906
1739209915.4354615;-38.13080360867914
1739209915.4354634;-45.120503652039325
1739209915.435465;-38.13080360867914
1739209915.435467;-31.141103565318915
1739209915.4354687;-45.120503652039325
1739209915.4354706;-38.13080360867914
1739209915.4354725;-35.57807855764607
1739209915.4354742;-38.13080360867914
1739209915.435476;-45.120503652039325
1739209915.4354777;-33.981070128970906
1739209915.4354796;-33.981070128970906
1739209915.4354813;-33.981070128970906
1739209915.4354832;-45.120503652039325
1739209915.435485;-38.13080360867914
1739209915.4354868;-32.816014438256545
1739209915.4354885;-38.13080360867914
1739209915.4354904;-45.120503652039325
1739209915.435492;-38.13080360867914
1739209915.435494;-38.13080360867914
1739209915.4354956;-38.13080360867914
1739209915.4354975;-38.13080360867914
1739209915.4354994;-45.120503652039325
1739209915.435501;-38.13080360867914
1739209915.435503;-38.13080360867914
1739209915.4355047;-38.13080360867914
1739209915.4355066;-45.120503652039325
1739209915.4355083;-45.120503652039325
1739209915.4355102;-28.992665084841942
1739209915.4355118;-38.13080360867914
1739209915.4355137;-45.120503652039325
1739209915.4355154;-45.120503652039325
1739209915.4355173;-33.981070128970906
1739209915.435519;-45.120503652039325
1739209915.435521;-33.981070128970906
1739209915.4355226;-45.120503652039325
1739209915.4355245;-45.120503652039325
1739209915.4355264;-38.13080360867914
1739209915.435528;-35.57807855764607
1739209915.43553;-45.120503652039325
1739209915.4355316;-38.13080360867914
1739209915.4355335;-31.141103565318893
1739209915.4355352;-38.13080360867914
1739209915.435537;-45.120503652039325
1739209915.4355388;-45.120503652039325
1739209915.4355407;-35.57807855764607
1739209915.4355423;-45.120503652039325
1739209915.4355443;-38.13080360867914
1739209915.435546;-45.120503652039325
1739209915.4355478;-38.13080360867914
1739209915.4355495;-38.13080360867914
1739209915.4355514;-38.13080360867914
1739209915.435553;-31.141103565318915
1739209915.435555;-45.120503652039325
1739209915.435557;-26.991370085610722
1739209915.4355586;-24.292649948874775
1739209915.4355605;-38.13080360867914
1739209915.4355621;-38.13080360867914
1739209915.435564;-45.120503652039325
1739209915.4355657;-45.120503652039325
1739209915.4355676;-38.13080360867914
1739209915.4355693;-38.13080360867914
1739209915.4355712;-38.13080360867914
1739209915.4355729;-38.13080360867914
1739209915.4355748;-45.120503652039325
1739209915.4355764;-31.141103565318915
1739209915.4355783;-30.49652367304976
1739209915.43558;-30.49652367304973
1739209915.435582;-30.49652367304973
1739209915.4355836;-24.15140352195873
1739209915.4355855;-25.826314394896364
1739209915.4355874;-33.981070128970906
1739209915.435589;-33.981070128970906
1739209915.435591;-38.13080360867914
1739209915.4355927;-38.13080360867914
1739209915.4355946;-38.13080360867914
1739209915.4355962;-45.120503652039325
1739209915.4355981;-45.120503652039325
1739209915.4355998;-25.62660358559016
1739209915.4356017;-25.62660358559016
1739209915.4356034;-45.120503652039325
1739209915.4356053;-23.506823629689542
1739209915.435607;-28.218542851754165
1739209915.4356089;-28.992665084841942
1739209915.4356105;-33.981070128970906
1739209915.4356124;-32.816014438256545
1739209915.4356143;-33.981070128970906
1739209915.435616;-35.57807855764607
1739209915.435618;-38.13080360867914
1739209915.4356196;-35.57807855764607
1739209915.4356215;-28.992665084841942
1739209915.4356232;-24.151403521958727
1739209915.435625;-27.877744956031414
1739209915.4356267;-33.981070128970906
1739209915.4356287;-30.49652367304976
1739209915.4356303;-38.13080360867914
1739209915.4356322;-45.120503652039325
1739209915.435634;-45.120503652039325
1739209915.4356358;-33.981070128970906
1739209915.4356375;-45.120503652039325
1739209915.4356394;-45.120503652039325
1739209915.4356413;-45.120503652039325
1739209915.435643;-45.120503652039325
1739209915.4356449;-26.991370085610747
1739209915.4356465;-26.991370085610722
1739209915.4356484;-25.252786309376837
1739209915.43565;-20.4518274484982
1739209915.435652;-38.13080360867914
1739209915.4356537;-32.816014438256545
1739209915.4356556;-31.141103565318915
1739209915.4356573;-32.816014438256545
1739209915.4356592;-35.57807855764607
1739209915.4356608;-38.13080360867914
1739209915.4356627;-45.120503652039325
1739209915.4356644;-30.49652367304973
1739209915.4356663;-32.81601443825658
1739209915.435668;-25.62660358559016
1739209915.43567;-38.13080360867914
1739209915.4356718;-28.588378514285886
1739209915.4356735;-45.120503652039325
1739209915.4356754;-33.981070128970906
1739209915.435677;-45.120503652039325
1739209915.435679;-32.816014438256545
1739209915.4356806;-35.57807855764607
1739209915.4356825;-45.120503652039325
1739209915.4356842;-38.13080360867914
1739209915.435686;-35.57807855764607
1739209915.4356878;-25.826314394896354
1739209915.4356897;-28.218542851754165
1739209915.4356914;-29.438486411369375
1739209915.4356933;-23.506823629689542
1739209915.435695;-20.633440452988484
1739209915.4356968;-38.13080360867914
1739209915.4356985;-31.141103565318915
1739209915.4357004;-30.49652367304973
1739209915.4357023;-38.13080360867914
1739209915.435704;-45.120503652039325
1739209915.435706;-28.992665084841942
1739209915.4357076;-31.141103565318915
1739209915.4357095;-31.141103565318915
1739209915.4357111;-32.81601443825658
1739209915.435713;-35.57807855764607
1739209915.4357147;-28.992665084841967
1739209915.4357166;-22.84163660590255
1739209915.4357183;-31.141103565318915
1739209915.4357202;-30.49652367304973
1739209915.4357219;-45.120503652039325
1739209915.4357238;-28.58837851428586
1739209915.4357255;-38.13080360867914
1739209915.4357274;-32.816014438256545
1739209915.4357293;-35.57807855764607
1739209915.435731;-28.58837851428586
1739209915.4357328;-24.438645034577675
1739209915.4357345;-25.826314394896357
1739209915.4357364;-45.120503652039325
1739209915.435738;-45.120503652039325
1739209915.43574;-33.981070128970906
1739209915.4357417;-45.120503652039325
1739209915.4357436;-38.13080360867914
1739209915.4357452;-35.57807855764607
1739209915.4357471;-45.120503652039325
1739209915.4357488;-38.13080360867914
1739209915.4357507;-38.13080360867914
1739209915.4357524;-45.120503652039325
1739209915.4357543;-38.13080360867914
1739209915.4357562;-45.120503652039325
1739209915.4357579;-38.13080360867914
1739209915.4357598;-32.816014438256545
1739209915.4357615;-45.120503652039325
1739209915.4357634;-45.120503652039325
1739209915.435765;-45.120503652039325
1739209915.435767;-38.13080360867914
1739209915.4357686;-45.120503652039325
1739209915.4357705;-45.120503652039325
1739209915.4357722;-38.13080360867914
1739209915.435774;-45.120503652039325
1739209915.4357758;-38.13080360867914
1739209915.4357777;-45.120503652039325
1739209915.4357793;-33.981070128970906
1739209915.4357812;-45.120503652039325
1739209915.435783;-45.120503652039325
1739209915.4357848;-45.120503652039325
1739209915.4357867;-33.981070128970906
1739209915.4357884;-45.120503652039325
1739209915.4357903;-45.120503652039325
1739209915.435792;-38.13080360867914
1739209915.4357939;-35.57807855764607
1739209915.4357955;-45.120503652039325
1739209915.4357975;-38.13080360867914
1739209915.4357991;-45.120503652039325
1739209915.435801;-38.13080360867914
1739209915.4358027;-38.13080360867914
1739209915.4358046;-45.120503652039325
1739209915.4358063;-45.120503652039325
1739209915.4358082;-38.13080360867914
1739209915.4358099;-38.13080360867914
1739209915.4358118;-38.13080360867914
1739209915.4358134;-38.13080360867914
1739209915.4358153;-33.981070128970906
1739209915.4358172;-38.13080360867914
1739209915.435819;-45.120503652039325
1739209915.4358208;-45.120503652039325
1739209915.4358225;-33.981070128970906
1739209915.4358244;-45.120503652039325
1739209915.435826;-45.120503652039325
1739209915.435828;-45.120503652039325
1739209915.4358296;-45.120503652039325
1739209915.4358315;-45.120503652039325
