CAN Message; 0x98:00003f8553383e26
1739209787.5009458;-38.13080360867914
1739209787.500951;-35.57807855764607
1739209787.5009563;-38.13080360867914
1739209787.5009615;-45.120503652039325
1739209787.5009668;-38.13080360867914
1739209787.500972;-38.13080360867914
1739209787.5009775;-45.120503652039325
1739209787.5009828;-45.120503652039325
1739209787.500988;-45.120503652039325
1739209787.5009933;-29.438486411369333
1739209787.5009985;-35.57807855764607
1739209787.501004;-45.120503652039325
1739209787.5010092;-38.13080360867914
1739209787.5010145;-35.57807855764607
1739209787.5010197;-45.120503652039325
1739209787.501025;-45.120503652039325
1739209787.5010304;-38.13080360867914
1739209787.5010357;-45.120503652039325
1739209787.501041;-45.120503652039325
1739209787.5010462;-45.120503652039325
1739209787.5010514;-38.13080360867914
1739209787.5010567;-38.13080360867914
1739209787.5010622;-38.13080360867914
1739209787.5010674;-45.120503652039325
1739209787.5010726;-45.120503652039325
1739209787.501078;-26.035653463252796
1739209787.5010831;-28.58837851428586
1739209787.5010886;-45.120503652039325
1739209787.5010939;-45.120503652039325
1739209787.501099;-45.120503652039325
1739209787.5011044;-45.120503652039325
1739209787.5011096;-45.120503652039325
1739209787.501115;-33.981070128970906
1739209787.5011203;-45.120503652039325
1739209787.5011256;-45.120503652039325
1739209787.5011308;-45.120503652039325
1739209787.501136;-38.13080360867914
1739209787.5011415;-38.13080360867914
1739209787.5011468;-45.120503652039325
1739209787.501152;-35.57807855764607
1739209787.5011573;-45.120503652039325
1739209787.5011625;-38.13080360867914
1739209787.5011678;-38.13080360867914
1739209787.5011733;-45.120503652039325
1739209787.5011785;-45.120503652039325
1739209787.5011837;-45.120503652039325
1739209787.501189;-45.120503652039325
1739209787.5011942;-45.120503652039325
1739209787.5011997;-45.120503652039325
1739209787.501205;-38.13080360867914
1739209787.5012102;-38.13080360867914
1739209787.5012155;-45.120503652039325
1739209787.5012207;-45.120503652039325
1739209787.5012262;-38.13080360867914
1739209787.5012314;-33.981070128970906
1739209787.5012367;-45.120503652039325
1739209787.501242;-35.57807855764607
1739209787.5012472;-38.13080360867914
1739209787.5012524;-45.120503652039325
1739209787.501258;-45.120503652039325
1739209787.5012631;-45.120503652039325
1739209787.5012684;-45.120503652039325
1739209787.5012736;-45.120503652039325
1739209787.5012789;-32.816014438256545
1739209787.5012844;-45.120503652039325
1739209787.5012896;-38.13080360867914
1739209787.5012949;-32.816014438256545
1739209787.5013;-45.120503652039325
1739209787.5013053;-45.120503652039325
1739209787.5013108;-45.120503652039325
1739209787.501316;-38.13080360867914
1739209787.5013213;-45.120503652039325
1739209787.5013266;-45.120503652039325
1739209787.5013318;-45.120503652039325
1739209787.501337;-38.13080360867914
1739209787.5013425;-35.57807855764607
1739209787.5013478;-38.13080360867914
1739209787.501353;-38.13080360867914
1739209787.5013583;-38.13080360867914
1739209787.5013635;-45.120503652039325
1739209787.501369;-45.120503652039325
1739209787.5013742;-32.816014438256545
1739209787.5013795;-38.13080360867914
1739209787.5013847;-45.120503652039325
1739209787.50139;-38.13080360867914
1739209787.5013955;-38.13080360867914
1739209787.5014007;-38.13080360867914
1739209787.501406;-45.120503652039325
1739209787.5014112;-38.13080360867914
1739209787.5014164;-35.57807855764607
1739209787.5014217;-35.57807855764607
1739209787.5014272;-38.13080360867914
1739209787.5014324;-45.120503652039325
1739209787.5014377;-35.57807855764607
1739209787.501443;-33.981070128970906
1739209787.5014482;-45.120503652039325
1739209787.5014536;-45.120503652039325
1739209787.501459;-33.981070128970906
1739209787.5014641;-31.141103565318915
1739209787.5014694;-38.13080360867914
1739209787.5014746;-38.13080360867914
1739209787.50148;-35.57807855764607
1739209787.5014853;-45.120503652039325
1739209787.5014906;-38.13080360867914
1739209787.5014958;-38.13080360867914
1739209787.501501;-45.120503652039325
1739209787.5015066;-33.981070128970906
1739209787.5015118;-38.13080360867914
1739209787.501517;-45.120503652039325
1739209787.5015223;-38.13080360867914
1739209787.5015275;-45.120503652039325
1739209787.5015328;-35.57807855764607
1739209787.5015383;-38.13080360867914
1739209787.5015435;-45.120503652039325
1739209787.5015488;-45.120503652039325
1739209787.501554;-45.120503652039325
1739209787.5015593;-38.13080360867914
1739209787.5015647;-45.120503652039325
1739209787.50157;-45.120503652039325
1739209787.5015752;-38.13080360867914
1739209787.5015805;-38.13080360867914
1739209787.5015857;-45.120503652039325
1739209787.5015912;-45.120503652039325
1739209787.5015965;-45.120503652039325
1739209787.5016017;-45.120503652039325
1739209787.501607;-45.120503652039325
1739209787.5016122;-33.981070128970906
1739209787.5016174;-35.57807855764607
1739209787.501623;-38.13080360867914
1739209787.5016282;-45.120503652039325
1739209787.5016334;-38.13080360867914
1739209787.5016387;-31.141103565318915
1739209787.501644;-45.120503652039325
1739209787.5016494;-45.120503652039325
1739209787.5016546;-38.13080360867914
1739209787.5016599;-38.13080360867914
1739209787.501665;-45.120503652039325
1739209787.5016704;-38.13080360867914
1739209787.5016758;-45.120503652039325
1739209787.501681;-38.13080360867914
1739209787.5016863;-45.120503652039325
1739209787.5016916;-45.120503652039325
1739209787.5016968;-38.13080360867914
1739209787.501702;-38.13080360867914
1739209787.5017076;-45.120503652039325
1739209787.5017128;-38.13080360867914
1739209787.501718;-31.141103565318915
1739209787.5017233;-26.991370085610722
1739209787.5017285;-38.13080360867914
1739209787.501734;-45.120503652039325
1739209787.5017393;-35.57807855764607
1739209787.5017445;-38.13080360867914
1739209787.5017498;-45.120503652039325
1739209787.501755;-33.981070128970906
1739209787.5017605;-38.13080360867914
1739209787.5017657;-38.13080360867914
1739209787.501771;-45.120503652039325
1739209787.5017762;-38.13080360867914
1739209787.5017815;-45.120503652039325
1739209787.5017867;-45.120503652039325
1739209787.5017922;-38.13080360867914
1739209787.5017974;-38.13080360867914
1739209787.5018027;-38.13080360867914
1739209787.501808;-38.13080360867914
1739209787.5018132;-45.120503652039325
1739209787.5018187;-38.13080360867914
1739209787.501824;-45.120503652039325
1739209787.5018291;-35.57807855764607
1739209787.5018344;-38.13080360867914
1739209787.5018396;-38.13080360867914
1739209787.5018451;-38.13080360867914
1739209787.5018504;-45.120503652039325
1739209787.5018556;-38.13080360867914
1739209787.5018609;-28.58837851428586
1739209787.501866;-45.120503652039325
1739209787.5018716;-38.13080360867914
1739209787.5018768;-33.981070128970906
1739209787.501882;-38.13080360867914
1739209787.5018873;-45.120503652039325
1739209787.5018926;-45.120503652039325
1739209787.5018978;-45.120503652039325
1739209787.5019033;-45.120503652039325
1739209787.5019085;-45.120503652039325
1739209787.5019138;-45.120503652039325
1739209787.501919;-45.120503652039325
1739209787.5019243;-35.57807855764607
1739209787.5019298;-38.13080360867914
1739209787.501935;-35.57807855764607
1739209787.5019403;-38.13080360867914
1739209787.5019455;-35.57807855764607
1739209787.5019507;-35.57807855764607
1739209787.5019562;-33.981070128970906
1739209787.5019615;-45.120503652039325
1739209787.5019667;-45.120503652039325
1739209787.501972;-38.13080360867914
1739209787.5019772;-45.120503652039325
1739209787.5019825;-45.120503652039325
1739209787.501988;-38.13080360867914
1739209787.5019932;-45.120503652039325
1739209787.5019984;-45.120503652039325
1739209787.5020037;-33.981070128970906
1739209787.502009;-45.120503652039325
1739209787.5020144;-45.120503652039325
1739209787.5020196;-28.21854285175415
1739209787.502025;-32.816014438256545
1739209787.5020301;-45.120503652039325
1739209787.5020354;-45.120503652039325
1739209787.5020409;-32.816014438256545
1739209787.502046;-38.13080360867914
1739209787.5020514;-45.120503652039325
1739209787.5020566;-38.13080360867914
1739209787.5020618;-45.120503652039325
1739209787.502067;-45.120503652039325
1739209787.5020726;-45.120503652039325
1739209787.5020778;-38.13080360867914
1739209787.502083;-38.13080360867914
1739209787.5020883;-33.981070128970906
1739209787.5020936;-45.120503652039325
1739209787.502099;-45.120503652039325
1739209787.5021043;-35.57807855764607
1739209787.5021095;-45.120503652039325
1739209787.5021148;-35.57807855764607
1739209787.50212;-38.13080360867914
1739209787.5021255;-45.120503652039325
1739209787.5021307;-45.120503652039325
1739209787.502136;-33.981070128970906
1739209787.5021412;-45.120503652039325
1739209787.5021465;-38.13080360867914
1739209787.502152;-38.13080360867914
1739209787.5021572;-38.13080360867914
1739209787.5021625;-45.120503652039325
1739209787.5021677;-38.13080360867914
1739209787.502173;-38.13080360867914
1739209787.5021782;-35.57807855764607
1739209787.5021837;-33.981070128970906
1739209787.502189;-45.120503652039325
1739209787.5021942;-45.120503652039325
1739209787.5021994;-45.120503652039325
1739209787.5022047;-38.13080360867914
1739209787.5022101;-45.120503652039325
1739209787.5022154;-45.120503652039325
1739209787.5022206;-35.57807855764607
1739209787.5022259;-38.13080360867914
1739209787.5022311;-45.120503652039325
1739209787.5022366;-45.120503652039325
1739209787.5022418;-45.120503652039325
1739209787.502247;-38.13080360867914
1739209787.5022523;-38.13080360867914
1739209787.5022576;-33.981070128970906
1739209787.5022628;-45.120503652039325
1739209787.5022683;-35.57807855764607
1739209787.5022736;-45.120503652039325
1739209787.5022788;-45.120503652039325
1739209787.502284;-38.13080360867914
1739209787.5022893;-38.13080360867914
1739209787.5022948;-45.120503652039325
1739209787.5023;-45.120503652039325
1739209787.5023053;-35.57807855764607
1739209787.5023105;-45.120503652039325
1739209787.5023158;-45.120503652039325
1739209787.5023212;-38.13080360867914
1739209787.5023265;-38.13080360867914
1739209787.5023317;-38.13080360867914
1739209787.502337;-45.120503652039325
1739209787.5023422;-45.120503652039325
1739209787.5023475;-38.13080360867914
1739209787.502353;-38.13080360867914
1739209787.5023582;-45.120503652039325
1739209787.5023634;-35.57807855764607
1739209787.5023687;-38.13080360867914
1739209787.502374;-45.120503652039325
1739209787.5023794;-45.120503652039325
1739209787.5023847;-38.13080360867914
1739209787.50239;-45.120503652039325
1739209787.5023952;-38.13080360867914
1739209787.5024004;-38.13080360867914
1739209787.502406;-45.120503652039325
1739209787.5024111;-35.57807855764607
1739209787.5024164;-38.13080360867914
1739209787.5024216;-45.120503652039325
1739209787.5024269;-45.120503652039325
1739209787.502432;-38.13080360867914
1739209787.5024376;-38.13080360867914
1739209787.5024428;-38.13080360867914
1739209787.502448;-35.57807855764607
1739209787.5024533;-38.13080360867914
1739209787.5024586;-45.120503652039325
1739209787.502464;-35.57807855764607
1739209787.5024693;-33.981070128970906
1739209787.5024745;-45.120503652039325
1739209787.5024798;-45.120503652039325
1739209787.502485;-38.13080360867914
1739209787.5024905;-45.120503652039325
1739209787.5024958;-38.13080360867914
1739209787.502501;-38.13080360867914
1739209787.5025063;-45.120503652039325
1739209787.5025115;-38.13080360867914
1739209787.502517;-45.120503652039325
1739209787.5025222;-35.57807855764607
1739209787.5025275;-45.120503652039325
1739209787.5025327;-38.13080360867914
1739209787.502538;-32.816014438256545
1739209787.5025432;-35.57807855764607
1739209787.5025487;-45.120503652039325
1739209787.502554;-38.13080360867914
1739209787.5025592;-33.981070128970906
1739209787.5025644;-38.13080360867914
1739209787.5025697;-45.120503652039325
1739209787.5025752;-45.120503652039325
1739209787.5025804;-45.120503652039325
1739209787.5025856;-38.13080360867914
1739209787.502591;-45.120503652039325
1739209787.5025961;-38.13080360867914
1739209787.5026016;-45.120503652039325
1739209787.5026069;-38.13080360867914
1739209787.502612;-45.120503652039325
1739209787.5026174;-38.13080360867914
1739209787.5026226;-33.981070128970906
1739209787.5026278;-33.981070128970906
1739209787.5026333;-38.13080360867914
1739209787.5026386;-33.981070128970906
1739209787.5026438;-33.981070128970906
1739209787.502649;-38.13080360867914
1739209787.5026543;-45.120503652039325
1739209787.5026598;-45.120503652039325
1739209787.502665;-38.13080360867914
1739209787.5026703;-38.13080360867914
1739209787.5026755;-45.120503652039325
1739209787.5026808;-45.120503652039325
1739209787.5026863;-38.13080360867914
1739209787.5026915;-38.13080360867914
1739209787.5026968;-45.120503652039325
1739209787.502702;-45.120503652039325
1739209787.5027072;-45.120503652039325
1739209787.5027125;-38.13080360867914
1739209787.502718;-38.13080360867914
1739209787.5027232;-35.57807855764607
1739209787.5027285;-38.13080360867914
1739209787.5027337;-38.13080360867914
1739209787.502739;-35.57807855764607
1739209787.5027444;-38.13080360867914
1739209787.5027497;-28.58837851428586
1739209787.502755;-38.13080360867914
1739209787.5027602;-45.120503652039325
1739209787.5027654;-38.13080360867914
1739209787.502771;-35.57807855764607
1739209787.5027761;-45.120503652039325
1739209787.5027814;-45.120503652039325
1739209787.5027866;-38.13080360867914
1739209787.502792;-33.981070128970956
1739209787.5027971;-45.120503652039325
1739209787.5028026;-32.816014438256545
1739209787.5028079;-45.120503652039325
1739209787.502813;-45.120503652039325
1739209787.5028183;-38.13080360867914
1739209787.5028236;-45.120503652039325
1739209787.502829;-45.120503652039325
1739209787.5028343;-35.57807855764607
1739209787.5028396;-35.57807855764607
1739209787.5028448;-38.13080360867914
1739209787.50285;-45.120503652039325
1739209787.5028555;-45.120503652039325
1739209787.5028608;-45.120503652039325
1739209787.502866;-38.13080360867914
1739209787.5028713;-38.13080360867914
1739209787.5028765;-35.57807855764607
1739209787.502882;-35.57807855764607
1739209787.5028872;-45.120503652039325
1739209787.5028925;-45.120503652039325
1739209787.5028977;-38.13080360867914
1739209787.502903;-45.120503652039325
1739209787.5029082;-45.120503652039325
1739209787.5029137;-45.120503652039325
1739209787.502919;-45.120503652039325
1739209787.5029242;-38.13080360867914
1739209787.5029294;-31.141103565318893
1739209787.5029347;-38.13080360867914
1739209787.5029402;-45.120503652039325
1739209787.5029454;-33.981070128970906
1739209787.5029507;-45.120503652039325
1739209787.502956;-45.120503652039325
1739209787.5029612;-26.035653463252796
1739209787.5029666;-32.816014438256545
1739209787.502972;-45.120503652039325
1739209787.5029771;-38.13080360867914
1739209787.5029824;-32.816014438256545
1739209787.5029876;-45.120503652039325
1739209787.5029929;-45.120503652039325
1739209787.5029984;-38.13080360867914
1739209787.5030036;-45.120503652039325
1739209787.5030088;-45.120503652039325
1739209787.503014;-45.120503652039325
1739209787.5030193;-45.120503652039325
1739209787.5030248;-45.120503652039325
1739209787.50303;-38.13080360867914
1739209787.5030353;-45.120503652039325
1739209787.5030406;-45.120503652039325
1739209787.5030458;-28.21854285175415
1739209787.5030513;-32.816014438256545
1739209787.5030565;-45.120503652039325
1739209787.5030618;-38.13080360867914
1739209787.503067;-45.120503652039325
1739209787.5030723;-38.13080360867914
1739209787.5030775;-38.13080360867914
1739209787.503083;-45.120503652039325
1739209787.5030882;-45.120503652039325
1739209787.5030935;-38.13080360867914
1739209787.5030987;-45.120503652039325
1739209787.503104;-45.120503652039325
1739209787.5031095;-35.57807855764607
1739209787.5031147;-38.13080360867914
1739209787.50312;-45.120503652039325
1739209787.5031252;-45.120503652039325
1739209787.5031304;-45.120503652039325
1739209787.503136;-45.120503652039325
1739209787.5031412;-38.13080360867914
1739209787.5031464;-38.13080360867914
1739209787.5031517;-38.13080360867914
1739209787.503157;-45.120503652039325
1739209787.5031624;-35.57807855764607
1739209787.5031676;-38.13080360867914
1739209787.5031729;-35.57807855764607
1739209787.5031781;-35.57807855764607
1739209787.5031834;-38.13080360867914
1739209787.5031886;-45.120503652039325
1739209787.503194;-35.57807855764607
1739209787.5031993;-33.981070128970906
1739209787.5032046;-45.120503652039325
1739209787.5032098;-45.120503652039325
1739209787.503215;-45.120503652039325
1739209787.5032206;-45.120503652039325
1739209787.5032258;-35.57807855764607
1739209787.503231;-38.13080360867914
1739209787.5032363;-45.120503652039325
1739209787.5032415;-38.13080360867914
1739209787.503247;-35.57807855764607
1739209787.5032523;-45.120503652039325
1739209787.5032575;-38.13080360867914
1739209787.5032628;-35.57807855764607
1739209787.503268;-45.120503652039325
1739209787.5032732;-45.120503652039325
1739209787.5032787;-38.13080360867914
1739209787.503284;-38.13080360867914
1739209787.5032892;-45.120503652039325
1739209787.5032945;-38.13080360867914
1739209787.5032997;-38.13080360867914
1739209787.5033052;-45.120503652039325
1739209787.5033104;-38.13080360867914
1739209787.5033157;-38.13080360867914
1739209787.503321;-38.13080360867914
1739209787.5033262;-38.13080360867914
1739209787.5033317;-35.57807855764607
1739209787.503337;-45.120503652039325
1739209787.5033422;-35.57807855764607
1739209787.5033474;-45.120503652039325
1739209787.5033526;-45.120503652039325
1739209787.503358;-38.13080360867914
1739209787.5033634;-45.120503652039325
1739209787.5033686;-45.120503652039325
1739209787.5033739;-45.120503652039325
1739209787.503379;-45.120503652039325
1739209787.5033844;-45.120503652039325
1739209787.5033898;-38.13080360867914
1739209787.503395;-45.120503652039325
1739209787.5034003;-45.120503652039325
1739209787.5034056;-38.13080360867914
1739209787.5034108;-38.13080360867914
1739209787.5034163;-45.120503652039325
1739209787.5034215;-38.13080360867914
1739209787.5034268;-38.13080360867914
1739209787.503432;-33.981070128970906
1739209787.5034373;-38.13080360867914
1739209787.5034425;-38.13080360867914
1739209787.503448;-38.13080360867914
1739209787.5034533;-45.120503652039325
1739209787.5034585;-45.120503652039325
1739209787.5034637;-38.13080360867914
1739209787.503469;-38.13080360867914
1739209787.5034745;-38.13080360867914
1739209787.5034797;-38.13080360867914
1739209787.503485;-45.120503652039325
1739209787.5034902;-38.13080360867914
1739209787.5034955;-32.816014438256545
1739209787.503501;-45.120503652039325
1739209787.5035062;-45.120503652039325
1739209787.5035114;-32.816014438256545
1739209787.5035167;-38.13080360867914
1739209787.503522;-38.13080360867914
1739209787.5035274;-38.13080360867914
1739209787.5035326;-38.13080360867914
1739209787.503538;-45.120503652039325
1739209787.5035431;-45.120503652039325
1739209787.5035484;-45.120503652039325
1739209787.5035536;-38.13080360867914
1739209787.503559;-45.120503652039325
1739209787.5035644;-45.120503652039325
1739209787.5035696;-38.13080360867914
1739209787.5035748;-45.120503652039325
1739209787.50358;-38.13080360867914
1739209787.5035856;-30.49652367304973
1739209787.5035908;-38.13080360867914
1739209787.503596;-45.120503652039325
1739209787.5036013;-45.120503652039325
1739209787.5036066;-38.13080360867914
1739209787.503612;-45.120503652039325
1739209787.5036173;-45.120503652039325
1739209787.5036225;-45.120503652039325
1739209787.5036278;-45.120503652039325
1739209787.503633;-38.13080360867914
1739209787.5036383;-45.120503652039325
1739209787.5036438;-45.120503652039325
1739209787.503649;-45.120503652039325
1739209787.5036542;-45.120503652039325
1739209787.5036595;-45.120503652039325
1739209787.5036647;-38.13080360867914
1739209787.5036702;-38.13080360867914
1739209787.5036755;-45.120503652039325
1739209787.5036807;-45.120503652039325
1739209787.503686;-38.13080360867914
1739209787.5036912;-26.991370085610722
1739209787.5036967;-45.120503652039325
1739209787.503702;-45.120503652039325
1739209787.5037072;-45.120503652039325
1739209787.5037124;-45.120503652039325
1739209787.5037177;-45.120503652039325
1739209787.503723;-33.981070128970906
1739209787.5037284;-45.120503652039325
1739209787.5037336;-33.981070128970956
1739209787.5037389;-35.57807855764607
1739209787.5037441;-38.13080360867914
1739209787.5037494;-38.13080360867914
1739209787.5037549;-45.120503652039325
1739209787.50376;-38.13080360867914
1739209787.5037653;-45.120503652039325
1739209787.5037706;-35.57807855764607
1739209787.5037758;-28.58837851428586
1739209787.5037813;-45.120503652039325
1739209787.5037866;-45.120503652039325
1739209787.5037918;-45.120503652039325
1739209787.503797;-45.120503652039325
1739209787.5038023;-45.120503652039325
1739209787.5038075;-32.816014438256545
1739209787.503813;-38.13080360867914
1739209787.5038183;-33.981070128970956
1739209787.5038235;-45.120503652039325
1739209787.5038288;-38.13080360867914
1739209787.503834;-45.120503652039325
1739209787.5038395;-45.120503652039325
1739209787.5038447;-38.13080360867914
1739209787.50385;-38.13080360867914
1739209787.5038552;-38.13080360867914
1739209787.5038605;-38.13080360867914
1739209787.503866;-38.13080360867914
1739209787.5038712;-38.13080360867914
1739209787.5038764;-38.13080360867914
1739209787.5038817;-45.120503652039325
1739209787.503887;-45.120503652039325
1739209787.5038924;-35.57807855764607
1739209787.5038977;-38.13080360867914
1739209787.503903;-31.141103565318893
1739209787.5039082;-38.13080360867914
1739209787.5039134;-35.57807855764607
1739209787.5039186;-38.13080360867914
1739209787.5039241;-35.57807855764607
1739209787.5039294;-45.120503652039325
1739209787.5039346;-45.120503652039325
1739209787.5039399;-38.13080360867914
1739209787.503945;-38.13080360867914
1739209787.5039506;-45.120503652039325
1739209787.5039558;-35.57807855764607
1739209787.503961;-45.120503652039325
1739209787.5039663;-45.120503652039325
1739209787.5039716;-38.13080360867914
1739209787.503977;-45.120503652039325
1739209787.5039823;-38.13080360867914
1739209787.5039876;-28.21854285175415
1739209787.5039928;-32.816014438256545
1739209787.503998;-45.120503652039325
1739209787.5040033;-45.120503652039325
1739209787.5040088;-35.57807855764607
1739209787.504014;-45.120503652039325
1739209787.5040193;-35.57807855764607
1739209787.5040245;-35.57807855764607
1739209787.5040298;-45.120503652039325
1739209787.5040352;-45.120503652039325
1739209787.5040405;-45.120503652039325
1739209787.5040457;-45.120503652039325
1739209787.504051;-45.120503652039325
1739209787.5040562;-38.13080360867914
1739209787.5040617;-45.120503652039325
1739209787.504067;-38.13080360867914
1739209787.5040722;-38.13080360867914
1739209787.5040774;-38.13080360867914
1739209787.5040827;-45.120503652039325
1739209787.504088;-38.13080360867914
1739209787.5040934;-38.13080360867914
1739209787.5040987;-45.120503652039325
1739209787.504104;-45.120503652039325
1739209787.5041091;-38.13080360867914
1739209787.5041144;-38.13080360867914
1739209787.5041199;-35.57807855764607
1739209787.504125;-38.13080360867914
1739209787.5041304;-38.13080360867914
1739209787.5041356;-38.13080360867914
1739209787.5041409;-33.981070128970906
1739209787.5041463;-45.120503652039325
1739209787.5041516;-38.13080360867914
1739209787.5041568;-45.120503652039325
1739209787.504162;-45.120503652039325
1739209787.5041673;-38.13080360867914
1739209787.5041726;-38.13080360867914
1739209787.504178;-45.120503652039325
1739209787.5041833;-45.120503652039325
1739209787.5041885;-35.57807855764607
1739209787.5041938;-38.13080360867914
1739209787.504199;-32.816014438256545
1739209787.5042045;-32.816014438256545
1739209787.5042098;-33.981070128970906
1739209787.504215;-38.13080360867914
1739209787.5042202;-38.13080360867914
1739209787.5042255;-38.13080360867914
1739209787.504231;-38.13080360867914
1739209787.5042362;-38.13080360867914
1739209787.5042415;-45.120503652039325
1739209787.5042467;-45.120503652039325
1739209787.504252;-38.13080360867914
1739209787.5042574;-38.13080360867914
1739209787.5042627;-45.120503652039325
1739209787.504268;-45.120503652039325
1739209787.5042732;-35.57807855764607
1739209787.5042784;-38.13080360867914
1739209787.5042837;-35.57807855764607
1739209787.5042892;-38.13080360867914
1739209787.5042944;-45.120503652039325
1739209787.5042996;-45.120503652039325
1739209787.504305;-38.13080360867914
1739209787.5043101;-38.13080360867914
1739209787.5043156;-35.57807855764607
1739209787.5043209;-45.120503652039325
1739209787.504326;-45.120503652039325
1739209787.5043314;-33.981070128970906
1739209787.5043366;-38.13080360867914
1739209787.504342;-38.13080360867914
1739209787.5043473;-38.13080360867914
1739209787.5043526;-35.57807855764607
1739209787.5043578;-38.13080360867914
1739209787.504363;-45.120503652039325
1739209787.5043683;-45.120503652039325
1739209787.5043738;-45.120503652039325
1739209787.504379;-33.981070128970906
1739209787.5043843;-38.13080360867914
1739209787.5043895;-45.120503652039325
1739209787.5043948;-45.120503652039325
1739209787.5044003;-38.13080360867914
1739209787.5044055;-38.13080360867914
1739209787.5044107;-38.13080360867914
1739209787.504416;-32.816014438256545
1739209787.5044212;-38.13080360867914
1739209787.5044267;-45.120503652039325
1739209787.504432;-35.57807855764607
1739209787.5044372;-35.57807855764607
1739209787.5044425;-38.13080360867914
1739209787.5044477;-45.120503652039325
1739209787.504453;-45.120503652039325
1739209787.5044584;-38.13080360867914
1739209787.5044637;-45.120503652039325
1739209787.504469;-38.13080360867914
1739209787.5044742;-35.57807855764607
1739209787.5044794;-38.13080360867914
1739209787.504485;-45.120503652039325
1739209787.5044901;-38.13080360867914
1739209787.5044954;-35.57807855764607
1739209787.5045006;-35.57807855764607
1739209787.5045059;-38.13080360867914
1739209787.5045114;-45.120503652039325
1739209787.5045166;-45.120503652039325
1739209787.5045218;-38.13080360867914
1739209787.504527;-45.120503652039325
1739209787.5045323;-45.120503652039325
1739209787.5045378;-38.13080360867914
1739209787.504543;-38.13080360867914
1739209787.5045483;-33.981070128970906
1739209787.5045536;-45.120503652039325
1739209787.5045588;-45.120503652039325
1739209787.504564;-45.120503652039325
1739209787.5045695;-38.13080360867914
1739209787.5045748;-38.13080360867914
1739209787.50458;-35.57807855764607
1739209787.5045853;-45.120503652039325
1739209787.5045905;-45.120503652039325
1739209787.504596;-38.13080360867914
1739209787.5046012;-45.120503652039325
1739209787.5046065;-38.13080360867914
