CAN Message; 0x98:000044bc4cc11e9d
1739209631.788464;-38.13080360867914
1739209631.788469;-33.981070128970906
1739209631.788474;-35.57807855764607
1739209631.7884793;-35.57807855764607
1739209631.7884843;-38.13080360867914
1739209631.7884896;-45.120503652039325
1739209631.7884946;-38.13080360867914
1739209631.7884998;-38.13080360867914
1739209631.7885048;-38.13080360867914
1739209631.7885098;-38.13080360867914
1739209631.788515;-38.13080360867914
1739209631.78852;-35.57807855764607
1739209631.7885253;-38.13080360867914
1739209631.7885303;-45.120503652039325
1739209631.7885356;-38.13080360867914
1739209631.7885406;-35.57807855764607
1739209631.7885458;-45.120503652039325
1739209631.7885509;-45.120503652039325
1739209631.7885559;-38.13080360867914
1739209631.788561;-45.120503652039325
1739209631.788566;-33.981070128970906
1739209631.7885714;-45.120503652039325
1739209631.7885764;-33.981070128970906
1739209631.7885816;-45.120503652039325
1739209631.7885866;-35.57807855764607
1739209631.7885919;-45.120503652039325
1739209631.7885969;-38.13080360867914
1739209631.7886019;-38.13080360867914
1739209631.7886071;-45.120503652039325
1739209631.7886121;-45.120503652039325
1739209631.7886174;-38.13080360867914
1739209631.7886224;-35.57807855764607
1739209631.7886276;-45.120503652039325
1739209631.7886326;-45.120503652039325
1739209631.7886376;-38.13080360867914
1739209631.788643;-33.981070128970906
1739209631.788648;-29.438486411369347
1739209631.7886531;-45.120503652039325
1739209631.7886581;-38.13080360867914
1739209631.7886634;-45.120503652039325
1739209631.7886684;-38.13080360867914
1739209631.7886734;-38.13080360867914
1739209631.7886786;-38.13080360867914
1739209631.7886837;-35.57807855764607
1739209631.788689;-45.120503652039325
1739209631.788694;-45.120503652039325
1739209631.7886992;-38.13080360867914
1739209631.7887042;-38.13080360867914
1739209631.7887094;-45.120503652039325
1739209631.7887144;-45.120503652039325
1739209631.7887194;-38.13080360867914
1739209631.7887247;-35.57807855764607
1739209631.7887297;-45.120503652039325
1739209631.788735;-45.120503652039325
1739209631.78874;-33.981070128970906
1739209631.7887452;-35.57807855764607
1739209631.7887502;-45.120503652039325
1739209631.7887554;-45.120503652039325
1739209631.7887604;-45.120503652039325
1739209631.7887654;-45.120503652039325
1739209631.7887707;-38.13080360867914
1739209631.7887757;-35.57807855764607
1739209631.788781;-45.120503652039325
1739209631.788786;-45.120503652039325
1739209631.7887912;-45.120503652039325
1739209631.7887962;-45.120503652039325
1739209631.7888012;-38.13080360867914
1739209631.7888064;-32.816014438256545
1739209631.7888114;-45.120503652039325
1739209631.7888167;-45.120503652039325
1739209631.7888217;-33.981070128970906
1739209631.788827;-35.57807855764607
1739209631.788832;-38.13080360867914
1739209631.788837;-45.120503652039325
1739209631.7888422;-38.13080360867914
1739209631.7888472;-35.57807855764607
1739209631.7888525;-38.13080360867914
1739209631.7888575;-35.57807855764607
1739209631.7888627;-45.120503652039325
1739209631.7888677;-38.13080360867914
1739209631.788873;-45.120503652039325
1739209631.788878;-38.13080360867914
1739209631.788883;-38.13080360867914
1739209631.7888882;-38.13080360867914
1739209631.7888932;-38.13080360867914
1739209631.7888985;-45.120503652039325
1739209631.7889035;-38.13080360867914
1739209631.7889087;-38.13080360867914
1739209631.7889137;-38.13080360867914
1739209631.788919;-45.120503652039325
1739209631.788924;-45.120503652039325
1739209631.788929;-38.13080360867914
1739209631.7889342;-45.120503652039325
1739209631.7889392;-38.13080360867914
1739209631.7889445;-45.120503652039325
1739209631.7889495;-38.13080360867914
1739209631.7889547;-38.13080360867914
1739209631.7889597;-35.57807855764607
1739209631.7889647;-38.13080360867914
1739209631.78897;-35.57807855764607
1739209631.788975;-38.13080360867914
1739209631.7889802;-45.120503652039325
1739209631.7889853;-38.13080360867914
1739209631.7889905;-38.13080360867914
1739209631.7889955;-45.120503652039325
1739209631.7890005;-45.120503652039325
1739209631.7890058;-38.13080360867914
1739209631.7890108;-45.120503652039325
1739209631.789016;-45.120503652039325
1739209631.789021;-45.120503652039325
1739209631.7890263;-38.13080360867914
1739209631.7890313;-35.57807855764607
1739209631.7890365;-38.13080360867914
1739209631.7890415;-35.57807855764607
1739209631.7890465;-38.13080360867914
1739209631.7890518;-35.57807855764607
1739209631.7890568;-38.13080360867914
1739209631.789062;-32.816014438256545
1739209631.789067;-35.57807855764607
1739209631.7890723;-35.57807855764607
1739209631.7890773;-38.13080360867914
1739209631.7890825;-45.120503652039325
1739209631.7890875;-45.120503652039325
1739209631.7890925;-45.120503652039325
1739209631.7890978;-45.120503652039325
1739209631.7891028;-33.981070128970956
1739209631.789108;-45.120503652039325
1739209631.789113;-45.120503652039325
1739209631.7891183;-45.120503652039325
1739209631.7891233;-38.13080360867914
1739209631.7891283;-45.120503652039325
1739209631.7891335;-45.120503652039325
1739209631.7891386;-38.13080360867914
1739209631.7891438;-28.992665084841942
1739209631.7891488;-32.816014438256545
1739209631.789154;-38.13080360867914
1739209631.789159;-45.120503652039325
1739209631.789164;-45.120503652039325
1739209631.7891693;-33.981070128970906
1739209631.7891743;-38.13080360867914
1739209631.7891796;-33.981070128970906
1739209631.7891846;-38.13080360867914
1739209631.7891898;-45.120503652039325
1739209631.7891948;-38.13080360867914
1739209631.7892;-38.13080360867914
1739209631.789205;-45.120503652039325
1739209631.78921;-45.120503652039325
1739209631.7892153;-45.120503652039325
1739209631.7892203;-38.13080360867914
1739209631.7892256;-28.58837851428586
1739209631.7892306;-33.981070128970906
1739209631.7892358;-45.120503652039325
1739209631.7892408;-38.13080360867914
1739209631.789246;-33.981070128970906
1739209631.789251;-38.13080360867914
1739209631.789256;-45.120503652039325
1739209631.7892613;-38.13080360867914
1739209631.7892663;-35.57807855764607
1739209631.7892716;-45.120503652039325
1739209631.7892766;-35.57807855764607
1739209631.7892818;-38.13080360867914
1739209631.7892869;-45.120503652039325
1739209631.7892919;-38.13080360867914
1739209631.789297;-33.981070128970906
1739209631.789302;-38.13080360867914
1739209631.7893074;-33.981070128970906
1739209631.7893124;-31.141103565318915
1739209631.7893176;-45.120503652039325
1739209631.7893226;-38.13080360867914
1739209631.7893276;-35.57807855764607
1739209631.7893329;-38.13080360867914
1739209631.7893379;-45.120503652039325
1739209631.789343;-38.13080360867914
1739209631.7893481;-38.13080360867914
1739209631.7893534;-38.13080360867914
1739209631.7893584;-38.13080360867914
1739209631.7893636;-38.13080360867914
1739209631.7893686;-45.120503652039325
1739209631.7893736;-45.120503652039325
1739209631.789379;-38.13080360867914
1739209631.789384;-45.120503652039325
1739209631.7893891;-38.13080360867914
1739209631.7893941;-33.981070128970906
1739209631.7893994;-38.13080360867914
1739209631.7894044;-38.13080360867914
1739209631.7894096;-45.120503652039325
1739209631.7894146;-45.120503652039325
1739209631.7894197;-45.120503652039325
1739209631.789425;-38.13080360867914
1739209631.78943;-38.13080360867914
1739209631.7894351;-31.141103565318915
1739209631.7894402;-38.13080360867914
1739209631.7894454;-45.120503652039325
1739209631.7894504;-45.120503652039325
1739209631.7894554;-38.13080360867914
1739209631.7894607;-35.57807855764607
1739209631.7894657;-38.13080360867914
1739209631.789471;-33.981070128970906
1739209631.789476;-30.49652367304973
1739209631.7894812;-38.13080360867914
1739209631.7894862;-38.13080360867914
1739209631.7894912;-38.13080360867914
1739209631.7894964;-38.13080360867914
1739209631.7895014;-33.981070128970906
1739209631.7895067;-38.13080360867914
1739209631.7895117;-45.120503652039325
1739209631.789517;-33.981070128970906
1739209631.789522;-38.13080360867914
1739209631.7895272;-38.13080360867914
1739209631.7895322;-45.120503652039325
1739209631.7895372;-38.13080360867914
1739209631.7895424;-35.57807855764607
1739209631.7895474;-38.13080360867914
1739209631.7895527;-45.120503652039325
1739209631.7895577;-33.981070128970906
1739209631.789563;-38.13080360867914
1739209631.789568;-45.120503652039325
1739209631.7895732;-45.120503652039325
1739209631.7895782;-45.120503652039325
1739209631.7895832;-38.13080360867914
1739209631.7895885;-38.13080360867914
1739209631.7895935;-45.120503652039325
1739209631.7895987;-38.13080360867914
1739209631.7896037;-38.13080360867914
1739209631.789609;-45.120503652039325
1739209631.789614;-45.120503652039325
1739209631.789619;-38.13080360867914
1739209631.7896242;-38.13080360867914
1739209631.7896292;-33.981070128970906
1739209631.7896345;-45.120503652039325
1739209631.7896395;-45.120503652039325
1739209631.7896447;-32.816014438256545
1739209631.7896497;-45.120503652039325
1739209631.7896547;-45.120503652039325
1739209631.78966;-35.57807855764607
1739209631.789665;-32.816014438256545
1739209631.7896702;-38.13080360867914
1739209631.7896752;-45.120503652039325
1739209631.7896805;-33.981070128970906
1739209631.7896855;-38.13080360867914
1739209631.7896907;-45.120503652039325
1739209631.7896957;-45.120503652039325
1739209631.7897007;-38.13080360867914
1739209631.789706;-45.120503652039325
1739209631.789711;-45.120503652039325
1739209631.7897162;-45.120503652039325
1739209631.7897213;-38.13080360867914
1739209631.7897265;-38.13080360867914
1739209631.7897315;-38.13080360867914
1739209631.7897367;-33.981070128970906
1739209631.7897418;-33.981070128970906
1739209631.7897468;-38.13080360867914
1739209631.789752;-45.120503652039325
1739209631.789757;-38.13080360867914
1739209631.7897623;-35.57807855764607
1739209631.7897673;-35.57807855764607
1739209631.7897725;-45.120503652039325
1739209631.7897775;-38.13080360867914
1739209631.7897825;-35.57807855764607
1739209631.7897878;-45.120503652039325
1739209631.7897928;-38.13080360867914
1739209631.789798;-45.120503652039325
1739209631.789803;-45.120503652039325
1739209631.7898083;-33.981070128970906
1739209631.7898133;-35.57807855764607
1739209631.7898183;-45.120503652039325
1739209631.7898235;-38.13080360867914
1739209631.7898285;-32.816014438256545
1739209631.7898338;-35.57807855764607
1739209631.7898388;-45.120503652039325
1739209631.789844;-38.13080360867914
1739209631.789849;-35.57807855764607
1739209631.7898543;-45.120503652039325
1739209631.7898593;-45.120503652039325
1739209631.7898643;-38.13080360867914
1739209631.7898695;-45.120503652039325
1739209631.7898746;-45.120503652039325
1739209631.7898798;-45.120503652039325
1739209631.7898848;-45.120503652039325
1739209631.78989;-45.120503652039325
1739209631.789895;-45.120503652039325
1739209631.7899003;-45.120503652039325
1739209631.7899053;-45.120503652039325
1739209631.7899103;-32.816014438256545
1739209631.7899156;-45.120503652039325
1739209631.7899206;-45.120503652039325
1739209631.7899258;-45.120503652039325
1739209631.7899308;-33.981070128970906
1739209631.789936;-38.13080360867914
1739209631.789941;-45.120503652039325
1739209631.789946;-38.13080360867914
1739209631.7899513;-38.13080360867914
1739209631.7899563;-38.13080360867914
1739209631.7899616;-45.120503652039325
1739209631.7899666;-38.13080360867914
1739209631.7899718;-45.120503652039325
1739209631.7899768;-45.120503652039325
1739209631.7899818;-45.120503652039325
1739209631.789987;-38.13080360867914
1739209631.789992;-35.57807855764607
1739209631.7899973;-45.120503652039325
1739209631.7900023;-45.120503652039325
1739209631.7900076;-45.120503652039325
1739209631.7900126;-31.141103565318915
1739209631.7900178;-33.981070128970906
1739209631.7900229;-45.120503652039325
1739209631.7900279;-45.120503652039325
1739209631.790033;-45.120503652039325
1739209631.790038;-38.13080360867914
1739209631.7900434;-45.120503652039325
1739209631.7900484;-35.57807855764607
1739209631.7900536;-38.13080360867914
1739209631.7900586;-45.120503652039325
1739209631.7900639;-33.981070128970906
1739209631.7900689;-45.120503652039325
1739209631.7900739;-38.13080360867914
1739209631.790079;-38.13080360867914
1739209631.7900841;-33.981070128970906
1739209631.7900894;-45.120503652039325
1739209631.7900944;-45.120503652039325
1739209631.7900996;-38.13080360867914
1739209631.7901046;-45.120503652039325
1739209631.7901096;-45.120503652039325
1739209631.7901149;-38.13080360867914
1739209631.79012;-35.57807855764607
1739209631.7901251;-35.57807855764607
1739209631.7901301;-45.120503652039325
1739209631.7901354;-45.120503652039325
1739209631.7901404;-38.13080360867914
1739209631.7901454;-35.57807855764607
1739209631.7901506;-38.13080360867914
1739209631.7901556;-45.120503652039325
1739209631.790161;-45.120503652039325
1739209631.790166;-31.141103565318893
1739209631.7901711;-45.120503652039325
1739209631.7901762;-38.13080360867914
1739209631.7901814;-38.13080360867914
1739209631.7901864;-38.13080360867914
1739209631.7901914;-45.120503652039325
1739209631.7901967;-38.13080360867914
1739209631.7902017;-38.13080360867914
1739209631.790207;-33.981070128970906
1739209631.790212;-45.120503652039325
1739209631.7902172;-33.981070128970906
1739209631.7902222;-31.141103565318915
1739209631.7902274;-45.120503652039325
1739209631.7902324;-33.981070128970906
1739209631.7902374;-45.120503652039325
1739209631.7902427;-45.120503652039325
1739209631.7902477;-45.120503652039325
1739209631.790253;-45.120503652039325
1739209631.790258;-45.120503652039325
1739209631.7902632;-33.981070128970906
1739209631.7902682;-33.981070128970906
1739209631.7902732;-38.13080360867914
1739209631.7902784;-35.57807855764607
1739209631.7902834;-31.141103565318915
1739209631.7902887;-35.57807855764607
1739209631.7902937;-45.120503652039325
1739209631.790299;-38.13080360867914
1739209631.790304;-31.141103565318915
1739209631.790309;-45.120503652039325
1739209631.7903142;-38.13080360867914
1739209631.7903192;-45.120503652039325
1739209631.7903244;-45.120503652039325
1739209631.7903295;-35.57807855764607
1739209631.7903347;-38.13080360867914
1739209631.7903397;-45.120503652039325
1739209631.790345;-30.49652367304973
1739209631.79035;-38.13080360867914
1739209631.790355;-45.120503652039325
1739209631.7903602;-38.13080360867914
1739209631.7903652;-38.13080360867914
1739209631.7903705;-45.120503652039325
1739209631.7903755;-45.120503652039325
1739209631.7903807;-38.13080360867914
1739209631.7903857;-30.49652367304973
1739209631.790391;-45.120503652039325
1739209631.790396;-45.120503652039325
1739209631.790401;-45.120503652039325
1739209631.7904062;-38.13080360867914
1739209631.7904112;-45.120503652039325
1739209631.7904165;-45.120503652039325
1739209631.7904215;-38.13080360867914
1739209631.7904267;-28.992665084841942
1739209631.7904317;-38.13080360867914
1739209631.7904367;-38.13080360867914
1739209631.790442;-38.13080360867914
1739209631.790447;-38.13080360867914
1739209631.7904522;-45.120503652039325
1739209631.7904572;-45.120503652039325
1739209631.7904625;-45.120503652039325
1739209631.7904675;-33.981070128970906
1739209631.7904725;-45.120503652039325
1739209631.7904778;-45.120503652039325
1739209631.7904828;-45.120503652039325
1739209631.790488;-38.13080360867914
1739209631.790493;-45.120503652039325
1739209631.7904983;-35.57807855764607
1739209631.7905033;-38.13080360867914
1739209631.7905085;-38.13080360867914
1739209631.7905135;-45.120503652039325
1739209631.7905185;-45.120503652039325
1739209631.7905238;-38.13080360867914
1739209631.7905288;-38.13080360867914
1739209631.790534;-45.120503652039325
1739209631.790539;-38.13080360867914
1739209631.7905443;-45.120503652039325
1739209631.7905493;-38.13080360867914
1739209631.7905545;-38.13080360867914
1739209631.7905595;-45.120503652039325
1739209631.7905645;-45.120503652039325
1739209631.7905698;-45.120503652039325
1739209631.7905748;-45.120503652039325
1739209631.79058;-38.13080360867914
1739209631.790585;-45.120503652039325
1739209631.7905903;-35.57807855764607
1739209631.7905953;-38.13080360867914
1739209631.7906003;-33.981070128970906
1739209631.7906055;-32.816014438256545
1739209631.7906106;-33.981070128970906
1739209631.7906158;-38.13080360867914
1739209631.7906208;-45.120503652039325
1739209631.790626;-45.120503652039325
1739209631.790631;-27.267205301931607
1739209631.790636;-31.141103565318915
1739209631.7906413;-45.120503652039325
1739209631.7906463;-45.120503652039325
1739209631.7906516;-45.120503652039325
1739209631.7906566;-45.120503652039325
1739209631.7906618;-38.13080360867914
1739209631.7906668;-35.57807855764607
1739209631.790672;-35.57807855764607
1739209631.790677;-45.120503652039325
1739209631.790682;-33.981070128970906
1739209631.7906873;-35.57807855764607
1739209631.7906923;-38.13080360867914
1739209631.7906976;-35.57807855764607
1739209631.7907026;-38.13080360867914
1739209631.7907078;-38.13080360867914
1739209631.7907128;-38.13080360867914
1739209631.790718;-38.13080360867914
1739209631.790723;-38.13080360867914
1739209631.790728;-35.57807855764607
1739209631.7907333;-45.120503652039325
1739209631.7907383;-45.120503652039325
1739209631.7907436;-38.13080360867914
1739209631.7907486;-35.57807855764607
1739209631.7907538;-38.13080360867914
1739209631.7907588;-45.120503652039325
1739209631.7907639;-38.13080360867914
1739209631.790769;-38.13080360867914
1739209631.790774;-35.57807855764607
1739209631.7907794;-45.120503652039325
1739209631.7907844;-45.120503652039325
1739209631.7907896;-32.816014438256545
1739209631.7907946;-45.120503652039325
1739209631.7907996;-45.120503652039325
1739209631.7908049;-35.57807855764607
1739209631.7908099;-38.13080360867914
1739209631.790815;-45.120503652039325
1739209631.7908201;-45.120503652039325
1739209631.7908254;-33.981070128970906
1739209631.7908304;-45.120503652039325
1739209631.7908356;-38.13080360867914
1739209631.7908406;-38.13080360867914
1739209631.7908456;-38.13080360867914
1739209631.7908509;-45.120503652039325
1739209631.790856;-45.120503652039325
1739209631.7908611;-45.120503652039325
1739209631.7908661;-45.120503652039325
1739209631.7908714;-33.981070128970906
1739209631.7908764;-45.120503652039325
1739209631.7908816;-38.13080360867914
1739209631.7908866;-38.13080360867914
1739209631.7908916;-38.13080360867914
1739209631.790897;-38.13080360867914
1739209631.790902;-38.13080360867914
1739209631.7909071;-45.120503652039325
1739209631.7909122;-35.57807855764607
1739209631.7909174;-38.13080360867914
1739209631.7909224;-38.13080360867914
1739209631.7909274;-35.57807855764607
1739209631.7909327;-38.13080360867914
1739209631.7909377;-45.120503652039325
1739209631.790943;-45.120503652039325
1739209631.790948;-38.13080360867914
1739209631.7909532;-45.120503652039325
1739209631.7909582;-38.13080360867914
1739209631.7909632;-45.120503652039325
1739209631.7909684;-38.13080360867914
1739209631.7909734;-45.120503652039325
1739209631.7909787;-38.13080360867914
1739209631.7909837;-38.13080360867914
1739209631.790989;-38.13080360867914
1739209631.790994;-45.120503652039325
1739209631.7909992;-45.120503652039325
1739209631.7910042;-31.141103565318915
1739209631.7910092;-33.981070128970906
1739209631.7910144;-45.120503652039325
1739209631.7910194;-45.120503652039325
1739209631.7910247;-38.13080360867914
1739209631.7910297;-35.57807855764607
1739209631.791035;-45.120503652039325
1739209631.79104;-45.120503652039325
1739209631.7910452;-45.120503652039325
1739209631.7910502;-38.13080360867914
1739209631.7910552;-38.13080360867914
1739209631.7910604;-45.120503652039325
1739209631.7910655;-45.120503652039325
1739209631.7910707;-45.120503652039325
1739209631.7910757;-45.120503652039325
1739209631.791081;-45.120503652039325
1739209631.791086;-45.120503652039325
1739209631.791091;-45.120503652039325
1739209631.7910962;-45.120503652039325
1739209631.7911012;-45.120503652039325
1739209631.7911065;-38.13080360867914
1739209631.7911115;-38.13080360867914
1739209631.7911167;-45.120503652039325
1739209631.7911217;-45.120503652039325
1739209631.7911267;-45.120503652039325
1739209631.791132;-38.13080360867914
1739209631.791137;-45.120503652039325
1739209631.7911422;-38.13080360867914
1739209631.7911472;-38.13080360867914
1739209631.7911525;-45.120503652039325
1739209631.7911575;-38.13080360867914
1739209631.7911627;-38.13080360867914
1739209631.7911677;-45.120503652039325
1739209631.7911727;-45.120503652039325
1739209631.791178;-38.13080360867914
1739209631.791183;-38.13080360867914
1739209631.7911882;-38.13080360867914
1739209631.7911932;-38.13080360867914
1739209631.7911985;-45.120503652039325
1739209631.7912035;-38.13080360867914
1739209631.7912087;-32.816014438256545
1739209631.7912138;-33.981070128970906
1739209631.7912188;-45.120503652039325
1739209631.791224;-45.120503652039325
1739209631.791229;-45.120503652039325
1739209631.7912343;-45.120503652039325
1739209631.7912393;-38.13080360867914
1739209631.7912445;-38.13080360867914
1739209631.7912495;-38.13080360867914
1739209631.7912545;-31.141103565318915
1739209631.7912598;-45.120503652039325
1739209631.7912648;-38.13080360867914
1739209631.79127;-35.57807855764607
1739209631.791275;-38.13080360867914
1739209631.7912803;-38.13080360867914
1739209631.7912853;-38.13080360867914
1739209631.7912903;-31.141103565318915
1739209631.7912955;-28.58837851428586
1739209631.7913005;-38.13080360867914
1739209631.7913058;-45.120503652039325
1739209631.7913108;-33.981070128970906
1739209631.791316;-33.981070128970906
1739209631.791321;-45.120503652039325
1739209631.7913263;-45.120503652039325
1739209631.7913313;-32.816014438256545
1739209631.7913363;-38.13080360867914
1739209631.7913415;-45.120503652039325
1739209631.7913465;-38.13080360867914
1739209631.7913518;-35.57807855764607
1739209631.7913568;-45.120503652039325
1739209631.791362;-45.120503652039325
1739209631.791367;-35.57807855764607
1739209631.7913723;-38.13080360867914
1739209631.7913773;-33.981070128970906
1739209631.7913823;-45.120503652039325
1739209631.7913876;-38.13080360867914
1739209631.7913926;-33.981070128970906
1739209631.7913978;-45.120503652039325
1739209631.7914028;-45.120503652039325
1739209631.791408;-38.13080360867914
1739209631.791413;-38.13080360867914
1739209631.791418;-32.816014438256545
1739209631.7914233;-45.120503652039325
1739209631.7914283;-33.981070128970906
1739209631.7914336;-38.13080360867914
1739209631.7914386;-38.13080360867914
1739209631.7914438;-45.120503652039325
1739209631.7914488;-38.13080360867914
1739209631.7914538;-38.13080360867914
1739209631.791459;-31.141103565318915
1739209631.791464;-45.120503652039325
1739209631.7914693;-45.120503652039325
1739209631.7914743;-35.57807855764607
1739209631.7914796;-38.13080360867914
1739209631.7914846;-45.120503652039325
1739209631.7914898;-38.13080360867914
1739209631.7914948;-35.57807855764607
1739209631.7914999;-31.14110356531892
1739209631.791505;-38.13080360867914
1739209631.79151;-32.816014438256545
1739209631.7915154;-38.13080360867914
1739209631.7915204;-38.13080360867914
1739209631.7915256;-45.120503652039325
1739209631.7915306;-38.13080360867914
1739209631.7915359;-45.120503652039325
1739209631.7915409;-31.141103565318915
1739209631.7915459;-38.13080360867914
1739209631.791551;-38.13080360867914
1739209631.7915561;-38.13080360867914
1739209631.7915614;-38.13080360867914
1739209631.7915664;-45.120503652039325
1739209631.7915716;-38.13080360867914
1739209631.7915766;-38.13080360867914
1739209631.7915816;-38.13080360867914
1739209631.7915869;-45.120503652039325
1739209631.791592;-45.120503652039325
1739209631.7915971;-45.120503652039325
1739209631.7916021;-38.13080360867914
1739209631.7916074;-35.57807855764607
1739209631.7916124;-38.13080360867914
1739209631.7916174;-45.120503652039325
1739209631.7916226;-38.13080360867914
1739209631.7916276;-35.57807855764607
1739209631.791633;-45.120503652039325
1739209631.791638;-45.120503652039325
1739209631.7916431;-45.120503652039325
1739209631.7916481;-45.120503652039325
1739209631.7916534;-38.13080360867914
1739209631.7916584;-38.13080360867914
