CAN Message; 0x1bb:0000d9e7fd7e232c
1739209679.3450155;-29.438486411369333
1739209679.3450265;-45.120503652039325
1739209679.3450372;-45.120503652039325
1739209679.345048;-33.981070128970906
1739209679.345059;-38.13080360867914
1739209679.3450696;-45.120503652039325
1739209679.3450806;-45.120503652039325
1739209679.3450913;-45.120503652039325
1739209679.3451023;-45.120503652039325
1739209679.345113;-45.120503652039325
1739209679.3451238;-45.120503652039325
1739209679.3451347;-45.120503652039325
1739209679.3451455;-33.981070128970906
1739209679.3451564;-45.120503652039325
1739209679.3451672;-45.120503652039325
1739209679.345178;-29.438486411369333
1739209679.3451889;-29.438486411369333
1739209679.3451996;-38.13080360867914
1739209679.3452106;-38.13080360867914
1739209679.3452213;-45.120503652039325
1739209679.3452322;-38.13080360867914
1739209679.345243;-38.13080360867914
1739209679.3452537;-38.13080360867914
1739209679.3452647;-38.13080360867914
1739209679.3452754;-45.120503652039325
1739209679.3452864;-45.120503652039325
1739209679.345297;-45.120503652039325
1739209679.3453078;-38.13080360867914
1739209679.3453188;-38.13080360867914
1739209679.3453295;-45.120503652039325
1739209679.3453405;-45.120503652039325
1739209679.3453512;-33.981070128970906
1739209679.3453622;-38.13080360867914
1739209679.345373;-38.13080360867914
1739209679.3453836;-38.13080360867914
1739209679.3453946;-38.13080360867914
1739209679.3454053;-38.13080360867914
1739209679.3454163;-38.13080360867914
1739209679.345427;-45.120503652039325
1739209679.3454378;-32.816014438256545
1739209679.3454487;-35.57807855764607
1739209679.3454595;-45.120503652039325
1739209679.3454704;-38.13080360867914
1739209679.3454812;-38.13080360867914
1739209679.3454921;-38.13080360867914
1739209679.3455029;-45.120503652039325
1739209679.3455136;-35.57807855764607
1739209679.3455245;-38.13080360867914
1739209679.3455353;-45.120503652039325
1739209679.3455462;-35.57807855764607
1739209679.345557;-38.13080360867914
1739209679.3455677;-38.13080360867914
1739209679.3455787;-38.13080360867914
1739209679.3455894;-38.13080360867914
1739209679.3456004;-45.120503652039325
1739209679.345611;-35.57807855764607
1739209679.345622;-35.57807855764607
1739209679.3456328;-45.120503652039325
1739209679.3456435;-45.120503652039325
1739209679.3456545;-38.13080360867914
1739209679.3456652;-38.13080360867914
1739209679.3456762;-38.13080360867914
1739209679.345687;-45.120503652039325
1739209679.3456976;-45.120503652039325
1739209679.3457086;-45.120503652039325
1739209679.3457193;-45.120503652039325
1739209679.3457303;-45.120503652039325
1739209679.345741;-45.120503652039325
1739209679.345752;-45.120503652039325
1739209679.3457627;-38.13080360867914
1739209679.3457735;-38.13080360867914
1739209679.3457844;-45.120503652039325
1739209679.3457952;-38.13080360867914
1739209679.3458061;-33.981070128970906
1739209679.3458169;-38.13080360867914
1739209679.3458276;-45.120503652039325
1739209679.3458385;-38.13080360867914
1739209679.3458493;-38.13080360867914
1739209679.3458602;-38.13080360867914
1739209679.345871;-45.120503652039325
1739209679.345882;-38.13080360867914
1739209679.3458927;-33.981070128970906
1739209679.3459034;-38.13080360867914
1739209679.3459144;-45.120503652039325
1739209679.345925;-38.13080360867914
1739209679.345936;-33.981070128970906
1739209679.3459468;-45.120503652039325
1739209679.3459575;-38.13080360867914
1739209679.3459685;-45.120503652039325
1739209679.3459792;-30.49652367304973
1739209679.3459902;-33.981070128970906
1739209679.346001;-45.120503652039325
1739209679.3460119;-45.120503652039325
1739209679.3460226;-38.13080360867914
1739209679.3460333;-32.816014438256545
1739209679.3460443;-45.120503652039325
1739209679.346055;-35.57807855764607
1739209679.346066;-31.141103565318915
1739209679.3460767;-45.120503652039325
1739209679.3460875;-45.120503652039325
1739209679.3460984;-45.120503652039325
1739209679.3461092;-33.981070128970906
1739209679.34612;-45.120503652039325
1739209679.3461308;-38.13080360867914
1739209679.3461418;-38.13080360867914
1739209679.3461525;-38.13080360867914
1739209679.3461633;-38.13080360867914
1739209679.3461742;-38.13080360867914
1739209679.346185;-45.120503652039325
1739209679.346196;-45.120503652039325
1739209679.3462067;-45.120503652039325
1739209679.3462174;-45.120503652039325
1739209679.3462284;-38.13080360867914
1739209679.346239;-33.981070128970906
1739209679.34625;-45.120503652039325
1739209679.3462608;-45.120503652039325
1739209679.3462718;-35.57807855764607
1739209679.3462825;-33.981070128970906
1739209679.3462932;-45.120503652039325
1739209679.3463042;-38.13080360867914
1739209679.346315;-45.120503652039325
1739209679.3463259;-45.120503652039325
1739209679.3463366;-45.120503652039325
1739209679.3463473;-45.120503652039325
1739209679.3463583;-45.120503652039325
1739209679.346369;-38.13080360867914
1739209679.34638;-35.57807855764607
1739209679.3463907;-38.13080360867914
1739209679.3464017;-38.13080360867914
1739209679.3464124;-45.120503652039325
1739209679.3464231;-38.13080360867914
1739209679.346434;-45.120503652039325
1739209679.3464448;-38.13080360867914
1739209679.3464558;-38.13080360867914
1739209679.3464665;-45.120503652039325
1739209679.3464773;-45.120503652039325
1739209679.3464882;-45.120503652039325
1739209679.346499;-35.57807855764607
1739209679.34651;-38.13080360867914
1739209679.3465207;-45.120503652039325
1739209679.3465316;-45.120503652039325
1739209679.3465424;-45.120503652039325
1739209679.346553;-45.120503652039325
1739209679.346564;-38.13080360867914
1739209679.3465748;-38.13080360867914
1739209679.3465858;-33.981070128970956
1739209679.3465965;-45.120503652039325
1739209679.3466072;-38.13080360867914
1739209679.3466182;-38.13080360867914
1739209679.346629;-38.13080360867914
1739209679.3466399;-45.120503652039325
1739209679.3466506;-45.120503652039325
1739209679.3466616;-38.13080360867914
1739209679.3466723;-28.58837851428586
1739209679.346683;-35.57807855764607
1739209679.346694;-45.120503652039325
1739209679.3467047;-45.120503652039325
1739209679.3467157;-38.13080360867914
1739209679.3467264;-45.120503652039325
1739209679.3467371;-45.120503652039325
1739209679.346748;-38.13080360867914
1739209679.3467588;-33.981070128970956
1739209679.3467698;-45.120503652039325
1739209679.3467805;-33.981070128970906
1739209679.3467915;-38.13080360867914
1739209679.3468022;-45.120503652039325
1739209679.346813;-45.120503652039325
1739209679.346824;-38.13080360867914
1739209679.3468347;-45.120503652039325
1739209679.3468456;-31.141103565318893
1739209679.3468564;-38.13080360867914
1739209679.3468673;-38.13080360867914
1739209679.346878;-45.120503652039325
1739209679.3468888;-35.57807855764607
1739209679.3468997;-38.13080360867914
1739209679.3469105;-38.13080360867914
1739209679.3469214;-35.57807855764607
1739209679.3469322;-38.13080360867914
1739209679.346943;-45.120503652039325
1739209679.3469539;-38.13080360867914
1739209679.3469646;-33.981070128970906
1739209679.3469756;-45.120503652039325
1739209679.3469863;-45.120503652039325
1739209679.3469973;-38.13080360867914
1739209679.347008;-45.120503652039325
1739209679.3470187;-45.120503652039325
1739209679.3470297;-38.13080360867914
1739209679.3470404;-38.13080360867914
1739209679.3470514;-33.981070128970906
1739209679.347062;-45.120503652039325
1739209679.3470728;-38.13080360867914
1739209679.3470838;-38.13080360867914
1739209679.3470945;-45.120503652039325
1739209679.3471055;-38.13080360867914
1739209679.3471162;-45.120503652039325
1739209679.3471272;-29.438486411369333
1739209679.347138;-32.816014438256545
1739209679.3471487;-38.13080360867914
1739209679.3471596;-32.816014438256545
1739209679.3471704;-45.120503652039325
1739209679.3471813;-45.120503652039325
1739209679.347192;-45.120503652039325
1739209679.3472028;-45.120503652039325
1739209679.3472137;-38.13080360867914
1739209679.3472245;-38.13080360867914
1739209679.3472354;-45.120503652039325
1739209679.3472462;-45.120503652039325
1739209679.3472571;-45.120503652039325
1739209679.3472679;-45.120503652039325
1739209679.3472786;-38.13080360867914
1739209679.3472896;-38.13080360867914
1739209679.3473003;-45.120503652039325
1739209679.3473113;-45.120503652039325
1739209679.347322;-38.13080360867914
1739209679.3473327;-38.13080360867914
1739209679.3473437;-35.57807855764607
1739209679.3473544;-35.57807855764607
1739209679.3473654;-45.120503652039325
1739209679.347376;-38.13080360867914
1739209679.347387;-38.13080360867914
1739209679.3473978;-45.120503652039325
1739209679.3474085;-45.120503652039325
1739209679.3474195;-45.120503652039325
1739209679.3474302;-38.13080360867914
1739209679.3474412;-45.120503652039325
1739209679.347452;-32.816014438256545
1739209679.3474627;-28.58837851428586
1739209679.3474736;-38.13080360867914
1739209679.3474844;-38.13080360867914
1739209679.3474953;-35.57807855764607
1739209679.347506;-32.816014438256545
1739209679.347517;-38.13080360867914
1739209679.3475277;-45.120503652039325
1739209679.3475385;-45.120503652039325
1739209679.3475494;-33.981070128970956
1739209679.3475602;-45.120503652039325
1739209679.3475711;-38.13080360867914
1739209679.3475819;-38.13080360867914
1739209679.3475926;-45.120503652039325
1739209679.3476036;-45.120503652039325
1739209679.3476143;-45.120503652039325
1739209679.3476253;-38.13080360867914
1739209679.347636;-31.141103565318915
1739209679.347647;-45.120503652039325
1739209679.3476577;-45.120503652039325
1739209679.3476684;-35.57807855764607
1739209679.3476794;-38.13080360867914
1739209679.34769;-45.120503652039325
1739209679.347701;-38.13080360867914
1739209679.3477118;-38.13080360867914
1739209679.3477225;-45.120503652039325
1739209679.3477335;-45.120503652039325
1739209679.3477442;-45.120503652039325
1739209679.3477552;-38.13080360867914
1739209679.347766;-32.816014438256545
1739209679.347777;-45.120503652039325
1739209679.3477876;-45.120503652039325
1739209679.3477983;-35.57807855764607
1739209679.3478093;-33.981070128970906
1739209679.34782;-38.13080360867914
1739209679.347831;-45.120503652039325
1739209679.3478417;-38.13080360867914
1739209679.3478525;-45.120503652039325
1739209679.3478634;-45.120503652039325
1739209679.3478742;-45.120503652039325
1739209679.3478851;-35.57807855764607
1739209679.3478959;-38.13080360867914
1739209679.3479068;-38.13080360867914
1739209679.3479176;-38.13080360867914
1739209679.3479283;-45.120503652039325
1739209679.3479393;-38.13080360867914
1739209679.34795;-45.120503652039325
1739209679.347961;-38.13080360867914
1739209679.3479717;-38.13080360867914
1739209679.3479824;-38.13080360867914
1739209679.3479934;-45.120503652039325
1739209679.348004;-45.120503652039325
1739209679.348015;-38.13080360867914
1739209679.3480258;-45.120503652039325
1739209679.3480368;-38.13080360867914
1739209679.3480475;-45.120503652039325
1739209679.3480582;-38.13080360867914
1739209679.3480692;-38.13080360867914
1739209679.34808;-35.57807855764607
1739209679.348091;-35.57807855764607
1739209679.3481016;-45.120503652039325
1739209679.3481123;-38.13080360867914
1739209679.3481233;-31.141103565318915
1739209679.348134;-35.57807855764607
1739209679.348145;-38.13080360867914
1739209679.3481557;-38.13080360867914
1739209679.3481667;-38.13080360867914
1739209679.3481774;-38.13080360867914
1739209679.3481882;-45.120503652039325
1739209679.3481991;-45.120503652039325
1739209679.3482099;-35.57807855764607
1739209679.3482208;-35.57807855764607
1739209679.3482316;-45.120503652039325
1739209679.3482423;-45.120503652039325
1739209679.3482533;-45.120503652039325
1739209679.348264;-45.120503652039325
1739209679.348275;-45.120503652039325
1739209679.3482857;-45.120503652039325
1739209679.3482966;-45.120503652039325
1739209679.3483074;-45.120503652039325
1739209679.348318;-45.120503652039325
1739209679.348329;-45.120503652039325
1739209679.3483398;-32.816014438256545
1739209679.3483508;-38.13080360867914
1739209679.3483615;-45.120503652039325
1739209679.3483722;-45.120503652039325
1739209679.3483832;-35.57807855764607
1739209679.348394;-35.57807855764607
1739209679.348405;-38.13080360867914
1739209679.3484156;-45.120503652039325
1739209679.3484266;-45.120503652039325
1739209679.3484373;-45.120503652039325
1739209679.348448;-38.13080360867914
1739209679.348459;-35.57807855764607
1739209679.3484697;-45.120503652039325
1739209679.3484807;-45.120503652039325
1739209679.3484914;-45.120503652039325
1739209679.3485022;-38.13080360867914
1739209679.3485131;-32.816014438256545
1739209679.3485239;-38.13080360867914
1739209679.3485348;-38.13080360867914
1739209679.3485456;-38.13080360867914
1739209679.3485565;-38.13080360867914
1739209679.3485672;-35.57807855764607
1739209679.348578;-38.13080360867914
1739209679.348589;-38.13080360867914
1739209679.3485997;-45.120503652039325
1739209679.3486106;-45.120503652039325
1739209679.3486214;-45.120503652039325
1739209679.348632;-45.120503652039325
1739209679.348643;-45.120503652039325
1739209679.3486538;-38.13080360867914
1739209679.3486648;-38.13080360867914
1739209679.3486755;-38.13080360867914
1739209679.3486865;-45.120503652039325
1739209679.3486972;-45.120503652039325
1739209679.348708;-35.57807855764607
1739209679.348719;-35.57807855764607
1739209679.3487296;-38.13080360867914
1739209679.3487406;-45.120503652039325
1739209679.3487513;-45.120503652039325
1739209679.348762;-45.120503652039325
1739209679.348773;-35.57807855764607
1739209679.3487837;-35.57807855764607
1739209679.3487947;-38.13080360867914
1739209679.3488054;-38.13080360867914
1739209679.3488164;-45.120503652039325
1739209679.3488271;-45.120503652039325
1739209679.3488379;-45.120503652039325
1739209679.3488488;-38.13080360867914
1739209679.3488595;-45.120503652039325
1739209679.3488705;-45.120503652039325
1739209679.3488812;-38.13080360867914
1739209679.348892;-38.13080360867914
1739209679.348903;-45.120503652039325
1739209679.3489137;-45.120503652039325
1739209679.3489246;-35.57807855764607
1739209679.3489354;-45.120503652039325
1739209679.3489463;-30.49652367304973
1739209679.348957;-32.816014438256545
1739209679.3489678;-38.13080360867914
1739209679.3489788;-38.13080360867914
1739209679.3489895;-35.57807855764607
1739209679.3490005;-38.13080360867914
1739209679.3490112;-45.120503652039325
1739209679.349022;-38.13080360867914
1739209679.3490329;-38.13080360867914
1739209679.3490436;-45.120503652039325
1739209679.3490546;-38.13080360867914
1739209679.3490653;-45.120503652039325
1739209679.3490763;-45.120503652039325
1739209679.349087;-45.120503652039325
1739209679.3490977;-45.120503652039325
1739209679.3491087;-45.120503652039325
1739209679.3491194;-30.49652367304973
1739209679.3491304;-35.57807855764607
1739209679.3491411;-38.13080360867914
1739209679.3491518;-38.13080360867914
1739209679.3491628;-45.120503652039325
1739209679.3491735;-38.13080360867914
1739209679.3491845;-38.13080360867914
1739209679.3491952;-38.13080360867914
1739209679.3492062;-38.13080360867914
1739209679.349217;-38.13080360867914
1739209679.3492277;-38.13080360867914
1739209679.3492386;-38.13080360867914
1739209679.3492494;-45.120503652039325
1739209679.3492603;-45.120503652039325
1739209679.349271;-38.13080360867914
1739209679.3492818;-45.120503652039325
1739209679.3492928;-45.120503652039325
1739209679.3493035;-45.120503652039325
1739209679.3493145;-45.120503652039325
1739209679.3493252;-38.13080360867914
1739209679.3493361;-45.120503652039325
1739209679.3493469;-45.120503652039325
1739209679.3493576;-35.57807855764607
1739209679.3493686;-38.13080360867914
1739209679.3493793;-38.13080360867914
1739209679.3493903;-31.141103565318893
1739209679.349401;-38.13080360867914
1739209679.3494117;-45.120503652039325
1739209679.3494227;-32.816014438256545
1739209679.3494334;-33.981070128970906
1739209679.3494444;-45.120503652039325
1739209679.349455;-38.13080360867914
1739209679.349466;-38.13080360867914
1739209679.3494768;-33.981070128970956
1739209679.3494875;-45.120503652039325
1739209679.3494985;-45.120503652039325
1739209679.3495092;-45.120503652039325
1739209679.3495202;-45.120503652039325
1739209679.349531;-38.13080360867914
1739209679.3495417;-38.13080360867914
1739209679.3495526;-38.13080360867914
1739209679.3495634;-27.8777449560314
1739209679.3495743;-45.120503652039325
1739209679.349585;-45.120503652039325
1739209679.349596;-45.120503652039325
1739209679.3496068;-38.13080360867914
1739209679.3496175;-45.120503652039325
1739209679.3496284;-45.120503652039325
1739209679.3496392;-45.120503652039325
1739209679.3496501;-45.120503652039325
1739209679.3496609;-45.120503652039325
1739209679.3496718;-45.120503652039325
1739209679.3496826;-45.120503652039325
1739209679.3496933;-38.13080360867914
1739209679.3497043;-38.13080360867914
1739209679.349715;-38.13080360867914
1739209679.349726;-35.57807855764607
1739209679.3497367;-33.981070128970906
1739209679.3497474;-35.57807855764607
1739209679.3497584;-38.13080360867914
1739209679.349769;-38.13080360867914
1739209679.34978;-38.13080360867914
1739209679.3497908;-45.120503652039325
1739209679.3498018;-45.120503652039325
1739209679.3498125;-38.13080360867914
1739209679.3498232;-38.13080360867914
1739209679.3498342;-45.120503652039325
1739209679.349845;-45.120503652039325
1739209679.349856;-38.13080360867914
1739209679.3498666;-33.981070128970906
1739209679.3498774;-38.13080360867914
1739209679.3498883;-45.120503652039325
1739209679.349899;-38.13080360867914
1739209679.34991;-35.57807855764607
1739209679.3499207;-45.120503652039325
1739209679.3499317;-45.120503652039325
1739209679.3499424;-38.13080360867914
1739209679.3499532;-38.13080360867914
1739209679.3499641;-45.120503652039325
1739209679.3499749;-45.120503652039325
1739209679.3499858;-38.13080360867914
1739209679.3499966;-31.141103565318915
1739209679.3500073;-38.13080360867914
1739209679.3500183;-45.120503652039325
1739209679.350029;-38.13080360867914
1739209679.35004;-35.57807855764607
1739209679.3500507;-38.13080360867914
1739209679.3500617;-45.120503652039325
1739209679.3500724;-45.120503652039325
1739209679.350083;-45.120503652039325
1739209679.350094;-45.120503652039325
1739209679.3501048;-45.120503652039325
1739209679.3501158;-45.120503652039325
1739209679.3501265;-45.120503652039325
1739209679.3501372;-45.120503652039325
1739209679.3501482;-45.120503652039325
1739209679.350159;-45.120503652039325
1739209679.35017;-33.981070128970906
1739209679.3501806;-35.57807855764607
1739209679.3501916;-38.13080360867914
1739209679.3502023;-45.120503652039325
1739209679.350213;-45.120503652039325
1739209679.350224;-33.981070128970906
1739209679.3502347;-45.120503652039325
1739209679.3502457;-38.13080360867914
1739209679.3502564;-38.13080360867914
1739209679.3502672;-38.13080360867914
1739209679.3502781;-45.120503652039325
1739209679.3502889;-45.120503652039325
1739209679.3502998;-45.120503652039325
1739209679.3503106;-45.120503652039325
1739209679.3503215;-45.120503652039325
1739209679.3503323;-45.120503652039325
1739209679.350343;-45.120503652039325
1739209679.350354;-38.13080360867914
1739209679.3503647;-38.13080360867914
1739209679.3503757;-45.120503652039325
1739209679.3503864;-45.120503652039325
1739209679.350397;-35.57807855764607
1739209679.350408;-38.13080360867914
1739209679.3504188;-45.120503652039325
1739209679.3504298;-38.13080360867914
1739209679.3504405;-38.13080360867914
1739209679.3504515;-45.120503652039325
1739209679.3504622;-38.13080360867914
1739209679.350473;-45.120503652039325
1739209679.350484;-32.816014438256545
1739209679.3504946;-35.57807855764607
1739209679.3505056;-45.120503652039325
1739209679.3505163;-38.13080360867914
1739209679.350527;-45.120503652039325
1739209679.350538;-45.120503652039325
1739209679.3505487;-45.120503652039325
1739209679.3505597;-45.120503652039325
1739209679.3505704;-38.13080360867914
1739209679.3505814;-38.13080360867914
1739209679.3505921;-45.120503652039325
1739209679.3506029;-45.120503652039325
1739209679.3506138;-32.816014438256545
1739209679.3506246;-38.13080360867914
1739209679.3506355;-38.13080360867914
1739209679.3506463;-35.57807855764607
1739209679.350657;-33.981070128970906
1739209679.350668;-38.13080360867914
1739209679.3506787;-45.120503652039325
1739209679.3506896;-45.120503652039325
1739209679.3507004;-45.120503652039325
1739209679.3507113;-45.120503652039325
1739209679.350722;-38.13080360867914
1739209679.3507328;-45.120503652039325
1739209679.3507438;-45.120503652039325
1739209679.3507545;-45.120503652039325
1739209679.3507655;-45.120503652039325
1739209679.3507762;-45.120503652039325
1739209679.350787;-45.120503652039325
1739209679.350798;-45.120503652039325
1739209679.3508086;-35.57807855764607
1739209679.3508196;-35.57807855764607
1739209679.3508303;-31.141103565318915
1739209679.3508413;-45.120503652039325
1739209679.350852;-35.57807855764607
1739209679.3508627;-35.57807855764607
1739209679.3508737;-29.438486411369333
1739209679.3508844;-32.816014438256545
1739209679.3508954;-35.57807855764607
1739209679.3509061;-35.57807855764607
1739209679.3509169;-38.13080360867914
1739209679.3509278;-35.57807855764607
1739209679.3509386;-38.13080360867914
1739209679.3509495;-30.49652367304973
1739209679.3509603;-33.981070128970956
1739209679.3509712;-45.120503652039325
1739209679.350982;-32.816014438256545
1739209679.3509927;-38.13080360867914
1739209679.3510036;-45.120503652039325
1739209679.3510144;-45.120503652039325
1739209679.3510253;-38.13080360867914
1739209679.351036;-45.120503652039325
1739209679.3510468;-30.49652367304973
1739209679.3510578;-32.816014438256545
1739209679.3510685;-45.120503652039325
1739209679.3510795;-38.13080360867914
1739209679.3510902;-35.57807855764607
1739209679.3511012;-35.57807855764607
1739209679.351112;-38.13080360867914
1739209679.3511226;-30.49652367304973
1739209679.3511336;-45.120503652039325
1739209679.3511443;-45.120503652039325
1739209679.3511553;-38.13080360867914
1739209679.351166;-35.57807855764607
1739209679.3511767;-45.120503652039325
1739209679.3511877;-45.120503652039325
1739209679.3511984;-45.120503652039325
1739209679.3512094;-45.120503652039325
1739209679.3512201;-45.120503652039325
1739209679.351231;-45.120503652039325
1739209679.3512418;-38.13080360867914
1739209679.3512526;-31.141103565318915
1739209679.3512635;-45.120503652039325
1739209679.3512743;-38.13080360867914
1739209679.3512852;-35.57807855764607
1739209679.351296;-38.13080360867914
1739209679.3513067;-32.816014438256545
1739209679.3513176;-32.816014438256545
1739209679.3513284;-38.13080360867914
1739209679.3513393;-45.120503652039325
1739209679.35135;-38.13080360867914
1739209679.351361;-38.13080360867914
1739209679.3513718;-45.120503652039325
1739209679.3513825;-33.981070128970906
1739209679.3513935;-45.120503652039325
1739209679.3514042;-33.981070128970956
1739209679.3514152;-33.981070128970906
1739209679.351426;-38.13080360867914
1739209679.3514366;-45.120503652039325
1739209679.3514476;-45.120503652039325
1739209679.3514583;-38.13080360867914
1739209679.3514693;-38.13080360867914
1739209679.35148;-32.816014438256545
1739209679.351491;-31.141103565318893
1739209679.3515017;-35.57807855764607
1739209679.3515124;-35.57807855764607
1739209679.3515234;-45.120503652039325
1739209679.3515341;-45.120503652039325
1739209679.351545;-45.120503652039325
1739209679.3515558;-45.120503652039325
1739209679.3515666;-45.120503652039325
1739209679.3515775;-38.13080360867914
1739209679.3515882;-38.13080360867914
1739209679.3515992;-38.13080360867914
1739209679.35161;-38.13080360867914
1739209679.351621;-32.816014438256545
1739209679.3516316;-45.120503652039325
1739209679.3516424;-45.120503652039325
1739209679.3516533;-38.13080360867914
1739209679.351664;-45.120503652039325
1739209679.351675;-45.120503652039325
1739209679.3516858;-38.13080360867914
1739209679.3516965;-38.13080360867914
1739209679.3517075;-45.120503652039325
1739209679.3517182;-33.981070128970906
1739209679.3517292;-35.57807855764607
1739209679.35174;-38.13080360867914
1739209679.3517509;-30.49652367304973
1739209679.3517616;-45.120503652039325
1739209679.3517723;-45.120503652039325
1739209679.3517833;-38.13080360867914
1739209679.351794;-35.57807855764607
1739209679.351805;-38.13080360867914
1739209679.3518157;-45.120503652039325
1739209679.3518264;-38.13080360867914
1739209679.3518374;-45.120503652039325
1739209679.3518481;-45.120503652039325
1739209679.351859;-45.120503652039325
1739209679.3518698;-33.981070128970906
1739209679.3518808;-38.13080360867914
1739209679.3518915;-38.13080360867914
1739209679.3519022;-38.13080360867914
1739209679.3519132;-38.13080360867914
1739209679.351924;-38.13080360867914
1739209679.351935;-45.120503652039325
1739209679.3519456;-45.120503652039325
1739209679.3519564;-38.13080360867914
1739209679.3519673;-38.13080360867914
1739209679.351978;-38.13080360867914
1739209679.351989;-45.120503652039325
1739209679.3519998;-45.120503652039325
1739209679.3520107;-38.13080360867914
1739209679.3520215;-45.120503652039325
1739209679.3520322;-45.120503652039325
1739209679.3520432;-45.120503652039325
1739209679.3520539;-38.13080360867914
1739209679.3520648;-45.120503652039325
1739209679.3520756;-45.120503652039325
1739209679.3520863;-45.120503652039325
1739209679.3520973;-45.120503652039325
1739209679.352108;-38.13080360867914
1739209679.352119;-38.13080360867914
1739209679.3521297;-45.120503652039325
1739209679.3521407;-45.120503652039325
1739209679.3521514;-45.120503652039325
1739209679.3521621;-38.13080360867914
1739209679.352173;-45.120503652039325
1739209679.3521838;-38.13080360867914
1739209679.3521948;-33.981070128970906
1739209679.3522055;-38.13080360867914
1739209679.3522162;-38.13080360867914
1739209679.3522272;-38.13080360867914
1739209679.352238;-32.816014438256545
1739209679.352249;-38.13080360867914
1739209679.3522596;-38.13080360867914
1739209679.3522706;-45.120503652039325
1739209679.3522813;-45.120503652039325
1739209679.352292;-35.57807855764607
1739209679.352303;-45.120503652039325
1739209679.3523138;-45.120503652039325
1739209679.3523247;-45.120503652039325
1739209679.3523355;-38.13080360867914
1739209679.3523464;-45.120503652039325
1739209679.3523571;-45.120503652039325
1739209679.3523679;-31.141103565318915
1739209679.3523788;-33.981070128970906
1739209679.3523896;-45.120503652039325
1739209679.3524005;-45.120503652039325
1739209679.3524113;-32.816014438256545
1739209679.352422;-35.57807855764607
1739209679.352433;-45.120503652039325
1739209679.3524437;-38.13080360867914
1739209679.3524547;-45.120503652039325
1739209679.3524654;-45.120503652039325
1739209679.3524764;-45.120503652039325
1739209679.352487;-45.120503652039325
