CAN Message; 0x77:e356d0424adaa71c
1739209587.834642;-38.13080360867914
1739209587.8346422;-38.13080360867914
1739209587.8346424;-45.120503652039325
1739209587.8346426;-27.877744956031414
1739209587.834643;-38.13080360867914
1739209587.8346434;-45.120503652039325
1739209587.8346436;-28.992665084841967
1739209587.8346438;-24.589719217205094
1739209587.834644;-33.981070128970906
1739209587.8346443;-31.141103565318915
1739209587.8346448;-45.120503652039325
1739209587.834645;-31.141103565318893
1739209587.8346453;-33.981070128970906
1739209587.8346455;-27.877744956031414
1739209587.834646;-27.8777449560314
1739209587.8346462;-25.826314394896357
1739209587.8346465;-26.487275050834715
1739209587.8346467;-31.141103565318943
1739209587.834647;-28.218542851754165
1739209587.8346474;-27.8777449560314
1739209587.8346477;-33.981070128970956
1739209587.834648;-38.13080360867914
1739209587.8346481;-38.13080360867914
1739209587.8346486;-31.141103565318915
1739209587.8346488;-28.992665084841942
1739209587.834649;-38.13080360867914
1739209587.8346493;-38.13080360867914
1739209587.8346496;-31.141103565318915
1739209587.83465;-27.267205301931607
1739209587.8346503;-45.120503652039325
1739209587.8346505;-26.991370085610736
1739209587.8346508;-45.120503652039325
1739209587.834651;-31.141103565318915
1739209587.8346515;-30.49652367304973
1739209587.8346517;-33.981070128970906
1739209587.834652;-27.877744956031417
1739209587.8346522;-31.141103565318915
1739209587.8346527;-31.141103565318915
1739209587.834653;-33.981070128970956
1739209587.8346531;-28.992665084841942
1739209587.8346534;-28.992665084841942
1739209587.8346536;-25.077289914212862
1739209587.834654;-35.57807855764607
1739209587.8346543;-28.992665084841967
1739209587.8346546;-29.438486411369354
1739209587.8346548;-30.49652367304973
1739209587.834655;-33.981070128970956
1739209587.8346555;-38.13080360867914
1739209587.8346558;-30.49652367304973
1739209587.834656;-28.58837851428586
1739209587.8346562;-31.141103565318915
1739209587.8346567;-45.120503652039325
1739209587.834657;-30.49652367304973
1739209587.8346572;-26.487275050834715
1739209587.8346574;-28.992665084841967
1739209587.8346577;-27.267205301931607
1739209587.8346581;-38.13080360867914
1739209587.8346584;-45.120503652039325
1739209587.8346586;-31.141103565318893
1739209587.8346589;-38.13080360867914
1739209587.834659;-27.267205301931607
1739209587.8346596;-27.8777449560314
1739209587.8346598;-33.981070128970906
1739209587.83466;-29.438486411369347
1739209587.8346603;-29.438486411369333
1739209587.8346608;-38.13080360867914
1739209587.834661;-45.120503652039325
1739209587.8346612;-45.120503652039325
1739209587.8346615;-45.120503652039325
1739209587.8346617;-45.120503652039325
1739209587.8346622;-26.035653463252796
1739209587.8346624;-38.13080360867914
1739209587.8346627;-33.981070128970956
1739209587.834663;-45.120503652039325
1739209587.8346634;-26.035653463252796
1739209587.8346636;-45.120503652039325
1739209587.8346639;-38.13080360867914
1739209587.834664;-38.13080360867914
1739209587.8346643;-35.57807855764607
1739209587.8346648;-25.25278630937684
1739209587.834665;-33.981070128970956
1739209587.8346653;-38.13080360867914
1739209587.8346655;-38.13080360867914
1739209587.8346658;-38.13080360867914
1739209587.8346663;-45.120503652039325
1739209587.8346665;-38.13080360867914
1739209587.8346667;-38.13080360867914
1739209587.834667;-45.120503652039325
1739209587.8346674;-38.13080360867914
1739209587.8346677;-26.991370085610722
1739209587.834668;-28.58837851428586
1739209587.8346682;-27.267205301931607
1739209587.8346684;-28.992665084841967
1739209587.8346689;-45.120503652039325
1739209587.834669;-45.120503652039325
1739209587.8346694;-31.141103565318915
1739209587.8346696;-26.487275050834715
1739209587.8346698;-38.13080360867914
1739209587.8346703;-31.141103565318915
1739209587.8346705;-33.981070128970906
1739209587.8346708;-45.120503652039325
1739209587.834671;-31.141103565318915
1739209587.8346715;-27.8777449560314
1739209587.8346717;-45.120503652039325
1739209587.834672;-35.57807855764607
1739209587.8346722;-30.49652367304973
1739209587.8346725;-32.816014438256545
1739209587.834673;-27.267205301931607
1739209587.8346732;-38.13080360867914
1739209587.8346734;-38.13080360867914
1739209587.8346736;-29.438486411369333
1739209587.834674;-28.58837851428586
1739209587.8346744;-38.13080360867914
1739209587.8346746;-30.49652367304973
1739209587.8346748;-31.141103565318915
1739209587.834675;-33.981070128970906
1739209587.8346756;-33.981070128970956
1739209587.8346758;-38.13080360867914
1739209587.834676;-32.816014438256545
1739209587.8346763;-27.877744956031414
1739209587.8346765;-45.120503652039325
1739209587.834677;-33.981070128970906
1739209587.8346772;-38.13080360867914
1739209587.8346775;-30.49652367304973
1739209587.8346777;-31.14110356531892
1739209587.8346782;-45.120503652039325
1739209587.8346784;-26.991370085610736
1739209587.8346786;-28.58837851428586
1739209587.834679;-45.120503652039325
1739209587.8346791;-31.141103565318915
1739209587.8346796;-25.252786309376837
1739209587.8346798;-32.816014438256545
1739209587.83468;-45.120503652039325
1739209587.8346803;-35.57807855764607
1739209587.8346806;-33.981070128970906
1739209587.834681;-45.120503652039325
1739209587.8346813;-25.62660358559016
1739209587.8346815;-31.141103565318915
1739209587.8346817;-33.981070128970956
1739209587.8346822;-26.991370085610722
1739209587.8346825;-33.981070128970906
1739209587.8346827;-31.141103565318893
1739209587.834683;-35.57807855764607
1739209587.8346832;-33.981070128970956
1739209587.8346837;-38.13080360867914
1739209587.834684;-38.13080360867914
1739209587.8346841;-32.81601443825658
1739209587.8346844;-27.8777449560314
1739209587.8346846;-32.816014438256545
1739209587.834685;-45.120503652039325
1739209587.8346853;-38.13080360867914
1739209587.8346856;-45.120503652039325
1739209587.8346858;-31.141103565318915
1739209587.8346863;-26.487275050834715
1739209587.8346865;-31.141103565318915
1739209587.8346868;-45.120503652039325
1739209587.834687;-33.981070128970906
1739209587.8346872;-38.13080360867914
1739209587.8346877;-45.120503652039325
1739209587.834688;-35.57807855764607
1739209587.8346882;-38.13080360867914
1739209587.8346884;-31.141103565318915
1739209587.834689;-38.13080360867914
1739209587.8346891;-38.13080360867914
1739209587.8346894;-33.981070128970906
1739209587.8346896;-38.13080360867914
1739209587.8346899;-38.13080360867914
1739209587.8346903;-45.120503652039325
1739209587.8346906;-32.816014438256545
1739209587.8346908;-31.141103565318915
1739209587.834691;-33.981070128970906
1739209587.8346913;-28.218542851754165
1739209587.8346918;-28.992665084841942
1739209587.834692;-25.826314394896357
1739209587.8346922;-45.120503652039325
1739209587.8346925;-31.141103565318915
1739209587.834693;-26.487275050834715
1739209587.8346932;-33.981070128970956
1739209587.8346934;-28.218542851754165
1739209587.8346937;-24.15140352195873
1739209587.834694;-31.141103565318915
1739209587.8346944;-24.438645034577675
1739209587.8346946;-29.438486411369347
1739209587.8346949;-33.981070128970956
1739209587.834695;-28.992665084841942
1739209587.8346953;-25.826314394896354
1739209587.8346958;-28.58837851428586
1739209587.834696;-24.438645034577675
1739209587.8346963;-31.141103565318915
1739209587.8346965;-38.13080360867914
1739209587.834697;-30.49652367304973
1739209587.8346972;-25.62660358559016
1739209587.8346975;-33.981070128970906
1739209587.8346977;-26.487275050834725
1739209587.834698;-26.487275050834715
1739209587.8346984;-45.120503652039325
1739209587.8346987;-26.991370085610722
1739209587.834699;-26.487275050834715
1739209587.8346992;-32.816014438256545
1739209587.8346994;-32.81601443825658
1739209587.8346999;-28.992665084841942
1739209587.8347;-31.141103565318915
1739209587.8347003;-38.13080360867914
1739209587.8347006;-33.981070128970906
1739209587.834701;-31.141103565318893
1739209587.8347013;-29.438486411369333
1739209587.8347015;-31.141103565318915
1739209587.8347018;-38.13080360867914
1739209587.834702;-27.8777449560314
1739209587.8347025;-28.992665084841942
1739209587.8347027;-31.141103565318915
1739209587.834703;-31.14110356531892
1739209587.8347032;-30.49652367304973
1739209587.8347037;-31.141103565318915
1739209587.834704;-38.13080360867914
1739209587.8347042;-45.120503652039325
1739209587.8347044;-33.981070128970906
1739209587.8347046;-30.49652367304973
1739209587.834705;-30.49652367304973
1739209587.8347054;-31.141103565318915
1739209587.8347056;-45.120503652039325
1739209587.8347058;-24.589719217205094
1739209587.834706;-25.826314394896357
1739209587.8347065;-33.981070128970956
1739209587.8347068;-38.13080360867914
1739209587.834707;-38.13080360867914
1739209587.8347073;-33.981070128970906
1739209587.8347077;-29.438486411369333
1739209587.834708;-45.120503652039325
1739209587.8347082;-31.141103565318915
1739209587.8347085;-26.487275050834715
1739209587.8347087;-33.981070128970906
1739209587.8347092;-45.120503652039325
1739209587.8347094;-31.141103565318915
1739209587.8347096;-28.58837851428586
1739209587.83471;-38.13080360867914
1739209587.8347101;-31.141103565318915
1739209587.8347106;-33.981070128970906
1739209587.8347108;-27.8777449560314
1739209587.834711;-29.438486411369354
1739209587.8347113;-31.14110356531892
1739209587.8347118;-29.438486411369333
1739209587.834712;-45.120503652039325
1739209587.8347123;-31.141103565318893
1739209587.8347125;-26.991370085610722
1739209587.8347127;-38.13080360867914
1739209587.8347132;-33.981070128970906
1739209587.8347135;-31.141103565318943
1739209587.8347137;-25.826314394896357
1739209587.834714;-28.992665084841942
1739209587.8347142;-45.120503652039325
1739209587.8347147;-45.120503652039325
1739209587.834715;-31.141103565318943
1739209587.8347151;-26.991370085610722
1739209587.8347154;-35.57807855764607
1739209587.8347158;-38.13080360867914
1739209587.834716;-33.981070128970906
1739209587.8347163;-45.120503652039325
1739209587.8347166;-38.13080360867914
1739209587.8347168;-30.49652367304973
1739209587.8347173;-23.50682362968953
1739209587.8347175;-31.141103565318915
1739209587.8347178;-38.13080360867914
1739209587.834718;-45.120503652039325
1739209587.8347185;-31.141103565318915
1739209587.8347187;-33.981070128970906
1739209587.834719;-26.991370085610736
1739209587.8347192;-38.13080360867914
1739209587.8347194;-28.992665084841942
1739209587.83472;-24.438645034577675
1739209587.8347201;-32.816014438256545
1739209587.8347204;-32.816014438256545
1739209587.8347206;-31.141103565318893
1739209587.8347208;-45.120503652039325
1739209587.8347213;-45.120503652039325
1739209587.8347216;-33.981070128970906
1739209587.8347218;-29.438486411369333
1739209587.834722;-45.120503652039325
1739209587.8347225;-31.141103565318915
1739209587.8347228;-27.8777449560314
1739209587.834723;-27.877744956031414
1739209587.8347232;-31.141103565318943
1739209587.8347235;-25.62660358559016
1739209587.834724;-28.992665084841942
1739209587.8347242;-38.13080360867914
1739209587.8347244;-45.120503652039325
1739209587.8347247;-33.981070128970906
1739209587.834725;-30.49652367304973
1739209587.8347254;-33.981070128970956
1739209587.8347256;-38.13080360867914
1739209587.8347259;-35.57807855764607
1739209587.834726;-38.13080360867914
1739209587.8347266;-32.816014438256545
1739209587.8347268;-32.816014438256545
1739209587.834727;-33.981070128970906
1739209587.8347273;-32.816014438256545
1739209587.8347275;-29.438486411369333
1739209587.834728;-28.218542851754165
1739209587.8347282;-28.588378514285886
1739209587.8347285;-29.438486411369333
1739209587.8347287;-32.81601443825658
1739209587.8347292;-45.120503652039325
1739209587.8347294;-38.13080360867914
1739209587.8347297;-38.13080360867914
1739209587.83473;-33.981070128970906
1739209587.8347301;-31.141103565318915
1739209587.8347306;-45.120503652039325
1739209587.8347309;-31.141103565318915
1739209587.834731;-31.141103565318915
1739209587.8347313;-33.981070128970956
1739209587.8347316;-33.981070128970906
1739209587.834732;-45.120503652039325
1739209587.8347323;-38.13080360867914
1739209587.8347325;-45.120503652039325
1739209587.8347328;-30.49652367304973
1739209587.8347332;-31.141103565318915
1739209587.8347335;-26.991370085610736
1739209587.8347337;-33.981070128970906
1739209587.834734;-38.13080360867914
1739209587.8347342;-28.218542851754165
1739209587.8347347;-26.035653463252796
1739209587.834735;-30.49652367304973
1739209587.8347352;-38.13080360867914
1739209587.8347354;-38.13080360867914
1739209587.8347356;-45.120503652039325
1739209587.834736;-33.981070128970906
1739209587.8347363;-38.13080360867914
1739209587.8347366;-30.49652367304973
1739209587.8347368;-32.816014438256545
1739209587.8347373;-45.120503652039325
1739209587.8347375;-38.13080360867914
1739209587.8347378;-38.13080360867914
1739209587.834738;-45.120503652039325
1739209587.8347383;-31.141103565318915
1739209587.8347387;-27.8777449560314
1739209587.834739;-38.13080360867914
1739209587.8347392;-31.141103565318915
1739209587.8347394;-33.981070128970906
1739209587.8347397;-31.14110356531892
1739209587.8347402;-26.991370085610736
1739209587.8347404;-28.992665084841942
1739209587.8347406;-45.120503652039325
1739209587.8347409;-45.120503652039325
1739209587.8347414;-38.13080360867914
1739209587.8347416;-45.120503652039325
1739209587.8347418;-33.981070128970906
1739209587.8347445;-33.981070128970906
1739209587.8347468;-30.49652367304976
1739209587.8347495;-27.267205301931607
1739209587.8347518;-31.141103565318893
1739209587.8347545;-38.13080360867914
1739209587.834757;-38.13080360867914
1739209587.8347595;-38.13080360867914
1739209587.834762;-38.13080360867914
1739209587.8347645;-45.120503652039325
1739209587.834767;-33.981070128970906
1739209587.8347695;-26.991370085610736
1739209587.834772;-31.141103565318893
1739209587.8347747;-30.49652367304973
1739209587.834777;-45.120503652039325
1739209587.8347797;-29.438486411369333
1739209587.8347821;-30.49652367304973
1739209587.8347847;-45.120503652039325
1739209587.8347874;-45.120503652039325
1739209587.8347898;-45.120503652039325
1739209587.8347924;-45.120503652039325
1739209587.8347948;-33.981070128970906
1739209587.8347974;-28.992665084841942
1739209587.8347998;-27.8777449560314
1739209587.8348024;-28.992665084841942
1739209587.834805;-27.267205301931607
1739209587.8348074;-33.981070128970956
1739209587.83481;-28.992665084841942
1739209587.8348124;-33.981070128970906
1739209587.834815;-28.992665084841942
1739209587.8348176;-26.991370085610736
1739209587.83482;-25.826314394896354
1739209587.8348227;-38.13080360867914
1739209587.834825;-33.981070128970906
1739209587.8348277;-33.981070128970956
1739209587.8348303;-31.141103565318915
1739209587.8348327;-35.57807855764607
1739209587.8348353;-28.992665084841942
1739209587.8348377;-30.49652367304973
1739209587.8348403;-38.13080360867914
1739209587.8348427;-31.141103565318915
1739209587.8348453;-45.120503652039325
1739209587.834848;-28.992665084841942
1739209587.8348503;-38.13080360867914
1739209587.834853;-30.49652367304973
1739209587.8348553;-38.13080360867914
1739209587.834858;-45.120503652039325
1739209587.8348606;-38.13080360867914
1739209587.834863;-38.13080360867914
1739209587.8348656;-38.13080360867914
1739209587.834868;-33.981070128970956
1739209587.8348706;-28.992665084841942
1739209587.8348732;-29.438486411369333
1739209587.8348756;-38.13080360867914
1739209587.8348782;-38.13080360867914
1739209587.8348806;-38.13080360867914
1739209587.8348832;-35.57807855764607
1739209587.8348856;-23.16150712794695
1739209587.8348882;-22.54371790334745
1739209587.8348908;-32.81601443825658
1739209587.8348932;-38.13080360867914
1739209587.8348958;-31.141103565318893
1739209587.8348982;-28.992665084841942
1739209587.8349009;-32.816014438256545
1739209587.8349035;-35.57807855764607
1739209587.8349059;-25.826314394896357
1739209587.8349085;-27.267205301931607
1739209587.8349109;-32.816014438256545
1739209587.8349135;-33.981070128970906
1739209587.8349159;-29.438486411369375
1739209587.8349185;-30.49652367304973
1739209587.8349211;-38.13080360867914
1739209587.8349235;-30.49652367304973
1739209587.8349261;-26.991370085610722
1739209587.8349285;-31.141103565318943
1739209587.8349311;-45.120503652039325
1739209587.8349338;-31.141103565318915
1739209587.8349361;-45.120503652039325
1739209587.8349388;-33.981070128970906
1739209587.8349411;-45.120503652039325
1739209587.8349438;-38.13080360867914
1739209587.8349464;-32.816014438256545
1739209587.8349488;-45.120503652039325
1739209587.8349514;-35.57807855764607
1739209587.8349538;-27.267205301931607
1739209587.8349564;-32.816014438256545
1739209587.8349588;-33.981070128970956
1739209587.8349614;-28.992665084841942
1739209587.834964;-38.13080360867914
1739209587.8349664;-31.141103565318943
1739209587.834969;-33.981070128970906
1739209587.8349714;-33.981070128970906
1739209587.834974;-25.62660358559016
1739209587.8349767;-24.15140352195872
1739209587.834979;-35.57807855764607
1739209587.8349817;-45.120503652039325
1739209587.834984;-38.13080360867914
1739209587.8349867;-38.13080360867914
1739209587.8349893;-45.120503652039325
1739209587.8349917;-45.120503652039325
1739209587.8349943;-45.120503652039325
1739209587.8349967;-33.981070128970956
1739209587.8349993;-24.438645034577675
1739209587.8350017;-27.877744956031414
1739209587.8350043;-35.57807855764607
1739209587.835007;-31.141103565318943
1739209587.8350093;-25.62660358559016
1739209587.835012;-24.292649948874775
1739209587.8350143;-33.981070128970906
1739209587.835017;-32.816014438256545
1739209587.8350196;-23.38864096791655
1739209587.835022;-25.826314394896354
1739209587.8350246;-45.120503652039325
1739209587.835027;-32.816014438256545
1739209587.8350296;-28.58837851428586
1739209587.835032;-33.981070128970906
1739209587.8350346;-33.981070128970906
1739209587.8350372;-45.120503652039325
1739209587.8350396;-38.13080360867914
1739209587.8350422;-38.13080360867914
1739209587.8350446;-28.992665084841942
1739209587.8350472;-33.981070128970906
1739209587.8350499;-33.981070128970956
1739209587.8350523;-24.746238672633048
1739209587.8350549;-38.13080360867914
1739209587.8350573;-32.81601443825658
1739209587.83506;-27.8777449560314
1739209587.8350625;-25.62660358559016
1739209587.835065;-45.120503652039325
1739209587.8350675;-30.49652367304973
1739209587.83507;-32.816014438256545
1739209587.8350725;-31.141103565318943
1739209587.835075;-31.141103565318915
1739209587.8350775;-31.141103565318915
1739209587.8350801;-27.267205301931607
1739209587.8350825;-31.14110356531892
1739209587.8350852;-33.981070128970956
1739209587.8350875;-30.49652367304973
1739209587.8350902;-45.120503652039325
1739209587.8350928;-38.13080360867914
1739209587.8350952;-38.13080360867914
1739209587.8350978;-45.120503652039325
1739209587.8351002;-33.981070128970906
1739209587.8351028;-35.57807855764607
1739209587.8351054;-35.57807855764607
1739209587.8351078;-38.13080360867914
1739209587.8351104;-33.981070128970906
1739209587.8351128;-33.981070128970906
1739209587.8351154;-45.120503652039325
1739209587.8351178;-32.816014438256545
1739209587.8351204;-28.992665084841942
1739209587.835123;-45.120503652039325
1739209587.8351254;-38.13080360867914
1739209587.835128;-45.120503652039325
1739209587.8351305;-45.120503652039325
1739209587.835133;-33.981070128970906
1739209587.8351357;-45.120503652039325
1739209587.835138;-45.120503652039325
1739209587.8351407;-45.120503652039325
1739209587.835143;-45.120503652039325
1739209587.8351457;-38.13080360867914
1739209587.835148;-32.816014438256545
1739209587.8351507;-38.13080360867914
1739209587.8351533;-35.57807855764607
1739209587.8351557;-38.13080360867914
1739209587.8351583;-35.57807855764607
1739209587.8351607;-38.13080360867914
1739209587.8351634;-38.13080360867914
1739209587.835166;-32.816014438256545
1739209587.8351684;-38.13080360867914
1739209587.835171;-33.981070128970956
1739209587.8351734;-38.13080360867914
1739209587.835176;-38.13080360867914
1739209587.8351786;-38.13080360867914
1739209587.835181;-38.13080360867914
1739209587.8351836;-33.981070128970906
1739209587.835186;-32.816014438256545
1739209587.8351886;-32.816014438256545
1739209587.835191;-38.13080360867914
1739209587.8351936;-33.981070128970906
1739209587.8351963;-32.816014438256545
1739209587.8351986;-28.58837851428586
1739209587.8352013;-24.15140352195872
1739209587.8352036;-38.13080360867914
1739209587.8352063;-28.992665084841942
1739209587.835209;-33.981070128970906
1739209587.8352113;-33.981070128970906
1739209587.835214;-38.13080360867914
1739209587.8352163;-31.141103565318915
1739209587.835219;-33.981070128970906
1739209587.8352215;-38.13080360867914
1739209587.835224;-25.252786309376837
1739209587.8352265;-32.816014438256545
1739209587.835229;-45.120503652039325
1739209587.8352315;-38.13080360867914
1739209587.835234;-27.8777449560314
1739209587.8352365;-33.981070128970906
1739209587.8352392;-45.120503652039325
1739209587.8352416;-30.49652367304973
1739209587.8352442;-45.120503652039325
1739209587.8352466;-24.74623867263306
1739209587.8352492;-26.487275050834715
1739209587.8352518;-32.81601443825658
1739209587.8352542;-32.81601443825658
1739209587.8352568;-29.438486411369354
1739209587.8352592;-28.992665084841942
1739209587.8352618;-28.992665084841942
1739209587.8352642;-45.120503652039325
1739209587.8352668;-26.991370085610747
1739209587.8352695;-31.141103565318915
1739209587.8352718;-33.981070128970906
1739209587.8352745;-45.120503652039325
1739209587.8352768;-38.13080360867914
1739209587.8352795;-45.120503652039325
1739209587.835282;-45.120503652039325
1739209587.8352845;-38.13080360867914
1739209587.835287;-45.120503652039325
1739209587.8352895;-38.13080360867914
1739209587.835292;-38.13080360867914
1739209587.8352947;-45.120503652039325
1739209587.835297;-38.13080360867914
1739209587.8352997;-38.13080360867914
1739209587.835302;-45.120503652039325
1739209587.8353047;-45.120503652039325
1739209587.8353071;-45.120503652039325
1739209587.8353097;-45.120503652039325
1739209587.8353124;-45.120503652039325
1739209587.8353148;-45.120503652039325
1739209587.8353174;-38.13080360867914
1739209587.8353198;-38.13080360867914
1739209587.8353224;-38.13080360867914
1739209587.835325;-38.13080360867914
1739209587.8353274;-38.13080360867914
1739209587.83533;-45.120503652039325
1739209587.8353324;-35.57807855764607
1739209587.835335;-35.57807855764607
1739209587.8353376;-38.13080360867914
1739209587.83534;-35.57807855764607
1739209587.8353426;-38.13080360867914
1739209587.835345;-38.13080360867914
1739209587.8353477;-38.13080360867914
1739209587.83535;-38.13080360867914
1739209587.8353527;-45.120503652039325
1739209587.8353553;-45.120503652039325
1739209587.8353577;-45.120503652039325
1739209587.8353603;-45.120503652039325
1739209587.8353627;-38.13080360867914
1739209587.8353653;-38.13080360867914
1739209587.835368;-45.120503652039325
1739209587.8353703;-45.120503652039325
1739209587.835373;-33.981070128970906
1739209587.8353753;-38.13080360867914
1739209587.835378;-38.13080360867914
1739209587.8353803;-45.120503652039325
1739209587.835383;-45.120503652039325
1739209587.8353856;-35.57807855764607
1739209587.835388;-45.120503652039325
1739209587.8353906;-35.57807855764607
1739209587.835393;-45.120503652039325
1739209587.8353956;-38.13080360867914
1739209587.8353982;-45.120503652039325
1739209587.8354006;-38.13080360867914
1739209587.8354032;-30.49652367304973
1739209587.8354056;-33.981070128970906
1739209587.8354082;-38.13080360867914
1739209587.8354108;-38.13080360867914
1739209587.8354132;-38.13080360867914
1739209587.8354158;-38.13080360867914
1739209587.8354182;-45.120503652039325
1739209587.8354208;-38.13080360867914
1739209587.8354232;-45.120503652039325
1739209587.8354259;-38.13080360867914
1739209587.8354285;-38.13080360867914
1739209587.8354309;-45.120503652039325
1739209587.8354335;-45.120503652039325
1739209587.8354359;-35.57807855764607
1739209587.8354385;-35.57807855764607
1739209587.835441;-45.120503652039325
1739209587.8354435;-31.141103565318915
1739209587.8354461;-28.58837851428586
1739209587.8354485;-45.120503652039325
1739209587.8354511;-38.13080360867914
1739209587.8354537;-35.57807855764607
1739209587.8354561;-38.13080360867914
1739209587.8354588;-45.120503652039325
1739209587.8354611;-35.57807855764607
1739209587.8354638;-45.120503652039325
1739209587.8354661;-38.13080360867914
1739209587.8354688;-38.13080360867914
1739209587.8354714;-45.120503652039325
1739209587.8354738;-45.120503652039325
1739209587.8354764;-38.13080360867914
1739209587.8354788;-38.13080360867914
1739209587.8354814;-45.120503652039325
1739209587.835484;-33.981070128970906
1739209587.8354864;-29.438486411369333
1739209587.835489;-38.13080360867914
1739209587.8354914;-45.120503652039325
1739209587.835494;-45.120503652039325
1739209587.8354964;-45.120503652039325
1739209587.835499;-38.13080360867914
1739209587.8355017;-45.120503652039325
1739209587.835504;-45.120503652039325
1739209587.8355067;-38.13080360867914
1739209587.835509;-45.120503652039325
1739209587.8355117;-45.120503652039325
1739209587.8355143;-45.120503652039325
1739209587.8355167;-38.13080360867914
1739209587.8355193;-33.981070128970906
1739209587.8355217;-45.120503652039325
1739209587.8355243;-38.13080360867914
1739209587.835527;-28.21854285175415
1739209587.8355293;-38.13080360867914
1739209587.835532;-45.120503652039325
1739209587.8355343;-38.13080360867914
1739209587.835537;-38.13080360867914
1739209587.8355393;-45.120503652039325
1739209587.835542;-45.120503652039325
1739209587.8355446;-45.120503652039325
1739209587.835547;-45.120503652039325
1739209587.8355496;-38.13080360867914
1739209587.835552;-38.13080360867914
1739209587.8355546;-38.13080360867914
1739209587.8355572;-45.120503652039325
1739209587.8355596;-45.120503652039325
1739209587.8355622;-45.120503652039325
1739209587.8355646;-33.981070128970906
1739209587.8355672;-35.57807855764607
1739209587.8355699;-38.13080360867914
1739209587.8355722;-38.13080360867914
1739209587.8355749;-38.13080360867914
1739209587.8355772;-45.120503652039325
1739209587.8355799;-45.120503652039325
1739209587.8355823;-45.120503652039325
1739209587.8355849;-38.13080360867914
1739209587.8355875;-45.120503652039325
1739209587.83559;-38.13080360867914
1739209587.8355925;-35.57807855764607
1739209587.835595;-38.13080360867914
1739209587.8355975;-38.13080360867914
1739209587.8356001;-38.13080360867914
1739209587.8356025;-38.13080360867914
1739209587.8356051;-45.120503652039325
1739209587.8356075;-45.120503652039325
1739209587.8356102;-38.13080360867914
1739209587.8356125;-45.120503652039325
1739209587.8356152;-38.13080360867914
1739209587.8356178;-38.13080360867914
1739209587.8356202;-38.13080360867914
1739209587.8356228;-38.13080360867914
1739209587.8356252;-38.13080360867914
1739209587.8356278;-38.13080360867914
1739209587.8356304;-45.120503652039325
1739209587.8356328;-45.120503652039325
1739209587.8356354;-38.13080360867914
1739209587.8356378;-35.57807855764607
1739209587.8356404;-38.13080360867914
1739209587.835643;-45.120503652039325
1739209587.8356454;-38.13080360867914
1739209587.835648;-45.120503652039325
1739209587.8356504;-45.120503652039325
1739209587.835653;-45.120503652039325
1739209587.8356555;-45.120503652039325
1739209587.835658;-45.120503652039325
1739209587.8356607;-38.13080360867914
1739209587.835663;-35.57807855764607
1739209587.8356657;-45.120503652039325
1739209587.835668;-32.816014438256545
1739209587.8356707;-35.57807855764607
1739209587.8356733;-35.57807855764607
1739209587.8356757;-38.13080360867914
1739209587.8356783;-35.57807855764607
1739209587.8356807;-38.13080360867914
1739209587.8356833;-45.120503652039325
1739209587.835686;-38.13080360867914
1739209587.8356884;-38.13080360867914
1739209587.835691;-45.120503652039325
1739209587.8356934;-45.120503652039325
1739209587.835696;-45.120503652039325
1739209587.8356984;-45.120503652039325
1739209587.835701;-38.13080360867914
1739209587.8357036;-38.13080360867914
1739209587.835706;-45.120503652039325
1739209587.8357086;-45.120503652039325
1739209587.835711;-38.13080360867914
1739209587.8357136;-35.57807855764607
1739209587.8357162;-45.120503652039325
1739209587.8357186;-38.13080360867914
1739209587.8357213;-38.13080360867914
1739209587.8357236;-45.120503652039325
1739209587.8357263;-38.13080360867914
1739209587.8357286;-38.13080360867914
1739209587.8357313;-45.120503652039325
1739209587.835734;-45.120503652039325
1739209587.8357363;-38.13080360867914
1739209587.835739;-38.13080360867914
1739209587.8357413;-45.120503652039325
1739209587.835744;-38.13080360867914
1739209587.8357465;-45.120503652039325
1739209587.835749;-32.816014438256545
1739209587.8357515;-45.120503652039325
1739209587.835754;-45.120503652039325
1739209587.8357565;-38.13080360867914
1739209587.8357592;-45.120503652039325
1739209587.8357615;-38.13080360867914
1739209587.8357642;-45.120503652039325
1739209587.8357666;-38.13080360867914
1739209587.8357692;-35.57807855764607
1739209587.8357716;-38.13080360867914
1739209587.8357742;-45.120503652039325
1739209587.8357768;-38.13080360867914
1739209587.8357792;-38.13080360867914
1739209587.8357818;-33.981070128970906
1739209587.8357842;-45.120503652039325
1739209587.8357868;-38.13080360867914
1739209587.8357894;-35.57807855764607
1739209587.8357918;-38.13080360867914
1739209587.8357944;-45.120503652039325
1739209587.8357968;-38.13080360867914
1739209587.8357995;-45.120503652039325
1739209587.835802;-45.120503652039325
1739209587.8358045;-38.13080360867914
1739209587.835807;-38.13080360867914
1739209587.8358095;-45.120503652039325
1739209587.835812;-33.981070128970906
1739209587.8358145;-38.13080360867914
1739209587.835817;-45.120503652039325
1739209587.8358197;-45.120503652039325
1739209587.835822;-35.57807855764607
1739209587.8358247;-38.13080360867914
1739209587.835827;-38.13080360867914
1739209587.8358297;-35.57807855764607
1739209587.8358324;-45.120503652039325
1739209587.8358347;-45.120503652039325
1739209587.8358374;-38.13080360867914
1739209587.8358397;-38.13080360867914
1739209587.8358424;-45.120503652039325
1739209587.8358448;-45.120503652039325
1739209587.8358474;-38.13080360867914
1739209587.83585;-45.120503652039325
1739209587.8358524;-38.13080360867914
1739209587.835855;-35.57807855764607
