CAN Message; 0x24:00cdea5768e00e7e
1739209791.1198635;-38.13080360867914
1739209791.1198702;-38.13080360867914
1739209791.1198769;-45.120503652039325
1739209791.1198833;-45.120503652039325
1739209791.11989;-35.57807855764607
1739209791.1198967;-38.13080360867914
1739209791.119903;-45.120503652039325
1739209791.1199098;-45.120503652039325
1739209791.1199162;-38.13080360867914
1739209791.1199229;-38.13080360867914
1739209791.1199296;-45.120503652039325
1739209791.119936;-38.13080360867914
1739209791.1199427;-38.13080360867914
1739209791.1199493;-45.120503652039325
1739209791.1199558;-45.120503652039325
1739209791.1199625;-45.120503652039325
1739209791.119969;-35.57807855764607
1739209791.1199756;-38.13080360867914
1739209791.1199822;-45.120503652039325
1739209791.1199887;-33.981070128970906
1739209791.1199954;-38.13080360867914
1739209791.120002;-38.13080360867914
1739209791.1200085;-38.13080360867914
1739209791.1200151;-45.120503652039325
1739209791.1200216;-35.57807855764607
1739209791.1200283;-45.120503652039325
1739209791.120035;-38.13080360867914
1739209791.1200414;-33.981070128970906
1739209791.120048;-45.120503652039325
1739209791.1200547;-45.120503652039325
1739209791.1200612;-45.120503652039325
1739209791.1200678;-45.120503652039325
1739209791.1200743;-45.120503652039325
1739209791.120081;-45.120503652039325
1739209791.1200876;-38.13080360867914
1739209791.120094;-38.13080360867914
1739209791.1201007;-45.120503652039325
1739209791.1201074;-45.120503652039325
1739209791.1201138;-38.13080360867914
1739209791.1201205;-38.13080360867914
1739209791.120127;-35.57807855764607
1739209791.1201336;-38.13080360867914
1739209791.1201403;-45.120503652039325
1739209791.1201468;-38.13080360867914
1739209791.1201534;-32.816014438256545
1739209791.1201599;-38.13080360867914
1739209791.1201665;-45.120503652039325
1739209791.1201732;-45.120503652039325
1739209791.1201797;-45.120503652039325
1739209791.1201863;-45.120503652039325
1739209791.120193;-38.13080360867914
1739209791.1201994;-45.120503652039325
1739209791.120206;-45.120503652039325
1739209791.1202126;-45.120503652039325
1739209791.1202192;-45.120503652039325
1739209791.120226;-38.13080360867914
1739209791.1202323;-32.816014438256545
1739209791.120239;-45.120503652039325
1739209791.1202457;-45.120503652039325
1739209791.1202521;-45.120503652039325
1739209791.1202588;-35.57807855764607
1739209791.1202652;-33.981070128970906
1739209791.120272;-45.120503652039325
1739209791.1202786;-45.120503652039325
1739209791.120285;-38.13080360867914
1739209791.1202917;-35.57807855764607
1739209791.1202984;-45.120503652039325
1739209791.1203048;-45.120503652039325
1739209791.1203115;-45.120503652039325
1739209791.120318;-45.120503652039325
1739209791.1203246;-45.120503652039325
1739209791.1203313;-45.120503652039325
1739209791.1203377;-31.141103565318915
1739209791.1203444;-45.120503652039325
1739209791.120351;-45.120503652039325
1739209791.1203575;-45.120503652039325
1739209791.1203642;-45.120503652039325
1739209791.1203706;-35.57807855764607
1739209791.1203773;-45.120503652039325
1739209791.120384;-45.120503652039325
1739209791.1203904;-35.57807855764607
1739209791.120397;-32.816014438256545
1739209791.1204035;-45.120503652039325
1739209791.1204102;-45.120503652039325
1739209791.1204169;-35.57807855764607
1739209791.1204233;-38.13080360867914
1739209791.12043;-35.57807855764607
1739209791.1204367;-35.57807855764607
1739209791.120443;-45.120503652039325
1739209791.1204498;-45.120503652039325
1739209791.1204562;-38.13080360867914
1739209791.120463;-45.120503652039325
1739209791.1204696;-38.13080360867914
1739209791.120476;-45.120503652039325
1739209791.1204827;-35.57807855764607
1739209791.1204894;-38.13080360867914
1739209791.1204958;-31.141103565318915
1739209791.1205025;-35.57807855764607
1739209791.120509;-38.13080360867914
1739209791.1205156;-45.120503652039325
1739209791.1205223;-38.13080360867914
1739209791.1205287;-28.58837851428586
1739209791.1205354;-38.13080360867914
1739209791.120542;-38.13080360867914
1739209791.1205485;-45.120503652039325
1739209791.1205552;-33.981070128970906
1739209791.1205616;-45.120503652039325
1739209791.1205683;-38.13080360867914
1739209791.120575;-33.981070128970906
1739209791.1205814;-38.13080360867914
1739209791.120588;-38.13080360867914
1739209791.1205947;-45.120503652039325
1739209791.1206012;-45.120503652039325
1739209791.1206079;-45.120503652039325
1739209791.1206143;-45.120503652039325
1739209791.120621;-45.120503652039325
1739209791.1206276;-35.57807855764607
1739209791.120634;-27.267205301931607
1739209791.1206408;-45.120503652039325
1739209791.1206474;-45.120503652039325
1739209791.1206539;-35.57807855764607
1739209791.1206605;-33.981070128970906
1739209791.120667;-45.120503652039325
1739209791.1206737;-38.13080360867914
1739209791.1206803;-45.120503652039325
1739209791.1206868;-33.981070128970956
1739209791.1206934;-32.816014438256545
1739209791.1207;-35.57807855764607
1739209791.1207066;-45.120503652039325
1739209791.1207132;-45.120503652039325
1739209791.1207197;-35.57807855764607
1739209791.1207263;-38.13080360867914
1739209791.120733;-45.120503652039325
1739209791.1207395;-33.981070128970906
1739209791.1207461;-45.120503652039325
1739209791.1207526;-45.120503652039325
1739209791.1207592;-45.120503652039325
1739209791.120766;-45.120503652039325
1739209791.1207724;-35.57807855764607
1739209791.120779;-33.981070128970906
1739209791.1207857;-38.13080360867914
1739209791.1207922;-45.120503652039325
1739209791.1207988;-35.57807855764607
1739209791.1208053;-38.13080360867914
1739209791.120812;-45.120503652039325
1739209791.1208186;-38.13080360867914
1739209791.120825;-32.816014438256545
1739209791.1208317;-38.13080360867914
1739209791.1208384;-45.120503652039325
1739209791.1208448;-33.981070128970906
1739209791.1208515;-45.120503652039325
1739209791.120858;-45.120503652039325
1739209791.1208646;-45.120503652039325
1739209791.1208713;-38.13080360867914
1739209791.1208777;-45.120503652039325
1739209791.1208844;-45.120503652039325
1739209791.120891;-45.120503652039325
1739209791.1208975;-31.141103565318915
1739209791.1209042;-38.13080360867914
1739209791.1209106;-35.57807855764607
1739209791.1209173;-38.13080360867914
1739209791.120924;-31.141103565318915
1739209791.1209304;-38.13080360867914
1739209791.120937;-45.120503652039325
1739209791.1209438;-45.120503652039325
1739209791.1209502;-38.13080360867914
1739209791.120957;-38.13080360867914
1739209791.1209633;-45.120503652039325
1739209791.12097;-38.13080360867914
1739209791.1209767;-38.13080360867914
1739209791.1209831;-45.120503652039325
1739209791.1209898;-38.13080360867914
1739209791.1209962;-38.13080360867914
1739209791.121003;-45.120503652039325
1739209791.1210096;-45.120503652039325
1739209791.121016;-45.120503652039325
1739209791.1210227;-38.13080360867914
1739209791.1210294;-38.13080360867914
1739209791.1210358;-45.120503652039325
1739209791.1210425;-45.120503652039325
1739209791.121049;-38.13080360867914
1739209791.1210556;-45.120503652039325
1739209791.1210623;-35.57807855764607
1739209791.1210687;-38.13080360867914
1739209791.1210754;-45.120503652039325
1739209791.121082;-38.13080360867914
1739209791.1210885;-32.816014438256545
1739209791.1210952;-45.120503652039325
1739209791.1211016;-45.120503652039325
1739209791.1211083;-38.13080360867914
1739209791.121115;-45.120503652039325
1739209791.1211214;-38.13080360867914
1739209791.121128;-45.120503652039325
1739209791.1211348;-38.13080360867914
1739209791.1211412;-38.13080360867914
1739209791.1211479;-38.13080360867914
1739209791.1211543;-45.120503652039325
1739209791.121161;-45.120503652039325
1739209791.1211677;-32.816014438256545
1739209791.121174;-38.13080360867914
1739209791.1211808;-38.13080360867914
1739209791.1211874;-38.13080360867914
1739209791.121194;-32.816014438256545
1739209791.1212006;-38.13080360867914
1739209791.121207;-38.13080360867914
1739209791.1212137;-35.57807855764607
1739209791.1212204;-33.981070128970906
1739209791.1212268;-45.120503652039325
1739209791.1212335;-45.120503652039325
1739209791.1212401;-45.120503652039325
1739209791.1212466;-32.816014438256545
1739209791.1212533;-38.13080360867914
1739209791.1212597;-38.13080360867914
1739209791.1212664;-35.57807855764607
1739209791.121273;-38.13080360867914
1739209791.1212795;-35.57807855764607
1739209791.1212862;-45.120503652039325
1739209791.1212926;-45.120503652039325
1739209791.1212993;-45.120503652039325
1739209791.121306;-38.13080360867914
1739209791.1213124;-38.13080360867914
1739209791.121319;-45.120503652039325
1739209791.1213257;-38.13080360867914
1739209791.1213322;-38.13080360867914
1739209791.1213388;-38.13080360867914
1739209791.1213453;-45.120503652039325
1739209791.121352;-38.13080360867914
1739209791.1213586;-35.57807855764607
1739209791.121365;-45.120503652039325
1739209791.1213717;-45.120503652039325
1739209791.1213784;-45.120503652039325
1739209791.1213849;-45.120503652039325
1739209791.1213915;-35.57807855764607
1739209791.121398;-38.13080360867914
1739209791.1214046;-45.120503652039325
1739209791.1214113;-45.120503652039325
1739209791.1214178;-38.13080360867914
1739209791.1214244;-38.13080360867914
1739209791.121431;-45.120503652039325
1739209791.1214375;-45.120503652039325
1739209791.1214442;-45.120503652039325
1739209791.1214507;-45.120503652039325
1739209791.1214573;-33.981070128970906
1739209791.121464;-38.13080360867914
1739209791.1214705;-38.13080360867914
1739209791.1214771;-45.120503652039325
1739209791.1214838;-31.141103565318893
1739209791.1214902;-32.816014438256545
1739209791.121497;-38.13080360867914
1739209791.1215034;-33.981070128970906
1739209791.12151;-45.120503652039325
1739209791.1215167;-38.13080360867914
1739209791.1215231;-38.13080360867914
1739209791.1215298;-33.981070128970906
1739209791.1215363;-33.981070128970956
1739209791.121543;-45.120503652039325
1739209791.1215496;-35.57807855764607
1739209791.121556;-32.816014438256545
1739209791.1215627;-45.120503652039325
1739209791.1215694;-45.120503652039325
1739209791.1215758;-38.13080360867914
1739209791.1215825;-45.120503652039325
1739209791.121589;-28.21854285175415
1739209791.1215956;-32.816014438256545
1739209791.1216023;-38.13080360867914
1739209791.1216087;-33.981070128970906
1739209791.1216154;-38.13080360867914
1739209791.121622;-35.57807855764607
1739209791.1216285;-45.120503652039325
1739209791.1216352;-45.120503652039325
1739209791.1216416;-45.120503652039325
1739209791.1216483;-45.120503652039325
1739209791.121655;-38.13080360867914
1739209791.1216614;-38.13080360867914
1739209791.121668;-38.13080360867914
1739209791.1216748;-38.13080360867914
1739209791.1216812;-38.13080360867914
1739209791.121688;-30.49652367304973
1739209791.1216943;-45.120503652039325
1739209791.121701;-45.120503652039325
1739209791.1217077;-35.57807855764607
1739209791.121714;-38.13080360867914
1739209791.1217208;-45.120503652039325
1739209791.1217275;-45.120503652039325
1739209791.121734;-38.13080360867914
1739209791.1217406;-38.13080360867914
1739209791.121747;-29.438486411369333
1739209791.1217537;-27.8777449560314
1739209791.1217604;-38.13080360867914
1739209791.1217668;-38.13080360867914
1739209791.1217735;-38.13080360867914
1739209791.1217802;-38.13080360867914
1739209791.1217866;-45.120503652039325
1739209791.1217933;-35.57807855764607
1739209791.1217997;-38.13080360867914
1739209791.1218064;-38.13080360867914
1739209791.121813;-38.13080360867914
1739209791.1218195;-45.120503652039325
1739209791.1218262;-45.120503652039325
1739209791.1218326;-38.13080360867914
1739209791.1218393;-45.120503652039325
1739209791.121846;-45.120503652039325
1739209791.1218524;-45.120503652039325
1739209791.121859;-33.981070128970906
1739209791.1218657;-45.120503652039325
1739209791.1218722;-38.13080360867914
1739209791.1218789;-38.13080360867914
1739209791.1218853;-45.120503652039325
1739209791.121892;-45.120503652039325
1739209791.1218987;-45.120503652039325
1739209791.121905;-38.13080360867914
1739209791.1219118;-32.816014438256545
1739209791.1219184;-38.13080360867914
1739209791.1219249;-45.120503652039325
1739209791.1219316;-38.13080360867914
1739209791.121938;-32.816014438256545
1739209791.1219447;-38.13080360867914
1739209791.1219513;-38.13080360867914
1739209791.1219578;-45.120503652039325
1739209791.1219645;-45.120503652039325
1739209791.1219711;-45.120503652039325
1739209791.1219776;-38.13080360867914
1739209791.1219842;-38.13080360867914
1739209791.1219907;-45.120503652039325
1739209791.1219974;-38.13080360867914
1739209791.122004;-45.120503652039325
1739209791.1220105;-35.57807855764607
1739209791.1220171;-32.816014438256545
1739209791.1220238;-45.120503652039325
1739209791.1220303;-45.120503652039325
1739209791.122037;-38.13080360867914
1739209791.1220434;-38.13080360867914
1739209791.12205;-38.13080360867914
1739209791.1220567;-45.120503652039325
1739209791.1220632;-38.13080360867914
1739209791.1220698;-32.816014438256545
1739209791.1220765;-38.13080360867914
1739209791.122083;-45.120503652039325
1739209791.1220896;-33.981070128970906
1739209791.122096;-45.120503652039325
1739209791.1221027;-45.120503652039325
1739209791.1221094;-38.13080360867914
1739209791.1221159;-38.13080360867914
1739209791.1221225;-35.57807855764607
1739209791.122129;-35.57807855764607
1739209791.1221356;-35.57807855764607
1739209791.1221423;-45.120503652039325
1739209791.1221488;-45.120503652039325
1739209791.1221554;-35.57807855764607
1739209791.122162;-38.13080360867914
1739209791.1221685;-45.120503652039325
1739209791.1221752;-38.13080360867914
1739209791.1221817;-38.13080360867914
1739209791.1221883;-38.13080360867914
1739209791.122195;-45.120503652039325
1739209791.1222014;-38.13080360867914
1739209791.122208;-45.120503652039325
1739209791.1222148;-38.13080360867914
1739209791.1222212;-38.13080360867914
1739209791.122228;-45.120503652039325
1739209791.1222343;-38.13080360867914
1739209791.122241;-33.981070128970906
1739209791.1222477;-38.13080360867914
1739209791.1222541;-45.120503652039325
1739209791.1222608;-45.120503652039325
1739209791.1222675;-45.120503652039325
1739209791.122274;-38.13080360867914
1739209791.1222806;-38.13080360867914
1739209791.122287;-31.141103565318915
1739209791.1222937;-38.13080360867914
1739209791.1223004;-38.13080360867914
1739209791.1223068;-38.13080360867914
1739209791.1223135;-38.13080360867914
1739209791.1223202;-38.13080360867914
1739209791.1223266;-45.120503652039325
1739209791.1223333;-38.13080360867914
1739209791.1223397;-38.13080360867914
1739209791.1223464;-45.120503652039325
1739209791.122353;-38.13080360867914
1739209791.1223595;-38.13080360867914
1739209791.1223662;-45.120503652039325
1739209791.1223726;-45.120503652039325
1739209791.1223793;-45.120503652039325
1739209791.122386;-33.981070128970906
1739209791.1223924;-45.120503652039325
1739209791.122399;-45.120503652039325
1739209791.1224058;-45.120503652039325
1739209791.1224122;-45.120503652039325
1739209791.1224189;-38.13080360867914
1739209791.1224253;-45.120503652039325
1739209791.122432;-35.57807855764607
1739209791.1224387;-45.120503652039325
1739209791.122445;-38.13080360867914
1739209791.1224518;-45.120503652039325
1739209791.1224585;-38.13080360867914
1739209791.122465;-38.13080360867914
1739209791.1224716;-45.120503652039325
1739209791.122478;-45.120503652039325
1739209791.1224847;-38.13080360867914
1739209791.1224914;-45.120503652039325
1739209791.1224978;-38.13080360867914
1739209791.1225045;-45.120503652039325
1739209791.1225111;-45.120503652039325
1739209791.1225176;-45.120503652039325
1739209791.1225243;-45.120503652039325
1739209791.1225307;-38.13080360867914
1739209791.1225374;-38.13080360867914
1739209791.122544;-38.13080360867914
1739209791.1225505;-26.991370085610722
1739209791.1225572;-35.57807855764607
1739209791.1225638;-45.120503652039325
1739209791.1225703;-45.120503652039325
1739209791.122577;-45.120503652039325
1739209791.1225834;-45.120503652039325
1739209791.12259;-45.120503652039325
1739209791.1225967;-45.120503652039325
1739209791.1226032;-33.981070128970956
1739209791.1226099;-45.120503652039325
1739209791.1226165;-33.981070128970906
1739209791.122623;-45.120503652039325
1739209791.1226296;-45.120503652039325
1739209791.122636;-45.120503652039325
1739209791.1226428;-45.120503652039325
1739209791.1226494;-45.120503652039325
1739209791.1226559;-27.8777449560314
1739209791.1226625;-38.13080360867914
1739209791.122669;-45.120503652039325
1739209791.1226757;-45.120503652039325
1739209791.1226823;-33.981070128970906
1739209791.1226888;-38.13080360867914
1739209791.1226954;-45.120503652039325
1739209791.1227021;-33.981070128970906
1739209791.1227086;-38.13080360867914
1739209791.1227152;-35.57807855764607
1739209791.1227217;-38.13080360867914
1739209791.1227283;-45.120503652039325
1739209791.122735;-38.13080360867914
1739209791.1227415;-32.816014438256545
1739209791.1227481;-45.120503652039325
1739209791.1227548;-33.981070128970906
1739209791.1227612;-38.13080360867914
1739209791.122768;-33.981070128970906
1739209791.1227744;-33.981070128970906
1739209791.122781;-38.13080360867914
1739209791.1227877;-38.13080360867914
1739209791.1227942;-38.13080360867914
1739209791.1228008;-38.13080360867914
1739209791.1228075;-45.120503652039325
1739209791.122814;-29.438486411369333
1739209791.1228206;-32.816014438256545
1739209791.122827;-45.120503652039325
1739209791.1228337;-45.120503652039325
1739209791.1228404;-35.57807855764607
1739209791.1228468;-35.57807855764607
1739209791.1228535;-45.120503652039325
1739209791.1228602;-45.120503652039325
1739209791.1228666;-45.120503652039325
1739209791.1228733;-38.13080360867914
1739209791.1228797;-45.120503652039325
1739209791.1228864;-45.120503652039325
1739209791.122893;-45.120503652039325
1739209791.1228995;-38.13080360867914
1739209791.1229062;-38.13080360867914
1739209791.122913;-45.120503652039325
1739209791.1229193;-45.120503652039325
1739209791.122926;-38.13080360867914
1739209791.1229324;-45.120503652039325
1739209791.122939;-38.13080360867914
1739209791.1229458;-45.120503652039325
1739209791.1229522;-45.120503652039325
1739209791.122959;-38.13080360867914
1739209791.1229653;-45.120503652039325
1739209791.122972;-38.13080360867914
1739209791.1229787;-35.57807855764607
1739209791.1229851;-45.120503652039325
1739209791.1229918;-38.13080360867914
1739209791.1229985;-33.981070128970906
1739209791.123005;-33.981070128970906
1739209791.1230116;-45.120503652039325
1739209791.123018;-38.13080360867914
1739209791.1230247;-45.120503652039325
1739209791.1230314;-45.120503652039325
1739209791.1230378;-45.120503652039325
