CAN Message; 0x98:00006c2bd0ae3103
1739209723.654103;-38.13080360867914
1739209723.6541057;-45.120503652039325
1739209723.6541085;-35.57807855764607
1739209723.6541111;-38.13080360867914
1739209723.6541138;-45.120503652039325
1739209723.6541164;-38.13080360867914
1739209723.6541193;-33.981070128970906
1739209723.6541219;-35.57807855764607
1739209723.6541245;-35.57807855764607
1739209723.6541271;-45.120503652039325
1739209723.65413;-45.120503652039325
1739209723.6541326;-38.13080360867914
1739209723.6541352;-38.13080360867914
1739209723.6541378;-45.120503652039325
1739209723.6541407;-45.120503652039325
1739209723.6541433;-38.13080360867914
1739209723.654146;-38.13080360867914
1739209723.6541486;-45.120503652039325
1739209723.6541512;-38.13080360867914
1739209723.654154;-33.981070128970906
1739209723.6541567;-38.13080360867914
1739209723.6541593;-38.13080360867914
1739209723.654162;-38.13080360867914
1739209723.6541648;-45.120503652039325
1739209723.6541674;-38.13080360867914
1739209723.65417;-45.120503652039325
1739209723.6541727;-38.13080360867914
1739209723.6541755;-45.120503652039325
1739209723.6541781;-45.120503652039325
1739209723.6541808;-35.57807855764607
1739209723.6541834;-38.13080360867914
1739209723.6541862;-45.120503652039325
1739209723.6541889;-35.57807855764607
1739209723.6541915;-38.13080360867914
1739209723.654194;-32.816014438256545
1739209723.6541967;-38.13080360867914
1739209723.6541996;-45.120503652039325
1739209723.6542022;-45.120503652039325
1739209723.6542048;-38.13080360867914
1739209723.6542075;-45.120503652039325
1739209723.6542103;-45.120503652039325
1739209723.654213;-45.120503652039325
1739209723.6542156;-31.141103565318915
1739209723.6542182;-33.981070128970906
1739209723.654221;-38.13080360867914
1739209723.6542237;-38.13080360867914
1739209723.6542263;-45.120503652039325
1739209723.654229;-45.120503652039325
1739209723.6542318;-45.120503652039325
1739209723.6542344;-38.13080360867914
1739209723.654237;-30.49652367304973
1739209723.6542397;-28.992665084841942
1739209723.6542423;-33.981070128970906
1739209723.6542451;-45.120503652039325
1739209723.6542478;-38.13080360867914
1739209723.6542504;-35.57807855764607
1739209723.654253;-33.981070128970906
1739209723.6542559;-45.120503652039325
1739209723.6542585;-33.981070128970906
1739209723.654261;-35.57807855764607
1739209723.6542637;-38.13080360867914
1739209723.6542666;-45.120503652039325
1739209723.6542692;-33.981070128970906
1739209723.6542718;-38.13080360867914
1739209723.6542745;-33.981070128970906
1739209723.6542773;-45.120503652039325
1739209723.65428;-33.981070128970906
1739209723.6542826;-31.141103565318915
1739209723.6542852;-33.981070128970906
1739209723.654288;-45.120503652039325
1739209723.6542907;-45.120503652039325
1739209723.6542933;-33.981070128970906
1739209723.654296;-45.120503652039325
1739209723.6542985;-45.120503652039325
1739209723.6543014;-33.981070128970906
1739209723.654304;-45.120503652039325
1739209723.6543067;-45.120503652039325
1739209723.6543093;-38.13080360867914
1739209723.6543121;-38.13080360867914
1739209723.6543148;-45.120503652039325
1739209723.6543174;-38.13080360867914
1739209723.65432;-45.120503652039325
1739209723.6543229;-45.120503652039325
1739209723.6543255;-38.13080360867914
1739209723.654328;-38.13080360867914
1739209723.6543307;-33.981070128970906
1739209723.6543336;-45.120503652039325
1739209723.6543362;-38.13080360867914
1739209723.6543388;-35.57807855764607
1739209723.6543415;-38.13080360867914
1739209723.654344;-35.57807855764607
1739209723.654347;-28.992665084841942
1739209723.6543496;-45.120503652039325
1739209723.6543522;-35.57807855764607
1739209723.6543548;-35.57807855764607
1739209723.6543577;-45.120503652039325
1739209723.6543603;-45.120503652039325
1739209723.654363;-35.57807855764607
1739209723.6543655;-38.13080360867914
1739209723.6543684;-38.13080360867914
1739209723.654371;-45.120503652039325
1739209723.6543736;-45.120503652039325
1739209723.6543763;-45.120503652039325
1739209723.6543791;-38.13080360867914
1739209723.6543818;-38.13080360867914
1739209723.6543844;-38.13080360867914
1739209723.654387;-35.57807855764607
1739209723.6543896;-28.992665084841942
1739209723.6543925;-45.120503652039325
1739209723.654395;-45.120503652039325
1739209723.6543977;-33.981070128970906
1739209723.6544003;-45.120503652039325
1739209723.6544032;-45.120503652039325
1739209723.6544058;-38.13080360867914
1739209723.6544085;-38.13080360867914
1739209723.654411;-33.981070128970956
1739209723.654414;-45.120503652039325
1739209723.6544166;-35.57807855764607
1739209723.6544192;-38.13080360867914
1739209723.6544218;-45.120503652039325
1739209723.6544247;-38.13080360867914
1739209723.6544273;-38.13080360867914
1739209723.65443;-38.13080360867914
1739209723.6544325;-38.13080360867914
1739209723.6544354;-45.120503652039325
1739209723.654438;-45.120503652039325
1739209723.6544406;-45.120503652039325
1739209723.6544433;-45.120503652039325
1739209723.654446;-45.120503652039325
1739209723.6544487;-38.13080360867914
1739209723.6544514;-45.120503652039325
1739209723.654454;-35.57807855764607
1739209723.6544566;-38.13080360867914
1739209723.6544595;-45.120503652039325
1739209723.654462;-38.13080360867914
1739209723.6544647;-45.120503652039325
1739209723.6544673;-45.120503652039325
1739209723.6544702;-38.13080360867914
1739209723.6544728;-38.13080360867914
1739209723.6544755;-45.120503652039325
1739209723.654478;-38.13080360867914
1739209723.654481;-35.57807855764607
1739209723.6544836;-33.981070128970906
1739209723.6544862;-38.13080360867914
1739209723.6544888;-35.57807855764607
1739209723.6544914;-32.816014438256545
1739209723.6544943;-38.13080360867914
1739209723.654497;-38.13080360867914
1739209723.6544995;-38.13080360867914
1739209723.6545022;-38.13080360867914
1739209723.654505;-31.141103565318915
1739209723.6545076;-45.120503652039325
1739209723.6545103;-45.120503652039325
1739209723.654513;-35.57807855764607
1739209723.6545157;-38.13080360867914
1739209723.6545184;-38.13080360867914
1739209723.654521;-45.120503652039325
1739209723.6545236;-35.57807855764607
1739209723.6545265;-38.13080360867914
1739209723.654529;-38.13080360867914
1739209723.6545317;-38.13080360867914
1739209723.6545343;-38.13080360867914
1739209723.654537;-38.13080360867914
1739209723.6545398;-38.13080360867914
1739209723.6545424;-32.816014438256545
1739209723.654545;-33.981070128970906
1739209723.6545477;-45.120503652039325
1739209723.6545506;-45.120503652039325
1739209723.6545532;-45.120503652039325
1739209723.6545558;-31.141103565318915
1739209723.6545584;-33.981070128970906
1739209723.6545613;-45.120503652039325
1739209723.654564;-35.57807855764607
1739209723.6545665;-38.13080360867914
1739209723.6545691;-45.120503652039325
1739209723.654572;-38.13080360867914
1739209723.6545746;-38.13080360867914
1739209723.6545773;-38.13080360867914
1739209723.6545799;-35.57807855764607
1739209723.6545827;-45.120503652039325
1739209723.6545854;-38.13080360867914
1739209723.654588;-32.816014438256545
1739209723.6545906;-38.13080360867914
1739209723.6545932;-45.120503652039325
1739209723.654596;-45.120503652039325
1739209723.6545987;-35.57807855764607
1739209723.6546013;-35.57807855764607
1739209723.654604;-45.120503652039325
1739209723.6546068;-45.120503652039325
1739209723.6546094;-45.120503652039325
1739209723.654612;-38.13080360867914
1739209723.6546147;-38.13080360867914
1739209723.6546175;-33.981070128970906
1739209723.6546202;-33.981070128970906
1739209723.6546228;-38.13080360867914
1739209723.6546254;-38.13080360867914
1739209723.6546283;-33.981070128970906
1739209723.654631;-35.57807855764607
1739209723.6546335;-38.13080360867914
1739209723.6546361;-38.13080360867914
1739209723.6546388;-38.13080360867914
1739209723.6546416;-38.13080360867914
1739209723.6546443;-35.57807855764607
1739209723.6546469;-45.120503652039325
1739209723.6546495;-38.13080360867914
1739209723.6546524;-38.13080360867914
1739209723.654655;-45.120503652039325
1739209723.6546576;-45.120503652039325
1739209723.6546602;-45.120503652039325
1739209723.654663;-45.120503652039325
1739209723.6546657;-33.981070128970906
1739209723.6546683;-45.120503652039325
1739209723.654671;-38.13080360867914
1739209723.6546738;-32.816014438256545
1739209723.6546764;-33.981070128970906
1739209723.654679;-38.13080360867914
1739209723.6546817;-38.13080360867914
1739209723.6546843;-35.57807855764607
1739209723.6546872;-45.120503652039325
1739209723.6546898;-45.120503652039325
1739209723.6546924;-31.141103565318915
1739209723.654695;-38.13080360867914
1739209723.654698;-38.13080360867914
1739209723.6547005;-38.13080360867914
1739209723.6547031;-45.120503652039325
1739209723.6547058;-45.120503652039325
1739209723.6547086;-33.981070128970906
1739209723.6547112;-33.981070128970906
1739209723.6547139;-30.49652367304973
1739209723.6547165;-33.981070128970906
1739209723.6547194;-45.120503652039325
1739209723.654722;-38.13080360867914
1739209723.6547246;-38.13080360867914
1739209723.6547272;-38.13080360867914
1739209723.65473;-33.981070128970906
1739209723.6547327;-45.120503652039325
1739209723.6547353;-45.120503652039325
1739209723.654738;-35.57807855764607
1739209723.6547406;-35.57807855764607
1739209723.6547434;-45.120503652039325
1739209723.654746;-45.120503652039325
1739209723.6547487;-45.120503652039325
1739209723.6547513;-45.120503652039325
1739209723.6547542;-38.13080360867914
1739209723.6547568;-38.13080360867914
1739209723.6547594;-38.13080360867914
1739209723.654762;-38.13080360867914
1739209723.654765;-38.13080360867914
1739209723.6547675;-38.13080360867914
1739209723.6547701;-38.13080360867914
1739209723.6547728;-38.13080360867914
1739209723.6547756;-45.120503652039325
1739209723.6547782;-33.981070128970906
1739209723.6547809;-31.141103565318915
1739209723.6547835;-45.120503652039325
1739209723.654786;-45.120503652039325
1739209723.654789;-38.13080360867914
1739209723.6547916;-38.13080360867914
1739209723.6547942;-45.120503652039325
1739209723.6547968;-38.13080360867914
1739209723.6547997;-33.981070128970906
1739209723.6548023;-35.57807855764607
1739209723.654805;-45.120503652039325
1739209723.6548076;-45.120503652039325
1739209723.6548104;-45.120503652039325
1739209723.654813;-38.13080360867914
1739209723.6548157;-38.13080360867914
1739209723.6548183;-38.13080360867914
1739209723.6548212;-35.57807855764607
1739209723.6548238;-33.981070128970906
1739209723.6548264;-45.120503652039325
1739209723.654829;-38.13080360867914
1739209723.6548316;-35.57807855764607
1739209723.6548345;-38.13080360867914
1739209723.6548371;-45.120503652039325
1739209723.6548398;-33.981070128970906
1739209723.6548424;-38.13080360867914
1739209723.6548452;-33.981070128970956
1739209723.6548479;-45.120503652039325
1739209723.6548505;-35.57807855764607
1739209723.654853;-38.13080360867914
1739209723.654856;-38.13080360867914
1739209723.6548586;-38.13080360867914
1739209723.6548612;-38.13080360867914
1739209723.6548638;-38.13080360867914
1739209723.6548667;-31.141103565318915
1739209723.6548693;-45.120503652039325
1739209723.654872;-35.57807855764607
1739209723.6548746;-35.57807855764607
1739209723.6548774;-38.13080360867914
1739209723.65488;-45.120503652039325
1739209723.6548827;-45.120503652039325
1739209723.6548853;-45.120503652039325
1739209723.654888;-45.120503652039325
1739209723.6548908;-45.120503652039325
1739209723.6548934;-35.57807855764607
1739209723.654896;-38.13080360867914
1739209723.6548986;-38.13080360867914
1739209723.6549015;-38.13080360867914
1739209723.6549041;-45.120503652039325
1739209723.6549067;-45.120503652039325
1739209723.6549094;-32.816014438256545
1739209723.6549122;-38.13080360867914
1739209723.6549149;-45.120503652039325
1739209723.6549175;-45.120503652039325
1739209723.65492;-45.120503652039325
1739209723.654923;-45.120503652039325
1739209723.6549256;-45.120503652039325
1739209723.6549282;-45.120503652039325
1739209723.6549308;-45.120503652039325
1739209723.6549335;-38.13080360867914
1739209723.6549363;-38.13080360867914
1739209723.654939;-38.13080360867914
1739209723.6549416;-38.13080360867914
1739209723.6549442;-45.120503652039325
1739209723.654947;-45.120503652039325
1739209723.6549497;-45.120503652039325
1739209723.6549523;-45.120503652039325
1739209723.654955;-38.13080360867914
1739209723.6549578;-38.13080360867914
1739209723.6549604;-38.13080360867914
1739209723.654963;-45.120503652039325
1739209723.6549656;-38.13080360867914
1739209723.6549685;-45.120503652039325
1739209723.6549711;-45.120503652039325
1739209723.6549737;-32.816014438256545
1739209723.6549764;-38.13080360867914
1739209723.654979;-45.120503652039325
1739209723.6549819;-45.120503652039325
1739209723.6549845;-45.120503652039325
1739209723.654987;-45.120503652039325
1739209723.6549897;-45.120503652039325
1739209723.6549926;-38.13080360867914
1739209723.6549952;-45.120503652039325
1739209723.6549978;-38.13080360867914
1739209723.6550004;-35.57807855764607
1739209723.6550033;-38.13080360867914
1739209723.655006;-45.120503652039325
1739209723.6550086;-33.981070128970906
1739209723.6550112;-45.120503652039325
1739209723.655014;-45.120503652039325
1739209723.6550167;-35.57807855764607
1739209723.6550193;-45.120503652039325
1739209723.655022;-45.120503652039325
1739209723.6550245;-45.120503652039325
1739209723.6550274;-45.120503652039325
1739209723.65503;-45.120503652039325
1739209723.6550326;-45.120503652039325
1739209723.6550353;-45.120503652039325
1739209723.655038;-38.13080360867914
1739209723.6550407;-38.13080360867914
1739209723.6550434;-45.120503652039325
1739209723.655046;-45.120503652039325
1739209723.6550488;-32.816014438256545
1739209723.6550515;-38.13080360867914
1739209723.655054;-38.13080360867914
1739209723.6550567;-38.13080360867914
1739209723.6550596;-38.13080360867914
1739209723.6550622;-31.141103565318915
1739209723.6550648;-45.120503652039325
1739209723.6550674;-38.13080360867914
1739209723.6550703;-38.13080360867914
