CAN Message; 0x98:00006c2bd0ae3103
Timestamp;Amplitude
1739209723.6529698;-38.13080360867914
1739209723.6529725;-45.120503652039325
1739209723.6529753;-38.13080360867914
1739209723.652978;-38.13080360867914
1739209723.6529806;-45.120503652039325
1739209723.6529832;-45.120503652039325
1739209723.652986;-45.120503652039325
1739209723.6529887;-45.120503652039325
1739209723.6529913;-35.57807855764607
1739209723.652994;-35.57807855764607
1739209723.6529968;-45.120503652039325
1739209723.6529994;-38.13080360867914
1739209723.653002;-35.57807855764607
1739209723.6530046;-38.13080360867914
1739209723.6530075;-45.120503652039325
1739209723.6530101;-45.120503652039325
1739209723.6530128;-45.120503652039325
1739209723.6530154;-38.13080360867914
1739209723.653018;-33.981070128970906
1739209723.6530209;-45.120503652039325
1739209723.6530235;-32.816014438256545
1739209723.653026;-33.981070128970906
1739209723.6530287;-45.120503652039325
1739209723.6530316;-38.13080360867914
1739209723.6530342;-35.57807855764607
1739209723.6530368;-38.13080360867914
1739209723.6530395;-45.120503652039325
1739209723.6530423;-32.816014438256545
1739209723.653045;-45.120503652039325
1739209723.6530476;-45.120503652039325
1739209723.6530502;-38.13080360867914
1739209723.653053;-38.13080360867914
1739209723.6530557;-45.120503652039325
1739209723.6530583;-35.57807855764607
1739209723.653061;-33.981070128970906
1739209723.6530638;-45.120503652039325
1739209723.6530664;-38.13080360867914
1739209723.653069;-35.57807855764607
1739209723.6530716;-45.120503652039325
1739209723.6530743;-45.120503652039325
1739209723.6530771;-45.120503652039325
1739209723.6530797;-45.120503652039325
1739209723.6530824;-45.120503652039325
1739209723.653085;-45.120503652039325
1739209723.6530879;-45.120503652039325
1739209723.6530905;-45.120503652039325
1739209723.653093;-45.120503652039325
1739209723.6530957;-45.120503652039325
1739209723.6530986;-45.120503652039325
1739209723.6531012;-38.13080360867914
1739209723.6531038;-45.120503652039325
1739209723.6531065;-38.13080360867914
1739209723.6531093;-45.120503652039325
1739209723.653112;-38.13080360867914
1739209723.6531146;-38.13080360867914
1739209723.6531172;-38.13080360867914
1739209723.6531198;-45.120503652039325
1739209723.6531227;-38.13080360867914
1739209723.6531253;-38.13080360867914
1739209723.653128;-45.120503652039325
1739209723.6531305;-38.13080360867914
1739209723.6531334;-38.13080360867914
1739209723.653136;-38.13080360867914
1739209723.6531386;-45.120503652039325
1739209723.6531413;-35.57807855764607
1739209723.6531441;-35.57807855764607
1739209723.6531467;-38.13080360867914
1739209723.6531494;-38.13080360867914
1739209723.653152;-38.13080360867914
1739209723.6531549;-45.120503652039325
1739209723.6531575;-38.13080360867914
1739209723.65316;-45.120503652039325
1739209723.6531627;-45.120503652039325
1739209723.6531653;-38.13080360867914
1739209723.6531682;-38.13080360867914
1739209723.6531708;-35.57807855764607
1739209723.6531734;-45.120503652039325
1739209723.653176;-38.13080360867914
1739209723.653179;-33.981070128970906
1739209723.6531816;-38.13080360867914
1739209723.6531842;-38.13080360867914
1739209723.6531868;-35.57807855764607
1739209723.6531897;-38.13080360867914
1739209723.6531923;-38.13080360867914
1739209723.653195;-45.120503652039325
1739209723.6531975;-38.13080360867914
1739209723.6532004;-32.816014438256545
1739209723.653203;-45.120503652039325
1739209723.6532056;-45.120503652039325
1739209723.6532083;-45.120503652039325
1739209723.653211;-33.981070128970906
1739209723.6532137;-38.13080360867914
1739209723.6532164;-45.120503652039325
1739209723.653219;-33.981070128970906
1739209723.6532216;-38.13080360867914
1739209723.6532245;-38.13080360867914
1739209723.653227;-35.57807855764607
1739209723.6532297;-38.13080360867914
1739209723.6532323;-33.981070128970906
1739209723.6532352;-45.120503652039325
1739209723.6532378;-38.13080360867914
1739209723.6532404;-38.13080360867914
1739209723.653243;-38.13080360867914
1739209723.653246;-38.13080360867914
1739209723.6532485;-45.120503652039325
1739209723.6532512;-45.120503652039325
1739209723.6532538;-38.13080360867914
1739209723.6532567;-38.13080360867914
1739209723.6532593;-45.120503652039325
1739209723.653262;-45.120503652039325
1739209723.6532645;-38.13080360867914
1739209723.6532671;-38.13080360867914
1739209723.65327;-38.13080360867914
1739209723.6532726;-38.13080360867914
1739209723.6532753;-35.57807855764607
1739209723.6532779;-35.57807855764607
1739209723.6532807;-45.120503652039325
1739209723.6532834;-38.13080360867914
1739209723.653286;-33.981070128970906
1739209723.6532886;-45.120503652039325
1739209723.6532915;-33.981070128970906
1739209723.653294;-38.13080360867914
1739209723.6532967;-35.57807855764607
1739209723.6532993;-45.120503652039325
1739209723.6533022;-38.13080360867914
1739209723.6533048;-38.13080360867914
1739209723.6533074;-35.57807855764607
1739209723.65331;-38.13080360867914
1739209723.6533127;-33.981070128970906
1739209723.6533155;-45.120503652039325
1739209723.6533182;-45.120503652039325
1739209723.6533208;-38.13080360867914
1739209723.6533234;-45.120503652039325
1739209723.6533263;-33.981070128970906
1739209723.653329;-31.141103565318915
1739209723.6533315;-38.13080360867914
1739209723.6533341;-38.13080360867914
1739209723.653337;-35.57807855764607
1739209723.6533396;-45.120503652039325
1739209723.6533422;-45.120503652039325
1739209723.6533449;-33.981070128970906
1739209723.6533477;-45.120503652039325
1739209723.6533504;-45.120503652039325
1739209723.653353;-38.13080360867914
1739209723.6533556;-38.13080360867914
1739209723.6533585;-33.981070128970906
1739209723.653361;-45.120503652039325
1739209723.6533637;-45.120503652039325
1739209723.6533663;-32.816014438256545
1739209723.653369;-33.981070128970906
1739209723.6533718;-33.981070128970956
1739209723.6533744;-45.120503652039325
1739209723.653377;-38.13080360867914
1739209723.6533797;-33.981070128970906
1739209723.6533825;-38.13080360867914
1739209723.6533852;-38.13080360867914
1739209723.6533878;-35.57807855764607
1739209723.6533904;-35.57807855764607
1739209723.6533933;-28.58837851428586
1739209723.653396;-45.120503652039325
1739209723.6533985;-45.120503652039325
1739209723.6534011;-35.57807855764607
1739209723.653404;-45.120503652039325
1739209723.6534066;-45.120503652039325
1739209723.6534092;-38.13080360867914
1739209723.6534119;-33.981070128970906
1739209723.6534145;-45.120503652039325
1739209723.6534173;-45.120503652039325
1739209723.65342;-35.57807855764607
1739209723.6534226;-38.13080360867914
1739209723.6534252;-38.13080360867914
1739209723.653428;-38.13080360867914
1739209723.6534307;-35.57807855764607
1739209723.6534333;-38.13080360867914
1739209723.653436;-45.120503652039325
1739209723.6534388;-38.13080360867914
1739209723.6534414;-38.13080360867914
1739209723.653444;-45.120503652039325
1739209723.6534467;-38.13080360867914
1739209723.6534495;-33.981070128970906
1739209723.6534522;-45.120503652039325
1739209723.6534548;-38.13080360867914
1739209723.6534574;-35.57807855764607
1739209723.65346;-38.13080360867914
1739209723.653463;-45.120503652039325
1739209723.6534655;-33.981070128970906
1739209723.6534681;-29.438486411369333
1739209723.6534708;-45.120503652039325
1739209723.6534736;-38.13080360867914
1739209723.6534762;-38.13080360867914
1739209723.6534789;-38.13080360867914
1739209723.6534815;-45.120503652039325
1739209723.6534843;-38.13080360867914
1739209723.653487;-38.13080360867914
1739209723.6534896;-45.120503652039325
1739209723.6534922;-38.13080360867914
1739209723.653495;-45.120503652039325
1739209723.6534977;-38.13080360867914
1739209723.6535003;-32.816014438256545
1739209723.653503;-45.120503652039325
1739209723.6535058;-38.13080360867914
1739209723.6535084;-45.120503652039325
1739209723.653511;-45.120503652039325
1739209723.6535137;-45.120503652039325
1739209723.6535163;-38.13080360867914
1739209723.6535192;-38.13080360867914
1739209723.6535218;-45.120503652039325
1739209723.6535244;-45.120503652039325
1739209723.653527;-45.120503652039325
1739209723.65353;-45.120503652039325
1739209723.6535325;-35.57807855764607
1739209723.6535351;-38.13080360867914
1739209723.6535378;-45.120503652039325
1739209723.6535406;-45.120503652039325
1739209723.6535432;-45.120503652039325
1739209723.6535459;-31.141103565318915
1739209723.6535485;-45.120503652039325
1739209723.6535513;-45.120503652039325
1739209723.653554;-45.120503652039325
1739209723.6535566;-45.120503652039325
1739209723.6535592;-45.120503652039325
1739209723.6535618;-45.120503652039325
1739209723.6535647;-38.13080360867914
1739209723.6535673;-38.13080360867914
1739209723.65357;-38.13080360867914
1739209723.6535726;-45.120503652039325
1739209723.6535754;-35.57807855764607
1739209723.653578;-38.13080360867914
1739209723.6535807;-45.120503652039325
1739209723.6535833;-38.13080360867914
1739209723.6535861;-45.120503652039325
1739209723.6535888;-33.981070128970906
1739209723.6535914;-38.13080360867914
1739209723.653594;-38.13080360867914
1739209723.6535969;-35.57807855764607
1739209723.6535995;-31.141103565318915
1739209723.6536021;-45.120503652039325
1739209723.6536047;-45.120503652039325
1739209723.6536074;-38.13080360867914
1739209723.6536102;-38.13080360867914
1739209723.6536129;-45.120503652039325
1739209723.6536155;-38.13080360867914
1739209723.653618;-38.13080360867914
1739209723.653621;-38.13080360867914
1739209723.6536236;-38.13080360867914
1739209723.6536262;-38.13080360867914
1739209723.6536288;-38.13080360867914
1739209723.6536317;-38.13080360867914
1739209723.6536343;-45.120503652039325
1739209723.653637;-45.120503652039325
1739209723.6536396;-38.13080360867914
1739209723.6536424;-32.816014438256545
1739209723.653645;-45.120503652039325
1739209723.6536477;-45.120503652039325
1739209723.6536503;-35.57807855764607
1739209723.6536531;-31.141103565318915
1739209723.6536558;-38.13080360867914
1739209723.6536584;-38.13080360867914
1739209723.653661;-38.13080360867914
1739209723.6536636;-45.120503652039325
1739209723.6536665;-45.120503652039325
1739209723.653669;-45.120503652039325
1739209723.6536717;-38.13080360867914
1739209723.6536744;-32.816014438256545
1739209723.6536772;-33.981070128970906
1739209723.6536798;-38.13080360867914
1739209723.6536825;-45.120503652039325
1739209723.653685;-45.120503652039325
1739209723.653688;-38.13080360867914
1739209723.6536906;-45.120503652039325
1739209723.6536932;-45.120503652039325
1739209723.6536958;-28.992665084841942
1739209723.6536987;-38.13080360867914
1739209723.6537013;-38.13080360867914
1739209723.653704;-45.120503652039325
1739209723.6537066;-38.13080360867914
1739209723.6537092;-38.13080360867914
1739209723.653712;-38.13080360867914
1739209723.6537147;-38.13080360867914
1739209723.6537173;-33.981070128970906
1739209723.65372;-38.13080360867914
1739209723.6537228;-38.13080360867914
1739209723.6537254;-38.13080360867914
1739209723.653728;-38.13080360867914
1739209723.6537306;-45.120503652039325
1739209723.6537335;-38.13080360867914
1739209723.653736;-45.120503652039325
1739209723.6537387;-33.981070128970906
1739209723.6537414;-33.981070128970906
1739209723.6537442;-35.57807855764607
1739209723.6537468;-45.120503652039325
1739209723.6537495;-45.120503652039325
1739209723.653752;-35.57807855764607
1739209723.6537547;-35.57807855764607
1739209723.6537576;-45.120503652039325
1739209723.6537602;-38.13080360867914
1739209723.6537628;-38.13080360867914
1739209723.6537654;-45.120503652039325
1739209723.6537683;-45.120503652039325
1739209723.653771;-45.120503652039325
1739209723.6537735;-35.57807855764607
1739209723.6537762;-32.816014438256545
1739209723.653779;-45.120503652039325
1739209723.6537817;-38.13080360867914
1739209723.6537843;-31.141103565318915
1739209723.653787;-38.13080360867914
1739209723.6537898;-45.120503652039325
1739209723.6537924;-38.13080360867914
1739209723.653795;-33.981070128970906
1739209723.6537976;-33.981070128970906
1739209723.6538002;-38.13080360867914
1739209723.653803;-38.13080360867914
1739209723.6538057;-35.57807855764607
1739209723.6538084;-45.120503652039325
1739209723.653811;-45.120503652039325
1739209723.6538138;-45.120503652039325
1739209723.6538165;-35.57807855764607
1739209723.653819;-35.57807855764607
1739209723.6538217;-45.120503652039325
1739209723.6538246;-33.981070128970906
1739209723.6538272;-28.992665084841942
1739209723.6538298;-45.120503652039325
1739209723.6538324;-45.120503652039325
1739209723.6538353;-45.120503652039325
1739209723.653838;-45.120503652039325
1739209723.6538405;-38.13080360867914
1739209723.6538432;-45.120503652039325
1739209723.653846;-45.120503652039325
1739209723.6538486;-38.13080360867914
1739209723.6538513;-38.13080360867914
1739209723.653854;-45.120503652039325
1739209723.6538565;-45.120503652039325
1739209723.6538594;-32.816014438256545
1739209723.653862;-38.13080360867914
1739209723.6538646;-38.13080360867914
1739209723.6538672;-38.13080360867914
1739209723.65387;-45.120503652039325
1739209723.6538727;-38.13080360867914
1739209723.6538754;-38.13080360867914
1739209723.653878;-38.13080360867914
1739209723.6538808;-38.13080360867914
1739209723.6538835;-33.981070128970906
1739209723.653886;-45.120503652039325
1739209723.6538887;-45.120503652039325
1739209723.6538916;-30.49652367304973
1739209723.6538942;-38.13080360867914
1739209723.6538968;-45.120503652039325
1739209723.6538994;-38.13080360867914
1739209723.653902;-38.13080360867914
1739209723.653905;-45.120503652039325
1739209723.6539075;-45.120503652039325
1739209723.6539102;-45.120503652039325
1739209723.6539128;-38.13080360867914
1739209723.6539156;-38.13080360867914
1739209723.6539183;-45.120503652039325
1739209723.653921;-45.120503652039325
1739209723.6539235;-33.981070128970906
1739209723.6539264;-31.141103565318893
1739209723.653929;-45.120503652039325
1739209723.6539316;-38.13080360867914
1739209723.6539342;-33.981070128970906
1739209723.653937;-38.13080360867914
1739209723.6539397;-45.120503652039325
1739209723.6539423;-45.120503652039325
1739209723.653945;-38.13080360867914
1739209723.6539476;-45.120503652039325
1739209723.6539505;-45.120503652039325
1739209723.653953;-45.120503652039325
1739209723.6539557;-45.120503652039325
1739209723.6539583;-45.120503652039325
1739209723.6539612;-45.120503652039325
1739209723.6539638;-45.120503652039325
1739209723.6539664;-35.57807855764607
1739209723.653969;-35.57807855764607
1739209723.653972;-45.120503652039325
1739209723.6539745;-45.120503652039325
1739209723.6539772;-32.816014438256545
1739209723.6539798;-38.13080360867914
1739209723.6539826;-45.120503652039325
1739209723.6539853;-45.120503652039325
1739209723.653988;-45.120503652039325
1739209723.6539905;-38.13080360867914
1739209723.6539934;-38.13080360867914
1739209723.653996;-38.13080360867914
1739209723.6539986;-38.13080360867914
1739209723.6540012;-38.13080360867914
1739209723.6540039;-38.13080360867914
1739209723.6540067;-31.141103565318915
1739209723.6540093;-35.57807855764607
1739209723.654012;-35.57807855764607
1739209723.6540146;-45.120503652039325
1739209723.6540174;-45.120503652039325
1739209723.65402;-35.57807855764607
1739209723.6540227;-33.981070128970906
1739209723.6540253;-45.120503652039325
1739209723.6540282;-38.13080360867914
1739209723.6540308;-45.120503652039325
1739209723.6540334;-38.13080360867914
1739209723.654036;-45.120503652039325
1739209723.654039;-45.120503652039325
1739209723.6540415;-38.13080360867914
1739209723.6540442;-38.13080360867914
1739209723.6540468;-45.120503652039325
1739209723.6540494;-45.120503652039325
1739209723.6540523;-35.57807855764607
1739209723.6540549;-38.13080360867914
1739209723.6540575;-45.120503652039325
1739209723.6540601;-38.13080360867914
1739209723.654063;-45.120503652039325
1739209723.6540656;-31.141103565318915
1739209723.6540682;-38.13080360867914
1739209723.6540709;-38.13080360867914
1739209723.6540737;-38.13080360867914
1739209723.6540763;-31.141103565318915
1739209723.654079;-45.120503652039325
1739209723.6540816;-45.120503652039325
1739209723.6540844;-45.120503652039325
1739209723.654087;-45.120503652039325
1739209723.6540897;-45.120503652039325
1739209723.6540923;-45.120503652039325
1739209723.654095;-45.120503652039325
1739209723.6540978;-45.120503652039325
1739209723.6541004;-38.13080360867914
