CAN Message; 0x1b8:0100182ba63a8397
Timestamp;Amplitude
1739209778.0348294;-45.120503652039325
1739209778.0348341;-45.120503652039325
1739209778.0348387;-45.120503652039325
1739209778.0348432;-35.57807855764607
1739209778.034848;-45.120503652039325
1739209778.0348525;-45.120503652039325
1739209778.0348573;-33.981070128970906
1739209778.0348618;-38.13080360867914
1739209778.0348663;-38.13080360867914
1739209778.034871;-45.120503652039325
1739209778.0348756;-32.816014438256545
1739209778.0348802;-35.57807855764607
1739209778.034885;-45.120503652039325
1739209778.0348895;-45.120503652039325
1739209778.0348942;-45.120503652039325
1739209778.0348988;-38.13080360867914
1739209778.0349033;-45.120503652039325
1739209778.034908;-45.120503652039325
1739209778.0349126;-35.57807855764607
1739209778.0349174;-38.13080360867914
1739209778.034922;-45.120503652039325
1739209778.0349264;-38.13080360867914
1739209778.0349312;-38.13080360867914
1739209778.0349357;-31.141103565318915
1739209778.0349402;-45.120503652039325
1739209778.034945;-45.120503652039325
1739209778.0349495;-45.120503652039325
1739209778.0349543;-38.13080360867914
1739209778.0349588;-45.120503652039325
1739209778.0349634;-45.120503652039325
1739209778.0349681;-38.13080360867914
1739209778.0349727;-45.120503652039325
1739209778.0349774;-38.13080360867914
1739209778.034982;-45.120503652039325
1739209778.0349865;-38.13080360867914
1739209778.0349913;-45.120503652039325
1739209778.0349958;-38.13080360867914
1739209778.0350003;-38.13080360867914
1739209778.035005;-45.120503652039325
1739209778.0350096;-45.120503652039325
1739209778.0350144;-38.13080360867914
1739209778.035019;-45.120503652039325
1739209778.0350235;-32.816014438256545
1739209778.0350282;-33.981070128970906
1739209778.0350327;-45.120503652039325
1739209778.0350375;-38.13080360867914
1739209778.035042;-38.13080360867914
1739209778.0350466;-31.141103565318915
1739209778.0350513;-38.13080360867914
1739209778.0350559;-45.120503652039325
1739209778.0350604;-38.13080360867914
1739209778.0350652;-45.120503652039325
1739209778.0350697;-38.13080360867914
1739209778.0350745;-45.120503652039325
1739209778.035079;-45.120503652039325
1739209778.0350835;-38.13080360867914
1739209778.0350883;-45.120503652039325
1739209778.0350928;-45.120503652039325
1739209778.0350976;-38.13080360867914
1739209778.0351021;-45.120503652039325
1739209778.0351067;-45.120503652039325
1739209778.0351114;-45.120503652039325
1739209778.035116;-45.120503652039325
1739209778.0351205;-28.992665084841942
1739209778.0351253;-38.13080360867914
1739209778.0351298;-45.120503652039325
1739209778.0351346;-45.120503652039325
1739209778.035139;-32.816014438256545
1739209778.0351436;-45.120503652039325
1739209778.0351484;-45.120503652039325
1739209778.035153;-35.57807855764607
1739209778.0351577;-38.13080360867914
1739209778.0351622;-45.120503652039325
1739209778.0351667;-45.120503652039325
1739209778.0351715;-45.120503652039325
1739209778.035176;-45.120503652039325
1739209778.0351806;-38.13080360867914
1739209778.0351853;-38.13080360867914
1739209778.0351899;-45.120503652039325
1739209778.0351946;-38.13080360867914
1739209778.0351992;-45.120503652039325
1739209778.0352037;-38.13080360867914
1739209778.0352085;-38.13080360867914
1739209778.035213;-38.13080360867914
1739209778.0352178;-38.13080360867914
1739209778.0352223;-45.120503652039325
1739209778.0352268;-45.120503652039325
1739209778.0352316;-33.981070128970906
1739209778.0352361;-33.981070128970906
1739209778.0352407;-38.13080360867914
1739209778.0352454;-35.57807855764607
1739209778.03525;-38.13080360867914
1739209778.0352547;-35.57807855764607
1739209778.0352592;-38.13080360867914
1739209778.0352638;-45.120503652039325
1739209778.0352685;-32.816014438256545
1739209778.035273;-31.141103565318915
1739209778.0352778;-38.13080360867914
1739209778.0352824;-45.120503652039325
1739209778.035287;-45.120503652039325
1739209778.0352917;-38.13080360867914
1739209778.0352962;-45.120503652039325
1739209778.0353007;-45.120503652039325
1739209778.0353055;-38.13080360867914
1739209778.03531;-33.981070128970906
1739209778.0353148;-35.57807855764607
1739209778.0353193;-38.13080360867914
1739209778.0353239;-35.57807855764607
1739209778.0353286;-38.13080360867914
1739209778.0353332;-38.13080360867914
1739209778.035338;-45.120503652039325
1739209778.0353425;-45.120503652039325
1739209778.035347;-38.13080360867914
1739209778.0353518;-33.981070128970906
1739209778.0353563;-45.120503652039325
1739209778.0353608;-45.120503652039325
1739209778.0353656;-32.816014438256545
1739209778.03537;-38.13080360867914
1739209778.0353749;-45.120503652039325
1739209778.0353794;-38.13080360867914
1739209778.035384;-38.13080360867914
1739209778.0353887;-45.120503652039325
1739209778.0353932;-45.120503652039325
1739209778.035398;-38.13080360867914
1739209778.0354025;-45.120503652039325
1739209778.035407;-31.141103565318915
1739209778.0354118;-45.120503652039325
1739209778.0354164;-38.13080360867914
1739209778.035421;-33.981070128970906
1739209778.0354257;-35.57807855764607
1739209778.0354302;-45.120503652039325
1739209778.035435;-45.120503652039325
1739209778.0354395;-35.57807855764607
1739209778.035444;-38.13080360867914
1739209778.0354488;-45.120503652039325
1739209778.0354533;-38.13080360867914
1739209778.035458;-33.981070128970906
1739209778.0354626;-45.120503652039325
1739209778.0354671;-32.816014438256545
1739209778.035472;-33.981070128970906
1739209778.0354764;-45.120503652039325
1739209778.035481;-45.120503652039325
1739209778.0354857;-45.120503652039325
1739209778.0354903;-38.13080360867914
1739209778.035495;-38.13080360867914
1739209778.0354996;-45.120503652039325
1739209778.035504;-38.13080360867914
1739209778.0355089;-45.120503652039325
1739209778.0355134;-45.120503652039325
1739209778.0355182;-45.120503652039325
1739209778.0355227;-33.981070128970906
1739209778.0355272;-45.120503652039325
1739209778.035532;-35.57807855764607
1739209778.0355365;-35.57807855764607
1739209778.0355413;-45.120503652039325
1739209778.0355458;-45.120503652039325
1739209778.0355504;-33.981070128970906
1739209778.0355551;-38.13080360867914
1739209778.0355597;-38.13080360867914
1739209778.0355642;-32.816014438256545
1739209778.035569;-45.120503652039325
1739209778.0355735;-45.120503652039325
1739209778.0355783;-35.57807855764607
1739209778.0355828;-35.57807855764607
1739209778.0355873;-45.120503652039325
1739209778.035592;-45.120503652039325
1739209778.0355966;-38.13080360867914
1739209778.0356014;-38.13080360867914
1739209778.035606;-38.13080360867914
1739209778.0356104;-35.57807855764607
1739209778.0356152;-38.13080360867914
1739209778.0356197;-38.13080360867914
1739209778.0356243;-35.57807855764607
1739209778.035629;-35.57807855764607
1739209778.0356336;-38.13080360867914
1739209778.0356383;-35.57807855764607
1739209778.0356429;-38.13080360867914
1739209778.0356474;-45.120503652039325
1739209778.0356522;-45.120503652039325
1739209778.0356567;-35.57807855764607
1739209778.0356615;-45.120503652039325
1739209778.035666;-45.120503652039325
1739209778.0356705;-38.13080360867914
1739209778.0356753;-35.57807855764607
1739209778.0356798;-45.120503652039325
1739209778.0356843;-45.120503652039325
1739209778.035689;-45.120503652039325
1739209778.0356936;-45.120503652039325
1739209778.0356984;-38.13080360867914
1739209778.035703;-45.120503652039325
1739209778.0357075;-35.57807855764607
1739209778.0357122;-38.13080360867914
1739209778.0357168;-35.57807855764607
1739209778.0357215;-31.141103565318893
1739209778.035726;-45.120503652039325
1739209778.0357306;-45.120503652039325
1739209778.0357354;-45.120503652039325
1739209778.03574;-38.13080360867914
1739209778.0357444;-45.120503652039325
1739209778.0357492;-45.120503652039325
1739209778.0357537;-45.120503652039325
1739209778.0357585;-38.13080360867914
1739209778.035763;-35.57807855764607
1739209778.0357676;-45.120503652039325
1739209778.0357723;-38.13080360867914
1739209778.0357769;-45.120503652039325
1739209778.0357816;-35.57807855764607
1739209778.0357862;-45.120503652039325
1739209778.0357907;-32.816014438256545
1739209778.0357955;-28.58837851428586
1739209778.0358;-45.120503652039325
1739209778.0358045;-45.120503652039325
1739209778.0358093;-35.57807855764607
1739209778.0358138;-35.57807855764607
1739209778.0358186;-45.120503652039325
1739209778.035823;-45.120503652039325
1739209778.0358276;-38.13080360867914
1739209778.0358324;-38.13080360867914
1739209778.035837;-45.120503652039325
1739209778.0358417;-45.120503652039325
1739209778.0358462;-45.120503652039325
1739209778.0358508;-38.13080360867914
1739209778.0358555;-35.57807855764607
1739209778.03586;-35.57807855764607
1739209778.0358646;-45.120503652039325
1739209778.0358694;-33.981070128970956
1739209778.035874;-45.120503652039325
1739209778.0358787;-38.13080360867914
1739209778.0358832;-45.120503652039325
1739209778.0358877;-45.120503652039325
1739209778.0358925;-38.13080360867914
1739209778.035897;-45.120503652039325
1739209778.0359018;-38.13080360867914
1739209778.0359063;-28.992665084841942
1739209778.0359108;-38.13080360867914
1739209778.0359156;-45.120503652039325
1739209778.0359201;-38.13080360867914
1739209778.0359247;-38.13080360867914
1739209778.0359294;-38.13080360867914
1739209778.035934;-38.13080360867914
1739209778.0359387;-35.57807855764607
1739209778.0359433;-38.13080360867914
1739209778.0359478;-45.120503652039325
1739209778.0359526;-38.13080360867914
1739209778.035957;-45.120503652039325
1739209778.0359619;-45.120503652039325
1739209778.0359664;-35.57807855764607
1739209778.035971;-38.13080360867914
1739209778.0359757;-45.120503652039325
1739209778.0359802;-45.120503652039325
1739209778.0359848;-38.13080360867914
1739209778.0359895;-38.13080360867914
1739209778.035994;-45.120503652039325
1739209778.0359988;-45.120503652039325
1739209778.0360034;-38.13080360867914
1739209778.036008;-45.120503652039325
1739209778.0360126;-45.120503652039325
1739209778.0360172;-33.981070128970906
1739209778.036022;-38.13080360867914
1739209778.0360265;-38.13080360867914
1739209778.036031;-45.120503652039325
1739209778.0360358;-38.13080360867914
1739209778.0360403;-33.981070128970906
1739209778.0360448;-38.13080360867914
1739209778.0360496;-45.120503652039325
1739209778.0360541;-45.120503652039325
1739209778.036059;-38.13080360867914
1739209778.0360634;-33.981070128970906
1739209778.036068;-45.120503652039325
1739209778.0360727;-45.120503652039325
1739209778.0360773;-35.57807855764607
1739209778.036082;-32.816014438256545
1739209778.0360866;-45.120503652039325
1739209778.036091;-45.120503652039325
1739209778.0360959;-38.13080360867914
1739209778.0361004;-38.13080360867914
1739209778.036105;-38.13080360867914
1739209778.0361097;-38.13080360867914
1739209778.0361142;-38.13080360867914
1739209778.036119;-38.13080360867914
1739209778.0361235;-45.120503652039325
1739209778.036128;-45.120503652039325
1739209778.0361328;-38.13080360867914
1739209778.0361373;-33.981070128970906
1739209778.036142;-38.13080360867914
1739209778.0361466;-38.13080360867914
1739209778.0361512;-38.13080360867914
1739209778.036156;-45.120503652039325
1739209778.0361605;-38.13080360867914
1739209778.036165;-38.13080360867914
1739209778.0361698;-45.120503652039325
1739209778.0361743;-45.120503652039325
1739209778.036179;-35.57807855764607
1739209778.0361836;-38.13080360867914
1739209778.0361881;-45.120503652039325
1739209778.036193;-45.120503652039325
1739209778.0361974;-38.13080360867914
1739209778.0362022;-35.57807855764607
1739209778.0362067;-33.981070128970906
1739209778.0362113;-38.13080360867914
1739209778.036216;-38.13080360867914
1739209778.0362206;-35.57807855764607
1739209778.036225;-45.120503652039325
1739209778.0362298;-45.120503652039325
1739209778.0362344;-35.57807855764607
1739209778.0362391;-38.13080360867914
1739209778.0362437;-45.120503652039325
1739209778.0362482;-45.120503652039325
1739209778.036253;-45.120503652039325
1739209778.0362575;-38.13080360867914
1739209778.0362623;-38.13080360867914
1739209778.0362668;-38.13080360867914
1739209778.0362713;-38.13080360867914
1739209778.036276;-38.13080360867914
1739209778.0362806;-45.120503652039325
1739209778.0362852;-38.13080360867914
1739209778.03629;-38.13080360867914
1739209778.0362945;-35.57807855764607
1739209778.0362992;-38.13080360867914
1739209778.0363038;-45.120503652039325
1739209778.0363083;-38.13080360867914
1739209778.036313;-38.13080360867914
1739209778.0363176;-30.49652367304973
1739209778.0363224;-35.57807855764607
1739209778.036327;-45.120503652039325
1739209778.0363314;-45.120503652039325
1739209778.0363362;-33.981070128970906
1739209778.0363407;-45.120503652039325
1739209778.0363452;-45.120503652039325
1739209778.03635;-45.120503652039325
1739209778.0363545;-33.981070128970956
1739209778.0363593;-38.13080360867914
1739209778.0363638;-38.13080360867914
1739209778.0363684;-38.13080360867914
1739209778.0363731;-38.13080360867914
1739209778.0363777;-38.13080360867914
1739209778.0363824;-35.57807855764607
1739209778.036387;-45.120503652039325
1739209778.0363915;-30.49652367304973
1739209778.0363963;-38.13080360867914
1739209778.0364008;-45.120503652039325
1739209778.0364053;-45.120503652039325
1739209778.03641;-33.981070128970906
1739209778.0364146;-38.13080360867914
1739209778.0364194;-45.120503652039325
1739209778.036424;-38.13080360867914
1739209778.0364285;-45.120503652039325
1739209778.0364332;-45.120503652039325
1739209778.0364377;-38.13080360867914
1739209778.0364425;-45.120503652039325
1739209778.036447;-38.13080360867914
1739209778.0364516;-38.13080360867914
1739209778.0364563;-38.13080360867914
1739209778.0364609;-45.120503652039325
1739209778.0364654;-38.13080360867914
1739209778.0364702;-45.120503652039325
1739209778.0364747;-45.120503652039325
1739209778.0364795;-45.120503652039325
1739209778.036484;-38.13080360867914
1739209778.0364885;-45.120503652039325
1739209778.0364933;-35.57807855764607
1739209778.0364978;-38.13080360867914
1739209778.0365026;-32.816014438256545
1739209778.0365071;-35.57807855764607
1739209778.0365117;-45.120503652039325
1739209778.0365164;-45.120503652039325
1739209778.036521;-35.57807855764607
1739209778.0365255;-35.57807855764607
1739209778.0365303;-45.120503652039325
1739209778.0365348;-32.816014438256545
1739209778.0365396;-45.120503652039325
1739209778.036544;-45.120503652039325
1739209778.0365486;-45.120503652039325
1739209778.0365534;-45.120503652039325
1739209778.036558;-45.120503652039325
1739209778.0365627;-38.13080360867914
1739209778.0365672;-38.13080360867914
1739209778.0365717;-45.120503652039325
1739209778.0365765;-29.438486411369333
1739209778.036581;-28.21854285175415
1739209778.0365856;-45.120503652039325
1739209778.0365903;-45.120503652039325
1739209778.0365949;-38.13080360867914
1739209778.0365996;-38.13080360867914
1739209778.0366042;-45.120503652039325
1739209778.0366087;-38.13080360867914
1739209778.0366135;-38.13080360867914
1739209778.036618;-45.120503652039325
1739209778.0366228;-45.120503652039325
1739209778.0366273;-45.120503652039325
1739209778.0366318;-38.13080360867914
1739209778.0366366;-33.981070128970906
1739209778.0366411;-38.13080360867914
1739209778.0366457;-38.13080360867914
1739209778.0366504;-38.13080360867914
1739209778.036655;-38.13080360867914
1739209778.0366597;-45.120503652039325
1739209778.0366642;-45.120503652039325
1739209778.0366688;-38.13080360867914
1739209778.0366735;-38.13080360867914
1739209778.036678;-38.13080360867914
1739209778.0366828;-45.120503652039325
1739209778.0366874;-35.57807855764607
1739209778.036692;-32.816014438256545
1739209778.0366967;-45.120503652039325
1739209778.0367012;-45.120503652039325
1739209778.0367057;-45.120503652039325
1739209778.0367105;-38.13080360867914
1739209778.036715;-45.120503652039325
1739209778.0367198;-38.13080360867914
1739209778.0367243;-38.13080360867914
1739209778.0367289;-45.120503652039325
1739209778.0367336;-38.13080360867914
1739209778.0367382;-45.120503652039325
1739209778.036743;-45.120503652039325
1739209778.0367475;-38.13080360867914
1739209778.036752;-38.13080360867914
1739209778.0367568;-45.120503652039325
1739209778.0367613;-38.13080360867914
1739209778.0367658;-38.13080360867914
1739209778.0367706;-45.120503652039325
1739209778.036775;-45.120503652039325
1739209778.0367799;-45.120503652039325
1739209778.0367844;-38.13080360867914
1739209778.036789;-38.13080360867914
1739209778.0367937;-45.120503652039325
1739209778.0367982;-45.120503652039325
1739209778.036803;-45.120503652039325
1739209778.0368075;-33.981070128970906
1739209778.036812;-38.13080360867914
1739209778.0368168;-38.13080360867914
1739209778.0368214;-45.120503652039325
1739209778.036826;-45.120503652039325
1739209778.0368307;-38.13080360867914
1739209778.0368352;-45.120503652039325
1739209778.03684;-45.120503652039325
1739209778.0368445;-38.13080360867914
1739209778.036849;-38.13080360867914
1739209778.0368538;-45.120503652039325
1739209778.0368583;-45.120503652039325
1739209778.036863;-38.13080360867914
1739209778.0368676;-45.120503652039325
1739209778.0368721;-45.120503652039325
1739209778.036877;-38.13080360867914
1739209778.0368814;-33.981070128970906
1739209778.036886;-38.13080360867914
1739209778.0368907;-38.13080360867914
1739209778.0368953;-35.57807855764607
1739209778.0369;-38.13080360867914
1739209778.0369046;-38.13080360867914
1739209778.036909;-38.13080360867914
1739209778.0369139;-38.13080360867914
1739209778.0369184;-38.13080360867914
1739209778.0369232;-38.13080360867914
1739209778.0369277;-35.57807855764607
1739209778.0369322;-38.13080360867914
1739209778.036937;-38.13080360867914
1739209778.0369415;-38.13080360867914
1739209778.036946;-45.120503652039325
1739209778.0369508;-35.57807855764607
1739209778.0369554;-38.13080360867914
1739209778.0369601;-45.120503652039325
1739209778.0369647;-38.13080360867914
1739209778.0369692;-38.13080360867914
1739209778.036974;-45.120503652039325
1739209778.0369785;-45.120503652039325
1739209778.0369833;-38.13080360867914
1739209778.0369878;-38.13080360867914
1739209778.0369923;-45.120503652039325
1739209778.036997;-45.120503652039325
1739209778.0370016;-38.13080360867914
1739209778.0370061;-33.981070128970906
1739209778.037011;-38.13080360867914
1739209778.0370154;-45.120503652039325
1739209778.0370202;-38.13080360867914
1739209778.0370247;-33.981070128970906
1739209778.0370293;-38.13080360867914
1739209778.037034;-45.120503652039325
1739209778.0370386;-35.57807855764607
1739209778.0370433;-35.57807855764607
1739209778.0370479;-38.13080360867914
1739209778.0370524;-38.13080360867914
1739209778.0370572;-38.13080360867914
1739209778.0370617;-38.13080360867914
1739209778.0370662;-33.981070128970906
1739209778.037071;-45.120503652039325
1739209778.0370755;-38.13080360867914
1739209778.0370803;-38.13080360867914
1739209778.0370848;-45.120503652039325
1739209778.0370893;-45.120503652039325
1739209778.037094;-35.57807855764607
1739209778.0370986;-33.981070128970906
1739209778.0371034;-31.14110356531892
1739209778.037108;-38.13080360867914
1739209778.0371125;-35.57807855764607
1739209778.0371172;-38.13080360867914
1739209778.0371218;-45.120503652039325
1739209778.0371263;-38.13080360867914
1739209778.037131;-38.13080360867914
1739209778.0371356;-38.13080360867914
1739209778.0371404;-27.267205301931607
1739209778.037145;-38.13080360867914
1739209778.0371494;-38.13080360867914
1739209778.0371542;-45.120503652039325
1739209778.0371587;-38.13080360867914
1739209778.0371635;-38.13080360867914
1739209778.037168;-38.13080360867914
1739209778.0371726;-45.120503652039325
1739209778.0371773;-35.57807855764607
1739209778.0371819;-38.13080360867914
1739209778.0371864;-45.120503652039325
1739209778.0371912;-45.120503652039325
1739209778.0371957;-38.13080360867914
1739209778.0372005;-45.120503652039325
1739209778.037205;-45.120503652039325
1739209778.0372095;-38.13080360867914
1739209778.0372143;-31.141103565318915
1739209778.0372188;-45.120503652039325
1739209778.0372236;-45.120503652039325
1739209778.037228;-38.13080360867914
1739209778.0372326;-33.981070128970906
1739209778.0372374;-45.120503652039325
1739209778.037242;-38.13080360867914
1739209778.0372465;-38.13080360867914
1739209778.0372512;-32.816014438256545
1739209778.0372558;-38.13080360867914
1739209778.0372605;-45.120503652039325
1739209778.037265;-35.57807855764607
1739209778.0372696;-38.13080360867914
1739209778.0372744;-45.120503652039325
1739209778.037279;-45.120503652039325
1739209778.0372837;-45.120503652039325
1739209778.0372882;-33.981070128970956
1739209778.0372927;-45.120503652039325
1739209778.0372975;-38.13080360867914
1739209778.037302;-45.120503652039325
1739209778.0373065;-45.120503652039325
1739209778.0373113;-38.13080360867914
1739209778.0373158;-45.120503652039325
1739209778.0373206;-38.13080360867914
1739209778.0373251;-30.49652367304973
1739209778.0373297;-35.57807855764607
1739209778.0373344;-45.120503652039325
1739209778.037339;-38.13080360867914
1739209778.0373437;-38.13080360867914
1739209778.0373483;-45.120503652039325
1739209778.0373528;-38.13080360867914
1739209778.0373576;-45.120503652039325
1739209778.037362;-45.120503652039325
1739209778.0373666;-45.120503652039325
1739209778.0373714;-38.13080360867914
1739209778.037376;-35.57807855764607
1739209778.0373807;-38.13080360867914
1739209778.0373852;-31.141103565318915
1739209778.0373898;-35.57807855764607
1739209778.0373945;-38.13080360867914
1739209778.037399;-45.120503652039325
1739209778.0374038;-33.981070128970906
1739209778.0374084;-38.13080360867914
1739209778.037413;-38.13080360867914
1739209778.0374177;-45.120503652039325
1739209778.0374222;-45.120503652039325
1739209778.0374267;-33.981070128970906
1739209778.0374315;-38.13080360867914
1739209778.037436;-35.57807855764607
1739209778.0374408;-38.13080360867914
1739209778.0374453;-38.13080360867914
1739209778.0374498;-45.120503652039325
1739209778.0374546;-35.57807855764607
1739209778.0374591;-38.13080360867914
1739209778.037464;-45.120503652039325
1739209778.0374684;-30.49652367304973
1739209778.037473;-45.120503652039325
1739209778.0374777;-45.120503652039325
1739209778.0374823;-35.57807855764607
1739209778.0374868;-35.57807855764607
1739209778.0374916;-45.120503652039325
1739209778.037496;-45.120503652039325
1739209778.0375009;-35.57807855764607
1739209778.0375054;-35.57807855764607
1739209778.03751;-38.13080360867914
1739209778.0375147;-38.13080360867914
1739209778.0375192;-45.120503652039325
1739209778.037524;-45.120503652039325
1739209778.0375285;-45.120503652039325
1739209778.037533;-45.120503652039325
1739209778.0375378;-38.13080360867914
1739209778.0375423;-35.57807855764607
1739209778.0375469;-45.120503652039325
1739209778.0375516;-45.120503652039325
1739209778.0375562;-38.13080360867914
1739209778.037561;-38.13080360867914
1739209778.0375655;-35.57807855764607
1739209778.03757;-32.816014438256545
1739209778.0375748;-45.120503652039325
1739209778.0375793;-45.120503652039325
1739209778.037584;-45.120503652039325
1739209778.0375886;-45.120503652039325
1739209778.0375931;-45.120503652039325
1739209778.037598;-45.120503652039325
1739209778.0376024;-38.13080360867914
1739209778.037607;-45.120503652039325
1739209778.0376117;-38.13080360867914
1739209778.0376163;-45.120503652039325
1739209778.037621;-38.13080360867914
1739209778.0376256;-33.981070128970906
1739209778.03763;-45.120503652039325
1739209778.0376348;-45.120503652039325
1739209778.0376394;-38.13080360867914
1739209778.0376441;-38.13080360867914
1739209778.0376487;-45.120503652039325
1739209778.0376532;-45.120503652039325
1739209778.037658;-38.13080360867914
1739209778.0376625;-38.13080360867914
1739209778.037667;-38.13080360867914
1739209778.0376718;-45.120503652039325
1739209778.0376763;-38.13080360867914
1739209778.037681;-38.13080360867914
1739209778.0376856;-38.13080360867914
1739209778.0376902;-38.13080360867914
1739209778.037695;-38.13080360867914
1739209778.0376995;-45.120503652039325
1739209778.0377042;-38.13080360867914
1739209778.0377088;-45.120503652039325
1739209778.0377133;-38.13080360867914
1739209778.037718;-38.13080360867914
1739209778.0377226;-45.120503652039325
1739209778.037727;-45.120503652039325
1739209778.037732;-45.120503652039325
1739209778.0377364;-33.981070128970906
1739209778.0377412;-33.981070128970906
1739209778.0377457;-33.981070128970906
1739209778.0377502;-38.13080360867914
1739209778.037755;-32.816014438256545
1739209778.0377595;-38.13080360867914
1739209778.0377643;-33.981070128970906
1739209778.0377688;-38.13080360867914
1739209778.0377734;-31.141103565318915
1739209778.0377781;-33.981070128970906
1739209778.0377827;-45.120503652039325
1739209778.0377872;-38.13080360867914
1739209778.037792;-45.120503652039325
1739209778.0377965;-38.13080360867914
1739209778.0378013;-38.13080360867914
1739209778.0378058;-38.13080360867914
1739209778.0378103;-33.981070128970906
1739209778.037815;-31.141103565318915
1739209778.0378196;-38.13080360867914
1739209778.0378244;-45.120503652039325
1739209778.037829;-38.13080360867914
1739209778.0378335;-38.13080360867914
1739209778.0378382;-45.120503652039325
1739209778.0378428;-45.120503652039325
1739209778.0378475;-38.13080360867914
1739209778.037852;-38.13080360867914
1739209778.0378566;-38.13080360867914
1739209778.0378613;-38.13080360867914
1739209778.0378659;-38.13080360867914
1739209778.0378704;-38.13080360867914
1739209778.0378752;-38.13080360867914
1739209778.0378797;-45.120503652039325
1739209778.0378845;-38.13080360867914
1739209778.037889;-35.57807855764607
1739209778.0378935;-38.13080360867914
1739209778.0378983;-45.120503652039325
1739209778.0379028;-45.120503652039325
1739209778.0379076;-38.13080360867914
1739209778.0379121;-38.13080360867914
1739209778.0379167;-38.13080360867914
1739209778.0379214;-38.13080360867914
