CAN Message; 0x1d3:000097d8bbef1a7c
1739209808.4825666;-33.981070128970906
1739209808.482576;-45.120503652039325
1739209808.482585;-21.598678470925666
1739209808.482594;-20.954098578656478
1739209808.482603;-27.267205301931607
1739209808.4826121;-29.438486411369333
1739209808.4826212;-25.826314394896357
1739209808.4826303;-45.120503652039325
1739209808.4826393;-29.438486411369333
1739209808.4826484;-32.816014438256545
1739209808.4826574;-38.13080360867914
1739209808.4826667;-38.13080360867914
1739209808.4826758;-38.13080360867914
1739209808.4826849;-33.981070128970906
1739209808.482694;-28.588378514285886
1739209808.482703;-20.954098578656485
1739209808.482712;-28.21854285175415
1739209808.482721;-32.81601443825658
1739209808.4827302;-45.120503652039325
1739209808.4827392;-45.120503652039325
1739209808.4827483;-45.120503652039325
1739209808.4827576;-38.13080360867914
1739209808.4827666;-35.57807855764607
1739209808.4827757;-35.57807855764607
1739209808.4827847;-33.981070128970906
1739209808.4827938;-38.13080360867914
1739209808.4828029;-26.991370085610722
1739209808.482812;-26.991370085610722
1739209808.482821;-24.589719217205094
1739209808.48283;-33.981070128970906
1739209808.482839;-45.120503652039325
1739209808.4828484;-45.120503652039325
1739209808.4828575;-38.13080360867914
1739209808.4828665;-38.13080360867914
1739209808.4828756;-31.141103565318943
1739209808.4828846;-45.120503652039325
1739209808.4828937;-45.120503652039325
1739209808.4829028;-45.120503652039325
1739209808.4829118;-33.981070128970906
1739209808.482921;-23.273589343863303
1739209808.48293;-23.273589343863303
1739209808.4829392;-31.141103565318943
1739209808.4829483;-38.13080360867914
1739209808.4829574;-45.120503652039325
1739209808.4829664;-31.141103565318915
1739209808.4829755;-32.816014438256545
1739209808.4829845;-45.120503652039325
1739209808.4829936;-32.816014438256545
1739209808.4830027;-38.13080360867914
1739209808.4830117;-45.120503652039325
1739209808.4830208;-28.21854285175415
1739209808.48303;-24.151403521958734
1739209808.4830391;-27.87774495603143
1739209808.4830482;-30.49652367304973
1739209808.4830573;-38.13080360867914
1739209808.4830663;-31.141103565318915
1739209808.4830754;-35.57807855764607
1739209808.4830844;-38.13080360867914
1739209808.4830935;-45.120503652039325
1739209808.4831026;-45.120503652039325
1739209808.4831119;-45.120503652039325
1739209808.483121;-38.13080360867914
1739209808.48313;-45.120503652039325
1739209808.483139;-27.267205301931607
1739209808.483148;-22.54371790334745
1739209808.4831572;-28.588378514285886
1739209808.4831662;-32.816014438256545
1739209808.4831753;-29.438486411369347
1739209808.4831843;-31.141103565318915
1739209808.4831934;-33.981070128970906
1739209808.4832027;-38.13080360867914
1739209808.4832118;-33.981070128970906
1739209808.4832208;-45.120503652039325
1739209808.4832299;-38.13080360867914
1739209808.483239;-45.120503652039325
1739209808.483248;-45.120503652039325
1739209808.483257;-38.13080360867914
1739209808.483266;-33.981070128970906
1739209808.4832752;-45.120503652039325
1739209808.4832842;-38.13080360867914
1739209808.4832935;-35.57807855764607
1739209808.4833026;-35.57807855764607
1739209808.4833117;-38.13080360867914
1739209808.4833207;-38.13080360867914
1739209808.4833298;-45.120503652039325
1739209808.4833388;-45.120503652039325
1739209808.483348;-38.13080360867914
1739209808.483357;-45.120503652039325
1739209808.483366;-33.981070128970906
1739209808.483375;-33.981070128970906
1739209808.4833844;-38.13080360867914
1739209808.4833934;-38.13080360867914
1739209808.4834025;-38.13080360867914
1739209808.4834116;-38.13080360867914
1739209808.4834206;-45.120503652039325
1739209808.4834297;-38.13080360867914
1739209808.4834387;-45.120503652039325
1739209808.4834478;-45.120503652039325
1739209808.4834569;-33.981070128970906
1739209808.483466;-33.981070128970906
1739209808.4834752;-38.13080360867914
1739209808.4834843;-45.120503652039325
1739209808.4834933;-38.13080360867914
1739209808.4835024;-38.13080360867914
1739209808.4835114;-38.13080360867914
1739209808.4835205;-38.13080360867914
1739209808.4835296;-45.120503652039325
1739209808.4835386;-38.13080360867914
1739209808.4835477;-38.13080360867914
1739209808.4835567;-38.13080360867914
1739209808.483566;-38.13080360867914
1739209808.483575;-38.13080360867914
1739209808.4835842;-38.13080360867914
1739209808.4835932;-45.120503652039325
1739209808.4836023;-45.120503652039325
1739209808.4836113;-38.13080360867914
1739209808.4836204;-38.13080360867914
1739209808.4836295;-45.120503652039325
1739209808.4836385;-45.120503652039325
1739209808.4836476;-45.120503652039325
1739209808.483657;-38.13080360867914
1739209808.483666;-38.13080360867914
1739209808.483675;-45.120503652039325
1739209808.483684;-45.120503652039325
1739209808.4836931;-38.13080360867914
1739209808.4837022;-35.57807855764607
1739209808.4837112;-38.13080360867914
1739209808.4837203;-38.13080360867914
1739209808.4837294;-35.57807855764607
1739209808.4837384;-38.13080360867914
1739209808.4837477;-45.120503652039325
1739209808.4837568;-33.981070128970906
1739209808.4837658;-31.141103565318915
1739209808.483775;-45.120503652039325
1739209808.483784;-33.981070128970906
1739209808.483793;-33.981070128970906
1739209808.483802;-38.13080360867914
1739209808.4838111;-45.120503652039325
1739209808.4838202;-45.120503652039325
1739209808.4838293;-38.13080360867914
1739209808.4838386;-30.49652367304976
1739209808.4838476;-38.13080360867914
1739209808.4838567;-38.13080360867914
1739209808.4838657;-45.120503652039325
1739209808.4838748;-45.120503652039325
1739209808.4838839;-45.120503652039325
1739209808.483893;-38.13080360867914
1739209808.483902;-32.816014438256545
1739209808.483911;-31.141103565318915
1739209808.48392;-38.13080360867914
1739209808.4839294;-45.120503652039325
1739209808.4839385;-35.57807855764607
1739209808.4839475;-38.13080360867914
1739209808.4839566;-45.120503652039325
1739209808.4839656;-28.992665084841942
1739209808.4839747;-45.120503652039325
1739209808.4839838;-33.981070128970956
1739209808.4839928;-38.13080360867914
1739209808.4840019;-35.57807855764607
1739209808.484011;-28.58837851428586
1739209808.4840202;-31.141103565318943
1739209808.4840293;-30.49652367304976
1739209808.4840384;-28.218542851754165
1739209808.4840474;-33.981070128970906
1739209808.4840565;-28.992665084841967
1739209808.4840655;-32.81601443825658
1739209808.4840746;-38.13080360867914
1739209808.4840837;-33.981070128970906
1739209808.4840927;-38.13080360867914
1739209808.4841018;-28.992665084841942
1739209808.484111;-45.120503652039325
1739209808.4841201;-26.991370085610722
1739209808.4841292;-27.267205301931607
1739209808.4841383;-33.981070128970906
1739209808.4841473;-33.981070128970906
1739209808.4841564;-33.981070128970906
1739209808.4841654;-38.13080360867914
1739209808.4841745;-24.589719217205094
1739209808.4841835;-28.992665084841942
1739209808.4841926;-33.981070128970956
1739209808.484202;-24.15140352195872
1739209808.484211;-25.62660358559016
1739209808.48422;-33.981070128970906
1739209808.484229;-45.120503652039325
1739209808.4842381;-26.991370085610722
1739209808.4842472;-26.991370085610722
1739209808.4842563;-33.981070128970956
1739209808.4842653;-28.58837851428586
1739209808.4842744;-31.141103565318915
1739209808.4842834;-38.13080360867914
1739209808.4842927;-38.13080360867914
1739209808.4843018;-33.981070128970906
1739209808.4843109;-23.273589343863303
1739209808.48432;-30.49652367304973
1739209808.484329;-29.438486411369333
1739209808.484338;-35.57807855764607
1739209808.484347;-33.981070128970906
1739209808.4843562;-24.15140352195872
1739209808.4843652;-38.13080360867914
1739209808.4843743;-45.120503652039325
1739209808.4843836;-28.992665084841942
1739209808.4843926;-33.981070128970906
1739209808.4844017;-29.438486411369333
1739209808.4844108;-32.816014438256545
1739209808.4844198;-28.992665084841942
1739209808.484429;-31.14110356531892
1739209808.484438;-38.13080360867914
1739209808.484447;-33.981070128970906
1739209808.484456;-32.816014438256545
1739209808.4844651;-26.487275050834715
1739209808.4844744;-45.120503652039325
1739209808.4844835;-33.981070128970906
1739209808.4844925;-24.151403521958727
1739209808.4845016;-45.120503652039325
1739209808.4845107;-33.981070128970906
1739209808.4845197;-25.826314394896357
1739209808.4845288;-24.746238672633048
1739209808.4845378;-30.49652367304973
1739209808.484547;-38.13080360867914
1739209808.484556;-25.077289914212862
1739209808.4845653;-30.49652367304976
1739209808.4845743;-31.141103565318943
1739209808.4845834;-29.438486411369347
1739209808.4845924;-22.264930561961556
1739209808.4846015;-28.992665084841942
1739209808.4846106;-30.49652367304973
1739209808.4846196;-31.141103565318943
1739209808.4846287;-45.120503652039325
1739209808.4846377;-31.141103565318915
1739209808.484647;-33.981070128970956
1739209808.484656;-31.141103565318915
1739209808.4846652;-45.120503652039325
1739209808.4846742;-38.13080360867914
1739209808.4846833;-33.981070128970906
1739209808.4846923;-25.826314394896357
1739209808.4847014;-38.13080360867914
1739209808.4847105;-33.981070128970906
1739209808.4847195;-33.981070128970906
1739209808.4847286;-31.141103565318943
1739209808.4847379;-28.992665084841942
1739209808.484747;-30.49652367304973
1739209808.484756;-26.03565346325281
1739209808.484765;-24.746238672633048
1739209808.484774;-25.07728991421287
1739209808.4847832;-38.13080360867914
1739209808.4847922;-32.816014438256545
1739209808.4848013;-31.141103565318915
1739209808.4848104;-32.816014438256545
1739209808.4848194;-38.13080360867914
1739209808.4848287;-38.13080360867914
1739209808.4848378;-29.438486411369333
1739209808.4848468;-45.120503652039325
1739209808.484856;-28.58837851428586
1739209808.484865;-28.58837851428586
1739209808.484874;-35.57807855764607
1739209808.484883;-28.992665084841942
1739209808.4848921;-31.141103565318915
1739209808.4849012;-32.816014438256545
1739209808.4849102;-38.13080360867914
1739209808.4849195;-38.13080360867914
1739209808.4849286;-27.267205301931607
1739209808.4849377;-38.13080360867914
1739209808.4849467;-45.120503652039325
1739209808.4849558;-33.981070128970906
1739209808.4849648;-45.120503652039325
1739209808.484974;-31.141103565318915
1739209808.484983;-28.992665084841942
1739209808.484992;-30.49652367304973
1739209808.485001;-32.816014438256545
1739209808.4850104;-27.267205301931607
1739209808.4850194;-26.035653463252796
1739209808.4850285;-32.816014438256545
1739209808.4850376;-38.13080360867914
1739209808.4850466;-45.120503652039325
1739209808.4850557;-45.120503652039325
1739209808.4850647;-27.877744956031414
1739209808.4850738;-26.991370085610722
1739209808.4850829;-29.438486411369354
1739209808.485092;-27.267205301931607
1739209808.4851012;-24.746238672633048
1739209808.4851103;-27.267205301931607
1739209808.4851193;-27.267205301931607
1739209808.4851284;-38.13080360867914
1739209808.4851375;-31.141103565318915
1739209808.4851465;-33.981070128970956
1739209808.4851556;-28.992665084841942
1739209808.4851646;-33.981070128970906
1739209808.4851737;-25.252786309376837
1739209808.4851828;-45.120503652039325
1739209808.485192;-35.57807855764607
1739209808.4852011;-25.826314394896357
1739209808.4852102;-25.252786309376837
1739209808.4852192;-28.992665084841942
1739209808.4852283;-33.981070128970906
1739209808.4852374;-38.13080360867914
1739209808.4852464;-31.141103565318915
1739209808.4852555;-26.991370085610736
1739209808.4852645;-33.981070128970906
1739209808.4852736;-33.981070128970906
1739209808.485283;-35.57807855764607
1739209808.485292;-35.57807855764607
1739209808.485301;-28.992665084841942
1739209808.48531;-31.141103565318943
1739209808.4853191;-45.120503652039325
1739209808.4853282;-28.58837851428586
1739209808.4853373;-26.991370085610754
1739209808.4853463;-33.981070128970956
1739209808.4853554;-45.120503652039325
1739209808.4853644;-28.992665084841942
1739209808.4853737;-26.991370085610736
1739209808.4853828;-45.120503652039325
1739209808.4853919;-31.141103565318915
1739209808.485401;-45.120503652039325
1739209808.48541;-32.81601443825658
1739209808.485419;-27.267205301931607
1739209808.485428;-26.991370085610722
1739209808.4854372;-35.57807855764607
1739209808.4854462;-33.981070128970906
1739209808.4854553;-45.120503652039325
1739209808.4854646;-45.120503652039325
1739209808.4854736;-35.57807855764607
1739209808.4854827;-30.49652367304973
1739209808.4854918;-25.826314394896357
1739209808.4855008;-33.981070128970956
1739209808.4855099;-35.57807855764607
1739209808.485519;-45.120503652039325
1739209808.485528;-38.13080360867914
1739209808.485537;-35.57807855764607
1739209808.485546;-45.120503652039325
1739209808.4855554;-38.13080360867914
1739209808.4855645;-27.267205301931607
1739209808.4855735;-38.13080360867914
1739209808.4855826;-32.816014438256545
1739209808.4855917;-29.438486411369375
1739209808.4856007;-26.991370085610722
1739209808.4856098;-28.58837851428586
1739209808.4856188;-25.826314394896357
1739209808.485628;-28.992665084841942
1739209808.485637;-31.141103565318893
1739209808.4856462;-28.992665084841942
1739209808.4856553;-38.13080360867914
1739209808.4856644;-38.13080360867914
1739209808.4856734;-33.981070128970906
1739209808.4856825;-28.992665084841942
1739209808.4856915;-31.141103565318915
1739209808.4857006;-38.13080360867914
1739209808.4857097;-31.141103565318915
1739209808.4857187;-45.120503652039325
1739209808.4857278;-28.992665084841942
1739209808.485737;-32.816014438256545
1739209808.4857461;-28.992665084841942
1739209808.4857552;-45.120503652039325
1739209808.4857643;-38.13080360867914
1739209808.4857733;-33.981070128970906
1739209808.4857824;-45.120503652039325
1739209808.4857914;-30.49652367304973
1739209808.4858005;-31.141103565318893
1739209808.4858096;-38.13080360867914
1739209808.4858186;-28.992665084841942
1739209808.485828;-25.077289914212862
1739209808.485837;-32.81601443825658
1739209808.485846;-45.120503652039325
1739209808.485855;-29.438486411369333
1739209808.4858642;-33.981070128970906
1739209808.4858732;-31.141103565318915
1739209808.4858823;-28.992665084841967
1739209808.4858913;-38.13080360867914
1739209808.4859004;-33.981070128970906
1739209808.4859095;-30.49652367304976
1739209808.4859188;-27.877744956031414
1739209808.4859278;-25.077289914212862
1739209808.4859369;-28.218542851754165
1739209808.485946;-28.992665084841967
1739209808.485955;-30.49652367304973
1739209808.485964;-38.13080360867914
1739209808.4859731;-27.267205301931607
1739209808.4859822;-26.487275050834715
1739209808.4859912;-38.13080360867914
1739209808.4860003;-31.141103565318893
1739209808.4860096;-31.141103565318893
1739209808.4860187;-35.57807855764607
1739209808.4860277;-26.487275050834715
1739209808.4860368;-45.120503652039325
1739209808.4860458;-32.816014438256545
1739209808.486055;-28.992665084841942
1739209808.486064;-31.141103565318915
1739209808.486073;-21.676580915188183
1739209808.486082;-33.981070128970906
1739209808.4860911;-28.58837851428586
1739209808.4861004;-33.981070128970956
1739209808.4861095;-28.21854285175415
1739209808.4861186;-30.49652367304973
1739209808.4861276;-26.991370085610722
1739209808.4861367;-45.120503652039325
1739209808.4861457;-24.151403521958727
1739209808.4861548;-24.438645034577675
1739209808.4861639;-27.267205301931607
1739209808.486173;-33.981070128970906
1739209808.4861822;-32.816014438256545
1739209808.4861913;-27.8777449560314
1739209808.4862003;-27.267205301931607
1739209808.4862094;-45.120503652039325
1739209808.4862185;-28.21854285175415
1739209808.4862275;-27.877744956031414
1739209808.4862366;-38.13080360867914
1739209808.4862456;-45.120503652039325
1739209808.4862547;-33.981070128970906
1739209808.4862638;-22.841636605902558
1739209808.486273;-31.141103565318915
1739209808.486282;-30.49652367304973
1739209808.4862912;-32.816014438256545
1739209808.4863002;-38.13080360867914
1739209808.4863093;-45.120503652039325
1739209808.4863183;-38.13080360867914
1739209808.4863274;-38.13080360867914
1739209808.4863365;-33.981070128970906
1739209808.4863455;-33.981070128970956
1739209808.4863546;-28.58837851428586
1739209808.486364;-30.49652367304976
1739209808.486373;-38.13080360867914
1739209808.486382;-30.49652367304973
1739209808.486391;-45.120503652039325
1739209808.4864001;-45.120503652039325
1739209808.4864092;-31.141103565318915
1739209808.4864182;-38.13080360867914
1739209808.4864273;-45.120503652039325
1739209808.4864364;-25.252786309376837
1739209808.4864454;-33.981070128970906
1739209808.4864547;-45.120503652039325
1739209808.4864638;-38.13080360867914
1739209808.4864728;-27.8777449560314
1739209808.486482;-22.264930561961556
1739209808.486491;-38.13080360867914
1739209808.4865;-38.13080360867914
1739209808.486509;-38.13080360867914
1739209808.4865181;-26.991370085610722
1739209808.4865272;-33.981070128970906
1739209808.4865363;-35.57807855764607
1739209808.4865456;-33.981070128970906
1739209808.4865546;-33.981070128970956
1739209808.4865637;-31.141103565318915
1739209808.4865727;-28.58837851428586
1739209808.4865818;-38.13080360867914
1739209808.4865909;-38.13080360867914
1739209808.4866;-38.13080360867914
1739209808.486609;-29.438486411369347
1739209808.486618;-45.120503652039325
1739209808.486627;-27.267205301931607
1739209808.4866364;-31.141103565318915
1739209808.4866455;-26.991370085610736
1739209808.4866545;-25.826314394896357
1739209808.4866636;-31.141103565318915
1739209808.4866726;-45.120503652039325
1739209808.4866817;-45.120503652039325
1739209808.4866908;-38.13080360867914
1739209808.4866998;-32.816014438256545
1739209808.4867089;-38.13080360867914
1739209808.486718;-45.120503652039325
1739209808.4867272;-38.13080360867914
1739209808.4867363;-31.141103565318915
1739209808.4867454;-28.992665084841942
1739209808.4867544;-38.13080360867914
1739209808.4867635;-24.589719217205094
1739209808.4867725;-22.44878636800916
1739209808.4867816;-38.13080360867914
1739209808.4867907;-28.58837851428586
1739209808.4867997;-28.218542851754165
1739209808.4868088;-38.13080360867914
1739209808.486818;-33.981070128970906
1739209808.4868271;-29.438486411369347
1739209808.4868362;-32.816014438256545
1739209808.4868453;-30.49652367304976
1739209808.4868543;-25.826314394896364
1739209808.4868634;-28.992665084841942
1739209808.4868724;-45.120503652039325
1739209808.4868815;-30.49652367304973
1739209808.4868906;-31.141103565318915
1739209808.4868996;-38.13080360867914
1739209808.486909;-30.49652367304973
1739209808.486918;-25.826314394896357
1739209808.486927;-31.141103565318943
1739209808.486936;-25.62660358559016
1739209808.4869452;-28.58837851428586
1739209808.4869542;-45.120503652039325
1739209808.4869633;-35.57807855764607
1739209808.4869723;-33.981070128970906
1739209808.4869814;-38.13080360867914
1739209808.4869905;-25.25278630937684
1739209808.4869998;-45.120503652039325
1739209808.4870088;-32.81601443825658
1739209808.4870179;-28.58837851428586
1739209808.487027;-33.981070128970906
1739209808.487036;-33.981070128970956
1739209808.487045;-45.120503652039325
1739209808.487054;-28.218542851754165
1739209808.4870632;-29.438486411369333
1739209808.4870722;-38.13080360867914
1739209808.4870813;-28.58837851428586
1739209808.4870906;-26.991370085610736
1739209808.4870996;-27.8777449560314
1739209808.4871087;-32.81601443825658
1739209808.4871178;-38.13080360867914
1739209808.4871268;-38.13080360867914
1739209808.487136;-28.992665084841942
1739209808.487145;-45.120503652039325
1739209808.487154;-45.120503652039325
1739209808.487163;-31.141103565318915
1739209808.4871721;-45.120503652039325
1739209808.4871814;-30.49652367304973
1739209808.4871905;-31.141103565318915
1739209808.4871995;-25.826314394896357
1739209808.4872086;-31.141103565318893
1739209808.4872177;-45.120503652039325
1739209808.4872267;-45.120503652039325
1739209808.4872358;-45.120503652039325
1739209808.4872448;-27.877744956031414
1739209808.487254;-27.8777449560314
1739209808.487263;-38.13080360867914
1739209808.4872723;-27.267205301931607
1739209808.4872813;-27.267205301931607
1739209808.4872904;-28.218542851754165
1739209808.4872994;-33.981070128970956
1739209808.4873085;-31.141103565318893
1739209808.4873176;-38.13080360867914
1739209808.4873266;-38.13080360867914
1739209808.4873357;-38.13080360867914
1739209808.4873447;-28.992665084841942
1739209808.4873538;-33.981070128970906
1739209808.487363;-38.13080360867914
1739209808.4873722;-28.992665084841942
1739209808.4873812;-28.992665084841942
1739209808.4873903;-38.13080360867914
1739209808.4873993;-25.077289914212862
1739209808.4874084;-35.57807855764607
1739209808.4874175;-28.21854285175415
1739209808.4874265;-28.992665084841942
1739209808.4874356;-31.141103565318943
1739209808.4874446;-29.438486411369354
1739209808.487454;-28.992665084841942
1739209808.487463;-26.487275050834715
1739209808.487472;-31.141103565318915
1739209808.487481;-31.14110356531892
1739209808.4874902;-31.141103565318915
1739209808.4874992;-31.141103565318893
1739209808.4875083;-29.438486411369354
1739209808.4875174;-26.487275050834725
1739209808.4875264;-26.991370085610754
1739209808.4875355;-26.991370085610722
1739209808.4875448;-32.816014438256545
1739209808.4875538;-28.58837851428586
1739209808.487563;-31.141103565318915
1739209808.487572;-30.49652367304973
1739209808.487581;-25.826314394896354
1739209808.48759;-32.816014438256545
1739209808.4875991;-33.981070128970906
1739209808.4876082;-38.13080360867914
1739209808.4876173;-26.991370085610754
1739209808.4876263;-31.141103565318915
1739209808.4876356;-38.13080360867914
1739209808.4876447;-33.981070128970906
1739209808.4876537;-31.141103565318943
1739209808.4876628;-38.13080360867914
1739209808.4876719;-45.120503652039325
1739209808.487681;-45.120503652039325
1739209808.48769;-28.992665084841942
1739209808.487699;-31.141103565318943
1739209808.487708;-29.438486411369333
1739209808.4877172;-35.57807855764607
1739209808.4877264;-30.49652367304973
1739209808.4877355;-33.981070128970906
1739209808.4877446;-38.13080360867914
1739209808.4877536;-38.13080360867914
1739209808.4877627;-32.816014438256545
1739209808.4877717;-30.49652367304973
1739209808.4877808;-38.13080360867914
1739209808.4877899;-31.141103565318915
1739209808.487799;-38.13080360867914
1739209808.4878082;-45.120503652039325
1739209808.4878173;-33.981070128970906
1739209808.4878263;-28.21854285175415
1739209808.4878354;-30.49652367304973
1739209808.4878445;-29.438486411369347
1739209808.4878535;-24.151403521958727
1739209808.4878626;-33.981070128970906
1739209808.4878716;-32.816014438256545
1739209808.4878807;-26.487275050834715
1739209808.4878898;-26.991370085610722
1739209808.487899;-32.81601443825658
1739209808.4879081;-45.120503652039325
1739209808.4879172;-32.816014438256545
1739209808.4879262;-31.141103565318915
1739209808.4879353;-28.992665084841942
1739209808.4879444;-30.49652367304973
1739209808.4879534;-31.141103565318915
1739209808.4879625;-45.120503652039325
1739209808.4879715;-38.13080360867914
1739209808.4879806;-27.267205301931607
1739209808.48799;-29.438486411369333
1739209808.487999;-45.120503652039325
1739209808.488008;-45.120503652039325
1739209808.488017;-33.981070128970956
1739209808.4880261;-45.120503652039325
1739209808.4880352;-30.49652367304973
1739209808.4880443;-31.141103565318915
1739209808.4880533;-27.8777449560314
1739209808.4880624;-31.141103565318915
1739209808.4880714;-31.141103565318915
1739209808.4880807;-31.141103565318943
1739209808.4880898;-26.991370085610754
1739209808.4880989;-22.002965041481755
1739209808.488108;-32.81601443825658
1739209808.488117;-32.81601443825658
1739209808.488126;-25.62660358559016
1739209808.488135;-27.267205301931607
1739209808.4881442;-38.13080360867914
1739209808.4881532;-27.8777449560314
1739209808.4881623;-27.267205301931607
1739209808.4881716;-26.991370085610722
1739209808.4881806;-38.13080360867914
1739209808.4881897;-33.981070128970906
1739209808.4881988;-27.267205301931607
1739209808.4882078;-45.120503652039325
1739209808.4882169;-38.13080360867914
1739209808.488226;-45.120503652039325
1739209808.488235;-33.981070128970906
1739209808.488244;-32.816014438256545
1739209808.488253;-27.267205301931607
1739209808.4882624;-38.13080360867914
1739209808.4882715;-27.8777449560314
1739209808.4882805;-38.13080360867914
1739209808.4882896;-27.267205301931607
1739209808.4882987;-26.991370085610736
1739209808.4883077;-35.57807855764607
1739209808.4883168;-26.991370085610736
1739209808.4883258;-28.58837851428586
1739209808.488335;-38.13080360867914
1739209808.488344;-31.141103565318915
1739209808.4883533;-31.141103565318915
1739209808.4883623;-31.141103565318893
1739209808.4883714;-45.120503652039325
1739209808.4883804;-33.981070128970956
1739209808.4883895;-45.120503652039325
1739209808.4883986;-27.8777449560314
1739209808.4884076;-29.438486411369354
1739209808.4884167;-38.13080360867914
1739209808.4884257;-32.816014438256545
1739209808.4884348;-26.991370085610736
1739209808.488444;-38.13080360867914
1739209808.4884531;-45.120503652039325
1739209808.4884622;-26.991370085610722
1739209808.4884713;-29.438486411369333
1739209808.4884803;-25.826314394896354
1739209808.4884894;-35.57807855764607
1739209808.4884984;-35.57807855764607
1739209808.4885075;-45.120503652039325
1739209808.4885166;-45.120503652039325
1739209808.4885256;-38.13080360867914
1739209808.488535;-33.981070128970906
1739209808.488544;-28.992665084841942
1739209808.488553;-33.981070128970906
1739209808.488562;-31.141103565318943
1739209808.4885712;-31.141103565318943
1739209808.4885802;-28.58837851428586
1739209808.4885893;-33.981070128970906
1739209808.4885983;-45.120503652039325
1739209808.4886074;-38.13080360867914
1739209808.4886165;-38.13080360867914
1739209808.4886258;-38.13080360867914
1739209808.4886348;-30.49652367304973
1739209808.488644;-31.141103565318915
1739209808.488653;-45.120503652039325
1739209808.488662;-45.120503652039325
