CAN Message; 0x39:005292c4c82cf453
1739209896.0758395;-29.438486411369354
1739209896.075848;-30.49652367304973
1739209896.0758567;-28.992665084841967
1739209896.0758655;-32.816014438256545
1739209896.075874;-24.151403521958727
1739209896.0758827;-33.981070128970956
1739209896.0758913;-45.120503652039325
1739209896.0758998;-38.13080360867914
1739209896.0759084;-32.81601443825658
1739209896.075917;-26.487275050834725
1739209896.0759258;-20.888044912671212
1739209896.0759344;-23.50682362968953
1739209896.075943;-26.487275050834725
1739209896.0759516;-32.81601443825658
1739209896.0759602;-33.981070128970906
1739209896.0759687;-22.740042620751332
1739209896.0759776;-28.58837851428586
1739209896.0759861;-35.57807855764607
1739209896.0759947;-38.13080360867914
1739209896.0760033;-45.120503652039325
1739209896.076012;-45.120503652039325
1739209896.0760205;-35.57807855764607
1739209896.0760293;-38.13080360867914
1739209896.076038;-24.746238672633048
1739209896.0760465;-33.981070128970906
1739209896.076055;-32.816014438256545
1739209896.0760636;-28.992665084841942
1739209896.0760722;-45.120503652039325
1739209896.0760808;-28.58837851428586
1739209896.0760896;-28.58837851428586
1739209896.0760982;-28.992665084841942
1739209896.0761068;-21.67658091518819
1739209896.0761154;-28.992665084841942
1739209896.076124;-27.8777449560314
1739209896.0761325;-28.992665084841942
1739209896.0761414;-25.826314394896354
1739209896.07615;-32.816014438256545
1739209896.0761585;-45.120503652039325
1739209896.076167;-26.991370085610747
1739209896.0761757;-38.13080360867914
1739209896.0761843;-38.13080360867914
1739209896.0761929;-27.8777449560314
1739209896.0762017;-31.141103565318915
1739209896.0762103;-26.991370085610736
1739209896.0762188;-33.981070128970906
1739209896.0762274;-38.13080360867914
1739209896.076236;-38.13080360867914
1739209896.0762446;-33.981070128970906
1739209896.0762534;-27.8777449560314
1739209896.076262;-25.077289914212862
1739209896.0762706;-25.826314394896357
1739209896.0762792;-25.252786309376837
1739209896.0762877;-26.991370085610736
1739209896.0762963;-23.506823629689542
1739209896.076305;-38.13080360867914
1739209896.0763137;-33.981070128970956
1739209896.0763223;-33.981070128970906
1739209896.076331;-33.981070128970956
1739209896.0763395;-31.141103565318915
1739209896.076348;-22.175841390423358
1739209896.0763566;-27.267205301931607
1739209896.0763655;-27.87774495603143
1739209896.076374;-31.14110356531892
1739209896.0763826;-45.120503652039325
1739209896.0763912;-31.141103565318915
1739209896.0763998;-24.15140352195873
1739209896.0764084;-28.992665084841942
1739209896.076417;-24.292649948874775
1739209896.0764258;-31.141103565318915
1739209896.0764344;-31.141103565318915
1739209896.076443;-33.981070128970906
1739209896.0764515;-38.13080360867914
1739209896.0764601;-30.49652367304973
1739209896.0764687;-28.58837851428586
1739209896.0764775;-27.267205301931607
1739209896.076486;-31.141103565318915
1739209896.0764947;-38.13080360867914
1739209896.0765033;-31.141103565318943
1739209896.0765119;-30.49652367304973
1739209896.0765204;-29.438486411369333
1739209896.0765293;-45.120503652039325
1739209896.0765378;-45.120503652039325
1739209896.0765464;-33.981070128970906
1739209896.076555;-32.81601443825658
1739209896.0765636;-27.8777449560314
1739209896.0765722;-24.151403521958727
1739209896.0765808;-45.120503652039325
1739209896.0765896;-45.120503652039325
1739209896.0765982;-38.13080360867914
1739209896.0766068;-38.13080360867914
1739209896.0766153;-31.141103565318915
1739209896.076624;-45.120503652039325
1739209896.0766325;-38.13080360867914
1739209896.0766413;-33.981070128970906
1739209896.07665;-28.992665084841942
1739209896.0766585;-27.8777449560314
1739209896.076667;-45.120503652039325
1739209896.0766757;-26.487275050834725
1739209896.0766842;-26.487275050834725
1739209896.0766928;-45.120503652039325
1739209896.0767016;-32.816014438256545
1739209896.0767102;-45.120503652039325
1739209896.0767188;-31.141103565318915
1739209896.0767274;-31.141103565318893
1739209896.076736;-26.991370085610722
1739209896.0767446;-33.981070128970906
1739209896.0767534;-25.826314394896357
1739209896.076762;-25.077289914212862
1739209896.0767705;-31.141103565318915
1739209896.0767791;-45.120503652039325
1739209896.0767877;-32.816014438256545
1739209896.0767963;-24.746238672633048
1739209896.0768049;-28.992665084841942
1739209896.0768137;-30.49652367304973
1739209896.0768223;-45.120503652039325
1739209896.0768309;-31.141103565318943
1739209896.0768394;-32.816014438256545
1739209896.076848;-45.120503652039325
1739209896.0768566;-28.218542851754165
1739209896.0768654;-31.141103565318915
1739209896.076874;-32.81601443825658
1739209896.0768826;-25.62660358559016
1739209896.0768912;-38.13080360867914
1739209896.0768998;-31.141103565318943
1739209896.0769083;-31.141103565318915
1739209896.0769172;-26.487275050834715
1739209896.0769258;-29.438486411369333
1739209896.0769343;-30.49652367304973
1739209896.076943;-33.981070128970906
1739209896.0769515;-33.981070128970906
1739209896.07696;-31.141103565318915
1739209896.0769687;-38.13080360867914
1739209896.0769775;-45.120503652039325
1739209896.076986;-38.13080360867914
1739209896.0769947;-33.981070128970906
1739209896.0770032;-38.13080360867914
1739209896.0770118;-33.981070128970906
1739209896.0770204;-32.816014438256545
1739209896.0770292;-38.13080360867914
1739209896.0770378;-27.8777449560314
1739209896.0770464;-45.120503652039325
1739209896.077055;-24.589719217205094
1739209896.0770636;-21.228842808393967
1739209896.0770721;-33.981070128970906
1739209896.0770807;-45.120503652039325
1739209896.0770895;-32.816014438256545
1739209896.0770981;-29.438486411369333
1739209896.0771067;-26.487275050834715
1739209896.0771153;-32.81601443825658
1739209896.0771239;-38.13080360867914
1739209896.0771325;-45.120503652039325
1739209896.0771413;-28.58837851428586
1739209896.0771499;-24.151403521958734
1739209896.0771585;-35.57807855764607
1739209896.077167;-31.14110356531892
1739209896.0771756;-25.07728991421287
1739209896.0771842;-38.13080360867914
1739209896.0771928;-38.13080360867914
1739209896.0772016;-28.58837851428586
1739209896.0772102;-24.746238672633048
1739209896.0772188;-30.49652367304976
1739209896.0772274;-45.120503652039325
1739209896.077236;-31.14110356531892
1739209896.0772445;-27.267205301931607
1739209896.0772533;-38.13080360867914
1739209896.077262;-28.992665084841942
1739209896.0772705;-31.141103565318915
1739209896.077279;-29.438486411369333
1739209896.0772877;-33.981070128970906
1739209896.0772963;-31.141103565318943
1739209896.0773048;-27.267205301931607
1739209896.0773137;-45.120503652039325
1739209896.0773222;-31.141103565318893
1739209896.0773308;-27.8777449560314
1739209896.0773394;-35.57807855764607
1739209896.077348;-32.81601443825658
1739209896.0773566;-29.438486411369347
1739209896.0773654;-30.49652367304973
1739209896.077374;-38.13080360867914
1739209896.0773826;-33.981070128970906
1739209896.0773911;-26.991370085610722
1739209896.0773997;-33.981070128970956
1739209896.0774083;-35.57807855764607
1739209896.0774171;-22.175841390423358
1739209896.0774257;-38.13080360867914
1739209896.0774343;-45.120503652039325
1739209896.077443;-45.120503652039325
1739209896.0774515;-32.816014438256545
1739209896.07746;-38.13080360867914
1739209896.0774686;-38.13080360867914
1739209896.0774775;-33.981070128970906
1739209896.077486;-32.816014438256545
1739209896.0774946;-33.981070128970906
1739209896.0775032;-31.141103565318943
1739209896.0775118;-38.13080360867914
1739209896.0775204;-25.252786309376837
1739209896.0775292;-27.877744956031417
1739209896.0775378;-25.826314394896357
1739209896.0775464;-25.62660358559016
1739209896.077555;-24.438645034577675
1739209896.0775635;-25.826314394896354
1739209896.077572;-35.57807855764607
1739209896.0775807;-21.228842808393967
1739209896.0775895;-26.991370085610736
1739209896.077598;-30.49652367304973
1739209896.0776067;-33.981070128970956
1739209896.0776153;-38.13080360867914
1739209896.0776238;-33.981070128970906
1739209896.0776324;-31.141103565318915
1739209896.0776412;-32.816014438256545
1739209896.0776498;-25.826314394896354
1739209896.0776584;-30.49652367304976
1739209896.077667;-45.120503652039325
1739209896.0776756;-45.120503652039325
1739209896.0776842;-35.57807855764607
1739209896.0776927;-28.588378514285886
1739209896.0777016;-31.141103565318915
1739209896.0777102;-24.151403521958727
1739209896.0777187;-26.991370085610754
1739209896.0777273;-28.992665084841942
1739209896.077736;-25.826314394896357
1739209896.0777445;-33.981070128970956
1739209896.0777533;-45.120503652039325
1739209896.077762;-20.954098578656478
1739209896.0777705;-32.816014438256545
1739209896.077779;-31.141103565318943
1739209896.0777876;-26.991370085610722
1739209896.0777962;-45.120503652039325
1739209896.0778048;-31.141103565318893
1739209896.0778136;-33.981070128970906
1739209896.0778222;-30.49652367304973
1739209896.0778308;-45.120503652039325
1739209896.0778394;-38.13080360867914
1739209896.077848;-27.267205301931607
1739209896.0778565;-45.120503652039325
1739209896.0778654;-38.13080360867914
1739209896.077874;-28.992665084841942
1739209896.0778825;-35.57807855764607
1739209896.077891;-33.981070128970906
1739209896.0778997;-28.21854285175415
1739209896.0779083;-35.57807855764607
1739209896.077917;-31.141103565318915
1739209896.0779257;-31.141103565318915
1739209896.0779343;-45.120503652039325
1739209896.0779428;-32.816014438256545
1739209896.0779514;-24.292649948874775
1739209896.07796;-38.13080360867914
1739209896.0779686;-23.38864096791655
1739209896.0779774;-23.273589343863303
1739209896.077986;-31.141103565318943
1739209896.0779946;-33.981070128970906
1739209896.0780032;-45.120503652039325
1739209896.0780118;-35.57807855764607
1739209896.0780203;-23.50682362968953
1739209896.0780292;-30.49652367304973
1739209896.0780377;-26.991370085610722
1739209896.0780463;-27.8777449560314
1739209896.078055;-33.981070128970906
1739209896.0780635;-38.13080360867914
1739209896.078072;-32.816014438256545
1739209896.0780807;-31.14110356531892
1739209896.0780895;-38.13080360867914
1739209896.078098;-31.141103565318915
1739209896.0781066;-45.120503652039325
1739209896.0781152;-28.992665084841942
1739209896.0781238;-28.588378514285886
1739209896.0781324;-27.877744956031417
1739209896.0781412;-31.141103565318943
1739209896.0781498;-31.14110356531892
1739209896.0781584;-28.21854285175415
1739209896.078167;-33.981070128970906
1739209896.0781755;-38.13080360867914
1739209896.0781841;-45.120503652039325
1739209896.0781927;-26.991370085610722
1739209896.0782015;-26.991370085610722
1739209896.07821;-33.981070128970906
1739209896.0782187;-27.267205301931607
1739209896.0782273;-25.077289914212862
1739209896.0782359;-38.13080360867914
1739209896.0782444;-27.267205301931607
1739209896.0782533;-45.120503652039325
1739209896.0782619;-45.120503652039325
1739209896.0782704;-28.992665084841942
1739209896.078279;-26.035653463252796
1739209896.0782876;-45.120503652039325
1739209896.0782962;-33.981070128970906
1739209896.0783048;-31.141103565318915
1739209896.0783136;-28.588378514285886
1739209896.0783222;-33.981070128970906
1739209896.0783308;-27.8777449560314
1739209896.0783393;-38.13080360867914
1739209896.078348;-38.13080360867914
1739209896.0783565;-27.877744956031414
1739209896.0783653;-25.62660358559016
1739209896.078374;-26.991370085610754
1739209896.0783825;-32.816014438256545
1739209896.078391;-22.448786368009163
1739209896.0783997;-25.826314394896357
1739209896.0784082;-30.49652367304976
1739209896.078417;-28.588378514285886
1739209896.0784256;-22.44878636800916
1739209896.0784342;-24.746238672633048
1739209896.0784428;-45.120503652039325
1739209896.0784514;-45.120503652039325
1739209896.07846;-45.120503652039325
1739209896.0784686;-33.981070128970906
1739209896.0784774;-45.120503652039325
1739209896.078486;-38.13080360867914
1739209896.0784945;-45.120503652039325
1739209896.0785031;-45.120503652039325
1739209896.0785117;-45.120503652039325
1739209896.0785203;-45.120503652039325
1739209896.0785291;-33.981070128970906
1739209896.0785377;-45.120503652039325
1739209896.0785463;-38.13080360867914
1739209896.0785549;-45.120503652039325
1739209896.0785635;-45.120503652039325
1739209896.078572;-32.816014438256545
1739209896.0785806;-45.120503652039325
1739209896.0785894;-45.120503652039325
1739209896.078598;-38.13080360867914
1739209896.0786066;-38.13080360867914
1739209896.0786152;-45.120503652039325
1739209896.0786238;-45.120503652039325
1739209896.0786324;-45.120503652039325
1739209896.0786412;-45.120503652039325
1739209896.0786498;-45.120503652039325
1739209896.0786583;-45.120503652039325
1739209896.078667;-33.981070128970906
1739209896.0786755;-38.13080360867914
1739209896.078684;-38.13080360867914
1739209896.0786927;-45.120503652039325
1739209896.0787015;-45.120503652039325
1739209896.07871;-30.49652367304973
1739209896.0787187;-45.120503652039325
1739209896.0787272;-45.120503652039325
1739209896.0787358;-45.120503652039325
1739209896.0787444;-38.13080360867914
1739209896.0787532;-45.120503652039325
1739209896.0787618;-45.120503652039325
1739209896.0787704;-35.57807855764607
1739209896.078779;-45.120503652039325
1739209896.0787876;-45.120503652039325
1739209896.0787961;-45.120503652039325
1739209896.078805;-33.981070128970906
1739209896.0788136;-45.120503652039325
1739209896.0788221;-38.13080360867914
1739209896.0788307;-38.13080360867914
1739209896.0788393;-38.13080360867914
1739209896.078848;-28.58837851428586
1739209896.0788565;-38.13080360867914
1739209896.0788653;-38.13080360867914
1739209896.0788739;-38.13080360867914
1739209896.0788825;-38.13080360867914
1739209896.078891;-38.13080360867914
1739209896.0788996;-45.120503652039325
1739209896.0789082;-45.120503652039325
1739209896.078917;-33.981070128970956
1739209896.0789256;-38.13080360867914
1739209896.0789342;-35.57807855764607
1739209896.0789428;-45.120503652039325
1739209896.0789514;-38.13080360867914
1739209896.07896;-45.120503652039325
1739209896.0789685;-45.120503652039325
1739209896.0789773;-45.120503652039325
1739209896.078986;-38.13080360867914
1739209896.0789945;-45.120503652039325
1739209896.079003;-45.120503652039325
1739209896.0790117;-33.981070128970906
1739209896.0790203;-38.13080360867914
1739209896.079029;-38.13080360867914
1739209896.0790377;-45.120503652039325
1739209896.0790462;-45.120503652039325
1739209896.0790548;-45.120503652039325
1739209896.0790634;-38.13080360867914
1739209896.079072;-35.57807855764607
1739209896.0790806;-38.13080360867914
1739209896.0790894;-45.120503652039325
1739209896.079098;-38.13080360867914
1739209896.0791066;-38.13080360867914
1739209896.0791152;-45.120503652039325
1739209896.0791237;-35.57807855764607
1739209896.0791323;-38.13080360867914
1739209896.0791411;-35.57807855764607
1739209896.0791497;-38.13080360867914
1739209896.0791583;-38.13080360867914
1739209896.079167;-38.13080360867914
1739209896.0791755;-38.13080360867914
1739209896.079184;-38.13080360867914
1739209896.0791926;-45.120503652039325
1739209896.0792015;-38.13080360867914
1739209896.07921;-35.57807855764607
1739209896.0792186;-38.13080360867914
1739209896.0792272;-45.120503652039325
1739209896.0792358;-45.120503652039325
1739209896.0792444;-45.120503652039325
1739209896.0792532;-45.120503652039325
1739209896.0792618;-45.120503652039325
1739209896.0792704;-38.13080360867914
1739209896.079279;-35.57807855764607
1739209896.0792875;-45.120503652039325
1739209896.079296;-45.120503652039325
1739209896.079305;-38.13080360867914
1739209896.0793135;-45.120503652039325
1739209896.079322;-45.120503652039325
1739209896.0793307;-33.981070128970906
1739209896.0793393;-31.141103565318915
1739209896.0793478;-35.57807855764607
1739209896.0793564;-33.981070128970906
1739209896.0793653;-45.120503652039325
1739209896.0793738;-38.13080360867914
1739209896.0793824;-35.57807855764607
1739209896.079391;-33.981070128970906
1739209896.0793996;-38.13080360867914
1739209896.0794082;-32.816014438256545
1739209896.079417;-45.120503652039325
1739209896.0794256;-45.120503652039325
1739209896.0794342;-45.120503652039325
1739209896.0794427;-38.13080360867914
1739209896.0794513;-45.120503652039325
1739209896.07946;-45.120503652039325
1739209896.0794685;-38.13080360867914
1739209896.0794773;-28.992665084841942
1739209896.079486;-35.57807855764607
1739209896.0794945;-45.120503652039325
1739209896.079503;-45.120503652039325
1739209896.0795116;-38.13080360867914
1739209896.0795202;-38.13080360867914
1739209896.079529;-45.120503652039325
1739209896.0795376;-45.120503652039325
1739209896.0795462;-30.49652367304973
1739209896.0795548;-35.57807855764607
1739209896.0795634;-45.120503652039325
1739209896.079572;-38.13080360867914
1739209896.0795805;-38.13080360867914
1739209896.0795894;-45.120503652039325
1739209896.079598;-45.120503652039325
1739209896.0796065;-45.120503652039325
1739209896.079615;-33.981070128970906
1739209896.0796237;-45.120503652039325
1739209896.0796323;-45.120503652039325
1739209896.079641;-38.13080360867914
1739209896.0796497;-38.13080360867914
1739209896.0796583;-45.120503652039325
1739209896.0796669;-45.120503652039325
1739209896.0796754;-45.120503652039325
1739209896.079684;-38.13080360867914
1739209896.0796926;-35.57807855764607
1739209896.0797014;-38.13080360867914
1739209896.07971;-45.120503652039325
1739209896.0797186;-38.13080360867914
1739209896.0797272;-38.13080360867914
1739209896.0797358;-38.13080360867914
1739209896.0797443;-45.120503652039325
1739209896.0797532;-38.13080360867914
1739209896.0797617;-35.57807855764607
1739209896.0797703;-33.981070128970906
1739209896.079779;-38.13080360867914
1739209896.0797875;-38.13080360867914
1739209896.079796;-38.13080360867914
1739209896.079805;-45.120503652039325
1739209896.0798135;-45.120503652039325
1739209896.079822;-33.981070128970906
1739209896.0798306;-35.57807855764607
1739209896.0798392;-38.13080360867914
1739209896.0798478;-45.120503652039325
1739209896.0798564;-38.13080360867914
1739209896.0798652;-35.57807855764607
1739209896.0798738;-38.13080360867914
1739209896.0798824;-45.120503652039325
1739209896.079891;-31.141103565318915
1739209896.0798995;-32.816014438256545
1739209896.0799081;-38.13080360867914
1739209896.079917;-45.120503652039325
1739209896.0799255;-38.13080360867914
1739209896.0799341;-35.57807855764607
1739209896.0799427;-38.13080360867914
1739209896.0799513;-45.120503652039325
1739209896.0799599;-38.13080360867914
1739209896.0799685;-33.981070128970906
1739209896.0799773;-33.981070128970906
1739209896.0799859;-45.120503652039325
1739209896.0799944;-45.120503652039325
1739209896.080003;-32.816014438256545
1739209896.0800116;-45.120503652039325
1739209896.0800202;-45.120503652039325
1739209896.080029;-28.992665084841942
1739209896.0800376;-32.816014438256545
1739209896.0800462;-38.13080360867914
1739209896.0800548;-45.120503652039325
1739209896.0800633;-38.13080360867914
1739209896.080072;-35.57807855764607
1739209896.0800805;-38.13080360867914
1739209896.0800893;-33.981070128970906
1739209896.080098;-38.13080360867914
1739209896.0801065;-45.120503652039325
1739209896.080115;-38.13080360867914
1739209896.0801237;-45.120503652039325
1739209896.0801322;-38.13080360867914
1739209896.080141;-32.816014438256545
1739209896.0801497;-38.13080360867914
1739209896.0801582;-45.120503652039325
1739209896.0801668;-31.141103565318915
1739209896.0801754;-32.816014438256545
1739209896.080184;-38.13080360867914
1739209896.0801928;-32.816014438256545
1739209896.0802014;-38.13080360867914
1739209896.08021;-38.13080360867914
1739209896.0802186;-45.120503652039325
1739209896.0802271;-45.120503652039325
1739209896.0802357;-45.120503652039325
1739209896.0802443;-45.120503652039325
1739209896.0802531;-45.120503652039325
1739209896.0802617;-45.120503652039325
1739209896.0802703;-38.13080360867914
1739209896.0802789;-32.816014438256545
1739209896.0802875;-38.13080360867914
1739209896.080296;-45.120503652039325
1739209896.0803049;-38.13080360867914
1739209896.0803134;-38.13080360867914
1739209896.080322;-45.120503652039325
1739209896.0803306;-45.120503652039325
1739209896.0803392;-38.13080360867914
1739209896.0803478;-38.13080360867914
1739209896.0803564;-38.13080360867914
1739209896.0803652;-45.120503652039325
1739209896.0803738;-45.120503652039325
1739209896.0803823;-35.57807855764607
1739209896.080391;-38.13080360867914
1739209896.0803995;-45.120503652039325
1739209896.080408;-33.981070128970906
1739209896.080417;-31.141103565318893
1739209896.0804255;-45.120503652039325
1739209896.080434;-45.120503652039325
1739209896.0804427;-38.13080360867914
1739209896.0804513;-45.120503652039325
1739209896.0804598;-38.13080360867914
1739209896.0804684;-45.120503652039325
1739209896.0804772;-38.13080360867914
1739209896.0804858;-45.120503652039325
1739209896.0804944;-45.120503652039325
1739209896.080503;-45.120503652039325
1739209896.0805116;-33.981070128970906
1739209896.0805202;-31.141103565318893
1739209896.080529;-45.120503652039325
1739209896.0805376;-45.120503652039325
1739209896.0805461;-35.57807855764607
1739209896.0805547;-32.816014438256545
1739209896.0805633;-45.120503652039325
1739209896.080572;-45.120503652039325
1739209896.0805805;-38.13080360867914
1739209896.0805893;-45.120503652039325
1739209896.0805979;-45.120503652039325
1739209896.0806065;-38.13080360867914
1739209896.080615;-38.13080360867914
1739209896.0806236;-32.816014438256545
1739209896.0806322;-38.13080360867914
1739209896.080641;-38.13080360867914
1739209896.0806496;-38.13080360867914
