CAN Message; 0x1bb:00001dc37b2cd0d5
1739209702.9034727;-38.13080360867914
1739209702.9034748;-35.57807855764607
1739209702.903477;-38.13080360867914
1739209702.903479;-45.120503652039325
1739209702.9034812;-45.120503652039325
1739209702.9034834;-35.57807855764607
1739209702.9034855;-35.57807855764607
1739209702.9034877;-45.120503652039325
1739209702.9034898;-45.120503652039325
1739209702.903492;-45.120503652039325
1739209702.9034941;-45.120503652039325
1739209702.9034963;-45.120503652039325
1739209702.9034984;-45.120503652039325
1739209702.9035006;-38.13080360867914
1739209702.9035027;-45.120503652039325
1739209702.9035048;-45.120503652039325
1739209702.9035072;-45.120503652039325
1739209702.9035094;-31.141103565318893
1739209702.9035115;-32.816014438256545
1739209702.9035137;-45.120503652039325
1739209702.9035158;-45.120503652039325
1739209702.903518;-35.57807855764607
1739209702.90352;-32.816014438256545
1739209702.9035223;-45.120503652039325
1739209702.9035244;-45.120503652039325
1739209702.9035265;-45.120503652039325
1739209702.9035287;-45.120503652039325
1739209702.9035308;-45.120503652039325
1739209702.903533;-45.120503652039325
1739209702.9035351;-45.120503652039325
1739209702.9035373;-45.120503652039325
1739209702.9035394;-35.57807855764607
1739209702.9035416;-45.120503652039325
1739209702.903544;-38.13080360867914
1739209702.903546;-45.120503652039325
1739209702.9035482;-38.13080360867914
1739209702.9035504;-45.120503652039325
1739209702.9035525;-32.816014438256545
1739209702.9035547;-38.13080360867914
1739209702.9035568;-45.120503652039325
1739209702.903559;-45.120503652039325
1739209702.903561;-32.816014438256545
1739209702.9035633;-30.49652367304973
1739209702.9035654;-45.120503652039325
1739209702.9035676;-45.120503652039325
1739209702.9035697;-45.120503652039325
1739209702.9035718;-38.13080360867914
1739209702.903574;-38.13080360867914
1739209702.9035761;-38.13080360867914
1739209702.9035783;-45.120503652039325
1739209702.9035804;-38.13080360867914
1739209702.9035828;-32.816014438256545
1739209702.903585;-45.120503652039325
1739209702.903587;-45.120503652039325
1739209702.9035892;-45.120503652039325
1739209702.9035914;-38.13080360867914
1739209702.9035935;-45.120503652039325
1739209702.9035957;-32.816014438256545
1739209702.9035978;-26.991370085610722
1739209702.9036;-45.120503652039325
1739209702.9036021;-45.120503652039325
1739209702.9036043;-38.13080360867914
1739209702.9036064;-35.57807855764607
1739209702.9036086;-38.13080360867914
1739209702.9036107;-33.981070128970906
1739209702.9036129;-45.120503652039325
1739209702.903615;-33.981070128970956
1739209702.9036171;-45.120503652039325
1739209702.9036195;-45.120503652039325
1739209702.9036217;-45.120503652039325
1739209702.9036238;-45.120503652039325
1739209702.903626;-38.13080360867914
1739209702.903628;-45.120503652039325
1739209702.9036303;-35.57807855764607
1739209702.9036324;-35.57807855764607
1739209702.9036345;-45.120503652039325
1739209702.9036367;-38.13080360867914
1739209702.9036388;-35.57807855764607
1739209702.903641;-35.57807855764607
1739209702.9036431;-38.13080360867914
1739209702.9036453;-38.13080360867914
1739209702.9036474;-35.57807855764607
1739209702.9036496;-28.992665084841942
1739209702.9036517;-45.120503652039325
1739209702.9036539;-45.120503652039325
1739209702.903656;-38.13080360867914
1739209702.9036584;-33.981070128970906
1739209702.9036605;-45.120503652039325
1739209702.9036627;-45.120503652039325
1739209702.9036648;-45.120503652039325
1739209702.903667;-38.13080360867914
1739209702.903669;-45.120503652039325
1739209702.9036713;-38.13080360867914
1739209702.9036734;-38.13080360867914
1739209702.9036756;-45.120503652039325
1739209702.9036777;-45.120503652039325
1739209702.9036798;-45.120503652039325
1739209702.903682;-35.57807855764607
1739209702.9036841;-27.267205301931607
1739209702.9036863;-38.13080360867914
1739209702.9036884;-38.13080360867914
1739209702.9036906;-38.13080360867914
1739209702.9036927;-31.141103565318915
1739209702.903695;-45.120503652039325
1739209702.9036973;-45.120503652039325
1739209702.9036994;-45.120503652039325
1739209702.9037015;-31.14110356531892
1739209702.9037037;-45.120503652039325
1739209702.9037058;-45.120503652039325
1739209702.903708;-45.120503652039325
1739209702.9037101;-45.120503652039325
1739209702.9037123;-38.13080360867914
1739209702.9037144;-38.13080360867914
1739209702.9037166;-38.13080360867914
1739209702.9037187;-33.981070128970906
1739209702.9037209;-38.13080360867914
1739209702.903723;-38.13080360867914
1739209702.9037251;-45.120503652039325
1739209702.9037273;-38.13080360867914
1739209702.9037294;-32.816014438256545
1739209702.9037318;-38.13080360867914
1739209702.903734;-45.120503652039325
1739209702.903736;-31.141103565318915
1739209702.9037383;-33.981070128970906
1739209702.9037404;-38.13080360867914
1739209702.9037426;-45.120503652039325
1739209702.9037447;-45.120503652039325
1739209702.9037468;-38.13080360867914
1739209702.903749;-38.13080360867914
1739209702.9037511;-45.120503652039325
1739209702.9037533;-33.981070128970906
1739209702.9037554;-38.13080360867914
1739209702.9037576;-45.120503652039325
1739209702.9037597;-35.57807855764607
1739209702.9037619;-38.13080360867914
1739209702.903764;-45.120503652039325
1739209702.9037662;-45.120503652039325
1739209702.9037683;-35.57807855764607
1739209702.9037707;-35.57807855764607
1739209702.9037728;-45.120503652039325
1739209702.903775;-45.120503652039325
1739209702.9037771;-45.120503652039325
1739209702.9037793;-38.13080360867914
1739209702.9037814;-45.120503652039325
1739209702.9037836;-38.13080360867914
1739209702.9037857;-38.13080360867914
1739209702.9037879;-33.981070128970906
1739209702.90379;-45.120503652039325
1739209702.9037921;-38.13080360867914
1739209702.9037943;-28.58837851428586
1739209702.9037964;-38.13080360867914
1739209702.9037986;-45.120503652039325
1739209702.9038007;-45.120503652039325
1739209702.9038029;-35.57807855764607
1739209702.903805;-38.13080360867914
1739209702.9038074;-38.13080360867914
1739209702.9038095;-33.981070128970906
1739209702.9038117;-38.13080360867914
1739209702.9038138;-38.13080360867914
1739209702.903816;-38.13080360867914
1739209702.9038181;-38.13080360867914
1739209702.9038203;-38.13080360867914
1739209702.9038224;-35.57807855764607
1739209702.9038246;-38.13080360867914
1739209702.9038267;-38.13080360867914
1739209702.9038289;-38.13080360867914
1739209702.903831;-38.13080360867914
1739209702.9038332;-38.13080360867914
1739209702.9038353;-45.120503652039325
1739209702.9038374;-45.120503652039325
1739209702.9038396;-45.120503652039325
1739209702.9038417;-38.13080360867914
1739209702.903844;-45.120503652039325
1739209702.9038463;-45.120503652039325
1739209702.9038484;-45.120503652039325
1739209702.9038506;-32.816014438256545
1739209702.9038527;-35.57807855764607
1739209702.9038548;-45.120503652039325
1739209702.903857;-38.13080360867914
1739209702.9038591;-33.981070128970906
1739209702.9038613;-38.13080360867914
1739209702.9038634;-45.120503652039325
1739209702.9038656;-38.13080360867914
1739209702.9038677;-38.13080360867914
1739209702.9038699;-45.120503652039325
1739209702.903872;-45.120503652039325
1739209702.9038742;-38.13080360867914
1739209702.9038763;-38.13080360867914
1739209702.9038785;-38.13080360867914
1739209702.9038806;-45.120503652039325
1739209702.903883;-38.13080360867914
1739209702.9038851;-33.981070128970906
1739209702.9038873;-45.120503652039325
1739209702.9038894;-38.13080360867914
1739209702.9038916;-45.120503652039325
1739209702.9038937;-31.141103565318893
1739209702.9038959;-32.816014438256545
1739209702.903898;-38.13080360867914
1739209702.9039001;-45.120503652039325
1739209702.9039023;-33.981070128970906
1739209702.9039044;-35.57807855764607
1739209702.9039066;-38.13080360867914
1739209702.9039087;-38.13080360867914
1739209702.9039109;-45.120503652039325
1739209702.903913;-45.120503652039325
1739209702.9039152;-38.13080360867914
1739209702.9039173;-45.120503652039325
1739209702.9039197;-45.120503652039325
1739209702.9039218;-45.120503652039325
1739209702.903924;-35.57807855764607
1739209702.9039261;-45.120503652039325
1739209702.9039283;-35.57807855764607
1739209702.9039304;-38.13080360867914
1739209702.9039326;-45.120503652039325
1739209702.9039347;-38.13080360867914
1739209702.9039369;-38.13080360867914
1739209702.903939;-38.13080360867914
1739209702.9039412;-35.57807855764607
1739209702.9039433;-38.13080360867914
1739209702.9039454;-45.120503652039325
1739209702.9039476;-45.120503652039325
1739209702.9039497;-45.120503652039325
1739209702.903952;-45.120503652039325
1739209702.903954;-45.120503652039325
1739209702.9039564;-45.120503652039325
1739209702.9039586;-38.13080360867914
1739209702.9039607;-38.13080360867914
1739209702.9039629;-38.13080360867914
1739209702.903965;-45.120503652039325
1739209702.9039671;-38.13080360867914
1739209702.9039693;-45.120503652039325
1739209702.9039714;-32.816014438256545
1739209702.9039736;-35.57807855764607
1739209702.9039757;-45.120503652039325
1739209702.9039779;-45.120503652039325
1739209702.90398;-32.816014438256545
1739209702.9039822;-32.816014438256545
1739209702.9039843;-45.120503652039325
1739209702.9039865;-45.120503652039325
1739209702.9039886;-45.120503652039325
1739209702.9039907;-35.57807855764607
1739209702.903993;-38.13080360867914
1739209702.9039953;-38.13080360867914
1739209702.9039974;-38.13080360867914
1739209702.9039996;-45.120503652039325
1739209702.9040017;-38.13080360867914
1739209702.9040039;-45.120503652039325
1739209702.904006;-45.120503652039325
1739209702.9040082;-38.13080360867914
1739209702.9040103;-38.13080360867914
1739209702.9040124;-45.120503652039325
1739209702.9040146;-38.13080360867914
1739209702.9040167;-27.267205301931607
1739209702.9040189;-38.13080360867914
1739209702.904021;-38.13080360867914
1739209702.9040232;-45.120503652039325
1739209702.9040253;-38.13080360867914
1739209702.9040275;-38.13080360867914
1739209702.9040296;-33.981070128970906
1739209702.904032;-45.120503652039325
1739209702.9040341;-32.81601443825658
1739209702.9040363;-38.13080360867914
1739209702.9040384;-38.13080360867914
1739209702.9040406;-45.120503652039325
1739209702.9040427;-45.120503652039325
1739209702.9040449;-35.57807855764607
1739209702.904047;-45.120503652039325
1739209702.9040492;-38.13080360867914
1739209702.9040513;-31.141103565318915
1739209702.9040534;-35.57807855764607
1739209702.9040556;-45.120503652039325
1739209702.9040577;-45.120503652039325
1739209702.90406;-45.120503652039325
1739209702.904062;-45.120503652039325
1739209702.9040642;-38.13080360867914
1739209702.9040663;-45.120503652039325
1739209702.9040687;-45.120503652039325
1739209702.9040709;-45.120503652039325
1739209702.904073;-38.13080360867914
1739209702.9040751;-45.120503652039325
1739209702.9040773;-45.120503652039325
1739209702.9040794;-45.120503652039325
1739209702.9040816;-45.120503652039325
1739209702.9040837;-45.120503652039325
1739209702.9040859;-45.120503652039325
1739209702.904088;-45.120503652039325
1739209702.9040902;-45.120503652039325
1739209702.9040923;-45.120503652039325
1739209702.9040945;-45.120503652039325
1739209702.9040966;-45.120503652039325
1739209702.9040987;-45.120503652039325
1739209702.904101;-45.120503652039325
1739209702.904103;-31.141103565318915
1739209702.9041052;-38.13080360867914
1739209702.9041076;-38.13080360867914
1739209702.9041097;-38.13080360867914
1739209702.9041119;-38.13080360867914
1739209702.904114;-33.981070128970906
1739209702.9041162;-45.120503652039325
1739209702.9041183;-38.13080360867914
1739209702.9041204;-31.141103565318915
1739209702.9041226;-38.13080360867914
1739209702.9041247;-45.120503652039325
1739209702.904127;-38.13080360867914
1739209702.904129;-45.120503652039325
1739209702.9041312;-45.120503652039325
1739209702.9041333;-38.13080360867914
1739209702.9041355;-45.120503652039325
1739209702.9041376;-31.141103565318915
1739209702.9041398;-38.13080360867914
1739209702.904142;-38.13080360867914
1739209702.9041443;-38.13080360867914
1739209702.9041464;-45.120503652039325
1739209702.9041486;-38.13080360867914
1739209702.9041507;-45.120503652039325
1739209702.9041529;-38.13080360867914
1739209702.904155;-33.981070128970906
1739209702.9041572;-33.981070128970906
1739209702.9041593;-38.13080360867914
1739209702.9041615;-38.13080360867914
1739209702.9041636;-38.13080360867914
1739209702.9041657;-38.13080360867914
1739209702.904168;-38.13080360867914
1739209702.90417;-45.120503652039325
1739209702.9041722;-38.13080360867914
1739209702.9041743;-38.13080360867914
1739209702.9041765;-45.120503652039325
1739209702.9041786;-45.120503652039325
1739209702.904181;-38.13080360867914
1739209702.9041831;-45.120503652039325
1739209702.9041853;-45.120503652039325
1739209702.9041874;-45.120503652039325
1739209702.9041896;-38.13080360867914
1739209702.9041917;-38.13080360867914
1739209702.9041939;-38.13080360867914
1739209702.904196;-38.13080360867914
1739209702.9041982;-45.120503652039325
1739209702.9042003;-32.816014438256545
1739209702.9042025;-38.13080360867914
1739209702.9042046;-38.13080360867914
1739209702.9042068;-38.13080360867914
1739209702.904209;-38.13080360867914
1739209702.904211;-45.120503652039325
1739209702.9042132;-45.120503652039325
1739209702.9042153;-38.13080360867914
1739209702.9042175;-45.120503652039325
1739209702.9042199;-38.13080360867914
1739209702.904222;-38.13080360867914
1739209702.9042242;-38.13080360867914
1739209702.9042263;-32.816014438256545
1739209702.9042284;-45.120503652039325
1739209702.9042306;-45.120503652039325
1739209702.9042327;-33.981070128970906
1739209702.904235;-38.13080360867914
1739209702.904237;-38.13080360867914
1739209702.9042392;-35.57807855764607
1739209702.9042413;-38.13080360867914
1739209702.9042435;-45.120503652039325
1739209702.9042456;-45.120503652039325
1739209702.9042478;-38.13080360867914
1739209702.90425;-45.120503652039325
1739209702.904252;-45.120503652039325
1739209702.9042542;-45.120503652039325
1739209702.9042566;-45.120503652039325
1739209702.9042587;-45.120503652039325
1739209702.9042609;-45.120503652039325
1739209702.904263;-38.13080360867914
1739209702.9042652;-38.13080360867914
1739209702.9042673;-45.120503652039325
1739209702.9042695;-45.120503652039325
1739209702.9042716;-45.120503652039325
1739209702.9042737;-38.13080360867914
1739209702.904276;-45.120503652039325
1739209702.904278;-33.981070128970906
1739209702.9042802;-38.13080360867914
1739209702.9042823;-35.57807855764607
1739209702.9042845;-38.13080360867914
1739209702.9042866;-35.57807855764607
1739209702.9042888;-35.57807855764607
1739209702.904291;-45.120503652039325
1739209702.904293;-38.13080360867914
1739209702.9042954;-45.120503652039325
1739209702.9042976;-45.120503652039325
1739209702.9042997;-45.120503652039325
1739209702.904302;-45.120503652039325
1739209702.904304;-38.13080360867914
1739209702.9043062;-45.120503652039325
1739209702.9043083;-38.13080360867914
1739209702.9043105;-45.120503652039325
1739209702.9043126;-32.816014438256545
1739209702.9043148;-32.816014438256545
1739209702.904317;-38.13080360867914
1739209702.904319;-38.13080360867914
1739209702.9043212;-35.57807855764607
1739209702.9043233;-35.57807855764607
1739209702.9043255;-45.120503652039325
1739209702.9043276;-45.120503652039325
1739209702.9043298;-38.13080360867914
1739209702.9043322;-38.13080360867914
1739209702.9043343;-45.120503652039325
1739209702.9043365;-38.13080360867914
1739209702.9043386;-38.13080360867914
1739209702.9043407;-45.120503652039325
1739209702.904343;-38.13080360867914
1739209702.904345;-35.57807855764607
1739209702.9043472;-38.13080360867914
1739209702.9043493;-45.120503652039325
1739209702.9043515;-45.120503652039325
1739209702.9043536;-38.13080360867914
1739209702.9043558;-31.141103565318893
1739209702.904358;-38.13080360867914
1739209702.90436;-38.13080360867914
1739209702.9043622;-38.13080360867914
1739209702.9043643;-30.49652367304973
1739209702.9043665;-29.438486411369333
1739209702.9043689;-45.120503652039325
1739209702.904371;-45.120503652039325
1739209702.9043732;-38.13080360867914
1739209702.9043753;-38.13080360867914
1739209702.9043775;-38.13080360867914
1739209702.9043796;-33.981070128970906
1739209702.9043818;-45.120503652039325
1739209702.904384;-33.981070128970956
1739209702.904386;-45.120503652039325
1739209702.9043882;-45.120503652039325
1739209702.9043903;-45.120503652039325
1739209702.9043925;-45.120503652039325
1739209702.9043946;-32.816014438256545
1739209702.9043968;-45.120503652039325
1739209702.904399;-38.13080360867914
1739209702.904401;-32.816014438256545
1739209702.9044032;-35.57807855764607
1739209702.9044054;-38.13080360867914
1739209702.9044077;-45.120503652039325
1739209702.90441;-45.120503652039325
1739209702.904412;-35.57807855764607
1739209702.9044142;-38.13080360867914
1739209702.9044163;-35.57807855764607
1739209702.9044185;-32.816014438256545
1739209702.9044206;-45.120503652039325
1739209702.9044228;-45.120503652039325
1739209702.904425;-35.57807855764607
1739209702.904427;-35.57807855764607
1739209702.9044292;-45.120503652039325
1739209702.9044313;-45.120503652039325
1739209702.9044335;-38.13080360867914
1739209702.9044356;-38.13080360867914
1739209702.9044378;-45.120503652039325
1739209702.90444;-33.981070128970906
1739209702.904442;-31.141103565318915
1739209702.9044445;-38.13080360867914
1739209702.9044466;-38.13080360867914
1739209702.9044487;-38.13080360867914
1739209702.904451;-35.57807855764607
1739209702.904453;-31.141103565318915
1739209702.9044552;-45.120503652039325
1739209702.9044573;-45.120503652039325
1739209702.9044595;-38.13080360867914
1739209702.9044616;-38.13080360867914
1739209702.9044638;-38.13080360867914
1739209702.904466;-45.120503652039325
1739209702.904468;-38.13080360867914
1739209702.9044702;-38.13080360867914
1739209702.9044724;-45.120503652039325
1739209702.9044745;-38.13080360867914
1739209702.9044766;-45.120503652039325
1739209702.9044788;-38.13080360867914
1739209702.9044812;-35.57807855764607
1739209702.9044833;-38.13080360867914
1739209702.9044855;-38.13080360867914
1739209702.9044876;-45.120503652039325
1739209702.9044898;-38.13080360867914
1739209702.904492;-35.57807855764607
1739209702.904494;-45.120503652039325
1739209702.9044962;-45.120503652039325
1739209702.9044983;-38.13080360867914
1739209702.9045005;-35.57807855764607
1739209702.9045026;-45.120503652039325
1739209702.9045048;-38.13080360867914
1739209702.904507;-35.57807855764607
1739209702.904509;-38.13080360867914
1739209702.9045112;-38.13080360867914
1739209702.9045134;-32.816014438256545
1739209702.9045155;-38.13080360867914
1739209702.9045177;-38.13080360867914
1739209702.90452;-45.120503652039325
1739209702.9045222;-45.120503652039325
1739209702.9045243;-45.120503652039325
1739209702.9045265;-45.120503652039325
1739209702.9045286;-35.57807855764607
1739209702.9045308;-33.981070128970906
1739209702.904533;-45.120503652039325
1739209702.904535;-38.13080360867914
1739209702.9045372;-38.13080360867914
1739209702.9045393;-33.981070128970906
1739209702.9045415;-45.120503652039325
1739209702.9045436;-45.120503652039325
1739209702.9045458;-38.13080360867914
1739209702.904548;-45.120503652039325
1739209702.90455;-38.13080360867914
1739209702.9045522;-38.13080360867914
1739209702.9045544;-45.120503652039325
1739209702.9045568;-45.120503652039325
1739209702.904559;-45.120503652039325
1739209702.904561;-38.13080360867914
1739209702.9045632;-35.57807855764607
1739209702.9045653;-45.120503652039325
1739209702.9045675;-45.120503652039325
1739209702.9045696;-38.13080360867914
1739209702.9045718;-38.13080360867914
1739209702.904574;-38.13080360867914
1739209702.904576;-38.13080360867914
1739209702.9045782;-35.57807855764607
1739209702.9045804;-38.13080360867914
1739209702.9045825;-45.120503652039325
1739209702.9045846;-38.13080360867914
1739209702.9045868;-38.13080360867914
1739209702.904589;-45.120503652039325
1739209702.904591;-35.57807855764607
1739209702.9045935;-35.57807855764607
1739209702.9045956;-45.120503652039325
1739209702.9045978;-38.13080360867914
1739209702.9046;-45.120503652039325
1739209702.904602;-38.13080360867914
1739209702.9046042;-38.13080360867914
1739209702.9046063;-35.57807855764607
1739209702.9046085;-45.120503652039325
1739209702.9046106;-45.120503652039325
1739209702.9046128;-38.13080360867914
1739209702.904615;-45.120503652039325
1739209702.904617;-38.13080360867914
1739209702.9046192;-45.120503652039325
1739209702.9046214;-45.120503652039325
1739209702.9046235;-45.120503652039325
1739209702.9046257;-38.13080360867914
1739209702.9046278;-30.49652367304973
1739209702.90463;-45.120503652039325
1739209702.9046323;-45.120503652039325
1739209702.9046345;-45.120503652039325
1739209702.9046366;-35.57807855764607
1739209702.9046388;-35.57807855764607
1739209702.904641;-45.120503652039325
1739209702.904643;-38.13080360867914
1739209702.9046452;-45.120503652039325
1739209702.9046474;-45.120503652039325
1739209702.9046495;-38.13080360867914
1739209702.9046516;-38.13080360867914
1739209702.9046538;-45.120503652039325
1739209702.904656;-38.13080360867914
1739209702.904658;-45.120503652039325
1739209702.9046602;-45.120503652039325
1739209702.9046624;-35.57807855764607
1739209702.9046645;-33.981070128970906
1739209702.9046667;-35.57807855764607
1739209702.904669;-33.981070128970906
1739209702.9046712;-38.13080360867914
1739209702.9046733;-38.13080360867914
1739209702.9046755;-38.13080360867914
1739209702.9046776;-38.13080360867914
1739209702.9046798;-35.57807855764607
1739209702.904682;-45.120503652039325
1739209702.904684;-45.120503652039325
1739209702.9046862;-45.120503652039325
1739209702.9046884;-45.120503652039325
1739209702.9046905;-38.13080360867914
1739209702.9046926;-35.57807855764607
1739209702.9046948;-32.816014438256545
1739209702.904697;-45.120503652039325
1739209702.904699;-45.120503652039325
1739209702.9047012;-35.57807855764607
1739209702.9047034;-33.981070128970906
1739209702.9047058;-38.13080360867914
1739209702.904708;-38.13080360867914
1739209702.90471;-35.57807855764607
1739209702.9047122;-32.816014438256545
1739209702.9047143;-28.21854285175415
1739209702.9047165;-31.141103565318893
1739209702.9047186;-45.120503652039325
1739209702.9047208;-33.981070128970906
1739209702.904723;-45.120503652039325
1739209702.904725;-38.13080360867914
1739209702.9047272;-35.57807855764607
1739209702.9047294;-32.816014438256545
1739209702.9047315;-38.13080360867914
1739209702.9047337;-45.120503652039325
1739209702.9047358;-35.57807855764607
1739209702.904738;-38.13080360867914
1739209702.90474;-45.120503652039325
1739209702.9047422;-45.120503652039325
1739209702.9047446;-35.57807855764607
1739209702.9047468;-45.120503652039325
1739209702.904749;-30.49652367304973
1739209702.904751;-32.816014438256545
1739209702.9047532;-38.13080360867914
1739209702.9047554;-38.13080360867914
1739209702.9047575;-35.57807855764607
1739209702.9047596;-38.13080360867914
1739209702.9047618;-45.120503652039325
1739209702.904764;-38.13080360867914
1739209702.904766;-45.120503652039325
1739209702.9047682;-45.120503652039325
