CAN Message; 0x98:00007383efec5a5f
1739209752.402857;-38.13080360867914
1739209752.4028587;-35.57807855764607
1739209752.4028606;-35.57807855764607
1739209752.4028623;-45.120503652039325
1739209752.402864;-45.120503652039325
1739209752.402866;-38.13080360867914
1739209752.4028676;-35.57807855764607
1739209752.4028695;-38.13080360867914
1739209752.4028711;-45.120503652039325
1739209752.4028728;-45.120503652039325
1739209752.4028747;-45.120503652039325
1739209752.4028764;-38.13080360867914
1739209752.4028783;-38.13080360867914
1739209752.40288;-33.981070128970906
1739209752.4028816;-45.120503652039325
1739209752.4028835;-38.13080360867914
1739209752.4028852;-38.13080360867914
1739209752.4028869;-45.120503652039325
1739209752.4028888;-35.57807855764607
1739209752.4028904;-45.120503652039325
1739209752.4028924;-38.13080360867914
1739209752.402894;-38.13080360867914
1739209752.4028957;-38.13080360867914
1739209752.4028976;-38.13080360867914
1739209752.4028993;-32.816014438256545
1739209752.4029012;-45.120503652039325
1739209752.4029028;-45.120503652039325
1739209752.4029045;-45.120503652039325
1739209752.4029064;-45.120503652039325
1739209752.402908;-32.816014438256545
1739209752.40291;-38.13080360867914
1739209752.4029117;-45.120503652039325
1739209752.4029133;-45.120503652039325
1739209752.4029152;-38.13080360867914
1739209752.402917;-30.49652367304973
1739209752.4029188;-45.120503652039325
1739209752.4029205;-38.13080360867914
1739209752.4029222;-38.13080360867914
1739209752.402924;-38.13080360867914
1739209752.4029257;-38.13080360867914
1739209752.4029276;-35.57807855764607
1739209752.4029293;-38.13080360867914
1739209752.402931;-45.120503652039325
1739209752.402933;-35.57807855764607
1739209752.4029346;-35.57807855764607
1739209752.4029365;-45.120503652039325
1739209752.4029381;-45.120503652039325
1739209752.4029398;-45.120503652039325
1739209752.4029417;-45.120503652039325
1739209752.4029434;-45.120503652039325
1739209752.402945;-38.13080360867914
1739209752.402947;-38.13080360867914
1739209752.4029486;-45.120503652039325
1739209752.4029505;-45.120503652039325
1739209752.4029522;-35.57807855764607
1739209752.4029539;-45.120503652039325
1739209752.4029558;-45.120503652039325
1739209752.4029574;-38.13080360867914
1739209752.4029593;-32.816014438256545
1739209752.402961;-33.981070128970906
1739209752.4029627;-45.120503652039325
1739209752.4029646;-38.13080360867914
1739209752.4029663;-45.120503652039325
1739209752.4029682;-38.13080360867914
1739209752.4029698;-45.120503652039325
1739209752.4029715;-45.120503652039325
1739209752.4029734;-45.120503652039325
1739209752.402975;-45.120503652039325
1739209752.402977;-45.120503652039325
1739209752.4029787;-38.13080360867914
1739209752.4029803;-32.816014438256545
1739209752.4029822;-38.13080360867914
1739209752.402984;-45.120503652039325
1739209752.4029858;-38.13080360867914
1739209752.4029875;-27.267205301931607
1739209752.4029891;-33.981070128970906
1739209752.402991;-38.13080360867914
1739209752.4029927;-38.13080360867914
1739209752.4029946;-38.13080360867914
1739209752.4029963;-38.13080360867914
1739209752.402998;-45.120503652039325
1739209752.4029999;-45.120503652039325
1739209752.4030015;-38.13080360867914
1739209752.4030035;-45.120503652039325
1739209752.4030051;-45.120503652039325
1739209752.4030068;-45.120503652039325
1739209752.4030087;-45.120503652039325
1739209752.4030104;-45.120503652039325
1739209752.403012;-45.120503652039325
1739209752.403014;-38.13080360867914
1739209752.4030156;-28.992665084841942
1739209752.4030175;-35.57807855764607
1739209752.4030192;-45.120503652039325
1739209752.4030209;-38.13080360867914
1739209752.4030228;-38.13080360867914
1739209752.4030244;-38.13080360867914
1739209752.4030263;-38.13080360867914
1739209752.403028;-38.13080360867914
1739209752.4030297;-45.120503652039325
1739209752.4030316;-35.57807855764607
1739209752.4030333;-35.57807855764607
1739209752.4030352;-45.120503652039325
1739209752.4030368;-45.120503652039325
1739209752.4030385;-45.120503652039325
1739209752.4030404;-45.120503652039325
1739209752.403042;-38.13080360867914
1739209752.403044;-38.13080360867914
1739209752.4030457;-38.13080360867914
1739209752.4030473;-45.120503652039325
1739209752.4030492;-45.120503652039325
1739209752.403051;-38.13080360867914
1739209752.4030528;-38.13080360867914
1739209752.4030545;-38.13080360867914
1739209752.4030561;-45.120503652039325
1739209752.403058;-31.141103565318915
1739209752.4030597;-31.141103565318915
1739209752.4030616;-38.13080360867914
1739209752.4030633;-38.13080360867914
1739209752.403065;-38.13080360867914
1739209752.4030669;-35.57807855764607
1739209752.4030685;-35.57807855764607
1739209752.4030704;-38.13080360867914
1739209752.403072;-38.13080360867914
1739209752.4030738;-32.816014438256545
1739209752.4030757;-45.120503652039325
1739209752.4030774;-45.120503652039325
1739209752.403079;-45.120503652039325
1739209752.403081;-33.981070128970906
1739209752.4030826;-45.120503652039325
1739209752.4030845;-45.120503652039325
1739209752.4030862;-38.13080360867914
1739209752.4030879;-33.981070128970906
1739209752.4030898;-38.13080360867914
1739209752.4030914;-45.120503652039325
1739209752.4030933;-45.120503652039325
1739209752.403095;-35.57807855764607
1739209752.4030967;-38.13080360867914
1739209752.4030986;-38.13080360867914
1739209752.4031003;-38.13080360867914
1739209752.4031022;-38.13080360867914
1739209752.4031038;-45.120503652039325
1739209752.4031055;-33.981070128970906
1739209752.4031074;-38.13080360867914
1739209752.403109;-45.120503652039325
1739209752.403111;-45.120503652039325
1739209752.4031126;-38.13080360867914
1739209752.4031143;-35.57807855764607
1739209752.4031162;-38.13080360867914
1739209752.403118;-45.120503652039325
1739209752.4031198;-45.120503652039325
1739209752.4031215;-45.120503652039325
1739209752.4031231;-38.13080360867914
1739209752.403125;-45.120503652039325
1739209752.4031267;-38.13080360867914
1739209752.4031286;-45.120503652039325
1739209752.4031303;-38.13080360867914
1739209752.403132;-45.120503652039325
1739209752.4031339;-38.13080360867914
1739209752.4031355;-38.13080360867914
1739209752.4031372;-33.981070128970906
1739209752.403139;-35.57807855764607
1739209752.4031408;-33.981070128970906
1739209752.4031427;-35.57807855764607
1739209752.4031444;-38.13080360867914
1739209752.403146;-38.13080360867914
1739209752.403148;-38.13080360867914
1739209752.4031496;-38.13080360867914
1739209752.4031515;-45.120503652039325
1739209752.4031532;-45.120503652039325
1739209752.4031549;-45.120503652039325
1739209752.4031568;-33.981070128970906
1739209752.4031584;-38.13080360867914
1739209752.4031603;-45.120503652039325
1739209752.403162;-45.120503652039325
1739209752.4031637;-45.120503652039325
1739209752.4031656;-38.13080360867914
1739209752.4031672;-45.120503652039325
1739209752.4031692;-33.981070128970906
1739209752.4031708;-45.120503652039325
1739209752.4031725;-35.57807855764607
1739209752.4031744;-35.57807855764607
1739209752.403176;-45.120503652039325
1739209752.403178;-45.120503652039325
1739209752.4031796;-38.13080360867914
1739209752.4031813;-32.816014438256545
1739209752.4031832;-45.120503652039325
1739209752.403185;-38.13080360867914
1739209752.4031868;-45.120503652039325
1739209752.4031885;-45.120503652039325
1739209752.4031901;-38.13080360867914
1739209752.403192;-45.120503652039325
1739209752.4031937;-38.13080360867914
1739209752.4031956;-45.120503652039325
1739209752.4031973;-45.120503652039325
1739209752.403199;-45.120503652039325
1739209752.4032009;-35.57807855764607
1739209752.4032025;-31.141103565318893
1739209752.4032042;-45.120503652039325
1739209752.403206;-38.13080360867914
1739209752.4032078;-35.57807855764607
1739209752.4032097;-32.816014438256545
1739209752.4032114;-38.13080360867914
1739209752.403213;-38.13080360867914
1739209752.403215;-45.120503652039325
1739209752.4032166;-45.120503652039325
1739209752.4032185;-38.13080360867914
1739209752.4032202;-35.57807855764607
1739209752.4032218;-45.120503652039325
1739209752.4032238;-45.120503652039325
1739209752.4032254;-38.13080360867914
1739209752.4032273;-45.120503652039325
1739209752.403229;-45.120503652039325
1739209752.4032307;-45.120503652039325
1739209752.4032326;-35.57807855764607
1739209752.4032342;-35.57807855764607
1739209752.4032362;-38.13080360867914
1739209752.4032378;-38.13080360867914
1739209752.4032395;-38.13080360867914
1739209752.4032414;-35.57807855764607
1739209752.403243;-38.13080360867914
1739209752.403245;-45.120503652039325
1739209752.4032466;-38.13080360867914
1739209752.4032483;-33.981070128970906
1739209752.4032502;-45.120503652039325
1739209752.403252;-45.120503652039325
1739209752.4032538;-38.13080360867914
1739209752.4032555;-38.13080360867914
1739209752.4032571;-45.120503652039325
1739209752.403259;-33.981070128970956
1739209752.4032607;-45.120503652039325
1739209752.4032626;-38.13080360867914
1739209752.4032643;-38.13080360867914
1739209752.403266;-38.13080360867914
1739209752.4032679;-45.120503652039325
1739209752.4032695;-45.120503652039325
1739209752.4032712;-38.13080360867914
1739209752.403273;-30.49652367304973
1739209752.4032748;-38.13080360867914
1739209752.4032767;-35.57807855764607
1739209752.4032784;-38.13080360867914
1739209752.40328;-38.13080360867914
1739209752.403282;-33.981070128970906
1739209752.4032836;-38.13080360867914
1739209752.4032855;-45.120503652039325
1739209752.4032872;-33.981070128970956
1739209752.4032888;-45.120503652039325
1739209752.4032907;-45.120503652039325
1739209752.4032924;-45.120503652039325
1739209752.4032943;-45.120503652039325
1739209752.403296;-38.13080360867914
1739209752.4032977;-45.120503652039325
1739209752.4032996;-45.120503652039325
1739209752.4033012;-32.816014438256545
1739209752.4033031;-35.57807855764607
1739209752.4033048;-38.13080360867914
1739209752.4033065;-38.13080360867914
1739209752.4033084;-38.13080360867914
1739209752.40331;-45.120503652039325
1739209752.403312;-38.13080360867914
1739209752.4033136;-38.13080360867914
1739209752.4033153;-38.13080360867914
1739209752.4033172;-35.57807855764607
1739209752.403319;-45.120503652039325
1739209752.4033208;-38.13080360867914
1739209752.4033225;-30.49652367304973
1739209752.4033241;-45.120503652039325
1739209752.403326;-45.120503652039325
1739209752.4033277;-35.57807855764607
1739209752.4033296;-33.981070128970956
1739209752.4033313;-45.120503652039325
1739209752.403333;-45.120503652039325
1739209752.4033349;-38.13080360867914
1739209752.4033365;-45.120503652039325
1739209752.4033382;-38.13080360867914
1739209752.40334;-45.120503652039325
1739209752.4033418;-45.120503652039325
1739209752.4033437;-31.141103565318915
1739209752.4033453;-38.13080360867914
1739209752.403347;-45.120503652039325
1739209752.403349;-38.13080360867914
1739209752.4033506;-38.13080360867914
1739209752.4033525;-38.13080360867914
1739209752.4033542;-45.120503652039325
1739209752.4033558;-45.120503652039325
1739209752.4033577;-38.13080360867914
1739209752.4033594;-38.13080360867914
1739209752.4033613;-38.13080360867914
1739209752.403363;-45.120503652039325
1739209752.4033647;-45.120503652039325
1739209752.4033666;-45.120503652039325
1739209752.4033682;-45.120503652039325
1739209752.4033701;-38.13080360867914
1739209752.4033718;-45.120503652039325
1739209752.4033735;-38.13080360867914
1739209752.4033754;-45.120503652039325
1739209752.403377;-45.120503652039325
1739209752.403379;-45.120503652039325
1739209752.4033806;-45.120503652039325
1739209752.4033823;-33.981070128970906
1739209752.4033842;-45.120503652039325
1739209752.4033859;-38.13080360867914
1739209752.4033878;-35.57807855764607
1739209752.4033895;-35.57807855764607
1739209752.4033911;-38.13080360867914
1739209752.403393;-45.120503652039325
1739209752.4033947;-33.981070128970906
1739209752.4033964;-35.57807855764607
1739209752.4033983;-38.13080360867914
1739209752.4034;-45.120503652039325
1739209752.4034019;-45.120503652039325
1739209752.4034035;-38.13080360867914
1739209752.4034052;-35.57807855764607
1739209752.403407;-38.13080360867914
1739209752.4034088;-45.120503652039325
1739209752.4034107;-38.13080360867914
1739209752.4034123;-38.13080360867914
1739209752.403414;-45.120503652039325
1739209752.403416;-45.120503652039325
1739209752.4034176;-38.13080360867914
1739209752.4034195;-38.13080360867914
1739209752.4034212;-38.13080360867914
1739209752.4034228;-45.120503652039325
1739209752.4034247;-45.120503652039325
1739209752.4034264;-38.13080360867914
1739209752.4034283;-38.13080360867914
1739209752.40343;-38.13080360867914
1739209752.4034317;-45.120503652039325
1739209752.4034336;-38.13080360867914
1739209752.4034352;-38.13080360867914
1739209752.4034371;-35.57807855764607
1739209752.4034388;-38.13080360867914
1739209752.4034405;-45.120503652039325
1739209752.4034424;-45.120503652039325
1739209752.403444;-45.120503652039325
1739209752.403446;-45.120503652039325
1739209752.4034476;-45.120503652039325
1739209752.4034493;-38.13080360867914
1739209752.4034512;-45.120503652039325
1739209752.4034529;-45.120503652039325
1739209752.4034548;-45.120503652039325
1739209752.4034564;-45.120503652039325
1739209752.403458;-38.13080360867914
1739209752.40346;-35.57807855764607
1739209752.4034617;-38.13080360867914
1739209752.4034634;-45.120503652039325
1739209752.4034653;-33.981070128970906
1739209752.403467;-45.120503652039325
1739209752.4034688;-45.120503652039325
1739209752.4034705;-38.13080360867914
1739209752.4034722;-35.57807855764607
1739209752.403474;-38.13080360867914
1739209752.4034758;-45.120503652039325
1739209752.4034777;-45.120503652039325
1739209752.4034793;-45.120503652039325
1739209752.403481;-38.13080360867914
1739209752.403483;-45.120503652039325
1739209752.4034846;-45.120503652039325
1739209752.4034865;-45.120503652039325
1739209752.4034882;-38.13080360867914
1739209752.4034898;-38.13080360867914
1739209752.4034917;-45.120503652039325
1739209752.4034934;-33.981070128970906
1739209752.4034953;-38.13080360867914
1739209752.403497;-38.13080360867914
1739209752.4034986;-45.120503652039325
1739209752.4035006;-25.826314394896357
1739209752.4035022;-29.438486411369333
1739209752.4035041;-45.120503652039325
1739209752.4035058;-45.120503652039325
1739209752.4035075;-33.981070128970906
1739209752.4035094;-32.816014438256545
1739209752.403511;-45.120503652039325
1739209752.403513;-35.57807855764607
1739209752.4035146;-45.120503652039325
1739209752.4035163;-45.120503652039325
1739209752.4035182;-38.13080360867914
1739209752.4035199;-45.120503652039325
1739209752.4035218;-45.120503652039325
1739209752.4035234;-38.13080360867914
1739209752.403525;-38.13080360867914
1739209752.403527;-45.120503652039325
1739209752.4035287;-38.13080360867914
1739209752.4035304;-38.13080360867914
1739209752.4035323;-38.13080360867914
1739209752.403534;-45.120503652039325
1739209752.4035358;-38.13080360867914
1739209752.4035375;-38.13080360867914
1739209752.4035392;-45.120503652039325
1739209752.403541;-45.120503652039325
1739209752.4035428;-32.816014438256545
1739209752.4035447;-31.141103565318893
1739209752.4035463;-38.13080360867914
1739209752.403548;-38.13080360867914
1739209752.40355;-35.57807855764607
1739209752.4035516;-38.13080360867914
1739209752.4035535;-45.120503652039325
1739209752.4035552;-32.816014438256545
1739209752.4035568;-45.120503652039325
1739209752.4035587;-35.57807855764607
1739209752.4035604;-38.13080360867914
1739209752.4035623;-38.13080360867914
1739209752.403564;-45.120503652039325
1739209752.4035656;-38.13080360867914
1739209752.4035676;-38.13080360867914
1739209752.4035692;-38.13080360867914
1739209752.4035711;-32.816014438256545
1739209752.4035728;-29.438486411369333
1739209752.4035745;-45.120503652039325
1739209752.4035764;-38.13080360867914
1739209752.403578;-45.120503652039325
1739209752.40358;-45.120503652039325
1739209752.4035816;-45.120503652039325
1739209752.4035833;-45.120503652039325
1739209752.4035852;-38.13080360867914
1739209752.4035869;-35.57807855764607
1739209752.4035888;-45.120503652039325
1739209752.4035904;-45.120503652039325
1739209752.403592;-38.13080360867914
1739209752.403594;-35.57807855764607
1739209752.4035957;-45.120503652039325
1739209752.4035974;-45.120503652039325
1739209752.4035993;-45.120503652039325
1739209752.403601;-45.120503652039325
1739209752.4036028;-38.13080360867914
1739209752.4036045;-38.13080360867914
1739209752.4036062;-38.13080360867914
1739209752.403608;-38.13080360867914
1739209752.4036098;-38.13080360867914
1739209752.4036117;-45.120503652039325
1739209752.4036133;-33.981070128970906
1739209752.403615;-32.816014438256545
1739209752.403617;-45.120503652039325
1739209752.4036186;-45.120503652039325
1739209752.4036205;-38.13080360867914
1739209752.4036222;-33.981070128970906
1739209752.4036238;-45.120503652039325
1739209752.4036257;-45.120503652039325
1739209752.4036274;-38.13080360867914
1739209752.4036293;-38.13080360867914
1739209752.403631;-38.13080360867914
1739209752.4036326;-45.120503652039325
1739209752.4036345;-38.13080360867914
1739209752.4036362;-38.13080360867914
1739209752.4036381;-38.13080360867914
1739209752.4036398;-45.120503652039325
1739209752.4036415;-38.13080360867914
1739209752.4036434;-32.816014438256545
1739209752.403645;-45.120503652039325
1739209752.403647;-45.120503652039325
1739209752.4036486;-38.13080360867914
1739209752.4036503;-38.13080360867914
1739209752.4036522;-45.120503652039325
1739209752.4036539;-45.120503652039325
1739209752.4036555;-45.120503652039325
1739209752.4036574;-45.120503652039325
1739209752.403659;-45.120503652039325
1739209752.403661;-38.13080360867914
1739209752.4036627;-45.120503652039325
1739209752.4036644;-35.57807855764607
1739209752.4036663;-38.13080360867914
1739209752.403668;-38.13080360867914
1739209752.4036698;-45.120503652039325
1739209752.4036715;-38.13080360867914
1739209752.4036732;-33.981070128970906
1739209752.403675;-38.13080360867914
1739209752.4036767;-33.981070128970906
1739209752.4036787;-32.816014438256545
1739209752.4036803;-38.13080360867914
1739209752.403682;-38.13080360867914
1739209752.403684;-38.13080360867914
1739209752.4036856;-38.13080360867914
1739209752.4036875;-33.981070128970906
1739209752.4036891;-38.13080360867914
1739209752.4036908;-45.120503652039325
1739209752.4036927;-45.120503652039325
1739209752.4036944;-33.981070128970906
1739209752.4036963;-38.13080360867914
1739209752.403698;-45.120503652039325
1739209752.4036996;-45.120503652039325
1739209752.4037015;-38.13080360867914
1739209752.4037032;-33.981070128970906
1739209752.4037051;-38.13080360867914
1739209752.4037068;-45.120503652039325
1739209752.4037085;-38.13080360867914
1739209752.4037104;-38.13080360867914
1739209752.403712;-38.13080360867914
1739209752.403714;-45.120503652039325
1739209752.4037156;-38.13080360867914
1739209752.4037173;-35.57807855764607
1739209752.4037192;-38.13080360867914
1739209752.4037209;-45.120503652039325
1739209752.4037225;-45.120503652039325
1739209752.4037244;-38.13080360867914
1739209752.403726;-35.57807855764607
1739209752.403728;-32.816014438256545
1739209752.4037297;-33.981070128970906
1739209752.4037313;-45.120503652039325
1739209752.4037333;-38.13080360867914
1739209752.403735;-33.981070128970906
1739209752.4037368;-38.13080360867914
1739209752.4037385;-45.120503652039325
1739209752.4037402;-38.13080360867914
1739209752.403742;-33.981070128970906
1739209752.4037437;-31.14110356531892
1739209752.4037457;-45.120503652039325
1739209752.4037473;-45.120503652039325
1739209752.403749;-38.13080360867914
1739209752.403751;-45.120503652039325
1739209752.4037526;-45.120503652039325
1739209752.4037545;-35.57807855764607
1739209752.4037561;-38.13080360867914
1739209752.4037578;-31.141103565318915
1739209752.4037597;-45.120503652039325
1739209752.4037614;-45.120503652039325
1739209752.4037633;-38.13080360867914
1739209752.403765;-38.13080360867914
1739209752.4037666;-38.13080360867914
1739209752.4037685;-33.981070128970906
1739209752.4037702;-33.981070128970906
1739209752.403772;-29.438486411369354
1739209752.4037738;-45.120503652039325
1739209752.4037755;-38.13080360867914
1739209752.4037774;-38.13080360867914
1739209752.403779;-45.120503652039325
1739209752.403781;-45.120503652039325
1739209752.4037826;-45.120503652039325
1739209752.4037843;-45.120503652039325
1739209752.4037862;-31.141103565318915
1739209752.4037879;-38.13080360867914
1739209752.4037895;-38.13080360867914
1739209752.4037914;-38.13080360867914
1739209752.403793;-35.57807855764607
1739209752.403795;-35.57807855764607
1739209752.4037967;-45.120503652039325
1739209752.4037983;-45.120503652039325
1739209752.4038002;-45.120503652039325
1739209752.403802;-45.120503652039325
1739209752.4038038;-45.120503652039325
1739209752.4038055;-45.120503652039325
1739209752.4038072;-38.13080360867914
1739209752.403809;-45.120503652039325
1739209752.4038107;-45.120503652039325
1739209752.4038126;-38.13080360867914
1739209752.4038143;-45.120503652039325
1739209752.403816;-33.981070128970906
1739209752.403818;-38.13080360867914
1739209752.4038196;-45.120503652039325
1739209752.4038215;-45.120503652039325
1739209752.4038231;-38.13080360867914
1739209752.4038248;-45.120503652039325
1739209752.4038267;-45.120503652039325
1739209752.4038284;-28.992665084841942
1739209752.4038303;-31.141103565318893
1739209752.403832;-45.120503652039325
1739209752.4038336;-45.120503652039325
1739209752.4038355;-38.13080360867914
1739209752.4038372;-45.120503652039325
1739209752.403839;-45.120503652039325
1739209752.4038408;-45.120503652039325
1739209752.4038424;-45.120503652039325
