CAN Message; 0x1d3:0000fbea3e62e4fd
1739209882.247373;-38.13080360867914
1739209882.2473745;-33.981070128970906
1739209882.2473757;-38.13080360867914
1739209882.247377;-38.13080360867914
1739209882.247378;-45.120503652039325
1739209882.2473795;-45.120503652039325
1739209882.2473807;-35.57807855764607
1739209882.247382;-38.13080360867914
1739209882.2473834;-45.120503652039325
1739209882.2473845;-27.267205301931607
1739209882.2473857;-33.981070128970906
1739209882.2473872;-38.13080360867914
1739209882.2473884;-45.120503652039325
1739209882.2473896;-31.141103565318915
1739209882.247391;-38.13080360867914
1739209882.2473922;-38.13080360867914
1739209882.2473934;-38.13080360867914
1739209882.2473946;-38.13080360867914
1739209882.247396;-45.120503652039325
1739209882.2473972;-33.981070128970906
1739209882.2473984;-45.120503652039325
1739209882.2473998;-45.120503652039325
1739209882.247401;-45.120503652039325
1739209882.2474022;-45.120503652039325
1739209882.2474036;-45.120503652039325
1739209882.2474048;-33.981070128970906
1739209882.247406;-38.13080360867914
1739209882.2474074;-45.120503652039325
1739209882.2474086;-45.120503652039325
1739209882.2474098;-38.13080360867914
1739209882.247411;-38.13080360867914
1739209882.2474124;-45.120503652039325
1739209882.2474136;-45.120503652039325
1739209882.2474148;-33.981070128970906
1739209882.2474163;-38.13080360867914
1739209882.2474174;-45.120503652039325
1739209882.2474186;-45.120503652039325
1739209882.24742;-38.13080360867914
1739209882.2474213;-38.13080360867914
1739209882.2474225;-45.120503652039325
1739209882.247424;-38.13080360867914
1739209882.247425;-45.120503652039325
1739209882.2474263;-45.120503652039325
1739209882.2474277;-45.120503652039325
1739209882.247429;-45.120503652039325
1739209882.24743;-45.120503652039325
1739209882.2474313;-38.13080360867914
1739209882.2474327;-38.13080360867914
1739209882.247434;-45.120503652039325
1739209882.247435;-28.992665084841942
1739209882.2474365;-31.141103565318915
1739209882.2474377;-45.120503652039325
1739209882.247439;-45.120503652039325
1739209882.2474403;-31.141103565318915
1739209882.2474415;-30.49652367304973
1739209882.2474427;-45.120503652039325
1739209882.2474442;-45.120503652039325
1739209882.2474453;-45.120503652039325
1739209882.2474465;-45.120503652039325
1739209882.2474477;-45.120503652039325
1739209882.2474492;-45.120503652039325
1739209882.2474504;-45.120503652039325
1739209882.2474515;-38.13080360867914
1739209882.247453;-35.57807855764607
1739209882.2474542;-38.13080360867914
1739209882.2474554;-45.120503652039325
1739209882.2474568;-45.120503652039325
1739209882.247458;-45.120503652039325
1739209882.2474592;-45.120503652039325
1739209882.2474606;-45.120503652039325
1739209882.2474618;-32.816014438256545
1739209882.247463;-38.13080360867914
1739209882.2474642;-45.120503652039325
1739209882.2474656;-35.57807855764607
1739209882.2474668;-38.13080360867914
1739209882.247468;-45.120503652039325
1739209882.2474694;-35.57807855764607
1739209882.2474706;-35.57807855764607
1739209882.2474718;-45.120503652039325
1739209882.2474732;-45.120503652039325
1739209882.2474744;-31.141103565318893
1739209882.2474756;-38.13080360867914
1739209882.247477;-45.120503652039325
1739209882.2474782;-38.13080360867914
1739209882.2474794;-35.57807855764607
1739209882.2474809;-38.13080360867914
1739209882.247482;-38.13080360867914
1739209882.2474833;-45.120503652039325
1739209882.2474844;-38.13080360867914
1739209882.2474859;-38.13080360867914
1739209882.247487;-45.120503652039325
1739209882.2474883;-38.13080360867914
1739209882.2474897;-38.13080360867914
1739209882.247491;-45.120503652039325
1739209882.247492;-45.120503652039325
1739209882.2474935;-38.13080360867914
1739209882.2474947;-45.120503652039325
1739209882.247496;-45.120503652039325
1739209882.2474973;-45.120503652039325
1739209882.2474985;-38.13080360867914
1739209882.2474997;-38.13080360867914
1739209882.247501;-35.57807855764607
1739209882.2475023;-35.57807855764607
1739209882.2475035;-45.120503652039325
1739209882.2475047;-45.120503652039325
1739209882.2475061;-45.120503652039325
1739209882.2475073;-38.13080360867914
1739209882.2475085;-38.13080360867914
1739209882.24751;-45.120503652039325
1739209882.2475111;-45.120503652039325
1739209882.2475123;-45.120503652039325
1739209882.2475138;-38.13080360867914
1739209882.247515;-45.120503652039325
1739209882.2475162;-33.981070128970906
1739209882.2475173;-38.13080360867914
1739209882.2475188;-45.120503652039325
1739209882.24752;-45.120503652039325
1739209882.2475212;-38.13080360867914
1739209882.2475226;-38.13080360867914
1739209882.2475238;-38.13080360867914
1739209882.247525;-38.13080360867914
1739209882.2475264;-38.13080360867914
1739209882.2475276;-30.49652367304973
1739209882.2475288;-33.981070128970906
1739209882.2475302;-45.120503652039325
1739209882.2475314;-45.120503652039325
1739209882.2475326;-38.13080360867914
1739209882.247534;-38.13080360867914
1739209882.2475352;-38.13080360867914
1739209882.2475364;-35.57807855764607
1739209882.2475376;-38.13080360867914
1739209882.247539;-45.120503652039325
1739209882.2475402;-45.120503652039325
1739209882.2475414;-38.13080360867914
1739209882.2475429;-45.120503652039325
1739209882.247544;-45.120503652039325
1739209882.2475452;-45.120503652039325
1739209882.2475467;-45.120503652039325
1739209882.2475479;-38.13080360867914
1739209882.247549;-38.13080360867914
1739209882.2475505;-45.120503652039325
1739209882.2475517;-45.120503652039325
1739209882.2475529;-38.13080360867914
1739209882.247554;-33.981070128970906
1739209882.2475555;-45.120503652039325
1739209882.2475567;-38.13080360867914
1739209882.2475579;-45.120503652039325
1739209882.2475593;-45.120503652039325
1739209882.2475605;-45.120503652039325
1739209882.2475617;-38.13080360867914
1739209882.2475631;-45.120503652039325
1739209882.2475643;-38.13080360867914
1739209882.2475655;-45.120503652039325
1739209882.247567;-45.120503652039325
1739209882.2475681;-38.13080360867914
1739209882.2475693;-38.13080360867914
1739209882.2475705;-38.13080360867914
1739209882.247572;-31.141103565318915
1739209882.2475731;-35.57807855764607
1739209882.2475743;-38.13080360867914
1739209882.2475758;-38.13080360867914
1739209882.247577;-33.981070128970906
1739209882.2475781;-38.13080360867914
1739209882.2475796;-31.141103565318915
1739209882.2475808;-45.120503652039325
1739209882.247582;-45.120503652039325
1739209882.2475834;-45.120503652039325
1739209882.2475846;-38.13080360867914
1739209882.2475858;-45.120503652039325
1739209882.2475872;-38.13080360867914
1739209882.2475884;-38.13080360867914
1739209882.2475896;-30.49652367304973
1739209882.2475908;-38.13080360867914
1739209882.2475922;-38.13080360867914
1739209882.2475934;-32.816014438256545
1739209882.2475946;-38.13080360867914
1739209882.247596;-45.120503652039325
1739209882.2475972;-45.120503652039325
1739209882.2475984;-33.981070128970906
1739209882.2475998;-31.141103565318915
1739209882.247601;-45.120503652039325
1739209882.2476022;-38.13080360867914
1739209882.2476037;-35.57807855764607
1739209882.2476048;-33.981070128970906
1739209882.247606;-45.120503652039325
1739209882.2476072;-38.13080360867914
1739209882.2476087;-45.120503652039325
1739209882.2476099;-45.120503652039325
1739209882.247611;-45.120503652039325
1739209882.2476125;-38.13080360867914
1739209882.2476137;-35.57807855764607
1739209882.2476149;-38.13080360867914
1739209882.2476163;-45.120503652039325
1739209882.2476175;-38.13080360867914
1739209882.2476187;-35.57807855764607
1739209882.24762;-33.981070128970906
1739209882.2476213;-45.120503652039325
1739209882.2476225;-38.13080360867914
1739209882.2476237;-32.816014438256545
1739209882.247625;-38.13080360867914
1739209882.2476263;-45.120503652039325
1739209882.2476275;-45.120503652039325
1739209882.247629;-38.13080360867914
1739209882.2476301;-33.981070128970906
1739209882.2476313;-45.120503652039325
1739209882.2476327;-38.13080360867914
1739209882.247634;-38.13080360867914
1739209882.2476351;-38.13080360867914
1739209882.2476366;-38.13080360867914
1739209882.2476377;-33.981070128970906
1739209882.247639;-38.13080360867914
1739209882.2476404;-27.267205301931607
1739209882.2476416;-33.981070128970906
1739209882.2476428;-38.13080360867914
1739209882.247644;-35.57807855764607
1739209882.2476454;-45.120503652039325
1739209882.2476466;-45.120503652039325
1739209882.2476478;-33.981070128970906
1739209882.2476492;-45.120503652039325
1739209882.2476504;-45.120503652039325
1739209882.2476516;-38.13080360867914
1739209882.247653;-38.13080360867914
1739209882.2476542;-45.120503652039325
1739209882.2476554;-38.13080360867914
1739209882.2476568;-38.13080360867914
1739209882.247658;-38.13080360867914
1739209882.2476592;-38.13080360867914
1739209882.2476604;-45.120503652039325
1739209882.2476618;-35.57807855764607
1739209882.247663;-38.13080360867914
1739209882.2476642;-45.120503652039325
1739209882.2476656;-45.120503652039325
1739209882.2476668;-35.57807855764607
1739209882.247668;-35.57807855764607
1739209882.2476695;-45.120503652039325
1739209882.2476707;-33.981070128970906
1739209882.2476718;-38.13080360867914
1739209882.2476733;-45.120503652039325
1739209882.2476745;-45.120503652039325
1739209882.2476757;-45.120503652039325
1739209882.2476768;-45.120503652039325
1739209882.2476783;-38.13080360867914
1739209882.2476795;-38.13080360867914
1739209882.2476807;-45.120503652039325
1739209882.247682;-45.120503652039325
1739209882.2476833;-45.120503652039325
1739209882.2476845;-35.57807855764607
1739209882.247686;-38.13080360867914
1739209882.247687;-38.13080360867914
1739209882.2476883;-38.13080360867914
1739209882.2476897;-45.120503652039325
1739209882.247691;-38.13080360867914
1739209882.247692;-38.13080360867914
1739209882.2476935;-45.120503652039325
1739209882.2476947;-45.120503652039325
1739209882.247696;-45.120503652039325
1739209882.247697;-45.120503652039325
1739209882.2476985;-35.57807855764607
1739209882.2476997;-45.120503652039325
1739209882.247701;-45.120503652039325
1739209882.2477024;-45.120503652039325
1739209882.2477036;-45.120503652039325
1739209882.2477047;-45.120503652039325
1739209882.2477062;-38.13080360867914
1739209882.2477074;-45.120503652039325
1739209882.2477086;-45.120503652039325
1739209882.24771;-45.120503652039325
1739209882.2477112;-45.120503652039325
1739209882.2477124;-32.816014438256545
1739209882.2477136;-35.57807855764607
1739209882.247715;-38.13080360867914
1739209882.2477162;-45.120503652039325
1739209882.2477174;-38.13080360867914
1739209882.2477188;-38.13080360867914
1739209882.24772;-45.120503652039325
1739209882.2477212;-38.13080360867914
1739209882.2477226;-45.120503652039325
1739209882.2477238;-45.120503652039325
1739209882.247725;-45.120503652039325
1739209882.2477264;-38.13080360867914
1739209882.2477276;-38.13080360867914
1739209882.2477288;-45.120503652039325
1739209882.24773;-45.120503652039325
1739209882.2477314;-45.120503652039325
1739209882.2477326;-30.49652367304973
1739209882.2477338;-38.13080360867914
1739209882.2477353;-45.120503652039325
1739209882.2477365;-38.13080360867914
1739209882.2477376;-38.13080360867914
1739209882.247739;-38.13080360867914
1739209882.2477403;-45.120503652039325
1739209882.2477415;-38.13080360867914
1739209882.247743;-45.120503652039325
1739209882.247744;-45.120503652039325
1739209882.2477453;-38.13080360867914
1739209882.2477467;-38.13080360867914
1739209882.247748;-38.13080360867914
1739209882.247749;-45.120503652039325
1739209882.2477503;-45.120503652039325
1739209882.2477517;-45.120503652039325
1739209882.247753;-33.981070128970906
1739209882.247754;-33.981070128970906
1739209882.2477555;-45.120503652039325
1739209882.2477567;-38.13080360867914
1739209882.247758;-32.816014438256545
1739209882.2477593;-33.981070128970906
1739209882.2477605;-45.120503652039325
1739209882.2477617;-38.13080360867914
1739209882.2477632;-35.57807855764607
1739209882.2477643;-38.13080360867914
1739209882.2477655;-45.120503652039325
1739209882.2477667;-38.13080360867914
1739209882.2477682;-38.13080360867914
1739209882.2477694;-45.120503652039325
1739209882.2477705;-45.120503652039325
1739209882.247772;-38.13080360867914
1739209882.2477732;-32.816014438256545
1739209882.2477744;-45.120503652039325
1739209882.2477758;-45.120503652039325
1739209882.247777;-38.13080360867914
1739209882.2477782;-30.49652367304973
1739209882.2477796;-38.13080360867914
1739209882.2477808;-45.120503652039325
1739209882.247782;-45.120503652039325
1739209882.2477832;-33.981070128970906
1739209882.2477846;-28.992665084841942
1739209882.2477858;-45.120503652039325
1739209882.247787;-38.13080360867914
1739209882.2477884;-35.57807855764607
1739209882.2477896;-38.13080360867914
1739209882.2477908;-45.120503652039325
1739209882.2477922;-38.13080360867914
1739209882.2477934;-38.13080360867914
1739209882.2477946;-35.57807855764607
1739209882.247796;-38.13080360867914
1739209882.2477973;-45.120503652039325
1739209882.2477984;-35.57807855764607
1739209882.2477999;-38.13080360867914
1739209882.247801;-38.13080360867914
1739209882.2478023;-45.120503652039325
1739209882.2478034;-33.981070128970906
1739209882.2478049;-31.141103565318915
1739209882.247806;-45.120503652039325
1739209882.2478073;-35.57807855764607
1739209882.2478087;-35.57807855764607
1739209882.24781;-33.981070128970906
1739209882.247811;-45.120503652039325
1739209882.2478125;-45.120503652039325
1739209882.2478137;-45.120503652039325
1739209882.247815;-38.13080360867914
1739209882.2478163;-38.13080360867914
1739209882.2478175;-38.13080360867914
1739209882.2478187;-35.57807855764607
1739209882.24782;-38.13080360867914
1739209882.2478213;-38.13080360867914
1739209882.2478225;-38.13080360867914
1739209882.2478237;-45.120503652039325
1739209882.2478251;-33.981070128970906
1739209882.2478263;-38.13080360867914
1739209882.2478275;-38.13080360867914
1739209882.247829;-38.13080360867914
1739209882.2478302;-38.13080360867914
1739209882.2478313;-45.120503652039325
1739209882.2478328;-45.120503652039325
1739209882.247834;-38.13080360867914
1739209882.2478352;-38.13080360867914
1739209882.2478364;-38.13080360867914
1739209882.2478378;-38.13080360867914
1739209882.247839;-45.120503652039325
1739209882.2478402;-38.13080360867914
1739209882.2478416;-35.57807855764607
1739209882.2478428;-38.13080360867914
1739209882.247844;-45.120503652039325
1739209882.2478454;-31.141103565318915
1739209882.2478466;-38.13080360867914
1739209882.2478478;-45.120503652039325
1739209882.2478492;-45.120503652039325
1739209882.2478504;-45.120503652039325
1739209882.2478516;-45.120503652039325
1739209882.247853;-38.13080360867914
1739209882.2478542;-45.120503652039325
1739209882.2478554;-30.49652367304973
1739209882.2478566;-45.120503652039325
1739209882.247858;-38.13080360867914
1739209882.2478592;-45.120503652039325
1739209882.2478604;-45.120503652039325
1739209882.2478619;-32.816014438256545
1739209882.247863;-45.120503652039325
1739209882.2478642;-45.120503652039325
1739209882.2478657;-27.267205301931607
1739209882.2478669;-38.13080360867914
1739209882.247868;-38.13080360867914
1739209882.2478695;-38.13080360867914
1739209882.2478707;-33.981070128970906
1739209882.2478719;-38.13080360867914
1739209882.247873;-45.120503652039325
1739209882.2478745;-35.57807855764607
1739209882.2478757;-38.13080360867914
1739209882.247877;-38.13080360867914
1739209882.2478783;-38.13080360867914
1739209882.2478795;-45.120503652039325
1739209882.2478807;-38.13080360867914
1739209882.2478821;-38.13080360867914
1739209882.2478833;-45.120503652039325
1739209882.2478845;-45.120503652039325
1739209882.247886;-45.120503652039325
1739209882.2478871;-45.120503652039325
1739209882.2478883;-45.120503652039325
1739209882.2478895;-45.120503652039325
1739209882.247891;-45.120503652039325
1739209882.2478921;-35.57807855764607
1739209882.2478933;-38.13080360867914
1739209882.2478948;-45.120503652039325
1739209882.247896;-38.13080360867914
1739209882.2478971;-35.57807855764607
1739209882.2478986;-38.13080360867914
1739209882.2478998;-45.120503652039325
1739209882.247901;-45.120503652039325
1739209882.2479024;-45.120503652039325
1739209882.2479036;-38.13080360867914
1739209882.2479048;-45.120503652039325
1739209882.2479062;-38.13080360867914
1739209882.2479074;-38.13080360867914
1739209882.2479086;-38.13080360867914
1739209882.2479098;-45.120503652039325
1739209882.2479112;-38.13080360867914
1739209882.2479124;-35.57807855764607
1739209882.2479136;-45.120503652039325
1739209882.247915;-45.120503652039325
1739209882.2479162;-45.120503652039325
1739209882.2479174;-45.120503652039325
1739209882.2479188;-45.120503652039325
1739209882.24792;-38.13080360867914
1739209882.2479212;-38.13080360867914
1739209882.2479227;-38.13080360867914
1739209882.2479239;-38.13080360867914
1739209882.247925;-38.13080360867914
1739209882.2479262;-38.13080360867914
1739209882.2479277;-45.120503652039325
1739209882.2479289;-38.13080360867914
1739209882.24793;-45.120503652039325
1739209882.2479315;-45.120503652039325
1739209882.2479327;-45.120503652039325
1739209882.2479339;-38.13080360867914
1739209882.2479353;-32.816014438256545
1739209882.2479365;-45.120503652039325
1739209882.2479377;-35.57807855764607
1739209882.247939;-38.13080360867914
1739209882.2479403;-38.13080360867914
1739209882.2479415;-33.981070128970906
1739209882.247943;-45.120503652039325
1739209882.247944;-45.120503652039325
1739209882.2479453;-45.120503652039325
1739209882.2479465;-38.13080360867914
1739209882.247948;-45.120503652039325
1739209882.2479491;-45.120503652039325
1739209882.2479503;-32.816014438256545
1739209882.2479517;-45.120503652039325
1739209882.247953;-45.120503652039325
1739209882.2479541;-45.120503652039325
1739209882.2479556;-38.13080360867914
1739209882.2479568;-38.13080360867914
1739209882.247958;-45.120503652039325
1739209882.2479594;-38.13080360867914
1739209882.2479606;-31.141103565318893
1739209882.2479618;-45.120503652039325
1739209882.247963;-38.13080360867914
1739209882.2479644;-38.13080360867914
1739209882.2479656;-45.120503652039325
1739209882.2479668;-45.120503652039325
1739209882.2479682;-32.816014438256545
1739209882.2479694;-38.13080360867914
1739209882.2479706;-38.13080360867914
1739209882.247972;-45.120503652039325
1739209882.2479732;-35.57807855764607
1739209882.2479744;-45.120503652039325
1739209882.2479758;-38.13080360867914
1739209882.247977;-45.120503652039325
1739209882.2479782;-38.13080360867914
1739209882.2479794;-45.120503652039325
1739209882.2479808;-38.13080360867914
1739209882.247982;-38.13080360867914
1739209882.2479832;-45.120503652039325
1739209882.2479846;-38.13080360867914
1739209882.2479858;-35.57807855764607
1739209882.247987;-45.120503652039325
1739209882.2479885;-35.57807855764607
1739209882.2479897;-35.57807855764607
1739209882.2479908;-38.13080360867914
1739209882.2479923;-45.120503652039325
1739209882.2479935;-45.120503652039325
1739209882.2479947;-38.13080360867914
1739209882.247996;-35.57807855764607
1739209882.2479973;-45.120503652039325
1739209882.2479985;-31.141103565318915
1739209882.2479997;-35.57807855764607
1739209882.248001;-35.57807855764607
1739209882.2480023;-45.120503652039325
1739209882.2480035;-38.13080360867914
1739209882.248005;-38.13080360867914
1739209882.248006;-45.120503652039325
1739209882.2480073;-38.13080360867914
1739209882.2480087;-33.981070128970956
1739209882.24801;-38.13080360867914
1739209882.248011;-38.13080360867914
1739209882.2480125;-45.120503652039325
1739209882.2480137;-45.120503652039325
1739209882.248015;-38.13080360867914
1739209882.248016;-35.57807855764607
1739209882.2480175;-45.120503652039325
1739209882.2480187;-31.141103565318915
1739209882.24802;-33.981070128970906
1739209882.2480214;-38.13080360867914
1739209882.2480226;-33.981070128970906
1739209882.2480237;-45.120503652039325
1739209882.2480252;-33.981070128970906
1739209882.2480264;-32.816014438256545
1739209882.2480276;-38.13080360867914
1739209882.248029;-45.120503652039325
1739209882.2480302;-38.13080360867914
1739209882.2480314;-38.13080360867914
1739209882.2480326;-38.13080360867914
1739209882.248034;-38.13080360867914
1739209882.2480352;-35.57807855764607
1739209882.2480364;-35.57807855764607
1739209882.2480378;-38.13080360867914
1739209882.248039;-45.120503652039325
1739209882.2480402;-45.120503652039325
1739209882.2480416;-30.49652367304973
1739209882.2480428;-33.981070128970906
1739209882.248044;-45.120503652039325
1739209882.2480454;-45.120503652039325
1739209882.2480466;-38.13080360867914
1739209882.2480478;-38.13080360867914
1739209882.2480493;-35.57807855764607
1739209882.2480505;-38.13080360867914
1739209882.2480516;-35.57807855764607
1739209882.2480528;-38.13080360867914
1739209882.2480543;-45.120503652039325
1739209882.2480555;-33.981070128970906
1739209882.2480567;-35.57807855764607
1739209882.248058;-38.13080360867914
1739209882.2480593;-45.120503652039325
1739209882.2480605;-33.981070128970906
1739209882.248062;-38.13080360867914
1739209882.248063;-45.120503652039325
1739209882.2480643;-38.13080360867914
1739209882.2480657;-33.981070128970906
1739209882.248067;-35.57807855764607
1739209882.248068;-33.981070128970906
1739209882.2480693;-45.120503652039325
1739209882.2480707;-38.13080360867914
1739209882.248072;-38.13080360867914
1739209882.248073;-45.120503652039325
1739209882.2480745;-45.120503652039325
1739209882.2480757;-45.120503652039325
1739209882.248077;-45.120503652039325
1739209882.2480783;-38.13080360867914
1739209882.2480795;-45.120503652039325
1739209882.2480807;-45.120503652039325
1739209882.2480822;-45.120503652039325
1739209882.2480834;-45.120503652039325
1739209882.2480845;-38.13080360867914
1739209882.2480857;-38.13080360867914
1739209882.2480872;-45.120503652039325
1739209882.2480884;-45.120503652039325
1739209882.2480896;-45.120503652039325
1739209882.248091;-31.141103565318915
1739209882.2480922;-38.13080360867914
1739209882.2480934;-45.120503652039325
1739209882.2480948;-45.120503652039325
1739209882.248096;-38.13080360867914
1739209882.2480972;-45.120503652039325
1739209882.2480986;-45.120503652039325
1739209882.2480998;-45.120503652039325
1739209882.248101;-32.816014438256545
1739209882.2481024;-45.120503652039325
1739209882.2481036;-45.120503652039325
1739209882.2481048;-45.120503652039325
1739209882.248106;-45.120503652039325
1739209882.2481074;-45.120503652039325
1739209882.2481086;-45.120503652039325
1739209882.2481098;-45.120503652039325
1739209882.2481112;-33.981070128970906
1739209882.2481124;-38.13080360867914
1739209882.2481136;-45.120503652039325
1739209882.248115;-35.57807855764607
1739209882.2481163;-38.13080360867914
1739209882.2481174;-45.120503652039325
1739209882.2481189;-38.13080360867914
1739209882.24812;-35.57807855764607
1739209882.2481213;-38.13080360867914
1739209882.2481225;-45.120503652039325
1739209882.248124;-45.120503652039325
1739209882.248125;-45.120503652039325
1739209882.2481263;-45.120503652039325
1739209882.2481277;-45.120503652039325
1739209882.248129;-45.120503652039325
1739209882.24813;-35.57807855764607
1739209882.2481315;-35.57807855764607
1739209882.2481327;-45.120503652039325
1739209882.248134;-38.13080360867914
1739209882.2481353;-38.13080360867914
1739209882.2481365;-45.120503652039325
1739209882.2481377;-45.120503652039325
1739209882.248139;-38.13080360867914
1739209882.2481403;-45.120503652039325
1739209882.2481415;-30.49652367304973
1739209882.2481427;-28.992665084841942
1739209882.2481441;-45.120503652039325
1739209882.2481453;-45.120503652039325
1739209882.2481465;-45.120503652039325
1739209882.248148;-45.120503652039325
1739209882.2481492;-33.981070128970906
1739209882.2481503;-38.13080360867914
1739209882.2481518;-45.120503652039325
1739209882.248153;-45.120503652039325
1739209882.2481542;-33.981070128970906
1739209882.2481556;-45.120503652039325
1739209882.2481568;-45.120503652039325
1739209882.248158;-38.13080360867914
1739209882.2481592;-45.120503652039325
1739209882.2481606;-38.13080360867914
1739209882.2481618;-45.120503652039325
1739209882.248163;-45.120503652039325
1739209882.2481644;-38.13080360867914
1739209882.2481656;-38.13080360867914
1739209882.2481668;-45.120503652039325
1739209882.2481682;-33.981070128970906
1739209882.2481694;-32.816014438256545
1739209882.2481706;-45.120503652039325
1739209882.248172;-32.816014438256545
1739209882.2481732;-33.981070128970906
1739209882.2481744;-45.120503652039325
1739209882.2481756;-45.120503652039325
1739209882.248177;-33.981070128970906
1739209882.2481782;-45.120503652039325
1739209882.2481794;-45.120503652039325
1739209882.2481809;-35.57807855764607
1739209882.248182;-45.120503652039325
1739209882.2481833;-45.120503652039325
1739209882.2481847;-33.981070128970906
1739209882.2481859;-32.816014438256545
1739209882.248187;-38.13080360867914
1739209882.2481885;-32.816014438256545
1739209882.2481897;-35.57807855764607
1739209882.2481909;-38.13080360867914
1739209882.248192;-38.13080360867914
1739209882.2481935;-38.13080360867914
1739209882.2481947;-38.13080360867914
1739209882.248196;-32.816014438256545
1739209882.2481973;-38.13080360867914
1739209882.2481985;-45.120503652039325
1739209882.2481997;-33.981070128970906
1739209882.2482011;-45.120503652039325
1739209882.2482023;-45.120503652039325
1739209882.2482035;-38.13080360867914
1739209882.248205;-38.13080360867914
1739209882.2482061;-38.13080360867914
1739209882.2482073;-38.13080360867914
1739209882.2482088;-38.13080360867914
1739209882.24821;-45.120503652039325
1739209882.2482111;-38.13080360867914
1739209882.2482123;-45.120503652039325
1739209882.2482138;-38.13080360867914
1739209882.248215;-35.57807855764607
1739209882.2482162;-45.120503652039325
1739209882.2482176;-45.120503652039325
1739209882.2482188;-38.13080360867914
1739209882.24822;-38.13080360867914
1739209882.2482214;-45.120503652039325
1739209882.2482226;-45.120503652039325
1739209882.2482238;-38.13080360867914
1739209882.2482252;-38.13080360867914
1739209882.2482264;-45.120503652039325
1739209882.2482276;-45.120503652039325
1739209882.2482288;-45.120503652039325
1739209882.2482302;-38.13080360867914
1739209882.2482314;-45.120503652039325
1739209882.2482326;-45.120503652039325
1739209882.248234;-45.120503652039325
