CAN Message; 0x24:08cce873adced591
Timestamp;Amplitude
1739209783.3205767;-30.49652367304973
1739209783.3205805;-38.13080360867914
1739209783.3205843;-38.13080360867914
1739209783.320588;-38.13080360867914
1739209783.320592;-33.981070128970906
1739209783.3205957;-35.57807855764607
1739209783.3205996;-38.13080360867914
1739209783.3206036;-35.57807855764607
1739209783.3206074;-31.141103565318915
1739209783.3206112;-35.57807855764607
1739209783.320615;-45.120503652039325
1739209783.3206189;-45.120503652039325
1739209783.3206227;-38.13080360867914
1739209783.3206265;-45.120503652039325
1739209783.3206303;-38.13080360867914
1739209783.3206341;-38.13080360867914
1739209783.320638;-45.120503652039325
1739209783.3206418;-45.120503652039325
1739209783.3206456;-38.13080360867914
1739209783.3206494;-45.120503652039325
1739209783.3206532;-38.13080360867914
1739209783.320657;-38.13080360867914
1739209783.320661;-45.120503652039325
1739209783.320665;-45.120503652039325
1739209783.3206687;-38.13080360867914
1739209783.3206725;-38.13080360867914
1739209783.3206763;-38.13080360867914
1739209783.3206801;-45.120503652039325
1739209783.320684;-38.13080360867914
1739209783.3206878;-45.120503652039325
1739209783.3206916;-38.13080360867914
1739209783.3206954;-45.120503652039325
1739209783.3206992;-27.267205301931607
1739209783.320703;-33.981070128970906
1739209783.3207068;-38.13080360867914
1739209783.3207107;-45.120503652039325
1739209783.3207145;-38.13080360867914
1739209783.3207185;-45.120503652039325
1739209783.3207223;-45.120503652039325
1739209783.3207262;-45.120503652039325
1739209783.32073;-35.57807855764607
1739209783.3207338;-45.120503652039325
1739209783.3207376;-38.13080360867914
1739209783.3207414;-45.120503652039325
1739209783.3207452;-38.13080360867914
1739209783.320749;-38.13080360867914
1739209783.3207529;-38.13080360867914
1739209783.3207567;-33.981070128970906
1739209783.3207605;-28.58837851428586
1739209783.3207643;-31.141103565318915
1739209783.320768;-45.120503652039325
1739209783.320772;-38.13080360867914
1739209783.320776;-38.13080360867914
1739209783.3207798;-38.13080360867914
1739209783.3207836;-38.13080360867914
1739209783.3207874;-45.120503652039325
1739209783.3207912;-35.57807855764607
1739209783.320795;-45.120503652039325
1739209783.3207989;-38.13080360867914
1739209783.3208027;-45.120503652039325
1739209783.3208065;-45.120503652039325
1739209783.3208103;-38.13080360867914
1739209783.3208141;-38.13080360867914
1739209783.320818;-45.120503652039325
1739209783.3208218;-33.981070128970906
1739209783.3208256;-33.981070128970906
1739209783.3208294;-45.120503652039325
1739209783.3208334;-45.120503652039325
1739209783.3208373;-38.13080360867914
1739209783.320841;-45.120503652039325
1739209783.320845;-45.120503652039325
1739209783.3208487;-45.120503652039325
1739209783.3208525;-38.13080360867914
1739209783.3208563;-35.57807855764607
1739209783.3208601;-38.13080360867914
1739209783.320864;-38.13080360867914
1739209783.3208678;-35.57807855764607
1739209783.3208716;-38.13080360867914
1739209783.3208754;-38.13080360867914
1739209783.3208792;-45.120503652039325
1739209783.320883;-45.120503652039325
1739209783.3208869;-38.13080360867914
1739209783.320891;-38.13080360867914
1739209783.3208947;-45.120503652039325
1739209783.3208985;-45.120503652039325
1739209783.3209023;-33.981070128970906
1739209783.3209062;-35.57807855764607
1739209783.32091;-38.13080360867914
1739209783.3209138;-33.981070128970906
1739209783.3209176;-38.13080360867914
1739209783.3209214;-45.120503652039325
1739209783.3209252;-45.120503652039325
1739209783.320929;-33.981070128970906
1739209783.3209329;-38.13080360867914
1739209783.3209367;-45.120503652039325
1739209783.3209405;-45.120503652039325
1739209783.3209443;-38.13080360867914
1739209783.3209484;-45.120503652039325
1739209783.3209522;-33.981070128970906
1739209783.320956;-45.120503652039325
1739209783.3209598;-45.120503652039325
1739209783.3209636;-38.13080360867914
1739209783.3209674;-38.13080360867914
1739209783.3209713;-45.120503652039325
1739209783.320975;-38.13080360867914
1739209783.3209789;-38.13080360867914
1739209783.3209827;-38.13080360867914
1739209783.3209865;-45.120503652039325
1739209783.3209903;-38.13080360867914
1739209783.3209941;-45.120503652039325
1739209783.320998;-38.13080360867914
1739209783.3210018;-45.120503652039325
1739209783.3210058;-45.120503652039325
1739209783.3210096;-45.120503652039325
1739209783.3210135;-45.120503652039325
1739209783.3210173;-38.13080360867914
1739209783.321021;-38.13080360867914
1739209783.321025;-38.13080360867914
1739209783.3210287;-45.120503652039325
1739209783.3210325;-38.13080360867914
1739209783.3210363;-45.120503652039325
1739209783.3210402;-38.13080360867914
1739209783.321044;-38.13080360867914
1739209783.3210478;-38.13080360867914
1739209783.3210516;-45.120503652039325
1739209783.3210554;-45.120503652039325
1739209783.3210592;-38.13080360867914
1739209783.321063;-38.13080360867914
1739209783.321067;-45.120503652039325
1739209783.321071;-45.120503652039325
1739209783.3210747;-45.120503652039325
1739209783.3210785;-45.120503652039325
1739209783.3210824;-38.13080360867914
1739209783.3210862;-45.120503652039325
1739209783.32109;-45.120503652039325
1739209783.3210938;-38.13080360867914
1739209783.3210976;-45.120503652039325
1739209783.3211014;-45.120503652039325
1739209783.3211052;-38.13080360867914
1739209783.321109;-38.13080360867914
1739209783.3211129;-38.13080360867914
1739209783.3211167;-45.120503652039325
1739209783.3211205;-38.13080360867914
1739209783.3211246;-35.57807855764607
1739209783.3211284;-45.120503652039325
1739209783.3211322;-33.981070128970906
1739209783.321136;-33.981070128970906
1739209783.3211398;-38.13080360867914
1739209783.3211436;-38.13080360867914
1739209783.3211474;-45.120503652039325
1739209783.3211513;-45.120503652039325
1739209783.321155;-45.120503652039325
1739209783.321159;-33.981070128970906
1739209783.3211627;-38.13080360867914
1739209783.3211665;-31.14110356531892
1739209783.3211703;-38.13080360867914
1739209783.3211741;-38.13080360867914
1739209783.321178;-35.57807855764607
1739209783.321182;-38.13080360867914
1739209783.3211858;-38.13080360867914
1739209783.3211896;-45.120503652039325
1739209783.3211935;-33.981070128970906
1739209783.3211973;-28.992665084841942
1739209783.321201;-45.120503652039325
1739209783.321205;-45.120503652039325
1739209783.3212087;-33.981070128970906
1739209783.3212125;-33.981070128970906
1739209783.3212163;-38.13080360867914
1739209783.3212202;-33.981070128970906
1739209783.321224;-35.57807855764607
1739209783.3212278;-45.120503652039325
1739209783.3212316;-45.120503652039325
1739209783.3212354;-38.13080360867914
1739209783.3212395;-38.13080360867914
1739209783.3212433;-38.13080360867914
1739209783.321247;-38.13080360867914
1739209783.321251;-38.13080360867914
1739209783.3212547;-38.13080360867914
1739209783.3212585;-38.13080360867914
1739209783.3212624;-45.120503652039325
1739209783.3212662;-38.13080360867914
1739209783.32127;-45.120503652039325
1739209783.3212738;-45.120503652039325
1739209783.3212776;-45.120503652039325
1739209783.3212814;-38.13080360867914
1739209783.3212852;-35.57807855764607
1739209783.321289;-28.58837851428586
1739209783.3212929;-45.120503652039325
1739209783.321297;-45.120503652039325
1739209783.3213007;-38.13080360867914
1739209783.3213046;-38.13080360867914
1739209783.3213084;-45.120503652039325
1739209783.3213122;-38.13080360867914
1739209783.321316;-38.13080360867914
1739209783.3213198;-30.49652367304973
1739209783.3213236;-38.13080360867914
1739209783.3213274;-38.13080360867914
1739209783.3213313;-45.120503652039325
1739209783.321335;-45.120503652039325
1739209783.321339;-45.120503652039325
1739209783.3213427;-45.120503652039325
1739209783.3213465;-38.13080360867914
1739209783.3213503;-45.120503652039325
1739209783.3213544;-45.120503652039325
1739209783.3213582;-38.13080360867914
1739209783.321362;-45.120503652039325
1739209783.3213658;-33.981070128970906
1739209783.3213696;-38.13080360867914
1739209783.3213735;-38.13080360867914
1739209783.3213773;-45.120503652039325
1739209783.321381;-45.120503652039325
1739209783.321385;-38.13080360867914
1739209783.3213887;-35.57807855764607
1739209783.3213925;-35.57807855764607
1739209783.3213964;-38.13080360867914
1739209783.3214002;-35.57807855764607
1739209783.321404;-38.13080360867914
1739209783.3214078;-45.120503652039325
1739209783.3214118;-33.981070128970906
1739209783.3214157;-38.13080360867914
1739209783.3214195;-45.120503652039325
1739209783.3214233;-45.120503652039325
1739209783.321427;-38.13080360867914
1739209783.321431;-38.13080360867914
1739209783.3214347;-38.13080360867914
1739209783.3214386;-38.13080360867914
1739209783.3214424;-38.13080360867914
1739209783.3214462;-35.57807855764607
1739209783.32145;-38.13080360867914
1739209783.3214538;-45.120503652039325
1739209783.3214576;-38.13080360867914
1739209783.3214614;-38.13080360867914
1739209783.3214653;-45.120503652039325
1739209783.3214693;-38.13080360867914
1739209783.3214731;-45.120503652039325
1739209783.321477;-45.120503652039325
1739209783.3214808;-38.13080360867914
1739209783.3214846;-45.120503652039325
1739209783.3214884;-45.120503652039325
1739209783.3214922;-45.120503652039325
1739209783.321496;-45.120503652039325
1739209783.3214998;-45.120503652039325
1739209783.3215036;-45.120503652039325
1739209783.3215075;-45.120503652039325
1739209783.3215113;-38.13080360867914
1739209783.321515;-38.13080360867914
1739209783.321519;-38.13080360867914
1739209783.3215227;-45.120503652039325
1739209783.3215268;-38.13080360867914
1739209783.3215306;-38.13080360867914
1739209783.3215344;-45.120503652039325
1739209783.3215382;-29.438486411369333
1739209783.321542;-38.13080360867914
1739209783.3215458;-35.57807855764607
1739209783.3215497;-38.13080360867914
1739209783.3215535;-35.57807855764607
1739209783.3215573;-38.13080360867914
1739209783.321561;-38.13080360867914
1739209783.321565;-45.120503652039325
1739209783.3215687;-45.120503652039325
1739209783.3215725;-38.13080360867914
1739209783.3215764;-32.816014438256545
1739209783.3215802;-38.13080360867914
1739209783.3215842;-45.120503652039325
1739209783.321588;-38.13080360867914
1739209783.3215919;-35.57807855764607
1739209783.3215957;-38.13080360867914
1739209783.3215995;-45.120503652039325
1739209783.3216033;-38.13080360867914
1739209783.321607;-45.120503652039325
1739209783.321611;-35.57807855764607
1739209783.3216147;-38.13080360867914
1739209783.3216186;-38.13080360867914
1739209783.3216224;-35.57807855764607
1739209783.3216262;-38.13080360867914
1739209783.32163;-29.438486411369333
1739209783.3216338;-35.57807855764607
1739209783.3216376;-38.13080360867914
1739209783.3216417;-38.13080360867914
1739209783.3216455;-45.120503652039325
1739209783.3216493;-38.13080360867914
1739209783.3216531;-38.13080360867914
1739209783.321657;-45.120503652039325
1739209783.3216608;-35.57807855764607
1739209783.3216646;-45.120503652039325
1739209783.3216684;-38.13080360867914
1739209783.3216722;-38.13080360867914
1739209783.321676;-45.120503652039325
1739209783.3216798;-45.120503652039325
1739209783.3216836;-45.120503652039325
1739209783.3216875;-38.13080360867914
1739209783.3216913;-29.438486411369333
1739209783.321695;-35.57807855764607
1739209783.3216991;-45.120503652039325
1739209783.321703;-38.13080360867914
1739209783.3217068;-35.57807855764607
1739209783.3217106;-38.13080360867914
1739209783.3217144;-45.120503652039325
1739209783.3217182;-45.120503652039325
1739209783.321722;-45.120503652039325
1739209783.3217258;-45.120503652039325
1739209783.3217297;-45.120503652039325
1739209783.3217335;-38.13080360867914
1739209783.3217373;-45.120503652039325
1739209783.321741;-45.120503652039325
1739209783.321745;-45.120503652039325
1739209783.3217487;-35.57807855764607
1739209783.3217525;-38.13080360867914
1739209783.3217566;-45.120503652039325
1739209783.3217604;-45.120503652039325
1739209783.3217642;-38.13080360867914
1739209783.321768;-45.120503652039325
1739209783.3217719;-45.120503652039325
1739209783.3217757;-38.13080360867914
1739209783.3217795;-45.120503652039325
1739209783.3217833;-28.992665084841942
1739209783.321787;-32.816014438256545
1739209783.321791;-45.120503652039325
1739209783.3217947;-38.13080360867914
1739209783.3217986;-45.120503652039325
1739209783.3218024;-38.13080360867914
1739209783.3218062;-45.120503652039325
1739209783.32181;-38.13080360867914
1739209783.321814;-31.141103565318943
1739209783.3218179;-35.57807855764607
1739209783.3218217;-35.57807855764607
1739209783.3218255;-45.120503652039325
1739209783.3218293;-45.120503652039325
1739209783.3218331;-45.120503652039325
1739209783.321837;-35.57807855764607
